DISTRICT,DAD_POST,DALL_UPDATE,DD1A,DD1AS,DD1B,DD1BS,DD1C,DD1CS,DD1G,DD1S,DD2A,DD2AG,DD2AS,DD2B,DD2BG,DD2BS,DD2G,DD2S,DD3,DD3G,DD3S,DDALLS,D_RATING
"084908"," "," ",35,60,42,72,94,80,"D",69,69,"C",79,39,"C",74,"C",79,26,"D",68,76,"Not Rated: Harvey Provision"
"084909"," "," ",43,74,40,71,94.9,80,"C",74,65,"D",69,42,"F",59,"D",69,3,"F",36,63,"Not Rated: Harvey Provision"
"084910","0"," ",57,87,70,93,98.7,95,"A",91,71,"B",82,64,"B",84,"B",84,94,"A",95,92,"A"
"084911","0"," ",71,93,80,95,100,95,"A",94,78,"A",91,76,"B",84,"A",91,96,"A",96,95,"A"
"085902","0"," ",40,70,38,69,86,60,"D",68,68,"C",76,39,"C",73,"C",76,15,"D",60,71,"C"
"085903"," "," ",37,64,30,63,100,95,"Met Standard",70,67,"Met Standard",76,34,"Met Standard",68,"Met Standard",76,21,"Met Standard",66,73,"Met Standard"
"086024"," "," ",.,.,.,.,.,.,"Not Rated",.,.,"Not Rated",.,.,"Not Rated",.,"Not Rated",.,.,"Not Rated",.,.,"Not Rated"
"086901","0"," ",51,82,56,85,98.7,95,"B",86,69,"C",79,54,"B",84,"B",84,76,"B",85,86,"B"
"086902","0"," ",56,87,41,71,100,95,"B",82,69,"C",79,49,"D",67,"C",79,59,"C",78,81,"B"
"087901","0"," ",64,91,74,94,100,95,"A",93,76,"A",90,69,"A",91,"A",91,100,"A",100,95,"A"
"088902","0"," ",43,74,58,88,100,95,"B",84,66,"C",70,51,"B",81,"B",81,44,"C",74,81,"B"
"089901","0"," ",36,62,33,64,90.2,65,"D",63,66,"C",70,35,"D",67,"C",70,2,"F",34,59,"F"
"089903","0"," ",44,75,35,66,98.2,95,"C",75,73,"B",85,40,"C",75,"B",85,42,"C",74,82,"B"
"089905"," "," ",32,57,21,54,94.1,80,"Met Standard",60,68,"Met Standard",78,27,"Improvement Required",58,"Met Standard",78,20,"Met Standard",65,74,"Met Standard"
"090902"," "," ",37,64,80,95,100,95,"Met Standard",83,63,"Met Standard",70,59,"Met Standard",87,"Met Standard",87,50,"Met Standard",75,83,"Met Standard"
"090903"," "," ",53,80,73,93,100,95,"Met Standard",88,77,"Met Standard",87,63,"Met Standard",88,"Met Standard",88,78,"Met Standard",83,87,"Met Standard"
"090904","0"," ",43,74,44,73,99.1,95,"C",78,69,"C",79,44,"C",75,"C",79,50,"C",76,78,"C"
"090905"," "," ",43,72,.,.,.,.,"Met Standard",72,56,"Improvement Required",56,43,"Improvement Required",57,"Improvement Required",57,.,"Not Rated",.,72,"Met Standard"
"091901","1"," ",60,90,62,91,100,95,"A",91,72,"B",84,61,"B",87,"B",87,92,"A",93,92,"A"
"091902","0"," ",47,79,30,61,100,95,"C",75,63,"D",60,39,"D",65,"D",65,37,"C",72,74,"C"
"091903","0"," ",50,82,49,77,95.1,85,"B",81,69,"C",79,50,"B",83,"B",83,60,"C",79,82,"B"
"091905","0"," ",52,83,70,93,96.2,90,"B",88,64,"D",65,61,"B",89,"B",89,68,"B",82,87,"B"
"091906","0"," ",43,74,52,79,99,95,"B",80,65,"D",69,48,"B",82,"B",82,34,"C",71,79,"C"
"091907"," "," ",55,83,59,89,100,95,"Met Standard",88,60,"Met Standard",66,57,"Met Standard",81,"Met Standard",81,82,"Met Standard",85,87,"Met Standard"
"091908","0"," ",60,90,84,96,100,95,"A",93,72,"B",84,72,"A",91,"A",91,91,"A",92,93,"A"
"091909","0"," ",52,83,48,76,98.1,95,"B",83,73,"B",85,50,"C",78,"B",85,79,"B",86,85,"B"
"091910","0"," ",55,86,59,89,98.4,95,"B",89,74,"B",87,57,"B",84,"B",87,71,"B",83,87,"B"
"091913","0"," ",51,82,54,82,98.9,95,"B",85,60,"F",58,53,"C",75,"C",75,62,"B",80,84,"B"
"091914","0"," ",46,78,56,85,95.7,85,"B",82,69,"C",79,51,"C",79,"C",79,66,"B",81,82,"B"
"091917","0"," ",56,87,52,79,98.6,95,"B",85,64,"D",65,54,"C",71,"C",71,81,"B",87,86,"B"
"091918","0"," ",45,76,24,55,97.7,90,"C",70,61,"F",59,35,"F",57,"F",59,10,"F",51,59,"F"
"092801"," "," ",43,91,14,79,96.7,90,"Met Alternative Standard",86,65,"Met Alternative Standard",81,.,"Not Rated",.,"Met Alternative Standard",81,8,"Met Alternative Standard",68,81,"Met Alternative Standard"
"092901","0"," ",41,71,35,66,97.6,90,"C",73,68,"C",76,38,"C",70,"C",76,25,"D",67,73,"C"
"092902","0"," ",41,71,37,68,96.4,90,"C",74,67,"C",73,39,"C",70,"C",73,28,"D",69,73,"C"
"092903","0"," ",50,82,44,73,95.6,85,"C",79,71,"B",82,47,"B",81,"B",82,78,"B",86,83,"B"
"092904","0"," ",41,71,53,80,96.1,90,"C",78,65,"D",69,47,"B",80,"B",80,52,"C",76,79,"C"
"092906","0"," ",51,82,43,73,96.3,90,"B",80,70,"B",80,47,"C",74,"B",80,54,"C",77,79,"C"
"092907","0"," ",55,86,65,91,98.1,95,"A",90,69,"C",79,60,"B",86,"B",86,94,"A",95,92,"A"
"092908","0"," ",49,81,79,95,99.1,95,"B",89,65,"D",69,64,"B",89,"B",89,75,"B",85,88,"B"
"093901","0"," ",53,84,34,65,100,95,"C",79,76,"A",90,44,"D",66,"A",90,55,"C",77,86,"B"
"093903","0"," ",53,84,67,92,97.2,90,"B",88,73,"B",85,60,"B",84,"B",85,96,"A",96,90,"A"
"093904","0"," ",34,59,31,62,95.6,85,"D",65,64,"D",65,33,"D",65,"D",65,18,"D",62,64,"D"
"093905","0"," ",42,73,29,60,100,95,"C",72,58,"F",57,36,"D",62,"D",62,39,"C",73,72,"C"
"094901","0"," ",40,70,37,68,98.2,95,"C",74,64,"D",65,39,"C",71,"C",71,34,"C",71,73,"C"
"094902","0"," ",56,87,53,80,98.3,95,"B",86,72,"B",84,55,"C",73,"B",84,87,"B",89,87,"B"
"094903","0"," ",57,87,50,78,98.4,95,"B",85,71,"B",82,54,"C",74,"B",82,81,"B",87,86,"B"
"094904","0"," ",55,86,46,75,100,95,"B",83,70,"B",80,51,"C",76,"B",80,59,"C",78,82,"B"
"095901","0"," ",47,79,66,92,98.2,95,"B",87,68,"C",76,57,"B",88,"B",88,84,"B",88,88,"B"
"095902"," "," ",49,77,57,87,100,95,"Met Standard",85,65,"Met Standard",73,53,"Met Standard",85,"Met Standard",85,78,"Met Standard",83,84,"Met Standard"
"095903","0"," ",37,65,62,91,98.1,95,"B",81,56,"F",56,50,"B",85,"B",85,57,"C",78,83,"B"
"095904"," "," ",48,76,95,99,100,95,"Met Standard",89,71,"Met Standard",81,72,"Met Standard",93,"Met Standard",93,81,"Met Standard",84,90,"Met Standard"
"095905","0"," ",41,71,82,96,91.9,65,"B",80,69,"C",79,62,"A",92,"A",92,52,"C",76,87,"B"
"096904","0"," ",40,70,59,89,100,95,"B",83,69,"C",79,50,"B",86,"B",86,53,"C",77,83,"B"
"096905"," "," ",56,85,84,96,100,95,"Met Standard",91,73,"Met Standard",83,70,"Met Standard",91,"Met Standard",91,100,"Met Standard",100,94,"Met Standard"
"097902","0"," ",48,80,50,78,100,95,"B",82,69,"C",79,49,"C",79,"C",79,50,"C",76,80,"B"
"097903","0"," ",50,82,63,91,97.9,90,"B",87,67,"C",73,57,"B",89,"B",89,88,"B",89,89,"B"
"098901","0"," ",65,91,67,92,100,95,"A",92,78,"A",91,66,"A",92,"A",92,100,"A",100,94,"A"
"098903"," "," ",49,77,.,.,.,.,"Met Standard",77,71,"Met Standard",74,49,"Met Standard",79,"Met Standard",79,68,"Met Standard",75,78,"Met Standard"
"098904","0"," ",55,86,67,92,100,95,"A",90,72,"B",84,61,"A",91,"A",91,88,"B",89,90,"A"
"099902","0"," ",43,74,40,71,100,95,"C",77,75,"B",89,42,"C",78,"B",89,43,"C",74,85,"B"
"099903","0"," ",42,73,68,92,100,95,"B",85,67,"C",73,55,"A",90,"A",90,52,"C",76,86,"B"
"100903"," "," ",39,69,65,91,94.9,80,"B",80,66,"C",70,52,"B",82,"B",82,53,"C",77,81,"Not Rated: Harvey Provision"
"100904"," "," ",49,81,55,83,99.4,95,"B",85,64,"D",65,52,"B",83,"B",83,78,"B",86,85,"Not Rated: Harvey Provision"
"100905"," "," ",57,87,52,79,97.9,90,"B",84,72,"B",84,55,"B",81,"B",84,80,"B",86,85,"Not Rated: Harvey Provision"
"100907"," "," ",51,82,51,78,96,90,"B",82,66,"C",70,51,"C",73,"C",73,67,"B",82,82,"Not Rated: Harvey Provision"
"100908"," "," ",37,65,41,71,100,95,"C",73,58,"F",57,39,"D",67,"D",67,11,"F",53,67,"Not Rated: Harvey Provision"
"101802"," "," ",46,78,.,.,.,.,"C",78,76,"A",90,46,"A",90,"A",90,75,"B",85,89,"Not Rated: Harvey Provision"
"101803","0"," ",50,82,.,.,88,65,"B",82,65,"D",69,50,"F",58,"D",69,60,"C",79,81,"B"
"101804"," "," ",20,69,16,87,91.8,80,"C",78,51,"C",72,.,"Not Rated",.,"C",72,10,"C",70,76,"C"
"101806"," "," ",45,76,50,78,96.4,90,"B",80,74,"B",87,48,"B",86,"B",87,90,"A",91,88,"Not Rated: Harvey Provision"
"101807"," "," ",48,76,.,.,.,.,"Met Standard",76,80,"Met Standard",88,48,"Met Standard",74,"Met Standard",88,84,"Met Standard",79,85,"Met Standard"
"101810"," "," ",42,71,.,.,.,.,"Met Standard",71,76,"Met Standard",82,42,"Met Standard",80,"Met Standard",82,82,"Met Standard",79,81,"Met Standard"
"101811"," "," ",7,44,.,.,.,.,"Not Rated",.,.,"Not Rated",.,.,"Not Rated",.,"Not Rated",.,.,"Not Rated",.,.,"Not Rated"
"101813"," "," ",50,82,56,85,98.5,95,"B",86,69,"C",79,53,"A",90,"A",90,72,"B",83,88,"Not Rated: Harvey Provision"
"101814"," "," ",36,62,.,.,.,.,"D",62,68,"C",76,36,"C",74,"C",76,38,"C",73,75,"Not Rated: Harvey Provision"
"101815"," "," ",49,77,.,.,.,.,"Met Standard",77,63,"Improvement Required",59,49,"Improvement Required",58,"Improvement Required",59,74,"Met Standard",77,77,"Met Standard"
"101819"," "," ",55,83,.,.,.,.,"Met Standard",83,77,"Met Standard",83,55,"Met Standard",90,"Met Standard",90,100,"Met Standard",100,93,"Met Standard"
"101821"," "," ",31,81,10,74,94.5,85,"Met Alternative Standard",79,44,"Met Alternative Standard",65,.,"Not Rated",.,"Met Alternative Standard",65,0,"Improvement Required",30,64,"Met Alternative Standard"
"101828","0"," ",70,93,48,76,100,95,"B",87,77,"A",90,59,"A",91,"A",91,100,"A",100,94,"A"
"101837","0"," ",64,91,60,90,93.9,75,"B",87,76,"A",90,62,"A",90,"A",90,96,"A",96,92,"A"
"101838"," "," ",33,58,29,60,96.4,90,"D",65,60,"F",58,31,"D",64,"D",64,24,"D",66,65,"Not Rated: Harvey Provision"
"101840"," "," ",42,73,.,.,.,.,"C",73,70,"B",80,42,"B",86,"B",86,49,"C",76,83,"B"
"101842"," "," ",23,73,6,69,100,95,"Met Alternative Standard",76,54,"Met Alternative Standard",74,.,"Not Rated",.,"Met Alternative Standard",74,0,"Improvement Required",30,62,"Met Alternative Standard"
"101845"," "," ",49,81,78,95,97.1,90,"B",88,72,"B",84,64,"A",91,"B",89,60,"C",79,86,"Not Rated: Harvey Provision"
"101846","1"," ",50,82,69,92,99.4,95,"B",89,75,"B",89,60,"A",91,"A",91,88,"B",89,90,"A"
"101847"," "," ",50,77,.,.,.,.,"Met Standard",77,69,"Met Standard",70,50,"Met Standard",84,"Met Standard",84,78,"Met Standard",78,82,"Met Standard"
"101849"," "," ",51,82,.,.,.,.,"B",82,68,"C",76,51,"A",91,"A",91,96,"A",96,93,"A"
"101853"," "," ",35,60,.,.,.,.,"D",60,70,"B",80,35,"C",75,"B",80,33,"C",71,77,"Not Rated: Harvey Provision"
"101855"," "," ",37,64,.,.,.,.,"Met Standard",64,62,"Improvement Required",59,37,"Met Standard",70,"Met Standard",70,10,"Improvement Required",43,62,"Met Standard"
"101856"," "," ",30,56,.,.,.,.,"F",56,79,"A",91,30,"D",66,"B",89,20,"D",63,81,"Not Rated: Harvey Provision"
"101858","1"," ",53,84,80,95,99.4,95,"A",91,71,"B",82,67,"A",93,"A",93,96,"A",96,94,"A"
"101859"," "," ",49,81,.,.,.,.,"B",81,71,"B",82,49,"A",90,"B",89,69,"B",82,87,"B"
"101861"," "," ",40,70,.,.,.,.,"C",70,67,"C",73,40,"C",72,"C",73,35,"C",72,73,"Not Rated: Harvey Provision"
"101862","1"," ",65,91,88,97,98.2,95,"A",94,78,"A",91,77,"A",94,"A",94,100,"A",100,96,"A"
"101864"," "," ",31,81,.,.,.,.,"Met Alternative Standard",81,67,"Met Alternative Standard",82,.,"Not Rated",.,"Met Alternative Standard",82,11,"Met Alternative Standard",71,79,"Met Alternative Standard"
"101868"," "," ",23,73,3,52,95.2,85,"D",67,61,"B",80,.,"Not Rated",.,"B",80,0,"F",30,65,"Not Rated: Harvey Provision"
"101870"," "," ",58,88,.,.,.,.,"Met Standard",88,69,"Met Standard",70,58,"Met Standard",81,"Met Standard",81,95,"Met Standard",90,89,"Met Standard"
"101871"," "," ",24,50,.,.,.,.,"F",50,44,"F",51,24,"F",47,"F",51,0,"F",30,45,"F"
"101902"," "," ",39,69,45,74,84.7,55,"D",68,67,"C",73,42,"C",79,"C",79,30,"C",70,76,"Not Rated: Harvey Provision"
"101903"," "," ",41,71,42,72,94.1,80,"C",73,69,"C",79,42,"C",78,"C",79,33,"C",71,77,"Not Rated: Harvey Provision"
"101905"," "," ",43,74,43,73,91.4,65,"C",72,66,"C",70,43,"C",79,"C",79,48,"C",75,78,"Not Rated: Harvey Provision"
"101906","0"," ",47,79,54,82,95.6,85,"B",81,72,"B",84,51,"B",80,"B",84,70,"B",83,84,"B"
"101907"," "," ",56,87,59,89,95.5,85,"B",87,73,"B",85,58,"B",88,"B",88,89,"A",90,89,"Not Rated: Harvey Provision"
"101908"," "," ",56,87,54,82,94.3,80,"B",84,73,"B",85,55,"B",83,"B",85,82,"B",87,86,"Not Rated: Harvey Provision"
"101910"," "," ",45,76,41,71,92.9,70,"C",73,69,"C",79,43,"C",79,"C",79,48,"C",75,78,"Not Rated: Harvey Provision"
"101911"," "," ",44,75,47,76,93.7,75,"C",75,68,"C",76,46,"B",80,"B",80,35,"C",72,78,"Not Rated: Harvey Provision"
"101912"," "," ",44,75,53,80,86.2,60,"C",74,68,"C",76,49,"B",85,"B",85,68,"B",82,84,"Not Rated: Harvey Provision"
"101913"," "," ",53,84,60,90,97.7,90,"B",88,69,"C",79,57,"C",78,"C",79,87,"B",89,88,"Not Rated: Harvey Provision"
"101914","0"," ",65,91,70,93,95.9,85,"A",91,75,"B",89,68,"B",89,"B",89,94,"B",89,90,"A"
"101915","0"," ",53,84,55,83,95.9,85,"B",84,69,"C",79,54,"C",78,"C",79,85,"B",88,85,"B"
"101916","0"," ",51,82,50,78,95.4,85,"B",81,67,"C",73,51,"B",80,"B",80,76,"B",85,82,"B"
"101917"," "," ",44,75,47,76,93.1,75,"C",75,68,"C",76,46,"B",82,"B",82,43,"C",74,80,"Not Rated: Harvey Provision"
"101919"," "," ",37,65,41,71,91.4,65,"D",67,66,"C",70,39,"C",71,"C",71,23,"D",66,70,"Not Rated: Harvey Provision"
"101920"," "," ",48,80,63,91,93,75,"B",83,70,"B",80,56,"B",88,"B",88,70,"B",83,87,"Not Rated: Harvey Provision"
"101921","0"," ",67,92,74,94,97.9,90,"A",92,77,"A",90,71,"B",87,"A",90,99,"A",99,94,"A"
"101924"," "," ",36,62,53,80,91.9,65,"C",70,65,"D",69,45,"B",81,"B",81,35,"C",72,78,"Not Rated: Harvey Provision"
"101925"," "," ",46,78,52,79,99.1,95,"B",82,63,"D",60,49,"C",71,"C",71,50,"C",76,80,"Not Rated: Harvey Provision"
"102901"," "," ",36,62,.,.,.,.,"Met Standard",62,83,"Met Standard",91,36,"Met Standard",70,"Met Standard",91,66,"Met Standard",75,86,"Met Standard"
"102902","0"," ",35,60,38,69,91.9,65,"D",65,65,"D",69,37,"D",69,"D",69,20,"D",63,67,"D"
"102903","0"," ",41,71,46,75,100,95,"C",77,66,"C",70,44,"C",76,"C",76,40,"C",73,76,"C"
"102904","0"," ",56,87,61,90,99.4,95,"A",90,70,"B",80,59,"B",85,"B",85,92,"A",93,91,"A"
"102905","0"," ",57,87,43,73,97.6,90,"B",82,70,"B",80,50,"C",76,"B",80,54,"C",77,81,"B"
"102906","0"," ",52,83,41,71,97.3,90,"B",80,62,"F",59,47,"C",74,"C",74,56,"C",78,79,"C"
"103901"," "," ",43,72,80,95,100,95,"Met Standard",86,74,"Met Standard",84,62,"Met Standard",88,"Met Standard",88,54,"Met Standard",76,84,"Met Standard"
"103902"," "," ",58,88,62,91,100,95,"Met Standard",91,84,"Met Standard",92,60,"Met Standard",87,"Met Standard",92,97,"Met Standard",94,93,"Met Standard"
"104901","0"," ",46,78,76,94,96.9,90,"B",87,67,"C",73,61,"A",92,"A",92,68,"B",82,89,"B"
"104903"," "," ",36,62,35,67,100,95,"Met Standard",71,53,"Improvement Required",58,36,"Met Standard",70,"Met Standard",70,21,"Met Standard",66,70,"Met Standard"
"104907"," "," ",50,77,83,96,93.8,75,"Met Standard",84,77,"Met Standard",87,67,"Met Standard",91,"Met Standard",91,96,"Met Standard",92,91,"Met Standard"
"105801"," "," ",48,91,47,93,97.8,90,"Met Alternative Standard",92,57,"Met Alternative Standard",76,.,"Not Rated",.,"Met Alternative Standard",76,24,"Met Alternative Standard",83,89,"Met Alternative Standard"
"105802"," "," ",55,86,.,.,.,.,"B",86,44,"F",51,55,"B",89,"B",89,100,"A",100,92,"A"
"105803"," "," ",10,.,.,.,.,.,"Not Rated",.,65,"Not Rated",.,10,"Not Rated",.,"Not Rated",.,.,"Not Rated",.,.,"Not Rated"
"105902","0"," ",40,70,45,74,92.1,70,"C",72,62,"F",59,43,"C",76,"C",76,20,"D",63,72,"C"
"105904","0"," ",66,92,72,93,99.4,95,"A",93,72,"B",84,69,"C",74,"B",84,90,"A",91,92,"A"
"105905","0"," ",57,87,71,93,98.3,95,"A",91,72,"B",84,64,"B",81,"B",84,90,"A",91,91,"A"
"105906","0"," ",45,76,49,77,92.7,70,"C",75,70,"B",80,47,"C",74,"B",80,32,"C",71,77,"C"
"106901","0"," ",60,90,72,93,98.4,95,"A",92,70,"B",80,66,"A",90,"A",90,97,"A",97,94,"A"
"107901","0"," ",42,73,64,91,96.1,90,"B",84,67,"C",73,53,"A",90,"A",90,57,"C",78,86,"B"
"107902","0"," ",47,79,65,91,98.4,95,"B",87,66,"C",70,56,"B",86,"B",86,73,"B",84,86,"B"
"107904","0"," ",51,82,32,63,100,95,"C",77,78,"A",91,42,"C",71,"A",91,57,"C",78,87,"B"
"107905","0"," ",50,82,49,77,99,95,"B",83,63,"D",60,50,"B",82,"B",82,65,"B",81,82,"B"
"107906","1"," ",57,87,62,91,100,95,"A",90,66,"C",70,60,"A",91,"A",91,98,"A",98,93,"A"
"107907"," "," ",45,73,23,57,100,95,"Met Standard",71,63,"Met Standard",70,34,"Met Standard",65,"Met Standard",70,22,"Met Standard",66,70,"Met Standard"
"107908"," "," ",40,69,.,.,.,.,"Met Standard",69,61,"Improvement Required",58,40,"Met Standard",63,"Met Standard",63,15,"Improvement Required",50,63,"Met Standard"
"107910","0"," ",42,73,56,85,100,95,"B",82,62,"F",59,49,"B",80,"B",80,63,"B",80,81,"B"
"108802","0"," ",45,76,.,.,.,.,"C",76,67,"C",73,45,"B",86,"B",86,69,"B",82,85,"B"
"108804"," "," ",27,78,5,60,99.2,95,"C",74,64,"B",85,.,"Not Rated",.,"B",85,0,"F",30,69,"D"
"108807","0"," ",55,86,82,96,100,95,"B",89,73,"B",85,69,"A",94,"A",94,90,"B",89,89,"B"
"108808","1"," ",52,83,95,99,100,95,"A",92,73,"B",85,74,"A",95,"A",95,97,"A",97,96,"A"
"108809"," "," ",30,56,.,.,.,.,"Improvement Required",56,73,"Met Standard",77,30,"Improvement Required",57,"Met Standard",77,46,"Met Standard",69,75,"Met Standard"
"108902","0"," ",40,70,43,73,88.8,65,"C",70,70,"B",80,42,"C",79,"B",80,31,"C",71,77,"C"
"108903","0"," ",38,67,43,73,97.7,90,"C",74,63,"D",60,41,"C",78,"C",78,50,"C",76,77,"C"
"108904","1"," ",49,81,63,91,92.4,70,"B",83,69,"C",79,56,"A",91,"A",91,82,"B",87,90,"A"
"108905","0"," ",45,76,77,94,99.1,95,"B",87,70,"B",80,61,"A",92,"A",92,83,"B",87,91,"A"
"108906","1"," ",51,82,70,93,94.5,80,"B",86,72,"B",84,61,"A",92,"A",92,92,"A",93,92,"A"
"108907","0"," ",39,69,67,92,99.4,95,"B",83,67,"C",73,53,"A",90,"A",90,63,"B",80,87,"B"
"108908","0"," ",46,78,64,91,92.7,70,"B",82,71,"B",82,55,"A",91,"A",91,77,"B",85,89,"B"
"108909","0"," ",44,75,68,92,96,90,"B",85,70,"B",80,56,"A",91,"A",91,74,"B",84,89,"B"
"108910","0"," ",38,67,67,92,86.7,60,"C",76,67,"C",73,53,"A",90,"A",90,51,"C",76,86,"B"
"108911","1"," ",62,91,71,93,97.7,90,"A",92,76,"A",90,67,"A",92,"A",92,93,"A",94,93,"A"
"108912","0"," ",44,75,56,85,90.4,65,"C",77,70,"B",80,50,"B",88,"B",88,66,"B",81,86,"B"
"108913","0"," ",45,76,54,82,93,75,"C",78,69,"C",79,50,"B",88,"B",88,63,"B",80,86,"B"
"108914","0"," ",32,57,79,95,100,95,"B",80,72,"B",84,56,"A",91,"A",91,40,"C",73,86,"B"
"108915","0"," ",39,69,52,79,97.8,90,"C",77,69,"C",79,46,"B",83,"B",83,37,"C",72,80,"B"
"108916","1"," ",56,87,71,93,99.1,95,"A",91,71,"B",82,64,"A",93,"A",93,93,"A",94,93,"A"
"109901"," "," ",51,78,76,94,100,95,"Met Standard",88,67,"Met Standard",76,64,"Met Standard",79,"Met Standard",79,80,"Met Standard",84,87,"Met Standard"
"109902"," "," ",42,71,64,91,100,95,"Met Standard",84,67,"Met Standard",76,53,"Met Standard",84,"Met Standard",84,64,"Met Standard",78,82,"Met Standard"
"109903"," "," ",43,72,43,75,100,95,"Met Standard",78,62,"Met Standard",69,43,"Met Standard",70,"Met Standard",70,39,"Met Standard",72,76,"Met Standard"
"109904","0"," ",38,67,44,73,100,95,"C",75,62,"F",59,41,"C",74,"C",74,22,"D",65,72,"C"
"109905","0"," ",43,74,48,76,100,95,"C",79,66,"C",70,46,"C",78,"C",78,56,"C",78,79,"C"
"109907","0"," ",41,71,43,73,95.7,85,"C",75,57,"F",57,42,"C",75,"C",75,32,"C",71,74,"C"
"109908"," "," ",36,62,.,.,.,.,"Met Standard",62,69,"Met Standard",70,36,"Met Standard",69,"Met Standard",70,40,"Met Standard",66,69,"Met Standard"
"109910"," "," ",33,58,.,.,.,.,"Improvement Required",58,62,"Met Standard",69,33,"Met Standard",67,"Met Standard",69,8,"Improvement Required",53,64,"Met Standard"
"109911","0"," ",45,76,46,75,98.3,95,"C",79,68,"C",76,46,"C",78,"C",78,40,"C",73,77,"C"
"109912"," "," ",52,79,64,91,96,90,"Met Standard",86,73,"Met Standard",83,58,"Met Standard",85,"Met Standard",85,81,"Met Standard",84,85,"Met Standard"
"109913"," "," ",50,77,55,86,100,95,"Met Standard",84,72,"Met Standard",82,53,"Met Standard",82,"Met Standard",82,69,"Met Standard",80,83,"Met Standard"
"109914"," "," ",44,72,36,68,100,95,"Met Standard",75,69,"Met Standard",79,40,"Met Standard",72,"Met Standard",79,43,"Met Standard",73,77,"Met Standard"
"110901"," "," ",27,53,46,78,100,95,"Met Standard",71,62,"Met Standard",69,37,"Met Standard",71,"Met Standard",71,11,"Met Standard",60,68,"Met Standard"
"110902","0"," ",42,73,46,75,91.4,65,"C",72,65,"D",69,44,"C",78,"C",78,31,"C",71,76,"C"
"110905"," "," ",44,72,96,99,100,95,"Met Standard",87,69,"Met Standard",79,70,"Met Standard",91,"Met Standard",91,72,"Met Standard",81,88,"Met Standard"
"110906","0"," ",39,69,48,76,100,95,"C",77,56,"F",56,44,"C",75,"C",75,44,"C",74,76,"C"
"110907","1"," ",62,91,73,93,100,95,"A",93,78,"A",91,68,"A",91,"A",91,100,"A",100,95,"A"
"110908"," "," ",51,78,79,95,100,95,"Met Standard",88,74,"Met Standard",84,65,"Met Standard",84,"Met Standard",84,91,"Met Standard",88,88,"Met Standard"
"111901","0"," ",50,82,55,83,97.3,90,"B",84,66,"C",70,53,"B",81,"B",81,60,"C",79,83,"B"
"111902","0"," ",51,82,57,86,100,95,"B",86,69,"C",79,54,"B",82,"B",82,91,"A",92,88,"B"
"111903","0"," ",54,85,44,73,100,95,"B",82,72,"B",84,49,"D",67,"B",84,54,"C",77,82,"B"
"112901","0"," ",47,79,57,86,96.8,90,"B",84,71,"B",82,52,"B",85,"B",85,71,"B",83,84,"B"
"112905","0"," ",45,76,52,79,97,90,"B",80,75,"B",89,49,"B",80,"B",89,55,"C",77,85,"B"
"112906","0"," ",45,76,41,71,100,95,"C",78,70,"B",80,43,"C",75,"B",80,57,"C",78,79,"C"
"112907"," "," ",46,74,65,91,100,95,"Met Standard",85,76,"Met Standard",86,56,"Met Standard",84,"Met Standard",86,63,"Met Standard",78,84,"Met Standard"
"112908"," "," ",44,72,39,70,100,95,"Met Standard",76,71,"Met Standard",81,42,"Met Standard",76,"Met Standard",81,34,"Met Standard",71,78,"Met Standard"
"112909"," "," ",54,82,65,91,100,95,"Met Standard",88,75,"Met Standard",85,60,"Met Standard",88,"Met Standard",88,96,"Met Standard",92,89,"Met Standard"
"112910"," "," ",46,74,60,90,100,95,"Met Standard",85,74,"Met Standard",84,53,"Met Standard",82,"Met Standard",84,67,"Met Standard",79,83,"Met Standard"
"113901","0"," ",33,58,34,65,98.8,95,"D",68,69,"C",79,34,"D",67,"C",79,20,"D",63,74,"C"
"113902","0"," ",38,67,40,71,95,85,"C",72,67,"C",73,39,"D",66,"C",73,4,"F",38,63,"D"
"113903","0"," ",52,83,64,91,100,95,"B",89,71,"B",82,58,"B",83,"B",83,86,"B",88,89,"B"
"113905","0"," ",44,75,47,76,100,95,"C",79,71,"B",82,46,"C",71,"B",82,36,"C",72,79,"C"
"113906","0"," ",33,58,23,54,100,95,"D",64,66,"C",70,28,"F",55,"C",70,11,"F",53,65,"D"
"114901","0"," ",32,57,42,72,91.7,65,"D",65,63,"D",60,37,"D",69,"D",69,10,"F",51,64,"D"
"114902","0"," ",39,69,37,68,100,95,"C",74,63,"D",60,38,"F",56,"D",60,15,"D",60,70,"C"
"114904","0"," ",54,85,58,88,100,95,"B",88,64,"D",65,56,"C",74,"C",74,61,"C",79,85,"B"
"115901","0"," ",44,75,65,91,100,95,"B",85,65,"D",69,55,"A",91,"A",91,63,"B",80,88,"B"
"115902"," "," ",39,67,33,65,100,95,"Met Standard",72,84,"Met Standard",92,36,"Met Standard",70,"Met Standard",92,36,"Met Standard",72,86,"Met Standard"
"115903"," "," ",30,56,13,.,100,95,"Improvement Required",56,57,"Met Standard",62,30,"Met Standard",60,"Met Standard",62,11,"Met Standard",60,61,"Met Standard"
"116901","0"," ",62,91,65,91,99.2,95,"A",92,72,"B",84,64,"B",85,"B",85,100,"A",100,94,"A"
"116902","0"," ",45,76,50,78,97.8,90,"B",80,72,"B",84,48,"C",78,"B",84,77,"B",85,84,"B"
"116903","0"," ",40,70,45,74,98.9,95,"C",77,64,"D",65,43,"C",75,"C",75,23,"D",66,74,"C"
