DISTRICT,DISTNAME,COUNTY,CNTYNAME,REGION,DFLCHART,DFLALTED,OUTCOME,ASVAB_STATUS,DISTNAME_CLEAN,DD1G,DD2G,DD3G,D_RATING
092801,EAST TEXAS CHARTER SCHOOLS,92.0,GREGG,7.0,Y,Y,Meets Requirements, ,East Texas Charter Schools,A,A,A,Data Integrity Issues
092901,GLADEWATER ISD,92.0,GREGG,7.0,N,N,Needs Assistance, ,Gladewater ISD,B,B,C,B
092902,KILGORE ISD,92.0,GREGG,7.0,N,N,Needs Intervention, ,Kilgore ISD,B,B,C,B
092903,LONGVIEW ISD,92.0,GREGG,7.0,N,N,Needs Assistance, ,Longview ISD,B,B,B,B
092904,PINE TREE ISD,92.0,GREGG,7.0,N,N,Needs Assistance, ,Pine Tree ISD,B,B,C,Data Integrity Issues
092906,SABINE ISD,92.0,GREGG,7.0,N,N,Meets Requirements, ,Sabine ISD,A,A,B,A
092907,SPRING HILL ISD,92.0,GREGG,7.0,N,N,Meets Requirements, ,Spring Hill ISD,A,A,A,A
092908,WHITE OAK ISD,92.0,GREGG,7.0,N,N,Meets Requirements, ,White Oak ISD,A,A,B,A
093901,ANDERSON-SHIRO CISD,93.0,GRIMES,6.0,N,N,Meets Requirements, ,Anderson-Shiro CISD,A,B,A,A
093903,IOLA ISD,93.0,GRIMES,6.0,N,N,Meets Requirements, ,Iola ISD,A,A,A,A
093904,NAVASOTA ISD,93.0,GRIMES,6.0,N,N,Needs Assistance, ,Navasota ISD,D,C,D,D
093905,RICHARDS ISD,93.0,GRIMES,6.0,N,N,Meets Requirements, ,Richards ISD,B,B,C,B
094901,SEGUIN ISD,94.0,GUADALUPE,20.0,N,N,Meets Requirements, ,Seguin ISD,C,C,D,C
094902,SCHERTZ-CIBOLO-U CITY ISD,94.0,GUADALUPE,20.0,N,N,Meets Requirements, ,Schertz-Cibolo-U City ISD,B,B,B,B
094903,NAVARRO ISD,94.0,GUADALUPE,20.0,N,N,Meets Requirements, ,Navarro ISD,A,A,B,A
094904,MARION ISD,94.0,GUADALUPE,20.0,N,N,Meets Requirements, ,Marion ISD,B,B,C,B
095901,ABERNATHY ISD,95.0,HALE,17.0,N,N,Meets Requirements, ,Abernathy ISD,A,A,B,A
095902,COTTON CENTER ISD,95.0,HALE,17.0,N,N,Meets Requirements, ,Cotton Center ISD,B,B,C,B
095903,HALE CENTER ISD,95.0,HALE,17.0,N,N,Meets Requirements, ,Hale Center ISD,B,A,C,B
095904,PETERSBURG ISD,95.0,HALE,17.0,N,N,Meets Requirements, ,Petersburg ISD,A,A,B,A
095905,PLAINVIEW ISD,95.0,HALE,17.0,N,N,Meets Requirements, ,Plainview ISD,B,B,C,B
096904,MEMPHIS ISD,96.0,HALL,16.0,N,N,Meets Requirements, ,Memphis ISD,B,B,C,B
096905,TURKEY-QUITAQUE ISD,96.0,HALL,16.0,N,N,Meets Requirements, ,Turkey-Quitaque ISD,A,A,A,A
097902,HAMILTON ISD,97.0,HAMILTON,12.0,N,N,Meets Requirements, ,Hamilton ISD,A,A,B,B
097903,HICO ISD,97.0,HAMILTON,12.0,N,N,Meets Requirements, ,Hico ISD,B,B,B,B
098901,GRUVER ISD,98.0,HANSFORD,16.0,N,N,Meets Requirements, ,Gruver ISD,A,A,B,A
098903,PRINGLE-MORSE CISD,98.0,HANSFORD,16.0,N,N,Meets Requirements, ,Pringle-Morse CISD,C,B,C,B
098904,SPEARMAN ISD,98.0,HANSFORD,16.0,N,N,Meets Requirements, ,Spearman ISD,A,A,A,A
099902,CHILLICOTHE ISD,99.0,HARDEMAN,9.0,N,N,Meets Requirements, ,Chillicothe ISD,B,A,C,B
099903,QUANAH ISD,99.0,HARDEMAN,9.0,N,N,Meets Requirements, ,Quanah ISD,B,A,C,B
100903,KOUNTZE ISD,100.0,HARDIN,5.0,N,N,Meets Requirements, ,Kountze ISD,B,A,C,B
100904,SILSBEE ISD,100.0,HARDIN,5.0,N,N,Needs Substantial Intervention, ,Silsbee ISD,B,B,B,B
100905,HARDIN-JEFFERSON ISD,100.0,HARDIN,5.0,N,N,Meets Requirements, ,Hardin-Jefferson ISD,A,A,B,A
100907,LUMBERTON ISD,100.0,HARDIN,5.0,N,N,Meets Requirements, ,Lumberton ISD,B,B,B,B
100908,WEST HARDIN COUNTY CISD,100.0,HARDIN,5.0,N,N,Meets Requirements, ,West Hardin County CISD,B,C,D,C
101802,SER-NINOS CHARTER SCHOOL,101.0,HARRIS,4.0,Y,N,Meets Requirements, ,Ser-Ninos Charter School,B,A,B,A
101803,ARISTOI CLASSICAL ACADEMY,101.0,HARRIS,4.0,Y,N,Meets Requirements, ,Aristoi Classical Academy,B,C,B,B
101804,GEORGE I SANCHEZ CHARTER,101.0,HARRIS,4.0,Y,Y,Meets Requirements, ,George I Sanchez Charter,B,C,F,D
101806,RAUL YZAGUIRRE SCHOOLS FOR SUCCESS,101.0,HARRIS,4.0,Y,N,Meets Requirements, ,Raul Yzaguirre Schools For Success,B,A,B,A
101807,UNIVERSITY OF HOUSTON CHARTER SCHO,101.0,HARRIS,4.0,Y,N,Meets Requirements, ,University Of Houston Charter Scho,D,F,D,D
101810,ACADEMY OF ACCELERATED LEARNING IN,101.0,HARRIS,4.0,Y,N,Meets Requirements, ,Academy Of Accelerated Learning In,C,B,C,B
101811,EXCEL ACADEMY,101.0,HARRIS,4.0,Y,Y,Meets Requirements, ,Excel Academy,Not Rated,Not Rated,Not Rated,Not Rated
101814,THE VARNETT PUBLIC SCHOOL,101.0,HARRIS,4.0,Y,N,Meets Requirements, ,The Varnett Public School,F,D,F,F
101815,ALIEF MONTESSORI COMMUNITY SCHOOL,101.0,HARRIS,4.0,Y,N,Meets Requirements, ,Alief Montessori Community School,A,A,A,A
101819,AMIGOS POR VIDA-FRIENDS FOR LIFE P,101.0,HARRIS,4.0,Y,N,Meets Requirements, ,Amigos Por Vida-Friends For Life P,B,A,A,A
101821,HOUSTON HEIGHTS HIGH SCHOOL,101.0,HARRIS,4.0,Y,Y,Meets Requirements, ,Houston Heights High School,B,B,F,C
101828,HOUSTON GATEWAY ACADEMY INC,101.0,HARRIS,4.0,Y,N,Meets Requirements,ASVAB Test not Offered,Houston Gateway Academy Inc,A,A,A,A
101837,CALVIN NELMS CHARTER SCHOOLS,101.0,HARRIS,4.0,Y,N,Meets Requirements, ,Calvin Nelms Charter Schools,A,A,A,A
101838,SOUTHWEST SCHOOL,101.0,HARRIS,4.0,Y,N,Meets Requirements, ,Southwest School,D,C,C,C
101840,TWO DIMENSIONS PREPARATORY ACADEMY,101.0,HARRIS,4.0,Y,N,Meets Requirements, ,Two Dimensions Preparatory Academy,D,B,C,B
101842,COMQUEST ACADEMY,101.0,HARRIS,4.0,Y,Y,Meets Requirements, ,Comquest Academy,A,B,B,A
101845,YES PREP PUBLIC SCHOOLS INC,101.0,HARRIS,4.0,Y,N,Needs Intervention, ,Yes Prep Public Schools Inc,A,A,C,B
101846,HARMONY SCIENCE ACADEMY,101.0,HARRIS,4.0,Y,N,Meets Requirements, ,Harmony Science Academy,A,A,B,A
101847,BEATRICE MAYES INSTITUTE CHARTER S,101.0,HARRIS,4.0,Y,N,Meets Requirements, ,Beatrice Mayes Institute Charter S,C,B,C,C
101849,ACCELERATED INTERMEDIATE ACADEMY,101.0,HARRIS,4.0,Y,N,Meets Requirements, ,Accelerated Intermediate Academy,B,A,C,B
101853,PROMISE COMMUNITY SCHOOL,101.0,HARRIS,4.0,Y,N,Meets Requirements, ,Promise Community School,D,B,C,C
101855,MEYERPARK ELEMENTARY,101.0,HARRIS,4.0,Y,N,Meets Requirements, ,Meyerpark Elementary,D,C,D,C
101856,DRAW ACADEMY,101.0,HARRIS,4.0,Y,N,Meets Requirements, ,Draw Academy,D,C,C,C
101858,HARMONY SCHOOL OF EXCELLENCE,101.0,HARRIS,4.0,Y,N,Needs Assistance, ,Harmony School Of Excellence,B,A,B,A
101859,STEP CHARTER SCHOOL,101.0,HARRIS,4.0,Y,N,Meets Requirements, ,Step Charter School,B,A,B,A
101861,THE RHODES SCHOOL,101.0,HARRIS,4.0,Y,N,Meets Requirements, ,The Rhodes School,D,C,D,C
101862,HARMONY SCHOOL OF SCIENCE - HOUSTO,101.0,HARRIS,4.0,Y,N,Meets Requirements, ,Harmony School Of Science - Housto,A,A,A,A
101864,THE LAWSON ACADEMY,101.0,HARRIS,4.0,Y,Y,Meets Requirements, ,The Lawson Academy,C,C,F,D
101868,THE PRO-VISION ACADEMY,101.0,HARRIS,4.0,Y,Y,Needs Assistance, ,The Pro-Vision Academy,C,D,F,D
101870,BETA ACADEMY,101.0,HARRIS,4.0,Y,N,Meets Requirements,ASVAB Test not Offered,Beta Academy,A,A,B,A
101871,A+ UNLIMITED POTENTIAL,101.0,HARRIS,4.0,Y,N,Meets Requirements, ,A+ Unlimited Potential,D,D,C,C
101872,ETOILE ACADEMY CHARTER SCHOOL,101.0,HARRIS,4.0,Y,N,Meets Requirements, ,Etoile Academy Charter School,C,B,C,B
101873,YELLOWSTONE COLLEGE PREPARATORY,101.0,HARRIS,4.0,Y,N,Meets Requirements, ,Yellowstone College Preparatory,F,F,F,F
101874,LEGACY SCHOOL OF SPORT SCIENCES,101.0,HARRIS,4.0,Y,N,Meets Requirements,ASVAB Test not Offered,Legacy School Of Sport Sciences,F,F,F,F
101875,BLOOM ACADEMY CHARTER SCHOOL,101.0,HARRIS,4.0,Y,N,Meets Requirements, ,Bloom Academy Charter School,Not Rated,Not Rated,Not Rated,Not Rated
101876,REVE PREPARATORY CHARTER SCHOOL,101.0,HARRIS,4.0,Y,N,Meets Requirements, ,Reve Preparatory Charter School,Not Rated,Not Rated,Not Rated,Not Rated
101902,ALDINE ISD,101.0,HARRIS,4.0,N,N,Needs Substantial Intervention, ,Aldine ISD,C,B,C,B
101903,ALIEF ISD,101.0,HARRIS,4.0,N,N,Needs Intervention, ,Alief ISD,C,B,C,B
101905,CHANNELVIEW ISD,101.0,HARRIS,4.0,N,N,Meets Requirements, ,Channelview ISD,B,A,C,B
101906,CROSBY ISD,101.0,HARRIS,4.0,N,N,Needs Assistance, ,Crosby ISD,B,B,B,B
101907,CYPRESS-FAIRBANKS ISD,101.0,HARRIS,4.0,N,N,Needs Assistance, ,Cypress-Fairbanks ISD,B,A,B,B
101908,DEER PARK ISD,101.0,HARRIS,4.0,N,N,Meets Requirements, ,Deer Park ISD,B,A,B,A
101910,GALENA PARK ISD,101.0,HARRIS,4.0,N,N,Needs Intervention, ,Galena Park ISD,B,A,B,B
101911,GOOSE CREEK CISD,101.0,HARRIS,4.0,N,N,Needs Intervention, ,Goose Creek CISD,B,B,B,B
101912,HOUSTON ISD,101.0,HARRIS,4.0,N,N,Needs Substantial Intervention, ,Houston ISD,C,B,B,B
101913,HUMBLE ISD,101.0,HARRIS,4.0,N,N,Needs Assistance, ,Humble ISD,B,B,B,B
101914,KATY ISD,101.0,HARRIS,4.0,N,N,Meets Requirements, ,Katy ISD,B,A,A,A
101915,KLEIN ISD,101.0,HARRIS,4.0,N,N,Meets Requirements, ,Klein ISD,B,B,B,B
101916,LA PORTE ISD,101.0,HARRIS,4.0,N,N,Meets Requirements, ,La Porte ISD,B,B,B,B
101917,PASADENA ISD,101.0,HARRIS,4.0,N,N,Needs Intervention, ,Pasadena ISD,B,B,C,B
101919,SPRING ISD,101.0,HARRIS,4.0,N,N,Needs Substantial Intervention, ,Spring ISD,C,B,C,C
101920,SPRING BRANCH ISD,101.0,HARRIS,4.0,N,N,Needs Assistance, ,Spring Branch ISD,B,B,B,B
101921,TOMBALL ISD,101.0,HARRIS,4.0,N,N,Meets Requirements, ,Tomball ISD,A,A,B,A
101924,SHELDON ISD,101.0,HARRIS,4.0,N,N,Meets Requirements, ,Sheldon ISD,C,B,C,B
101925,HUFFMAN ISD,101.0,HARRIS,4.0,N,N,Meets Requirements, ,Huffman ISD,B,C,C,B
102901,KARNACK ISD,102.0,HARRISON,7.0,N,N,Meets Requirements, ,Karnack ISD,D,B,C,B
102902,MARSHALL ISD,102.0,HARRISON,7.0,N,N,Needs Substantial Intervention, ,Marshall ISD,D,C,D,C
102903,WASKOM ISD,102.0,HARRISON,7.0,N,N,Needs Assistance, ,Waskom ISD,B,A,C,B
102904,HALLSVILLE ISD,102.0,HARRISON,7.0,N,N,Meets Requirements, ,Hallsville ISD,B,B,C,B
102905,HARLETON ISD,102.0,HARRISON,7.0,N,N,Meets Requirements, ,Harleton ISD,A,A,B,A
102906,ELYSIAN FIELDS ISD,102.0,HARRISON,7.0,N,N,Meets Requirements, ,Elysian Fields ISD,B,B,B,B
103901,CHANNING ISD,103.0,HARTLEY,16.0,N,N,Meets Requirements, ,Channing ISD,B,B,C,B
103902,HARTLEY ISD,103.0,HARTLEY,16.0,N,N,Meets Requirements,ASVAB Alternative Test Offered,Hartley ISD,A,A,B,A
104901,HASKELL CISD,104.0,HASKELL,14.0,N,N,Meets Requirements, ,Haskell CISD,B,A,B,A
104903,RULE ISD,104.0,HASKELL,14.0,N,N,Meets Requirements, ,Rule ISD,B,B,C,B
104907,PAINT CREEK ISD,104.0,HASKELL,14.0,N,N,Meets Requirements,ASVAB Alternative Test Offered,Paint Creek ISD,B,B,B,B
105801,KATHERINE ANNE PORTER SCHOOL,105.0,HAYS,13.0,Y,N,Needs Intervention,ASVAB Alternative Test Offered,Katherine Anne Porter School,D,F,C,D
105802,TEXAS PREPARATORY SCHOOL,105.0,HAYS,13.0,Y,N,Meets Requirements, ,Texas Preparatory School,F,F,F,F
105803,KI CHARTER ACADEMY,105.0,HAYS,13.0,Y,Y,Meets Requirements, ,Ki Charter Academy,Not Rated,Not Rated,Not Rated,Not Rated
105902,SAN MARCOS CISD,105.0,HAYS,13.0,N,N,Meets Requirements, ,San Marcos CISD,C,C,C,C
105904,DRIPPING SPRINGS ISD,105.0,HAYS,13.0,N,N,Meets Requirements, ,Dripping Springs ISD,A,B,B,A
105905,WIMBERLEY ISD,105.0,HAYS,13.0,N,N,Meets Requirements,ASVAB Alternative Test Offered,Wimberley ISD,A,A,B,A
105906,HAYS CISD,105.0,HAYS,13.0,N,N,Meets Requirements, ,Hays CISD,B,B,B,B
106901,CANADIAN ISD,106.0,HEMPHILL,16.0,N,N,Meets Requirements, ,Canadian ISD,A,A,A,A
107901,ATHENS ISD,107.0,HENDERSON,10.0,N,N,Meets Requirements, ,Athens ISD,B,B,C,B
107902,BROWNSBORO ISD,107.0,HENDERSON,7.0,N,N,Meets Requirements, ,Brownsboro ISD,B,A,B,B
107904,CROSS ROADS ISD,107.0,HENDERSON,7.0,N,N,Meets Requirements, ,Cross Roads ISD,B,A,B,A
107905,EUSTACE ISD,107.0,HENDERSON,7.0,N,N,Meets Requirements, ,Eustace ISD,B,B,B,B
107906,MALAKOFF ISD,107.0,HENDERSON,7.0,N,N,Needs Assistance, ,Malakoff ISD,A,A,B,A
107907,TRINIDAD ISD,107.0,HENDERSON,7.0,N,N,Meets Requirements, ,Trinidad ISD,B,B,B,Data Integrity Issues
107908,MURCHISON ISD,107.0,HENDERSON,7.0,N,N,Meets Requirements, ,Murchison ISD,C,C,F,D
107910,LAPOYNOR ISD,107.0,HENDERSON,7.0,N,N,Meets Requirements, ,Lapoynor ISD,B,B,C,B
108802,HORIZON MONTESSORI PUBLIC SCHOOLS,108.0,HIDALGO,1.0,Y,N,Meets Requirements, ,Horizon Montessori Public Schools,B,B,B,B
108804,TRIUMPH PUBLIC HIGH SCHOOLS-RIO GR,108.0,HIDALGO,1.0,Y,Y,Meets Requirements, ,Triumph Public High Schools-Rio Gr,B,B,D,B
108807,IDEA PUBLIC SCHOOLS,108.0,HIDALGO,1.0,Y,N,Meets Requirements, ,Idea Public Schools,B,A,B,B
108808,VANGUARD ACADEMY,108.0,HIDALGO,1.0,Y,N,Meets Requirements, ,Vanguard Academy,A,A,A,A
108809,EXCELLENCE IN LEADERSHIP ACADEMY,108.0,HIDALGO,1.0,Y,N,Meets Requirements, ,Excellence In Leadership Academy,D,B,C,B
108902,DONNA ISD,108.0,HIDALGO,1.0,N,N,Needs Substantial Intervention, ,Donna ISD,C,B,C,B
108903,EDCOUCH-ELSA ISD,108.0,HIDALGO,1.0,N,N,Needs Assistance, ,Edcouch-Elsa ISD,B,B,C,B
108904,EDINBURG CISD,108.0,HIDALGO,1.0,N,N,Needs Assistance, ,Edinburg CISD,B,A,B,B
108905,HIDALGO ISD,108.0,HIDALGO,1.0,N,N,Meets Requirements, ,Hidalgo ISD,B,A,B,B
108906,MCALLEN ISD,108.0,HIDALGO,1.0,N,N,Needs Assistance, ,McAllen ISD,B,A,A,A
108907,MERCEDES ISD,108.0,HIDALGO,1.0,N,N,Meets Requirements, ,Mercedes ISD,B,A,C,B
108908,MISSION CISD,108.0,HIDALGO,1.0,N,N,Needs Assistance, ,Mission CISD,B,A,C,B
108909,PHARR-SAN JUAN-ALAMO ISD,108.0,HIDALGO,1.0,N,N,Meets Requirements, ,Pharr-San Juan-Alamo ISD,B,B,B,B
108910,PROGRESO ISD,108.0,HIDALGO,1.0,N,N,Needs Assistance, ,Progreso ISD,C,A,C,B
108911,SHARYLAND ISD,108.0,HIDALGO,1.0,N,N,Meets Requirements, ,Sharyland ISD,A,A,B,A
108912,LA JOYA ISD,108.0,HIDALGO,1.0,N,N,Needs Substantial Intervention, ,La Joya ISD,B,A,B,B
108913,WESLACO ISD,108.0,HIDALGO,1.0,N,N,Meets Requirements, ,Weslaco ISD,B,A,B,B
108914,LA VILLA ISD,108.0,HIDALGO,1.0,N,N,Meets Requirements, ,La Villa ISD,B,A,C,B
108915,MONTE ALTO ISD,108.0,HIDALGO,1.0,N,N,Meets Requirements, ,Monte Alto ISD,B,A,C,B
108916,VALLEY VIEW ISD,108.0,HIDALGO,1.0,N,N,Meets Requirements, ,Valley View ISD,A,A,A,A
109901,ABBOTT ISD,109.0,HILL,12.0,N,N,Meets Requirements, ,Abbott ISD,A,B,A,A
109902,BYNUM ISD,109.0,HILL,12.0,N,N,Meets Requirements, ,Bynum ISD,B,B,C,B
109903,COVINGTON ISD,109.0,HILL,12.0,N,N,Meets Requirements, ,Covington ISD,C,C,C,C
109904,HILLSBORO ISD,109.0,HILL,12.0,N,N,Meets Requirements, ,Hillsboro ISD,B,B,C,B
109905,HUBBARD ISD,109.0,HILL,12.0,N,N,Meets Requirements, ,Hubbard ISD,B,B,C,B
109907,ITASCA ISD,109.0,HILL,12.0,N,N,Meets Requirements, ,Itasca ISD,C,C,D,C
109908,MALONE ISD,109.0,HILL,12.0,N,N,Meets Requirements, ,Malone ISD,D,B,C,B
109910,MOUNT CALM ISD,109.0,HILL,12.0,N,N,Meets Requirements, ,Mount Calm ISD,D,C,C,C
109911,WHITNEY ISD,109.0,HILL,12.0,N,N,Needs Assistance, ,Whitney ISD,B,C,D,C
109912,AQUILLA ISD,109.0,HILL,12.0,N,N,Meets Requirements, ,Aquilla ISD,A,A,A,A
109913,BLUM ISD,109.0,HILL,12.0,N,N,Meets Requirements, ,Blum ISD,B,B,B,B
109914,PENELOPE ISD,109.0,HILL,12.0,N,N,Meets Requirements, ,Penelope ISD,B,B,C,C
110901,ANTON ISD,110.0,HOCKLEY,17.0,N,N,Meets Requirements, ,Anton ISD,B,B,C,B
110902,LEVELLAND ISD,110.0,HOCKLEY,17.0,N,N,Needs Substantial Intervention, ,Levelland ISD,B,B,C,B
110905,ROPES ISD,110.0,HOCKLEY,17.0,N,N,Meets Requirements, ,Ropes ISD,A,A,C,B
110906,SMYER ISD,110.0,HOCKLEY,17.0,N,N,Meets Requirements, ,Smyer ISD,B,B,C,B
110907,SUNDOWN ISD,110.0,HOCKLEY,17.0,N,N,Meets Requirements,ASVAB Alternative Test Offered,Sundown ISD,A,A,A,A
110908,WHITHARRAL ISD,110.0,HOCKLEY,17.0,N,N,Meets Requirements, ,Whitharral ISD,A,A,B,A
111801,LAKE GRANBURY ACADEMY CHARTER SCHO,111.0,HOOD,11.0,Y,Y,Meets Requirements,ASVAB Test not Offered,Lake Granbury Academy Charter Scho,Not Rated,Not Rated,Not Rated,Not Rated
111901,GRANBURY ISD,111.0,HOOD,11.0,N,N,Needs Intervention, ,Granbury ISD,B,B,C,B
111902,LIPAN ISD,111.0,HOOD,11.0,N,N,Meets Requirements, ,Lipan ISD,A,A,A,A
111903,TOLAR ISD,111.0,HOOD,11.0,N,N,Meets Requirements, ,Tolar ISD,A,A,A,A
112901,SULPHUR SPRINGS ISD,112.0,HOPKINS,8.0,N,N,Needs Assistance, ,Sulphur Springs ISD,B,B,B,B
112905,CUMBY ISD,112.0,HOPKINS,8.0,N,N,Meets Requirements, ,Cumby ISD,B,A,C,B
112906,NORTH HOPKINS ISD,112.0,HOPKINS,8.0,N,N,Meets Requirements, ,North Hopkins ISD,B,B,C,B
112907,MILLER GROVE ISD,112.0,HOPKINS,8.0,N,N,Meets Requirements, ,Miller Grove ISD,B,B,C,B
112908,COMO-PICKTON CISD,112.0,HOPKINS,8.0,N,N,Meets Requirements, ,Como-Pickton CISD,B,B,C,B
112909,SALTILLO ISD,112.0,HOPKINS,8.0,N,N,Meets Requirements, ,Saltillo ISD,A,A,A,Data Integrity Issues
112910,SULPHUR BLUFF ISD,112.0,HOPKINS,8.0,N,N,Meets Requirements, ,Sulphur Bluff ISD,A,A,B,B
113901,CROCKETT ISD,113.0,HOUSTON,6.0,N,N,Meets Requirements, ,Crockett ISD,C,B,C,C
113902,GRAPELAND ISD,113.0,HOUSTON,6.0,N,N,Meets Requirements, ,Grapeland ISD,B,B,C,B
113903,LOVELADY ISD,113.0,HOUSTON,6.0,N,N,Meets Requirements, ,Lovelady ISD,A,A,B,A
113905,LATEXO ISD,113.0,HOUSTON,6.0,N,N,Meets Requirements, ,Latexo ISD,B,B,B,B
113906,KENNARD ISD,113.0,HOUSTON,6.0,N,N,Meets Requirements, ,Kennard ISD,B,A,B,B
114901,BIG SPRING ISD,114.0,HOWARD,18.0,N,N,Meets Requirements, ,Big Spring ISD,D,C,F,D
114902,COAHOMA ISD,114.0,HOWARD,18.0,N,N,Meets Requirements, ,Coahoma ISD,B,C,C,B
114904,FORSAN ISD,114.0,HOWARD,18.0,N,N,Meets Requirements, ,Forsan ISD,A,B,B,B
115901,FT HANCOCK ISD,115.0,HUDSPETH,19.0,N,N,Meets Requirements, ,Ft Hancock ISD,B,A,C,B
115902,SIERRA BLANCA ISD,115.0,HUDSPETH,19.0,N,N,Meets Requirements, ,Sierra Blanca ISD,C,C,D,C
115903,DELL CITY ISD,115.0,HUDSPETH,19.0,N,N,Meets Requirements, ,Dell City ISD,F,C,D,D
116901,CADDO MILLS ISD,116.0,HUNT,10.0,N,N,Meets Requirements, ,Caddo Mills ISD,A,A,A,A
116902,CELESTE ISD,116.0,HUNT,10.0,N,N,Meets Requirements, ,Celeste ISD,B,B,B,B
116903,COMMERCE ISD,116.0,HUNT,10.0,N,N,Needs Assistance, ,Commerce ISD,B,B,C,B
116905,GREENVILLE ISD,116.0,HUNT,10.0,N,N,Needs Assistance, ,Greenville ISD,B,B,C,B
116906,LONE OAK ISD,116.0,HUNT,10.0,N,N,Meets Requirements, ,Lone Oak ISD,A,B,B,B
116908,QUINLAN ISD,116.0,HUNT,10.0,N,N,Needs Assistance, ,Quinlan ISD,C,B,C,B
116909,WOLFE CITY ISD,116.0,HUNT,10.0,N,N,Meets Requirements, ,Wolfe City ISD,A,A,B,A
116910,CAMPBELL ISD,116.0,HUNT,10.0,N,N,Meets Requirements, ,Campbell ISD,B,B,C,B
116915,BLAND ISD,116.0,HUNT,10.0,N,N,Meets Requirements,ASVAB Test not Offered,Bland ISD,A,A,B,A
116916,BOLES ISD,116.0,HUNT,10.0,N,N,Meets Requirements, ,Boles ISD,B,A,B,A
117901,BORGER ISD,117.0,HUTCHINSON,16.0,N,N,Needs Assistance, ,Borger ISD,B,B,C,B
117903,SANFORD-FRITCH ISD,117.0,HUTCHINSON,16.0,N,N,Meets Requirements, ,Sanford-Fritch ISD,B,B,C,B
117904,PLEMONS-STINNETT-PHILLIPS CISD,117.0,HUTCHINSON,16.0,N,N,Meets Requirements, ,Plemons-Stinnett-Phillips CISD,A,A,B,B
117907,SPRING CREEK ISD,117.0,HUTCHINSON,16.0,N,N,Meets Requirements, ,Spring Creek ISD,B,C,C,B
118902,IRION COUNTY ISD,118.0,IRION,15.0,N,N,Meets Requirements, ,Irion County ISD,A,B,B,A
119901,BRYSON ISD,119.0,JACK,9.0,N,N,Meets Requirements, ,Bryson ISD,B,B,C,B
119902,JACKSBORO ISD,119.0,JACK,9.0,N,N,Meets Requirements, ,Jacksboro ISD,B,A,B,B
119903,PERRIN-WHITT CISD,119.0,JACK,9.0,N,N,Meets Requirements, ,Perrin-Whitt CISD,B,B,C,B
120901,EDNA ISD,120.0,JACKSON,3.0,N,N,Meets Requirements, ,Edna ISD,B,B,C,B
120902,GANADO ISD,120.0,JACKSON,3.0,N,N,Meets Requirements, ,Ganado ISD,B,A,C,B
120905,INDUSTRIAL ISD,120.0,JACKSON,3.0,N,N,Meets Requirements, ,Industrial ISD,A,B,B,B
121902,BROOKELAND ISD,121.0,JASPER,5.0,N,N,Needs Assistance, ,Brookeland ISD,A,A,B,B
121903,BUNA ISD,121.0,JASPER,5.0,N,N,Meets Requirements, ,Buna ISD,B,B,B,B
121904,JASPER ISD,121.0,JASPER,5.0,N,N,Needs Intervention, ,Jasper ISD,B,B,C,B
121905,KIRBYVILLE CISD,121.0,JASPER,5.0,N,N,Needs Assistance, ,Kirbyville CISD,B,A,C,B
121906,EVADALE ISD,121.0,JASPER,5.0,N,N,Meets Requirements, ,Evadale ISD,B,C,C,B
122901,FT DAVIS ISD,122.0,JEFF DAVIS,18.0,N,N,Meets Requirements, ,Ft Davis ISD,B,C,C,C
122902,VALENTINE ISD,122.0,JEFF DAVIS,18.0,N,N,Meets Requirements, ,Valentine ISD,A,A,Not Rated,A
123803,TEKOA ACADEMY OF ACCELERATED STUDI,123.0,JEFFERSON,5.0,Y,N,Meets Requirements, ,Tekoa Academy Of Accelerated Studi,C,B,C,B
123805,EHRHART SCHOOL,123.0,JEFFERSON,5.0,Y,N,Meets Requirements, ,Ehrhart School,C,B,B,B
123807,BOB HOPE SCHOOL,123.0,JEFFERSON,5.0,Y,N,Meets Requirements, ,Bob Hope School,A,A,B,B
123905,NEDERLAND ISD,123.0,JEFFERSON,5.0,N,N,Meets Requirements, ,Nederland ISD,A,A,B,A
123907,PORT ARTHUR ISD,123.0,JEFFERSON,5.0,N,N,Needs Intervention, ,Port Arthur ISD,D,C,D,C
123908,PORT NECHES-GROVES ISD,123.0,JEFFERSON,5.0,N,N,Needs Assistance, ,Port Neches-Groves ISD,A,A,B,A
123910,BEAUMONT ISD,123.0,JEFFERSON,5.0,N,N,Needs Substantial Intervention, ,Beaumont ISD,D,C,F,C
123913,SABINE PASS ISD,123.0,JEFFERSON,5.0,N,N,Meets Requirements, ,Sabine Pass ISD,A,A,B,A
123914,HAMSHIRE-FANNETT ISD,123.0,JEFFERSON,5.0,N,N,Meets Requirements, ,Hamshire-Fannett ISD,A,A,B,A
124901,JIM HOGG COUNTY ISD,124.0,JIM HOGG,1.0,N,N,Meets Requirements, ,Jim Hogg County ISD,B,A,C,B
125901,ALICE ISD,125.0,JIM WELLS,2.0,N,N,Meets Requirements, ,Alice ISD,C,B,C,B
125902,BEN BOLT-PALITO BLANCO ISD,125.0,JIM WELLS,2.0,N,N,Meets Requirements, ,Ben Bolt-Palito Blanco ISD,B,B,B,B
125903,ORANGE GROVE ISD,125.0,JIM WELLS,2.0,N,N,Needs Assistance, ,Orange Grove ISD,B,A,B,B
