DISTRICT,DISTNAME,COUNTY,CNTYNAME,REGION,DFLCHART,DFLALTED,OUTCOME,ASVAB_STATUS,DISTNAME_CLEAN,DD1G,DD2G,DD3G,D_RATING
125905,PREMONT ISD,125.0,JIM WELLS,2.0,N,N,Meets Requirements,ASVAB Alternative Test Offered,Premont ISD,C,B,C,B
125906,LA GLORIA ISD,125.0,JIM WELLS,2.0,N,N,Meets Requirements, ,La Gloria ISD,B,B,C,B
126801,KAUFFMAN LEADERSHIP ACADEMY,126.0,JOHNSON,11.0,Y,N,Needs Intervention,ASVAB Alternative Test Offered,Kauffman Leadership Academy,F,D,F,F
126901,ALVARADO ISD,126.0,JOHNSON,11.0,N,N,Meets Requirements, ,Alvarado ISD,B,B,C,B
126902,BURLESON ISD,126.0,JOHNSON,11.0,N,N,Meets Requirements, ,Burleson ISD,B,C,B,B
126903,CLEBURNE ISD,126.0,JOHNSON,11.0,N,N,Meets Requirements, ,Cleburne ISD,B,B,C,C
126904,GRANDVIEW ISD,126.0,JOHNSON,11.0,N,N,Meets Requirements, ,Grandview ISD,A,A,A,A
126905,JOSHUA ISD,126.0,JOHNSON,11.0,N,N,Meets Requirements, ,Joshua ISD,A,A,B,A
126906,KEENE ISD,126.0,JOHNSON,11.0,N,N,Meets Requirements, ,Keene ISD,B,A,C,B
126907,RIO VISTA ISD,126.0,JOHNSON,11.0,N,N,Meets Requirements, ,Rio Vista ISD,B,B,C,B
126908,VENUS ISD,126.0,JOHNSON,11.0,N,N,Meets Requirements, ,Venus ISD,B,B,C,B
126911,GODLEY ISD,126.0,JOHNSON,11.0,N,N,Meets Requirements, ,Godley ISD,B,B,D,C
127901,ANSON ISD,127.0,JONES,14.0,N,N,Meets Requirements, ,Anson ISD,B,A,B,B
127903,HAMLIN COLLEGIATE ISD,127.0,JONES,14.0,N,N,Meets Requirements, ,Hamlin Collegiate ISD,B,B,C,B
127904,HAWLEY ISD,127.0,JONES,14.0,N,N,Meets Requirements, ,Hawley ISD,C,C,F,D
127905,LUEDERS-AVOCA ISD,127.0,JONES,14.0,N,N,Meets Requirements, ,Lueders-Avoca ISD,B,B,C,B
127906,STAMFORD ISD,127.0,JONES,14.0,N,N,Needs Assistance, ,Stamford ISD,B,B,C,B
128901,KARNES CITY ISD,128.0,KARNES,3.0,N,N,Meets Requirements, ,Karnes City ISD,B,A,C,B
128902,KENEDY ISD,128.0,KARNES,3.0,N,N,Meets Requirements, ,Kenedy ISD,B,B,C,B
128903,RUNGE ISD,128.0,KARNES,3.0,N,N,Meets Requirements, ,Runge ISD,B,B,C,B
128904,FALLS CITY ISD,128.0,KARNES,20.0,N,N,Meets Requirements, ,Falls City ISD,A,A,A,A
129901,CRANDALL ISD,129.0,KAUFMAN,10.0,N,N,Meets Requirements, ,Crandall ISD,B,B,B,B
129902,FORNEY ISD,129.0,KAUFMAN,10.0,N,N,Meets Requirements, ,Forney ISD,A,B,B,A
129903,KAUFMAN ISD,129.0,KAUFMAN,10.0,N,N,Meets Requirements, ,Kaufman ISD,B,B,B,B
129904,KEMP ISD,129.0,KAUFMAN,10.0,N,N,Needs Intervention, ,Kemp ISD,B,B,B,B
129905,MABANK ISD,129.0,KAUFMAN,10.0,N,N,Meets Requirements, ,Mabank ISD,A,A,B,A
129906,TERRELL ISD,129.0,KAUFMAN,10.0,N,N,Needs Substantial Intervention, ,Terrell ISD,B,A,C,B
129910,SCURRY-ROSSER ISD,129.0,KAUFMAN,10.0,N,N,Meets Requirements, ,Scurry-Rosser ISD,A,A,B,B
130801,MEADOWLAND CHARTER DISTRICT,130.0,KENDALL,20.0,Y,Y,Meets Requirements,ASVAB Alternative Test Offered,Meadowland Charter District,Not Rated,Not Rated,Not Rated,Not Rated
130901,BOERNE ISD,130.0,KENDALL,20.0,N,N,Meets Requirements, ,Boerne ISD,A,B,A,A
130902,COMFORT ISD,130.0,KENDALL,13.0,N,N,Meets Requirements, ,Comfort ISD,B,B,B,B
131001,KENEDY COUNTY WIDE CSD,131.0,KENEDY,2.0,N,N,Meets Requirements, ,Kenedy County Wide CSD,B,B,Not Rated,B
132902,JAYTON-GIRARD ISD,132.0,KENT,17.0,N,N,Meets Requirements, ,Jayton-Girard ISD,A,A,A,A
133901,CENTER POINT ISD,133.0,KERR,20.0,N,N,Meets Requirements, ,Center Point ISD,B,A,B,Data Integrity Issues
133902,HUNT ISD,133.0,KERR,20.0,N,N,Meets Requirements, ,Hunt ISD,B,B,C,B
133903,KERRVILLE ISD,133.0,KERR,20.0,N,N,Meets Requirements, ,Kerrville ISD,B,A,B,B
133904,INGRAM ISD,133.0,KERR,20.0,N,N,Meets Requirements, ,Ingram ISD,B,A,B,A
133905,DIVIDE ISD,133.0,KERR,20.0,N,N,Meets Requirements, ,Divide ISD,A,A,Not Rated,A
134901,JUNCTION ISD,134.0,KIMBLE,15.0,N,N,Meets Requirements, ,Junction ISD,B,B,C,B
135001,GUTHRIE CSD,135.0,KING,17.0,N,N,Meets Requirements, ,Guthrie CSD,A,A,A,A
136901,BRACKETT ISD,136.0,KINNEY,20.0,N,N,Meets Requirements, ,Brackett ISD,B,A,B,A
137901,KINGSVILLE ISD,137.0,KLEBERG,2.0,N,N,Needs Assistance, ,Kingsville ISD,C,B,C,Data Integrity Issues
137902,RICARDO ISD,137.0,KLEBERG,2.0,N,N,Meets Requirements, ,Ricardo ISD,A,A,A,A
137903,RIVIERA ISD,137.0,KLEBERG,2.0,N,N,Meets Requirements, ,Riviera ISD,A,A,B,A
137904,SANTA GERTRUDIS ISD,137.0,KLEBERG,2.0,N,N,Meets Requirements, ,Santa Gertrudis ISD,A,A,A,A
138902,KNOX CITY-O'BRIEN CISD,138.0,KNOX,9.0,N,N,Meets Requirements,ASVAB Alternative Test Offered,Knox City-O'Brien CISD,A,A,B,B
138903,MUNDAY CISD,138.0,KNOX,9.0,N,N,Meets Requirements, ,Munday CISD,B,B,B,B
138904,BENJAMIN ISD,138.0,KNOX,9.0,N,N,Meets Requirements, ,Benjamin ISD,A,A,A,A
139905,CHISUM ISD,139.0,LAMAR,8.0,N,N,Meets Requirements, ,Chisum ISD,A,A,A,A
139909,PARIS ISD,139.0,LAMAR,8.0,N,N,Meets Requirements, ,Paris ISD,B,A,C,B
139911,NORTH LAMAR ISD,139.0,LAMAR,8.0,N,N,Meets Requirements, ,North Lamar ISD,B,A,B,B
139912,PRAIRILAND ISD,139.0,LAMAR,8.0,N,N,Meets Requirements, ,Prairiland ISD,B,B,B,B
140901,AMHERST ISD,140.0,LAMB,17.0,N,N,Meets Requirements, ,Amherst ISD,B,A,C,B
140904,LITTLEFIELD ISD,140.0,LAMB,17.0,N,N,Meets Requirements, ,Littlefield ISD,A,A,B,A
140905,OLTON ISD,140.0,LAMB,17.0,N,N,Meets Requirements, ,Olton ISD,A,B,C,B
140907,SPRINGLAKE-EARTH ISD,140.0,LAMB,17.0,N,N,Meets Requirements, ,Springlake-Earth ISD,B,B,C,B
140908,SUDAN ISD,140.0,LAMB,17.0,N,N,Meets Requirements, ,Sudan ISD,A,A,B,A
141901,LAMPASAS ISD,141.0,LAMPASAS,12.0,N,N,Meets Requirements, ,Lampasas ISD,B,B,B,B
141902,LOMETA ISD,141.0,LAMPASAS,12.0,N,N,Meets Requirements, ,Lometa ISD,B,A,C,B
142901,COTULLA ISD,142.0,LA SALLE,20.0,N,N,Needs Assistance, ,Cotulla ISD,C,B,C,B
143901,HALLETTSVILLE ISD,143.0,LAVACA,3.0,N,N,Needs Assistance, ,Hallettsville ISD,B,B,B,B
143902,MOULTON ISD,143.0,LAVACA,3.0,N,N,Meets Requirements, ,Moulton ISD,B,B,C,B
143903,SHINER ISD,143.0,LAVACA,3.0,N,N,Meets Requirements, ,Shiner ISD,A,A,A,A
143904,VYSEHRAD ISD,143.0,LAVACA,3.0,N,N,Meets Requirements, ,Vysehrad ISD,B,C,C,B
143905,SWEET HOME ISD,143.0,LAVACA,3.0,N,N,Meets Requirements, ,Sweet Home ISD,A,C,C,B
143906,EZZELL ISD,143.0,LAVACA,3.0,N,N,Meets Requirements, ,Ezzell ISD,B,B,C,B
144901,GIDDINGS ISD,144.0,LEE,13.0,N,N,Meets Requirements, ,Giddings ISD,B,B,B,B
144902,LEXINGTON ISD,144.0,LEE,13.0,N,N,Meets Requirements, ,Lexington ISD,A,B,B,B
144903,DIME BOX ISD,144.0,LEE,13.0,N,N,Needs Assistance, ,Dime Box ISD,B,B,C,B
145901,BUFFALO ISD,145.0,LEON,6.0,N,N,Meets Requirements, ,Buffalo ISD,A,A,B,A
145902,CENTERVILLE ISD,145.0,LEON,6.0,N,N,Meets Requirements, ,Centerville ISD,B,B,B,B
145906,NORMANGEE ISD,145.0,LEON,6.0,N,N,Meets Requirements, ,Normangee ISD,A,A,A,A
145907,OAKWOOD ISD,145.0,LEON,6.0,N,N,Meets Requirements, ,Oakwood ISD,B,B,C,B
145911,LEON ISD,145.0,LEON,6.0,N,N,Meets Requirements, ,Leon ISD,B,B,C,B
146901,CLEVELAND ISD,146.0,LIBERTY,4.0,N,N,Needs Assistance, ,Cleveland ISD,D,B,D,C
146902,DAYTON ISD,146.0,LIBERTY,4.0,N,N,Needs Assistance, ,Dayton ISD,C,C,C,C
146903,DEVERS ISD,146.0,LIBERTY,4.0,N,N,Meets Requirements, ,Devers ISD,A,A,A,A
146904,HARDIN ISD,146.0,LIBERTY,4.0,N,N,Meets Requirements, ,Hardin ISD,B,B,C,B
146905,HULL-DAISETTA ISD,146.0,LIBERTY,5.0,N,N,Meets Requirements, ,Hull-Daisetta ISD,B,B,C,B
146906,LIBERTY ISD,146.0,LIBERTY,5.0,N,N,Needs Assistance, ,Liberty ISD,B,B,C,B
146907,TARKINGTON ISD,146.0,LIBERTY,4.0,N,N,Meets Requirements, ,Tarkington ISD,B,B,B,B
147901,COOLIDGE ISD,147.0,LIMESTONE,12.0,N,N,Meets Requirements, ,Coolidge ISD,A,A,B,A
147902,GROESBECK ISD,147.0,LIMESTONE,12.0,N,N,Meets Requirements, ,Groesbeck ISD,B,B,D,B
147903,MEXIA ISD,147.0,LIMESTONE,12.0,N,N,Meets Requirements, ,Mexia ISD,C,B,C,B
148901,BOOKER ISD,148.0,LIPSCOMB,16.0,N,N,Meets Requirements, ,Booker ISD,A,A,A,A
148902,FOLLETT ISD,148.0,LIPSCOMB,16.0,N,N,Meets Requirements, ,Follett ISD,B,B,B,B
148903,HIGGINS ISD,148.0,LIPSCOMB,16.0,N,N,Meets Requirements, ,Higgins ISD,C,C,C,C
148905,DARROUZETT ISD,148.0,LIPSCOMB,16.0,N,N,Meets Requirements, ,Darrouzett ISD,B,B,C,B
149901,GEORGE WEST ISD,149.0,LIVE OAK,2.0,N,N,Meets Requirements, ,George West ISD,A,A,A,A
149902,THREE RIVERS ISD,149.0,LIVE OAK,2.0,N,N,Meets Requirements, ,Three Rivers ISD,C,B,C,B
150901,LLANO ISD,150.0,LLANO,13.0,N,N,Needs Assistance, ,Llano ISD,A,A,B,B
152802,RISE ACADEMY,152.0,LUBBOCK,17.0,Y,N,Meets Requirements, ,Rise Academy,A,A,A,A
152803,TRIUMPH PUBLIC HIGH SCHOOLS-LUBBOC,152.0,LUBBOCK,17.0,Y,Y,Meets Requirements, ,Triumph Public High Schools-Lubboc,B,B,C,A
152806,BETTY M CONDRA SCHOOL FOR EDUCATIO,152.0,LUBBOCK,17.0,Y,N,Meets Requirements, ,Betty M Condra School For Educatio,Not Rated,Not Rated,Not Rated,Not Rated
152901,LUBBOCK ISD,152.0,LUBBOCK,17.0,N,N,Needs Assistance, ,Lubbock ISD,B,B,B,B
152902,NEW DEAL ISD,152.0,LUBBOCK,17.0,N,N,Needs Assistance, ,New Deal ISD,A,A,B,B
152903,SLATON ISD,152.0,LUBBOCK,17.0,N,N,Meets Requirements, ,Slaton ISD,B,A,C,B
152906,LUBBOCK-COOPER ISD,152.0,LUBBOCK,17.0,N,N,Meets Requirements, ,Lubbock-Cooper ISD,B,B,B,B
152907,FRENSHIP ISD,152.0,LUBBOCK,17.0,N,N,Meets Requirements, ,Frenship ISD,A,A,A,A
152908,ROOSEVELT ISD,152.0,LUBBOCK,17.0,N,N,Meets Requirements, ,Roosevelt ISD,B,A,C,B
152909,SHALLOWATER ISD,152.0,LUBBOCK,17.0,N,N,Meets Requirements, ,Shallowater ISD,A,A,B,A
152910,IDALOU ISD,152.0,LUBBOCK,17.0,N,N,Meets Requirements, ,Idalou ISD,A,A,A,A
153903,O'DONNELL ISD,153.0,LYNN,17.0,N,N,Meets Requirements, ,O'Donnell ISD,B,A,C,B
153904,TAHOKA ISD,153.0,LYNN,17.0,N,N,Needs Assistance, ,Tahoka ISD,B,A,B,A
153905,NEW HOME ISD,153.0,LYNN,17.0,N,N,Meets Requirements, ,New Home ISD,A,B,A,A
153907,WILSON ISD,153.0,LYNN,17.0,N,N,Meets Requirements,ASVAB Test not Offered,Wilson ISD,C,D,D,D
154901,MADISONVILLE CISD,154.0,MADISON,6.0,N,N,Meets Requirements, ,Madisonville CISD,A,A,B,A
154903,NORTH ZULCH ISD,154.0,MADISON,6.0,N,N,Meets Requirements, ,North Zulch ISD,B,B,B,B
155901,JEFFERSON ISD,155.0,MARION,8.0,N,N,Meets Requirements, ,Jefferson ISD,B,B,C,B
156902,STANTON ISD,156.0,MARTIN,18.0,N,N,Meets Requirements, ,Stanton ISD,B,B,C,B
156905,GRADY ISD,156.0,MARTIN,18.0,N,N,Meets Requirements, ,Grady ISD,A,B,A,A
157901,MASON ISD,157.0,MASON,15.0,N,N,Meets Requirements, ,Mason ISD,A,A,B,A
158901,BAY CITY ISD,158.0,MATAGORDA,3.0,N,N,Needs Assistance, ,Bay City ISD,B,B,C,B
158902,TIDEHAVEN ISD,158.0,MATAGORDA,3.0,N,N,Meets Requirements, ,Tidehaven ISD,B,A,B,B
158904,MATAGORDA ISD,158.0,MATAGORDA,3.0,N,N,Meets Requirements, ,Matagorda ISD,D,B,C,C
158905,PALACIOS ISD,158.0,MATAGORDA,3.0,N,N,Meets Requirements, ,Palacios ISD,B,A,B,B
158906,VAN VLECK ISD,158.0,MATAGORDA,3.0,N,N,Needs Assistance, ,Van Vleck ISD,B,B,B,B
159901,EAGLE PASS ISD,159.0,MAVERICK,20.0,N,N,Needs Assistance, ,Eagle Pass ISD,B,A,B,A
160901,BRADY ISD,160.0,MCCULLOCH,15.0,N,N,Needs Assistance, ,Brady ISD,B,A,C,B
160904,ROCHELLE ISD,160.0,MCCULLOCH,15.0,N,N,Meets Requirements, ,Rochelle ISD,B,B,B,B
160905,LOHN ISD,160.0,MCCULLOCH,15.0,N,N,Meets Requirements, ,Lohn ISD,C,B,Not Rated,B
161801,WACO CHARTER SCHOOL,161.0,MCLENNAN,12.0,Y,N,Meets Requirements, ,Waco Charter School,F,C,C,C
161802,RAPOPORT ACADEMY PUBLIC SCHOOL,161.0,MCLENNAN,12.0,Y,N,Meets Requirements, ,Rapoport Academy Public School,B,A,B,B
161807,HARMONY SCIENCE ACAD (WACO),161.0,MCLENNAN,12.0,Y,N,Meets Requirements, ,Harmony Science Acad (Waco),B,B,B,B
161901,CRAWFORD ISD,161.0,MCLENNAN,12.0,N,N,Meets Requirements, ,Crawford ISD,A,A,A,A
161903,MIDWAY ISD,161.0,MCLENNAN,12.0,N,N,Needs Assistance, ,Midway ISD,A,A,B,A
161906,LA VEGA ISD,161.0,MCLENNAN,12.0,N,N,Needs Assistance, ,La Vega ISD,C,C,C,C
161907,LORENA ISD,161.0,MCLENNAN,12.0,N,N,Meets Requirements, ,Lorena ISD,A,A,A,A
161908,MART ISD,161.0,MCLENNAN,12.0,N,N,Meets Requirements, ,Mart ISD,B,A,C,B
161909,MCGREGOR ISD,161.0,MCLENNAN,12.0,N,N,Meets Requirements, ,McGregor ISD,B,A,B,B
161910,MOODY ISD,161.0,MCLENNAN,12.0,N,N,Needs Assistance, ,Moody ISD,B,B,C,B
161912,RIESEL ISD,161.0,MCLENNAN,12.0,N,N,Meets Requirements, ,Riesel ISD,C,C,C,C
161914,WACO ISD,161.0,MCLENNAN,12.0,N,N,Needs Substantial Intervention, ,Waco ISD,C,B,C,B
161916,WEST ISD,161.0,MCLENNAN,12.0,N,N,Meets Requirements, ,West ISD,B,B,C,B
161918,AXTELL ISD,161.0,MCLENNAN,12.0,N,N,Meets Requirements, ,Axtell ISD,B,A,B,A
161919,BRUCEVILLE-EDDY ISD,161.0,MCLENNAN,12.0,N,N,Meets Requirements, ,Bruceville-Eddy ISD,B,B,C,B
161920,CHINA SPRING ISD,161.0,MCLENNAN,12.0,N,N,Meets Requirements, ,China Spring ISD,A,B,A,A
161921,CONNALLY ISD,161.0,MCLENNAN,12.0,N,N,Needs Assistance, ,Connally ISD,C,B,C,B
161922,ROBINSON ISD,161.0,MCLENNAN,12.0,N,N,Meets Requirements, ,Robinson ISD,A,B,B,B
161923,BOSQUEVILLE ISD,161.0,MCLENNAN,12.0,N,N,Meets Requirements, ,Bosqueville ISD,B,C,B,B
161924,HALLSBURG ISD,161.0,MCLENNAN,12.0,N,N,Meets Requirements, ,Hallsburg ISD,C,B,D,C
161925,GHOLSON ISD,161.0,MCLENNAN,12.0,N,N,Meets Requirements, ,Gholson ISD,B,B,C,B
162904,MCMULLEN COUNTY ISD,162.0,MCMULLEN,2.0,N,N,Meets Requirements, ,McMullen County ISD,A,A,A,A
163901,DEVINE ISD,163.0,MEDINA,20.0,N,N,Meets Requirements, ,Devine ISD,B,B,B,B
163902,D'HANIS ISD,163.0,MEDINA,20.0,N,N,Meets Requirements, ,D'Hanis ISD,B,B,A,A
163903,NATALIA ISD,163.0,MEDINA,20.0,N,N,Meets Requirements, ,Natalia ISD,C,B,C,C
163904,HONDO ISD,163.0,MEDINA,20.0,N,N,Meets Requirements, ,Hondo ISD,B,B,C,B
163908,MEDINA VALLEY ISD,163.0,MEDINA,20.0,N,N,Needs Assistance, ,Medina Valley ISD,A,A,A,A
164901,MENARD ISD,164.0,MENARD,15.0,N,N,Meets Requirements, ,Menard ISD,B,B,C,B
165802,MIDLAND ACADEMY CHARTER SCHOOL,165.0,MIDLAND,18.0,Y,N,Meets Requirements, ,Midland Academy Charter School,B,B,C,B
165901,MIDLAND ISD,165.0,MIDLAND,18.0,N,N,Meets Requirements, ,Midland ISD,C,C,C,C
165902,GREENWOOD ISD,165.0,MIDLAND,18.0,N,N,Meets Requirements, ,Greenwood ISD,B,C,C,B
166901,CAMERON ISD,166.0,MILAM,6.0,N,N,Meets Requirements, ,Cameron ISD,B,B,C,B
166902,GAUSE ISD,166.0,MILAM,6.0,N,N,Meets Requirements, ,Gause ISD,B,B,C,B
166903,MILANO ISD,166.0,MILAM,6.0,N,N,Needs Assistance, ,Milano ISD,A,A,B,B
166904,ROCKDALE ISD,166.0,MILAM,6.0,N,N,Needs Substantial Intervention, ,Rockdale ISD,B,B,C,B
166905,THORNDALE ISD,166.0,MILAM,13.0,N,N,Meets Requirements, ,Thorndale ISD,B,B,B,B
166907,BUCKHOLTS ISD,166.0,MILAM,6.0,N,N,Meets Requirements, ,Buckholts ISD,B,A,B,A
167901,GOLDTHWAITE ISD,167.0,MILLS,12.0,N,N,Meets Requirements, ,Goldthwaite ISD,A,A,A,A
167902,MULLIN ISD,167.0,MILLS,12.0,N,N,Meets Requirements, ,Mullin ISD,C,B,C,B
167904,PRIDDY ISD,167.0,MILLS,12.0,N,N,Meets Requirements, ,Priddy ISD,B,B,C,B
168901,COLORADO ISD,168.0,MITCHELL,14.0,N,N,Meets Requirements, ,Colorado ISD,B,B,B,B
168902,LORAINE ISD,168.0,MITCHELL,14.0,N,N,Meets Requirements, ,Loraine ISD,B,A,C,B
168903,WESTBROOK ISD,168.0,MITCHELL,14.0,N,N,Meets Requirements, ,Westbrook ISD,B,B,C,B
169901,BOWIE ISD,169.0,MONTAGUE,9.0,N,N,Meets Requirements, ,Bowie ISD,B,B,B,B
169902,NOCONA ISD,169.0,MONTAGUE,9.0,N,N,Meets Requirements, ,Nocona ISD,B,A,B,B
169906,GOLD BURG ISD,169.0,MONTAGUE,9.0,N,N,Meets Requirements, ,Gold Burg ISD,B,B,C,B
169908,MONTAGUE ISD,169.0,MONTAGUE,9.0,N,N,Meets Requirements, ,Montague ISD,C,D,C,C
169909,PRAIRIE VALLEY ISD,169.0,MONTAGUE,9.0,N,N,Meets Requirements, ,Prairie Valley ISD,B,A,A,A
169910,FORESTBURG ISD,169.0,MONTAGUE,9.0,N,N,Meets Requirements, ,Forestburg ISD,C,C,D,D
169911,SAINT JO ISD,169.0,MONTAGUE,9.0,N,N,Meets Requirements, ,Saint Jo ISD,A,A,B,A
170801,TEXAS SERENITY ACADEMY,170.0,MONTGOMERY,6.0,Y,N,Meets Requirements, ,Texas Serenity Academy,B,A,B,A
170902,CONROE ISD,170.0,MONTGOMERY,6.0,N,N,Needs Assistance, ,Conroe ISD,B,B,B,B
170903,MONTGOMERY ISD,170.0,MONTGOMERY,6.0,N,N,Meets Requirements, ,Montgomery ISD,A,B,A,A
170904,WILLIS ISD,170.0,MONTGOMERY,6.0,N,N,Meets Requirements, ,Willis ISD,B,B,C,B
170906,MAGNOLIA ISD,170.0,MONTGOMERY,6.0,N,N,Meets Requirements, ,Magnolia ISD,B,B,B,B
170907,SPLENDORA ISD,170.0,MONTGOMERY,6.0,N,N,Meets Requirements, ,Splendora ISD,B,B,C,B
170908,NEW CANEY ISD,170.0,MONTGOMERY,6.0,N,N,Meets Requirements, ,New Caney ISD,B,B,C,B
171901,DUMAS ISD,171.0,MOORE,16.0,N,N,Meets Requirements, ,Dumas ISD,B,B,C,B
171902,SUNRAY ISD,171.0,MOORE,16.0,N,N,Meets Requirements, ,Sunray ISD,A,B,B,B
172902,DAINGERFIELD-LONE STAR ISD,172.0,MORRIS,8.0,N,N,Needs Assistance, ,Daingerfield-Lone Star ISD,B,B,C,Data Integrity Issues
172905,PEWITT CISD,172.0,MORRIS,8.0,N,N,Meets Requirements, ,Pewitt CISD,B,B,C,B
173901,MOTLEY COUNTY ISD,173.0,MOTLEY,17.0,N,N,Meets Requirements, ,Motley County ISD,A,A,B,A
174801,STEPHEN F AUSTIN STATE UNIVERSITY,174.0,NACOGDOCHES,7.0,Y,N,Meets Requirements, ,Stephen F Austin State University,A,A,A,A
174901,CHIRENO ISD,174.0,NACOGDOCHES,7.0,N,N,Meets Requirements, ,Chireno ISD,B,A,B,B
174902,CUSHING ISD,174.0,NACOGDOCHES,7.0,N,N,Meets Requirements, ,Cushing ISD,A,A,B,A
174903,GARRISON ISD,174.0,NACOGDOCHES,7.0,N,N,Meets Requirements, ,Garrison ISD,B,A,B,B
174904,NACOGDOCHES ISD,174.0,NACOGDOCHES,7.0,N,N,Needs Intervention, ,Nacogdoches ISD,C,B,C,C
174906,WODEN ISD,174.0,NACOGDOCHES,7.0,N,N,Meets Requirements, ,Woden ISD,A,A,B,B
174908,CENTRAL HEIGHTS ISD,174.0,NACOGDOCHES,7.0,N,N,Meets Requirements, ,Central Heights ISD,B,B,B,B
174909,MARTINSVILLE ISD,174.0,NACOGDOCHES,7.0,N,N,Meets Requirements, ,Martinsville ISD,B,B,C,B
174910,ETOILE ISD,174.0,NACOGDOCHES,7.0,N,N,Meets Requirements, ,Etoile ISD,F,F,F,F
174911,DOUGLASS ISD,174.0,NACOGDOCHES,7.0,N,N,Meets Requirements, ,Douglass ISD,B,B,B,B
175902,BLOOMING GROVE ISD,175.0,NAVARRO,12.0,N,N,Meets Requirements, ,Blooming Grove ISD,B,B,C,B
175903,CORSICANA ISD,175.0,NAVARRO,12.0,N,N,Needs Intervention, ,Corsicana ISD,B,B,C,B
175904,DAWSON ISD,175.0,NAVARRO,12.0,N,N,Meets Requirements, ,Dawson ISD,B,B,B,B
175905,FROST ISD,175.0,NAVARRO,12.0,N,N,Meets Requirements, ,Frost ISD,B,B,C,B
175907,KERENS ISD,175.0,NAVARRO,12.0,N,N,Meets Requirements, ,Kerens ISD,B,A,C,B
175910,MILDRED ISD,175.0,NAVARRO,12.0,N,N,Meets Requirements, ,Mildred ISD,A,A,B,A
175911,RICE ISD,175.0,NAVARRO,12.0,N,N,Meets Requirements, ,Rice ISD,B,A,C,B
176901,BURKEVILLE ISD,176.0,NEWTON,5.0,N,N,Meets Requirements, ,Burkeville ISD,C,B,C,C
176902,NEWTON ISD,176.0,NEWTON,5.0,N,N,Needs Intervention, ,Newton ISD,C,B,C,B
176903,DEWEYVILLE ISD,176.0,NEWTON,5.0,N,N,Meets Requirements, ,Deweyville ISD,B,B,B,B
177901,ROSCOE COLLEGIATE ISD,177.0,NOLAN,14.0,N,N,Meets Requirements,ASVAB Alternative Test Offered,Roscoe Collegiate ISD,A,A,C,B
177902,SWEETWATER ISD,177.0,NOLAN,14.0,N,N,Meets Requirements, ,Sweetwater ISD,B,B,C,B
177903,BLACKWELL CISD,177.0,NOLAN,14.0,N,N,Meets Requirements, ,Blackwell CISD,A,B,B,A
177905,HIGHLAND ISD,177.0,NOLAN,14.0,N,N,Meets Requirements, ,Highland ISD,A,B,A,A
178801,DR M L GARZA-GONZALEZ CHARTER SCHO,178.0,NUECES,2.0,Y,N,Meets Requirements, ,Dr M L Garza-Gonzalez Charter Scho,F,C,F,D
178807,CORPUS CHRISTI MONTESSORI SCHOOL,178.0,NUECES,2.0,Y,N,Meets Requirements, ,Corpus Christi Montessori School,D,F,D,D
178808,SEASHORE CHARTER SCHOOLS,178.0,NUECES,2.0,Y,N,Meets Requirements, ,Seashore Charter Schools,B,C,B,B
178901,AGUA DULCE ISD,178.0,NUECES,2.0,N,N,Meets Requirements, ,Agua Dulce ISD,B,B,B,B
178902,BISHOP CISD,178.0,NUECES,2.0,N,N,Meets Requirements, ,Bishop CISD,A,A,A,A
178903,CALALLEN ISD,178.0,NUECES,2.0,N,N,Meets Requirements, ,Calallen ISD,A,A,A,A
178904,CORPUS CHRISTI ISD,178.0,NUECES,2.0,N,N,Needs Intervention, ,Corpus Christi ISD,C,B,B,B
178905,DRISCOLL ISD,178.0,NUECES,2.0,N,N,Meets Requirements, ,Driscoll ISD,A,A,A,A
178906,LONDON ISD,178.0,NUECES,2.0,N,N,Meets Requirements, ,London ISD,A,B,A,A
178908,PORT ARANSAS ISD,178.0,NUECES,2.0,N,N,Meets Requirements, ,Port Aransas ISD,A,B,A,A
178909,ROBSTOWN ISD,178.0,NUECES,2.0,N,N,Needs Assistance, ,Robstown ISD,C,B,C,B
178912,TULOSO-MIDWAY ISD,178.0,NUECES,2.0,N,N,Meets Requirements, ,Tuloso-Midway ISD,B,A,B,B
178913,BANQUETE ISD,178.0,NUECES,2.0,N,N,Meets Requirements,ASVAB Test not Offered,Banquete ISD,B,A,B,A
178914,FLOUR BLUFF ISD,178.0,NUECES,2.0,N,N,Needs Intervention, ,Flour Bluff ISD,A,A,A,A
178915,WEST OSO ISD,178.0,NUECES,2.0,N,N,Meets Requirements, ,West Oso ISD,B,A,B,B
179901,PERRYTON ISD,179.0,OCHILTREE,16.0,N,N,Meets Requirements, ,Perryton ISD,B,B,B,B
180901,BOYS RANCH ISD,180.0,OLDHAM,16.0,N,N,Meets Requirements, ,Boys Ranch ISD,Not Rated,Not Rated,Not Rated,Not Rated
180902,VEGA ISD,180.0,OLDHAM,16.0,N,N,Meets Requirements, ,Vega ISD,A,A,A,A
180903,ADRIAN ISD,180.0,OLDHAM,16.0,N,N,Meets Requirements, ,Adrian ISD,B,B,C,B
180904,WILDORADO ISD,180.0,OLDHAM,16.0,N,N,Meets Requirements, ,Wildorado ISD,B,D,B,B
181901,BRIDGE CITY ISD,181.0,ORANGE,5.0,N,N,Meets Requirements, ,Bridge City ISD,B,B,B,B
