CAMPUS,CAMPNAME,DISTRICT,DISTNAME,REGION,REGNNAME,COUNTY,CNTYNAME,GRDTYPE,GRDSPAN,PAIRCAMP,PAIRNAME,CFLALTED,CFLCHART
"'013903001","PETTUS SECONDARY","'013903","PETTUS ISD","'02","REGION 02: CORPUS CHRISTI","'013","BEE","B","'06 - 12"," "," ","N","N"
"'013903101","PETTUS EL","'013903","PETTUS ISD","'02","REGION 02: CORPUS CHRISTI","'013","BEE","E","'PK - 05"," "," ","N","N"
"'013905001","SKIDMORE-TYNAN H S","'013905","SKIDMORE-TYNAN ISD","'02","REGION 02: CORPUS CHRISTI","'013","BEE","S","'09 - 12"," "," ","N","N"
"'013905041","SKIDMORE-TYNAN J H","'013905","SKIDMORE-TYNAN ISD","'02","REGION 02: CORPUS CHRISTI","'013","BEE","M","'06 - 08"," "," ","N","N"
"'013905101","SKIDMORE-TYNAN EL","'013905","SKIDMORE-TYNAN ISD","'02","REGION 02: CORPUS CHRISTI","'013","BEE","E","'PK - 05"," "," ","N","N"
"'014801001","RICHARD MILBURN ALTER H S (KILLEEN)","'014801","RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN)","'20","REGION 20: SAN ANTONIO","'014","BELL","S","'09 - 12"," "," ","Y","Y"
"'014801002","RICHARD MILBURN ACADEMY ODESSA","'014801","RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN)","'20","REGION 20: SAN ANTONIO","'014","BELL","S","'09 - 12"," "," ","Y","Y"
"'014801004","RICHARD MILBURN ACADEMY LUBBOCK","'014801","RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN)","'20","REGION 20: SAN ANTONIO","'014","BELL","S","'09 - 12"," "," ","Y","Y"
"'014801005","RICHARD MILBURN ACADEMY HOUSTON (SUBURBAN)","'014801","RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN)","'20","REGION 20: SAN ANTONIO","'014","BELL","S","'09 - 12"," "," ","Y","Y"
"'014801006","RICHARD MILBURN ACADEMY FORT WORTH","'014801","RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN)","'20","REGION 20: SAN ANTONIO","'014","BELL","S","'09 - 12"," "," ","Y","Y"
"'014801007","RICHARD MILBURN ACADEMY CORPUS CHRISTI","'014801","RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN)","'20","REGION 20: SAN ANTONIO","'014","BELL","S","'09 - 12"," "," ","Y","Y"
"'014801008","RICHARD MILBURN ACADEMY AMARILLO","'014801","RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN)","'20","REGION 20: SAN ANTONIO","'014","BELL","S","'09 - 12"," "," ","Y","Y"
"'014801009","RICHARD MILBURN ACADEMY PASADENA","'014801","RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN)","'20","REGION 20: SAN ANTONIO","'014","BELL","S","'09 - 12"," "," ","Y","Y"
"'014801010","RICHARD MILBURN ACADEMY MIDLAND","'014801","RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN)","'20","REGION 20: SAN ANTONIO","'014","BELL","S","'09 - 12"," "," ","Y","Y"
"'014803003","PRIORITY CHARTER SCHOOLS COPPERAS COVE","'014803","PRIORITY CHARTER SCHOOLS","'12","REGION 12: WACO","'014","BELL","B","'PK - 12"," "," ","N","Y"
"'014803005","PRIORITY CHARTER SCHOOLS - KILLEEN","'014803","PRIORITY CHARTER SCHOOLS","'12","REGION 12: WACO","'014","BELL","E","'KG - 04"," "," ","N","Y"
"'014803101","PRIORITY CHARTER SCHOOLS TEMPLE","'014803","PRIORITY CHARTER SCHOOLS","'12","REGION 12: WACO","'014","BELL","B","'PK - 12"," "," ","N","Y"
"'014804005","GATEWAY TECH H S","'014804","ORENDA CHARTER SCHOOL","'12","REGION 12: WACO","'014","BELL","S","'09 - 12"," "," ","Y","Y"
"'014804006","GATEWAY COLLEGE PREPARATORY SCHOOL","'014804","ORENDA CHARTER SCHOOL","'12","REGION 12: WACO","'014","BELL","B","'KG - 12"," "," ","N","Y"
"'014804007","NOLAN CREEK SCHOOL","'014804","ORENDA CHARTER SCHOOL","'12","REGION 12: WACO","'014","BELL","E","'KG - 07"," "," ","N","Y"
"'014804008","KINGSLAND SCHOOL","'014804","ORENDA CHARTER SCHOOL","'12","REGION 12: WACO","'014","BELL","B","'KG - 12"," "," ","N","Y"
"'014901001","ACADEMY H S","'014901","ACADEMY ISD","'12","REGION 12: WACO","'014","BELL","S","'09 - 12"," "," ","N","N"
"'014901041","ACADEMY J H","'014901","ACADEMY ISD","'12","REGION 12: WACO","'014","BELL","M","'06 - 08"," "," ","N","N"
"'014901101","ACADEMY EL","'014901","ACADEMY ISD","'12","REGION 12: WACO","'014","BELL","E","'01 - 05"," "," ","N","N"
"'014901102","ACADEMY EARLY CHILDHOOD CENTER","'014901","ACADEMY ISD","'12","REGION 12: WACO","'014","BELL","E","'EE - KG","'014901101","ACADEMY EL","N","N"
"'014902001","BARTLETT SCHOOLS","'014902","BARTLETT ISD","'13","REGION 13: AUSTIN","'014","BELL","B","'EE - 12"," "," ","N","N"
"'014903001","BELTON H S","'014903","BELTON ISD","'12","REGION 12: WACO","'014","BELL","S","'09 - 12"," "," ","N","N"
"'014903006","BELL CO J J A E P","'014903","BELTON ISD","'12","REGION 12: WACO","'014","BELL","S","'10 - 10"," "," ","N","N"
"'014903010","LAKE BELTON H S","'014903","BELTON ISD","'12","REGION 12: WACO","'014","BELL","S","'09 - 12"," "," ","N","N"
"'014903025","BELTON NEW TECH H S AT WASKOW","'014903","BELTON ISD","'12","REGION 12: WACO","'014","BELL","S","'09 - 11"," "," ","N","N"
"'014903043","LAKE BELTON MIDDLE","'014903","BELTON ISD","'12","REGION 12: WACO","'014","BELL","M","'06 - 08"," "," ","N","N"
"'014903044","SOUTH BELTON MIDDLE","'014903","BELTON ISD","'12","REGION 12: WACO","'014","BELL","M","'06 - 08"," "," ","N","N"
"'014903045","NORTH BELTON MIDDLE","'014903","BELTON ISD","'12","REGION 12: WACO","'014","BELL","M","'06 - 08"," "," ","N","N"
"'014903046","BELTON MIDDLE","'014903","BELTON ISD","'12","REGION 12: WACO","'014","BELL","M","'06 - 08"," "," ","N","N"
"'014903102","LEON HEIGHTS EL","'014903","BELTON ISD","'12","REGION 12: WACO","'014","BELL","E","'KG - 05"," "," ","N","N"
"'014903103","MILLER HEIGHTS EL","'014903","BELTON ISD","'12","REGION 12: WACO","'014","BELL","E","'KG - 05"," "," ","N","N"
"'014903104","SOUTHWEST EL","'014903","BELTON ISD","'12","REGION 12: WACO","'014","BELL","E","'KG - 05"," "," ","N","N"
"'014903108","LAKEWOOD EL","'014903","BELTON ISD","'12","REGION 12: WACO","'014","BELL","E","'KG - 05"," "," ","N","N"
"'014903109","SPARTA EL","'014903","BELTON ISD","'12","REGION 12: WACO","'014","BELL","E","'KG - 05"," "," ","N","N"
"'014903111","JOE M PIRTLE EL","'014903","BELTON ISD","'12","REGION 12: WACO","'014","BELL","E","'KG - 05"," "," ","N","N"
"'014903116","TARVER EL","'014903","BELTON ISD","'12","REGION 12: WACO","'014","BELL","E","'KG - 05"," "," ","N","N"
"'014903117","HIGH POINT EL","'014903","BELTON ISD","'12","REGION 12: WACO","'014","BELL","E","'KG - 05"," "," ","N","N"
"'014903118","CHISHOLM TRAIL EL","'014903","BELTON ISD","'12","REGION 12: WACO","'014","BELL","E","'KG - 05"," "," ","N","N"
"'014903119","BELTON EARLY CHILDHOOD SCHOOL","'014903","BELTON ISD","'12","REGION 12: WACO","'014","BELL","E","'EE - PK","'014903000","BELTON ISD","N","N"
"'014903120","CHARTER OAK EL","'014903","BELTON ISD","'12","REGION 12: WACO","'014","BELL","E","'KG - 05"," "," ","N","N"
"'014903121","JAMES L BURRELL EL","'014903","BELTON ISD","'12","REGION 12: WACO","'014","BELL","E","'KG - 05"," "," ","N","N"
"'014905001","HOLLAND H S","'014905","HOLLAND ISD","'12","REGION 12: WACO","'014","BELL","S","'09 - 12"," "," ","N","N"
"'014905041","HOLLAND MIDDLE","'014905","HOLLAND ISD","'12","REGION 12: WACO","'014","BELL","M","'06 - 08"," "," ","N","N"
"'014905101","HOLLAND EL","'014905","HOLLAND ISD","'12","REGION 12: WACO","'014","BELL","E","'PK - 05"," "," ","N","N"
"'014906001","KILLEEN H S","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","S","'09 - 12"," "," ","N","N"
"'014906002","C E ELLISON H S","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","S","'09 - 12"," "," ","N","N"
"'014906004","GATEWAY H S","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","S","'09 - 12"," "," ","N","N"
"'014906006","PATHWAYS ACADEMIC CAMPUS","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","S","'09 - 12"," "," ","Y","N"
"'014906007","HARKER HEIGHTS H S","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","S","'09 - 12"," "," ","N","N"
"'014906008","ROBERT M SHOEMAKER H S","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","S","'09 - 12"," "," ","N","N"
"'014906009","GATEWAY MIDDLE","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","M","'06 - 08"," "," ","N","N"
"'014906013","KILLEEN ISD EARLY COLLEGE H S","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","S","'09 - 12"," "," ","N","N"
"'014906015","CHAPARRAL H S","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","S","'09 - 12"," "," ","N","N"
"'014906022","ADVENTHEALTH SCHOOL","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","B","'KG - 11"," "," ","N","N"
"'014906026","KILLEEN JJAEP","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","S","'09 - 10"," "," ","N","N"
"'014906043","RANCIER MIDDLE","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","M","'06 - 08"," "," ","N","N"
"'014906044","MANOR MIDDLE","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","M","'06 - 08"," "," ","N","N"
"'014906046","EASTERN HILLS MIDDLE","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","M","'06 - 08"," "," ","N","N"
"'014906048","PALO ALTO MIDDLE","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","M","'06 - 08"," "," ","N","N"
"'014906049","LIBERTY HILL MIDDLE","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","M","'06 - 08"," "," ","N","N"
"'014906050","LIVE OAK RIDGE MIDDLE","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","M","'06 - 08"," "," ","N","N"
"'014906051","UNION GROVE MIDDLE","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","M","'06 - 08"," "," ","N","N"
"'014906052","AUDIE MURPHY MIDDLE","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","M","'06 - 08"," "," ","N","N"
"'014906053","CHARLES E PATTERSON MIDDLE","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","M","'06 - 08"," "," ","N","N"
"'014906054","ROY J SMITH MIDDLE","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","M","'06 - 08"," "," ","N","N"
"'014906055","NOLAN MIDDLE","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","M","'06 - 08"," "," ","N","N"
"'014906100","EL ALTER LEARNING CENTER","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","E","'01 - 05"," "," ","N","N"
"'014906105","HARKER HEIGHTS EL","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","E","'PK - 05"," "," ","N","N"
"'014906108","MEADOWS EL","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","E","'PK - 05"," "," ","N","N"
"'014906109","PEEBLES EL","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","E","'PK - 05"," "," ","N","N"
"'014906115","NOLANVILLE EL","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","E","'PK - 05"," "," ","N","N"
"'014906116","CLARKE EL","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","E","'PK - 03"," "," ","N","N"
"'014906119","HAY BRANCH EL","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","E","'PK - 05"," "," ","N","N"
"'014906120","WILLOW SPRINGS EL","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","E","'EE - 05"," "," ","N","N"
"'014906121","MOUNTAIN VIEW EL","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","E","'PK - 05"," "," ","N","N"
"'014906122","REECES CREEK EL","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","E","'PK - 05"," "," ","N","N"
"'014906123","CLEAR CREEK EL","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","E","'EE - 05"," "," ","N","N"
"'014906124","CEDAR VALLEY EL","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","E","'PK - 05"," "," ","N","N"
"'014906125","BROOKHAVEN EL","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","E","'EE - 05"," "," ","N","N"
"'014906126","VENABLE VILLAGE EL","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","E","'PK - 05"," "," ","N","N"
"'014906127","TRIMMIER EL","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","E","'PK - 05"," "," ","N","N"
"'014906128","MONTAGUE VILLAGE EL","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","E","'PK - 05"," "," ","N","N"
"'014906129","MAXDALE EL","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","E","'EE - 05"," "," ","N","N"
"'014906130","IRA CROSS JR EL","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","E","'EE - 05"," "," ","N","N"
"'014906131","IDUMA EL","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","E","'EE - 05"," "," ","N","N"
"'014906132","OVETA CULP HOBBY EL","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","E","'EE - 03"," "," ","N","N"
"'014906133","TIMBER RIDGE EL","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","E","'EE - 05"," "," ","N","N"
"'014906135","SAEGERT EL","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","E","'EE - 05"," "," ","N","N"
"'014906136","SKIPCHA EL","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","E","'EE - 05"," "," ","N","N"
"'014906137","RICHARD E CAVAZOS EL","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","E","'EE - 05"," "," ","N","N"
"'014906138","HAYNES EL","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","E","'PK - 05"," "," ","N","N"
"'014906139","DR JOSEPH A FOWLER EL","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","E","'EE - 05"," "," ","N","N"
"'014906140","ALICE W DOUSE EL","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","E","'PK - 05"," "," ","N","N"
"'014906141","MAUDE MOORE WOOD EL","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","E","'EE - 05"," "," ","N","N"
"'014906142","PERSHING PARK ES","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","E","'PK - 05"," "," ","N","N"
"'014906143","KILLEEN EL","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","E","'EE - 05"," "," ","N","N"
"'014906144","CLIFTON PARK EL","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","E","'PK - 05"," "," ","N","N"
"'014906145","PAT CARNEY EL","'014906","KILLEEN ISD","'12","REGION 12: WACO","'014","BELL","E","'PK - 05"," "," ","N","N"
"'014907001","ROGERS H S","'014907","ROGERS ISD","'12","REGION 12: WACO","'014","BELL","S","'09 - 12"," "," ","N","N"
"'014907041","ROGERS MIDDLE","'014907","ROGERS ISD","'12","REGION 12: WACO","'014","BELL","M","'06 - 08"," "," ","N","N"
"'014907043","BELL COUNTY DAEP","'014907","ROGERS ISD","'12","REGION 12: WACO","'014","BELL","S","'10 - 10"," "," ","N","N"
"'014907102","ROGERS EL","'014907","ROGERS ISD","'12","REGION 12: WACO","'014","BELL","E","'EE - 05"," "," ","N","N"
"'014908001","SALADO H S","'014908","SALADO ISD","'12","REGION 12: WACO","'014","BELL","S","'09 - 12"," "," ","N","N"
"'014908042","SALADO MIDDLE","'014908","SALADO ISD","'12","REGION 12: WACO","'014","BELL","M","'06 - 08"," "," ","N","N"
"'014908102","THOMAS ARNOLD EL","'014908","SALADO ISD","'12","REGION 12: WACO","'014","BELL","E","'EE - 05"," "," ","N","N"
"'014909002","TEMPLE H S","'014909","TEMPLE ISD","'12","REGION 12: WACO","'014","BELL","S","'09 - 12"," "," ","N","N"
"'014909005","WHEATLEY ALTERNATIVE EDUCATION CENTER","'014909","TEMPLE ISD","'12","REGION 12: WACO","'014","BELL","B","'02 - 12"," "," ","N","N"
"'014909006","BELL CO J J A E P","'014909","TEMPLE ISD","'12","REGION 12: WACO","'014","BELL","S","'09 - 09"," "," ","N","N"
"'014909008","FRED W EDWARDS ACADEMY AEC","'014909","TEMPLE ISD","'12","REGION 12: WACO","'014","BELL","S","'09 - 12"," "," ","Y","N"
"'014909041","LAMAR MIDDLE","'014909","TEMPLE ISD","'12","REGION 12: WACO","'014","BELL","M","'06 - 08"," "," ","N","N"
"'014909042","TRAVIS SCIENCE ACADEMY","'014909","TEMPLE ISD","'12","REGION 12: WACO","'014","BELL","M","'06 - 08"," "," ","N","N"
"'014909044","BONHAM MIDDLE","'014909","TEMPLE ISD","'12","REGION 12: WACO","'014","BELL","M","'06 - 08"," "," ","N","N"
"'014909101","MERIDITH-DUNBAR EARLY CHILDHOOD ACADEMY","'014909","TEMPLE ISD","'12","REGION 12: WACO","'014","BELL","E","'EE - PK","'014909117","KENNEDY-POWELL EL","N","N"
"'014909102","CATER EL","'014909","TEMPLE ISD","'12","REGION 12: WACO","'014","BELL","E","'KG - 05"," "," ","N","N"
"'014909107","JEFFERSON EL","'014909","TEMPLE ISD","'12","REGION 12: WACO","'014","BELL","E","'KG - 05"," "," ","N","N"
"'014909110","SCOTT EL","'014909","TEMPLE ISD","'12","REGION 12: WACO","'014","BELL","E","'KG - 05"," "," ","N","N"
"'014909111","THORNTON EL","'014909","TEMPLE ISD","'12","REGION 12: WACO","'014","BELL","E","'KG - 05"," "," ","N","N"
"'014909114","WESTERN HILLS EL","'014909","TEMPLE ISD","'12","REGION 12: WACO","'014","BELL","E","'KG - 05"," "," ","N","N"
"'014909116","RAYE-ALLEN EL","'014909","TEMPLE ISD","'12","REGION 12: WACO","'014","BELL","E","'EE - 05"," "," ","N","N"
"'014909117","KENNEDY-POWELL EL","'014909","TEMPLE ISD","'12","REGION 12: WACO","'014","BELL","E","'KG - 05"," "," ","N","N"
"'014909118","HECTOR P GARCIA EL","'014909","TEMPLE ISD","'12","REGION 12: WACO","'014","BELL","E","'KG - 05"," "," ","N","N"
"'014910001","TROY H S","'014910","TROY ISD","'12","REGION 12: WACO","'014","BELL","S","'09 - 12"," "," ","N","N"
"'014910041","RAYMOND MAYS MIDDLE","'014910","TROY ISD","'12","REGION 12: WACO","'014","BELL","M","'06 - 08"," "," ","N","N"
"'014910101","TROY EL","'014910","TROY ISD","'12","REGION 12: WACO","'014","BELL","E","'03 - 05"," "," ","N","N"
"'014910103","EDNA BIGHAM MAYS EL","'014910","TROY ISD","'12","REGION 12: WACO","'014","BELL","E","'EE - 02","'014910101","TROY EL","N","N"
"'015801001","POR VIDA ACADEMY CHARTER H S","'015801","POR VIDA ACADEMY","'20","REGION 20: SAN ANTONIO","'015","BEXAR","S","'09 - 12"," "," ","Y","Y"
"'015801002","POR VIDA ACADEMY CORPUS CHRISTI","'015801","POR VIDA ACADEMY","'20","REGION 20: SAN ANTONIO","'015","BEXAR","S","'09 - 12"," "," ","Y","Y"
"'015802001","GEORGE GERVIN ACADEMY","'015802","GEORGE GERVIN ACADEMY","'20","REGION 20: SAN ANTONIO","'015","BEXAR","B","'PK - 12"," "," ","N","Y"
"'015802004","RUTH JONES MCCLENDON MIDDLE","'015802","GEORGE GERVIN ACADEMY","'20","REGION 20: SAN ANTONIO","'015","BEXAR","S","'07 - 12"," "," ","Y","Y"
"'015805001","FRANK L MADLA EARLY COLLEGE H S","'015805","NEW FRONTIERS PUBLIC SCHOOLS INC","'20","REGION 20: SAN ANTONIO","'015","BEXAR","S","'09 - 12"," "," ","N","Y"
"'015805002","IMELDA DAVIS EARLY COLLEGE H S","'015805","NEW FRONTIERS PUBLIC SCHOOLS INC","'20","REGION 20: SAN ANTONIO","'015","BEXAR","S","'09 - 10"," "," ","N","Y"
"'015805041","GREG A GARCIA EARLY COLLEGE INT","'015805","NEW FRONTIERS PUBLIC SCHOOLS INC","'20","REGION 20: SAN ANTONIO","'015","BEXAR","M","'06 - 08"," "," ","N","Y"
"'015806003","LEGACY TRADITIONAL- BASSE SECONDARY","'015806","LEGACY TRADITIONAL SCHOOLS - TEXAS","'20","REGION 20: SAN ANTONIO","'015","BEXAR","B","'06 - 12"," "," ","N","Y"
"'015806041","LEGACY TRADITIONAL SCHOOL - ALAMO RANCH","'015806","LEGACY TRADITIONAL SCHOOLS - TEXAS","'20","REGION 20: SAN ANTONIO","'015","BEXAR","E","'PK - 08"," "," ","N","Y"
"'015806101","LEGACY TRADITIONAL - BASSE PRI","'015806","LEGACY TRADITIONAL SCHOOLS - TEXAS","'20","REGION 20: SAN ANTONIO","'015","BEXAR","E","'PK - 05"," "," ","N","Y"
"'015806106","LEGACY TRADITIONAL SCHOOL - CIBOLO","'015806","LEGACY TRADITIONAL SCHOOLS - TEXAS","'20","REGION 20: SAN ANTONIO","'015","BEXAR","E","'PK - 08"," "," ","N","Y"
"'015807001","NORTHEAST EL CAMPUS","'015807","SOUTHWEST PREPARATORY SCHOOL","'20","REGION 20: SAN ANTONIO","'015","BEXAR","E","'PK - 05"," "," ","N","Y"
"'015807002","SOUTHWEST PREPARATORY SOUTHEAST CAMPUS","'015807","SOUTHWEST PREPARATORY SCHOOL","'20","REGION 20: SAN ANTONIO","'015","BEXAR","B","'PK - 12"," "," ","N","Y"
"'015807004","SOUTHWEST PREPARATORY SCHOOL-NORTHWEST","'015807","SOUTHWEST PREPARATORY SCHOOL","'20","REGION 20: SAN ANTONIO","'015","BEXAR","B","'06 - 12"," "," ","Y","Y"
"'015807005","NORTHEAST CAMPUS","'015807","SOUTHWEST PREPARATORY SCHOOL","'20","REGION 20: SAN ANTONIO","'015","BEXAR","B","'06 - 12"," "," ","Y","Y"
"'015807101","SOUTHWEST PREP NORTHWEST EL","'015807","SOUTHWEST PREPARATORY SCHOOL","'20","REGION 20: SAN ANTONIO","'015","BEXAR","E","'PK - 05"," "," ","N","Y"
"'015807102","SEGUIN CAMPUS","'015807","SOUTHWEST PREPARATORY SCHOOL","'20","REGION 20: SAN ANTONIO","'015","BEXAR","B","'PK - 12"," "," ","N","Y"
"'015808003","HAYS INSPIRE ACADEMY","'015808","INSPIRE ACADEMIES","'20","REGION 20: SAN ANTONIO","'015","BEXAR","S","'08 - 11"," "," ","Y","Y"
"'015808007","ROCKDALE INSPIRE ACADEMY","'015808","INSPIRE ACADEMIES","'20","REGION 20: SAN ANTONIO","'015","BEXAR","S","'07 - 12"," "," ","Y","Y"
"'015808009","ANNE FRANK INSPIRE ACADEMY","'015808","INSPIRE ACADEMIES","'20","REGION 20: SAN ANTONIO","'015","BEXAR","B","'KG - 12"," "," ","N","Y"
"'015808012","LEGACY RANCH INSPIRE ACADEMY","'015808","INSPIRE ACADEMIES","'20","REGION 20: SAN ANTONIO","'015","BEXAR","B","'KG - 12"," "," ","N","Y"
"'015808014","BELL COUNTY INSPIRE ACADEMY","'015808","INSPIRE ACADEMIES","'20","REGION 20: SAN ANTONIO","'015","BEXAR","B","'06 - 11"," "," ","Y","Y"
"'015808016","RISE INSPIRE ACADEMY","'015808","INSPIRE ACADEMIES","'20","REGION 20: SAN ANTONIO","'015","BEXAR","S","'09 - 12"," "," ","Y","Y"
"'015808017","INNOVA JOY INSPIRE ACADEMY","'015808","INSPIRE ACADEMIES","'20","REGION 20: SAN ANTONIO","'015","BEXAR","S","'08 - 11"," "," ","Y","Y"
"'015809101","BEXAR COUNTY ACADEMY","'015809","BEXAR COUNTY ACADEMY","'20","REGION 20: SAN ANTONIO","'015","BEXAR","E","'PK - 08"," "," ","N","Y"
"'015814001","POSITIVE SOLUTIONS CHARTER","'015814","POSITIVE SOLUTIONS CHARTER SCHOOL","'20","REGION 20: SAN ANTONIO","'015","BEXAR","S","'09 - 12"," "," ","Y","Y"
"'015815001","HERITAGE ACADEMY OF WINDCREST","'015815","HERITAGE ACADEMY","'20","REGION 20: SAN ANTONIO","'015","BEXAR","E","'PK - 05"," "," ","N","Y"
"'015815041","HERITAGE ACADEMY OF DEL RIO","'015815","HERITAGE ACADEMY","'20","REGION 20: SAN ANTONIO","'015","BEXAR","S","'09 - 12"," "," ","Y","Y"
"'015815042","HERITAGE ACADEMY OF DEL RIO MIDDLE","'015815","HERITAGE ACADEMY","'20","REGION 20: SAN ANTONIO","'015","BEXAR","M","'05 - 08"," "," ","Y","Y"
"'015815101","HERITAGE ACADEMY","'015815","HERITAGE ACADEMY","'20","REGION 20: SAN ANTONIO","'015","BEXAR","M","'07 - 08"," "," ","Y","Y"
"'015815104","HERITAGE ACADEMY OF SAN ANTONIO","'015815","HERITAGE ACADEMY","'20","REGION 20: SAN ANTONIO","'015","BEXAR","M","'06 - 06"," "," ","Y","Y"
"'015822001","JUBILEE SAN ANTONIO","'015822","JUBILEE ACADEMIES","'20","REGION 20: SAN ANTONIO","'015","BEXAR","B","'PK - 12"," "," ","N","Y"
"'015822002","JUBILEE HIGHLAND HILLS","'015822","JUBILEE ACADEMIES","'20","REGION 20: SAN ANTONIO","'015","BEXAR","E","'PK - 08"," "," ","N","Y"
