CAMPUS,CAMPNAME,DISTRICT,DISTNAME,REGION,REGNNAME,COUNTY,CNTYNAME,GRDTYPE,GRDSPAN,PAIRCAMP,PAIRNAME,CFLALTED,CFLCHART
"'101912479","SHADYDALE EL","'101912","HOUSTON ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'KG - 05"," "," ","N","N"
"'101912480","MARSHALL EL","'101912","HOUSTON ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'KG - 05"," "," ","N","N"
"'101912483","MARK WHITE EL","'101912","HOUSTON ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'PK - 05"," "," ","N","N"
"'101912484","MIDDLE COLLEGE H S AT HCC GULFTON","'101912","HOUSTON ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","Y","N"
"'101912485","MIDDLE COLLEGE H S AT HCC FRAGA","'101912","HOUSTON ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","Y","N"
"'101912486","SOUTH EARLY COLLEGE H S","'101912","HOUSTON ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","N","N"
"'101913001","HUMBLE H S","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","N","N"
"'101913002","KINGWOOD H S","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","N","N"
"'101913005","GUY M SCONZO EARLY COLLEGE H S","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","N","N"
"'101913008","ATASCOCITA H S","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","N","N"
"'101913013","KINGWOOD PARK H S","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","N","N"
"'101913014","SUMMER CREEK H S","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","N","N"
"'101913015","HUMBLE COMMUNITY LEARNING CENTER","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'07 - 12"," "," ","N","N"
"'101913041","HUMBLE MIDDLE","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101913042","KINGWOOD MIDDLE","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101913043","CREEKWOOD MIDDLE","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101913044","ATASCOCITA MIDDLE","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101913045","RIVERWOOD MIDDLE","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101913046","TIMBERWOOD MIDDLE","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101913047","ROSS STERLING MIDDLE","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101913048","WOODCREEK MIDDLE","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101913049","WEST LAKE MIDDLE","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101913050","AUTUMN RIDGE MIDDLE","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101913101","HUMBLE EL","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'PK - 05"," "," ","N","N"
"'101913102","LAKELAND EL","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101913103","NORTH BEND EL","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101913104","FOSTER EL","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101913105","WOODLAND HILLS EL","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'KG - 05"," "," ","N","N"
"'101913106","BEAR BRANCH EL","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'KG - 05"," "," ","N","N"
"'101913107","ELM GROVE EL","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101913108","OAKS EL","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101913109","GREENTREE EL","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'KG - 05"," "," ","N","N"
"'101913110","TIMBERS EL","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101913111","PINEFOREST EL","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101913112","DEERWOOD EL","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'PK - 05"," "," ","N","N"
"'101913113","WILLOW CREEK EL","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'KG - 05"," "," ","N","N"
"'101913114","HIDDEN HOLLOW EL","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101913115","WHISPERING PINES EL","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101913116","SHADOW FOREST EL","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'KG - 05"," "," ","N","N"
"'101913117","JACK M FIELDS SR EL","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101913118","OAK FOREST EL","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'PK - 05"," "," ","N","N"
"'101913119","MAPLEBROOK EL","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101913120","SUMMERWOOD EL","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101913121","EAGLE SPRINGS EL","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101913122","PARK LAKES EL","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101913123","RIVER PINES EL","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101913124","FALL CREEK EL","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'PK - 05"," "," ","N","N"
"'101913125","LAKESHORE EL","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101913126","ATASCOCITA SPRINGS EL","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101913127","RIDGE CREEK EL","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101913128","GROVES EL","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'KG - 05"," "," ","N","N"
"'101913129","CENTENNIAL EL","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'KG - 05"," "," ","N","N"
"'101913130","AUTUMN CREEK EL","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101913197","HIGHPOINT EAST","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'08 - 12"," "," ","N","N"
"'101913198","JJAEP CAMPUS","'101913","HUMBLE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","N","N"
"'101914001","KATY H S","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","N","N"
"'101914002","TAYLOR H S","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","N","N"
"'101914003","OPPORT AWARENESS CTR","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","B","'06 - 12"," "," ","N","N"
"'101914005","MAYDE CREEK H S","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","N","N"
"'101914007","CINCO RANCH H S","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","N","N"
"'101914009","MORTON RANCH H S","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","N","N"
"'101914010","SEVEN LAKES H S","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","N","N"
"'101914012","TOMPKINS H S","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","N","N"
"'101914013","PAETOW H S","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","N","N"
"'101914014","JORDAN H S","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","N","N"
"'101914034","FORT BEND CO ALTER","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 09"," "," ","N","N"
"'101914041","KATY J H","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101914042","WEST MEMORIAL J H","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101914043","MAYDE CREEK J H","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101914044","MEMORIAL PARKWAY J H","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101914045","T H MCDONALD J H","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101914046","RODGER & ELLEN BECK J H","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101914047","GARLAND MCMEANS J H","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101914048","CINCO RANCH J H","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101914049","MORTON RANCH J H","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101914050","BECKENDORFF J H","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101914051","CARDIFF J H","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101914052","WOODCREEK J H","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101914053","SEVEN LAKES J H","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101914054","TAYS J H","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101914055","STOCKDICK J H","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101914056","ADAMS J H","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101914057","HASKETT J H","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101914101","MAURICE L WOLFE EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'PK - 05"," "," ","N","N"
"'101914102","KATY EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914103","WEST MEMORIAL EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914104","MEMORIAL PARKWAY EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914105","ZELMA HUTSELL EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914106","BEAR CREEK EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914107","CIMARRON EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914108","DIANE WINBORN EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914109","NOTTINGHAM COUNTRY EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914110","SUNDOWN EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914111","MAYDE CREEK EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914112","HAZEL S PATTISON EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914113","LORAINE T GOLBOW EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914114","EDNA MAE FIELDER EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914115","JEANETTE HAYES EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914116","MCROBERTS EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914117","ROOSEVELT ALEXANDER EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914118","JAMES E WILLIAMS EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914119","SUE CREECH EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914120","ROBERT KING EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914121","JEAN & BETTY SCHMALZ EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914122","ODESSA KILPATRICK EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914123","ROBERTA WRIGHT RYLANDER EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914124","JOELLA EXLEY EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914125","JACK & SHARON RHOADS EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914126","FRANZ EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914127","GRIFFIN EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914128","URSULA STEPHENS EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914129","WOODCREEK EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914130","MORTON RANCH EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914131","BONNIE HOLLAND EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914132","STANLEY C STANLEY EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914133","TOM WILSON EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914134","RAY AND JAMIE WOLMAN EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914137","FRED AND PATTI SHAFER EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914138","KEIKO DAVIDSON EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914139","JAMES E RANDOLPH EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914140","JENKS EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914141","BETHKE EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914142","BRYANT EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914143","CAMPBELL EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914144","LEONARD EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914145","MCELWAIN EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914146","ROBERTSON EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914147","DAVID & TERRI YOUNGBLOOD EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101914148","RUSSELL & CINDI FALDYN EL","'101914","KATY ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101915001","KLEIN H S","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","N","N"
"'101915002","KLEIN FOREST H S","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","N","N"
"'101915003","KLEIN OAK H S","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","N","N"
"'101915004","KLEIN COLLINS H S","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","N","N"
"'101915005","KLEIN CAIN H S","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","N","N"
"'101915037","HARRIS CO JJAEP","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'07 - 12"," "," ","N","N"
"'101915038","K E KAUFMAN ALTERNATIVE EDUCATION CENTER","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","B","'06 - 12"," "," ","N","N"
"'101915041","KLEIN INT","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101915042","HILDEBRANDT INT","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101915043","WUNDERLICH INT","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101915044","STRACK INT","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101915045","KLEB INT","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101915046","DOERRE INT","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101915047","SCHINDEWOLF INT","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101915048","KRIMMEL INTERMED","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101915049","ULRICH INT","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101915050","HOFIUS INT","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 08"," "," ","N","N"
"'101915101","KOHRVILLE EL","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'PK - 05"," "," ","N","N"
"'101915102","NORTHAMPTON EL","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101915103","HAUDE EL","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101915104","GREENWOOD FOREST EL","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'KG - 05"," "," ","N","N"
"'101915105","EPPS ISLAND EL","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'KG - 05"," "," ","N","N"
"'101915106","THEISS EL","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'PK - 05"," "," ","N","N"
"'101915107","BENFER EL","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101915108","KAISER EL","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'KG - 05"," "," ","N","N"
"'101915109","BRILL EL","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101915110","EHRHARDT EL","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'PK - 05"," "," ","N","N"
"'101915111","LEMM EL","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'PK - 05"," "," ","N","N"
"'101915112","NITSCH EL","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'KG - 05"," "," ","N","N"
"'101915113","KRAHN EL","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101915114","ROTH EL","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101915115","KUEHNLE EL","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'PK - 05"," "," ","N","N"
"'101915116","MITTELSTADT EL","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101915117","KLENK EL","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'KG - 05"," "," ","N","N"
"'101915118","EILAND EL","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'PK - 05"," "," ","N","N"
"'101915119","SCHULTZ EL","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'PK - 05"," "," ","N","N"
"'101915120","HASSLER EL","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101915121","KREINHOP EL","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101915122","MCDOUGLE EL","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'KG - 05"," "," ","N","N"
"'101915123","METZLER EL","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101915124","BENIGNUS EL","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101915125","FRANK EL","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101915126","MUELLER EL","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'PK - 05"," "," ","N","N"
"'101915127","BLACKSHEAR EL","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101915128","ZWINK EL","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101915129","BERNSHAUSEN EL","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101915130","THE GRACE ENGLAND EARLY CHILDHOOD/PRE-K CENTER","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - PK","'101915000","KLEIN ISD","N","N"
"'101915131","FRENCH EL","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101915132","MAHAFFEY EL","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101915133","FOX EL","'101915","KLEIN ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
"'101916001","LA PORTE H S","'101916","LA PORTE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","N","N"
"'101916002","THE ACADEMY OF VIOLA DEWALT H S","'101916","LA PORTE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","S","'09 - 12"," "," ","Y","N"
"'101916041","LA PORTE J H","'101916","LA PORTE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'07 - 08"," "," ","N","N"
"'101916042","JAMES H BAKER SIXTH GRADE CAMPUS","'101916","LA PORTE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'06 - 06"," "," ","N","N"
"'101916043","LOMAX J H","'101916","LA PORTE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","M","'07 - 08"," "," ","N","N"
"'101916101","JENNIE REID EL","'101916","LA PORTE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'KG - 05"," "," ","N","N"
"'101916102","HERITAGE EL","'101916","LA PORTE ISD","'04","REGION 04: HOUSTON","'101","HARRIS","E","'EE - 05"," "," ","N","N"
