CAMPUS,CDALLS,C_RATING,CFLAEATYPE,CFLAEC,CFLALTED,CFLCHART,CFLDAEP,CFLEEK,CFLJJ,CFLNEWCAMP,CFLRTF,COMP23F,CAMPNAME,CD3,CD3G,CD3S,COUNTY,CNTYNAME,DISTRICT,DISTNAME,GRDHIGH,GRDLOW,GRDSPAN,GRDTYPE,LAS_SCORE,LAS_WEIGHT,CFLPAIR,CFLPAIRD,CFLPAIRO,PAIRCAMP,PAIRNAME,REGION,REGNNAME,CD2A,CD2AG,CD2AS,CD2B,CD2BG,CD2BS,CD2G,CD2S,CD1A,CD1AS,CD1B,CD1BS,CD1C,CD1CS,CD1G,CD1S,CPE0312C,CPE0312P,CPEMALLC,CPEMALLP,CPEMALLT,CPETALLC,CPETECHC,CPETECHP,CPETECOC,CPETECOP,CPETLEPC,CPETLEPP,CPETPTEC,CPETPTEP,CPETSPEC,CPETSPEP,CPETSTEC,CPETSTEP
126903108,73.0,C, ,N,N,N,N,N,N,N,N,.,GERARD EL,29.0,D,68.0,126,JOHNSON,126903,CLEBURNE ISD,05,PK,PK - 05,E,,,N,N,N, , ,11,REGION 11: FORT WORTH,58.0,D,63.0,,C,72.0,C,72.0,47.0,75.0,,,,,C,75.0,242,42.9,37.0,8.7,424.0,564,,0.0,288,51.1,40,7.1,,0.0,62,11.0,,0.0
126903109,67.0,D, ,N,N,N,N,N,N,N,N,.,COOKE EL,11.0,F,59.0,126,JOHNSON,126903,CLEBURNE ISD,05,PK,PK - 05,E,,,N,N,N, , ,11,REGION 11: FORT WORTH,59.0,D,65.0,,C,70.0,C,70.0,38.0,65.0,,,,,D,65.0,265,42.3,43.0,9.1,475.0,626,,0.0,525,83.9,295,47.1,,0.0,78,12.5,,0.0
126903111,74.0,C, ,N,N,N,N,N,N,N,N,.,SANTA FE EL,48.0,C,75.0,126,JOHNSON,126903,CLEBURNE ISD,05,PK,PK - 05,E,,,N,N,N, , ,11,REGION 11: FORT WORTH,66.0,C,74.0,,C,72.0,C,74.0,38.0,65.0,,,,,D,65.0,161,40.0,58.0,19.1,304.0,402,,0.0,368,91.5,185,46.0,,0.0,45,11.2,,0.0
126904001,90.0,A, ,N,N,N,N,N,N,N,N,.,GRANDVIEW H S,73.0,B,89.0,126,JOHNSON,126904,GRANDVIEW ISD,12,09,09 - 12,S,,,N,N,N, , ,11,REGION 11: FORT WORTH,86.0,A,91.0,,B,81.0,A,91.0,67.0,92.0,65.0,71.0,100.0,100.0,B,85.0,441,100.0,42.0,9.4,445.0,441,,0.0,154,34.9,9,2.0,0.0,0.0,38,8.6,,0.0
126904041,85.0,B, ,N,N,N,N,N,N,N,N,.,GRANDVIEW J H,63.0,B,84.0,126,JOHNSON,126904,GRANDVIEW ISD,08,06,06 - 08,M,,,N,N,N, , ,11,REGION 11: FORT WORTH,68.0,B,80.0,,B,82.0,B,82.0,56.0,86.0,,,,,B,86.0,324,100.0,32.0,9.8,328.0,324,,0.0,131,40.4,22,6.8,,0.0,40,12.3,,0.0
126904102,87.0,B, ,N,N,N,N,N,N,N,N,.,GRANDVIEW EL,54.0,C,77.0,126,JOHNSON,126904,GRANDVIEW ISD,05,EE,EE - 05,E,,,N,N,N, , ,11,REGION 11: FORT WORTH,69.0,C,78.0,,B,85.0,B,85.0,62.0,91.0,,,,,A,91.0,298,46.9,49.0,9.4,519.0,635,,0.0,260,40.9,53,8.3,,0.0,115,18.1,,0.0
126905001,86.0,B, ,N,N,N,N,N,N,N,N,.,JOSHUA H S,61.0,C,79.0,126,JOHNSON,126905,JOSHUA ISD,12,09,09 - 12,S,,,N,N,N, , ,11,REGION 11: FORT WORTH,84.0,B,89.0,,B,80.0,B,89.0,58.0,88.0,64.0,70.0,99.1,95.0,B,82.0,1242,100.0,150.0,11.7,1282.0,1242,,0.0,550,44.3,110,8.9,0.0,0.0,111,8.9,,0.0
126905002,87.0,B,DROPOUT RECOVERY SCHOOL,Y,Y,N,N,N,N,N,N,.,NEW HORIZON H S,,Z,,126,JOHNSON,126905,JOSHUA ISD,12,10,10 - 12,S,,,N,N,N, , ,11,REGION 11: FORT WORTH,,Z,,55.0,B,87.0,B,87.0,32.0,82.0,26.0,77.0,100.0,100.0,B,84.0,41,100.0,70.0,84.3,83.0,41,,0.0,34,82.9,10,24.4,0.0,0.0,10,24.4,,0.0
126905003,90.0,A, ,N,N,N,N,N,N,N,N,.,JOSHUA H S NINTH GRADE CAMPUS,77.0,A,91.0,126,JOHNSON,126905,JOSHUA ISD,09,09,09 - 09,S,,,N,N,N, , ,11,REGION 11: FORT WORTH,71.0,C,75.0,,A,90.0,A,90.0,61.0,90.0,,,100.0,100.0,A,90.0,474,100.0,82.0,15.2,539.0,474,,0.0,226,47.7,73,15.4,0.0,0.0,48,10.1,,0.0
126905041,81.0,B, ,N,N,N,N,N,N,N,N,.,R C LOFLIN MIDDLE,52.0,C,77.0,126,JOHNSON,126905,JOSHUA ISD,08,06,06 - 08,M,,,N,N,N, , ,11,REGION 11: FORT WORTH,62.0,C,72.0,,B,82.0,B,82.0,49.0,80.0,,,,,B,80.0,730,100.0,110.0,13.3,825.0,730,,0.0,399,54.7,144,19.7,,0.0,103,14.1,,0.0
126905042,,X, ,N,N,N,N,N,Y,N,N,.,JOHNSON COUNTY J J A E P,,X,,126,JOHNSON,126905,JOSHUA ISD,12,08,08 - 12,S,,,N,N,N, , ,11,REGION 11: FORT WORTH,,X,,,X,,X,,,,,,,,X,,5,100.0,21.0,100.0,21.0,5,,0.0,3,60.0,0,0.0,0.0,0.0,1,20.0,,0.0
126905043,90.0,A, ,N,N,N,N,N,N,N,N,.,TOM AND NITA NICHOLS MIDDLE,74.0,A,91.0,126,JOHNSON,126905,JOSHUA ISD,08,06,06 - 08,M,,,N,N,N, , ,11,REGION 11: FORT WORTH,69.0,B,81.0,,B,86.0,B,86.0,59.0,89.0,,,,,B,89.0,605,100.0,80.0,12.5,640.0,605,,0.0,245,40.5,66,10.9,,0.0,66,10.9,,0.0
126905101,76.0,C, ,N,N,N,N,N,N,N,N,.,H D STAPLES EL,22.0,D,65.0,126,JOHNSON,126905,JOSHUA ISD,05,PK,PK - 05,E,,,N,N,N, , ,11,REGION 11: FORT WORTH,49.0,F,56.0,,B,81.0,B,81.0,49.0,77.0,,,,,C,77.0,201,46.2,56.0,15.0,374.0,435,,0.0,282,64.8,27,6.2,,0.0,75,17.2,,0.0
126905103,87.0,B, ,N,N,N,N,N,N,N,N,.,A G ELDER EL,78.0,A,92.0,126,JOHNSON,126905,JOSHUA ISD,05,EE,EE - 05,E,,,N,N,N, , ,11,REGION 11: FORT WORTH,69.0,C,78.0,,B,85.0,B,85.0,55.0,83.0,,,,,B,83.0,275,45.2,67.0,13.7,489.0,608,,0.0,373,61.3,170,28.0,,0.0,102,16.8,,0.0
126905104,92.0,A, ,N,N,N,N,N,N,N,N,.,NORTH JOSHUA EL,76.0,A,91.0,126,JOHNSON,126905,JOSHUA ISD,05,EE,EE - 05,E,,,N,N,N, , ,11,REGION 11: FORT WORTH,71.0,B,80.0,,B,85.0,B,85.0,68.0,92.0,,,,,A,92.0,311,45.5,40.0,7.7,522.0,683,,0.0,189,27.7,23,3.4,,0.0,87,12.7,,0.0
126905105,83.0,B, ,N,N,N,N,N,N,N,N,.,PLUM CREEK EL,53.0,C,77.0,126,JOHNSON,126905,JOSHUA ISD,05,PK,PK - 05,E,,,N,N,N, , ,11,REGION 11: FORT WORTH,72.0,B,81.0,,B,85.0,B,85.0,55.0,83.0,,,,,B,83.0,212,45.9,44.0,10.8,406.0,462,,0.0,270,58.4,22,4.8,,0.0,67,14.5,,0.0
126905106,65.0,D, ,N,N,N,N,N,N,N,N,2,CADDO GROVE EL,19.0,D,63.0,126,JOHNSON,126905,JOSHUA ISD,05,PK,PK - 05,E,,,N,N,N, , ,11,REGION 11: FORT WORTH,60.0,D,66.0,,D,66.0,D,66.0,38.0,65.0,,,,,D,65.0,289,48.7,87.0,17.0,512.0,594,,0.0,425,71.5,162,27.3,,0.0,92,15.5,,0.0
126906001,76.0,C, ,N,N,N,N,N,N,N,N,.,KEENE H S,47.0,D,69.0,126,JOHNSON,126906,KEENE ISD,12,09,09 - 12,S,,,N,N,N, , ,11,REGION 11: FORT WORTH,65.0,D,65.0,,C,79.0,C,79.0,52.0,79.0,64.0,70.0,98.4,90.0,C,78.0,373,100.0,57.0,15.4,371.0,373,0.0,0.0,222,59.5,81,21.7,0.0,0.0,29,7.8,0.0,0.0
126906041,89.0,B, ,N,N,N,N,N,N,N,N,.,KEENE J H,76.0,A,92.0,126,JOHNSON,126906,KEENE ISD,08,06,06 - 08,M,,,N,N,N, , ,11,REGION 11: FORT WORTH,74.0,B,85.0,,B,88.0,B,88.0,51.0,82.0,,,,,B,82.0,250,100.0,50.0,18.9,264.0,250,,0.0,164,65.6,59,23.6,,0.0,44,17.6,0.0,0.0
126906101,81.0,B, ,N,N,N,N,N,N,N,N,.,KEENE EL,,P,,126,JOHNSON,126906,KEENE ISD,02,PK,PK - 02,E,,,Y,Y,N,126906000,KEENE ISD,11,REGION 11: FORT WORTH,,P,,,P,,P,,,,,,,,P,,0,0.0,25.0,17.0,147.0,234,0.0,0.0,182,77.8,37,15.8,0.0,0.0,26,11.1,0.0,0.0
126906105,83.0,B, ,N,N,N,N,N,N,N,N,.,THE SUMMIT LEADERSHIP ACADEMY,71.0,B,88.0,126,JOHNSON,126906,KEENE ISD,05,03,03 - 05,E,,,N,N,N, , ,11,REGION 11: FORT WORTH,68.0,C,76.0,,B,81.0,B,81.0,48.0,76.0,,,,,C,76.0,186,100.0,35.0,15.1,232.0,186,0.0,0.0,134,72.0,46,24.7,0.0,0.0,37,19.9,0.0,0.0
126907001,88.0,B, ,N,N,N,N,N,N,N,N,.,RIO VISTA H S,65.0,B,82.0,126,JOHNSON,126907,RIO VISTA ISD,12,09,09 - 12,S,,,N,N,N, , ,11,REGION 11: FORT WORTH,85.0,A,90.0,,B,87.0,A,90.0,59.0,89.0,82.0,84.0,100.0,100.0,B,89.0,247,100.0,46.0,18.1,254.0,247,0.0,0.0,107,43.3,13,5.3,0.0,0.0,21,8.5,0.0,0.0
126907041,82.0,B, ,N,N,N,N,N,N,N,N,E,RIO VISTA MIDDLE,61.0,B,82.0,126,JOHNSON,126907,RIO VISTA ISD,08,06,06 - 08,M,,,N,N,N, , ,11,REGION 11: FORT WORTH,70.0,B,82.0,,C,72.0,B,82.0,42.0,74.0,,,,,C,74.0,211,100.0,48.0,17.7,271.0,211,,0.0,119,56.4,8,3.8,,0.0,31,14.7,0.0,0.0
126907101,69.0,D, ,N,N,N,N,N,N,N,N,.,RIO VISTA EL,18.0,D,63.0,126,JOHNSON,126907,RIO VISTA ISD,05,PK,PK - 05,E,,,N,N,N, , ,11,REGION 11: FORT WORTH,60.0,D,66.0,,C,72.0,C,72.0,43.0,72.0,,,,,C,72.0,214,44.0,41.0,14.3,286.0,486,,0.0,319,65.6,21,4.3,,0.0,64,13.2,,0.0
126908001,67.0,D, ,N,N,N,N,N,N,N,N,1,VENUS H S,21.0,F,47.0,126,JOHNSON,126908,VENUS ISD,12,09,09 - 12,S,,,N,N,N, , ,11,REGION 11: FORT WORTH,71.0,C,75.0,,C,71.0,C,75.0,40.0,69.0,56.0,64.0,91.0,65.0,D,66.0,725,100.0,79.0,10.5,755.0,725,,0.0,549,75.7,176,24.3,0.0,0.0,74,10.2,,0.0
126908041,65.0,D, ,N,N,N,N,N,N,N,N,3,VENUS MIDDLE,14.0,F,57.0,126,JOHNSON,126908,VENUS ISD,08,06,06 - 08,M,,,N,N,N, , ,11,REGION 11: FORT WORTH,55.0,D,60.0,,D,69.0,D,69.0,33.0,62.0,,,,,D,62.0,491,100.0,84.0,14.2,590.0,491,,0.0,395,80.4,168,34.2,,0.0,49,10.0,,0.0
126908101,60.0,D, ,N,N,N,N,N,N,N,N,3,VENUS EL,13.0,D,60.0,126,JOHNSON,126908,VENUS ISD,05,02,02 - 05,E,,,N,N,Y, , ,11,REGION 11: FORT WORTH,56.0,D,60.0,,D,60.0,D,60.0,34.0,59.0,,,,,F,59.0,502,76.3,84.0,12.5,674.0,658,,0.0,539,81.9,216,32.8,,0.0,85,12.9,,0.0
126908102,60.0,D, ,N,N,N,N,N,N,N,N,.,VENUS PRI,,P,,126,JOHNSON,126908,VENUS ISD,01,EE,EE - 01,E,,,Y,N,N,126908101,VENUS EL,11,REGION 11: FORT WORTH,,P,,,P,,P,,,,,,,,P,,0,0.0,28.0,16.2,173.0,436,,0.0,337,77.3,123,28.2,,0.0,46,10.6,,0.0
126911001,83.0,B, ,N,N,N,N,N,N,N,N,.,GODLEY H S,62.0,B,80.0,126,JOHNSON,126911,GODLEY ISD,12,09,09 - 12,S,,,N,N,N, , ,11,REGION 11: FORT WORTH,76.0,B,82.0,,C,79.0,B,82.0,47.0,75.0,85.0,87.0,99.2,95.0,B,84.0,777,100.0,110.0,14.5,760.0,777,,0.0,326,42.0,75,9.7,0.0,0.0,80,10.3,,0.0
126911003,,X, ,N,N,N,N,N,Y,N,N,.,GODLEY JJAEP,,X,,126,JOHNSON,126911,GODLEY ISD,10,10,10 - 10,S,,,N,N,N, , ,11,REGION 11: FORT WORTH,,X,,,X,,X,,,,,,,,X,,1,100.0,2.0,100.0,2.0,1,,0.0,1,100.0,0,0.0,0.0,0.0,0,0.0,,0.0
126911042,,Z, ,N,N,N,N,N,N,N,N,E,LEGACY EL,,Z,,126,JOHNSON,126911,GODLEY ISD,05,KG,KG - 05,E,,,N,N,N, , ,11,REGION 11: FORT WORTH,,Z,,,Z,,Z,,,,,,,,Z,,196,48.3,103.0,10.1,1017.0,406,,0.0,129,31.8,20,4.9,,0.0,50,12.3,,0.0
126911043,78.0,C, ,N,N,N,N,N,N,Y,N,.,GODLEY MIDDLE,44.0,C,74.0,126,JOHNSON,126911,GODLEY ISD,08,06,06 - 08,M,,,N,N,N, , ,11,REGION 11: FORT WORTH,68.0,B,80.0,,D,69.0,B,80.0,45.0,76.0,,,,,C,76.0,634,100.0,,,,634,,0.0,290,45.7,102,16.1,,0.0,97,15.3,,0.0
126911102,63.0,D, ,N,N,N,N,N,N,Y,N,1,RB GODLEY EL,3.0,F,38.0,126,JOHNSON,126911,GODLEY ISD,05,EE,EE - 05,E,,,N,N,N, , ,11,REGION 11: FORT WORTH,59.0,D,65.0,,D,67.0,D,67.0,46.0,74.0,,,,,C,74.0,198,39.2,,,,505,,0.0,236,46.7,54,10.7,,0.0,84,16.6,,0.0
126911104,71.0,C, ,N,N,N,N,N,N,Y,N,.,PLEASANT VIEW EL,19.0,D,63.0,126,JOHNSON,126911,GODLEY ISD,05,PK,PK - 05,E,,,N,N,N, , ,11,REGION 11: FORT WORTH,67.0,C,75.0,,C,72.0,C,75.0,44.0,72.0,,,,,C,72.0,223,46.6,,,,479,,0.0,302,63.0,108,22.5,,0.0,77,16.1,,0.0
127901001,82.0,B, ,N,N,N,N,N,N,N,N,.,ANSON H S,57.0,C,76.0,127,JONES,127901,ANSON ISD,12,09,09 - 12,S,,,N,N,N, , ,14,REGION 14: ABILENE,64.0,D,64.0,,B,83.0,B,83.0,55.0,83.0,76.0,78.0,100.0,100.0,B,84.0,217,100.0,31.0,13.8,224.0,217,0.0,0.0,110,50.7,4,1.8,0.0,0.0,27,12.4,0.0,0.0
127901041,74.0,C, ,N,N,N,N,N,N,N,N,3,ANSON MIDDLE,37.0,C,71.0,127,JONES,127901,ANSON ISD,08,06,06 - 08,M,,,N,N,N, , ,14,REGION 14: ABILENE,63.0,C,73.0,,C,75.0,C,75.0,41.0,73.0,,,,,C,73.0,167,100.0,18.0,11.3,159.0,167,,0.0,108,64.7,3,1.8,,0.0,25,15.0,0.0,0.0
127901101,75.0,C, ,N,N,N,N,N,N,N,N,.,ANSON EL,40.0,C,72.0,127,JONES,127901,ANSON ISD,05,PK,PK - 05,E,,,N,N,N, , ,14,REGION 14: ABILENE,59.0,D,65.0,,C,76.0,C,76.0,45.0,73.0,,,,,C,73.0,150,40.8,45.0,15.5,291.0,368,0.0,0.0,250,67.9,13,3.5,0.0,0.0,54,14.7,0.0,0.0
127903001,86.0,B, ,N,N,N,N,N,N,N,N,.,HAMLIN COLLEGIATE H S,68.0,B,85.0,127,JONES,127903,HAMLIN COLLEGIATE ISD,12,07,07 - 12,S,,,N,N,N, , ,14,REGION 14: ABILENE,63.0,D,62.0,,B,83.0,B,83.0,39.0,67.0,96.0,97.0,100.0,100.0,B,86.0,181,100.0,35.0,17.6,199.0,181,0.0,0.0,111,61.3,8,4.4,118.0,65.2,28,15.5,0.0,0.0
127903102,68.0,D, ,N,N,N,N,N,N,N,N,1B,HAMLIN COLLEGIATE EL,27.0,D,67.0,127,JONES,127903,HAMLIN COLLEGIATE ISD,06,EE,EE - 06,E,,,N,N,N, , ,14,REGION 14: ABILENE,61.0,D,68.0,,D,69.0,D,69.0,37.0,64.0,,,,,D,64.0,97,43.5,56.0,27.9,201.0,223,,0.0,179,80.3,14,6.3,,0.0,32,14.3,0.0,0.0
127904001,76.0,C, ,N,N,N,N,N,N,N,N,.,HAWLEY H S,57.0,C,76.0,127,JONES,127904,HAWLEY ISD,12,09,09 - 12,S,,,N,N,N, , ,14,REGION 14: ABILENE,67.0,D,69.0,,C,71.0,C,71.0,51.0,78.0,52.0,61.0,100.0,100.0,C,76.0,213,100.0,34.0,13.9,244.0,213,0.0,0.0,105,49.3,1,0.5,0.0,0.0,32,15.0,0.0,0.0
127904041,74.0,C, ,N,N,N,N,N,N,N,N,.,HAWLEY MIDDLE,44.0,C,74.0,127,JONES,127904,HAWLEY ISD,08,06,06 - 08,M,,,N,N,N, , ,14,REGION 14: ABILENE,63.0,C,73.0,,D,69.0,C,73.0,42.0,74.0,,,,,C,74.0,200,100.0,33.0,17.4,190.0,200,0.0,0.0,103,51.5,1,0.5,0.0,0.0,35,17.5,0.0,0.0
127904101,61.0,D, ,N,N,N,N,N,N,N,N,.,HAWLEY EL,8.0,F,51.0,127,JONES,127904,HAWLEY ISD,05,EE,EE - 05,E,,,N,N,N, , ,14,REGION 14: ABILENE,57.0,D,62.0,,F,58.0,D,62.0,38.0,65.0,,,,,D,65.0,193,48.0,38.0,11.6,327.0,402,0.0,0.0,222,55.2,2,0.5,0.0,0.0,75,18.7,0.0,0.0
127905001,89.0,B, ,N,N,N,N,N,N,N,N,.,LUEDERS-AVOCA H S,,Z,,127,JONES,127905,LUEDERS-AVOCA ISD,12,09,09 - 12,S,,,N,N,N, , ,14,REGION 14: ABILENE,67.0,D,69.0,,B,89.0,B,89.0,57.0,86.0,85.0,87.0,100.0,100.0,B,89.0,25,100.0,6.0,19.4,31.0,25,0.0,0.0,20,80.0,0,0.0,0.0,0.0,6,24.0,0.0,0.0
127905101,61.0,D, ,N,N,N,N,N,N,N,N,.,LUEDERS-AVOCA EL/J H,11.0,F,59.0,127,JONES,127905,LUEDERS-AVOCA ISD,08,PK,PK - 08,E,,,N,N,N, , ,14,REGION 14: ABILENE,50.0,F,56.0,,D,62.0,D,62.0,35.0,60.0,,,,,D,60.0,37,48.7,14.0,22.6,62.0,76,,0.0,60,78.9,1,1.3,,0.0,17,22.4,0.0,0.0
127906001,93.0,A, ,N,N,N,N,N,N,N,N,.,STAMFORD H S,80.0,A,92.0,127,JONES,127906,STAMFORD ISD,12,09,09 - 12,S,,,N,N,N, , ,14,REGION 14: ABILENE,77.0,B,83.0,,A,91.0,A,91.0,59.0,89.0,93.0,94.0,100.0,100.0,A,93.0,191,100.0,27.0,12.8,211.0,191,0.0,0.0,97,50.8,7,3.7,0.0,0.0,29,15.2,0.0,0.0
127906041,80.0,B, ,N,N,N,N,N,N,N,N,E,STAMFORD MIDDLE,52.0,C,77.0,127,JONES,127906,STAMFORD ISD,08,06,06 - 08,M,,,N,N,N, , ,14,REGION 14: ABILENE,63.0,C,73.0,,B,81.0,B,81.0,49.0,80.0,,,,,B,80.0,110,100.0,14.0,9.9,142.0,110,,0.0,58,52.7,6,5.5,,0.0,15,13.6,0.0,0.0
127906101,73.0,C, ,N,N,N,N,N,N,N,N,.,OLIVER EL,24.0,D,65.0,127,JONES,127906,STAMFORD ISD,05,EE,EE - 05,E,,,N,N,N, , ,14,REGION 14: ABILENE,58.0,D,63.0,,C,77.0,C,77.0,44.0,72.0,,,,,C,72.0,130,42.9,32.0,13.9,231.0,303,0.0,0.0,226,74.6,15,5.0,0.0,0.0,43,14.2,0.0,0.0
128901001,80.0,B, ,N,N,N,N,N,N,N,N,.,KARNES CITY H S,46.0,D,68.0,128,KARNES,128901,KARNES CITY ISD,12,09,09 - 12,S,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,80.0,B,85.0,,B,82.0,B,85.0,47.0,75.0,86.0,88.0,91.9,65.0,C,78.0,329,100.0,40.0,11.4,350.0,329,0.0,0.0,187,56.8,21,6.4,0.0,0.0,50,15.2,0.0,0.0
128901004,,X, ,N,N,N,Y,N,N,Y,N,.,KCISD - DAEP,,X,,128,KARNES,128901,KARNES CITY ISD,11,06,06 - 11,B,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,,X,,,X,,X,,,,,,,,X,,5,100.0,12.0,100.0,12.0,5,0.0,0.0,3,60.0,1,20.0,0.0,0.0,0,0.0,0.0,0.0
128901029,50.0,F, ,N,N,N,N,N,N,Y,N,.,LONE STAR VIRTUAL ACADEMY,8.0,F,36.0,128,KARNES,128901,KARNES CITY ISD,12,06,06 - 12,B,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,47.0,F,52.0,,F,56.0,F,56.0,30.0,56.0,,,,,F,56.0,2666,100.0,,,,2666,0.0,0.0,1484,55.7,153,5.7,0.0,0.0,239,9.0,0.0,0.0
128901041,67.0,D, ,N,N,N,N,N,N,N,N,.,KARNES CITY J H,22.0,D,63.0,128,KARNES,128901,KARNES CITY ISD,08,06,06 - 08,M,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,60.0,D,69.0,,D,63.0,D,69.0,36.0,67.0,,,,,D,67.0,221,100.0,25.0,11.1,226.0,221,,0.0,136,61.5,22,10.0,,0.0,29,13.1,0.0,0.0
128901105,69.0,D, ,N,N,N,N,N,N,N,N,.,ROGER E SIDES EL,30.0,D,68.0,128,KARNES,128901,KARNES CITY ISD,05,02,02 - 05,E,,,N,N,Y, , ,20,REGION 20: SAN ANTONIO,63.0,C,70.0,,C,70.0,C,70.0,41.0,70.0,,,,,C,70.0,227,78.8,46.0,14.0,329.0,288,0.0,0.0,202,70.1,17,5.9,0.0,0.0,40,13.9,0.0,0.0
128901107,69.0,D, ,N,N,N,N,N,N,N,N,.,KARNES CITY PRI,,P,,128,KARNES,128901,KARNES CITY ISD,01,EE,EE - 01,E,,,Y,N,N,128901105,ROGER E SIDES EL,20,REGION 20: SAN ANTONIO,,P,,,P,,P,,,,,,,,P,,0,0.0,7.0,11.1,63.0,220,0.0,0.0,157,71.4,9,4.1,0.0,0.0,31,14.1,0.0,0.0
128901698,42.0,F, ,N,N,N,N,N,N,Y,N,.,ESCHOOL PREP ACADEMY,0.0,F,30.0,128,KARNES,128901,KARNES CITY ISD,05,KG,KG - 05,E,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,28.0,F,45.0,,F,46.0,F,46.0,20.0,47.0,,,,,F,47.0,519,47.3,,,,1098,0.0,0.0,752,68.5,25,2.3,0.0,0.0,63,5.7,0.0,0.0
128902001,69.0,D, ,N,N,N,N,N,N,N,N,.,KENEDY H S,42.0,D,65.0,128,KARNES,128902,KENEDY ISD,12,09,09 - 12,S,,,N,N,N, , ,3,REGION 03: VICTORIA,67.0,D,69.0,,C,71.0,C,71.0,40.0,69.0,57.0,65.0,96.1,80.0,C,70.0,220,100.0,45.0,18.0,250.0,220,0.0,0.0,172,78.2,11,5.0,0.0,0.0,28,12.7,0.0,0.0
128902004,,X, ,N,N,N,Y,N,N,Y,N,.,FISD DAEP,,X,,128,KARNES,128902,KENEDY ISD,12,10,10 - 12,S,,,N,N,N, , ,3,REGION 03: VICTORIA,,X,,,X,,X,,,,,,,,X,,6,100.0,9.0,100.0,9.0,6,0.0,0.0,6,100.0,0,0.0,0.0,0.0,2,33.3,0.0,0.0
128902041,69.0,D, ,N,N,N,N,N,N,N,N,.,KENEDY MIDDLE,30.0,D,67.0,128,KARNES,128902,KENEDY ISD,08,06,06 - 08,M,,,N,N,N, , ,3,REGION 03: VICTORIA,57.0,D,64.0,,C,74.0,C,74.0,36.0,67.0,,,,,D,67.0,147,100.0,42.0,22.3,188.0,147,0.0,0.0,117,79.6,10,6.8,0.0,0.0,24,16.3,0.0,0.0
128902104,66.0,D, ,N,N,N,N,N,N,N,N,.,KENEDY EL,8.0,F,51.0,128,KARNES,128902,KENEDY ISD,05,PK,PK - 05,E,,,N,N,N, , ,3,REGION 03: VICTORIA,57.0,D,62.0,,C,72.0,C,72.0,38.0,65.0,,,,,D,65.0,141,39.8,60.0,21.4,281.0,354,0.0,0.0,311,87.9,28,7.9,0.0,0.0,68,19.2,0.0,0.0
128903001,60.0,D, ,N,N,N,N,N,N,N,N,.,RUNGE H S,30.0,F,54.0,128,KARNES,128903,RUNGE ISD,12,07,07 - 12,S,,,N,N,N, , ,3,REGION 03: VICTORIA,40.0,F,49.0,,D,63.0,D,63.0,20.0,47.0,69.0,73.0,95.2,75.0,D,63.0,86,100.0,25.0,23.6,106.0,86,0.0,0.0,72,83.7,0,0.0,0.0,0.0,19,22.1,0.0,0.0
128903003,,X, ,N,N,N,Y,N,N,Y,N,.,NIXON-SMILEY DAEP,,X,,128,KARNES,128903,RUNGE ISD,10,10,10 - 10,S,,,N,N,N, , ,3,REGION 03: VICTORIA,,X,,,X,,X,,,,,,,,X,,1,100.0,3.0,100.0,3.0,1,0.0,0.0,1,100.0,0,0.0,0.0,0.0,1,100.0,0.0,0.0
128903101,50.0,F, ,N,N,N,N,N,N,N,N,1A,RUNGE EL,5.0,F,43.0,128,KARNES,128903,RUNGE ISD,06,EE,EE - 06,E,,,N,N,N, , ,3,REGION 03: VICTORIA,43.0,F,53.0,,F,51.0,F,53.0,23.0,50.0,,,,,F,50.0,47,38.8,24.0,23.5,102.0,121,,0.0,106,87.6,2,1.7,,0.0,11,9.1,0.0,0.0
128904001,95.0,A, ,N,N,N,N,N,N,N,N,.,FALLS CITY H S,90.0,A,96.0,128,KARNES,128904,FALLS CITY ISD,12,07,07 - 12,S,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,77.0,B,83.0,,B,88.0,B,88.0,71.0,93.0,89.0,91.0,100.0,100.0,A,94.0,184,100.0,4.0,2.2,185.0,184,0.0,0.0,36,19.6,6,3.3,0.0,0.0,18,9.8,0.0,0.0
128904101,93.0,A, ,N,N,N,N,N,N,N,N,.,FALLS CITY EL,79.0,A,92.0,128,KARNES,128904,FALLS CITY ISD,06,PK,PK - 06,E,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,83.0,A,92.0,,B,83.0,A,92.0,70.0,93.0,,,,,A,93.0,139,54.7,11.0,5.3,209.0,254,0.0,0.0,48,18.9,3,1.2,0.0,0.0,32,12.6,0.0,0.0
129901001,74.0,C, ,N,N,N,N,N,N,N,N,.,CRANDALL H S,48.0,C,70.0,129,KAUFMAN,129901,CRANDALL ISD,12,09,09 - 12,S,,,N,N,N, , ,10,REGION 10: RICHARDSON,71.0,C,75.0,,C,73.0,C,75.0,46.0,74.0,61.0,68.0,99.6,95.0,C,76.0,1706,100.0,263.0,15.7,1679.0,1706,,0.0,950,55.7,218,12.8,0.0,0.0,196,11.5,,0.0
