CAMPUS,CDALLS,C_RATING,CFLAEATYPE,CFLAEC,CFLALTED,CFLCHART,CFLDAEP,CFLEEK,CFLJJ,CFLNEWCAMP,CFLRTF,COMP23F,CAMPNAME,CD3,CD3G,CD3S,COUNTY,CNTYNAME,DISTRICT,DISTNAME,GRDHIGH,GRDLOW,GRDSPAN,GRDTYPE,LAS_SCORE,LAS_WEIGHT,CFLPAIR,CFLPAIRD,CFLPAIRO,PAIRCAMP,PAIRNAME,REGION,REGNNAME,CD2A,CD2AG,CD2AS,CD2B,CD2BG,CD2BS,CD2G,CD2S,CD1A,CD1AS,CD1B,CD1BS,CD1C,CD1CS,CD1G,CD1S,CPE0312C,CPE0312P,CPEMALLC,CPEMALLP,CPEMALLT,CPETALLC,CPETECHC,CPETECHP,CPETECOC,CPETECOP,CPETLEPC,CPETLEPP,CPETPTEC,CPETPTEP,CPETSPEC,CPETSPEP,CPETSTEC,CPETSTEP
129901041,69.0,D, ,N,N,N,N,N,N,N,N,2,CRANDALL MIDDLE,32.0,D,68.0,129,KAUFMAN,129901,CRANDALL ISD,08,07,07 - 08,M,,,N,N,N, , ,10,REGION 10: RICHARDSON,59.0,D,67.0,,D,63.0,D,67.0,37.0,69.0,,,,,D,69.0,982,100.0,133.0,14.1,946.0,982,,0.0,587,59.8,198,20.2,,0.0,146,14.9,,0.0
129901101,81.0,B, ,N,N,N,N,N,N,N,N,2,W A MARTIN EL,54.0,C,77.0,129,KAUFMAN,129901,CRANDALL ISD,06,EE,EE - 06,E,,,N,N,N, , ,10,REGION 10: RICHARDSON,74.0,B,83.0,,D,65.0,B,83.0,38.0,65.0,,,,,D,65.0,314,48.8,78.0,13.7,569.0,644,,0.0,455,70.7,247,38.4,,0.0,122,18.9,,0.0
129901102,73.0,C, ,N,N,N,N,N,N,N,N,.,NOLA KATHRYN WILSON EL,34.0,C,70.0,129,KAUFMAN,129901,CRANDALL ISD,06,EE,EE - 06,E,,,N,N,N, , ,10,REGION 10: RICHARDSON,61.0,D,68.0,,C,74.0,C,74.0,46.0,74.0,,,,,C,74.0,341,57.5,45.0,8.7,518.0,593,,0.0,348,58.7,99,16.7,,0.0,110,18.5,,0.0
129901103,78.0,C, ,N,N,N,N,N,N,N,N,.,BARBARA WALKER EL,58.0,C,79.0,129,KAUFMAN,129901,CRANDALL ISD,06,EE,EE - 06,E,,,N,N,N, , ,10,REGION 10: RICHARDSON,65.0,C,73.0,,C,77.0,C,77.0,46.0,74.0,,,,,C,74.0,361,55.2,132.0,24.7,535.0,654,,0.0,434,66.4,75,11.5,,0.0,90,13.8,,0.0
129901105,69.0,D, ,N,N,N,N,N,N,N,N,2,HOLLIS T DIETZ EL,39.0,C,72.0,129,KAUFMAN,129901,CRANDALL ISD,06,EE,EE - 06,E,,,N,N,N, , ,10,REGION 10: RICHARDSON,61.0,D,68.0,,F,58.0,D,68.0,37.0,64.0,,,,,D,64.0,470,58.1,106.0,20.2,525.0,809,,0.0,490,60.6,81,10.0,,0.0,113,14.0,,0.0
129901106,74.0,C, ,N,N,N,N,N,N,N,N,.,NOBLE REED,40.0,C,72.0,129,KAUFMAN,129901,CRANDALL ISD,06,EE,EE - 06,E,,,N,N,N, , ,10,REGION 10: RICHARDSON,60.0,D,66.0,,C,75.0,C,75.0,43.0,72.0,,,,,C,72.0,276,47.0,69.0,11.7,588.0,587,,0.0,438,74.6,174,29.6,,0.0,89,15.2,,0.0
129902001,85.0,B, ,N,N,N,N,N,N,N,N,.,FORNEY H S,71.0,B,87.0,129,KAUFMAN,129902,FORNEY ISD,12,09,09 - 12,S,,,N,N,N, , ,10,REGION 10: RICHARDSON,77.0,B,83.0,,C,77.0,B,83.0,57.0,86.0,78.0,80.0,98.7,90.0,B,84.0,2272,100.0,274.0,12.7,2159.0,2272,,0.0,632,27.8,182,8.0,0.0,0.0,240,10.6,,0.0
129902003,80.0,B, ,N,N,N,N,N,N,N,N,.,NORTH FORNEY H S,65.0,B,82.0,129,KAUFMAN,129902,FORNEY ISD,12,09,09 - 12,S,,,N,N,N, , ,10,REGION 10: RICHARDSON,73.0,C,79.0,,C,71.0,C,79.0,42.0,71.0,68.0,73.0,98.6,90.0,C,76.0,2502,100.0,561.0,21.7,2581.0,2502,,0.0,1217,48.6,222,8.9,0.0,0.0,269,10.8,,0.0
129902041,90.0,A, ,N,N,N,N,N,N,N,N,.,WARREN MIDDLE,77.0,A,92.0,129,KAUFMAN,129902,FORNEY ISD,08,07,07 - 08,M,,,N,N,N, , ,10,REGION 10: RICHARDSON,79.0,B,89.0,,C,70.0,B,89.0,57.0,87.0,,,,,B,87.0,903,100.0,89.0,9.7,922.0,903,,0.0,231,25.6,86,9.5,,0.0,86,9.5,,0.0
129902042,81.0,B, ,N,N,N,N,N,N,N,N,.,BROWN MIDDLE,56.0,C,79.0,129,KAUFMAN,129902,FORNEY ISD,08,07,07 - 08,M,,,N,N,N, , ,10,REGION 10: RICHARDSON,70.0,B,82.0,,D,66.0,B,82.0,40.0,72.0,,,,,C,72.0,672,100.0,151.0,22.2,679.0,672,,0.0,376,56.0,57,8.5,,0.0,93,13.8,,0.0
129902043,84.0,B, ,N,N,N,N,N,N,N,N,.,JACKSON MIDDLE,62.0,B,83.0,129,KAUFMAN,129902,FORNEY ISD,08,07,07 - 08,M,,,N,N,N, , ,10,REGION 10: RICHARDSON,73.0,B,84.0,,D,66.0,B,84.0,43.0,75.0,,,,,C,75.0,969,100.0,180.0,17.5,1027.0,969,,0.0,472,48.7,168,17.3,,0.0,135,13.9,,0.0
129902101,91.0,A, ,N,N,N,N,N,N,N,N,.,JOHNSON EL,77.0,A,91.0,129,KAUFMAN,129902,FORNEY ISD,04,PK,PK - 04,E,,,N,N,N, , ,10,REGION 10: RICHARDSON,80.0,A,90.0,,B,85.0,A,90.0,64.0,91.0,,,,,A,91.0,268,38.6,55.0,10.4,527.0,694,,0.0,248,35.7,120,17.3,,0.0,116,16.7,,0.0
129902102,74.0,C, ,N,N,N,N,N,N,N,N,.,CRISWELL EL,44.0,C,74.0,129,KAUFMAN,129902,FORNEY ISD,04,KG,KG - 04,E,,,N,N,N, , ,10,REGION 10: RICHARDSON,63.0,C,70.0,,D,69.0,C,70.0,46.0,74.0,,,,,C,74.0,283,35.1,95.0,15.2,626.0,807,,0.0,404,50.1,375,46.5,,0.0,80,9.9,,0.0
129902103,77.0,C, ,N,N,N,N,N,N,N,N,.,CLAYBON EL,37.0,C,71.0,129,KAUFMAN,129902,FORNEY ISD,04,KG,KG - 04,E,,,N,N,N, , ,10,REGION 10: RICHARDSON,54.0,F,58.0,,C,70.0,C,70.0,53.0,80.0,,,,,B,80.0,247,43.2,69.0,14.8,465.0,572,,0.0,201,35.1,40,7.0,,0.0,98,17.1,,0.0
129902104,87.0,B, ,N,N,N,N,N,N,N,N,.,HENDERSON EL,74.0,A,90.0,129,KAUFMAN,129902,FORNEY ISD,04,EE,EE - 04,E,,,N,N,N, , ,10,REGION 10: RICHARDSON,76.0,B,86.0,,B,83.0,B,86.0,56.0,85.0,,,,,B,85.0,184,25.8,118.0,16.8,702.0,712,,0.0,359,50.4,105,14.7,,0.0,115,16.2,,0.0
129902105,79.0,C, ,N,N,N,N,N,N,N,N,.,BLACKBURN EL,49.0,C,76.0,129,KAUFMAN,129902,FORNEY ISD,04,KG,KG - 04,E,,,N,N,N, , ,10,REGION 10: RICHARDSON,69.0,C,78.0,,B,80.0,B,80.0,52.0,79.0,,,,,C,79.0,299,42.9,150.0,25.3,594.0,697,,0.0,370,53.1,58,8.3,,0.0,71,10.2,,0.0
129902106,59.0,F, ,N,N,N,N,N,N,N,N,2,CROSBY EL,17.0,D,62.0,129,KAUFMAN,129902,FORNEY ISD,04,KG,KG - 04,E,,,N,N,N, , ,10,REGION 10: RICHARDSON,47.0,F,55.0,,F,56.0,F,56.0,34.0,59.0,,,,,F,59.0,285,41.8,133.0,22.9,581.0,682,,0.0,403,59.1,54,7.9,,0.0,99,14.5,,0.0
129902107,68.0,D, ,N,N,N,N,N,N,N,N,.,LEWIS EL,28.0,D,67.0,129,KAUFMAN,129902,FORNEY ISD,04,KG,KG - 04,E,,,N,N,N, , ,10,REGION 10: RICHARDSON,59.0,D,65.0,,F,58.0,D,65.0,40.0,69.0,,,,,D,69.0,315,41.3,175.0,24.5,713.0,763,,0.0,385,50.5,136,17.8,,0.0,96,12.6,,0.0
129902108,85.0,B, ,N,N,N,N,N,N,N,N,.,RHEA INT,63.0,B,84.0,129,KAUFMAN,129902,FORNEY ISD,06,05,05 - 06,M,,,N,N,N, , ,10,REGION 10: RICHARDSON,66.0,C,78.0,,D,69.0,C,78.0,56.0,86.0,,,,,B,86.0,833,100.0,103.0,12.4,829.0,833,,0.0,215,25.8,70,8.4,,0.0,121,14.5,,0.0
129902109,74.0,C, ,N,N,N,N,N,N,N,N,.,SMITH INT,50.0,C,76.0,129,KAUFMAN,129902,FORNEY ISD,06,05,05 - 06,M,,,N,N,N, , ,10,REGION 10: RICHARDSON,63.0,C,73.0,,D,63.0,C,73.0,38.0,70.0,,,,,C,70.0,602,100.0,145.0,23.2,624.0,602,,0.0,349,58.0,50,8.3,,0.0,101,16.8,,0.0
129902110,76.0,C, ,N,N,N,N,N,N,N,N,.,RHODES IS,49.0,C,76.0,129,KAUFMAN,129902,FORNEY ISD,06,05,05 - 06,M,,,N,N,N, , ,10,REGION 10: RICHARDSON,61.0,C,70.0,,C,74.0,C,74.0,45.0,76.0,,,,,C,76.0,995,100.0,174.0,17.0,1021.0,995,,0.0,512,51.5,208,20.9,,0.0,150,15.1,,0.0
129902111,73.0,C, ,N,N,N,N,N,N,N,N,.,GRIFFIN EL,36.0,C,71.0,129,KAUFMAN,129902,FORNEY ISD,04,KG,KG - 04,E,,,N,N,N, , ,10,REGION 10: RICHARDSON,66.0,C,74.0,,F,56.0,C,74.0,38.0,65.0,,,,,D,65.0,307,39.3,162.0,27.7,585.0,781,,0.0,374,47.9,53,6.8,,0.0,93,11.9,,0.0
129902112,85.0,B, ,N,N,N,N,N,N,Y,N,.,WILLETT EL,68.0,B,86.0,129,KAUFMAN,129902,FORNEY ISD,04,EE,EE - 04,E,,,N,N,N, , ,10,REGION 10: RICHARDSON,75.0,B,85.0,,C,72.0,B,85.0,55.0,83.0,,,,,B,83.0,259,35.8,,,,724,,0.0,230,31.8,80,11.0,,0.0,141,19.5,,0.0
129903001,94.0,A, ,N,N,N,N,N,N,N,N,.,KAUFMAN H S,86.0,A,95.0,129,KAUFMAN,129903,KAUFMAN ISD,12,09,09 - 12,S,,,N,N,N, , ,10,REGION 10: RICHARDSON,81.0,B,86.0,,A,93.0,A,93.0,54.0,82.0,95.0,96.0,100.0,100.0,A,91.0,1303,100.0,157.0,12.1,1301.0,1303,,0.0,918,70.5,277,21.3,0.0,0.0,119,9.1,,0.0
129903003,94.0,A,DROPOUT RECOVERY SCHOOL,Y,Y,N,N,N,N,N,N,.,GARY W CAMPBELL H S,,Z,,129,KAUFMAN,129903,KAUFMAN ISD,12,09,09 - 12,S,,,N,N,N, , ,10,REGION 10: RICHARDSON,,Z,,,Z,,Z,,40.0,90.0,83.0,96.0,100.0,100.0,A,94.0,27,100.0,44.0,88.0,50.0,27,,0.0,25,92.6,6,22.2,0.0,0.0,4,14.8,,0.0
129903041,87.0,B, ,N,N,N,N,N,N,N,N,.,NORMAN J H,68.0,B,88.0,129,KAUFMAN,129903,KAUFMAN ISD,08,06,06 - 08,M,,,N,N,N, , ,10,REGION 10: RICHARDSON,70.0,B,82.0,,B,86.0,B,86.0,48.0,79.0,,,,,C,79.0,989,100.0,132.0,12.2,1079.0,989,,0.0,689,69.7,282,28.5,,0.0,113,11.4,,0.0
129903105,87.0,B, ,N,N,N,N,Y,N,N,N,.,HELEN EDWARD EARLY CHILDHOOD CENTER,,P,,129,KAUFMAN,129903,KAUFMAN ISD,KG,EE,EE - KG,E,,,Y,Y,N,129903000,KAUFMAN ISD,10,REGION 10: RICHARDSON,,P,,,P,,P,,,,,,,,P,,0,0.0,,,,485,,0.0,385,79.4,150,30.9,,0.0,38,7.8,,0.0
129903110,86.0,B, ,N,N,N,N,N,N,N,N,.,J W MONDAY EL,75.0,A,90.0,129,KAUFMAN,129903,KAUFMAN ISD,05,01,01 - 05,E,,,N,N,N, , ,10,REGION 10: RICHARDSON,70.0,C,79.0,,B,84.0,B,84.0,51.0,78.0,,,,,C,78.0,292,62.4,60.0,12.2,492.0,468,,0.0,322,68.8,120,25.6,,0.0,63,13.5,,0.0
129903112,77.0,C, ,N,N,N,N,N,N,N,N,.,J R PHILLIPS EL,49.0,C,76.0,129,KAUFMAN,129903,KAUFMAN ISD,05,01,01 - 05,E,,,N,N,N, , ,10,REGION 10: RICHARDSON,69.0,C,78.0,,C,74.0,C,78.0,41.0,70.0,,,,,C,70.0,298,63.4,55.0,11.2,493.0,470,,0.0,364,77.4,170,36.2,,0.0,90,19.1,,0.0
129903114,79.0,C, ,N,N,N,N,N,N,N,N,.,LUCILLE NASH EL,37.0,C,71.0,129,KAUFMAN,129903,KAUFMAN ISD,05,01,01 - 05,E,,,N,N,N, , ,10,REGION 10: RICHARDSON,66.0,C,74.0,,B,82.0,B,82.0,49.0,77.0,,,,,C,77.0,335,58.2,114.0,19.3,592.0,576,,0.0,393,68.2,117,20.3,,0.0,98,17.0,,0.0
129904001,79.0,C, ,N,N,N,N,N,N,N,N,.,KEMP H S,55.0,C,75.0,129,KAUFMAN,129904,KEMP ISD,12,09,09 - 12,S,,,N,N,N, , ,10,REGION 10: RICHARDSON,71.0,C,75.0,,B,81.0,B,81.0,43.0,72.0,89.0,91.0,95.8,75.0,B,80.0,543,100.0,100.0,19.3,519.0,543,0.0,0.0,311,57.3,84,15.5,0.0,0.0,64,11.8,0.0,0.0
129904003,92.0,A,DROPOUT RECOVERY SCHOOL,Y,Y,N,N,N,N,N,N,.,KEMP ALTERNATIVE,,Z,,129,KAUFMAN,129904,KEMP ISD,12,10,10 - 12,S,,,N,N,N, , ,10,REGION 10: RICHARDSON,,Z,,,Z,,Z,,37.0,87.0,67.0,92.0,100.0,100.0,A,92.0,6,100.0,18.0,100.0,18.0,6,0.0,0.0,3,50.0,1,16.7,0.0,0.0,1,16.7,0.0,0.0
129904041,53.0,F, ,N,N,N,N,N,N,N,N,1,KEMP J H,5.0,F,40.0,129,KAUFMAN,129904,KEMP ISD,08,06,06 - 08,M,,,N,N,N, , ,10,REGION 10: RICHARDSON,44.0,F,54.0,,F,59.0,F,59.0,30.0,58.0,,,,,F,58.0,401,100.0,83.0,17.7,468.0,401,,0.0,299,74.6,82,20.4,,0.0,79,19.7,0.0,0.0
129904101,78.0,C, ,N,N,N,N,N,N,N,N,.,KEMP PRI,,P,,129,KAUFMAN,129904,KEMP ISD,02,EE,EE - 02,E,,,Y,N,N,129904102,KEMP INT,10,REGION 10: RICHARDSON,,P,,,P,,P,,,,,,,,P,,0,0.0,40.0,15.2,263.0,502,,0.0,408,81.3,91,18.1,,0.0,72,14.3,,0.0
129904102,78.0,C, ,N,N,N,N,N,N,N,N,.,KEMP INT,38.0,C,72.0,129,KAUFMAN,129904,KEMP ISD,05,03,03 - 05,E,,,N,N,Y, , ,10,REGION 10: RICHARDSON,61.0,D,68.0,,B,80.0,B,80.0,45.0,73.0,,,,,C,73.0,382,100.0,89.0,20.9,426.0,382,0.0,0.0,301,78.8,75,19.6,0.0,0.0,83,21.7,0.0,0.0
129905001,86.0,B, ,N,N,N,N,N,N,N,N,.,MABANK H S,72.0,B,88.0,129,KAUFMAN,129905,MABANK ISD,12,09,09 - 12,S,,,N,N,N, , ,10,REGION 10: RICHARDSON,60.0,F,59.0,,B,85.0,B,85.0,52.0,79.0,82.0,84.0,98.8,90.0,B,83.0,1109,100.0,180.0,16.2,1110.0,1109,,0.0,637,57.4,61,5.5,0.0,0.0,147,13.3,,0.0
129905041,89.0,B, ,N,N,N,N,N,N,N,N,.,MABANK J H,69.0,B,88.0,129,KAUFMAN,129905,MABANK ISD,08,07,07 - 08,M,,,N,N,N, , ,10,REGION 10: RICHARDSON,72.0,B,83.0,,A,90.0,A,90.0,54.0,85.0,,,,,B,85.0,590,100.0,90.0,14.1,639.0,590,,0.0,364,61.7,53,9.0,,0.0,90,15.3,,0.0
129905103,79.0,C, ,N,N,N,N,N,N,N,N,.,CENTRAL EL,37.0,C,71.0,129,KAUFMAN,129905,MABANK ISD,04,PK,PK - 04,E,,,N,N,N, , ,10,REGION 10: RICHARDSON,55.0,F,59.0,,B,82.0,B,82.0,50.0,77.0,,,,,C,77.0,220,32.7,53.0,11.4,464.0,673,,0.0,433,64.3,46,6.8,,0.0,96,14.3,,0.0
129905104,79.0,C, ,N,N,N,N,N,N,N,N,.,SOUTHSIDE EL,43.0,C,73.0,129,KAUFMAN,129905,MABANK ISD,04,PK,PK - 04,E,,,N,N,N, , ,10,REGION 10: RICHARDSON,73.0,B,82.0,,C,79.0,B,82.0,44.0,72.0,,,,,C,72.0,180,37.0,58.0,15.9,365.0,486,,0.0,387,79.6,51,10.5,,0.0,59,12.1,,0.0
129905105,85.0,B, ,N,N,N,N,N,N,N,N,.,LAKEVIEW EL,54.0,C,77.0,129,KAUFMAN,129905,MABANK ISD,04,PK,PK - 04,E,,,N,N,N, , ,10,REGION 10: RICHARDSON,74.0,B,83.0,,B,89.0,B,89.0,56.0,85.0,,,,,B,85.0,181,42.0,57.0,16.1,353.0,431,,0.0,320,74.2,59,13.7,,0.0,73,16.9,,0.0
129905106,71.0,C, ,N,N,N,N,N,N,N,N,3,MABANK INT,19.0,D,62.0,129,KAUFMAN,129905,MABANK ISD,06,05,05 - 06,M,,,N,N,N, , ,10,REGION 10: RICHARDSON,46.0,F,55.0,,C,75.0,C,75.0,40.0,72.0,,,,,C,72.0,610,100.0,98.0,15.9,616.0,610,,0.0,406,66.6,56,9.2,,0.0,97,15.9,,0.0
129906002,63.0,D, ,N,N,N,N,N,N,N,N,.,TERRELL H S,25.0,F,50.0,129,KAUFMAN,129906,TERRELL ISD,12,09,09 - 12,S,,,N,N,N, , ,10,REGION 10: RICHARDSON,64.0,D,64.0,,D,68.0,D,68.0,37.0,64.0,62.0,68.0,92.6,65.0,D,66.0,1465,100.0,265.0,17.3,1528.0,1465,0.0,0.0,827,56.5,272,18.6,0.0,0.0,153,10.4,0.0,0.0
129906004,64.0,D,DROPOUT RECOVERY SCHOOL,Y,Y,N,N,N,N,N,N,.,TERRELL ALTERNATIVE EDUCATION CENTER/PHOENIX SCH,,Z,,129,KAUFMAN,129906,TERRELL ISD,12,12,12 - 12,S,,,N,N,N, , ,10,REGION 10: RICHARDSON,,Z,,,Z,,Z,,8.0,47.0,14.0,64.0,100.0,100.0,D,64.0,14,100.0,43.0,100.0,43.0,14,0.0,0.0,10,71.4,3,21.4,0.0,0.0,1,7.1,0.0,0.0
129906041,69.0,D, ,N,N,N,N,N,N,N,N,2,HERMAN FURLOUGH JR MIDDLE,30.0,D,67.0,129,KAUFMAN,129906,TERRELL ISD,08,06,06 - 08,M,,,N,N,N, , ,10,REGION 10: RICHARDSON,61.0,C,70.0,,F,58.0,C,70.0,32.0,60.0,,,,,D,60.0,1168,100.0,192.0,15.5,1239.0,1168,,0.0,752,64.4,369,31.6,,0.0,155,13.3,0.0,0.0
129906103,63.0,D, ,N,N,N,N,Y,N,N,N,.,W H BURNETT EL,,P,,129,KAUFMAN,129906,TERRELL ISD,PK,PK,PK - PK,E,,,Y,Y,N,129906000,TERRELL ISD,10,REGION 10: RICHARDSON,,P,,,P,,P,,,,,,,,P,,0,0.0,,,,325,,0.0,257,79.1,79,24.3,,0.0,25,7.7,,0.0
129906104,,X, ,N,N,N,N,N,N,N,Y,.,TISD CHILD & ADOLESCENT SCHOOL,,X,,129,KAUFMAN,129906,TERRELL ISD,12,01,01 - 12,B,,,N,N,N, , ,10,REGION 10: RICHARDSON,,X,,,X,,X,,,,,,,,X,,36,92.3,188.0,98.4,191.0,39,0.0,0.0,15,38.5,0,0.0,0.0,0.0,21,53.8,0.0,0.0
129906107,67.0,D, ,N,N,N,N,N,N,N,N,3,J W LONG EL,18.0,D,63.0,129,KAUFMAN,129906,TERRELL ISD,05,KG,KG - 05,E,,,N,N,N, , ,10,REGION 10: RICHARDSON,61.0,D,68.0,,F,53.0,D,68.0,28.0,54.0,,,,,F,54.0,336,50.0,84.0,13.8,610.0,672,,0.0,440,65.5,246,36.6,,0.0,85,12.6,,0.0
129906108,52.0,F, ,N,N,N,N,N,N,N,N,1,GILBERT WILLIE SR EL,3.0,F,38.0,129,KAUFMAN,129906,TERRELL ISD,05,KG,KG - 05,E,,,N,N,N, , ,10,REGION 10: RICHARDSON,54.0,F,58.0,,F,57.0,F,58.0,32.0,57.0,,,,,F,57.0,377,53.8,119.0,18.1,658.0,701,,0.0,506,72.2,211,30.1,,0.0,93,13.3,,0.0
129906109,67.0,D, ,N,N,N,N,N,N,N,N,2,DR BRUCE WOOD EL,33.0,C,70.0,129,KAUFMAN,129906,TERRELL ISD,05,KG,KG - 05,E,,,N,N,N, , ,10,REGION 10: RICHARDSON,60.0,D,66.0,,F,57.0,D,66.0,33.0,58.0,,,,,F,58.0,316,54.7,129.0,22.5,573.0,578,,0.0,397,68.7,154,26.6,,0.0,67,11.6,,0.0
129906110,85.0,B, ,N,N,N,N,N,N,N,N,.,GLOBAL LEADERSHIP ACADEMY,40.0,C,72.0,129,KAUFMAN,129906,TERRELL ISD,05,KG,KG - 05,E,,,N,N,N, , ,10,REGION 10: RICHARDSON,44.0,F,53.0,,B,83.0,B,83.0,61.0,90.0,,,,,A,90.0,122,50.6,5.0,2.8,179.0,241,,0.0,90,37.3,18,7.5,,0.0,7,2.9,,0.0
129910001,83.0,B, ,N,N,N,N,N,N,N,N,.,SCURRY-ROSSER H S,58.0,C,77.0,129,KAUFMAN,129910,SCURRY-ROSSER ISD,12,09,09 - 12,S,,,N,N,N, , ,10,REGION 10: RICHARDSON,81.0,B,86.0,,C,78.0,B,86.0,55.0,83.0,71.0,75.0,98.8,90.0,B,81.0,366,100.0,40.0,10.6,376.0,366,0.0,0.0,142,38.8,23,6.3,0.0,0.0,48,13.1,0.0,0.0
129910041,88.0,B, ,N,N,N,N,N,N,N,N,.,SCURRY-ROSSER MIDDLE,73.0,A,91.0,129,KAUFMAN,129910,SCURRY-ROSSER ISD,08,04,04 - 08,M,,,N,N,N, , ,10,REGION 10: RICHARDSON,70.0,B,82.0,,B,87.0,B,87.0,56.0,86.0,,,,,B,86.0,407,100.0,44.0,9.6,457.0,407,,0.0,202,49.6,56,13.8,,0.0,66,16.2,0.0,0.0
129910101,87.0,B, ,N,N,N,N,N,N,N,N,.,SCURRY-ROSSER EL,79.0,A,92.0,129,KAUFMAN,129910,SCURRY-ROSSER ISD,03,EE,EE - 03,E,,,N,N,N, , ,10,REGION 10: RICHARDSON,,Z,,,B,85.0,B,85.0,53.0,80.0,,,,,B,80.0,73,25.1,23.0,10.6,218.0,291,,0.0,190,65.3,47,16.2,,0.0,47,16.2,,0.0
130801001,,X, ,N,N,Y,N,N,N,N,Y,.,OAKS ACADEMY,,X,,130,KENDALL,130801,MEADOWLAND CHARTER DISTRICT,12,03,03 - 12,B,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,,X,,,X,,X,,48.0,,18.0,,,,X,,45,100.0,95.0,74.8,127.0,45,0.0,0.0,39,86.7,1,2.2,0.0,0.0,29,64.4,0.0,0.0
130801003,,X,RESIDENTIAL FACILITY,N,Y,Y,N,N,N,N,Y,.,STEPPING STONES ACADEMY,,X,,130,KENDALL,130801,MEADOWLAND CHARTER DISTRICT,12,03,03 - 12,B,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,,X,,,X,,X,,,,,,,,X,,23,100.0,54.0,96.4,56.0,23,0.0,0.0,21,91.3,0,0.0,0.0,0.0,6,26.1,0.0,0.0
130901001,92.0,A, ,N,N,N,N,N,N,N,N,.,BOERNE H S,83.0,A,93.0,130,KENDALL,130901,BOERNE ISD,12,09,09 - 12,S,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,76.0,B,82.0,,B,83.0,B,83.0,65.0,91.0,88.0,90.0,100.0,100.0,A,92.0,1346,100.0,144.0,10.7,1351.0,1346,0.0,0.0,286,21.2,83,6.2,0.0,0.0,137,10.2,0.0,0.0
130901002,92.0,A, ,N,N,N,N,N,N,N,N,.,BOERNE - SAMUEL V CHAMPION H S,86.0,A,95.0,130,KENDALL,130901,BOERNE ISD,12,09,09 - 12,S,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,78.0,B,84.0,,B,82.0,B,84.0,72.0,93.0,85.0,87.0,99.3,95.0,A,91.0,2006,100.0,200.0,9.9,2027.0,2006,0.0,0.0,236,11.8,66,3.3,51.0,2.5,164,8.2,0.0,0.0
130901041,91.0,A, ,N,N,N,N,N,N,N,N,.,BOERNE MIDDLE NORTH,76.0,A,92.0,130,KENDALL,130901,BOERNE ISD,08,06,06 - 08,M,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,76.0,B,87.0,,B,82.0,B,87.0,63.0,91.0,,,,,A,91.0,812,100.0,76.0,8.6,881.0,812,0.0,0.0,216,26.6,74,9.1,0.0,0.0,132,16.3,0.0,0.0
130901042,92.0,A, ,N,N,N,N,N,N,N,N,.,BOERNE MIDDLE SOUTH,80.0,A,93.0,130,KENDALL,130901,BOERNE ISD,08,06,06 - 08,M,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,74.0,B,85.0,,B,82.0,B,85.0,68.0,92.0,,,,,A,92.0,911,100.0,78.0,8.1,968.0,911,0.0,0.0,168,18.4,67,7.4,0.0,0.0,100,11.0,0.0,0.0
130901043,92.0,A, ,N,N,N,N,N,N,N,N,.,VOSS MIDDLE,78.0,A,92.0,130,KENDALL,130901,BOERNE ISD,08,06,06 - 08,M,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,76.0,B,87.0,,C,75.0,B,87.0,69.0,92.0,,,,,A,92.0,772,100.0,38.0,4.8,786.0,772,0.0,0.0,81,10.5,14,1.8,0.0,0.0,87,11.3,0.0,0.0
130901101,89.0,B, ,N,N,N,N,N,N,N,N,.,CURINGTON EL,75.0,A,90.0,130,KENDALL,130901,BOERNE ISD,05,EE,EE - 05,E,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,78.0,B,88.0,,C,79.0,B,88.0,59.0,89.0,,,,,B,89.0,298,46.4,67.0,12.4,541.0,642,0.0,0.0,214,33.3,95,14.8,0.0,0.0,126,19.6,0.0,0.0
130901102,90.0,A, ,N,N,N,N,N,N,N,N,.,FABRA EL,70.0,B,87.0,130,KENDALL,130901,BOERNE ISD,05,EE,EE - 05,E,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,71.0,B,80.0,,B,85.0,B,85.0,63.0,91.0,,,,,A,91.0,332,47.4,43.0,8.2,523.0,700,0.0,0.0,267,38.1,87,12.4,0.0,0.0,140,20.0,0.0,0.0
130901103,92.0,A, ,N,N,N,N,N,N,N,N,.,FAIR OAKS RANCH EL,73.0,B,89.0,130,KENDALL,130901,BOERNE ISD,05,EE,EE - 05,E,,,N,N,N, , ,20,REGION 20: SAN ANTONIO,79.0,B,89.0,,B,82.0,B,89.0,73.0,93.0,,,,,A,93.0,408,50.0,57.0,8.6,666.0,816,0.0,0.0,93,11.4,26,3.2,0.0,0.0,119,14.6,0.0,0.0
