CAMPUS,CA0GS21R,CAD_GAP,CAD_MATH,CAD_POST,CAD_PROGRESS,CAD_READ,CAD_SCIE,CAD_SOCI,CAMPNAME,CASC4X21R,CD1A,CD1AS,CD1B,CD1BS,CD1C,CD1CS,CD1G,CD1S,CD2A,CD2AG,CD2AS,CD2B,CD2BG,CD2BS,CD2G,CD2S,CD3,CD3G,CD3S,CDALLS,CFLAEATYPE,CFLAEC,CFLALTED,CFLCHART,CFLDAEP,CFLEEK,CFLJJ,CFLNEWCAMP,CFLPAIR,CFLPAIRD,CFLPAIRO,CFLRTF,CNTYNAME,COMP22F,COUNTY,CPE0312C,CPE0312P,CPEMALLC,CPEMALLP,CPEMALLT,CPETALLC,CPETECHC,CPETECHP,CPETECOC,CPETECOP,CPETLEPC,CPETLEPP,CPETPTEC,CPETPTEP,CPETSPEC,CPETSPEP,CPETSTEC,CPETSTEP,C_AEABONUS,C_AEABONUS_USED_PCT,C_AEAGRAD_PTS,C_AEASTAAR_PCT,C_AEASTAAR_PTS,C_RATING,DISTNAME,DISTRICT,GRDHIGH,GRDLOW,GRDSPAN,GRDTYPE,LAS_SCORE,LAS_WEIGHT,PAIRCAMP,PAIRNAME,REGION,REGNNAME
241901001,100,0,0,0,0,0,0,0,BOLING H S,100,46,74,50,82,100,100,B,82,55,Not Rated: SB 1365,59,48,C,75,C,75,59,C,77,81, ,N,N,N,N,N,N,N,N,N,N,N,WHARTON,.,241,343,100.0,23,6.1,374,343,0,0.0,163,47.5,17,5.0,0,0.0,27,7.9,0,0.0,.,.,.,.,.,B,BOLING ISD,241901,12,09,09 - 12,S,., , , ,03,REGION 03: VICTORIA
241901041,.,0,0,0,0,0,0,1,IAGO J H,.,47,78,.,.,.,.,C,78,71,C,79,47,B,81,B,81,43,C,74,79, ,N,N,N,N,N,N,N,N,N,N,N,WHARTON,.,241,271,100.0,18,6.5,277,271,0,0.0,155,57.2,22,8.1,0,0.0,16,5.9,0,0.0,.,.,.,.,.,C,BOLING ISD,241901,08,06,06 - 08,M,., , , ,03,REGION 03: VICTORIA
241901101,.,0,0,0,0,0,0, ,NEWGULF EL,.,47,75,.,.,.,.,C,75,76,B,82,47,C,72,B,82,72,C,76,80, ,N,N,N,N,N,N,N,N,N,N,N,WHARTON,.,241,247,46.9,49,11.8,414,527,0,0.0,279,52.9,56,10.6,0,0.0,52,9.9,0,0.0,.,.,.,.,.,B,BOLING ISD,241901,05,PK,PK - 05,E,., , , ,03,REGION 03: VICTORIA
241902001,85.1,1,0,1,0,0,1,0,EAST BERNARD H S,84,64,91,69,92,100,100,A,93,67,C,76,67,B,84,B,84,100,A,100,95, ,N,N,N,N,N,N,N,N,N,N,N,WHARTON,.,241,308,100.0,21,6.7,314,308,0,0.0,97,31.5,6,1.9,0,0.0,21,6.8,0,0.0,.,.,.,.,.,A,EAST BERNARD ISD,241902,12,09,09 - 12,S,., , , ,03,REGION 03: VICTORIA
241902041,.,1,0,0,1,0,0,0,EAST BERNARD J H,.,58,88,.,.,.,.,B,88,80,A,90,58,B,82,A,90,100,A,100,93, ,N,N,N,N,N,N,N,N,N,N,N,WHARTON,.,241,278,100.0,27,9.4,286,278,.,0.0,102,36.7,17,6.1,.,0.0,31,11.2,0,0.0,.,.,.,.,.,A,EAST BERNARD ISD,241902,08,05,05 - 08,M,., , , ,03,REGION 03: VICTORIA
241902101,.,0,0,0,0,0, , ,EAST BERNARD EL,.,58,88,.,.,.,.,B,88,63,Not Rated: SB 1365,59,58,B,83,B,83,46,Not Rated: SB 1365,69,82, ,N,N,N,N,N,N,N,N,N,N,N,WHARTON,.,241,143,38.9,17,5.9,290,368,.,0.0,169,45.9,33,9.0,.,0.0,38,10.3,.,0.0,.,.,.,.,.,B,EAST BERNARD ISD,241902,04,PK,PK - 04,E,., , , ,03,REGION 03: VICTORIA
241903001,95,0,0,1,0,1,0,0,EL CAMPO H S,95.2,42,71,77,94,99.1,95,B,85,57,Not Rated: SB 1365,62,60,B,88,B,88,42,C,73,84, ,N,N,N,N,N,N,N,N,N,N,N,WHARTON,.,241,1117,100.0,151,12.4,1214,1117,.,0.0,766,68.6,113,10.1,0,0.0,130,11.6,.,0.0,.,.,.,.,.,B,EL CAMPO ISD,241903,12,09,09 - 12,S,., , , ,03,REGION 03: VICTORIA
241903041,.,0,0,1,0,0,1,1,EL CAMPO MIDDLE,.,43,75,.,.,.,.,C,75,63,Not Rated: SB 1365,63,43,B,82,B,82,39,C,73,79, ,N,N,N,N,N,N,N,N,N,N,N,WHARTON,2,241,726,100.0,75,9,836,726,.,0.0,539,74.2,102,14.0,.,0.0,78,10.7,.,0.0,.,.,.,.,.,C,EL CAMPO ISD,241903,08,06,06 - 08,M,., , , ,03,REGION 03: VICTORIA
241903102,.,0,0,0, ,0, , ,HUTCHINS EL,.,47,75,.,.,.,.,C,75,.,Not Rated,.,47,B,83,B,83,63,C,74,80, ,N,N,N,N,N,N,N,N,N,Y,N,WHARTON,.,241,258,36.0,91,11.9,767,717,.,0.0,608,84.8,97,13.5,.,0.0,90,12.6,.,0.0,.,.,.,.,.,B,EL CAMPO ISD,241903,03,01,01 - 03,E,., , , ,03,REGION 03: VICTORIA
241903103,.,1,1,1,0,0,1, ,NORTHSIDE EL,.,54,82,.,.,.,.,B,82,81,B,89,54,B,88,B,89,100,A,100,92, ,N,N,N,N,N,N,N,N,N,N,N,WHARTON,.,241,466,100.0,50,9.7,518,466,.,0.0,362,77.7,69,14.8,.,0.0,54,11.6,.,0.0,.,.,.,.,.,A,EL CAMPO ISD,241903,05,04,04 - 05,E,., , , ,03,REGION 03: VICTORIA
241903107,., , , , , , , ,MYATT EL,.,.,.,.,.,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,80, ,N,N,N,N,Y,N,N,Y,N,N,N,WHARTON, ,241,0,0.0,.,.,.,378,.,0.0,280,74.1,43,11.4,.,0.0,39,10.3,.,0.0,.,.,.,.,.,B,EL CAMPO ISD,241903,KG,EE,EE - KG,E,., ,241903102,HUTCHINS EL,03,REGION 03: VICTORIA
241904001,96,0,0,0,0,0,0,0,WHARTON H S,95.9,34,59,39,70,95.6,85,Not Rated: SB 1365,69,47,Not Rated: SB 1365,55,37,C,71,C,71,0,Not Rated: SB 1365,30,59, ,N,N,N,N,N,N,N,N,N,N,N,WHARTON,.,241,613,100.0,69,11.3,609,613,74,12.1,504,82.2,61,10.0,38,6.2,78,12.7,0,0.0,.,.,.,.,.,Not Rated: SB 1365,WHARTON ISD,241904,12,09,09 - 12,S,., , , ,03,REGION 03: VICTORIA
241904042,.,0,0,0,0,0,0,0,WHARTON J H,.,28,56,.,.,.,.,Not Rated: SB 1365,56,58,Not Rated: SB 1365,58,28,Not Rated: SB 1365,58,Not Rated: SB 1365,58,11,Not Rated: SB 1365,60,59, ,N,N,N,N,N,N,N,N,N,N,N,WHARTON,1,241,445,100.0,46,9.9,464,445,.,0.0,349,78.4,76,17.1,.,0.0,60,13.5,0,0.0,.,.,.,.,.,Not Rated: SB 1365,WHARTON ISD,241904,08,06,06 - 08,M,., , , ,03,REGION 03: VICTORIA
241904102,., , , , , , , ,C G SIVELLS EL,.,.,.,.,.,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,59, ,N,N,N,N,N,N,N,Y,N,N,N,WHARTON, ,241,0,0.0,41,14.8,277,420,.,0.0,391,93.1,56,13.3,.,0.0,47,11.2,.,0.0,.,.,.,.,.,Not Rated: SB 1365,WHARTON ISD,241904,01,EE,EE - 01,E,., ,241904106,WHARTON EL,03,REGION 03: VICTORIA
241904106,.,0,0,0,0,0,0, ,WHARTON EL,.,28,54,.,.,.,.,Not Rated: SB 1365,54,59,Not Rated: SB 1365,57,28,Not Rated: SB 1365,55,Not Rated: SB 1365,57,29,Not Rated: SB 1365,62,59, ,N,N,N,N,N,N,N,N,N,Y,N,WHARTON,1A,241,359,74.5,54,12.6,430,482,.,0.0,408,84.6,84,17.4,.,0.0,64,13.3,.,0.0,.,.,.,.,.,Not Rated: SB 1365,WHARTON ISD,241904,05,02,02 - 05,E,., , , ,03,REGION 03: VICTORIA
241906001,96.8,0,0,0,0,1,0,0,LOUISE H S,96.4,49,77,94,99,100,100,A,90,48,Not Rated: SB 1365,55,72,B,89,B,89,79,B,84,88, ,N,N,N,N,N,N,N,N,N,N,N,WHARTON,.,241,140,100.0,23,15.3,150,140,.,0.0,81,57.9,12,8.6,0,0.0,6,4.3,.,0.0,.,.,.,.,.,B,LOUISE ISD,241906,12,09,09 - 12,S,., , , ,03,REGION 03: VICTORIA
241906041,.,0,0,0,0,0,0,0,LOUISE J H,.,38,70,.,.,.,.,C,70,64,Not Rated: SB 1365,66,38,Not Rated: SB 1365,66,Not Rated: SB 1365,66,28,C,70,70, ,N,N,N,N,N,N,N,N,N,N,N,WHARTON,2,241,119,100.0,14,11.7,120,119,.,0.0,70,58.8,21,17.6,.,0.0,12,10.1,.,0.0,.,.,.,.,.,C,LOUISE ISD,241906,08,06,06 - 08,M,., , , ,03,REGION 03: VICTORIA
241906101,.,1,1,1,0,1,0, ,LOUISE EL,.,54,82,.,.,.,.,B,82,82,A,90,54,B,86,A,90,100,A,100,93, ,N,N,N,N,N,N,N,N,N,N,N,WHARTON,.,241,113,43.6,14,7.4,188,259,.,0.0,179,69.1,35,13.5,.,0.0,25,9.7,.,0.0,.,.,.,.,.,A,LOUISE ISD,241906,05,EE,EE - 05,E,., , , ,03,REGION 03: VICTORIA
242902001,80,0,0,0,0,0,0,1,SHAMROCK H S,76.9,49,77,44,76,100,100,B,81,61,Not Rated: SB 1365,68,47,C,77,C,77,22,Not Rated: SB 1365,66,77, ,N,N,N,N,N,N,N,N,N,N,N,WHEELER,.,242,116,100.0,16,13.2,121,116,0,0.0,66,56.9,3,2.6,0,0.0,15,12.9,0,0.0,.,.,.,.,.,C,SHAMROCK ISD,242902,12,09,09 - 12,S,., , , ,16,REGION 16: AMARILLO
242902041,.,0,0,0,0,0,0,1,SHAMROCK MIDDLE,.,45,76,.,.,.,.,C,76,66,C,70,45,B,80,B,80,46,C,74,78, ,N,N,N,N,N,N,N,N,N,N,N,WHEELER,.,242,79,100.0,15,16,94,79,.,0.0,49,62.0,5,6.3,.,0.0,15,19.0,0,0.0,.,.,.,.,.,C,SHAMROCK ISD,242902,08,06,06 - 08,M,., , , ,16,REGION 16: AMARILLO
242902101,.,0,0,0,0,0,0, ,SHAMROCK EL,.,41,70,.,.,.,.,C,70,73,C,77,41,Not Rated: SB 1365,69,C,77,42,Not Rated: SB 1365,67,74, ,N,N,N,N,N,N,N,N,N,N,N,WHEELER,2,242,69,37.1,30,21.4,140,186,.,0.0,119,64.0,9,4.8,.,0.0,40,21.5,.,0.0,.,.,.,.,.,C,SHAMROCK ISD,242902,05,EE,EE - 05,E,., , , ,16,REGION 16: AMARILLO
242903001,93.5,1,1,1,0,1,0,1,WHEELER SCHOOL,93.5,54,82,71,93,100,100,A,90,73,B,83,63,A,90,A,90,97,A,94,91, ,N,N,N,N,N,N,N,N,N,N,N,WHEELER,.,242,303,74.6,44,11.1,396,406,0,0.0,274,67.5,90,22.2,0,0.0,43,10.6,0,0.0,.,.,.,.,.,A,WHEELER ISD,242903,12,PK,PK - 12,B,., , , ,16,REGION 16: AMARILLO
242905001,66.7,0,0,0,0,1,1,1,KELTON SCHOOL,66.7,47,75,72,93,100,100,B,87,68,C,78,60,B,88,B,88,72,B,81,86, ,N,N,N,N,N,N,N,N,N,N,N,WHEELER,.,242,101,73.7,25,21.4,117,137,0,0.0,92,67.2,8,5.8,0,0.0,17,12.4,0,0.0,.,.,.,.,.,B,KELTON ISD,242905,12,PK,PK - 12,B,., , , ,16,REGION 16: AMARILLO
242906001,90.9,1,0,0,0,0,0,1,FORT ELLIOTT SCHOOL,90.9,59,89,64,91,100,100,A,92,74,B,84,62,B,81,B,84,100,A,100,94, ,N,N,N,N,N,N,N,N,N,N,N,WHEELER,.,242,110,69.2,14,10.6,132,159,0,0.0,49,30.8,1,0.6,0,0.0,17,10.7,0,0.0,.,.,.,.,.,A,FORT ELLIOTT CISD,242906,12,PK,PK - 12,B,., , , ,16,REGION 16: AMARILLO
243901001,77.1,0,1,1,1,1,1,1,BURKBURNETT H S,76.4,46,74,71,93,98.8,95,B,86,70,B,80,59,B,83,B,83,58,C,77,83, ,N,N,N,N,N,N,N,N,N,N,N,WICHITA,.,243,861,100.0,163,17.6,926,861,.,0.0,385,44.7,13,1.5,0,0.0,112,13.0,.,0.0,.,.,.,.,.,B,BURKBURNETT ISD,243901,12,09,09 - 12,S,., , , ,09,REGION 09: WICHITA FALLS
243901002,28.1, , , , , , , ,GATEWAY STUDENT SUPPORT CTR,23.5,16,62,26,90,89.8,80,C,77,.,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,77,DROPOUT RECOVERY SCHOOL,Y,Y,N,N,N,N,N,N,N,N,N,WICHITA,.,243,30,100.0,79,79,100,30,.,0.0,18,60.0,0,0.0,0,0.0,5,16.7,.,0.0,0,24,0,16,0,C,BURKBURNETT ISD,243901,12,10,10 - 12,S,., , , ,09,REGION 09: WICHITA FALLS
243901003,., , , , , , , ,WICHITA CO JJAEP,.,.,.,.,.,.,.,Not Rated,.,.,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,., ,N,N,N,N,N,Y,N,N,N,N,N,WICHITA,.,243,7,100.0,5,100,5,7,.,0.0,6,85.7,0,0.0,0,0.0,1,14.3,.,0.0,.,.,.,.,.,Not Rated,BURKBURNETT ISD,243901,11,07,07 - 11,S,., , , ,09,REGION 09: WICHITA FALLS
243901041,.,0,0,0,0,0,0,0,BURKBURNETT MIDDLE,.,43,75,.,.,.,.,C,75,68,C,74,43,Not Rated: SB 1365,66,C,74,42,C,73,74, ,N,N,N,N,N,N,N,N,N,N,N,WICHITA,2,243,743,100.0,102,13.3,768,743,.,0.0,352,47.4,13,1.7,.,0.0,125,16.8,.,0.0,.,.,.,.,.,C,BURKBURNETT ISD,243901,08,06,06 - 08,M,., , , ,09,REGION 09: WICHITA FALLS
243901101,.,0,0,0,0,0,0, ,OVERTON RAY EL,.,40,69,.,.,.,.,Not Rated: SB 1365,69,74,C,79,40,Not Rated: SB 1365,60,C,79,36,Not Rated: SB 1365,65,75, ,N,N,N,N,N,N,N,N,N,Y,N,WICHITA,2,243,558,100.0,78,13.4,582,558,.,0.0,314,56.3,7,1.3,.,0.0,100,17.9,.,0.0,.,.,.,.,.,C,BURKBURNETT ISD,243901,05,03,03 - 05,E,., , , ,09,REGION 09: WICHITA FALLS
243901103,.,0,0,0,0,0,0, ,JOHN G TOWER EL,.,44,72,.,.,.,.,C,72,70,C,72,44,Not Rated: SB 1365,57,C,72,37,Not Rated: SB 1365,65,70, ,N,N,N,N,N,N,N,N,N,N,N,WICHITA,2,243,174,37.2,61,18.8,325,468,.,0.0,172,36.8,26,5.6,.,0.0,68,14.5,.,0.0,.,.,.,.,.,C,BURKBURNETT ISD,243901,05,PK,PK - 05,E,., , , ,09,REGION 09: WICHITA FALLS
243901104,., , , , , , , ,I C EVANS EL,.,.,.,.,.,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,75, ,N,N,N,N,N,N,N,Y,N,N,N,WICHITA, ,243,0,0.0,40,11.5,348,640,.,0.0,409,63.9,11,1.7,.,0.0,96,15.0,.,0.0,.,.,.,.,.,C,BURKBURNETT ISD,243901,02,EE,EE - 02,E,., ,243901101,OVERTON RAY EL,09,REGION 09: WICHITA FALLS
243902001,87.5,0,1,0,1,0,0,1,ELECTRA JUNIOR/SENIOR HIGH,95.5,49,77,58,88,96.2,90,B,84,75,B,85,54,B,84,B,85,68,C,79,83, ,N,N,N,N,N,N,N,N,N,N,N,WICHITA,.,243,163,100.0,32,18.2,176,163,.,0.0,102,62.6,0,0.0,0,0.0,29,17.8,.,0.0,.,.,.,.,.,B,ELECTRA ISD,243902,12,07,07 - 12,S,., , , ,09,REGION 09: WICHITA FALLS
243902101,.,0,0,0,0,0,0, ,ELECTRA EL,.,41,70,.,.,.,.,C,70,71,C,74,41,C,70,C,74,47,Not Rated: SB 1365,69,73, ,N,N,N,N,N,N,N,N,N,N,N,WICHITA,2,243,142,48.8,48,18.9,254,291,.,0.0,206,70.8,3,1.0,.,0.0,44,15.1,.,0.0,.,.,.,.,.,C,ELECTRA ISD,243902,06,EE,EE - 06,E,., , , ,09,REGION 09: WICHITA FALLS
243903001,91.7,1,0,0,1,0,0,0,IOWA PARK H S,91.7,60,90,77,94,99.2,95,A,93,73,B,83,69,B,83,B,83,100,A,100,95, ,N,N,N,N,N,N,N,N,N,N,N,WICHITA,.,243,534,100.0,60,10.4,577,534,.,0.0,136,25.5,3,0.6,0,0.0,67,12.5,.,0.0,.,.,.,.,.,A,IOWA PARK CISD,243903,12,09,09 - 12,S,., , , ,09,REGION 09: WICHITA FALLS
243903041,.,0,0,0,0,1,0,0,W F GEORGE MIDDLE,.,56,86,.,.,.,.,B,86,71,C,79,56,B,81,B,81,59,C,77,83, ,N,N,N,N,N,N,N,N,N,N,N,WICHITA,.,243,479,100.0,45,9.2,491,479,.,0.0,182,38.0,5,1.0,.,0.0,66,13.8,.,0.0,.,.,.,.,.,B,IOWA PARK CISD,243903,08,06,06 - 08,M,., , , ,09,REGION 09: WICHITA FALLS
243903101,.,1,1,1,1,0,0, ,BRADFORD EL,.,59,89,.,.,.,.,B,89,85,A,92,59,B,84,A,92,98,A,96,93, ,N,N,N,N,N,N,N,N,N,Y,N,WICHITA,.,243,425,100.0,47,10.7,439,425,.,0.0,191,44.9,3,0.7,.,0.0,91,21.4,.,0.0,.,.,.,.,.,A,IOWA PARK CISD,243903,05,03,03 - 05,E,., , , ,09,REGION 09: WICHITA FALLS
243903103,., , , , , , , ,KIDWELL EL,.,.,.,.,.,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,93, ,N,N,N,N,N,N,N,Y,N,N,N,WICHITA, ,243,0,0.0,41,13.4,306,483,.,0.0,215,44.5,0,0.0,.,0.0,69,14.3,.,0.0,.,.,.,.,.,A,IOWA PARK CISD,243903,02,EE,EE - 02,E,., ,243903101,BRADFORD EL,09,REGION 09: WICHITA FALLS
243905001,77.2,0,1,0,0,1,1,0,HIRSCHI H S,80,34,59,51,82,100,100,C,76,51,Not Rated: SB 1365,57,43,C,77,C,77,36,C,72,76, ,N,N,N,N,N,N,N,N,N,N,N,WICHITA,.,243,804,100.0,218,22.4,973,804,.,0.0,633,78.7,97,12.1,0,0.0,106,13.2,.,0.0,.,.,.,.,.,C,WICHITA FALLS ISD,243905,12,09,09 - 12,S,., , , ,09,REGION 09: WICHITA FALLS
243905002,92.9,0,0,0,0,1,1,0,RIDER H S,93.1,54,82,63,91,99.2,95,B,88,65,C,73,59,B,82,B,82,58,C,77,85, ,N,N,N,N,N,N,N,N,N,N,N,WICHITA,2,243,1584,100.0,227,13.4,1693,1584,.,0.0,669,42.2,34,2.1,0,0.0,181,11.4,.,0.0,.,.,.,.,.,B,WICHITA FALLS ISD,243905,12,09,09 - 12,S,., , , ,09,REGION 09: WICHITA FALLS
243905004,89.7,0,0,0,0,0,0,0,WICHITA FALLS H S,88.9,40,69,46,78,99.6,95,C,78,60,Not Rated: SB 1365,66,43,C,76,C,76,30,C,70,76, ,N,N,N,N,N,N,N,N,N,N,N,WICHITA,.,243,1291,100.0,260,18.2,1426,1291,.,0.0,856,66.3,151,11.7,0,0.0,161,12.5,.,0.0,.,.,.,.,.,C,WICHITA FALLS ISD,243905,12,09,09 - 12,S,., , , ,09,REGION 09: WICHITA FALLS
243905009,., , , , , , , ,WICHITA COUNTY JUVENILE JUSTICE AEP,.,27,.,.,.,.,.,Not Rated,.,67,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,., ,N,N,N,N,N,Y,N,N,N,N,N,WICHITA,.,243,45,100.0,78,96.3,81,45,.,0.0,32,71.1,2,4.4,0,0.0,8,17.8,.,0.0,.,.,.,.,.,Not Rated,WICHITA FALLS ISD,243905,12,06,06 - 12,B,., , , ,09,REGION 09: WICHITA FALLS
243905046,.,0,0,0,0,0,0,1,BARWISE MIDDLE,.,38,70,.,.,.,.,C,70,69,C,75,38,C,75,C,75,33,C,71,74, ,N,N,N,N,N,N,N,N,N,N,N,WICHITA,2,243,1009,100.0,177,14.9,1190,1009,.,0.0,731,72.4,180,17.8,.,0.0,152,15.1,.,0.0,.,.,.,.,.,C,WICHITA FALLS ISD,243905,08,06,06 - 08,M,., , , ,09,REGION 09: WICHITA FALLS
243905047,.,0,0,0,0,0,0,0,MCNIEL MIDDLE,.,45,76,.,.,.,.,C,76,69,C,75,45,C,72,C,75,49,C,75,76, ,N,N,N,N,N,N,N,N,N,N,N,WICHITA,2,243,1171,100.0,161,12.5,1286,1171,.,0.0,575,49.1,37,3.2,.,0.0,205,17.5,.,0.0,.,.,.,.,.,C,WICHITA FALLS ISD,243905,08,06,06 - 08,M,., , , ,09,REGION 09: WICHITA FALLS
243905048,.,0,0,0,0,0,0,0,KIRBY MIDDLE,.,28,56,.,.,.,.,Not Rated: SB 1365,56,60,Not Rated: SB 1365,59,28,Not Rated: SB 1365,59,Not Rated: SB 1365,59,17,Not Rated: SB 1365,63,59, ,N,N,N,N,N,N,N,N,N,N,N,WICHITA,1A,243,552,100.0,106,15.7,677,552,.,0.0,479,86.8,79,14.3,.,0.0,109,19.7,.,0.0,.,.,.,.,.,Not Rated: SB 1365,WICHITA FALLS ISD,243905,08,06,06 - 08,M,., , , ,09,REGION 09: WICHITA FALLS
243905104,., , , , , , , ,BROOK VILLAGE EARLY CHILDHOOD,.,.,.,.,.,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,80, ,N,N,N,N,Y,N,N,Y,Y,N,N,WICHITA, ,243,0,0.0,.,.,.,186,.,0.0,173,93.0,69,37.1,.,0.0,6,3.2,.,0.0,.,.,.,.,.,B,WICHITA FALLS ISD,243905,PK,PK,PK - PK,E,., ,243905000,WICHITA FALLS ISD,09,REGION 09: WICHITA FALLS
243905105,.,0,0,0,1,0,0, ,BURGESS EL,.,29,55,.,.,.,.,Not Rated: SB 1365,55,85,B,89,29,Not Rated: SB 1365,57,B,89,56,C,72,84, ,N,N,N,N,N,N,N,N,N,N,N,WICHITA,2,243,120,44.8,78,31.7,246,268,.,0.0,252,94.0,16,6.0,.,0.0,61,22.8,.,0.0,.,.,.,.,.,B,WICHITA FALLS ISD,243905,05,PK,PK - 05,E,., , , ,09,REGION 09: WICHITA FALLS
243905107,.,0,0,0,0,0,0, ,CROCKETT EL,.,48,76,.,.,.,.,C,76,81,B,89,48,C,79,B,89,68,C,75,85, ,N,N,N,N,N,N,N,N,N,N,N,WICHITA,2,243,201,49.1,73,18.7,390,409,.,0.0,258,63.1,30,7.3,.,0.0,52,12.7,.,0.0,.,.,.,.,.,B,WICHITA FALLS ISD,243905,05,KG,KG - 05,E,., , , ,09,REGION 09: WICHITA FALLS
243905108,.,0,0,0,0,0,0, ,CUNNINGHAM SCHOOL,.,43,72,.,.,.,.,C,72,80,B,88,43,C,74,B,88,63,C,74,84, ,N,N,N,N,N,N,N,N,N,N,N,WICHITA,2,243,176,39.6,39,12.1,321,445,.,0.0,311,69.9,11,2.5,.,0.0,130,29.2,.,0.0,.,.,.,.,.,B,WICHITA FALLS ISD,243905,05,EE,EE - 05,E,., , , ,09,REGION 09: WICHITA FALLS
243905109,.,0,0,0,0,0,1, ,FAIN EL,.,52,79,.,.,.,.,C,79,79,B,86,52,B,82,B,86,84,C,79,84, ,N,N,N,N,N,N,N,N,N,N,N,WICHITA,.,243,176,43.5,41,12.2,336,405,.,0.0,240,59.3,13,3.2,.,0.0,68,16.8,.,0.0,.,.,.,.,.,B,WICHITA FALLS ISD,243905,05,PK,PK - 05,E,., , , ,09,REGION 09: WICHITA FALLS
243905111,.,0,0,0,1,0,0, ,FOWLER EL,.,55,83,.,.,.,.,B,83,85,A,92,55,B,81,A,92,92,B,87,91, ,N,N,N,N,N,N,N,N,N,N,N,WICHITA,.,243,261,47.1,55,10.8,509,554,.,0.0,258,46.6,36,6.5,.,0.0,84,15.2,.,0.0,.,.,.,.,.,A,WICHITA FALLS ISD,243905,05,PK,PK - 05,E,., , , ,09,REGION 09: WICHITA FALLS
243905112,.,0,0,0,0,0,0, ,FRANKLIN EL,.,41,70,.,.,.,.,C,70,78,B,85,41,Not Rated: SB 1365,62,B,85,36,Not Rated: SB 1365,65,79, ,N,N,N,N,N,N,N,N,N,N,N,WICHITA,2,243,216,47.2,57,13.8,412,458,.,0.0,253,55.2,41,9.0,.,0.0,73,15.9,.,0.0,.,.,.,.,.,C,WICHITA FALLS ISD,243905,05,KG,KG - 05,E,., , , ,09,REGION 09: WICHITA FALLS
243905114,.,0,0,0,0,0,0, ,HAYNES EL,.,26,52,.,.,.,.,Not Rated: SB 1365,52,72,C,75,26,Not Rated: SB 1365,54,C,75,37,Not Rated: SB 1365,65,72, ,N,N,N,N,N,N,N,N,N,N,N,WICHITA,2,243,83,43.2,36,21.6,167,192,.,0.0,171,89.1,3,1.6,.,0.0,36,18.8,.,0.0,.,.,.,.,.,C,WICHITA FALLS ISD,243905,05,PK,PK - 05,E,., , , ,09,REGION 09: WICHITA FALLS
243905118,.,0,0,0,0,0,0, ,JEFFERSON EL,.,42,71,.,.,.,.,C,71,76,B,82,42,C,70,B,82,71,C,76,80, ,N,N,N,N,N,N,N,N,N,N,N,WICHITA,.,243,189,47.7,39,11.9,328,396,.,0.0,252,63.6,30,7.6,.,0.0,71,17.9,.,0.0,.,.,.,.,.,B,WICHITA FALLS ISD,243905,05,PK,PK - 05,E,., , , ,09,REGION 09: WICHITA FALLS
243905119,.,0,0,0,0,0,1, ,LAMAR EL,.,36,62,.,.,.,.,Not Rated: SB 1365,62,75,B,80,36,Not Rated: SB 1365,69,B,80,57,C,72,78, ,N,N,N,N,N,N,N,N,N,N,N,WICHITA,.,243,155,42.0,48,16.2,296,369,.,0.0,334,90.5,105,28.5,.,0.0,37,10.0,.,0.0,.,.,.,.,.,C,WICHITA FALLS ISD,243905,05,PK,PK - 05,E,., , , ,09,REGION 09: WICHITA FALLS
243905121,.,0,0,0,0,0,0, ,MILAM EL,.,43,72,.,.,.,.,C,72,73,C,77,43,C,72,C,77,45,Not Rated: SB 1365,68,74, ,N,N,N,N,N,N,N,N,N,N,N,WICHITA,2,243,189,42.1,56,14.5,385,449,.,0.0,296,65.9,16,3.6,.,0.0,74,16.5,.,0.0,.,.,.,.,.,C,WICHITA FALLS ISD,243905,05,PK,PK - 05,E,., , , ,09,REGION 09: WICHITA FALLS
243905123,.,1,0,0,0,0,0, ,SHEPPARD AFB EL,.,62,91,.,.,.,.,A,91,81,B,89,62,C,74,B,89,100,A,100,94, ,N,N,N,N,N,N,N,N,N,N,N,WICHITA,.,243,156,44.7,44,16.5,266,349,.,0.0,72,20.6,22,6.3,.,0.0,18,5.2,.,0.0,.,.,.,.,.,A,WICHITA FALLS ISD,243905,06,PK,PK - 06,E,., , , ,09,REGION 09: WICHITA FALLS
