CAMPUS,CA0GS21R,CAD_GAP,CAD_MATH,CAD_POST,CAD_PROGRESS,CAD_READ,CAD_SCIE,CAD_SOCI,CAMPNAME,CASC4X21R,CD1A,CD1AS,CD1B,CD1BS,CD1C,CD1CS,CD1G,CD1S,CD2A,CD2AG,CD2AS,CD2B,CD2BG,CD2BS,CD2G,CD2S,CD3,CD3G,CD3S,CDALLS,CFLAEATYPE,CFLAEC,CFLALTED,CFLCHART,CFLDAEP,CFLEEK,CFLJJ,CFLNEWCAMP,CFLPAIR,CFLPAIRD,CFLPAIRO,CFLRTF,CNTYNAME,COMP22F,COUNTY,CPE0312C,CPE0312P,CPEMALLC,CPEMALLP,CPEMALLT,CPETALLC,CPETECHC,CPETECHP,CPETECOC,CPETECOP,CPETLEPC,CPETLEPP,CPETPTEC,CPETPTEP,CPETSPEC,CPETSPEP,CPETSTEC,CPETSTEP,C_AEABONUS,C_AEABONUS_USED_PCT,C_AEAGRAD_PTS,C_AEASTAAR_PCT,C_AEASTAAR_PTS,C_RATING,DISTNAME,DISTRICT,GRDHIGH,GRDLOW,GRDSPAN,GRDTYPE,LAS_SCORE,LAS_WEIGHT,PAIRCAMP,PAIRNAME,REGION,REGNNAME
57905303,.,0,0,0,0,0,0, ,THELMA ELIZABETH PAGE RICHARDSON EL,.,40,69,.,.,.,.,Not Rated: SB 1365,69,70,C,72,40,C,75,C,75,40,Not Rated: SB 1365,66,73, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,.,57,228,45.3,56,12.6,445,503,.,0.0,469,93.2,322,64.0,.,0.0,42,8.3,.,0.0,.,.,.,.,.,C,DALLAS ISD,57905,05,PK,PK - 05,E,74,0.40, , ,10,REGION 10: RICHARDSON
57905304,.,1,1,1,1,1,1, ,GEORGE HERBERT WALKER BUSH EL,.,53,80,.,.,.,.,B,80,88,A,93,53,B,88,A,93,97,A,94,87, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,.,57,281,42.8,133,24.7,538,656,.,0.0,541,82.5,266,40.5,.,0.0,45,6.9,.,0.0,.,.,.,.,.,B,DALLAS ISD,57905,05,EE,EE - 05,E,78,0.40, , ,10,REGION 10: RICHARDSON
57905305,.,0,0,0,0,0,0, ,EBBY HALLIDAY EL,.,39,67,.,.,.,.,Not Rated: SB 1365,67,80,B,88,39,C,74,B,88,73,C,76,82, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,.,57,276,45.8,62,12,518,602,.,0.0,535,88.9,366,60.8,.,0.0,62,10.3,.,0.0,.,.,.,.,.,B,DALLAS ISD,57905,05,PK,PK - 05,E,79,0.40, , ,10,REGION 10: RICHARDSON
57905306,.,0,0,1,0,1,0, ,SOLAR PREPARATORY SCHOOL FOR GIRLS AT BONHAM,.,63,91,.,.,.,.,A,91,77,B,83,63,B,87,B,87,80,C,78,82, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,.,57,411,61.3,11,2.1,514,671,.,0.0,302,45.0,132,19.7,.,0.0,64,9.5,.,0.0,.,.,.,.,.,B,DALLAS ISD,57905,07,PK,PK - 07,E,75,0.40, , ,10,REGION 10: RICHARDSON
57905307,.,0,0,0,0,0,0, ,H S THOMPSON LEARNING CENTER,.,20,47,.,.,.,.,Not Rated: SB 1365,47,62,Not Rated: SB 1365,59,20,Not Rated: SB 1365,49,Not Rated: SB 1365,59,28,Not Rated: SB 1365,62,59, ,N,N,N,N,N,N,Y,N,N,N,N,DALLAS,1,57,253,50.6,.,.,.,500,.,0.0,479,95.8,211,42.2,.,0.0,37,7.4,.,0.0,.,.,.,.,.,Not Rated: SB 1365,DALLAS ISD,57905,05,KG,KG - 05,E,68,0.40, , ,10,REGION 10: RICHARDSON
57905312,.,0,1,1,1,0,1, ,EDDIE BERNICE JOHNSON EL,.,41,70,.,.,.,.,C,70,80,B,88,41,C,77,B,88,68,C,75,84, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,.,57,167,36.7,86,28.3,304,455,.,0.0,416,91.4,188,41.3,.,0.0,33,7.3,.,0.0,.,.,.,.,.,B,DALLAS ISD,57905,05,PK,PK - 05,E,85,0.40, , ,10,REGION 10: RICHARDSON
57905322,., , , , , , , ,PRESTONWOOD MONTESSORI AT E D WALKER,.,.,.,.,.,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,86, ,N,N,N,N,N,N,Y,Y,Y,N,N,DALLAS, ,57,0,0.0,.,.,.,194,.,0.0,103,53.1,62,32.0,.,0.0,9,4.6,.,0.0,.,.,.,.,.,B,DALLAS ISD,57905,02,PK,PK - 02,E,., ,057905000,DALLAS ISD,10,REGION 10: RICHARDSON
57905340,.,0,0,1,0,1,1, ,DALLAS HYBRID PREPARATORY AT STEPHEN J HAY,.,62,91,.,.,.,.,A,91,69,C,70,62,A,91,A,91,56,C,72,85, ,N,N,N,N,N,N,Y,N,N,N,N,DALLAS,.,57,68,100.0,.,.,.,68,.,0.0,41,60.3,17,25.0,.,0.0,5,7.4,.,0.0,.,.,.,.,.,B,DALLAS ISD,57905,06,04,04 - 06,E,84,0.40, , ,10,REGION 10: RICHARDSON
57905352,.,1,1,1,1,1,0,0,YOUNG WOMEN'S STEAM ACADEMY AT BALCH SPRINGS MIDDL,.,46,77,.,.,.,.,C,77,81,A,91,46,B,89,A,91,92,A,92,87, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,.,57,1017,100.0,125,10.3,1212,1017,.,0.0,935,91.9,639,62.8,.,0.0,83,8.2,.,0.0,.,.,.,.,.,B,DALLAS ISD,57905,08,06,06 - 08,M,81,0.40, , ,10,REGION 10: RICHARDSON
57905353,.,0,0,0,0,0,0,0,ANN RICHARDS STEAM ACADEMY,.,34,64,.,.,.,.,Not Rated: SB 1365,64,64,Not Rated: SB 1365,66,34,C,75,C,75,37,C,72,72, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,.,57,1248,100.0,131,10.1,1299,1248,.,0.0,1173,94.0,538,43.1,.,0.0,175,14.0,.,0.0,.,.,.,.,.,C,DALLAS ISD,57905,08,06,06 - 08,M,68,0.40, , ,10,REGION 10: RICHARDSON
57905354,.,0,0,0,1,1,0,0,KENNEDY-CURRY MIDDLE,.,31,59,.,.,.,.,Not Rated: SB 1365,59,73,B,81,31,Not Rated: SB 1365,69,B,81,36,C,72,78, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,2,57,658,100.0,127,15.6,813,658,.,0.0,600,91.2,211,32.1,.,0.0,85,12.9,.,0.0,.,.,.,.,.,C,DALLAS ISD,57905,08,06,06 - 08,M,79,0.40, , ,10,REGION 10: RICHARDSON
57905359,.,1,1,1,1,1,1,0,ROSEMONT UPPER,.,67,92,.,.,.,.,A,92,83,A,92,67,A,94,A,94,100,A,100,92, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,.,57,156,100.0,0,0,170,156,.,0.0,125,80.1,110,70.5,.,0.0,1,0.6,.,0.0,.,.,.,.,.,A,DALLAS ISD,57905,08,06,06 - 08,M,87,0.40, , ,10,REGION 10: RICHARDSON
57905360,.,1,0,1,0,1,0,1,D A HULCY STEAM MIDDLE,.,52,83,.,.,.,.,B,83,82,A,91,52,A,91,A,91,98,A,98,88, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,.,57,465,100.0,16,3,539,465,.,0.0,416,89.5,235,50.5,.,0.0,27,5.8,.,0.0,.,.,.,.,.,B,DALLAS ISD,57905,08,06,06 - 08,M,80,0.40, , ,10,REGION 10: RICHARDSON
57905361,.,0,0,0, ,1, , ,DOWNTOWN MONTESSORI AT IDA B WELLS ACADEMY,.,51,78,.,.,.,.,C,78,.,Not Rated,.,51,B,81,B,81,63,C,74,77, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,.,57,45,16.8,14,19.7,71,268,.,0.0,153,57.1,42,15.7,.,0.0,15,5.6,.,0.0,.,.,.,.,.,C,DALLAS ISD,57905,03,PK,PK - 03,E,73,0.40, , ,10,REGION 10: RICHARDSON
57905362,.,0,0,0,0,0,0,0,IGNITE MIDDLE,.,33,62,.,.,.,.,Not Rated: SB 1365,62,57,Not Rated: SB 1365,57,33,Not Rated: SB 1365,63,Not Rated: SB 1365,63,32,C,71,65, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,.,57,480,100.0,31,5.9,528,480,.,0.0,350,72.9,184,38.3,.,0.0,79,16.5,.,0.0,.,.,.,.,.,Not Rated: SB 1365,DALLAS ISD,57905,08,06,06 - 08,M,63,0.40, , ,10,REGION 10: RICHARDSON
57905363,.,1,1,1,1,1,1,1,SCHOOL FOR THE TALENTED & GIFTED IN PLEASANT GROVE,.,85,96,.,.,.,.,A,96,87,A,94,85,A,97,A,97,100,A,100,96, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,.,57,385,100.0,12,3,394,385,.,0.0,336,87.3,291,75.6,.,0.0,4,1.0,.,0.0,.,.,.,.,.,A,DALLAS ISD,57905,08,04,04 - 08,M,94,0.40, , ,10,REGION 10: RICHARDSON
57905380,94.8,0,0,0,0,0,0,0,WILMER-HUTCHINS H S,97.8,27,53,60,90,84.4,55,Not Rated: SB 1365,68,62,Not Rated: SB 1365,69,44,C,79,C,79,32,C,71,76, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,.,57,998,100.0,194,17.6,1102,998,.,0.0,978,98.0,308,30.9,266,26.7,118,11.8,.,0.0,.,.,.,.,.,C,DALLAS ISD,57905,12,09,09 - 12,S,75,0.40, , ,10,REGION 10: RICHARDSON
57905381,100,1,1,1,0,1,1,0,BARACK OBAMA MALE LEADERSHIP ACAD AT A MACEO SMITH,100,64,91,80,95,100,100,A,94,74,B,84,72,A,93,A,93,95,A,90,89, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,.,57,460,100.0,9,1.8,500,460,.,0.0,367,79.8,195,42.4,.,0.0,9,2.0,.,0.0,.,.,.,.,.,B,DALLAS ISD,57905,12,06,06 - 12,B,82,0.40, , ,10,REGION 10: RICHARDSON
57905382,94.8,0,0,0,0,0,1,0,INNOVATION DESIGN ENTREPRENEURSHIP ACADEMY,94.8,39,67,59,89,96.7,90,B,80,64,C,72,49,B,82,B,82,56,C,76,79, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,.,57,219,100.0,22,8.3,265,219,.,0.0,182,83.1,82,37.4,.,0.0,32,14.6,.,0.0,.,.,.,.,.,C,DALLAS ISD,57905,12,09,09 - 12,S,78,0.40, , ,10,REGION 10: RICHARDSON
57905383,95.8,0,1,1,0,1,0,1,CITYLAB H S,.,39,67,40,71,83,55,Not Rated: SB 1365,66,63,C,70,40,C,73,C,73,40,C,73,74, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,.,57,252,100.0,24,8.5,283,252,.,0.0,184,73.0,75,29.8,.,0.0,28,11.1,.,0.0,.,.,.,.,.,C,DALLAS ISD,57905,12,09,09 - 12,S,76,0.40, , ,10,REGION 10: RICHARDSON
57905384,.,1,1,1,1,1,1,1,SUDIE L WILLIAMS TALENTED AND GIFTED ACADEMY,.,86,97,.,.,.,.,A,97,89,A,95,86,A,94,A,95,100,A,100,94, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,.,57,426,100.0,9,2.1,428,426,.,0.0,88,20.7,51,12.0,.,0.0,24,5.6,.,0.0,.,.,.,.,.,A,DALLAS ISD,57905,08,04,04 - 08,M,87,0.40, , ,10,REGION 10: RICHARDSON
57905385,.,0,0,0,0,0,0, ,MONTESSORI ACADEMY AT ONESIMO HERNANDEZ EL,.,43,72,.,.,.,.,C,72,66,Not Rated: SB 1365,65,43,Not Rated: SB 1365,66,Not Rated: SB 1365,66,46,Not Rated: SB 1365,69,70, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,.,57,75,22.6,4,3.7,109,332,.,0.0,178,53.6,169,50.9,.,0.0,25,7.5,.,0.0,.,.,.,.,.,C,DALLAS ISD,57905,05,PK,PK - 05,E,68,0.40, , ,10,REGION 10: RICHARDSON
57905386,.,1,1,0,0,0,0, ,SOLAR PREP FOR BOYS AT JOHN F KENNEDY,.,56,85,.,.,.,.,B,85,79,B,86,56,B,80,B,86,100,A,100,82, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,.,57,173,43.6,12,4.9,246,397,.,0.0,166,41.8,87,21.9,.,0.0,35,8.8,.,0.0,.,.,.,.,.,B,DALLAS ISD,57905,05,PK,PK - 05,E,70,0.40, , ,10,REGION 10: RICHARDSON
57905387,.,1,0,1,0,0,1,1,NORTH LAKE EARLY COLLEGE H S,.,76,94,.,.,93,75,A,94,83,A,92,76,A,95,A,95,100,A,100,93, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,.,57,204,100.0,6,4.3,139,204,204,100.0,179,87.7,73,35.8,.,0.0,4,2.0,.,0.0,.,.,.,.,.,A,DALLAS ISD,57905,11,09,09 - 11,S,87,0.40, , ,10,REGION 10: RICHARDSON
57905388,.,1,0,1,1,1,0, ,DR FREDERICK HAYNES III GLOBAL PREP AT PAUL QUINN,.,41,73,.,.,.,.,C,73,72,B,80,41,B,85,B,85,50,C,75,86, ,N,N,N,N,N,N,Y,N,N,N,N,DALLAS,.,57,87,100.0,.,.,.,87,.,0.0,86,98.9,19,21.8,.,0.0,9,10.3,.,0.0,.,.,.,.,.,B,DALLAS ISD,57905,07,06,06 - 07,M,91,0.40, , ,10,REGION 10: RICHARDSON
57906001,80.3,0,0,0,0,0,1,0,DESOTO H S,81.8,36,62,47,79,94.6,80,C,72,69,C,79,42,C,74,C,79,27,Not Rated: SB 1365,69,76, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,.,57,2734,100.0,336,11.2,2997,2734,342,12.5,1761,64.4,125,4.6,0,0.0,249,9.1,1141,41.7,.,.,.,.,.,C,DESOTO ISD,57906,12,09,09 - 12,S,., , , ,10,REGION 10: RICHARDSON
57906008,., , , , , , , ,DESOTO ALTERNATIVE EDUCATION CENTER (DAEP),.,.,.,.,.,.,.,Not Rated,.,.,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,., ,N,N,N,Y,N,N,N,N,N,N,N,DALLAS,.,57,33,100.0,16,100,16,33,0,0.0,28,84.8,2,6.1,0,0.0,2,6.1,0,0.0,.,.,.,.,.,Not Rated,DESOTO ISD,57906,12,06,06 - 12,B,., , , ,10,REGION 10: RICHARDSON
57906041,.,0,0,0,0,0,0,0,RUBY YOUNG PERSONALIZED STEAM ACADEMY,.,33,58,.,.,.,.,Not Rated: SB 1365,58,78,B,85,33,Not Rated: SB 1365,57,B,85,65,C,74,82, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,.,57,167,100.0,77,14.1,548,167,0,0.0,113,67.7,13,7.8,0,0.0,19,11.4,0,0.0,.,.,.,.,.,B,DESOTO ISD,57906,08,03,03 - 08,E,., , , ,10,REGION 10: RICHARDSON
57906042,.,0,0,0,0,0,0,0,DESOTO WEST MIDDLE,.,24,52,.,.,.,.,Not Rated: SB 1365,52,70,C,77,24,Not Rated: SB 1365,53,C,77,41,C,73,76, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,2,57,578,100.0,58,10.9,530,578,0,0.0,429,74.2,33,5.7,0,0.0,70,12.1,0,0.0,.,.,.,.,.,C,DESOTO ISD,57906,08,06,06 - 08,M,., , , ,10,REGION 10: RICHARDSON
57906043,.,0,0,0,0,0,0,0,CURTISTENE S MCCOWAN MIDDLE,.,35,65,.,.,.,.,Not Rated: SB 1365,65,73,B,81,35,Not Rated: SB 1365,69,B,81,44,C,74,79, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,2,57,1000,100.0,114,12,949,1000,0,0.0,736,73.6,120,12.0,0,0.0,119,11.9,0,0.0,.,.,.,.,.,C,DESOTO ISD,57906,08,06,06 - 08,M,., , , ,10,REGION 10: RICHARDSON
57906106,.,0,0,0,1,0,0, ,THE MEADOWS EL,.,32,57,.,.,.,.,Not Rated: SB 1365,57,83,B,89,32,Not Rated: SB 1365,58,B,89,64,C,74,85, ,N,N,N,N,N,N,N,N,N,Y,N,DALLAS,.,57,417,100.0,99,20.6,481,417,0,0.0,340,81.5,19,4.6,0,0.0,48,11.5,0,0.0,.,.,.,.,.,B,DESOTO ISD,57906,05,03,03 - 05,E,., , , ,10,REGION 10: RICHARDSON
57906107,., , , , , , , ,COCKRELL HILL EL,.,.,.,.,.,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,82, ,N,N,N,N,N,N,N,Y,N,N,N,DALLAS, ,57,0,0.0,55,15.6,353,765,0,0.0,640,83.7,162,21.2,0,0.0,57,7.5,0,0.0,.,.,.,.,.,B,DESOTO ISD,57906,02,PK,PK - 02,E,., ,057906108,FRANK D MOATES EL,10,REGION 10: RICHARDSON
57906108,.,0,0,0,0,0,0, ,FRANK D MOATES EL,.,31,56,.,.,.,.,Not Rated: SB 1365,56,79,B,86,31,Not Rated: SB 1365,57,B,86,60,C,73,82, ,N,N,N,N,N,N,N,N,N,Y,N,DALLAS,.,57,576,100.0,126,21.8,579,576,0,0.0,462,80.2,143,24.8,0,0.0,83,14.4,0,0.0,.,.,.,.,.,B,DESOTO ISD,57906,05,03,03 - 05,E,., , , ,10,REGION 10: RICHARDSON
57906109,., , , , , , , ,WOODRIDGE EL,.,.,.,.,.,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,85, ,N,N,N,N,N,N,N,Y,N,N,N,DALLAS, ,57,0,0.0,74,14,530,605,0,0.0,518,85.6,20,3.3,0,0.0,52,8.6,0,0.0,.,.,.,.,.,B,DESOTO ISD,57906,02,PK,PK - 02,E,., ,057906106,THE MEADOWS EL,10,REGION 10: RICHARDSON
57906112,.,1,1,1,0,1,1,1,KATHERINE JOHNSON TECHNOLOGY MAGNET ACADEMY,.,62,91,.,.,.,.,A,91,80,B,88,62,A,90,A,90,97,A,94,92, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,.,57,316,68.1,23,5.5,422,464,0,0.0,267,57.5,18,3.9,0,0.0,12,2.6,0,0.0,.,.,.,.,.,A,DESOTO ISD,57906,08,KG,KG - 08,E,., , , ,10,REGION 10: RICHARDSON
57907001,91.5,0,0,0,0,0,0,0,DUNCANVILLE H S,92.2,39,67,46,78,97.4,90,C,76,58,Not Rated: SB 1365,63,43,C,77,C,77,38,C,72,76, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,2,57,4549,100.0,432,9.2,4708,4549,352,7.7,3255,71.6,599,13.2,426,9.4,363,8.0,128,2.8,.,.,.,.,.,C,DUNCANVILLE ISD,57907,12,09,09 - 12,S,., , , ,10,REGION 10: RICHARDSON
57907004,49.1, , , , , , , ,MARY E SMITHEY PACE H S,73,16,62,12,76,93.8,85,C,72,.,Not Rated,.,.,Not Rated,.,Not Rated,.,8,Not Rated: SB 1365,68,74,DROPOUT RECOVERY SCHOOL,Y,Y,N,N,N,N,N,N,N,N,N,DALLAS,.,57,87,100.0,75,54.3,138,87,.,0.0,57,65.5,19,21.8,0,0.0,6,6.9,.,0.0,3,73,3,33,0,C,DUNCANVILLE ISD,57907,12,10,10 - 12,S,., , , ,10,REGION 10: RICHARDSON
57907007,., , , , , , , ,P A S S LEARNING CTR,.,.,.,.,.,.,.,Not Rated,.,.,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,., ,N,N,N,N,N,Y,N,N,N,N,N,DALLAS,.,57,1,100.0,4,80,5,1,.,0.0,1,100.0,0,0.0,0,0.0,0,0.0,.,0.0,.,.,.,.,.,Not Rated,DUNCANVILLE ISD,57907,12,12,12 - 12,S,., , , ,10,REGION 10: RICHARDSON
57907041,.,1,0,0,1,0,0,0,J HERMAN REED MIDDLE,.,39,71,.,.,.,.,C,71,82,A,91,39,C,79,A,91,69,B,81,88, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,.,57,534,100.0,60,10.1,593,534,.,0.0,424,79.4,125,23.4,.,0.0,60,11.2,.,0.0,.,.,.,.,.,B,DUNCANVILLE ISD,57907,08,07,07 - 08,M,., , , ,10,REGION 10: RICHARDSON
57907042,.,1,0,0,1,1,0,0,WILLIAM H BYRD MIDDLE,.,38,70,.,.,.,.,C,70,79,B,89,38,C,79,B,89,70,B,81,87, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,.,57,625,100.0,70,10.6,660,625,.,0.0,502,80.3,166,26.6,.,0.0,68,10.9,.,0.0,.,.,.,.,.,B,DUNCANVILLE ISD,57907,08,07,07 - 08,M,., , , ,10,REGION 10: RICHARDSON
57907043,.,1,0,0,1,0,0,0,G W KENNEMER MIDDLE,.,42,74,.,.,.,.,C,74,76,B,85,42,B,82,B,85,67,B,80,84, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,.,57,913,100.0,98,10.2,957,913,.,0.0,717,78.5,157,17.2,.,0.0,108,11.8,335,36.7,.,.,.,.,.,B,DUNCANVILLE ISD,57907,08,06,06 - 08,M,., , , ,10,REGION 10: RICHARDSON
57907101,.,0,0,0,0,0, , ,CENTRAL EL,.,37,64,.,.,.,.,Not Rated: SB 1365,64,69,C,70,37,C,70,C,70,48,C,70,70, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,.,57,167,40.5,45,13.9,324,412,.,0.0,360,87.4,203,49.3,.,0.0,34,8.3,.,0.0,.,.,.,.,.,C,DUNCANVILLE ISD,57907,04,PK,PK - 04,E,., , , ,10,REGION 10: RICHARDSON
57907102,.,0,1,0,0,0, , ,FAIRMEADOWS EL,.,42,71,.,.,.,.,C,71,73,C,77,42,C,77,C,77,56,C,72,76, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,.,57,135,32.9,35,11.9,295,410,.,0.0,352,85.9,196,47.8,.,0.0,42,10.2,.,0.0,.,.,.,.,.,C,DUNCANVILLE ISD,57907,04,PK,PK - 04,E,., , , ,10,REGION 10: RICHARDSON
57907103,.,0,0,0,0,0, , ,MERRIFIELD EL,.,33,58,.,.,.,.,Not Rated: SB 1365,58,79,B,86,33,Not Rated: SB 1365,60,B,86,66,C,75,83, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,2,57,123,37.2,69,22.5,306,331,.,0.0,280,84.6,95,28.7,.,0.0,18,5.4,.,0.0,.,.,.,.,.,B,DUNCANVILLE ISD,57907,04,PK,PK - 04,E,., , , ,10,REGION 10: RICHARDSON
57907104,.,0,0,0,0,0, , ,WILLIAM LEE HASTINGS EL,.,23,50,.,.,.,.,Not Rated: SB 1365,50,60,Not Rated: SB 1365,58,23,Not Rated: SB 1365,51,Not Rated: SB 1365,58,0,Not Rated: SB 1365,30,50, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,1,57,186,35.6,82,20.1,408,522,.,0.0,434,83.1,159,30.5,.,0.0,25,4.8,.,0.0,.,.,.,.,.,Not Rated: SB 1365,DUNCANVILLE ISD,57907,04,PK,PK - 04,E,., , , ,10,REGION 10: RICHARDSON
57907105,.,0,0,0,0,0, , ,S GUS ALEXANDER JR EL,.,28,54,.,.,.,.,Not Rated: SB 1365,54,51,Not Rated: SB 1365,53,28,Not Rated: SB 1365,55,Not Rated: SB 1365,55,18,Not Rated: SB 1365,54,55, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,1,57,154,41.2,43,13.4,322,374,.,0.0,314,84.0,72,19.3,.,0.0,56,15.0,.,0.0,.,.,.,.,.,Not Rated: SB 1365,DUNCANVILLE ISD,57907,04,PK,PK - 04,E,., , , ,10,REGION 10: RICHARDSON
57907106,.,0,0,0,0,0, , ,CLINT Q SMITH EL,.,24,50,.,.,.,.,Not Rated: SB 1365,50,63,Not Rated: SB 1365,59,24,Not Rated: SB 1365,52,Not Rated: SB 1365,59,28,Not Rated: SB 1365,62,59, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,1,57,120,40.4,32,14.3,223,297,.,0.0,257,86.5,41,13.8,.,0.0,37,12.5,.,0.0,.,.,.,.,.,Not Rated: SB 1365,DUNCANVILLE ISD,57907,04,PK,PK - 04,E,., , , ,10,REGION 10: RICHARDSON
57907107,.,0,0,0,0,0, , ,CHARLES ACTON EL,.,38,65,.,.,.,.,Not Rated: SB 1365,65,71,C,74,38,C,70,C,74,42,Not Rated: SB 1365,67,72, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,2,57,173,33.3,47,13.3,353,519,.,0.0,433,83.4,158,30.4,.,0.0,33,6.4,.,0.0,.,.,.,.,.,C,DUNCANVILLE ISD,57907,04,PK,PK - 04,E,., , , ,10,REGION 10: RICHARDSON
57907108,.,0,0,0,1,0,0, ,H BOB DANIEL SR INT,.,35,65,.,.,.,.,Not Rated: SB 1365,65,79,B,89,35,C,72,B,89,67,B,80,86, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,2,57,490,100.0,64,10.8,591,490,.,0.0,402,82.0,124,25.3,.,0.0,70,14.3,.,0.0,.,.,.,.,.,B,DUNCANVILLE ISD,57907,06,05,05 - 06,M,., , , ,10,REGION 10: RICHARDSON
57907109,.,0,0,0,1,0,0, ,GLENN C HARDIN INT,.,37,69,.,.,.,.,Not Rated: SB 1365,69,76,B,85,37,C,79,B,85,69,B,81,84, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,.,57,509,100.0,65,11.3,576,509,.,0.0,440,86.4,203,39.9,.,0.0,65,12.8,.,0.0,.,.,.,.,.,B,DUNCANVILLE ISD,57907,06,05,05 - 06,M,., , , ,10,REGION 10: RICHARDSON
57907110,.,1,0,0,1,0,0, ,GRACE R BRANDENBURG INT,.,37,69,.,.,.,.,Not Rated: SB 1365,69,77,B,86,37,C,79,B,86,76,B,84,85, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,.,57,397,100.0,66,13.7,483,397,.,0.0,337,84.9,99,24.9,.,0.0,64,16.1,.,0.0,.,.,.,.,.,B,DUNCANVILLE ISD,57907,06,05,05 - 06,M,., , , ,10,REGION 10: RICHARDSON
57907111,.,0,0,0,0,0, , ,CJ & ANNE HYMAN EL,.,37,64,.,.,.,.,Not Rated: SB 1365,64,79,B,86,37,Not Rated: SB 1365,60,B,86,68,C,75,83, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,2,57,159,36.5,51,14.4,355,436,.,0.0,294,67.4,117,26.8,.,0.0,71,16.3,.,0.0,.,.,.,.,.,B,DUNCANVILLE ISD,57907,04,EE,EE - 04,E,., , , ,10,REGION 10: RICHARDSON
57907112,.,0,0,0,0,0, , ,JAMES R BILHARTZ JR EL,.,35,60,.,.,.,.,Not Rated: SB 1365,60,66,Not Rated: SB 1365,65,35,Not Rated: SB 1365,63,Not Rated: SB 1365,65,17,Not Rated: SB 1365,52,61, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,1,57,198,36.8,49,12.8,384,538,.,0.0,443,82.3,192,35.7,.,0.0,88,16.4,.,0.0,.,.,.,.,.,Not Rated: SB 1365,DUNCANVILLE ISD,57907,04,EE,EE - 04,E,., , , ,10,REGION 10: RICHARDSON
57909002,86.2,1,1,1,0,1,1,1,GARLAND H S,86.1,44,72,92,98,96.7,90,B,86,63,C,70,68,A,92,A,92,61,C,77,88, ,N,N,N,N,N,N,N,N,N,N,N,DALLAS,.,57,2385,100.0,250,10,2508,2385,94,3.9,1764,74.0,796,33.4,0,0.0,197,8.3,.,0.0,.,.,.,.,.,B,GARLAND ISD,57909,12,09,09 - 12,S,., , , ,10,REGION 10: RICHARDSON
