DISTRICT,DISTNAME,COUNTY,CNTYNAME,REGION,REGNNAME,D_RATING,DD1G,DD2G,DD2AG,DD2BG,DD3G,DD1S,DD2AS,DD2BS,DD3S,DPETLEPC,DPETECOC,DPETALLC,DPETSPEC,DPETSTEC,DPETECHC,DPETPTEC,DPE0312C,DPETLEPP,DPETSPEP,DPETECHP,DPETPTEP,DPETSTEP,DPE0312P,DD2S,DDALLS
"223904","WELLMAN-UNION CISD","223","TERRY","17","REGION 17: LUBBOCK","B","B","B","F","B","A",88,58,85,90,43,148,279,34,0,0,0,206,15.4,12.2,0,0,0,73.8,85,89
"224901","THROCKMORTON COLLEGIATE ISD","224","THROCKMORTON","09","REGION 09: WICHITA FALLS","B","B","B","D","B","B",84,69,81,86,0,75,131,21,0,0,39,97,0,16,0,29.8,0,74,81,85
"224902","WOODSON ISD","224","THROCKMORTON","09","REGION 09: WICHITA FALLS","B","B","B","F","B","D",88,59,86,67,0,107,176,33,0,0,61,137,0,18.8,0,34.7,0,77.8,86,82
"225902","MOUNT PLEASANT ISD","225","TITUS","08","REGION 08: MT PLEASANT","B","C","B","C","B","B",77,76,84,84,2557,4214,5147,863,0,0,0,3640,49.7,16.8,0,0,0,70.7,84,84
"225906","CHAPEL HILL ISD","225","TITUS","08","REGION 08: MT PLEASANT","B","B","B","C","B","B",85,79,83,89,168,474,977,145,0,0,0,725,17.2,14.8,0,0,0,74.2,83,86
"225907","HARTS BLUFF ISD","225","TITUS","08","REGION 08: MT PLEASANT","C","C","C","D","C","C",74,69,79,73,307,632,890,124,0,214,0,635,34.5,13.9,24,0,0,71.3,79,77
"226801","TEXAS LEADERSHIP PUBLIC SCHOOLS","226","TOM GREEN","15","REGION 15: SAN ANGELO","D","D","D","F","D","F",66,59,63,59,151,2308,4075,502,0,0,0,3082,3.7,12.3,0,0,0,75.6,63,64
"226901","CHRISTOVAL ISD","226","TOM GREEN","15","REGION 15: SAN ANGELO","B","B","C","D","C","B",88,63,75,83,3,161,634,94,0,0,0,488,0.5,14.8,0,0,0,77,75,87
"226903","SAN ANGELO ISD","226","TOM GREEN","15","REGION 15: SAN ANGELO","C","C","C","D","C","C",71,64,70,72,891,8183,13175,1822,0,0,0,9922,6.8,13.8,0,0,0,75.3,70,71
"226905","WATER VALLEY ISD","226","TOM GREEN","15","REGION 15: SAN ANGELO","C","C","C","C","C","B",78,74,74,80,11,145,318,73,0,0,0,243,3.5,23,0,0,0,76.4,74,79
"226906","WALL ISD","226","TOM GREEN","15","REGION 15: SAN ANGELO","A","A","B","B","B","A",93,80,82,93,17,237,1329,151,0,0,0,1027,1.3,11.4,0,0,0,77.3,82,93
"226907","GRAPE CREEK ISD","226","TOM GREEN","15","REGION 15: SAN ANGELO","C","C","C","C","C","C",75,73,70,74,67,702,1199,283,0,0,0,876,5.6,23.6,0,0,0,73.1,73,75
"226908","VERIBEST ISD","226","TOM GREEN","15","REGION 15: SAN ANGELO","B","B","B","C","B","B",86,79,81,86,18,119,252,34,0,0,0,185,7.1,13.5,0,0,0,73.4,81,86
"227506","UNIVERSITY OF TEXAS AT AUSTIN H S","227","TRAVIS","13","REGION 13: AUSTIN","D","C","C","C","D","F",72,74,68,55,10,149,788,53,0,0,10,788,1.3,6.7,0,1.3,0,100,74,68
"227803","WAYSIDE SCHOOLS","227","TRAVIS","13","REGION 13: AUSTIN","D","D","D","D","D","C",69,68,69,72,837,1476,1759,271,0,0,0,977,47.6,15.4,0,0,0,55.5,69,69
"227804","NYOS CHARTER SCHOOL","227","TRAVIS","13","REGION 13: AUSTIN","B","B","C","C","C","B",82,76,76,87,417,548,1727,194,0,0,0,1224,24.1,11.2,0,0,0,70.9,76,84
"227805","TEXAS EMPOWERMENT ACADEMY","227","TRAVIS","13","REGION 13: AUSTIN","B","C","B","D","B","B",75,62,83,82,0,328,431,32,0,0,0,253,0,7.4,0,0,0,58.7,83,83
"227806","UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL","227","TRAVIS","13","REGION 13: AUSTIN","A","A","A","A","C","A",94,92,79,94,27,259,509,204,0,0,0,498,5.3,40.1,0,0,0,97.8,92,94
"227814","CHAPARRAL STAR ACADEMY","227","TRAVIS","13","REGION 13: AUSTIN","A","A","B","B","B","A",96,84,87,98,56,35,360,21,0,0,0,280,15.6,5.8,0,0,0,77.8,87,97
"227816","HARMONY PUBLIC SCHOOLS - CENTRAL TEXAS","227","TRAVIS","13","REGION 13: AUSTIN","B","B","B","C","B","B",83,79,83,85,2412,2767,4509,320,0,121,0,3126,53.5,7.1,2.7,0,0,69.3,83,84
"227817","CEDARS INTERNATIONAL ACADEMY","227","TRAVIS","13","REGION 13: AUSTIN","C","C","C","D","C","C",74,69,77,74,261,381,461,83,0,0,0,304,56.6,18,0,0,0,65.9,77,76
"227819","UNIVERSITY OF TEXAS ELEMENTARY CHARTER SCHOOL","227","TRAVIS","13","REGION 13: AUSTIN","C","C","C","D","C","C",75,68,75,72,30,174,292,59,0,0,0,131,10.3,20.2,0,0,0,44.9,75,74
"227820","KIPP TEXAS PUBLIC SCHOOLS","227","TRAVIS","04","REGION 04: HOUSTON","C","D","C","C","C","C",69,70,75,75,14567,31583,34109,3282,0,0,0,23031,42.7,9.6,0,0,0,67.5,75,75
"227821","AUSTIN DISCOVERY SCHOOL","227","TRAVIS","13","REGION 13: AUSTIN","D","D","C","C","F","D",64,78,47,67,0,7,261,0,0,0,0,128,0,0,0,0,0,49,78,69
"227824","VALERE PUBLIC SCHOOLS","227","TRAVIS","13","REGION 13: AUSTIN","D","D","D","F","D","D",64,58,68,63,366,819,963,102,0,0,0,572,38,10.6,0,0,0,59.4,68,67
"227825","AUSTIN ACHIEVE PUBLIC SCHOOLS","227","TRAVIS","13","REGION 13: AUSTIN","D","D","D","D","D","C",61,67,66,71,1621,2258,2647,281,0,0,0,1757,61.2,10.6,0,0,0,66.4,67,68
"227826","MONTESSORI FOR ALL","227","TRAVIS","13","REGION 13: AUSTIN","D","D","D","D","F","C",65,62,57,72,128,235,478,63,0,0,0,179,26.8,13.2,0,0,0,37.4,62,67
"227827","THE EXCEL CENTER (FOR ADULTS)","227","TRAVIS","13","REGION 13: AUSTIN","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",70,,98,76,184,966,1017,15,0,0,0,1017,18.1,1.5,0,0,0,100,98,
"227829","VALOR PUBLIC SCHOOLS","227","TRAVIS","13","REGION 13: AUSTIN","B","B","D","D","D","B",80,65,68,83,257,756,3159,291,0,0,0,2048,8.1,9.2,0,0,0,64.8,68,81
"227901","AUSTIN ISD","227","TRAVIS","13","REGION 13: AUSTIN","C","C","C","C","C","C",78,71,73,74,22848,36532,72739,11888,132,1020,305,52151,31.4,16.3,1.4,0.4,0.2,71.7,73,77
"227904","PFLUGERVILLE ISD","227","TRAVIS","13","REGION 13: AUSTIN","C","C","C","C","C","C",76,72,72,74,7528,12468,25267,3474,0,0,90,18764,29.8,13.7,0,0.4,0,74.3,72,75
"227907","MANOR ISD","227","TRAVIS","13","REGION 13: AUSTIN","D","D","D","D","D","D",61,60,60,60,4382,6559,9615,1042,0,590,0,7307,45.6,10.8,6.1,0,0,76,60,61
"227909","EANES ISD","227","TRAVIS","13","REGION 13: AUSTIN","A","A","B","B","B","A",94,86,83,94,271,383,7714,951,0,0,0,6303,3.5,12.3,0,0,0,81.7,86,94
"227910","DEL VALLE ISD","227","TRAVIS","13","REGION 13: AUSTIN","D","D","D","D","D","D",64,60,67,65,5539,10150,11266,1915,0,438,96,8416,49.2,17,3.9,0.9,0,74.7,67,66
"227912","LAGO VISTA ISD","227","TRAVIS","13","REGION 13: AUSTIN","C","B","C","C","D","C",80,74,61,72,151,409,1833,268,0,0,0,1453,8.2,14.6,0,0,0,79.3,74,78
"227913","LAKE TRAVIS ISD","227","TRAVIS","13","REGION 13: AUSTIN","B","B","B","B","C","B",89,84,74,88,961,1299,11230,1502,0,0,0,8778,8.6,13.4,0,0,0,78.2,84,89
"228901","GROVETON ISD","228","TRINITY","06","REGION 06: HUNTSVILLE","D","C","C","F","C","F",73,59,73,55,16,487,767,138,0,0,0,577,2.1,18,0,0,0,75.2,73,68
"228903","TRINITY ISD","228","TRINITY","06","REGION 06: HUNTSVILLE","D","D","D","D","D","D",64,66,67,69,152,1085,1220,168,0,0,0,885,12.5,13.8,0,0,0,72.5,67,68
"228904","CENTERVILLE ISD","228","TRINITY","06","REGION 06: HUNTSVILLE","B","B","B","B","B","C",87,81,82,78,0,68,155,21,0,0,0,117,0,13.5,0,0,0,75.5,82,84
"228905","APPLE SPRINGS ISD","228","TRINITY","06","REGION 06: HUNTSVILLE","C","C","D","D","D","C",73,62,69,75,0,135,207,31,0,0,0,158,0,15,0,0,0,76.3,69,74
"229901","COLMESNEIL ISD","229","TYLER","05","REGION 05: BEAUMONT","D","D","D","D","D","F",69,62,68,57,0,280,400,51,0,0,0,307,0,12.8,0,0,0,76.8,68,65
"229903","WOODVILLE ISD","229","TYLER","05","REGION 05: BEAUMONT","D","D","C","C","D","D",65,71,67,69,69,871,1213,224,0,0,0,917,5.7,18.5,0,0,0,75.6,71,69
"229904","WARREN ISD","229","TYLER","05","REGION 05: BEAUMONT","C","C","C","F","C","D",73,56,73,65,16,714,1195,183,0,0,0,888,1.3,15.3,0,0,0,74.3,73,71
"229905","SPURGER ISD","229","TYLER","05","REGION 05: BEAUMONT","B","B","B","D","B","C",82,67,83,72,4,253,367,67,0,0,26,252,1.1,18.3,0,7.1,0,68.7,83,80
"229906","CHESTER ISD","229","TYLER","05","REGION 05: BEAUMONT","C","C","C","D","C","C",79,62,77,71,3,108,186,23,0,0,0,143,1.6,12.4,0,0,0,76.9,77,77
"230901","BIG SANDY ISD","230","UPSHUR","07","REGION 07: KILGORE","C","C","C","D","C","C",75,67,79,73,41,511,673,110,0,0,0,493,6.1,16.3,0,0,0,73.3,79,77
"230902","GILMER ISD","230","UPSHUR","07","REGION 07: KILGORE","B","C","B","C","B","B",79,74,87,83,281,2335,2920,347,0,0,0,2100,9.6,11.9,0,0,0,71.9,87,86
"230903","ORE CITY ISD","230","UPSHUR","07","REGION 07: KILGORE","C","C","C","D","C","C",75,68,78,70,89,588,807,116,0,0,0,610,11,14.4,0,0,0,75.6,78,76
"230904","UNION HILL ISD","230","UPSHUR","07","REGION 07: KILGORE","D","D","D","F","D","D",69,58,67,65,13,194,276,26,0,0,0,218,4.7,9.4,0,0,0,79,67,68
"230905","HARMONY ISD","230","UPSHUR","07","REGION 07: KILGORE","B","B","B","C","B","B",83,72,84,84,82,539,976,92,0,0,0,761,8.4,9.4,0,0,0,78,84,84
"230906","NEW DIANA ISD","230","UPSHUR","07","REGION 07: KILGORE","B","B","B","C","B","C",85,76,83,76,20,515,1160,98,0,0,0,874,1.7,8.4,0,0,0,75.3,83,82
"230908","UNION GROVE ISD","230","UPSHUR","07","REGION 07: KILGORE","B","B","B","C","B","B",83,74,80,80,23,347,736,86,0,0,0,576,3.1,11.7,0,0,0,78.3,80,82
"231901","MCCAMEY ISD","231","UPTON","18","REGION 18: MIDLAND","D","D","D","D","D","C",66,65,61,73,50,288,495,73,0,0,0,370,10.1,14.7,0,0,0,74.7,65,68
"231902","RANKIN ISD","231","UPTON","18","REGION 18: MIDLAND","A","A","B","B","B","A",92,80,86,93,26,107,294,27,0,0,0,208,8.8,9.2,0,0,0,70.7,86,92
"232901","KNIPPA ISD","232","UVALDE","20","REGION 20: SAN ANTONIO","B","B","B","C","B","B",88,77,85,89,14,175,397,44,0,0,0,271,3.5,11.1,0,0,0,68.3,85,88
"232902","SABINAL ISD","232","UVALDE","20","REGION 20: SAN ANTONIO","C","C","C","D","C","C",74,65,76,73,22,354,459,100,0,0,38,331,4.8,21.8,0,8.3,0,72.1,76,75
"232903","UVALDE CISD","232","UVALDE","20","REGION 20: SAN ANTONIO","D","F","D","D","D","D",59,65,62,60,338,3250,4036,565,0,296,0,2936,8.4,14,7.3,0,0,72.7,65,64
"232904","UTOPIA ISD","232","UVALDE","20","REGION 20: SAN ANTONIO","A","A","B","B","B","A",91,87,89,94,13,91,199,26,0,0,0,160,6.5,13.1,0,0,0,80.4,89,92
"233901","SAN FELIPE-DEL RIO CISD","233","VAL VERDE","15","REGION 15: SAN ANGELO","C","C","C","C","C","C",73,73,77,73,2315,7405,9875,1784,0,466,16,7306,23.4,18.1,4.7,0.2,0,74,77,76
"233903","COMSTOCK ISD","233","VAL VERDE","15","REGION 15: SAN ANGELO","C","C","C","C","D","C",73,79,67,73,5,98,200,20,0,0,0,159,2.5,10,0,0,0,79.5,79,77
"234801","RANCH ACADEMY","234","VAN ZANDT","07","REGION 07: KILGORE","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",,,,,0,51,74,21,0,0,0,74,0,28.4,0,0,0,100,,
"234902","CANTON ISD","234","VAN ZANDT","10","REGION 10: RICHARDSON","B","B","B","C","B","B",86,79,85,80,113,1151,2357,258,0,0,0,1768,4.8,10.9,0,0,0,75,85,84
"234903","EDGEWOOD ISD","234","VAN ZANDT","07","REGION 07: KILGORE","B","B","B","C","B","C",82,70,80,79,30,569,1050,187,0,0,0,790,2.9,17.8,0,0,0,75.2,80,81
"234904","GRAND SALINE ISD","234","VAN ZANDT","07","REGION 07: KILGORE","C","C","C","D","C","D",79,64,75,69,155,686,1175,152,0,0,0,887,13.2,12.9,0,0,0,75.5,75,76
"234905","MARTINS MILL ISD","234","VAN ZANDT","07","REGION 07: KILGORE","B","B","B","C","B","B",83,71,80,86,56,252,485,56,0,0,0,344,11.5,11.5,0,0,0,70.9,80,84
"234906","VAN ISD","234","VAN ZANDT","07","REGION 07: KILGORE","B","B","B","C","B","B",80,76,83,88,204,1419,2344,285,0,0,0,1802,8.7,12.2,0,0,0,76.9,83,85
"234907","WILLS POINT ISD","234","VAN ZANDT","10","REGION 10: RICHARDSON","D","D","D","D","D","D",67,61,67,62,495,1971,2862,492,0,0,0,2079,17.3,17.2,0,0,0,72.6,67,66
"234909","FRUITVALE ISD","234","VAN ZANDT","07","REGION 07: KILGORE","B","B","B","D","B","C",81,65,83,74,27,277,399,91,0,0,10,277,6.8,22.8,0,2.5,0,69.4,83,80
"235901","BLOOMINGTON ISD","235","VICTORIA","03","REGION 03: VICTORIA","F","F","D","F","D","F",56,57,61,58,167,776,905,150,0,0,8,642,18.5,16.6,0,0.9,0,70.9,61,59
"235902","VICTORIA ISD","235","VICTORIA","03","REGION 03: VICTORIA","C","C","D","D","D","C",71,63,68,70,1103,8666,12961,2119,0,0,188,9428,8.5,16.3,0,1.5,0,72.7,68,71
"235904","NURSERY ISD","235","VICTORIA","03","REGION 03: VICTORIA","A","A","A","A","A","A",93,91,92,91,4,66,136,14,0,0,0,51,2.9,10.3,0,0,0,37.5,92,92
"236801","RAVEN SCHOOL","236","WALKER","06","REGION 06: HUNTSVILLE","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",,,,,0,36,36,9,0,0,0,36,0,25,0,0,0,100,,
"236802","SAM HOUSTON STATE UNIVERSITY CHARTER SCHOOL","236","WALKER","06","REGION 06: HUNTSVILLE","A","A","B","B","C","B",90,83,72,89,49,97,468,66,0,0,0,224,10.5,14.1,0,0,0,47.9,83,90
"236901","NEW WAVERLY ISD","236","WALKER","06","REGION 06: HUNTSVILLE","B","B","B","C","B","C",81,78,81,77,45,554,1066,143,0,0,0,839,4.2,13.4,0,0,0,78.7,81,80
"236902","HUNTSVILLE ISD","236","WALKER","06","REGION 06: HUNTSVILLE","C","D","C","D","C","C",69,61,72,70,1682,7707,11296,1659,0,0,0,9758,14.9,14.7,0,0,0,86.4,72,71
"237902","HEMPSTEAD ISD","237","WALLER","04","REGION 04: HOUSTON","D","F","D","D","F","D",53,60,55,65,602,1308,1580,179,0,0,0,1093,38.1,11.3,0,0,0,69.2,60,62
"237904","WALLER ISD","237","WALLER","04","REGION 04: HOUSTON","C","C","C","D","C","C",72,63,75,70,3050,6258,9264,1373,0,0,0,6903,32.9,14.8,0,0,0,74.5,75,74
"237905","ROYAL ISD","237","WALLER","04","REGION 04: HOUSTON","D","D","D","D","D","D",62,61,64,63,1333,2111,2725,342,0,198,0,2074,48.9,12.6,7.3,0,0,76.1,64,64
"238902","MONAHANS-WICKETT-PYOTE ISD","238","WARD","18","REGION 18: MIDLAND","C","C","C","C","D","C",71,70,69,72,317,1251,2188,445,0,0,0,1609,14.5,20.3,0,0,0,73.5,70,71
"238904","GRANDFALLS-ROYALTY ISD","238","WARD","18","REGION 18: MIDLAND","C","C","C","F","C","D",78,53,73,61,3,94,136,25,0,0,0,92,2.2,18.4,0,0,0,67.6,73,73
"239901","BRENHAM ISD","239","WASHINGTON","06","REGION 06: HUNTSVILLE","C","C","C","C","C","C",74,76,76,76,672,2932,4838,789,0,0,0,3718,13.9,16.3,0,0,0,76.8,76,76
"239903","BURTON ISD","239","WASHINGTON","06","REGION 06: HUNTSVILLE","B","B","B","C","B","B",84,72,80,80,36,254,585,52,0,0,0,398,6.2,8.9,0,0,0,68,80,83
"240801","TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO","240","WEBB","01","REGION 01: EDINBURG","B","A","B","B","B","B",90,84,87,84,164,228,258,35,0,0,0,258,63.6,13.6,0,0,0,100,87,88
"240901","LAREDO ISD","240","WEBB","01","REGION 01: EDINBURG","B","B","B","C","B","B",81,74,88,83,11776,19960,20557,2257,0,1013,164,14422,57.3,11,4.9,0.8,0,70.2,88,87
"240903","UNITED ISD","240","WEBB","01","REGION 01: EDINBURG","A","B","A","C","A","A",85,78,90,90,17656,31729,41117,6214,0,627,357,31286,42.9,15.1,1.5,0.9,0,76.1,90,90
"240904","WEBB CISD","240","WEBB","01","REGION 01: EDINBURG","C","C","C","D","C","D",73,63,78,69,22,215,256,42,0,0,0,200,8.6,16.4,0,0,0,78.1,78,75
"241901","BOLING ISD","241","WHARTON","03","REGION 03: VICTORIA","C","C","C","C","C","D",75,72,77,64,111,679,1141,97,0,0,0,825,9.7,8.5,0,0,0,72.3,77,73
"241902","EAST BERNARD ISD","241","WHARTON","03","REGION 03: VICTORIA","B","B","B","C","B","B",86,77,82,81,74,414,997,107,0,0,0,760,7.4,10.7,0,0,0,76.2,82,85
"241903","EL CAMPO ISD","241","WHARTON","03","REGION 03: VICTORIA","B","C","B","C","B","C",78,72,84,76,435,2438,3302,505,0,0,0,2424,13.2,15.3,0,0,0,73.4,84,81
"241904","WHARTON ISD","241","WHARTON","03","REGION 03: VICTORIA","F","F","D","D","F","F",57,66,59,59,314,1421,1819,246,0,71,39,1268,17.3,13.5,3.9,2.1,0,69.7,66,59
"241906","LOUISE ISD","241","WHARTON","03","REGION 03: VICTORIA","B","C","B","C","B","C",79,76,83,77,65,357,520,56,0,0,22,382,12.5,10.8,0,4.2,0,73.5,83,81
"242902","SHAMROCK ISD","242","WHEELER","16","REGION 16: AMARILLO","C","C","C","D","C","C",75,69,76,77,13,238,344,87,0,0,0,235,3.8,25.3,0,0,0,68.3,76,76
"242903","WHEELER ISD","242","WHEELER","16","REGION 16: AMARILLO","B","B","B","D","B","B",81,62,86,88,84,253,385,50,0,0,0,296,21.8,13,0,0,0,76.9,86,87
"242905","KELTON ISD","242","WHEELER","16","REGION 16: AMARILLO","C","C","C","D","C","C",78,65,76,74,5,92,140,28,0,0,0,110,3.6,20,0,0,0,78.6,76,77
"242906","FORT ELLIOTT CISD","242","WHEELER","16","REGION 16: AMARILLO","B","B","C","D","C","A",81,62,76,92,3,70,157,25,0,0,0,116,1.9,15.9,0,0,0,73.9,76,84
"243901","BURKBURNETT ISD","243","WICHITA","09","REGION 09: WICHITA FALLS","C","C","C","D","C","C",77,69,73,71,73,1774,3260,603,0,0,0,2391,2.2,18.5,0,0,0,73.3,73,75
"243902","ELECTRA ISD","243","WICHITA","09","REGION 09: WICHITA FALLS","C","C","C","C","C","C",71,72,75,71,6,311,444,101,0,0,0,327,1.4,22.7,0,0,0,73.6,75,74
"243903","IOWA PARK CISD","243","WICHITA","09","REGION 09: WICHITA FALLS","A","A","B","B","B","B",91,84,88,89,7,843,1938,353,0,0,0,1439,0.4,18.2,0,0,0,74.3,88,90
"243905","WICHITA FALLS ISD","243","WICHITA","09","REGION 09: WICHITA FALLS","C","C","C","D","C","C",72,68,71,71,1557,8681,12857,2435,0,0,0,9096,12.1,18.9,0,0,0,70.7,71,72
"243906","CITY VIEW ISD","243","WICHITA","09","REGION 09: WICHITA FALLS","B","C","B","D","B","B",78,69,80,82,41,920,1169,231,0,0,0,887,3.5,19.8,0,0,0,75.9,80,81
"244901","HARROLD ISD","244","WILBARGER","09","REGION 09: WICHITA FALLS","B","C","C","D","C","B",78,60,73,87,6,73,152,23,0,0,0,127,3.9,15.1,0,0,0,83.6,73,81
"244903","VERNON ISD","244","WILBARGER","09","REGION 09: WICHITA FALLS","D","D","D","D","D","F",65,68,67,59,266,1321,1760,354,0,0,0,1315,15.1,20.1,0,0,0,74.7,68,65
"244905","NORTHSIDE ISD","244","WILBARGER","09","REGION 09: WICHITA FALLS","A","A","B","B","B","A",93,87,88,96,0,77,234,29,0,0,0,184,0,12.4,0,0,0,78.6,88,94
"245901","LASARA ISD","245","WILLACY","01","REGION 01: EDINBURG","D","D","D","D","D","D",63,60,64,63,65,309,352,42,0,0,99,243,18.5,11.9,0,28.1,0,69,64,64
"245902","LYFORD CISD","245","WILLACY","01","REGION 01: EDINBURG","C","D","C","C","D","C",69,73,69,72,144,1063,1440,181,715,0,0,1044,10,12.6,0,0,49.7,72.5,73,73
"245903","RAYMONDVILLE ISD","245","WILLACY","01","REGION 01: EDINBURG","A","B","A","B","A","A",86,83,91,90,134,1786,1972,336,0,0,481,1349,6.8,17,0,24.4,0,68.4,91,91
"245904","SAN PERLITA ISD","245","WILLACY","01","REGION 01: EDINBURG","C","C","C","D","C","C",75,67,73,74,22,120,212,24,0,0,0,150,10.4,11.3,0,0,0,70.8,73,75
"246801","MERIDIAN WORLD SCHOOL LLC","246","WILLIAMSON","13","REGION 13: AUSTIN","A","A","B","B","B","A",92,83,81,93,257,133,1727,151,0,0,0,1307,14.9,8.7,0,0,0,75.7,83,92
"246802","GOODWATER MONTESSORI SCHOOL","246","WILLIAMSON","13","REGION 13: AUSTIN","F","F","F","F","F","F",53,56,47,35,22,146,396,66,0,0,0,174,5.6,16.7,0,0,0,43.9,56,50
"246902","FLORENCE ISD","246","WILLIAMSON","13","REGION 13: AUSTIN","D","D","D","D","D","D",68,66,68,63,406,752,1152,171,0,0,0,869,35.2,14.8,0,0,0,75.4,68,67
"246904","GEORGETOWN ISD","246","WILLIAMSON","13","REGION 13: AUSTIN","C","C","D","D","D","C",74,69,66,72,2443,5635,13424,2277,0,0,0,10204,18.2,17,0,0,0,76,69,73
"246905","GRANGER ISD","246","WILLIAMSON","13","REGION 13: AUSTIN","C","C","C","D","C","D",76,64,71,68,80,316,561,65,0,0,0,415,14.3,11.6,0,0,0,74,71,74
"246906","HUTTO ISD","246","WILLIAMSON","13","REGION 13: AUSTIN","C","C","C","C","D","C",76,73,69,79,1668,4316,10011,1613,0,0,0,7391,16.7,16.1,0,0,0,73.8,73,77
"246907","JARRELL ISD","246","WILLIAMSON","13","REGION 13: AUSTIN","D","D","D","D","D","C",67,68,67,73,978,2379,3699,644,0,0,0,2641,26.4,17.4,0,0,0,71.4,68,69
"246908","LIBERTY HILL ISD","246","WILLIAMSON","13","REGION 13: AUSTIN","B","B","C","C","D","C",85,78,65,77,857,1655,8801,1329,0,0,0,6374,9.7,15.1,0,0,0,72.4,78,83
"246909","ROUND ROCK ISD","246","WILLIAMSON","13","REGION 13: AUSTIN","B","B","B","B","B","B",88,80,80,85,8371,12576,46042,6056,0,387,0,35459,18.2,13.2,0.8,0,0,77,80,87
"246911","TAYLOR ISD","246","WILLIAMSON","13","REGION 13: AUSTIN","D","D","D","D","D","D",67,67,67,69,584,2040,3028,500,0,120,11,2276,19.3,16.5,4,0.4,0,75.2,67,68
"246912","THRALL ISD","246","WILLIAMSON","13","REGION 13: AUSTIN","A","A","A","B","A","A",93,87,91,94,60,340,851,107,0,0,0,668,7.1,12.6,0,0,0,78.5,91,93
"246913","LEANDER ISD","246","WILLIAMSON","13","REGION 13: AUSTIN","B","B","C","C","C","B",87,79,73,84,5850,8532,42511,6275,0,204,0,32887,13.8,14.8,0.5,0,0,77.4,79,86
"246914","COUPLAND ISD","246","WILLIAMSON","13","REGION 13: AUSTIN","C","C","C","C","C","D",70,75,70,68,94,209,296,61,0,0,0,180,31.8,20.6,0,0,0,60.8,75,73
"247901","FLORESVILLE ISD","247","WILSON","20","REGION 20: SAN ANTONIO","C","C","C","D","C","C",71,69,74,70,395,2537,4073,533,0,0,0,3073,9.7,13.1,0,0,0,75.4,74,73
"247903","LA VERNIA ISD","247","WILSON","20","REGION 20: SAN ANTONIO","B","B","B","B","C","B",85,80,74,85,123,982,3454,523,0,0,0,2623,3.6,15.1,0,0,0,75.9,80,85
"247904","POTH ISD","247","WILSON","20","REGION 20: SAN ANTONIO","B","B","C","C","C","B",85,77,78,86,55,304,946,122,0,0,0,729,5.8,12.9,0,0,0,77.1,78,85
"247906","STOCKDALE ISD","247","WILSON","20","REGION 20: SAN ANTONIO","C","C","C","C","C","D",76,71,72,69,43,425,859,142,0,0,0,633,5,16.5,0,0,0,73.7,72,74
"248901","KERMIT ISD","248","WINKLER","18","REGION 18: MIDLAND","D","C","C","D","C","F",72,64,73,59,395,992,1339,163,0,93,0,990,29.5,12.2,6.9,0,0,73.9,73,69
"248902","WINK-LOVING ISD","248","WINKLER","18","REGION 18: MIDLAND","B","B","B","B","C","B",85,80,76,85,20,155,444,73,0,0,0,333,4.5,16.4,0,0,0,75,80,85
"249901","ALVORD ISD","249","WISE","11","REGION 11: FORT WORTH","B","B","C","C","C","B",84,73,78,82,63,363,845,150,0,0,0,602,7.5,17.8,0,0,0,71.2,78,83
"249902","BOYD ISD","249","WISE","11","REGION 11: FORT WORTH","C","C","C","C","D","C",76,73,69,73,88,627,1289,171,0,0,0,1001,6.8,13.3,0,0,0,77.7,73,75
"249903","BRIDGEPORT ISD","249","WISE","11","REGION 11: FORT WORTH","C","D","C","D","C","C",69,62,70,70,624,1287,2116,310,0,0,0,1588,29.5,14.7,0,0,0,75,70,70
"249904","CHICO ISD","249","WISE","11","REGION 11: FORT WORTH","C","C","C","D","C","D",73,61,71,67,83,328,555,82,0,0,0,412,15,14.8,0,0,0,74.2,71,71
"249905","DECATUR ISD","249","WISE","11","REGION 11: FORT WORTH","C","C","D","D","D","C",74,68,68,70,598,1654,3798,630,0,0,0,2840,15.7,16.6,0,0,0,74.8,68,73
"249906","PARADISE ISD","249","WISE","11","REGION 11: FORT WORTH","B","B","C","C","D","B",84,79,68,81,36,346,1298,181,0,0,0,993,2.8,13.9,0,0,0,76.5,79,83
"249908","SLIDELL ISD","249","WISE","11","REGION 11: FORT WORTH","C","B","C","F","C","C",81,56,75,75,71,242,482,68,0,0,0,347,14.7,14.1,0,0,0,72,75,79
"250902","HAWKINS ISD","250","WOOD","07","REGION 07: KILGORE","B","B","B","D","B","B",84,66,87,87,17,498,792,115,0,0,0,576,2.1,14.5,0,0,0,72.7,87,87
"250903","MINEOLA ISD","250","WOOD","07","REGION 07: KILGORE","B","B","B","C","B","C",83,71,86,71,228,1132,1661,245,0,0,0,1192,13.7,14.8,0,0,0,71.8,86,82
"250904","QUITMAN ISD","250","WOOD","07","REGION 07: KILGORE","B","B","B","D","B","B",83,67,85,81,78,753,1206,223,0,0,0,899,6.5,18.5,0,0,0,74.5,85,84
