DISTRICT,DISTNAME,COUNTY,CNTYNAME,REGION,REGNNAME,D_RATING,DD1G,DD2G,DD2AG,DD2BG,DD3G,DD1S,DD2AS,DD2BS,DD3S,DPETLEPC,DPETECOC,DPETALLC,DPETSPEC,DPETSTEC,DPETECHC,DPETPTEC,DPE0312C,DPETLEPP,DPETSPEP,DPETECHP,DPETPTEP,DPETSTEP,DPE0312P,DD2S,DDALLS
"109913","BLUM ISD","109","HILL","12","REGION 12: WACO","C","C","C","C","D","F",70,75,65,57,5,176,331,50,0,0,0,242,1.5,15.1,0,0,0,73.1,75,70
"109914","PENELOPE ISD","109","HILL","12","REGION 12: WACO","B","B","B","D","B","B",88,64,85,80,19,104,212,47,0,0,0,154,9,22.2,0,0,0,72.6,85,86
"110901","ANTON ISD","110","HOCKLEY","17","REGION 17: LUBBOCK","C","B","B","F","B","C",82,57,80,72,6,126,169,29,0,0,0,123,3.6,17.2,0,0,0,72.8,80,79
"110902","LEVELLAND ISD","110","HOCKLEY","17","REGION 17: LUBBOCK","C","C","C","D","C","C",74,67,78,75,276,1874,2603,563,0,0,12,1894,10.6,21.6,0,0.5,0,72.8,78,77
"110905","ROPES ISD","110","HOCKLEY","17","REGION 17: LUBBOCK","A","A","B","D","B","A",91,64,87,92,7,199,576,37,0,0,0,403,1.2,6.4,0,0,0,70,87,91
"110906","SMYER ISD","110","HOCKLEY","17","REGION 17: LUBBOCK","A","A","A","D","A","A",90,65,90,95,13,243,434,64,0,0,0,320,3,14.7,0,0,0,73.7,90,92
"110907","SUNDOWN ISD","110","HOCKLEY","17","REGION 17: LUBBOCK","A","A","A","C","A","A",92,78,91,90,20,251,541,59,0,0,0,415,3.7,10.9,0,0,0,76.7,91,91
"110908","WHITHARRAL ISD","110","HOCKLEY","17","REGION 17: LUBBOCK","A","A","B","C","B","A",92,74,88,93,2,83,213,21,0,0,0,140,0.9,9.9,0,0,0,65.7,88,92
"111801","LAKE GRANBURY ACADEMY CHARTER SCHOOL","111","HOOD","11","REGION 11: FORT WORTH","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",,,,,0,29,29,13,0,0,0,29,0,44.8,0,0,0,100,,
"111901","GRANBURY ISD","111","HOOD","11","REGION 11: FORT WORTH","C","B","B","C","B","C",80,71,80,77,974,4171,7911,1234,0,0,0,5823,12.3,15.6,0,0,0,73.6,80,79
"111902","LIPAN ISD","111","HOOD","11","REGION 11: FORT WORTH","B","B","C","D","C","C",81,63,79,76,22,240,447,52,0,0,0,322,4.9,11.6,0,0,0,72,79,80
"111903","TOLAR ISD","111","HOOD","11","REGION 11: FORT WORTH","B","B","C","C","C","B",82,76,73,81,5,350,901,105,0,0,0,684,0.6,11.7,0,0,0,75.9,76,82
"112901","SULPHUR SPRINGS ISD","112","HOPKINS","08","REGION 08: MT PLEASANT","C","C","B","D","B","C",76,65,80,77,728,2747,4359,722,0,0,0,3212,16.7,16.6,0,0,0,73.7,80,79
"112905","CUMBY COLLEGIATE ISD","112","HOPKINS","08","REGION 08: MT PLEASANT","C","C","D","D","D","C",72,63,64,70,30,224,450,78,0,0,80,321,6.7,17.3,0,17.8,0,71.3,64,71
"112906","NORTH HOPKINS ISD","112","HOPKINS","08","REGION 08: MT PLEASANT","B","B","B","C","B","B",86,72,85,86,69,312,504,66,0,0,0,372,13.7,13.1,0,0,0,73.8,85,86
"112907","MILLER GROVE ISD","112","HOPKINS","08","REGION 08: MT PLEASANT","C","B","C","F","C","C",80,57,72,76,16,140,321,45,0,0,0,233,5,14,0,0,0,72.6,72,79
"112908","COMO-PICKTON CISD","112","HOPKINS","08","REGION 08: MT PLEASANT","C","B","C","D","C","C",80,62,77,73,192,470,754,127,0,0,0,553,25.5,16.8,0,0,0,73.3,77,78
"112909","SALTILLO ISD","112","HOPKINS","08","REGION 08: MT PLEASANT","A","A","A","C","A","A",96,79,96,97,34,147,252,41,0,0,0,185,13.5,16.3,0,0,0,73.4,96,96
"112910","SULPHUR BLUFF ISD","112","HOPKINS","08","REGION 08: MT PLEASANT","B","B","B","D","B","C",89,60,88,76,11,136,228,30,0,0,0,163,4.8,13.2,0,0,0,71.5,88,85
"113901","CROCKETT ISD","113","HOUSTON","06","REGION 06: HUNTSVILLE","D","D","D","D","D","D",62,66,64,68,232,954,1182,199,0,0,0,900,19.6,16.8,0,0,0,76.1,66,67
"113902","GRAPELAND ISD","113","HOUSTON","06","REGION 06: HUNTSVILLE","D","D","D","D","D","F",68,63,64,56,5,358,597,100,0,0,0,404,0.8,16.8,0,0,0,67.7,64,64
"113903","LOVELADY ISD","113","HOUSTON","06","REGION 06: HUNTSVILLE","B","B","B","D","B","B",85,68,80,85,4,250,533,76,0,0,0,423,0.8,14.3,0,0,0,79.4,80,85
"113905","LATEXO ISD","113","HOUSTON","06","REGION 06: HUNTSVILLE","B","B","C","C","C","B",82,73,78,81,34,276,496,65,0,0,0,359,6.9,13.1,0,0,0,72.4,78,82
"113906","KENNARD ISD","113","HOUSTON","06","REGION 06: HUNTSVILLE","B","C","B","F","B","C",77,58,81,78,1,187,267,49,0,0,0,166,0.4,18.4,0,0,0,62.2,81,80
"114901","BIG SPRING ISD","114","HOWARD","18","REGION 18: MIDLAND","C","C","C","D","C","C",72,69,77,76,262,2604,3451,635,0,0,0,2524,7.6,18.4,0,0,0,73.1,77,77
"114902","COAHOMA ISD","114","HOWARD","18","REGION 18: MIDLAND","C","C","D","D","D","D",73,69,60,65,31,419,1095,161,0,0,0,806,2.8,14.7,0,0,0,73.6,69,71
"114904","FORSAN ISD","114","HOWARD","18","REGION 18: MIDLAND","B","B","C","D","C","B",81,63,73,80,35,290,749,70,0,0,0,561,4.7,9.3,0,0,0,74.9,73,81
"115901","FT HANCOCK ISD","115","HUDSPETH","19","REGION 19: EL PASO","C","C","C","D","C","C",70,60,70,76,243,339,386,42,0,0,0,287,63,10.9,0,0,0,74.4,70,72
"115902","SIERRA BLANCA ISD","115","HUDSPETH","19","REGION 19: EL PASO","C","C","C","C","C","D",74,74,79,68,9,75,98,19,0,0,0,68,9.2,19.4,0,0,0,69.4,79,76
"115903","DELL CITY ISD","115","HUDSPETH","19","REGION 19: EL PASO","D","D","C","F","C","F",65,57,71,43,21,61,72,11,0,0,0,54,29.2,15.3,0,0,0,75,71,63
"116901","CADDO MILLS ISD","116","HUNT","10","REGION 10: RICHARDSON","B","B","C","C","C","B",86,76,76,80,207,960,2825,504,0,0,0,2057,7.3,17.8,0,0,0,72.8,76,84
"116902","CELESTE ISD","116","HUNT","10","REGION 10: RICHARDSON","B","B","B","B","B","B",82,81,82,81,28,306,522,98,0,0,0,377,5.4,18.8,0,0,0,72.2,82,82
"116903","COMMERCE ISD","116","HUNT","10","REGION 10: RICHARDSON","C","C","C","D","C","D",71,69,74,69,201,1195,1557,302,0,0,0,1151,12.9,19.4,0,0,0,73.9,74,73
"116905","GREENVILLE ISD","116","HUNT","10","REGION 10: RICHARDSON","D","D","D","D","D","D",64,61,65,63,1577,4323,5417,901,0,0,137,3879,29.1,16.6,0,2.5,0,71.6,65,64
"116906","LONE OAK ISD","116","HUNT","10","REGION 10: RICHARDSON","B","B","B","C","B","B",85,77,84,82,58,586,1145,188,0,0,0,854,5.1,16.4,0,0,0,74.6,84,84
"116908","QUINLAN ISD","116","HUNT","10","REGION 10: RICHARDSON","D","D","D","F","D","F",66,58,67,58,638,2194,2885,488,0,0,0,2094,22.1,16.9,0,0,0,72.6,67,64
"116909","WOLFE CITY ISD","116","HUNT","10","REGION 10: RICHARDSON","B","B","B","C","B","B",84,77,86,84,90,446,719,108,0,0,0,539,12.5,15,0,0,0,75,86,85
"116910","CAMPBELL ISD","116","HUNT","10","REGION 10: RICHARDSON","F","D","F","F","F","F",60,55,55,45,45,195,285,64,0,0,0,193,15.8,22.5,0,0,0,67.7,55,56
"116915","BLAND ISD","116","HUNT","10","REGION 10: RICHARDSON","B","B","B","C","B","C",82,74,82,77,205,485,792,128,0,0,0,572,25.9,16.2,0,0,0,72.2,82,81
"116916","BOLES ISD","116","HUNT","10","REGION 10: RICHARDSON","C","C","C","D","C","D",77,66,71,68,38,300,552,93,0,0,0,416,6.9,16.8,0,0,0,75.4,71,74
"117901","BORGER ISD","117","HUTCHINSON","16","REGION 16: AMARILLO","C","C","C","D","C","C",75,66,76,76,251,1434,2365,410,0,0,0,1736,10.6,17.3,0,0,0,73.4,76,76
"117903","SANFORD-FRITCH ISD","117","HUTCHINSON","16","REGION 16: AMARILLO","C","C","C","D","C","C",76,64,74,74,6,386,721,122,0,0,0,551,0.8,16.9,0,0,0,76.4,74,75
"117904","PLEMONS-STINNETT-PHILLIPS CISD","117","HUTCHINSON","16","REGION 16: AMARILLO","B","B","C","D","C","B",86,61,79,84,7,217,564,101,0,0,0,422,1.2,17.9,0,0,0,74.8,79,85
"117907","SPRING CREEK ISD","117","HUTCHINSON","16","REGION 16: AMARILLO","F","F","F","F","F","F",58,51,55,47,4,36,83,15,0,0,0,54,4.8,18.1,0,0,0,65.1,55,55
"118902","IRION COUNTY ISD","118","IRION","15","REGION 15: SAN ANGELO","B","B","B","B","B","B",89,84,81,87,10,112,337,50,0,0,0,236,3,14.8,0,0,0,70,84,88
"119901","BRYSON ISD","119","JACK","09","REGION 09: WICHITA FALLS","B","B","B","D","B","C",89,60,87,78,6,137,251,33,0,0,0,187,2.4,13.1,0,0,0,74.5,87,86
"119902","JACKSBORO ISD","119","JACK","09","REGION 09: WICHITA FALLS","B","B","B","C","B","B",81,73,84,81,181,730,1077,170,0,0,0,839,16.8,15.8,0,0,0,77.9,84,83
"119903","PERRIN-WHITT CISD","119","JACK","09","REGION 09: WICHITA FALLS","A","A","A","C","A","A",91,74,91,93,13,179,322,51,0,0,0,243,4,15.8,0,0,0,75.5,91,92
"120901","EDNA ISD","120","JACKSON","03","REGION 03: VICTORIA","C","C","B","D","B","C",78,67,80,74,154,982,1574,225,0,0,0,1116,9.8,14.3,0,0,0,70.9,80,78
"120902","GANADO ISD","120","JACKSON","03","REGION 03: VICTORIA","C","C","C","C","C","C",75,74,76,70,100,402,691,66,0,0,0,531,14.5,9.6,0,0,0,76.8,76,74
"120905","INDUSTRIAL ISD","120","JACKSON","03","REGION 03: VICTORIA","B","B","B","B","B","B",88,81,85,88,31,453,1164,123,0,0,0,884,2.7,10.6,0,0,0,75.9,85,88
"121902","BROOKELAND ISD","121","JASPER","05","REGION 05: BEAUMONT","C","C","C","C","C","B",75,70,78,81,0,200,371,53,0,0,0,268,0,14.3,0,0,0,72.2,78,79
"121903","BUNA ISD","121","JASPER","05","REGION 05: BEAUMONT","C","C","D","F","D","F",76,59,69,57,13,703,1457,284,0,0,0,1056,0.9,19.5,0,0,0,72.5,69,70
"121904","JASPER ISD","121","JASPER","05","REGION 05: BEAUMONT","D","D","D","D","D","D",63,65,64,63,192,1881,2191,366,0,0,0,1637,8.8,16.7,0,0,0,74.7,65,64
"121905","KIRBYVILLE CISD","121","JASPER","05","REGION 05: BEAUMONT","C","C","C","D","C","D",71,62,73,68,38,992,1451,318,0,0,0,1085,2.6,21.9,0,0,0,74.8,73,72
"121906","EVADALE ISD","121","JASPER","05","REGION 05: BEAUMONT","C","C","C","C","C","C",78,77,72,74,6,171,384,50,0,0,0,284,1.6,13,0,0,0,74,77,77
"122901","FT DAVIS ISD","122","JEFF DAVIS","18","REGION 18: MIDLAND","C","C","C","C","D","C",71,77,63,73,19,121,263,23,0,0,0,135,7.2,8.7,0,0,0,51.3,77,76
"122902","VALENTINE ISD","122","JEFF DAVIS","18","REGION 18: MIDLAND","B","B","A","D","A","C",80,64,90,76,1,17,24,1,0,0,0,19,4.2,4.2,0,0,0,79.2,90,86
"123803","TEKOA ACADEMY OF ACCELERATED STUDIES STEM SCHOOL","123","JEFFERSON","05","REGION 05: BEAUMONT","D","D","C","D","C","D",67,61,72,64,0,394,429,15,0,0,10,215,0,3.5,0,2.3,0,50.1,72,69
"123805","EHRHART SCHOOL","123","JEFFERSON","05","REGION 05: BEAUMONT","A","B","B","B","B","A",82,83,89,92,277,443,520,49,0,0,0,332,53.3,9.4,0,0,0,63.8,89,90
"123807","BOB HOPE SCHOOL","123","JEFFERSON","05","REGION 05: BEAUMONT","B","C","B","B","B","C",76,81,80,79,1172,2246,2509,146,0,240,23,1502,46.7,5.8,9.6,0.9,0,59.9,81,80
"123905","NEDERLAND ISD","123","JEFFERSON","05","REGION 05: BEAUMONT","B","B","B","C","B","B",82,76,82,83,780,2628,5252,735,0,0,0,3943,14.9,14,0,0,0,75.1,82,82
"123907","PORT ARTHUR ISD","123","JEFFERSON","05","REGION 05: BEAUMONT","D","F","D","D","D","D",59,65,65,62,2662,6909,8001,991,0,384,0,5555,33.3,12.4,4.8,0,0,69.4,65,64
"123908","PORT NECHES-GROVES ISD","123","JEFFERSON","05","REGION 05: BEAUMONT","C","C","C","D","C","C",75,69,71,70,582,2527,5343,671,0,0,0,4102,10.9,12.6,0,0,0,76.8,71,74
"123910","BEAUMONT ISD","123","JEFFERSON","05","REGION 05: BEAUMONT","D","D","D","D","D","D",60,64,64,66,2701,14036,16775,1899,0,0,316,11944,16.1,11.3,0,1.9,0,71.2,64,65
"123913","SABINE PASS ISD","123","JEFFERSON","05","REGION 05: BEAUMONT","B","B","C","C","C","B",81,72,78,84,4,228,358,11,0,0,0,284,1.1,3.1,0,0,0,79.3,78,82
"123914","HAMSHIRE-FANNETT ISD","123","JEFFERSON","05","REGION 05: BEAUMONT","C","C","D","D","D","C",76,65,69,75,148,967,2040,280,0,0,0,1547,7.3,13.7,0,0,0,75.8,69,76
"124901","JIM HOGG COUNTY ISD","124","JIM HOGG","01","REGION 01: EDINBURG","B","C","B","B","B","B",75,83,81,85,66,822,993,136,0,0,0,755,6.6,13.7,0,0,0,76,83,84
"125901","ALICE ISD","125","JIM WELLS","02","REGION 02: CORPUS CHRISTI","C","D","C","C","C","C",67,72,72,70,131,3770,4471,726,0,193,0,3352,2.9,16.2,4.3,0,0,75,72,71
"125902","BEN BOLT-PALITO BLANCO ISD","125","JIM WELLS","02","REGION 02: CORPUS CHRISTI","C","C","B","C","B","C",76,70,80,75,12,380,452,75,0,0,27,335,2.7,16.6,0,6,0,74.1,80,79
"125903","ORANGE GROVE ISD","125","JIM WELLS","02","REGION 02: CORPUS CHRISTI","B","B","B","C","B","B",84,75,87,83,52,1093,1700,229,0,0,0,1281,3.1,13.5,0,0,0,75.4,87,86
"125905","PREMONT ISD","125","JIM WELLS","02","REGION 02: CORPUS CHRISTI","C","C","C","D","C","C",75,61,75,79,60,697,782,190,0,196,0,537,7.7,24.3,25.1,0,0,68.7,75,76
"125906","LA GLORIA ISD","125","JIM WELLS","02","REGION 02: CORPUS CHRISTI","C","D","C","C","F","C",64,74,58,74,0,66,114,17,0,0,0,50,0,14.9,0,0,0,43.9,74,74
"126901","ALVARADO ISD","126","JOHNSON","11","REGION 11: FORT WORTH","C","C","C","D","C","D",74,63,74,68,1001,2610,3773,457,0,0,0,2849,26.5,12.1,0,0,0,75.5,74,72
"126902","BURLESON ISD","126","JOHNSON","11","REGION 11: FORT WORTH","B","B","C","C","C","B",81,75,76,80,1085,5281,12634,1817,0,149,0,9885,8.6,14.4,1.2,0,0,78.2,76,81
"126903","CLEBURNE ISD","126","JOHNSON","11","REGION 11: FORT WORTH","C","C","C","C","C","C",73,72,76,73,1620,4907,7054,952,0,0,0,5069,23,13.5,0,0,0,71.9,76,75
"126904","GRANDVIEW ISD","126","JOHNSON","11","REGION 11: FORT WORTH","B","B","C","C","C","C",84,71,76,73,100,538,1422,213,0,0,0,1076,7,15,0,0,0,75.7,76,81
"126905","JOSHUA ISD","126","JOHNSON","11","REGION 11: FORT WORTH","B","B","B","C","B","B",83,75,82,81,873,2995,6004,860,0,0,0,4471,14.5,14.3,0,0,0,74.5,82,82
"126906","KEENE ISD","126","JOHNSON","11","REGION 11: FORT WORTH","C","C","B","D","B","C",77,67,80,74,246,717,1087,154,0,0,0,833,22.6,14.2,0,0,0,76.6,80,78
"126907","RIO VISTA ISD","126","JOHNSON","11","REGION 11: FORT WORTH","C","C","C","C","C","C",77,78,75,77,52,561,964,126,0,0,0,694,5.4,13.1,0,0,0,72,78,78
"126908","VENUS ISD","126","JOHNSON","11","REGION 11: FORT WORTH","D","D","D","D","D","D",62,63,64,63,718,1648,2306,264,0,0,712,1725,31.1,11.4,0,30.9,0,74.8,64,64
"126911","GODLEY ISD","126","JOHNSON","11","REGION 11: FORT WORTH","C","C","C","D","C","C",77,69,71,72,390,1401,2988,468,0,0,0,2154,13.1,15.7,0,0,0,72.1,71,76
"127901","ANSON ISD","127","JONES","14","REGION 14: ABILENE","C","C","C","C","D","D",74,71,69,68,17,449,733,132,0,0,0,509,2.3,18,0,0,0,69.4,71,72
"127903","HAMLIN COLLEGIATE ISD","127","JONES","14","REGION 14: ABILENE","C","C","C","D","C","C",76,60,75,77,22,278,380,63,0,0,110,267,5.8,16.6,0,28.9,0,70.3,75,76
"127904","HAWLEY ISD","127","JONES","14","REGION 14: ABILENE","C","C","D","D","D","D",72,69,64,69,6,395,832,169,0,0,0,637,0.7,20.3,0,0,0,76.6,69,71
"127905","LUEDERS-AVOCA ISD","127","JONES","14","REGION 14: ABILENE","D","D","D","F","D","D",64,57,64,65,0,75,104,27,0,0,0,68,0,26,0,0,0,65.4,64,64
"127906","STAMFORD ISD","127","JONES","14","REGION 14: ABILENE","B","B","B","C","B","B",82,79,83,85,29,381,583,104,0,0,0,411,5,17.8,0,0,0,70.5,83,84
"128901","KARNES CITY ISD","128","KARNES","20","REGION 20: SAN ANTONIO","D","D","D","F","D","D",67,58,68,69,76,629,1027,161,0,0,0,748,7.4,15.7,0,0,0,72.8,68,68
"128902","KENEDY ISD","128","KARNES","03","REGION 03: VICTORIA","C","C","C","D","C","C",70,68,76,75,47,652,767,127,0,0,0,547,6.1,16.6,0,0,0,71.3,76,76
"128903","RUNGE ISD","128","KARNES","03","REGION 03: VICTORIA","D","F","D","F","D","D",59,58,61,66,2,163,194,31,0,0,0,127,1,16,0,0,0,65.5,61,63
"128904","FALLS CITY ISD","128","KARNES","20","REGION 20: SAN ANTONIO","A","A","B","B","B","A",90,88,82,93,9,72,436,48,0,0,0,329,2.1,11,0,0,0,75.5,88,91
"129901","CRANDALL ISD","129","KAUFMAN","10","REGION 10: RICHARDSON","C","C","D","D","D","C",70,64,67,71,1282,4101,6413,969,0,0,0,4756,20,15.1,0,0,0,74.2,67,70
"129902","FORNEY ISD","129","KAUFMAN","10","REGION 10: RICHARDSON","C","C","C","C","C","C",78,70,72,78,2340,7796,16962,2469,0,0,0,12717,13.8,14.6,0,0,0,75,72,78
"129903","KAUFMAN ISD","129","KAUFMAN","10","REGION 10: RICHARDSON","B","B","B","C","B","B",81,73,86,83,1234,3091,4354,629,0,0,0,3255,28.3,14.4,0,0,0,74.8,86,85
"129904","KEMP ISD","129","KAUFMAN","10","REGION 10: RICHARDSON","C","C","C","C","C","C",72,70,75,74,398,1442,1963,349,0,0,0,1411,20.3,17.8,0,0,0,71.9,75,75
"129905","MABANK ISD","129","KAUFMAN","10","REGION 10: RICHARDSON","B","B","B","D","B","B",81,69,83,81,374,2691,4061,642,0,0,0,2975,9.2,15.8,0,0,0,73.3,83,82
"129906","TERRELL ISD","129","KAUFMAN","10","REGION 10: RICHARDSON","D","D","D","D","D","C",65,64,69,71,1494,4189,5249,676,0,0,0,3849,28.5,12.9,0,0,0,73.3,69,69
"129910","SCURRY-ROSSER ISD","129","KAUFMAN","10","REGION 10: RICHARDSON","B","B","B","D","B","C",81,65,81,76,132,572,1045,161,0,0,0,811,12.6,15.4,0,0,0,77.6,81,80
"130801","MEADOWLAND CHARTER DISTRICT","130","KENDALL","20","REGION 20: SAN ANTONIO","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",,,,,1,40,53,29,0,0,0,49,1.9,54.7,0,0,0,92.5,,
"130901","BOERNE ISD","130","KENDALL","20","REGION 20: SAN ANTONIO","A","A","B","C","B","A",92,79,81,90,790,2255,10849,1714,0,0,88,8335,7.3,15.8,0,0.8,0,76.8,81,91
"130902","COMFORT ISD","130","KENDALL","20","REGION 20: SAN ANTONIO","D","D","D","F","D","D",68,59,61,65,181,582,1090,193,0,0,0,839,16.6,17.7,0,0,0,77,61,67
"131001","KENEDY COUNTY WIDE CSD","131","KENEDY","02","REGION 02: CORPUS CHRISTI","C","C","C","D","C","D",77,60,72,67,4,60,130,14,0,0,0,42,3.1,10.8,0,0,0,32.3,72,74
"132902","JAYTON-GIRARD ISD","132","KENT","17","REGION 17: LUBBOCK","A","A","A","B","A","A",93,82,90,93,2,70,177,23,0,0,0,135,1.1,13,0,0,0,76.3,90,93
"133901","CENTER POINT ISD","133","KERR","20","REGION 20: SAN ANTONIO","C","C","C","C","C","C",78,72,79,74,138,367,534,120,0,0,0,373,25.8,22.5,0,0,0,69.9,79,78
"133902","HUNT ISD","133","KERR","20","REGION 20: SAN ANTONIO","A","A","A","A","A","A",93,93,92,93,19,98,199,20,0,0,0,124,9.5,10.1,0,0,0,62.3,93,93
"133903","KERRVILLE ISD","133","KERR","20","REGION 20: SAN ANTONIO","B","B","B","C","B","B",81,71,80,83,457,2704,4686,658,0,0,0,3490,9.8,14,0,0,0,74.5,80,82
"133904","INGRAM ISD","133","KERR","20","REGION 20: SAN ANTONIO","A","A","A","C","A","A",91,77,93,93,234,859,1299,208,0,0,415,946,18,16,0,31.9,0,72.8,93,93
"133905","DIVIDE ISD","133","KERR","15","REGION 15: SAN ANGELO","B","C","B","B","D","Not Rated",74,82,66,,0,16,35,8,0,0,0,14,0,22.9,0,0,0,40,82,82
"134901","JUNCTION ISD","134","KIMBLE","15","REGION 15: SAN ANGELO","C","C","D","D","D","D",71,60,69,68,28,380,585,91,0,0,0,427,4.8,15.6,0,0,0,73,69,70
"135001","GUTHRIE CSD","135","KING","17","REGION 17: LUBBOCK","A","A","B","B","B","A",93,81,87,95,1,26,93,9,0,0,0,73,1.1,9.7,0,0,0,78.5,87,94
"136901","BRACKETT ISD","136","KINNEY","20","REGION 20: SAN ANTONIO","C","C","B","B","C","C",76,81,78,74,19,337,527,92,0,0,0,395,3.6,17.5,0,0,0,75,81,79
"137901","KINGSVILLE ISD","137","KLEBERG","02","REGION 02: CORPUS CHRISTI","D","F","D","F","D","D",59,59,64,62,107,2205,2599,533,0,131,0,1957,4.1,20.5,5,0,0,75.3,64,63
"137902","RICARDO ISD","137","KLEBERG","02","REGION 02: CORPUS CHRISTI","A","B","B","B","B","A",88,85,89,91,18,351,657,89,0,0,0,421,2.7,13.5,0,0,0,64.1,89,90
"137903","RIVIERA ISD","137","KLEBERG","02","REGION 02: CORPUS CHRISTI","C","B","C","D","C","C",80,67,79,76,15,279,476,45,0,177,0,373,3.2,9.5,37.2,0,0,78.4,79,79
"137904","SANTA GERTRUDIS ISD","137","KLEBERG","02","REGION 02: CORPUS CHRISTI","A","A","B","C","B","B",92,71,86,86,9,286,809,68,0,0,43,652,1.1,8.4,0,5.3,0,80.6,86,90
"138902","KNOX CITY-O'BRIEN CISD","138","KNOX","09","REGION 09: WICHITA FALLS","B","C","B","B","C","C",78,82,78,79,12,128,200,47,0,0,0,146,6,23.5,0,0,0,73,82,81
"138903","MUNDAY CISD","138","KNOX","09","REGION 09: WICHITA FALLS","B","B","B","D","B","B",86,69,87,84,22,255,396,70,0,0,0,279,5.6,17.7,0,0,0,70.5,87,86
"138904","BENJAMIN ISD","138","KNOX","09","REGION 09: WICHITA FALLS","B","B","B","C","B","A",84,70,86,92,2,73,104,13,0,0,4,85,1.9,12.5,0,3.8,0,81.7,86,88
"139905","CHISUM ISD","139","LAMAR","08","REGION 08: MT PLEASANT","B","B","B","C","B","C",81,73,80,77,62,579,1194,167,0,0,0,879,5.2,14,0,0,0,73.6,80,80
"139909","PARIS ISD","139","LAMAR","08","REGION 08: MT PLEASANT","C","C","C","D","C","C",73,69,78,77,532,3041,3867,552,0,0,0,2681,13.8,14.3,0,0,0,69.3,78,78
"139911","NORTH LAMAR ISD","139","LAMAR","08","REGION 08: MT PLEASANT","B","C","B","C","B","C",79,76,82,79,123,1497,2372,403,0,0,14,1722,5.2,17,0,0.6,0,72.6,82,81
"139912","PRAIRILAND ISD","139","LAMAR","08","REGION 08: MT PLEASANT","C","C","C","D","C","C",78,65,78,76,42,616,1119,131,0,0,0,809,3.8,11.7,0,0,0,72.3,78,77
"140901","AMHERST ISD","140","LAMB","17","REGION 17: LUBBOCK","C","B","C","F","C","C",80,51,76,70,57,104,113,18,0,0,0,87,50.4,15.9,0,0,0,77,76,77
"140904","LITTLEFIELD ISD","140","LAMB","17","REGION 17: LUBBOCK","B","C","B","D","B","C",78,67,82,78,118,924,1197,185,0,0,0,879,9.9,15.5,0,0,0,73.4,82,81
"140905","OLTON ISD","140","LAMB","17","REGION 17: LUBBOCK","C","C","C","C","C","C",77,73,77,78,118,420,619,87,0,0,0,453,19.1,14.1,0,0,0,73.2,77,77
"140907","SPRINGLAKE-EARTH ISD","140","LAMB","17","REGION 17: LUBBOCK","B","B","B","C","B","A",85,75,88,92,63,201,264,42,0,0,0,210,23.9,15.9,0,0,0,79.5,88,89
"140908","SUDAN ISD","140","LAMB","17","REGION 17: LUBBOCK","B","B","B","C","B","B",86,75,86,85,43,255,466,72,0,0,0,343,9.2,15.5,0,0,0,73.6,86,86
"141901","LAMPASAS ISD","141","LAMPASAS","12","REGION 12: WACO","B","B","B","C","B","B",84,75,83,82,168,1778,3544,690,0,0,0,2674,4.7,19.5,0,0,0,75.5,83,83
"141902","LOMETA ISD","141","LAMPASAS","12","REGION 12: WACO","B","B","B","F","B","C",84,54,84,75,48,250,319,56,0,0,0,219,15,17.6,0,0,0,68.7,84,81
"142901","COTULLA ISD","142","LA SALLE","20","REGION 20: SAN ANTONIO","C","C","C","D","C","C",70,63,75,71,85,990,1142,207,0,0,0,860,7.4,18.1,0,0,0,75.3,75,74
"143901","HALLETTSVILLE ISD","143","LAVACA","03","REGION 03: VICTORIA","B","B","B","D","B","C",85,69,82,75,51,475,1146,162,0,0,0,886,4.5,14.1,0,0,0,77.3,82,82
"143902","MOULTON ISD","143","LAVACA","03","REGION 03: VICTORIA","B","B","C","C","C","B",81,79,78,87,39,134,292,59,0,0,0,201,13.4,20.2,0,0,0,68.8,79,83
"143903","SHINER ISD","143","LAVACA","03","REGION 03: VICTORIA","A","A","B","C","B","B",90,79,84,89,16,216,703,86,0,0,0,518,2.3,12.2,0,0,0,73.7,84,90
"143904","VYSEHRAD ISD","143","LAVACA","03","REGION 03: VICTORIA","A","B","A","A","B","A",85,90,82,90,0,41,88,11,0,0,0,50,0,12.5,0,0,0,56.8,90,90
"143905","SWEET HOME ISD","143","LAVACA","03","REGION 03: VICTORIA","B","B","B","B","D","C",88,82,65,78,1,28,148,17,0,0,0,81,0.7,11.5,0,0,0,54.7,82,85
"143906","EZZELL ISD","143","LAVACA","03","REGION 03: VICTORIA","B","C","B","F","B","C",79,58,82,77,0,66,129,14,0,0,0,90,0,10.9,0,0,0,69.8,82,81
"144901","GIDDINGS ISD","144","LEE","13","REGION 13: AUSTIN","B","C","B","B","C","B",78,80,77,82,474,1102,1869,238,0,0,0,1421,25.4,12.7,0,0,0,76,80,81
"144902","LEXINGTON ISD","144","LEE","13","REGION 13: AUSTIN","B","B","B","C","B","B",84,73,81,81,63,457,1066,190,0,0,0,810,5.9,17.8,0,0,0,76,81,83
"144903","DIME BOX ISD","144","LEE","13","REGION 13: AUSTIN","F","D","F","F","F","F",62,47,55,45,27,115,150,34,0,0,0,106,18,22.7,0,0,0,70.7,55,57
