DISTRICT,DISTNAME,REGION,REGNNAME,COUNTY,CNTYNAME,DFLCHART,DFLALTED,DISTNAME_CLEAN
220919,CARROLL ISD,11,REGION 11: FORT WORTH,220,TARRANT,N,N,Carroll ISD
220920,WHITE SETTLEMENT ISD,11,REGION 11: FORT WORTH,220,TARRANT,N,N,White Settlement ISD
221801,TEXAS COLLEGE PREPARATORY ACADEMIES,14,REGION 14: ABILENE,221,TAYLOR,Y,N,Texas College Preparatory Academies
221901,ABILENE ISD,14,REGION 14: ABILENE,221,TAYLOR,N,N,Abilene ISD
221904,MERKEL ISD,14,REGION 14: ABILENE,221,TAYLOR,N,N,Merkel ISD
221905,TRENT ISD,14,REGION 14: ABILENE,221,TAYLOR,N,N,Trent ISD
221911,JIM NED CISD,14,REGION 14: ABILENE,221,TAYLOR,N,N,Jim Ned CISD
221912,WYLIE ISD,14,REGION 14: ABILENE,221,TAYLOR,N,N,Wylie ISD
222901,TERRELL COUNTY ISD,18,REGION 18: MIDLAND,222,TERRELL,N,N,Terrell County ISD
223901,BROWNFIELD ISD,17,REGION 17: LUBBOCK,223,TERRY,N,N,Brownfield ISD
223902,MEADOW ISD,17,REGION 17: LUBBOCK,223,TERRY,N,N,Meadow ISD
223904,WELLMAN-UNION CISD,17,REGION 17: LUBBOCK,223,TERRY,N,N,Wellman-Union CISD
224901,THROCKMORTON COLLEGIATE ISD,9,REGION 09: WICHITA FALLS,224,THROCKMORTON,N,N,Throckmorton Collegiate ISD
224902,WOODSON ISD,9,REGION 09: WICHITA FALLS,224,THROCKMORTON,N,N,Woodson ISD
225902,MOUNT PLEASANT ISD,8,REGION 08: MT PLEASANT,225,TITUS,N,N,Mount Pleasant ISD
225906,CHAPEL HILL ISD,8,REGION 08: MT PLEASANT,225,TITUS,N,N,Chapel Hill ISD
225907,HARTS BLUFF ISD,8,REGION 08: MT PLEASANT,225,TITUS,N,N,Harts Bluff ISD
226801,TEXAS LEADERSHIP PUBLIC SCHOOLS,15,REGION 15: SAN ANGELO,226,TOM GREEN,Y,N,Texas Leadership Public Schools
226901,CHRISTOVAL ISD,15,REGION 15: SAN ANGELO,226,TOM GREEN,N,N,Christoval ISD
226903,SAN ANGELO ISD,15,REGION 15: SAN ANGELO,226,TOM GREEN,N,N,San Angelo ISD
226905,WATER VALLEY ISD,15,REGION 15: SAN ANGELO,226,TOM GREEN,N,N,Water Valley ISD
226906,WALL ISD,15,REGION 15: SAN ANGELO,226,TOM GREEN,N,N,Wall ISD
226907,GRAPE CREEK ISD,15,REGION 15: SAN ANGELO,226,TOM GREEN,N,N,Grape Creek ISD
226908,VERIBEST ISD,15,REGION 15: SAN ANGELO,226,TOM GREEN,N,N,Veribest ISD
227506,UNIVERSITY OF TEXAS AT AUSTIN H S,13,REGION 13: AUSTIN,227,TRAVIS,N,N,University Of Texas At Austin H S
227803,WAYSIDE SCHOOLS,13,REGION 13: AUSTIN,227,TRAVIS,Y,N,Wayside Schools
227804,NYOS CHARTER SCHOOL,13,REGION 13: AUSTIN,227,TRAVIS,Y,N,Nyos Charter School
227805,TEXAS EMPOWERMENT ACADEMY,13,REGION 13: AUSTIN,227,TRAVIS,Y,N,Texas Empowerment Academy
227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,13,REGION 13: AUSTIN,227,TRAVIS,Y,Y,University Of Texas University Charter School
227814,CHAPARRAL STAR ACADEMY,13,REGION 13: AUSTIN,227,TRAVIS,Y,N,Chaparral Star Academy
227816,HARMONY PUBLIC SCHOOLS - CENTRAL TEXAS,13,REGION 13: AUSTIN,227,TRAVIS,Y,N,Harmony Public Schools - Central Texas
227817,CEDARS INTERNATIONAL ACADEMY,13,REGION 13: AUSTIN,227,TRAVIS,Y,N,Cedars International Academy
227819,UNIVERSITY OF TEXAS ELEMENTARY CHARTER SCHOOL,13,REGION 13: AUSTIN,227,TRAVIS,Y,N,University Of Texas Elementary Charter School
227820,KIPP TEXAS PUBLIC SCHOOLS,4,REGION 04: HOUSTON,227,TRAVIS,Y,N,Kipp Texas Public Schools
227821,AUSTIN DISCOVERY SCHOOL,13,REGION 13: AUSTIN,227,TRAVIS,Y,N,Austin Discovery School
227824,VALERE PUBLIC SCHOOLS,13,REGION 13: AUSTIN,227,TRAVIS,Y,N,Valere Public Schools
227825,AUSTIN ACHIEVE PUBLIC SCHOOLS,13,REGION 13: AUSTIN,227,TRAVIS,Y,N,Austin Achieve Public Schools
227826,MONTESSORI FOR ALL,13,REGION 13: AUSTIN,227,TRAVIS,Y,N,Montessori For All
227827,THE EXCEL CENTER (FOR ADULTS),13,REGION 13: AUSTIN,227,TRAVIS,Y,Y,The Excel Center (For Adults)
227829,VALOR PUBLIC SCHOOLS,13,REGION 13: AUSTIN,227,TRAVIS,Y,N,Valor Public Schools
227901,AUSTIN ISD,13,REGION 13: AUSTIN,227,TRAVIS,N,N,Austin ISD
227904,PFLUGERVILLE ISD,13,REGION 13: AUSTIN,227,TRAVIS,N,N,Pflugerville ISD
227907,MANOR ISD,13,REGION 13: AUSTIN,227,TRAVIS,N,N,Manor ISD
227909,EANES ISD,13,REGION 13: AUSTIN,227,TRAVIS,N,N,Eanes ISD
227910,DEL VALLE ISD,13,REGION 13: AUSTIN,227,TRAVIS,N,N,Del Valle ISD
227912,LAGO VISTA ISD,13,REGION 13: AUSTIN,227,TRAVIS,N,N,Lago Vista ISD
227913,LAKE TRAVIS ISD,13,REGION 13: AUSTIN,227,TRAVIS,N,N,Lake Travis ISD
228901,GROVETON ISD,6,REGION 06: HUNTSVILLE,228,TRINITY,N,N,Groveton ISD
228903,TRINITY ISD,6,REGION 06: HUNTSVILLE,228,TRINITY,N,N,Trinity ISD
228904,CENTERVILLE ISD,6,REGION 06: HUNTSVILLE,228,TRINITY,N,N,Centerville ISD
228905,APPLE SPRINGS ISD,6,REGION 06: HUNTSVILLE,228,TRINITY,N,N,Apple Springs ISD
229901,COLMESNEIL ISD,5,REGION 05: BEAUMONT,229,TYLER,N,N,Colmesneil ISD
229903,WOODVILLE ISD,5,REGION 05: BEAUMONT,229,TYLER,N,N,Woodville ISD
229904,WARREN ISD,5,REGION 05: BEAUMONT,229,TYLER,N,N,Warren ISD
229905,SPURGER ISD,5,REGION 05: BEAUMONT,229,TYLER,N,N,Spurger ISD
229906,CHESTER ISD,5,REGION 05: BEAUMONT,229,TYLER,N,N,Chester ISD
230901,BIG SANDY ISD,7,REGION 07: KILGORE,230,UPSHUR,N,N,Big Sandy ISD
230902,GILMER ISD,7,REGION 07: KILGORE,230,UPSHUR,N,N,Gilmer ISD
230903,ORE CITY ISD,7,REGION 07: KILGORE,230,UPSHUR,N,N,Ore City ISD
230904,UNION HILL ISD,7,REGION 07: KILGORE,230,UPSHUR,N,N,Union Hill ISD
230905,HARMONY ISD,7,REGION 07: KILGORE,230,UPSHUR,N,N,Harmony ISD
230906,NEW DIANA ISD,7,REGION 07: KILGORE,230,UPSHUR,N,N,New Diana ISD
230908,UNION GROVE ISD,7,REGION 07: KILGORE,230,UPSHUR,N,N,Union Grove ISD
231901,MCCAMEY ISD,18,REGION 18: MIDLAND,231,UPTON,N,N,McCamey ISD
231902,RANKIN ISD,18,REGION 18: MIDLAND,231,UPTON,N,N,Rankin ISD
232901,KNIPPA ISD,20,REGION 20: SAN ANTONIO,232,UVALDE,N,N,Knippa ISD
232902,SABINAL ISD,20,REGION 20: SAN ANTONIO,232,UVALDE,N,N,Sabinal ISD
232903,UVALDE CISD,20,REGION 20: SAN ANTONIO,232,UVALDE,N,N,Uvalde CISD
232904,UTOPIA ISD,20,REGION 20: SAN ANTONIO,232,UVALDE,N,N,Utopia ISD
233901,SAN FELIPE-DEL RIO CISD,15,REGION 15: SAN ANGELO,233,VAL VERDE,N,N,San Felipe-Del Rio CISD
233903,COMSTOCK ISD,15,REGION 15: SAN ANGELO,233,VAL VERDE,N,N,Comstock ISD
234801,RANCH ACADEMY,7,REGION 07: KILGORE,234,VAN ZANDT,Y,Y,Ranch Academy
234902,CANTON ISD,10,REGION 10: RICHARDSON,234,VAN ZANDT,N,N,Canton ISD
234903,EDGEWOOD ISD,7,REGION 07: KILGORE,234,VAN ZANDT,N,N,Edgewood ISD
234904,GRAND SALINE ISD,7,REGION 07: KILGORE,234,VAN ZANDT,N,N,Grand Saline ISD
234905,MARTINS MILL ISD,7,REGION 07: KILGORE,234,VAN ZANDT,N,N,Martins Mill ISD
234906,VAN ISD,7,REGION 07: KILGORE,234,VAN ZANDT,N,N,Van ISD
234907,WILLS POINT ISD,10,REGION 10: RICHARDSON,234,VAN ZANDT,N,N,Wills Point ISD
234909,FRUITVALE ISD,7,REGION 07: KILGORE,234,VAN ZANDT,N,N,Fruitvale ISD
235901,BLOOMINGTON ISD,3,REGION 03: VICTORIA,235,VICTORIA,N,N,Bloomington ISD
235902,VICTORIA ISD,3,REGION 03: VICTORIA,235,VICTORIA,N,N,Victoria ISD
235904,NURSERY ISD,3,REGION 03: VICTORIA,235,VICTORIA,N,N,Nursery ISD
236801,RAVEN SCHOOL,6,REGION 06: HUNTSVILLE,236,WALKER,Y,Y,Raven School
236802,SAM HOUSTON STATE UNIVERSITY CHARTER SCHOOL,6,REGION 06: HUNTSVILLE,236,WALKER,Y,N,Sam Houston State University Charter School
236901,NEW WAVERLY ISD,6,REGION 06: HUNTSVILLE,236,WALKER,N,N,New Waverly ISD
236902,HUNTSVILLE ISD,6,REGION 06: HUNTSVILLE,236,WALKER,N,N,Huntsville ISD
237902,HEMPSTEAD ISD,4,REGION 04: HOUSTON,237,WALLER,N,N,Hempstead ISD
237904,WALLER ISD,4,REGION 04: HOUSTON,237,WALLER,N,N,Waller ISD
237905,ROYAL ISD,4,REGION 04: HOUSTON,237,WALLER,N,N,Royal ISD
238902,MONAHANS-WICKETT-PYOTE ISD,18,REGION 18: MIDLAND,238,WARD,N,N,Monahans-Wickett-Pyote ISD
238904,GRANDFALLS-ROYALTY ISD,18,REGION 18: MIDLAND,238,WARD,N,N,Grandfalls-Royalty ISD
239901,BRENHAM ISD,6,REGION 06: HUNTSVILLE,239,WASHINGTON,N,N,Brenham ISD
239903,BURTON ISD,6,REGION 06: HUNTSVILLE,239,WASHINGTON,N,N,Burton ISD
240801,TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO,1,REGION 01: EDINBURG,240,WEBB,Y,Y,Triumph Public High Schools-Laredo
240901,LAREDO ISD,1,REGION 01: EDINBURG,240,WEBB,N,N,Laredo ISD
240903,UNITED ISD,1,REGION 01: EDINBURG,240,WEBB,N,N,United ISD
240904,WEBB CISD,1,REGION 01: EDINBURG,240,WEBB,N,N,Webb CISD
241901,BOLING ISD,3,REGION 03: VICTORIA,241,WHARTON,N,N,Boling ISD
241902,EAST BERNARD ISD,3,REGION 03: VICTORIA,241,WHARTON,N,N,East Bernard ISD
241903,EL CAMPO ISD,3,REGION 03: VICTORIA,241,WHARTON,N,N,El Campo ISD
241904,WHARTON ISD,3,REGION 03: VICTORIA,241,WHARTON,N,N,Wharton ISD
241906,LOUISE ISD,3,REGION 03: VICTORIA,241,WHARTON,N,N,Louise ISD
242902,SHAMROCK ISD,16,REGION 16: AMARILLO,242,WHEELER,N,N,Shamrock ISD
242903,WHEELER ISD,16,REGION 16: AMARILLO,242,WHEELER,N,N,Wheeler ISD
242905,KELTON ISD,16,REGION 16: AMARILLO,242,WHEELER,N,N,Kelton ISD
242906,FORT ELLIOTT CISD,16,REGION 16: AMARILLO,242,WHEELER,N,N,Fort Elliott CISD
243901,BURKBURNETT ISD,9,REGION 09: WICHITA FALLS,243,WICHITA,N,N,Burkburnett ISD
243902,ELECTRA ISD,9,REGION 09: WICHITA FALLS,243,WICHITA,N,N,Electra ISD
243903,IOWA PARK CISD,9,REGION 09: WICHITA FALLS,243,WICHITA,N,N,Iowa Park CISD
243905,WICHITA FALLS ISD,9,REGION 09: WICHITA FALLS,243,WICHITA,N,N,Wichita Falls ISD
243906,CITY VIEW ISD,9,REGION 09: WICHITA FALLS,243,WICHITA,N,N,City View ISD
244901,HARROLD ISD,9,REGION 09: WICHITA FALLS,244,WILBARGER,N,N,Harrold ISD
244903,VERNON ISD,9,REGION 09: WICHITA FALLS,244,WILBARGER,N,N,Vernon ISD
244905,NORTHSIDE ISD,9,REGION 09: WICHITA FALLS,244,WILBARGER,N,N,Northside ISD
245901,LASARA ISD,1,REGION 01: EDINBURG,245,WILLACY,N,N,Lasara ISD
245902,LYFORD CISD,1,REGION 01: EDINBURG,245,WILLACY,N,N,Lyford CISD
245903,RAYMONDVILLE ISD,1,REGION 01: EDINBURG,245,WILLACY,N,N,Raymondville ISD
245904,SAN PERLITA ISD,1,REGION 01: EDINBURG,245,WILLACY,N,N,San Perlita ISD
246801,MERIDIAN WORLD SCHOOL LLC,13,REGION 13: AUSTIN,246,WILLIAMSON,Y,N,Meridian World School LLC
246802,GOODWATER MONTESSORI SCHOOL,13,REGION 13: AUSTIN,246,WILLIAMSON,Y,N,Goodwater Montessori School
246902,FLORENCE ISD,13,REGION 13: AUSTIN,246,WILLIAMSON,N,N,Florence ISD
246904,GEORGETOWN ISD,13,REGION 13: AUSTIN,246,WILLIAMSON,N,N,Georgetown ISD
246905,GRANGER ISD,13,REGION 13: AUSTIN,246,WILLIAMSON,N,N,Granger ISD
246906,HUTTO ISD,13,REGION 13: AUSTIN,246,WILLIAMSON,N,N,Hutto ISD
246907,JARRELL ISD,13,REGION 13: AUSTIN,246,WILLIAMSON,N,N,Jarrell ISD
246908,LIBERTY HILL ISD,13,REGION 13: AUSTIN,246,WILLIAMSON,N,N,Liberty Hill ISD
246909,ROUND ROCK ISD,13,REGION 13: AUSTIN,246,WILLIAMSON,N,N,Round Rock ISD
246911,TAYLOR ISD,13,REGION 13: AUSTIN,246,WILLIAMSON,N,N,Taylor ISD
246912,THRALL ISD,13,REGION 13: AUSTIN,246,WILLIAMSON,N,N,Thrall ISD
246913,LEANDER ISD,13,REGION 13: AUSTIN,246,WILLIAMSON,N,N,Leander ISD
246914,COUPLAND ISD,13,REGION 13: AUSTIN,246,WILLIAMSON,N,N,Coupland ISD
247901,FLORESVILLE ISD,20,REGION 20: SAN ANTONIO,247,WILSON,N,N,Floresville ISD
247903,LA VERNIA ISD,20,REGION 20: SAN ANTONIO,247,WILSON,N,N,La Vernia ISD
247904,POTH ISD,20,REGION 20: SAN ANTONIO,247,WILSON,N,N,Poth ISD
247906,STOCKDALE ISD,20,REGION 20: SAN ANTONIO,247,WILSON,N,N,Stockdale ISD
248901,KERMIT ISD,18,REGION 18: MIDLAND,248,WINKLER,N,N,Kermit ISD
248902,WINK-LOVING ISD,18,REGION 18: MIDLAND,248,WINKLER,N,N,Wink-Loving ISD
249901,ALVORD ISD,11,REGION 11: FORT WORTH,249,WISE,N,N,Alvord ISD
249902,BOYD ISD,11,REGION 11: FORT WORTH,249,WISE,N,N,Boyd ISD
249903,BRIDGEPORT ISD,11,REGION 11: FORT WORTH,249,WISE,N,N,Bridgeport ISD
249904,CHICO ISD,11,REGION 11: FORT WORTH,249,WISE,N,N,Chico ISD
249905,DECATUR ISD,11,REGION 11: FORT WORTH,249,WISE,N,N,Decatur ISD
249906,PARADISE ISD,11,REGION 11: FORT WORTH,249,WISE,N,N,Paradise ISD
249908,SLIDELL ISD,11,REGION 11: FORT WORTH,249,WISE,N,N,Slidell ISD
250902,HAWKINS ISD,7,REGION 07: KILGORE,250,WOOD,N,N,Hawkins ISD
250903,MINEOLA ISD,7,REGION 07: KILGORE,250,WOOD,N,N,Mineola ISD
250904,QUITMAN ISD,7,REGION 07: KILGORE,250,WOOD,N,N,Quitman ISD
250905,YANTIS ISD,7,REGION 07: KILGORE,250,WOOD,N,N,Yantis ISD
250906,ALBA-GOLDEN ISD,7,REGION 07: KILGORE,250,WOOD,N,N,Alba-Golden ISD
250907,WINNSBORO ISD,7,REGION 07: KILGORE,250,WOOD,N,N,Winnsboro ISD
251901,DENVER CITY ISD,17,REGION 17: LUBBOCK,251,YOAKUM,N,N,Denver City ISD
251902,PLAINS ISD,17,REGION 17: LUBBOCK,251,YOAKUM,N,N,Plains ISD
252901,GRAHAM ISD,9,REGION 09: WICHITA FALLS,252,YOUNG,N,N,Graham ISD
252902,NEWCASTLE ISD,9,REGION 09: WICHITA FALLS,252,YOUNG,N,N,Newcastle ISD
252903,OLNEY ISD,9,REGION 09: WICHITA FALLS,252,YOUNG,N,N,Olney ISD
253901,ZAPATA COUNTY ISD,1,REGION 01: EDINBURG,253,ZAPATA,N,N,Zapata County ISD
254901,CRYSTAL CITY ISD,20,REGION 20: SAN ANTONIO,254,ZAVALA,N,N,Crystal City ISD
254902,LA PRYOR ISD,20,REGION 20: SAN ANTONIO,254,ZAVALA,N,N,La Pryor ISD
