DISTRICT,DISTNAME,REGION,REGNNAME,COUNTY,CNTYNAME,DFLCHART,DFLALTED,DISTNAME_CLEAN
101874,LEGACY SCHOOL OF SPORT SCIENCES,4,REGION 04: HOUSTON,101,HARRIS,Y,N,Legacy School Of Sport Sciences
101875,BLOOM ACADEMY CHARTER SCHOOL,4,REGION 04: HOUSTON,101,HARRIS,Y,N,Bloom Academy Charter School
101876,REVE PREPARATORY CHARTER SCHOOL,4,REGION 04: HOUSTON,101,HARRIS,Y,N,Reve Preparatory Charter School
101877,ELEVATE COLLEGIATE CHARTER SCHOOL,4,REGION 04: HOUSTON,101,HARRIS,Y,N,Elevate Collegiate Charter School
101878,HOUSTON CLASSICAL CHARTER SCHOOL,4,REGION 04: HOUSTON,101,HARRIS,Y,N,Houston Classical Charter School
101902,ALDINE ISD,4,REGION 04: HOUSTON,101,HARRIS,N,N,Aldine ISD
101903,ALIEF ISD,4,REGION 04: HOUSTON,101,HARRIS,N,N,Alief ISD
101905,CHANNELVIEW ISD,4,REGION 04: HOUSTON,101,HARRIS,N,N,Channelview ISD
101906,CROSBY ISD,4,REGION 04: HOUSTON,101,HARRIS,N,N,Crosby ISD
101907,CYPRESS-FAIRBANKS ISD,4,REGION 04: HOUSTON,101,HARRIS,N,N,Cypress-Fairbanks ISD
101908,DEER PARK ISD,4,REGION 04: HOUSTON,101,HARRIS,N,N,Deer Park ISD
101910,GALENA PARK ISD,4,REGION 04: HOUSTON,101,HARRIS,N,N,Galena Park ISD
101911,GOOSE CREEK CISD,4,REGION 04: HOUSTON,101,HARRIS,N,N,Goose Creek CISD
101912,HOUSTON ISD,4,REGION 04: HOUSTON,101,HARRIS,N,N,Houston ISD
101913,HUMBLE ISD,4,REGION 04: HOUSTON,101,HARRIS,N,N,Humble ISD
101914,KATY ISD,4,REGION 04: HOUSTON,101,HARRIS,N,N,Katy ISD
101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,N,N,Klein ISD
101916,LA PORTE ISD,4,REGION 04: HOUSTON,101,HARRIS,N,N,La Porte ISD
101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,N,N,Pasadena ISD
101919,SPRING ISD,4,REGION 04: HOUSTON,101,HARRIS,N,N,Spring ISD
101920,SPRING BRANCH ISD,4,REGION 04: HOUSTON,101,HARRIS,N,N,Spring Branch ISD
101921,TOMBALL ISD,4,REGION 04: HOUSTON,101,HARRIS,N,N,Tomball ISD
101924,SHELDON ISD,4,REGION 04: HOUSTON,101,HARRIS,N,N,Sheldon ISD
101925,HUFFMAN ISD,4,REGION 04: HOUSTON,101,HARRIS,N,N,Huffman ISD
102901,KARNACK ISD,7,REGION 07: KILGORE,102,HARRISON,N,N,Karnack ISD
102902,MARSHALL ISD,7,REGION 07: KILGORE,102,HARRISON,N,N,Marshall ISD
102903,WASKOM ISD,7,REGION 07: KILGORE,102,HARRISON,N,N,Waskom ISD
102904,HALLSVILLE ISD,7,REGION 07: KILGORE,102,HARRISON,N,N,Hallsville ISD
102905,HARLETON ISD,7,REGION 07: KILGORE,102,HARRISON,N,N,Harleton ISD
102906,ELYSIAN FIELDS ISD,7,REGION 07: KILGORE,102,HARRISON,N,N,Elysian Fields ISD
103901,CHANNING ISD,16,REGION 16: AMARILLO,103,HARTLEY,N,N,Channing ISD
103902,HARTLEY ISD,16,REGION 16: AMARILLO,103,HARTLEY,N,N,Hartley ISD
104901,HASKELL CISD,14,REGION 14: ABILENE,104,HASKELL,N,N,Haskell CISD
104903,RULE ISD,14,REGION 14: ABILENE,104,HASKELL,N,N,Rule ISD
104907,PAINT CREEK ISD,14,REGION 14: ABILENE,104,HASKELL,N,N,Paint Creek ISD
105801,KATHERINE ANNE PORTER SCHOOL,13,REGION 13: AUSTIN,105,HAYS,Y,N,Katherine Anne Porter School
105802,TEXAS PREPARATORY SCHOOL,13,REGION 13: AUSTIN,105,HAYS,Y,N,Texas Preparatory School
105803,KI CHARTER,13,REGION 13: AUSTIN,105,HAYS,Y,N,Ki Charter
105804,DORAL ACADEMY OF TEXAS,13,REGION 13: AUSTIN,105,HAYS,Y,N,Doral Academy Of Texas
105902,SAN MARCOS CISD,13,REGION 13: AUSTIN,105,HAYS,N,N,San Marcos CISD
105904,DRIPPING SPRINGS ISD,13,REGION 13: AUSTIN,105,HAYS,N,N,Dripping Springs ISD
105905,WIMBERLEY ISD,13,REGION 13: AUSTIN,105,HAYS,N,N,Wimberley ISD
105906,HAYS CISD,13,REGION 13: AUSTIN,105,HAYS,N,N,Hays CISD
106901,CANADIAN ISD,16,REGION 16: AMARILLO,106,HEMPHILL,N,N,Canadian ISD
107901,ATHENS ISD,10,REGION 10: RICHARDSON,107,HENDERSON,N,N,Athens ISD
107902,BROWNSBORO ISD,7,REGION 07: KILGORE,107,HENDERSON,N,N,Brownsboro ISD
107904,CROSS ROADS ISD,7,REGION 07: KILGORE,107,HENDERSON,N,N,Cross Roads ISD
107905,EUSTACE ISD,7,REGION 07: KILGORE,107,HENDERSON,N,N,Eustace ISD
107906,MALAKOFF ISD,7,REGION 07: KILGORE,107,HENDERSON,N,N,Malakoff ISD
107907,TRINIDAD ISD,7,REGION 07: KILGORE,107,HENDERSON,N,N,Trinidad ISD
107908,MURCHISON ISD,7,REGION 07: KILGORE,107,HENDERSON,N,N,Murchison ISD
107910,LAPOYNOR ISD,7,REGION 07: KILGORE,107,HENDERSON,N,N,Lapoynor ISD
108802,HORIZON MONTESSORI PUBLIC SCHOOLS,1,REGION 01: EDINBURG,108,HIDALGO,Y,N,Horizon Montessori Public Schools
108804,TRIUMPH PUBLIC HIGH SCHOOLS-RIO GRANDE VALLEY,1,REGION 01: EDINBURG,108,HIDALGO,Y,Y,Triumph Public High Schools-Rio Grande Valley
108807,IDEA PUBLIC SCHOOLS,1,REGION 01: EDINBURG,108,HIDALGO,Y,N,Idea Public Schools
108808,VANGUARD ACADEMY,1,REGION 01: EDINBURG,108,HIDALGO,Y,N,Vanguard Academy
108809,EXCELLENCE IN LEADERSHIP ACADEMY,1,REGION 01: EDINBURG,108,HIDALGO,Y,N,Excellence In Leadership Academy
108810,BRILLANTE ACADEMY,1,REGION 01: EDINBURG,108,HIDALGO,Y,N,Brillante Academy
108902,DONNA ISD,1,REGION 01: EDINBURG,108,HIDALGO,N,N,Donna ISD
108903,EDCOUCH-ELSA ISD,1,REGION 01: EDINBURG,108,HIDALGO,N,N,Edcouch-Elsa ISD
108904,EDINBURG CISD,1,REGION 01: EDINBURG,108,HIDALGO,N,N,Edinburg CISD
108905,HIDALGO ISD,1,REGION 01: EDINBURG,108,HIDALGO,N,N,Hidalgo ISD
108906,MCALLEN ISD,1,REGION 01: EDINBURG,108,HIDALGO,N,N,McAllen ISD
108907,MERCEDES ISD,1,REGION 01: EDINBURG,108,HIDALGO,N,N,Mercedes ISD
108908,MISSION CISD,1,REGION 01: EDINBURG,108,HIDALGO,N,N,Mission CISD
108909,PHARR-SAN JUAN-ALAMO ISD,1,REGION 01: EDINBURG,108,HIDALGO,N,N,Pharr-San Juan-Alamo ISD
108910,PROGRESO ISD,1,REGION 01: EDINBURG,108,HIDALGO,N,N,Progreso ISD
108911,SHARYLAND ISD,1,REGION 01: EDINBURG,108,HIDALGO,N,N,Sharyland ISD
108912,LA JOYA ISD,1,REGION 01: EDINBURG,108,HIDALGO,N,N,La Joya ISD
108913,WESLACO ISD,1,REGION 01: EDINBURG,108,HIDALGO,N,N,Weslaco ISD
108914,LA VILLA ISD,1,REGION 01: EDINBURG,108,HIDALGO,N,N,La Villa ISD
108915,MONTE ALTO ISD,1,REGION 01: EDINBURG,108,HIDALGO,N,N,Monte Alto ISD
108916,VALLEY VIEW ISD,1,REGION 01: EDINBURG,108,HIDALGO,N,N,Valley View ISD
109901,ABBOTT ISD,12,REGION 12: WACO,109,HILL,N,N,Abbott ISD
109902,BYNUM ISD,12,REGION 12: WACO,109,HILL,N,N,Bynum ISD
109903,COVINGTON ISD,12,REGION 12: WACO,109,HILL,N,N,Covington ISD
109904,HILLSBORO ISD,12,REGION 12: WACO,109,HILL,N,N,Hillsboro ISD
109905,HUBBARD ISD,12,REGION 12: WACO,109,HILL,N,N,Hubbard ISD
109907,ITASCA ISD,12,REGION 12: WACO,109,HILL,N,N,Itasca ISD
109908,MALONE ISD,12,REGION 12: WACO,109,HILL,N,N,Malone ISD
109910,MOUNT CALM ISD,12,REGION 12: WACO,109,HILL,N,N,Mount Calm ISD
109911,WHITNEY ISD,12,REGION 12: WACO,109,HILL,N,N,Whitney ISD
109912,AQUILLA ISD,12,REGION 12: WACO,109,HILL,N,N,Aquilla ISD
109913,BLUM ISD,12,REGION 12: WACO,109,HILL,N,N,Blum ISD
109914,PENELOPE ISD,12,REGION 12: WACO,109,HILL,N,N,Penelope ISD
110901,ANTON ISD,17,REGION 17: LUBBOCK,110,HOCKLEY,N,N,Anton ISD
110902,LEVELLAND ISD,17,REGION 17: LUBBOCK,110,HOCKLEY,N,N,Levelland ISD
110905,ROPES ISD,17,REGION 17: LUBBOCK,110,HOCKLEY,N,N,Ropes ISD
110906,SMYER ISD,17,REGION 17: LUBBOCK,110,HOCKLEY,N,N,Smyer ISD
110907,SUNDOWN ISD,17,REGION 17: LUBBOCK,110,HOCKLEY,N,N,Sundown ISD
110908,WHITHARRAL ISD,17,REGION 17: LUBBOCK,110,HOCKLEY,N,N,Whitharral ISD
111801,LAKE GRANBURY ACADEMY CHARTER SCHOOL,11,REGION 11: FORT WORTH,111,HOOD,Y,Y,Lake Granbury Academy Charter School
111901,GRANBURY ISD,11,REGION 11: FORT WORTH,111,HOOD,N,N,Granbury ISD
111902,LIPAN ISD,11,REGION 11: FORT WORTH,111,HOOD,N,N,Lipan ISD
111903,TOLAR ISD,11,REGION 11: FORT WORTH,111,HOOD,N,N,Tolar ISD
112901,SULPHUR SPRINGS ISD,8,REGION 08: MT PLEASANT,112,HOPKINS,N,N,Sulphur Springs ISD
112905,CUMBY COLLEGIATE ISD,8,REGION 08: MT PLEASANT,112,HOPKINS,N,N,Cumby Collegiate ISD
112906,NORTH HOPKINS ISD,8,REGION 08: MT PLEASANT,112,HOPKINS,N,N,North Hopkins ISD
112907,MILLER GROVE ISD,8,REGION 08: MT PLEASANT,112,HOPKINS,N,N,Miller Grove ISD
112908,COMO-PICKTON CISD,8,REGION 08: MT PLEASANT,112,HOPKINS,N,N,Como-Pickton CISD
112909,SALTILLO ISD,8,REGION 08: MT PLEASANT,112,HOPKINS,N,N,Saltillo ISD
112910,SULPHUR BLUFF ISD,8,REGION 08: MT PLEASANT,112,HOPKINS,N,N,Sulphur Bluff ISD
113901,CROCKETT ISD,6,REGION 06: HUNTSVILLE,113,HOUSTON,N,N,Crockett ISD
113902,GRAPELAND ISD,6,REGION 06: HUNTSVILLE,113,HOUSTON,N,N,Grapeland ISD
113903,LOVELADY ISD,6,REGION 06: HUNTSVILLE,113,HOUSTON,N,N,Lovelady ISD
113905,LATEXO ISD,6,REGION 06: HUNTSVILLE,113,HOUSTON,N,N,Latexo ISD
113906,KENNARD ISD,6,REGION 06: HUNTSVILLE,113,HOUSTON,N,N,Kennard ISD
114901,BIG SPRING ISD,18,REGION 18: MIDLAND,114,HOWARD,N,N,Big Spring ISD
114902,COAHOMA ISD,18,REGION 18: MIDLAND,114,HOWARD,N,N,Coahoma ISD
114904,FORSAN ISD,18,REGION 18: MIDLAND,114,HOWARD,N,N,Forsan ISD
115901,FT HANCOCK ISD,19,REGION 19: EL PASO,115,HUDSPETH,N,N,Ft Hancock ISD
115902,SIERRA BLANCA ISD,19,REGION 19: EL PASO,115,HUDSPETH,N,N,Sierra Blanca ISD
115903,DELL CITY ISD,19,REGION 19: EL PASO,115,HUDSPETH,N,N,Dell City ISD
116901,CADDO MILLS ISD,10,REGION 10: RICHARDSON,116,HUNT,N,N,Caddo Mills ISD
116902,CELESTE ISD,10,REGION 10: RICHARDSON,116,HUNT,N,N,Celeste ISD
116903,COMMERCE ISD,10,REGION 10: RICHARDSON,116,HUNT,N,N,Commerce ISD
116905,GREENVILLE ISD,10,REGION 10: RICHARDSON,116,HUNT,N,N,Greenville ISD
116906,LONE OAK ISD,10,REGION 10: RICHARDSON,116,HUNT,N,N,Lone Oak ISD
116908,QUINLAN ISD,10,REGION 10: RICHARDSON,116,HUNT,N,N,Quinlan ISD
116909,WOLFE CITY ISD,10,REGION 10: RICHARDSON,116,HUNT,N,N,Wolfe City ISD
116910,CAMPBELL ISD,10,REGION 10: RICHARDSON,116,HUNT,N,N,Campbell ISD
116915,BLAND ISD,10,REGION 10: RICHARDSON,116,HUNT,N,N,Bland ISD
116916,BOLES ISD,10,REGION 10: RICHARDSON,116,HUNT,N,N,Boles ISD
117901,BORGER ISD,16,REGION 16: AMARILLO,117,HUTCHINSON,N,N,Borger ISD
117903,SANFORD-FRITCH ISD,16,REGION 16: AMARILLO,117,HUTCHINSON,N,N,Sanford-Fritch ISD
117904,PLEMONS-STINNETT-PHILLIPS CISD,16,REGION 16: AMARILLO,117,HUTCHINSON,N,N,Plemons-Stinnett-Phillips CISD
117907,SPRING CREEK ISD,16,REGION 16: AMARILLO,117,HUTCHINSON,N,N,Spring Creek ISD
118902,IRION COUNTY ISD,15,REGION 15: SAN ANGELO,118,IRION,N,N,Irion County ISD
119901,BRYSON ISD,9,REGION 09: WICHITA FALLS,119,JACK,N,N,Bryson ISD
119902,JACKSBORO ISD,9,REGION 09: WICHITA FALLS,119,JACK,N,N,Jacksboro ISD
119903,PERRIN-WHITT CISD,9,REGION 09: WICHITA FALLS,119,JACK,N,N,Perrin-Whitt CISD
120901,EDNA ISD,3,REGION 03: VICTORIA,120,JACKSON,N,N,Edna ISD
120902,GANADO ISD,3,REGION 03: VICTORIA,120,JACKSON,N,N,Ganado ISD
120905,INDUSTRIAL ISD,3,REGION 03: VICTORIA,120,JACKSON,N,N,Industrial ISD
121902,BROOKELAND ISD,5,REGION 05: BEAUMONT,121,JASPER,N,N,Brookeland ISD
121903,BUNA ISD,5,REGION 05: BEAUMONT,121,JASPER,N,N,Buna ISD
121904,JASPER ISD,5,REGION 05: BEAUMONT,121,JASPER,N,N,Jasper ISD
121905,KIRBYVILLE CISD,5,REGION 05: BEAUMONT,121,JASPER,N,N,Kirbyville CISD
121906,EVADALE ISD,5,REGION 05: BEAUMONT,121,JASPER,N,N,Evadale ISD
122901,FT DAVIS ISD,18,REGION 18: MIDLAND,122,JEFF DAVIS,N,N,Ft Davis ISD
122902,VALENTINE ISD,18,REGION 18: MIDLAND,122,JEFF DAVIS,N,N,Valentine ISD
123803,TEKOA ACADEMY OF ACCELERATED STUDIES STEM SCHOOL,5,REGION 05: BEAUMONT,123,JEFFERSON,Y,N,Tekoa Academy Of Accelerated Studies Stem School
123805,EHRHART SCHOOL,5,REGION 05: BEAUMONT,123,JEFFERSON,Y,N,Ehrhart School
123807,BOB HOPE SCHOOL,5,REGION 05: BEAUMONT,123,JEFFERSON,Y,N,Bob Hope School
123905,NEDERLAND ISD,5,REGION 05: BEAUMONT,123,JEFFERSON,N,N,Nederland ISD
123907,PORT ARTHUR ISD,5,REGION 05: BEAUMONT,123,JEFFERSON,N,N,Port Arthur ISD
123908,PORT NECHES-GROVES ISD,5,REGION 05: BEAUMONT,123,JEFFERSON,N,N,Port Neches-Groves ISD
123910,BEAUMONT ISD,5,REGION 05: BEAUMONT,123,JEFFERSON,N,N,Beaumont ISD
123913,SABINE PASS ISD,5,REGION 05: BEAUMONT,123,JEFFERSON,N,N,Sabine Pass ISD
123914,HAMSHIRE-FANNETT ISD,5,REGION 05: BEAUMONT,123,JEFFERSON,N,N,Hamshire-Fannett ISD
124901,JIM HOGG COUNTY ISD,1,REGION 01: EDINBURG,124,JIM HOGG,N,N,Jim Hogg County ISD
125901,ALICE ISD,2,REGION 02: CORPUS CHRISTI,125,JIM WELLS,N,N,Alice ISD
125902,BEN BOLT-PALITO BLANCO ISD,2,REGION 02: CORPUS CHRISTI,125,JIM WELLS,N,N,Ben Bolt-Palito Blanco ISD
125903,ORANGE GROVE ISD,2,REGION 02: CORPUS CHRISTI,125,JIM WELLS,N,N,Orange Grove ISD
125905,PREMONT ISD,2,REGION 02: CORPUS CHRISTI,125,JIM WELLS,N,N,Premont ISD
125906,LA GLORIA ISD,2,REGION 02: CORPUS CHRISTI,125,JIM WELLS,N,N,La Gloria ISD
126901,ALVARADO ISD,11,REGION 11: FORT WORTH,126,JOHNSON,N,N,Alvarado ISD
126902,BURLESON ISD,11,REGION 11: FORT WORTH,126,JOHNSON,N,N,Burleson ISD
126903,CLEBURNE ISD,11,REGION 11: FORT WORTH,126,JOHNSON,N,N,Cleburne ISD
126904,GRANDVIEW ISD,11,REGION 11: FORT WORTH,126,JOHNSON,N,N,Grandview ISD
126905,JOSHUA ISD,11,REGION 11: FORT WORTH,126,JOHNSON,N,N,Joshua ISD
126906,KEENE ISD,11,REGION 11: FORT WORTH,126,JOHNSON,N,N,Keene ISD
126907,RIO VISTA ISD,11,REGION 11: FORT WORTH,126,JOHNSON,N,N,Rio Vista ISD
126908,VENUS ISD,11,REGION 11: FORT WORTH,126,JOHNSON,N,N,Venus ISD
126911,GODLEY ISD,11,REGION 11: FORT WORTH,126,JOHNSON,N,N,Godley ISD
127901,ANSON ISD,14,REGION 14: ABILENE,127,JONES,N,N,Anson ISD
127903,HAMLIN COLLEGIATE ISD,14,REGION 14: ABILENE,127,JONES,N,N,Hamlin Collegiate ISD
127904,HAWLEY ISD,14,REGION 14: ABILENE,127,JONES,N,N,Hawley ISD
127905,LUEDERS-AVOCA ISD,14,REGION 14: ABILENE,127,JONES,N,N,Lueders-Avoca ISD
127906,STAMFORD ISD,14,REGION 14: ABILENE,127,JONES,N,N,Stamford ISD
128901,KARNES CITY ISD,20,REGION 20: SAN ANTONIO,128,KARNES,N,N,Karnes City ISD
128902,KENEDY ISD,3,REGION 03: VICTORIA,128,KARNES,N,N,Kenedy ISD
128903,RUNGE ISD,3,REGION 03: VICTORIA,128,KARNES,N,N,Runge ISD
128904,FALLS CITY ISD,20,REGION 20: SAN ANTONIO,128,KARNES,N,N,Falls City ISD
129901,CRANDALL ISD,10,REGION 10: RICHARDSON,129,KAUFMAN,N,N,Crandall ISD
129902,FORNEY ISD,10,REGION 10: RICHARDSON,129,KAUFMAN,N,N,Forney ISD
129903,KAUFMAN ISD,10,REGION 10: RICHARDSON,129,KAUFMAN,N,N,Kaufman ISD
129904,KEMP ISD,10,REGION 10: RICHARDSON,129,KAUFMAN,N,N,Kemp ISD
129905,MABANK ISD,10,REGION 10: RICHARDSON,129,KAUFMAN,N,N,Mabank ISD
129906,TERRELL ISD,10,REGION 10: RICHARDSON,129,KAUFMAN,N,N,Terrell ISD
129910,SCURRY-ROSSER ISD,10,REGION 10: RICHARDSON,129,KAUFMAN,N,N,Scurry-Rosser ISD
130801,MEADOWLAND CHARTER DISTRICT,20,REGION 20: SAN ANTONIO,130,KENDALL,Y,N,Meadowland Charter District
130901,BOERNE ISD,20,REGION 20: SAN ANTONIO,130,KENDALL,N,N,Boerne ISD
130902,COMFORT ISD,20,REGION 20: SAN ANTONIO,130,KENDALL,N,N,Comfort ISD
131001,KENEDY COUNTY WIDE CSD,2,REGION 02: CORPUS CHRISTI,131,KENEDY,N,N,Kenedy County Wide CSD
132902,JAYTON-GIRARD ISD,17,REGION 17: LUBBOCK,132,KENT,N,N,Jayton-Girard ISD
133901,CENTER POINT ISD,20,REGION 20: SAN ANTONIO,133,KERR,N,N,Center Point ISD
133902,HUNT ISD,20,REGION 20: SAN ANTONIO,133,KERR,N,N,Hunt ISD
133903,KERRVILLE ISD,20,REGION 20: SAN ANTONIO,133,KERR,N,N,Kerrville ISD
133904,INGRAM ISD,20,REGION 20: SAN ANTONIO,133,KERR,N,N,Ingram ISD
133905,DIVIDE ISD,15,REGION 15: SAN ANGELO,133,KERR,N,N,Divide ISD
134901,JUNCTION ISD,15,REGION 15: SAN ANGELO,134,KIMBLE,N,N,Junction ISD
135001,GUTHRIE CSD,17,REGION 17: LUBBOCK,135,KING,N,N,Guthrie CSD
136901,BRACKETT ISD,20,REGION 20: SAN ANTONIO,136,KINNEY,N,N,Brackett ISD
137901,KINGSVILLE ISD,2,REGION 02: CORPUS CHRISTI,137,KLEBERG,N,N,Kingsville ISD
137902,RICARDO ISD,2,REGION 02: CORPUS CHRISTI,137,KLEBERG,N,N,Ricardo ISD
137903,RIVIERA ISD,2,REGION 02: CORPUS CHRISTI,137,KLEBERG,N,N,Riviera ISD
137904,SANTA GERTRUDIS ISD,2,REGION 02: CORPUS CHRISTI,137,KLEBERG,N,N,Santa Gertrudis ISD
138902,KNOX CITY-O'BRIEN CISD,9,REGION 09: WICHITA FALLS,138,KNOX,N,N,Knox City-O'Brien CISD
138903,MUNDAY CISD,9,REGION 09: WICHITA FALLS,138,KNOX,N,N,Munday CISD
138904,BENJAMIN ISD,9,REGION 09: WICHITA FALLS,138,KNOX,N,N,Benjamin ISD
139905,CHISUM ISD,8,REGION 08: MT PLEASANT,139,LAMAR,N,N,Chisum ISD
139909,PARIS ISD,8,REGION 08: MT PLEASANT,139,LAMAR,N,N,Paris ISD
139911,NORTH LAMAR ISD,8,REGION 08: MT PLEASANT,139,LAMAR,N,N,North Lamar ISD
139912,PRAIRILAND ISD,8,REGION 08: MT PLEASANT,139,LAMAR,N,N,Prairiland ISD
140901,AMHERST ISD,17,REGION 17: LUBBOCK,140,LAMB,N,N,Amherst ISD
140904,LITTLEFIELD ISD,17,REGION 17: LUBBOCK,140,LAMB,N,N,Littlefield ISD
140905,OLTON ISD,17,REGION 17: LUBBOCK,140,LAMB,N,N,Olton ISD
140907,SPRINGLAKE-EARTH ISD,17,REGION 17: LUBBOCK,140,LAMB,N,N,Springlake-Earth ISD
140908,SUDAN ISD,17,REGION 17: LUBBOCK,140,LAMB,N,N,Sudan ISD
141901,LAMPASAS ISD,12,REGION 12: WACO,141,LAMPASAS,N,N,Lampasas ISD
141902,LOMETA ISD,12,REGION 12: WACO,141,LAMPASAS,N,N,Lometa ISD
142901,COTULLA ISD,20,REGION 20: SAN ANTONIO,142,LA SALLE,N,N,Cotulla ISD
143901,HALLETTSVILLE ISD,3,REGION 03: VICTORIA,143,LAVACA,N,N,Hallettsville ISD
143902,MOULTON ISD,3,REGION 03: VICTORIA,143,LAVACA,N,N,Moulton ISD
143903,SHINER ISD,3,REGION 03: VICTORIA,143,LAVACA,N,N,Shiner ISD
143904,VYSEHRAD ISD,3,REGION 03: VICTORIA,143,LAVACA,N,N,Vysehrad ISD
143905,SWEET HOME ISD,3,REGION 03: VICTORIA,143,LAVACA,N,N,Sweet Home ISD
143906,EZZELL ISD,3,REGION 03: VICTORIA,143,LAVACA,N,N,Ezzell ISD
144901,GIDDINGS ISD,13,REGION 13: AUSTIN,144,LEE,N,N,Giddings ISD
144902,LEXINGTON ISD,13,REGION 13: AUSTIN,144,LEE,N,N,Lexington ISD
144903,DIME BOX ISD,13,REGION 13: AUSTIN,144,LEE,N,N,Dime Box ISD
145901,BUFFALO ISD,6,REGION 06: HUNTSVILLE,145,LEON,N,N,Buffalo ISD
145902,CENTERVILLE ISD,6,REGION 06: HUNTSVILLE,145,LEON,N,N,Centerville ISD
145906,NORMANGEE ISD,6,REGION 06: HUNTSVILLE,145,LEON,N,N,Normangee ISD
145907,OAKWOOD ISD,6,REGION 06: HUNTSVILLE,145,LEON,N,N,Oakwood ISD
145911,LEON ISD,6,REGION 06: HUNTSVILLE,145,LEON,N,N,Leon ISD
146901,CLEVELAND ISD,4,REGION 04: HOUSTON,146,LIBERTY,N,N,Cleveland ISD
146902,DAYTON ISD,4,REGION 04: HOUSTON,146,LIBERTY,N,N,Dayton ISD
146903,DEVERS ISD,4,REGION 04: HOUSTON,146,LIBERTY,N,N,Devers ISD
146904,HARDIN ISD,5,REGION 05: BEAUMONT,146,LIBERTY,N,N,Hardin ISD
146905,HULL-DAISETTA ISD,5,REGION 05: BEAUMONT,146,LIBERTY,N,N,Hull-Daisetta ISD
146906,LIBERTY ISD,5,REGION 05: BEAUMONT,146,LIBERTY,N,N,Liberty ISD
146907,TARKINGTON ISD,4,REGION 04: HOUSTON,146,LIBERTY,N,N,Tarkington ISD
147901,COOLIDGE ISD,12,REGION 12: WACO,147,LIMESTONE,N,N,Coolidge ISD
147902,GROESBECK ISD,12,REGION 12: WACO,147,LIMESTONE,N,N,Groesbeck ISD
147903,MEXIA ISD,12,REGION 12: WACO,147,LIMESTONE,N,N,Mexia ISD
148901,BOOKER ISD,16,REGION 16: AMARILLO,148,LIPSCOMB,N,N,Booker ISD
148902,FOLLETT ISD,16,REGION 16: AMARILLO,148,LIPSCOMB,N,N,Follett ISD
148905,DARROUZETT ISD,16,REGION 16: AMARILLO,148,LIPSCOMB,N,N,Darrouzett ISD
149901,GEORGE WEST ISD,2,REGION 02: CORPUS CHRISTI,149,LIVE OAK,N,N,George West ISD
149902,THREE RIVERS ISD,2,REGION 02: CORPUS CHRISTI,149,LIVE OAK,N,N,Three Rivers ISD
150901,LLANO ISD,13,REGION 13: AUSTIN,150,LLANO,N,N,Llano ISD
152504,TEXAS TECH UNIVERSITY K-12,17,REGION 17: LUBBOCK,152,LUBBOCK,N,N,Texas Tech University K-12
152802,RISE ACADEMY,17,REGION 17: LUBBOCK,152,LUBBOCK,Y,N,Rise Academy
152803,TRIUMPH PUBLIC HIGH SCHOOLS-LUBBOCK,17,REGION 17: LUBBOCK,152,LUBBOCK,Y,Y,Triumph Public High Schools-Lubbock
152806,BETTY M CONDRA SCHOOL FOR EDUCATION INNOVATION,17,REGION 17: LUBBOCK,152,LUBBOCK,Y,N,Betty M Condra School For Education Innovation
152901,LUBBOCK ISD,17,REGION 17: LUBBOCK,152,LUBBOCK,N,N,Lubbock ISD
152902,NEW DEAL ISD,17,REGION 17: LUBBOCK,152,LUBBOCK,N,N,New Deal ISD
152903,SLATON ISD,17,REGION 17: LUBBOCK,152,LUBBOCK,N,N,Slaton ISD
152906,LUBBOCK-COOPER ISD,17,REGION 17: LUBBOCK,152,LUBBOCK,N,N,Lubbock-Cooper ISD
152907,FRENSHIP ISD,17,REGION 17: LUBBOCK,152,LUBBOCK,N,N,Frenship ISD
152908,ROOSEVELT ISD,17,REGION 17: LUBBOCK,152,LUBBOCK,N,N,Roosevelt ISD
152909,SHALLOWATER ISD,17,REGION 17: LUBBOCK,152,LUBBOCK,N,N,Shallowater ISD
152910,IDALOU ISD,17,REGION 17: LUBBOCK,152,LUBBOCK,N,N,Idalou ISD
153903,O'DONNELL ISD,17,REGION 17: LUBBOCK,153,LYNN,N,N,O'Donnell ISD
153904,TAHOKA ISD,17,REGION 17: LUBBOCK,153,LYNN,N,N,Tahoka ISD
153905,NEW HOME ISD,17,REGION 17: LUBBOCK,153,LYNN,N,N,New Home ISD
153907,WILSON ISD,17,REGION 17: LUBBOCK,153,LYNN,N,N,Wilson ISD
154901,MADISONVILLE CISD,6,REGION 06: HUNTSVILLE,154,MADISON,N,N,Madisonville CISD
154903,NORTH ZULCH ISD,6,REGION 06: HUNTSVILLE,154,MADISON,N,N,North Zulch ISD
155901,JEFFERSON ISD,8,REGION 08: MT PLEASANT,155,MARION,N,N,Jefferson ISD
156902,STANTON ISD,18,REGION 18: MIDLAND,156,MARTIN,N,N,Stanton ISD
156905,GRADY ISD,18,REGION 18: MIDLAND,156,MARTIN,N,N,Grady ISD
157901,MASON ISD,15,REGION 15: SAN ANGELO,157,MASON,N,N,Mason ISD
158901,BAY CITY ISD,3,REGION 03: VICTORIA,158,MATAGORDA,N,N,Bay City ISD
158902,TIDEHAVEN ISD,3,REGION 03: VICTORIA,158,MATAGORDA,N,N,Tidehaven ISD
