CAMPUS,CAD_GAP,CAD_MATH,CAD_POST,CAD_PROGRESS,CAD_READ,CAD_SCIE,CAD_SOCI,CAMPNAME,CFLALTED,CFLCHART,CNTYNAME,COUNTY,C_RATING,DISTNAME,DISTRICT,GRDSPAN,GRDTYPE,PAIRCAMP,PAIRNAME,REGION
"091910101","0"," ","1","0","0","0"," ","WHITEWRIGHT EL","N","N","GRAYSON","091","M","WHITEWRIGHT ISD","091910","EE - 05","E"," "," ","10"
"091913001","0","1","1","0","1","1","1","POTTSBORO H S","N","N","GRAYSON","091","M","POTTSBORO ISD","091913","09 - 12","S"," "," ","10"
"091913041","0","0","0","0","1","1","0","POTTSBORO MIDDLE","N","N","GRAYSON","091","M","POTTSBORO ISD","091913","06 - 08","M"," "," ","10"
"091913101","0"," ","1"," ","0"," "," ","POTTSBORO EL","N","N","GRAYSON","091","M","POTTSBORO ISD","091913","PK - 03","E"," "," ","10"
"091913105","0"," ","0","0","0","0"," ","POTTSBORO INT","N","N","GRAYSON","091","M","POTTSBORO ISD","091913","04 - 05","E"," "," ","10"
"091914001","0","0","0","0","0","0","0","S AND S CONS H S","N","N","GRAYSON","091","M","S AND S CISD","091914","09 - 12","S"," "," ","10"
"091914041","1","1","1","1","1","1","0","S AND S CONS MIDDLE","N","N","GRAYSON","091","M","S AND S CISD","091914","06 - 08","M"," "," ","10"
"091914101","0"," ","0","0","0","0"," ","S AND S CONS EL","N","N","GRAYSON","091","M","S AND S CISD","091914","PK - 05","E"," "," ","10"
"091917001","0","0","1","1","1","0","0","GUNTER H S","N","N","GRAYSON","091","M","GUNTER ISD","091917","09 - 12","S"," "," ","10"
"091917041","0","0","1","0","1","0","0","GUNTER MIDDLE","N","N","GRAYSON","091","M","GUNTER ISD","091917","05 - 08","M"," "," ","10"
"091917101","1"," ","1","0","0"," "," ","GUNTER EL","N","N","GRAYSON","091","M","GUNTER ISD","091917","PK - 04","E"," "," ","10"
"091918001","0","0","0","0","0","0","0","TOM BEAN H S","N","N","GRAYSON","091","M","TOM BEAN ISD","091918","09 - 12","S"," "," ","10"
"091918041","1","0","0","0","0","0","1","TOM BEAN MIDDLE","N","N","GRAYSON","091","M","TOM BEAN ISD","091918","06 - 08","M"," "," ","10"
"091918101","0"," ","0","0","0","0"," ","TOM BEAN EL","N","N","GRAYSON","091","I","TOM BEAN ISD","091918","PK - 05","E"," "," ","10"
"092801001"," "," "," "," "," "," "," ","DAN CHADWICK CAMPUS","Y","Y","GREGG","092","A","EAST TEXAS CHARTER SCHOOLS","092801","09 - 12","S"," "," ","07"
"092901001","0","0","0","0","0","0","0","GLADEWATER H S","N","N","GREGG","092","M","GLADEWATER ISD","092901","09 - 12","S"," "," ","07"
"092901042","0","0","0","0","0","0","0","GLADEWATER MIDDLE","N","N","GREGG","092","M","GLADEWATER ISD","092901","06 - 08","M"," "," ","07"
"092901102"," "," "," "," "," "," "," ","GAY AVENUE PRI","N","N","GREGG","092","M","GLADEWATER ISD","092901","EE - 01","E","092901104","BROADWAY EL","07"
"092901104","0"," ","0","0","0"," "," ","BROADWAY EL","N","N","GREGG","092","M","GLADEWATER ISD","092901","02 - 03","E"," "," ","07"
"092901105","0"," ","0","0","0","0"," ","WELDON INT","N","N","GREGG","092","I","GLADEWATER ISD","092901","04 - 05","E"," "," ","07"
"092902002","0","0","0","0","0","0","0","KILGORE H S","N","N","GREGG","092","M","KILGORE ISD","092902","09 - 12","S"," "," ","07"
"092902042","0","1","0","0","0","0","0","KILGORE MIDDLE","N","N","GREGG","092","M","KILGORE ISD","092902","06 - 08","M"," "," ","07"
"092902101","0"," ","0","0","0"," "," ","CHANDLER EL","N","N","GREGG","092","M","KILGORE ISD","092902","02 - 03","E"," "," ","07"
"092902106"," "," "," "," "," "," "," ","KILGORE PRI","N","N","GREGG","092","M","KILGORE ISD","092902","EE - 01","E","092902101","CHANDLER EL","07"
"092902107","0"," ","0","0","0","0"," ","KILGORE INT","N","N","GREGG","092","I","KILGORE ISD","092902","04 - 05","E"," "," ","07"
"092903001","0","1","1","0","0","0","1","LONGVIEW H S","N","N","GREGG","092","M","LONGVIEW ISD","092903","09 - 12","S"," "," ","07"
"092903004"," "," "," "," "," "," "," ","LEAD ACADEMY H S","Y","N","GREGG","092","A","LONGVIEW ISD","092903","09 - 12","S"," "," ","07"
"092903041","0","0","0","0","0","0","0","FOREST PARK MAGNET SCHOOL","N","N","GREGG","092","M","LONGVIEW ISD","092903","06 - 08","M"," "," ","07"
"092903042","0","1","1","1","1","1","1","FOSTER MIDDLE","N","N","GREGG","092","M","LONGVIEW ISD","092903","06 - 08","M"," "," ","07"
"092903043","0","1","0","1","0","0","0","JUDSON MIDDLE","N","N","GREGG","092","M","LONGVIEW ISD","092903","06 - 08","M"," "," ","07"
"092903110"," "," "," "," "," "," "," ","PLAYING FOR KEEPS EARLY CHILDHOOD","N","N","GREGG","092","M","LONGVIEW ISD","092903","PK - PK","E","092903117","HUDSON EL","07"
"092903117","1"," ","1","1","1","0"," ","HUDSON EL","N","N","GREGG","092","M","LONGVIEW ISD","092903","01 - 05","E"," "," ","07"
"092903121","0"," ","0","1","0","0"," ","BRAMLETTE EL","N","N","GREGG","092","M","LONGVIEW ISD","092903","PK - 05","E"," "," ","07"
"092903122","0"," ","0","0","0","0"," ","J L EVERHART MAGNET EL","N","N","GREGG","092","M","LONGVIEW ISD","092903","EE - 05","E"," "," ","07"
"092903123","0"," ","0","0","0","0"," ","JOHNSTON-MCQUEEN EL","N","N","GREGG","092","M","LONGVIEW ISD","092903","EE - 05","E"," "," ","07"
"092903124","0"," ","0","1","0","0"," ","SOUTH WARD EL","N","N","GREGG","092","M","LONGVIEW ISD","092903","EE - 05","E"," "," ","07"
"092903125","0"," ","0","0","0","0"," ","WARE EL","N","N","GREGG","092","I","LONGVIEW ISD","092903","PK - 05","E"," "," ","07"
"092903126","1"," ","1","1","1","0"," ","NED E WILLIAMS EL","N","N","GREGG","092","M","LONGVIEW ISD","092903","PK - 05","E"," "," ","07"
"092903200"," "," "," "," "," "," "," ","JUVENILE DETENT CTR","N","N","GREGG","092","Z","LONGVIEW ISD","092903","08 - 11","S"," "," ","07"
"092904001","0","1","1","0","1","1","1","PINE TREE H S","N","N","GREGG","092","M","PINE TREE ISD","092904","09 - 12","S"," "," ","07"
"092904003"," "," "," "," "," "," "," ","EXCEL H S OF CHOICE","Y","N","GREGG","092","A","PINE TREE ISD","092904","09 - 12","S"," "," ","07"
"092904041","0","0","0","0","0","0","0","PINE TREE J H","N","N","GREGG","092","M","PINE TREE ISD","092904","07 - 08","M"," "," ","07"
"092904043","0"," ","0","0","0","0"," ","PINE TREE MIDDLE","N","N","GREGG","092","M","PINE TREE ISD","092904","05 - 06","M"," "," ","07"
"092904101"," "," "," "," "," "," "," ","PINE TREE EL","N","N","GREGG","092","M","PINE TREE ISD","092904","01 - 02","E","092904102","PINE TREE INT","07"
"092904102","0"," ","0","0","0"," "," ","PINE TREE INT","N","N","GREGG","092","M","PINE TREE ISD","092904","03 - 04","E"," "," ","07"
"092904103"," "," "," "," "," "," "," ","PINE TREE PRI","N","N","GREGG","092","M","PINE TREE ISD","092904","EE - KG","E","092904102","PINE TREE INT","07"
"092906002","1","1","0","0","1","1","0","SABINE H S","N","N","GREGG","092","M","SABINE ISD","092906","09 - 12","S"," "," ","07"
"092906006"," "," "," "," "," "," "," ","SABINE ISD DAEP","N","N","GREGG","092","Z","SABINE ISD","092906","08 - 09","M"," "," ","07"
"092906041","1","0","0","0","0","1","0","SABINE MIDDLE","N","N","GREGG","092","M","SABINE ISD","092906","06 - 08","M"," "," ","07"
"092906102","0"," ","0","0","1","0"," ","SABINE EL","N","N","GREGG","092","M","SABINE ISD","092906","PK - 05","E"," "," ","07"
"092907001","0","1","1","0","1","0","1","SPRING HILL H S","N","N","GREGG","092","M","SPRING HILL ISD","092907","09 - 12","S"," "," ","07"
"092907042","0","0","1","0","0","0","1","SPRING HILL J H","N","N","GREGG","092","M","SPRING HILL ISD","092907","06 - 08","M"," "," ","07"
"092907101","0"," ","0","0","0","0"," ","SPRING HILL INT","N","N","GREGG","092","M","SPRING HILL ISD","092907","03 - 05","E"," "," ","07"
"092907103"," "," "," "," "," "," "," ","SPRING HILL PRI","N","N","GREGG","092","M","SPRING HILL ISD","092907","EE - 02","E","092907101","SPRING HILL INT","07"
"092908001","1","0","0","0","1","0","1","WHITE OAK H S","N","N","GREGG","092","M","WHITE OAK ISD","092908","09 - 12","S"," "," ","07"
"092908041","0","0","0","0","0","0","0","WHITE OAK MIDDLE","N","N","GREGG","092","M","WHITE OAK ISD","092908","06 - 08","M"," "," ","07"
"092908102"," "," "," "," "," "," "," ","WHITE OAK PRI","N","N","GREGG","092","M","WHITE OAK ISD","092908","EE - 02","E","092908103","WHITE OAK INT","07"
"092908103","0"," ","0","1","1","1"," ","WHITE OAK INT","N","N","GREGG","092","M","WHITE OAK ISD","092908","03 - 05","E"," "," ","07"
"093901001","0","0","0","0","0","0","1","ANDERSON-SHIRO JR/SR H S","N","N","GRIMES","093","M","ANDERSON-SHIRO CISD","093901","06 - 12","B"," "," ","06"
"093901101","1"," ","0","0","0","1"," ","ANDERSON-SHIRO EL","N","N","GRIMES","093","M","ANDERSON-SHIRO CISD","093901","PK - 05","E"," "," ","06"
"093903001","1","0","0","1","1","0","0","IOLA H S","N","N","GRIMES","093","M","IOLA ISD","093903","07 - 12","S"," "," ","06"
"093903101","1"," ","1","1","0","1"," ","IOLA EL","N","N","GRIMES","093","M","IOLA ISD","093903","PK - 06","E"," "," ","06"
"093904002","0","1","0","0","1","1","1","NAVASOTA H S","N","N","GRIMES","093","M","NAVASOTA ISD","093904","09 - 12","S"," "," ","06"
"093904005"," "," "," "," "," "," "," ","W B BIZZELL ACADEMY","Y","N","GRIMES","093","A","NAVASOTA ISD","093904","09 - 12","S"," "," ","06"
"093904041","0"," ","0","0","0","0"," ","NAVASOTA INT","N","N","GRIMES","093","I","NAVASOTA ISD","093904","04 - 05","E"," "," ","06"
"093904042","0","1","0","0","0","0","0","NAVASOTA J H","N","N","GRIMES","093","M","NAVASOTA ISD","093904","06 - 08","M"," "," ","06"
"093904104","0"," ","0","0","0"," "," ","JOHN C WEBB ELEMENTARY","N","N","GRIMES","093","M","NAVASOTA ISD","093904","EE - 03","E"," "," ","06"
"093904106","0"," ","0","0","0","0"," ","HIGH POINT EL","N","N","GRIMES","093","M","NAVASOTA ISD","093904","PK - 05","E"," "," ","06"
"093905001","0","0","0","0","0","0","0","RICHARDS H S","N","N","GRIMES","093","M","RICHARDS ISD","093905","07 - 12","S"," "," ","06"
"093905101","0"," ","1","1","1"," "," ","RICHARDS EL","N","N","GRIMES","093","M","RICHARDS ISD","093905","PK - 06","E"," "," ","06"
"094901001","0","0","0","0","0","0","0","SEGUIN H S","N","N","GUADALUPE","094","M","SEGUIN ISD","094901","09 - 12","S"," "," ","13"
"094901002"," "," "," "," "," "," "," ","MERCER & BLUMBERG LRN CTR","Y","N","GUADALUPE","094","A","SEGUIN ISD","094901","09 - 12","S"," "," ","13"
"094901041","0","0","0","1","0","0","0","JIM BARNES MIDDLE","N","N","GUADALUPE","094","M","SEGUIN ISD","094901","07 - 08","M"," "," ","13"
"094901042","0","0","0","0","0","0","0","BRIESEMEISTER MIDDLE","N","N","GUADALUPE","094","M","SEGUIN ISD","094901","07 - 08","M"," "," ","13"
"094901101"," "," "," "," "," "," "," ","BALL EARLY CHILDHOOD CENTER","N","N","GUADALUPE","094","M","SEGUIN ISD","094901","EE - PK","E","094901109","KOENNECKE EL","13"
"094901102","0"," ","0","0","0"," "," ","JOE F SAEGERT SIXTH GRADE CENTER","N","N","GUADALUPE","094","M","SEGUIN ISD","094901","06 - 06","M"," "," ","13"
"094901103","0"," ","0","0","0","0"," ","JEFFERSON AVE EL","N","N","GUADALUPE","094","M","SEGUIN ISD","094901","KG - 05","E"," "," ","13"
"094901104","0"," ","0","0","0","0"," ","ORALIA R RODRIGUEZ EL","N","N","GUADALUPE","094","M","SEGUIN ISD","094901","KG - 05","E"," "," ","13"
"094901105","0"," ","0","1","0","0"," ","WEINERT EL","N","N","GUADALUPE","094","M","SEGUIN ISD","094901","KG - 05","E"," "," ","13"
"094901106","0"," ","0","0","0","0"," ","MCQUEENEY EL","N","N","GUADALUPE","094","I","SEGUIN ISD","094901","KG - 05","E"," "," ","13"
"094901108","0"," ","0","0","0","0"," ","PATLAN EL","N","N","GUADALUPE","094","M","SEGUIN ISD","094901","KG - 05","E"," "," ","13"
"094901109","0"," ","0","0","0","0"," ","KOENNECKE EL","N","N","GUADALUPE","094","M","SEGUIN ISD","094901","KG - 05","E"," "," ","13"
"094901110","0"," ","0","0","0","0"," ","VOGEL EL","N","N","GUADALUPE","094","I","SEGUIN ISD","094901","KG - 05","E"," "," ","13"
"094901111"," "," "," "," "," "," "," ","LIZZIE M BURGES ALTERNATIVE SCHOOL","N","N","GUADALUPE","094","X","SEGUIN ISD","094901","08 - 12","S"," "," ","13"
"094901112"," "," "," "," "," "," "," ","JUVENILE DETENTION CENTER","Y","N","GUADALUPE","094","X","SEGUIN ISD","094901","07 - 11","S"," "," ","13"
"094902001","0","0","0","0","0","0","0","SAMUEL CLEMENS H S","N","N","GUADALUPE","094","M","SCHERTZ-CIBOLO-U CITY ISD","094902","09 - 12","S"," "," ","20"
"094902002"," "," "," "," "," "," "," ","ALLISON STEELE ENHANCED LEARNING C","Y","N","GUADALUPE","094","A","SCHERTZ-CIBOLO-U CITY ISD","094902","09 - 12","S"," "," ","20"
"094902003","0","0","0","0","0","0","0","BYRON P STEELE II H S","N","N","GUADALUPE","094","M","SCHERTZ-CIBOLO-U CITY ISD","094902","09 - 12","S"," "," ","20"
"094902041","0","0","0","0","0","0","0","RAY D CORBETT J H","N","N","GUADALUPE","094","M","SCHERTZ-CIBOLO-U CITY ISD","094902","07 - 08","M"," "," ","20"
"094902042","0","0","0","0","0","0","0","DOBIE J H","N","N","GUADALUPE","094","M","SCHERTZ-CIBOLO-U CITY ISD","094902","07 - 08","M"," "," ","20"
"094902101","1"," ","1","0","0"," "," ","WIEDERSTEIN EL","N","N","GUADALUPE","094","M","SCHERTZ-CIBOLO-U CITY ISD","094902","EE - 04","E"," "," ","20"
"094902102","0"," ","0","0","0"," "," ","ROSE GARDEN EL","N","N","GUADALUPE","094","M","SCHERTZ-CIBOLO-U CITY ISD","094902","EE - 04","E"," "," ","20"
"094902103","0"," ","0","0","0"," "," ","SCHERTZ EL","N","N","GUADALUPE","094","M","SCHERTZ-CIBOLO-U CITY ISD","094902","PK - 04","E"," "," ","20"
"094902108","0"," ","0","0","0","0"," ","LAURA INGALLS WILDER INT","N","N","GUADALUPE","094","M","SCHERTZ-CIBOLO-U CITY ISD","094902","05 - 06","M"," "," ","20"
"094902109","0"," ","0","0","0","0"," ","BARBARA JORDAN INT","N","N","GUADALUPE","094","M","SCHERTZ-CIBOLO-U CITY ISD","094902","05 - 06","M"," "," ","20"
"094902110","0"," ","0","0","0"," "," ","WATTS EL","N","N","GUADALUPE","094","M","SCHERTZ-CIBOLO-U CITY ISD","094902","EE - 04","E"," "," ","20"
"094902111","0"," ","0","0","0"," "," ","NORMA J PASCHAL EL","N","N","GUADALUPE","094","M","SCHERTZ-CIBOLO-U CITY ISD","094902","EE - 04","E"," "," ","20"
"094902112","0"," ","0","0","0"," "," ","GREEN VALLEY EL","N","N","GUADALUPE","094","M","SCHERTZ-CIBOLO-U CITY ISD","094902","EE - 04","E"," "," ","20"
"094902113","0"," ","0","0","0"," "," ","JOHN A SIPPEL EL","N","N","GUADALUPE","094","M","SCHERTZ-CIBOLO-U CITY ISD","094902","KG - 04","E"," "," ","20"
"094902114","0"," ","0","0","0","0"," ","ELAINE S SCHLATHER INT","N","N","GUADALUPE","094","M","SCHERTZ-CIBOLO-U CITY ISD","094902","05 - 06","M"," "," ","20"
"094903001","0","0","1","0","0","0","0","NAVARRO H S","N","N","GUADALUPE","094","M","NAVARRO ISD","094903","09 - 12","S"," "," ","13"
"094903041","1","0","0","0","0","0","0","NAVARRO J H","N","N","GUADALUPE","094","M","NAVARRO ISD","094903","07 - 08","M"," "," ","13"
"094903101","0"," ","1"," ","1"," "," ","NAVARRO EL","N","N","GUADALUPE","094","M","NAVARRO ISD","094903","EE - 03","E"," "," ","13"
"094903102","0"," ","0","0","0","0"," ","NAVARRO INT","N","N","GUADALUPE","094","M","NAVARRO ISD","094903","04 - 06","E"," "," ","13"
"094904001","0","0","0","0","0","0","0","MARION H S","N","N","GUADALUPE","094","M","MARION ISD","094904","09 - 12","S"," "," ","13"
"094904041","0","0","0","0","0","0","0","MARION MIDDLE","N","N","GUADALUPE","094","M","MARION ISD","094904","06 - 08","M"," "," ","13"
"094904101"," "," "," "," "," "," "," ","NORMA KRUEGER EL","N","N","GUADALUPE","094","M","MARION ISD","094904","PK - 02","E","094904102","NORMA KRUEGER EL/BERT KARRER CAMPU","13"
"094904102","0"," ","0","0","0","0"," ","NORMA KRUEGER EL/BERT KARRER CAMPU","N","N","GUADALUPE","094","M","MARION ISD","094904","03 - 05","E"," "," ","13"
"095901001","0","0","1","0","0","1","0","ABERNATHY H S","N","N","HALE","095","M","ABERNATHY ISD","095901","09 - 12","S"," "," ","17"
"095901003"," "," "," "," "," "," "," ","ABERNATHY DAEP","N","N","HALE","095","X","ABERNATHY ISD","095901","06 - 06","M"," "," ","17"
"095901041","0","1","0","1","0","0","0","ABERNATHY J H","N","N","HALE","095","M","ABERNATHY ISD","095901","06 - 08","M"," "," ","17"
"095901101","0"," ","0","1","0","0"," ","ABERNATHY EL","N","N","HALE","095","M","ABERNATHY ISD","095901","EE - 05","E"," "," ","17"
"095902001","1","1","1","1","1","0","0","COTTON CENTER SCHOOL","N","N","HALE","095","M","COTTON CENTER ISD","095902","PK - 12","B"," "," ","17"
"095903001","0","0","1","0","0","0","1","HALE CENTER H S","N","N","HALE","095","M","HALE CENTER ISD","095903","09 - 12","S"," "," ","17"
"095903002"," "," "," "," "," "," "," ","HALE CO J J A E P","N","N","HALE","095","X","HALE CENTER ISD","095903","09 - 09","S"," "," ","17"
"095903102","1"," ","0","1","1"," "," ","AKIN EL","N","N","HALE","095","M","HALE CENTER ISD","095903","PK - 04","E"," "," ","17"
"095903103","0","0","0","0","0","0","0","CARR MIDDLE","N","N","HALE","095","M","HALE CENTER ISD","095903","05 - 08","M"," "," ","17"
"095904001","0","0","0","0","0","0","0","PETERSBURG SCHOOL","N","N","HALE","095","I","PETERSBURG ISD","095904","PK - 12","B"," "," ","17"
"095905001","1","1","1","0","1","0","0","PLAINVIEW H S","N","N","HALE","095","M","PLAINVIEW ISD","095905","09 - 12","S"," "," ","17"
"095905002"," "," "," "," "," "," "," ","HOUSTON SCHOOL","Y","N","HALE","095","A","PLAINVIEW ISD","095905","09 - 12","S"," "," ","17"
"095905004"," "," "," "," "," "," "," ","HALE COUNTY JJAEP","N","N","HALE","095","X","PLAINVIEW ISD","095905","06 - 10","B"," "," ","17"
"095905043","0","1","0","0","0","0","0","CORONADO MIDDLE","N","N","HALE","095","M","PLAINVIEW ISD","095905","06 - 08","M"," "," ","17"
"095905044","1","0","0","0","1","0","1","ESTACADO MIDDLE","N","N","HALE","095","M","PLAINVIEW ISD","095905","06 - 08","M"," "," ","17"
"095905102","0"," ","0","0","0","0"," ","COLLEGE HILL EL","N","N","HALE","095","M","PLAINVIEW ISD","095905","PK - 05","E"," "," ","17"
"095905103","0"," ","0","1","0","0"," ","EDGEMERE EL","N","N","HALE","095","M","PLAINVIEW ISD","095905","PK - 05","E"," "," ","17"
"095905105","0"," ","0","0","0","0"," ","HIGHLAND EL","N","N","HALE","095","M","PLAINVIEW ISD","095905","PK - 05","E"," "," ","17"
"095905106","0"," ","0","1","0","0"," ","HILLCREST EL","N","N","HALE","095","M","PLAINVIEW ISD","095905","PK - 05","E"," "," ","17"
"095905108","0"," ","0","0","0","0"," ","LA MESA EL","N","N","HALE","095","M","PLAINVIEW ISD","095905","EE - 05","E"," "," ","17"
"095905109","0"," ","0","0","0","0"," ","THUNDERBIRD EL","N","N","HALE","095","I","PLAINVIEW ISD","095905","PK - 05","E"," "," ","17"
"096904001","0","0","0","0","0","0","0","MEMPHIS H S","N","N","HALL","096","M","MEMPHIS ISD","096904","09 - 12","S"," "," ","16"
"096904041","0","1","1","0","1","0","1","MEMPHIS MIDDLE","N","N","HALL","096","M","MEMPHIS ISD","096904","06 - 08","M"," "," ","16"
"096904101","0"," ","0","0","0","1"," ","AUSTIN EL","N","N","HALL","096","M","MEMPHIS ISD","096904","03 - 05","E"," "," ","16"
"096904103"," "," "," "," "," "," "," ","TRAVIS EL","N","N","HALL","096","M","MEMPHIS ISD","096904","PK - 02","E","096904101","AUSTIN EL","16"
"096905001","0","1","1","1","1","1","1","VALLEY SCHOOL","N","N","HALL","096","M","TURKEY-QUITAQUE ISD","096905","PK - 12","B"," "," ","16"
"097902001","1","1","1","0","1","1","0","HAMILTON H S","N","N","HAMILTON","097","M","HAMILTON ISD","097902","09 - 12","S"," "," ","12"
"097902041","0","1","1","0","1","0","0","HAMILTON J H","N","N","HAMILTON","097","M","HAMILTON ISD","097902","06 - 08","M"," "," ","12"
"097902102","0"," ","1","0","0","0"," ","ANN WHITNEY EL","N","N","HAMILTON","097","M","HAMILTON ISD","097902","EE - 05","E"," "," ","12"
"097903001","1","1","1","0","0","1","0","HICO H S","N","N","HAMILTON","097","M","HICO ISD","097903","07 - 12","S"," "," ","12"
"097903101","1"," ","0","0","0","0"," ","HICO EL","N","N","HAMILTON","097","M","HICO ISD","097903","PK - 06","E"," "," ","12"
"098901001","1","0","1","0","1","1","0","GRUVER H S","N","N","HANSFORD","098","M","GRUVER ISD","098901","09 - 12","S"," "," ","16"
"098901041","1","1","1","1","1","0","1","GRUVER J H","N","N","HANSFORD","098","M","GRUVER ISD","098901","05 - 08","M"," "," ","16"
"098901101","1"," ","0","0","0"," "," ","GRUVER EL","N","N","HANSFORD","098","M","GRUVER ISD","098901","PK - 04","E"," "," ","16"
"098903101","0","1","0","0","0","0","0","PRINGLE-MORSE EL-J H","N","N","HANSFORD","098","M","PRINGLE-MORSE CISD","098903","PK - 08","E"," "," ","16"
"098904001","1","1","1","0","1","0","1","SPEARMAN H S","N","N","HANSFORD","098","M","SPEARMAN ISD","098904","09 - 12","S"," "," ","16"
"098904041","0","0","1","1","0","0","1","SPEARMAN J H","N","N","HANSFORD","098","M","SPEARMAN ISD","098904","06 - 08","M"," "," ","16"
"098904101","0"," ","0","0","0","0"," ","GUS BIRDWELL EL","N","N","HANSFORD","098","M","SPEARMAN ISD","098904","EE - 05","E"," "," ","16"
"099902001","1","0","1","1","1","0","0","CHILLICOTHE H S","N","N","HARDEMAN","099","M","CHILLICOTHE ISD","099902","07 - 12","S"," "," ","09"
"099902101","0"," ","0","0","0"," "," ","CHILLICOTHE EL","N","N","HARDEMAN","099","M","CHILLICOTHE ISD","099902","PK - 06","E"," "," ","09"
"099903001","1","1","0","1","1","0","0","QUANAH H S","N","N","HARDEMAN","099","M","QUANAH ISD","099903","09 - 12","S"," "," ","09"
"099903041","1","0","0","1","1","0","0","TRAVIS MIDDLE","N","N","HARDEMAN","099","M","QUANAH ISD","099903","06 - 08","M"," "," ","09"
"099903102","1"," ","1","1","0","1"," ","REAGAN EL","N","N","HARDEMAN","099","M","QUANAH ISD","099903","PK - 05","E"," "," ","09"
"100903002","0","0","0","0","0","0","0","KOUNTZE H S","N","N","HARDIN","100","M","KOUNTZE ISD","100903","09 - 12","S"," "," ","05"
"100903003"," "," "," "," "," "," "," ","HARDIN CO ALTER ED","N","N","HARDIN","100","X","KOUNTZE ISD","100903","07 - 09","M"," "," ","05"
"100903041","0","1","0","0","0","0","0","KOUNTZE MIDDLE","N","N","HARDIN","100","M","KOUNTZE ISD","100903","07 - 08","M"," "," ","05"
"100903042","0"," ","0","0","0","0"," ","KOUNTZE INT","N","N","HARDIN","100","M","KOUNTZE ISD","100903","04 - 06","E"," "," ","05"
"100903101","0"," ","0","0","0"," "," ","KOUNTZE EL","N","N","HARDIN","100","M","KOUNTZE ISD","100903","EE - 03","E"," "," ","05"
"100904001","0","1","0","0","0","1","0","SILSBEE H S","N","N","HARDIN","100","M","SILSBEE ISD","100904","09 - 12","S"," "," ","05"
"100904041","1","0","0","0","0","0","1","EDWARDS-JOHNSON MEMORIAL MIDDLE","N","N","HARDIN","100","M","SILSBEE ISD","100904","06 - 08","M"," "," ","05"
"100904101"," "," "," "," "," "," "," ","JOHN H KIRBY EL","N","N","HARDIN","100","M","SILSBEE ISD","100904","EE - 01","E","100904102","READ-TURRENTINE EL","05"
"100904102","1"," ","1","0","0"," "," ","READ-TURRENTINE EL","N","N","HARDIN","100","M","SILSBEE ISD","100904","02 - 03","E"," "," ","05"
"100904104","1"," ","0","1","0","0"," ","LAURA REEVES EL","N","N","HARDIN","100","M","SILSBEE ISD","100904","04 - 05","E"," "," ","05"
"100905001","0","1","0","1","0","1","1","HARDIN-JEFFERSON H S","N","N","HARDIN","100","M","HARDIN-JEFFERSON ISD","100905","09 - 12","S"," "," ","05"
"100905004"," "," "," "," "," "," "," ","HARDIN CO J J A E P","N","N","HARDIN","100","X","HARDIN-JEFFERSON ISD","100905","07 - 08","M"," "," ","05"
"100905041","0","1","0","0","0","0","1","HENDERSON MIDDLE","N","N","HARDIN","100","M","HARDIN-JEFFERSON ISD","100905","06 - 08","M"," "," ","05"
"100905102","1"," ","1","0","1","1"," ","CHINA EL","N","N","HARDIN","100","M","HARDIN-JEFFERSON ISD","100905","EE - 05","E"," "," ","05"
"100905105","0"," ","0","1","0","1"," ","SOUR LAKE EL","N","N","HARDIN","100","M","HARDIN-JEFFERSON ISD","100905","PK - 05","E"," "," ","05"
"100907001","0","0","0","0","0","0","0","LUMBERTON H S","N","N","HARDIN","100","M","LUMBERTON ISD","100907","09 - 12","S"," "," ","05"
"100907003"," "," "," "," "," "," "," ","HARDIN CO ALTER ED","N","N","HARDIN","100","X","LUMBERTON ISD","100907","06 - 06","M"," "," ","05"
"100907041","0","0","0","0","0","0","0","LUMBERTON MIDDLE","N","N","HARDIN","100","M","LUMBERTON ISD","100907","07 - 08","M"," "," ","05"
"100907101","1"," ","1"," ","0"," "," ","LUMBERTON PRI","N","N","HARDIN","100","M","LUMBERTON ISD","100907","01 - 03","E"," "," ","05"
"100907102"," "," "," "," "," "," "," ","LUMBERTON EARLY CHILDHOOD SCH","N","N","HARDIN","100","M","LUMBERTON ISD","100907","EE - KG","E","100907101","LUMBERTON PRI","05"
"100907103","0"," ","0","0","0","0"," ","LUMBERTON INT","N","N","HARDIN","100","M","LUMBERTON ISD","100907","04 - 06","E"," "," ","05"
"100908001","0","0","0","0","0","0","0","WEST HARDIN H S","N","N","HARDIN","100","M","WEST HARDIN COUNTY CISD","100908","06 - 12","B"," "," ","05"
"100908101","0"," ","0","1","0","0"," ","WEST HARDIN EL","N","N","HARDIN","100","M","WEST HARDIN COUNTY CISD","100908","EE - 05","E"," "," ","05"
"101801102","1"," ","0","0","1","0"," ","MEDICAL CENTER CHARTER SCHOOL/SOUT","N","Y","HARRIS","101","M","MEDICAL CENTER CHARTER SCHOOL","101801","PK - 06","E"," "," ","04"
"101802041","1","1","1","0","0","1","1","SER-NINOS CHARTER MIDDLE","N","Y","HARRIS","101","M","SER-NINOS CHARTER SCHOOL","101802","06 - 08","M"," "," ","04"
"101802101","0"," ","0","0","0","1"," ","SER-NINOS CHARTER EL","N","Y","HARRIS","101","M","SER-NINOS CHARTER SCHOOL","101802","PK - 05","E"," "," ","04"
