CAMPUS,CAD_GAP,CAD_MATH,CAD_POST,CAD_PROGRESS,CAD_READ,CAD_SCIE,CAD_SOCI,CAMPNAME,CFLALTED,CFLCHART,CNTYNAME,COUNTY,C_RATING,DISTNAME,DISTRICT,GRDSPAN,GRDTYPE,PAIRCAMP,PAIRNAME,REGION
"068901124","0"," ","0","0","0","0"," ","NOEL EL","N","N","ECTOR","068","I","ECTOR COUNTY ISD","068901","KG - 06","E"," "," ","18"
"068901125","0"," ","0","0","0","0"," ","BLANTON EL","N","N","ECTOR","068","I","ECTOR COUNTY ISD","068901","PK - 06","E"," "," ","18"
"068901126","0"," ","0","0","0","0"," ","MURRY FLY EL","N","N","ECTOR","068","M","ECTOR COUNTY ISD","068901","KG - 06","E"," "," ","18"
"068901127","0"," ","0","0","0","0"," ","EL MAGNET AT BLACKSHEAR","N","N","ECTOR","068","I","ECTOR COUNTY ISD","068901","KG - 06","E"," "," ","18"
"068901128","0"," ","0","0","0","0"," ","L B JOHNSON EL","N","N","ECTOR","068","M","ECTOR COUNTY ISD","068901","KG - 06","E"," "," ","18"
"068901129","0"," ","0","0","0","0"," ","BARBARA JORDAN EL","N","N","ECTOR","068","M","ECTOR COUNTY ISD","068901","KG - 06","E"," "," ","18"
"068901130","0"," ","0","0","0","0"," ","LAURO CAVAZOS EL","N","N","ECTOR","068","M","ECTOR COUNTY ISD","068901","KG - 06","E"," "," ","18"
"069901001","0","0","0","1","0","0","0","ROCKSPRINGS H S","N","N","EDWARDS","069","M","ROCKSPRINGS ISD","069901","PK - 12","B"," "," ","15"
"069902001","0","0","1","0","0","0","1","NUECES CANYON JH/HS","N","N","EDWARDS","069","M","NUECES CANYON CISD","069902","07 - 12","S"," "," ","15"
"069902101","0"," ","0","0","0","0"," ","NUECES CANYON EL","N","N","EDWARDS","069","M","NUECES CANYON CISD","069902","PK - 06","E"," "," ","15"
"070801001","0","0","0","0","0","0","0","WAXAHACHIE FAITH FAMILY ACADEMY","N","Y","ELLIS","070","M","WAXAHACHIE FAITH FAMILY ACADEMY","070801","09 - 12","S"," "," ","10"
"070801041","0","0","0","0","0","0","0","WAXAHACHIE FAMILY FAITH ACADEMY","N","Y","ELLIS","070","M","WAXAHACHIE FAITH FAMILY ACADEMY","070801","06 - 08","M"," "," ","10"
"070801101","0"," ","0","0","0","0"," ","WAXAHACHIE FAMILY FAITH ACADEMY","N","Y","ELLIS","070","I","WAXAHACHIE FAITH FAMILY ACADEMY","070801","PK - 05","E"," "," ","10"
"070901001","1","1","0","1","1","1","1","AVALON SCHOOL","N","N","ELLIS","070","M","AVALON ISD","070901","PK - 12","B"," "," ","10"
"070903002","0","1","0","0","0","1","0","ENNIS H S","N","N","ELLIS","070","M","ENNIS ISD","070903","09 - 12","S"," "," ","10"
"070903042","0","0","0","0","0","0","0","ENNIS J H","N","N","ELLIS","070","M","ENNIS ISD","070903","07 - 08","M"," "," ","10"
"070903043","1"," ","1","0","1","1"," ","DORIE MILLER INT","N","N","ELLIS","070","M","ENNIS ISD","070903","04 - 06","E"," "," ","10"
"070903101","0"," ","1","0","0"," "," ","AUSTIN EL","N","N","ELLIS","070","M","ENNIS ISD","070903","01 - 03","E"," "," ","10"
"070903102","1"," ","1","1","1"," "," ","HOUSTON EL","N","N","ELLIS","070","M","ENNIS ISD","070903","01 - 03","E"," "," ","10"
"070903103","1"," ","0","1","1"," "," ","BOWIE EL","N","N","ELLIS","070","M","ENNIS ISD","070903","01 - 03","E"," "," ","10"
"070903104","1"," ","1","1","1"," "," ","TRAVIS EL","N","N","ELLIS","070","M","ENNIS ISD","070903","01 - 03","E"," "," ","10"
"070903105","0"," ","0","0","0","0"," ","JACK LUMMUS INT","N","N","ELLIS","070","M","ENNIS ISD","070903","04 - 06","E"," "," ","10"
"070903106"," "," "," "," "," "," "," ","DAVID S CROCKETT EARLY CHILDHOOD C","N","N","ELLIS","070","M","ENNIS ISD","070903","EE - KG","E","070903102","HOUSTON EL","10"
"070903107"," "," "," "," "," "," "," ","G W CARVER EARLY CHILDHOOD CENTER","N","N","ELLIS","070","M","ENNIS ISD","070903","PK - KG","E","070903104","TRAVIS EL","10"
"070905002","0","0","0","0","1","0","0","FERRIS H S","N","N","ELLIS","070","M","FERRIS ISD","070905","09 - 12","S"," "," ","10"
"070905041","0","0","0","0","0","0","1","FERRIS J H","N","N","ELLIS","070","M","FERRIS ISD","070905","07 - 08","M"," "," ","10"
"070905103"," "," "," "," "," "," "," ","HAZEL INGRAM EL","N","N","ELLIS","070","M","FERRIS ISD","070905","EE - KG","E","070905105","LUCY MAE MCDONALD EL","10"
"070905104","0"," ","0","0","0","0"," ","FERRIS INT","N","N","ELLIS","070","M","FERRIS ISD","070905","04 - 06","E"," "," ","10"
"070905105","1"," ","1","1","1"," "," ","LUCY MAE MCDONALD EL","N","N","ELLIS","070","M","FERRIS ISD","070905","01 - 03","E"," "," ","10"
"070907001","0","1","0","0","0","0","1","ITALY H S","N","N","ELLIS","070","M","ITALY ISD","070907","07 - 12","S"," "," ","10"
"070907101","1"," ","0","1","0","0"," ","STAFFORD EL","N","N","ELLIS","070","M","ITALY ISD","070907","EE - 06","E"," "," ","10"
"070908001","0","0","0","0","0","0","0","MIDLOTHIAN H S","N","N","ELLIS","070","M","MIDLOTHIAN ISD","070908","09 - 12","S"," "," ","10"
"070908042","0","0","0","0","0","0","0","FRANK SEALE MIDDLE","N","N","ELLIS","070","M","MIDLOTHIAN ISD","070908","06 - 08","M"," "," ","10"
"070908044","0","1","0","0","0","0","0","WALNUT GROVE MIDDLE SCHOOL","N","N","ELLIS","070","M","MIDLOTHIAN ISD","070908","06 - 08","M"," "," ","10"
"070908103","1"," ","0","0","0","1"," ","IRVIN EL","N","N","ELLIS","070","M","MIDLOTHIAN ISD","070908","KG - 05","E"," "," ","10"
"070908104","0"," ","0","0","0","0"," ","T E BAXTER EL","N","N","ELLIS","070","M","MIDLOTHIAN ISD","070908","EE - 05","E"," "," ","10"
"070908105","0"," ","1","0","0","1"," ","LONGBRANCH EL","N","N","ELLIS","070","M","MIDLOTHIAN ISD","070908","KG - 05","E"," "," ","10"
"070908106","0"," ","0","0","0","0"," ","MT PEAK EL","N","N","ELLIS","070","M","MIDLOTHIAN ISD","070908","EE - 05","E"," "," ","10"
"070908107","0"," ","0","0","0","0"," ","J A VITOVSKY EL","N","N","ELLIS","070","M","MIDLOTHIAN ISD","070908","EE - 05","E"," "," ","10"
"070908108","0"," ","1","1","1","1"," ","LARUE MILLER EL","N","N","ELLIS","070","M","MIDLOTHIAN ISD","070908","EE - 05","E"," "," ","10"
"070909001","1","1","0","1","0","1","0","MILFORD SCHOOL","N","N","ELLIS","070","M","MILFORD ISD","070909","EE - 12","B"," "," ","10"
"070910001","1","0","0","0","0","1","0","PALMER H S","N","N","ELLIS","070","M","PALMER ISD","070910","09 - 12","S"," "," ","10"
"070910041","0","0","0","0","0","1","1","PALMER MIDDLE","N","N","ELLIS","070","M","PALMER ISD","070910","04 - 08","M"," "," ","10"
"070910101","0"," ","0","0","0"," "," ","PALMER EL","N","N","ELLIS","070","M","PALMER ISD","070910","PK - 03","E"," "," ","10"
"070911001","1","1","0","1","0","1","0","RED OAK H S","N","N","ELLIS","070","M","RED OAK ISD","070911","09 - 12","S"," "," ","10"
"070911041","0","0","0","0","0","0","0","RED OAK J H","N","N","ELLIS","070","M","RED OAK ISD","070911","07 - 08","M"," "," ","10"
"070911101","0"," ","0","0","0"," "," ","RED OAK EL","N","N","ELLIS","070","M","RED OAK ISD","070911","EE - 04","E"," "," ","10"
"070911102","0"," ","0","0","0"," "," ","WOODEN EL","N","N","ELLIS","070","M","RED OAK ISD","070911","PK - 04","E"," "," ","10"
"070911103","0"," ","0","0","0"," "," ","EASTRIDGE EL","N","N","ELLIS","070","M","RED OAK ISD","070911","PK - 04","E"," "," ","10"
"070911104","1"," ","0","0","0","0"," ","RED OAK INT","N","N","ELLIS","070","M","RED OAK ISD","070911","05 - 06","M"," "," ","10"
"070911105","0"," ","0","0","0"," "," ","SHIELDS EL","N","N","ELLIS","070","M","RED OAK ISD","070911","PK - 04","E"," "," ","10"
"070911106"," "," ","1","1","0"," "," ","ISCHOLARS MAGNET ACADEMY","N","N","ELLIS","070","M","RED OAK ISD","070911","03 - 09","B"," "," ","10"
"070912002","0","0","0","0","0","0","0","WAXAHACHIE H S","N","N","ELLIS","070","M","WAXAHACHIE ISD","070912","09 - 12","S"," "," ","10"
"070912003"," "," "," "," "," "," "," ","WAXAHACHIE H S OF CHOICE","Y","N","ELLIS","070","A","WAXAHACHIE ISD","070912","10 - 12","S"," "," ","10"
"070912004","1","1","1","0","1","1","1","WAXAHACHIE GLOBAL H S","N","N","ELLIS","070","M","WAXAHACHIE ISD","070912","09 - 12","S"," "," ","10"
"070912042","0","0","0","0","0","0","0","EDDIE FINLEY SR J H","N","N","ELLIS","070","M","WAXAHACHIE ISD","070912","06 - 08","M"," "," ","10"
"070912043","0","1","0","1","0","0","0","ROBBIE E HOWARD J H","N","N","ELLIS","070","M","WAXAHACHIE ISD","070912","06 - 08","M"," "," ","10"
"070912104","0"," ","0","0","0","0"," ","NORTHSIDE EL","N","N","ELLIS","070","M","WAXAHACHIE ISD","070912","KG - 05","E"," "," ","10"
"070912106","1"," ","0","1","0","0"," ","DUNAWAY EL","N","N","ELLIS","070","M","WAXAHACHIE ISD","070912","EE - 05","E"," "," ","10"
"070912107","1"," ","0","0","0","0"," ","SHACKELFORD EL","N","N","ELLIS","070","M","WAXAHACHIE ISD","070912","KG - 05","E"," "," ","10"
"070912108","0"," ","0","0","0","1"," ","WEDGEWORTH EL","N","N","ELLIS","070","M","WAXAHACHIE ISD","070912","EE - 05","E"," "," ","10"
"070912110","0"," ","0","0","0","0"," ","MARGARET L FELTY EL","N","N","ELLIS","070","M","WAXAHACHIE ISD","070912","KG - 05","E"," "," ","10"
"070912111","0"," ","0","0","0","0"," ","OLIVER E CLIFT EL","N","N","ELLIS","070","M","WAXAHACHIE ISD","070912","EE - 05","E"," "," ","10"
"070912112","0"," ","0","0","0","0"," ","MARVIN EL","N","N","ELLIS","070","M","WAXAHACHIE ISD","070912","EE - 05","E"," "," ","10"
"070915001","0","0","0","0","0","0","0","MAYPEARL H S","N","N","ELLIS","070","M","MAYPEARL ISD","070915","09 - 12","S"," "," ","10"
"070915041","1","1","1","1","1","1","1","MAYPEARL J H","N","N","ELLIS","070","M","MAYPEARL ISD","070915","07 - 08","M"," "," ","10"
"070915043","0"," ","0","0","0","0"," ","MAYPEARL INT","N","N","ELLIS","070","M","MAYPEARL ISD","070915","05 - 06","M"," "," ","10"
"070915101","0"," ","0","0","0"," "," ","LORENE SMITH KIRKPATRICK EL","N","N","ELLIS","070","M","MAYPEARL ISD","070915","EE - 04","E"," "," ","10"
"071801001","0"," ","1","0","1"," "," ","HOWARD BURNHAM EL","N","Y","EL PASO","071","M","BURNHAM WOOD CHARTER SCHOOL DISTRI","071801","KG - 04","E"," "," ","19"
"071801003","1","1","1","0","1","1","1","DAVINCI SCHOOL FOR SCIENCE AND THE","N","Y","EL PASO","071","M","BURNHAM WOOD CHARTER SCHOOL DISTRI","071801","05 - 12","B"," "," ","19"
"071803001"," "," "," "," "," "," "," ","PASO DEL NORTE ACADEMY-MESA CHARTE","Y","Y","EL PASO","071","A","PASO DEL NORTE ACADEMY CHARTER DIS","071803","09 - 12","S"," "," ","19"
"071803002"," "," "," "," "," "," "," ","PASEO DEL NORTE ACADEMY-VISTA DEL","Y","Y","EL PASO","071","A","PASO DEL NORTE ACADEMY CHARTER DIS","071803","09 - 12","S"," "," ","19"
"071804001"," "," "," "," "," "," "," ","EL PASO ACADEMY","Y","Y","EL PASO","071","A","EL PASO ACADEMY","071804","09 - 12","S"," "," ","19"
"071804002"," "," "," "," "," "," "," ","EL PASO ACADEMY WEST","Y","Y","EL PASO","071","A","EL PASO ACADEMY","071804","09 - 12","S"," "," ","19"
"071806001","1","1","1","1","1","1","1","HARMONY SCIENCE ACAD (EL PASO)","N","Y","EL PASO","071","M","HARMONY SCIENCE ACAD (EL PASO)","071806","KG - 12","B"," "," ","19"
"071806002","1","1","1","0","1","1","1","HARMONY SCHOOL OF INNOVATION - EL","N","Y","EL PASO","071","M","HARMONY SCIENCE ACAD (EL PASO)","071806","KG - 12","B"," "," ","19"
"071806004","0","0","0","1","0","1","0","HARMONY SCIENCE ACADEMY - LUBBOCK","N","Y","EL PASO","071","M","HARMONY SCIENCE ACAD (EL PASO)","071806","KG - 12","B"," "," ","19"
"071806005","0","0","0","1","0","0","0","HARMONY SCIENCE ACADEMY - ODESSA","N","Y","EL PASO","071","M","HARMONY SCIENCE ACAD (EL PASO)","071806","KG - 08","E"," "," ","19"
"071807101","0"," ","0","0","0","1"," ","LA FE PREPARATORY SCHOOL","N","Y","EL PASO","071","M","LA FE PREPARATORY SCHOOL","071807","PK - 07","E"," "," ","19"
"071809001","1"," ","1","1","1","0"," ","VISTA DEL FUTURO CHARTER SCHOOL","N","Y","EL PASO","071","M","VISTA DEL FUTURO CHARTER SCHOOL","071809","KG - 06","E"," "," ","19"
"071810001","0"," ","0","0","0"," "," ","EL PASO LEADERSHIP ACADEMY","N","Y","EL PASO","071","M","EL PASO LEADERSHIP ACADEMY","071810","06 - 06","M"," "," ","19"
"071901001","0","0","0","0","0","0","0","CLINT H S","N","N","EL PASO","071","M","CLINT ISD","071901","09 - 12","S"," "," ","19"
"071901002","0","1","0","0","1","1","1","MOUNTAIN VIEW H S","N","N","EL PASO","071","M","CLINT ISD","071901","09 - 12","S"," "," ","19"
"071901004","0","0","1","1","0","0","0","HORIZON H S","N","N","EL PASO","071","M","CLINT ISD","071901","09 - 12","S"," "," ","19"
"071901009","0","1","0","1","1","1","0","CLINT ISD EARLY COLLEGE ACADEMY","N","N","EL PASO","071","M","CLINT ISD","071901","09 - 11","S"," "," ","19"
"071901041","0","0","0","0","1","0","0","CLINT J H SCHOOL","N","N","EL PASO","071","M","CLINT ISD","071901","06 - 08","M"," "," ","19"
"071901042","0","1","0","0","0","0","1","EAST MONTANA MIDDLE","N","N","EL PASO","071","M","CLINT ISD","071901","06 - 08","M"," "," ","19"
"071901044","0"," ","0","0","0"," "," ","HORIZON MIDDLE","N","N","EL PASO","071","M","CLINT ISD","071901","06 - 07","M"," "," ","19"
"071901045","0","0","1","0","0","0","0","RICARDO ESTRADA J H","N","N","EL PASO","071","M","CLINT ISD","071901","08 - 09","M"," "," ","19"
"071901101","0"," ","0","0","0","0"," ","WM DAVID SURRATT EL","N","N","EL PASO","071","M","CLINT ISD","071901","EE - 05","E"," "," ","19"
"071901102","1"," ","0","0","1","0"," ","RED SANDS EL","N","N","EL PASO","071","M","CLINT ISD","071901","PK - 05","E"," "," ","19"
"071901103","1"," ","0","1","1","0"," ","DESERT HILLS EL","N","N","EL PASO","071","M","CLINT ISD","071901","EE - 05","E"," "," ","19"
"071901104","1"," ","1","1","0","1"," ","MONTANA VISTA EL","N","N","EL PASO","071","M","CLINT ISD","071901","EE - 05","E"," "," ","19"
"071901105","0"," ","0","0","0","0"," ","FRANK MACIAS EL","N","N","EL PASO","071","M","CLINT ISD","071901","EE - 05","E"," "," ","19"
"071901106","0"," ","0","0","0","0"," ","CARROLL T WELCH EL","N","N","EL PASO","071","M","CLINT ISD","071901","PK - 05","E"," "," ","19"
"071902001","0","1","1","0","0","1","0","ANDRESS H S","N","N","EL PASO","071","M","EL PASO ISD","071902","09 - 12","S"," "," ","19"
"071902002","0","0","0","0","0","0","0","AUSTIN H S","N","N","EL PASO","071","M","EL PASO ISD","071902","09 - 12","S"," "," ","19"
"071902003","0","0","0","0","0","0","0","BOWIE H S","N","N","EL PASO","071","M","EL PASO ISD","071902","09 - 12","S"," "," ","19"
"071902004","1","0","1","0","0","0","1","BURGES H S","N","N","EL PASO","071","M","EL PASO ISD","071902","09 - 12","S"," "," ","19"
"071902005","1","1","1","0","1","1","1","CORONADO H S","N","N","EL PASO","071","M","EL PASO ISD","071902","09 - 12","S"," "," ","19"
"071902006","1","1","1","1","1","1","1","EL PASO H S","N","N","EL PASO","071","M","EL PASO ISD","071902","09 - 12","S"," "," ","19"
"071902008","0","0","0","0","0","0","0","IRVIN H S","N","N","EL PASO","071","M","EL PASO ISD","071902","09 - 12","S"," "," ","19"
"071902009","0","1","1","1","1","0","0","JEFFERSON H S","N","N","EL PASO","071","M","EL PASO ISD","071902","09 - 12","S"," "," ","19"
"071902010","0","1","0","0","0","0","0","FRANKLIN H S","N","N","EL PASO","071","M","EL PASO ISD","071902","09 - 12","S"," "," ","19"
"071902011","1","1","1","1","1","1","1","SILVA HEALTH MAGNET","N","N","EL PASO","071","M","EL PASO ISD","071902","09 - 12","S"," "," ","19"
"071902012","1","1","1","0","1","1","1","CHAPIN H S","N","N","EL PASO","071","M","EL PASO ISD","071902","09 - 12","S"," "," ","19"
"071902015","1","1","1","1","1","1","1","TRANSMOUNTAIN EARLY COLLEGE H S","N","N","EL PASO","071","M","EL PASO ISD","071902","09 - 12","S"," "," ","19"
"071902020"," "," "," "," "," "," "," ","COLLEGE CAREER TECHNOLOGY ACADEMY","Y","N","EL PASO","071","A","EL PASO ISD","071902","08 - 12","S"," "," ","19"
"071902024"," "," "," "," "," "," "," ","HOSPITAL CLASS","N","N","EL PASO","071","Z","EL PASO ISD","071902","EE - 12","B"," "," ","19"
"071902025"," "," "," "," "," "," "," ","DELTA ACADEMY","Y","N","EL PASO","071","X","EL PASO ISD","071902","06 - 12","B"," "," ","19"
"071902027"," "," "," "," "," "," "," ","TELLES ACADEMY","N","N","EL PASO","071","X","EL PASO ISD","071902","09 - 12","S"," "," ","19"
"071902032"," "," "," "," "," "," "," ","TELLES ACADEMY J J A E P","N","N","EL PASO","071","X","EL PASO ISD","071902","09 - 11","S"," "," ","19"
"071902040"," "," "," "," "," "," "," ","DR LORENZO G LAFARELLE MIDDLE","N","N","EL PASO","071","X","EL PASO ISD","071902","06 - 08","M"," "," ","19"
"071902041","0","0","0","0","0","0","0","HENDERSON MIDDLE","N","N","EL PASO","071","M","EL PASO ISD","071902","06 - 08","M"," "," ","19"
"071902042","1","1","1","0","0","1","0","ROSS MIDDLE","N","N","EL PASO","071","M","EL PASO ISD","071902","06 - 08","M"," "," ","19"
"071902043","0","0","0","0","0","0","0","CANYON HILLS MIDDLE","N","N","EL PASO","071","M","EL PASO ISD","071902","06 - 08","M"," "," ","19"
"071902044","0","0","0","0","0","0","0","GUILLEN MIDDLE","N","N","EL PASO","071","I","EL PASO ISD","071902","06 - 08","M"," "," ","19"
"071902045","1","0","1","0","1","0","0","CHARLES MIDDLE","N","N","EL PASO","071","M","EL PASO ISD","071902","06 - 08","M"," "," ","19"
"071902046","1","1","0","1","0","0","0","MOREHEAD MIDDLE","N","N","EL PASO","071","M","EL PASO ISD","071902","06 - 08","M"," "," ","19"
"071902047","0","0","0","0","0","0","0","MAGOFFIN MIDDLE","N","N","EL PASO","071","M","EL PASO ISD","071902","06 - 08","M"," "," ","19"
"071902048","0","0","0","0","0","0","0","TERRACE HILLS MIDDLE","N","N","EL PASO","071","I","EL PASO ISD","071902","06 - 08","M"," "," ","19"
"071902049","0","0","0","0","0","0","1","BASSETT MIDDLE","N","N","EL PASO","071","M","EL PASO ISD","071902","06 - 08","M"," "," ","19"
"071902051","0","0","0","0","0","0","0","LINCOLN MIDDLE","N","N","EL PASO","071","M","EL PASO ISD","071902","06 - 08","M"," "," ","19"
"071902052","1","1","1","1","1","1","1","WIGGS MIDDLE","N","N","EL PASO","071","M","EL PASO ISD","071902","06 - 08","M"," "," ","19"
"071902053","1","0","0","0","0","0","0","HORNEDO MIDDLE","N","N","EL PASO","071","M","EL PASO ISD","071902","06 - 08","M"," "," ","19"
"071902054","1","0","0","0","0","1","0","ARMENDARIZ MIDDLE","N","N","EL PASO","071","M","EL PASO ISD","071902","06 - 08","M"," "," ","19"
"071902055","1","0","0","0","0","0","0","RICHARDSON MIDDLE","N","N","EL PASO","071","M","EL PASO ISD","071902","06 - 08","M"," "," ","19"
"071902056","0","0","0","0","0","0","0","BROWN MIDDLE","N","N","EL PASO","071","M","EL PASO ISD","071902","06 - 08","M"," "," ","19"
"071902057"," "," "," "," "," "," "," ","DR LORENZO G LAFARELLE JJAEP","N","N","EL PASO","071","X","EL PASO ISD","071902","06 - 08","M"," "," ","19"
"071902102","0"," ","0","0","0","0"," ","ALTA VISTA EL","N","N","EL PASO","071","M","EL PASO ISD","071902","PK - 05","E"," "," ","19"
"071902103","0"," ","0","0","0","0"," ","AOY EL","N","N","EL PASO","071","M","EL PASO ISD","071902","EE - 05","E"," "," ","19"
"071902104","0"," ","0","1","0","0"," ","BEALL EL","N","N","EL PASO","071","M","EL PASO ISD","071902","PK - 05","E"," "," ","19"
"071902105","0"," ","1","0","1","1"," ","BLISS EL","N","N","EL PASO","071","M","EL PASO ISD","071902","EE - 05","E"," "," ","19"
"071902106","0"," ","0","0","0","0"," ","BONHAM EL","N","N","EL PASO","071","M","EL PASO ISD","071902","EE - 05","E"," "," ","19"
"071902107","0"," ","1","0","0","1"," ","BURLESON EL","N","N","EL PASO","071","M","EL PASO ISD","071902","PK - 05","E"," "," ","19"
"071902108","0"," ","0","0","0","0"," ","BURNET EL","N","N","EL PASO","071","I","EL PASO ISD","071902","PK - 05","E"," "," ","19"
"071902109","0"," ","0","0","0","0"," ","CLARDY EL","N","N","EL PASO","071","M","EL PASO ISD","071902","PK - 05","E"," "," ","19"
"071902110","1"," ","1","1","1","1"," ","COLDWELL EL","N","N","EL PASO","071","M","EL PASO ISD","071902","PK - 05","E"," "," ","19"
"071902111","0"," ","0","0","0","0"," ","COOLEY EL","N","N","EL PASO","071","M","EL PASO ISD","071902","EE - 05","E"," "," ","19"
"071902112","0"," ","0","0","1","0"," ","CROCKETT EL","N","N","EL PASO","071","M","EL PASO ISD","071902","PK - 05","E"," "," ","19"
"071902113","0"," ","0","0","0","0"," ","CROSBY EL","N","N","EL PASO","071","M","EL PASO ISD","071902","PK - 05","E"," "," ","19"
"071902114","0"," ","0","0","0","0"," ","DOUGLASS EL","N","N","EL PASO","071","M","EL PASO ISD","071902","PK - 05","E"," "," ","19"
"071902115","0"," ","0","0","0","0"," ","DOWELL EL","N","N","EL PASO","071","M","EL PASO ISD","071902","EE - 05","E"," "," ","19"
"071902116","1"," ","1","0","1","1"," ","FANNIN EL","N","N","EL PASO","071","M","EL PASO ISD","071902","EE - 05","E"," "," ","19"
"071902118","0"," ","0","1","0","0"," ","HART EL","N","N","EL PASO","071","M","EL PASO ISD","071902","PK - 05","E"," "," ","19"
