CAMPUS,DISTRICT,CAMPNAME,COUNTY,DISTNAME,REGION,CNTYNAME,GRDTYPE,GRDSPAN,CFLCHART,CFLALTED,PAIRCAMP,PAIRNAME,CAMPNAME_CLEAN
170902080,170902,CLARK INT,170,CONROE ISD,6,MONTGOMERY,M,05 - 06,N,N, , ,Clark Intermediate School
170902101,170902,ANDERSON EL,170,CONROE ISD,6,MONTGOMERY,E,EE - 04,N,N, , ,Anderson Elementary School
170902102,170902,AUSTIN EL,170,CONROE ISD,6,MONTGOMERY,E,PK - 04,N,N, , ,Austin Elementary School
170902103,170902,RUNYAN EL,170,CONROE ISD,6,MONTGOMERY,E,PK - 04,N,N, , ,Runyan Elementary School
170902104,170902,HOUSTON EL,170,CONROE ISD,6,MONTGOMERY,E,PK - 04,N,N, , ,Houston Elementary School
170902105,170902,MILAM EL,170,CONROE ISD,6,MONTGOMERY,E,EE - 04,N,N, , ,Milam Elementary School
170902106,170902,CREIGHTON EL,170,CONROE ISD,6,MONTGOMERY,E,EE - 04,N,N, , ,Creighton Elementary School
170902107,170902,ARMSTRONG EL,170,CONROE ISD,6,MONTGOMERY,E,EE - 04,N,N, , ,Armstrong Elementary School
170902108,170902,LAMAR EL,170,CONROE ISD,6,MONTGOMERY,E,EE - 04,N,N, , ,Lamar Elementary School
170902109,170902,OAK RIDGE EL,170,CONROE ISD,6,MONTGOMERY,E,PK - 04,N,N, , ,Oak Ridge Elementary School
170902111,170902,HOUSER EL,170,CONROE ISD,6,MONTGOMERY,E,EE - 04,N,N, , ,Houser Elementary School
170902112,170902,FORD EL,170,CONROE ISD,6,MONTGOMERY,E,PK - 04,N,N, , ,Ford Elementary School
170902113,170902,HAILEY EL,170,CONROE ISD,6,MONTGOMERY,E,PK - 04,N,N, , ,Hailey Elementary School
170902114,170902,RICE EL,170,CONROE ISD,6,MONTGOMERY,E,PK - 04,N,N, , ,Rice Elementary School
170902115,170902,SAN JACINTO EL,170,CONROE ISD,6,MONTGOMERY,E,EE - 04,N,N, , ,San Jacinto Elementary School
170902116,170902,GLEN LOCH EL,170,CONROE ISD,6,MONTGOMERY,E,EE - 04,N,N, , ,Glen Loch Elementary School
170902117,170902,RIDE EL,170,CONROE ISD,6,MONTGOMERY,E,KG - 04,N,N, , ,Ride Elementary School
170902118,170902,DAVID EL,170,CONROE ISD,6,MONTGOMERY,E,KG - 04,N,N, , ,David Elementary School
170902119,170902,GIESINGER EL,170,CONROE ISD,6,MONTGOMERY,E,PK - 04,N,N, , ,Giesinger Elementary School
170902120,170902,GALATAS EL,170,CONROE ISD,6,MONTGOMERY,E,EE - 04,N,N, , ,Galatas Elementary School
170902121,170902,BUSH EL,170,CONROE ISD,6,MONTGOMERY,E,KG - 04,N,N, , ,Bush Elementary School
170902122,170902,POWELL EL,170,CONROE ISD,6,MONTGOMERY,E,EE - 04,N,N, , ,Powell Elementary School
170902123,170902,BUCKALEW EL,170,CONROE ISD,6,MONTGOMERY,E,KG - 04,N,N, , ,Buckalew Elementary School
170902124,170902,REAVES EL,170,CONROE ISD,6,MONTGOMERY,E,EE - 04,N,N, , ,Reaves Elementary School
170902125,170902,KAUFMAN EL,170,CONROE ISD,6,MONTGOMERY,E,KG - 04,N,N, , ,Kaufman Elementary School
170902126,170902,WILKINSON EL,170,CONROE ISD,6,MONTGOMERY,E,PK - 04,N,N, , ,Wilkinson Elementary School
170902127,170902,BROADWAY EL,170,CONROE ISD,6,MONTGOMERY,E,KG - 04,N,N, , ,Broadway Elementary School
170902128,170902,PATTERSON EL,170,CONROE ISD,6,MONTGOMERY,E,PK - 04,N,N, , ,Patterson Elementary School
170902129,170902,BIRNHAM WOODS EL,170,CONROE ISD,6,MONTGOMERY,E,EE - 04,N,N, , ,Birnham Woods Elementary School
170902130,170902,STEWART EL,170,CONROE ISD,6,MONTGOMERY,E,PK - 06,N,N, , ,Stewart Elementary School
170902131,170902,SNYDER EL,170,CONROE ISD,6,MONTGOMERY,E,EE - 04,N,N, , ,Snyder Elementary School
170902132,170902,BRADLEY EL,170,CONROE ISD,6,MONTGOMERY,E,PK - 04,N,N, , ,Bradley Elementary School
170902133,170902,SUCHMA EL,170,CONROE ISD,6,MONTGOMERY,E,EE - 06,N,N, , ,Suchma Elementary School
170902201,170902,JUVENILE DETENTION CTR,170,CONROE ISD,6,MONTGOMERY,S,07 - 11,N,Y, , ,Juvenile Detention Center
170903002,170903,MONTGOMERY H S,170,MONTGOMERY ISD,6,MONTGOMERY,S,09 - 12,N,N, , ,Montgomery High School
170903003,170903,MONTGOMERY CO J J A E P,170,MONTGOMERY ISD,6,MONTGOMERY,B,05 - 12,N,N, , ,Montgomery Co JJAEP
170903004,170903,LAKE CREEK H S,170,MONTGOMERY ISD,6,MONTGOMERY,S,09 - 12,N,N, , ,Lake Creek High School
170903042,170903,MONTGOMERY J H,170,MONTGOMERY ISD,6,MONTGOMERY,M,06 - 08,N,N, , ,Montgomery Junior High
170903043,170903,OAK HILLS J H,170,MONTGOMERY ISD,6,MONTGOMERY,M,06 - 08,N,N, , ,Oak Hills Junior High
170903102,170903,LINCOLN EL,170,MONTGOMERY ISD,6,MONTGOMERY,E,PK - 05,N,N, , ,Lincoln Elementary School
170903103,170903,MONTGOMERY EL,170,MONTGOMERY ISD,6,MONTGOMERY,E,PK - 05,N,N, , ,Montgomery Elementary School
170903104,170903,STEWART CREEK EL,170,MONTGOMERY ISD,6,MONTGOMERY,E,PK - 05,N,N, , ,Stewart Creek Elementary School
170903105,170903,LONE STAR EL,170,MONTGOMERY ISD,6,MONTGOMERY,E,PK - 05,N,N, , ,Lone Star Elementary School
170903106,170903,MADELEY RANCH EL,170,MONTGOMERY ISD,6,MONTGOMERY,E,PK - 05,N,N, , ,Madeley Ranch Elementary School
170903107,170903,KEENAN EL,170,MONTGOMERY ISD,6,MONTGOMERY,E,EE - 05,N,N, , ,Keenan Elementary School
170904002,170904,WILLIS H S,170,WILLIS ISD,6,MONTGOMERY,S,09 - 12,N,N, , ,Willis High School
170904003,170904,STUBBLEFIELD ALTERNATIVE ACADEMY,170,WILLIS ISD,6,MONTGOMERY,S,07 - 12,N,N, , ,Stubblefield Alternative Academy
170904004,170904,JJAEP,170,WILLIS ISD,6,MONTGOMERY,S,09 - 12,N,N, , ,JJAEP
170904042,170904,LYNN LUCAS MIDDLE,170,WILLIS ISD,6,MONTGOMERY,M,06 - 08,N,N, , ,Lynn Lucas Middle School
170904043,170904,ROBERT P BRABHAM MIDDLE,170,WILLIS ISD,6,MONTGOMERY,M,06 - 08,N,N, , ,Robert P Brabham Middle School
170904101,170904,PARMLEY EL,170,WILLIS ISD,6,MONTGOMERY,E,KG - 05,N,N, , ,Parmley Elementary School
170904103,170904,C C HARDY EL,170,WILLIS ISD,6,MONTGOMERY,E,KG - 05,N,N, , ,C C Hardy Elementary School
170904104,170904,TURNER EL,170,WILLIS ISD,6,MONTGOMERY,E,KG - 05,N,N, , ,Turner Elementary School
170904106,170904,EDWARD B CANNAN EL,170,WILLIS ISD,6,MONTGOMERY,E,KG - 05,N,N, , ,Edward B Cannan Elementary School
170904107,170904,W LLOYD MEADOR EL,170,WILLIS ISD,6,MONTGOMERY,E,KG - 05,N,N, , ,W Lloyd Meador Elementary School
170904109,170904,ROARK EARLY EDUCATION CENTER,170,WILLIS ISD,6,MONTGOMERY,E,EE - PK,N,N,170904000,WILLIS ISD,Roark Early Education Center
170906001,170906,MAGNOLIA H S,170,MAGNOLIA ISD,6,MONTGOMERY,S,09 - 12,N,N, , ,Magnolia High School
170906002,170906,MAGNOLIA WEST H S,170,MAGNOLIA ISD,6,MONTGOMERY,S,09 - 12,N,N, , ,Magnolia West High School
170906010,170906,PROJECT RESTORE,170,MAGNOLIA ISD,6,MONTGOMERY,S,08 - 11,N,N, , ,Project Restore
170906011,170906,AEP,170,MAGNOLIA ISD,6,MONTGOMERY,S,07 - 10,N,N, , ,Aep
170906012,170906,ALPHA,170,MAGNOLIA ISD,6,MONTGOMERY,S,09 - 12,N,Y, , ,Alpha
170906041,170906,MAGNOLIA J H,170,MAGNOLIA ISD,6,MONTGOMERY,M,07 - 08,N,N, , ,Magnolia Junior High
170906042,170906,BEAR BRANCH J H,170,MAGNOLIA ISD,6,MONTGOMERY,M,07 - 08,N,N, , ,Bear Branch Junior High
170906061,170906,MAGNOLIA INT,170,MAGNOLIA ISD,6,MONTGOMERY,M,05 - 06,N,N, , ,Magnolia Intermediate School
170906062,170906,BEAR BRANCH INT,170,MAGNOLIA ISD,6,MONTGOMERY,M,05 - 06,N,N, , ,Bear Branch Intermediate School
170906102,170906,MAGNOLIA EL,170,MAGNOLIA ISD,6,MONTGOMERY,E,PK - 04,N,N, , ,Magnolia Elementary School
170906103,170906,J L LYON EL,170,MAGNOLIA ISD,6,MONTGOMERY,E,PK - 04,N,N, , ,J L Lyon Elementary School
170906104,170906,BEAR BRANCH EL,170,MAGNOLIA ISD,6,MONTGOMERY,E,PK - 04,N,N, , ,Bear Branch Elementary School
170906105,170906,WILLIE E WILLIAMS EL,170,MAGNOLIA ISD,6,MONTGOMERY,E,EE - 04,N,N, , ,Willie E Williams Elementary School
170906106,170906,CEDRIC C SMITH,170,MAGNOLIA ISD,6,MONTGOMERY,E,EE - 04,N,N, , ,Cedric C Smith
170906107,170906,NICHOLS SAWMILL EL,170,MAGNOLIA ISD,6,MONTGOMERY,E,PK - 04,N,N, , ,Nichols Sawmill Elementary School
170906108,170906,TOM R ELLISOR EL,170,MAGNOLIA ISD,6,MONTGOMERY,E,PK - 04,N,N, , ,Tom R Ellisor Elementary School
170906109,170906,MAGNOLIA PARKWAY EL,170,MAGNOLIA ISD,6,MONTGOMERY,E,PK - 04,N,N, , ,Magnolia Parkway Elementary School
170907001,170907,SPLENDORA H S,170,SPLENDORA ISD,6,MONTGOMERY,S,09 - 12,N,N, , ,Splendora High School
170907010,170907,JUVENILE JUSTICE ALTERNATIVE EDUCA,170,SPLENDORA ISD,6,MONTGOMERY,S,11 - 11,N,N, , ,Juvenile Justice Alternative Educa
170907041,170907,SPLENDORA J H,170,SPLENDORA ISD,6,MONTGOMERY,M,06 - 08,N,N, , ,Splendora Junior High
170907101,170907,PEACH CREEK EL,170,SPLENDORA ISD,6,MONTGOMERY,E,KG - 05,N,N, , ,Peach Creek Elementary School
170907102,170907,GREENLEAF EL,170,SPLENDORA ISD,6,MONTGOMERY,E,KG - 05,N,N, , ,Greenleaf Elementary School
170907104,170907,PINEY WOODS EL,170,SPLENDORA ISD,6,MONTGOMERY,E,EE - 05,N,N, , ,Piney Woods Elementary School
170908001,170908,NEW CANEY H S,170,NEW CANEY ISD,6,MONTGOMERY,S,09 - 12,N,N, , ,New Caney High School
170908002,170908,THE LEARNING CTR,170,NEW CANEY ISD,6,MONTGOMERY,B,05 - 12,N,N, , ,The Learning Center
170908003,170908,PROJECT RESTORE,170,NEW CANEY ISD,6,MONTGOMERY,B,05 - 12,N,N, , ,Project Restore
170908006,170908,PORTER H S,170,NEW CANEY ISD,6,MONTGOMERY,S,09 - 12,N,N, , ,Porter High School
170908007,170908,INFINITY EARLY COLLEGE H S,170,NEW CANEY ISD,6,MONTGOMERY,S,09 - 12,N,N, , ,Infinity Early College High School
170908041,170908,WHITE OAK MIDDLE,170,NEW CANEY ISD,6,MONTGOMERY,M,06 - 08,N,N, , ,White Oak Middle School
170908042,170908,KEEFER CROSSING MIDDLE,170,NEW CANEY ISD,6,MONTGOMERY,M,06 - 08,N,N, , ,Keefer Crossing Middle School
170908044,170908,WOODRIDGE FOREST MIDDLE,170,NEW CANEY ISD,6,MONTGOMERY,M,06 - 08,N,N, , ,Woodridge Forest Middle School
170908045,170908,NEW CANEY MIDDLE,170,NEW CANEY ISD,6,MONTGOMERY,M,06 - 08,N,N, , ,New Caney Middle School
170908101,170908,PORTER EL,170,NEW CANEY ISD,6,MONTGOMERY,E,EE - 05,N,N, , ,Porter Elementary School
170908102,170908,NEW CANEY EL,170,NEW CANEY ISD,6,MONTGOMERY,E,EE - 05,N,N, , ,New Caney Elementary School
170908106,170908,ROBERT CRIPPEN EL,170,NEW CANEY ISD,6,MONTGOMERY,E,EE - 05,N,N, , ,Robert Crippen Elementary School
170908107,170908,KINGS MANOR EL,170,NEW CANEY ISD,6,MONTGOMERY,E,EE - 05,N,N, , ,Kings Manor Elementary School
170908109,170908,VALLEY RANCH EL,170,NEW CANEY ISD,6,MONTGOMERY,E,EE - 05,N,N, , ,Valley Ranch Elementary School
170908110,170908,SORTERS MILL EL,170,NEW CANEY ISD,6,MONTGOMERY,E,PK - 05,N,N, , ,Sorters Mill Elementary School
170908111,170908,BENS BRANCH EL,170,NEW CANEY ISD,6,MONTGOMERY,E,EE - 05,N,N, , ,Bens Branch Elementary School
170908113,170908,OAKLEY EL,170,NEW CANEY ISD,6,MONTGOMERY,E,PK - 05,N,N, , ,Oakley Elementary School
170908114,170908,TAVOLA EL,170,NEW CANEY ISD,6,MONTGOMERY,E,PK - 05,N,N, , ,Tavola Elementary School
170908115,170908,DOGWOOD EL,170,NEW CANEY ISD,6,MONTGOMERY,E,PK - 05,N,N, , ,Dogwood Elementary School
170908116,170908,BROOKWOOD FOREST EL,170,NEW CANEY ISD,6,MONTGOMERY,E,PK - 05,N,N, , ,Brookwood Forest Elementary School
171901001,171901,DUMAS H S,171,DUMAS ISD,16,MOORE,S,09 - 12,N,N, , ,Dumas High School
171901002,171901,NORTH PLAINS OPPORTUNITY CENTER,171,DUMAS ISD,16,MOORE,S,11 - 12,N,Y, , ,North Plains Opportunity Center
171901041,171901,DUMAS J H,171,DUMAS ISD,16,MOORE,M,07 - 08,N,N, , ,Dumas Junior High
171901101,171901,CACTUS EL,171,DUMAS ISD,16,MOORE,E,PK - 04,N,N, , ,Cactus Elementary School
171901102,171901,MORNINGSIDE EL,171,DUMAS ISD,16,MOORE,E,EE - 04,N,N, , ,Morningside Elementary School
171901103,171901,HILLCREST EL,171,DUMAS ISD,16,MOORE,E,KG - 04,N,N, , ,Hillcrest Elementary School
171901104,171901,SUNSET EL,171,DUMAS ISD,16,MOORE,E,PK - 04,N,N, , ,Sunset Elementary School
171901105,171901,GREEN ACRES EL,171,DUMAS ISD,16,MOORE,E,PK - 04,N,N, , ,Green Acres Elementary School
171901106,171901,DUMAS INT,171,DUMAS ISD,16,MOORE,M,05 - 06,N,N, , ,Dumas Intermediate School
171902001,171902,SUNRAY H S,171,SUNRAY ISD,16,MOORE,S,09 - 12,N,N, , ,Sunray High School
171902041,171902,SUNRAY MIDDLE,171,SUNRAY ISD,16,MOORE,M,05 - 08,N,N, , ,Sunray Middle School
171902101,171902,SUNRAY EL,171,SUNRAY ISD,16,MOORE,E,PK - 04,N,N, , ,Sunray Elementary School
172902001,172902,DAINGERFIELD H S,172,DAINGERFIELD-LONE STAR ISD,8,MORRIS,S,09 - 12,N,N, , ,Daingerfield High School
172902041,172902,DAINGERFIELD J H,172,DAINGERFIELD-LONE STAR ISD,8,MORRIS,M,06 - 08,N,N, , ,Daingerfield Junior High
172902101,172902,SOUTH EL,172,DAINGERFIELD-LONE STAR ISD,8,MORRIS,E,03 - 05,N,N, , ,South Elementary School
172902102,172902,WEST EL,172,DAINGERFIELD-LONE STAR ISD,8,MORRIS,E,EE - 02,N,N,172902101,SOUTH EL,West Elementary School
172905002,172905,PEWITT H S,172,PEWITT CISD,8,MORRIS,S,09 - 12,N,N, , ,Pewitt High School
172905041,172905,PEWITT J H,172,PEWITT CISD,8,MORRIS,M,06 - 08,N,N, , ,Pewitt Junior High
172905102,172905,PEWITT EL,172,PEWITT CISD,8,MORRIS,E,EE - 05,N,N, , ,Pewitt Elementary School
173901001,173901,MOTLEY COUNTY SCHOOL,173,MOTLEY COUNTY ISD,17,MOTLEY,B,PK - 12,N,N, , ,Motley County School
174801101,174801,STEPHEN F AUSTIN STATE UNIVERSITY,174,STEPHEN F AUSTIN STATE UNIVERSITY,7,NACOGDOCHES,E,KG - 05,Y,N, , ,Stephen F Austin State University
174901001,174901,CHIRENO H S,174,CHIRENO ISD,7,NACOGDOCHES,S,09 - 12,N,N, , ,Chireno High School
174901101,174901,CHIRENO EL,174,CHIRENO ISD,7,NACOGDOCHES,E,PK - 08,N,N, , ,Chireno Elementary School
174902001,174902,CUSHING SCHOOL,174,CUSHING ISD,7,NACOGDOCHES,B,06 - 12,N,N, , ,Cushing School
174902002,174902,CUSHING EL,174,CUSHING ISD,7,NACOGDOCHES,E,EE - 05,N,N, , ,Cushing Elementary School
174903001,174903,GARRISON H S,174,GARRISON ISD,7,NACOGDOCHES,S,09 - 12,N,N, , ,Garrison High School
174903041,174903,GARRISON MIDDLE,174,GARRISON ISD,7,NACOGDOCHES,M,06 - 08,N,N, , ,Garrison Middle School
174903101,174903,GARRISON EL,174,GARRISON ISD,7,NACOGDOCHES,E,EE - 05,N,N, , ,Garrison Elementary School
174904002,174904,NACOGDOCHES H S,174,NACOGDOCHES ISD,7,NACOGDOCHES,S,09 - 12,N,N, , ,Nacogdoches High School
174904005,174904,MALCOLM RECTOR TECHNICAL H S,174,NACOGDOCHES ISD,7,NACOGDOCHES,S,09 - 12,N,Y, , ,Malcolm Rector Technical High School
174904042,174904,MIKE MOSES MIDDLE,174,NACOGDOCHES ISD,7,NACOGDOCHES,M,06 - 08,N,N, , ,Mike Moses Middle School
174904043,174904,MCMICHAEL MIDDLE,174,NACOGDOCHES ISD,7,NACOGDOCHES,M,06 - 08,N,N, , ,McMichael Middle School
174904101,174904,BROOKS-QUINN-JONES EL,174,NACOGDOCHES ISD,7,NACOGDOCHES,E,EE - 05,N,N, , ,Brooks-Quinn-Jones Elementary School
174904102,174904,EMELINE CARPENTER EL,174,NACOGDOCHES ISD,7,NACOGDOCHES,E,PK - 05,N,N, , ,Emeline Carpenter Elementary School
174904103,174904,FREDONIA EL,174,NACOGDOCHES ISD,7,NACOGDOCHES,E,PK - 05,N,N, , ,Fredonia Elementary School
174904104,174904,NETTIE MARSHALL ACADEMY OF DUAL LA,174,NACOGDOCHES ISD,7,NACOGDOCHES,E,KG - 05,N,N, , ,Nettie Marshall Academy Of Dual La
174904105,174904,RAGUET EL,174,NACOGDOCHES ISD,7,NACOGDOCHES,E,KG - 05,N,N, , ,Raguet Elementary School
174904110,174904,THOMAS J RUSK EL,174,NACOGDOCHES ISD,7,NACOGDOCHES,E,KG - 05,N,N, , ,Thomas J Rusk Elementary School
174906001,174906,WODEN H S,174,WODEN ISD,7,NACOGDOCHES,S,09 - 12,N,N, , ,Woden High School
174906041,174906,WODEN J H,174,WODEN ISD,7,NACOGDOCHES,M,06 - 08,N,N, , ,Woden Junior High
174906101,174906,WODEN EL,174,WODEN ISD,7,NACOGDOCHES,E,EE - 05,N,N, , ,Woden Elementary School
174908001,174908,CENTRAL HEIGHTS H S,174,CENTRAL HEIGHTS ISD,7,NACOGDOCHES,S,09 - 12,N,N, , ,Central Heights High School
174908041,174908,CENTRAL HEIGHTS MIDDLE,174,CENTRAL HEIGHTS ISD,7,NACOGDOCHES,M,06 - 08,N,N, , ,Central Heights Middle School
174908101,174908,CENTRAL HEIGHTS EL,174,CENTRAL HEIGHTS ISD,7,NACOGDOCHES,E,PK - 05,N,N, , ,Central Heights Elementary School
174909001,174909,MARTINSVILLE SCHOOL,174,MARTINSVILLE ISD,7,NACOGDOCHES,B,PK - 12,N,N, , ,Martinsville School
174910101,174910,ETOILE EL,174,ETOILE ISD,7,NACOGDOCHES,E,PK - 08,N,N, , ,Etoile Elementary School
174911001,174911,DOUGLASS SCHOOL,174,DOUGLASS ISD,7,NACOGDOCHES,B,KG - 12,N,N, , ,Douglass School
175902001,175902,BLOOMING GROVE H S,175,BLOOMING GROVE ISD,12,NAVARRO,S,09 - 12,N,N, , ,Blooming Grove High School
175902041,175902,BLOOMING GROVE JH,175,BLOOMING GROVE ISD,12,NAVARRO,M,06 - 08,N,N, , ,Blooming Grove Jh
175902101,175902,BLOOMING GROVE EL,175,BLOOMING GROVE ISD,12,NAVARRO,E,PK - 05,N,N, , ,Blooming Grove Elementary School
175903001,175903,CORSICANA H IGH SCHOOL,175,CORSICANA ISD,12,NAVARRO,S,09 - 12,N,N, , ,Corsicana H Igh School
175903041,175903,CORSICANA MIDDLE,175,CORSICANA ISD,12,NAVARRO,M,07 - 08,N,N, , ,Corsicana Middle School
175903042,175903,COLLINS INT,175,CORSICANA ISD,12,NAVARRO,M,05 - 06,N,N, , ,Collins Intermediate School
175903101,175903,BOWIE EL,175,CORSICANA ISD,12,NAVARRO,E,KG - 04,N,N, , ,Bowie Elementary School
175903102,175903,JOSE ANTONIO NAVARRO EL,175,CORSICANA ISD,12,NAVARRO,E,KG - 04,N,N, , ,Jose Antonio Navarro Elementary School
175903103,175903,FANNIN EL,175,CORSICANA ISD,12,NAVARRO,E,KG - 04,N,N, , ,Fannin Elementary School
175903105,175903,SAM HOUSTON EL,175,CORSICANA ISD,12,NAVARRO,E,KG - 04,N,N, , ,Sam Houston Elementary School
175903107,175903,CARROLL EL,175,CORSICANA ISD,12,NAVARRO,E,KG - 04,N,N, , ,Carroll Elementary School
175903111,175903,DRANE EARLY LEARNING CENTER,175,CORSICANA ISD,12,NAVARRO,E,EE - PK,N,N,175903105,SAM HOUSTON EL,Drane Early Learning Center
175904001,175904,DAWSON H S,175,DAWSON ISD,12,NAVARRO,S,07 - 12,N,N, , ,Dawson High School
175904101,175904,DAWSON EL,175,DAWSON ISD,12,NAVARRO,E,PK - 06,N,N, , ,Dawson Elementary School
175905001,175905,FROST H S,175,FROST ISD,12,NAVARRO,B,06 - 12,N,N, , ,Frost High School
175905101,175905,FROST EL,175,FROST ISD,12,NAVARRO,E,PK - 05,N,N, , ,Frost Elementary School
175907001,175907,KERENS SCHOOL,175,KERENS ISD,12,NAVARRO,B,EE - 12,N,N, , ,Kerens School
175910001,175910,MILDRED H S,175,MILDRED ISD,12,NAVARRO,B,06 - 12,N,N, , ,Mildred High School
175910101,175910,MILDRED EL,175,MILDRED ISD,12,NAVARRO,E,KG - 05,N,N, , ,Mildred Elementary School
175911001,175911,RICE H S,175,RICE ISD,12,NAVARRO,S,09 - 12,N,N, , ,Rice High School
175911042,175911,RICE INTERMEDIATE/MIDDLE SCHOOL,175,RICE ISD,12,NAVARRO,M,05 - 08,N,N, , ,Rice Intermediate/Middle School
175911101,175911,RICE EL,175,RICE ISD,12,NAVARRO,E,EE - 04,N,N,175911042,RICE INTERMEDIATE/MIDDLE SCHOOL,Rice Elementary School
176901001,176901,BURKEVILLE SCHOOL,176,BURKEVILLE ISD,5,NEWTON,B,PK - 12,N,N, , ,Burkeville School
176902002,176902,NEWTON H S,176,NEWTON ISD,5,NEWTON,S,09 - 12,N,N, , ,Newton High School
176902041,176902,NEWTON MIDDLE,176,NEWTON ISD,5,NEWTON,M,06 - 08,N,N, , ,Newton Middle School
176902104,176902,NEWTON EL,176,NEWTON ISD,5,NEWTON,E,EE - 05,N,N, , ,Newton Elementary School
176903001,176903,DEWEYVILLE H S,176,DEWEYVILLE ISD,5,NEWTON,B,06 - 12,N,N, , ,Deweyville High School
176903101,176903,DEWEYVILLE EL,176,DEWEYVILLE ISD,5,NEWTON,E,PK - 05,N,N, , ,Deweyville Elementary School
177901001,177901,ROSCOE COLLEGIATE H S,177,ROSCOE COLLEGIATE ISD,14,NOLAN,B,06 - 12,N,N, , ,Roscoe Collegiate High School
177901101,177901,ROSCOE EL,177,ROSCOE COLLEGIATE ISD,14,NOLAN,E,01 - 05,N,N, , ,Roscoe Elementary School
177901102,177901,ROSCOE COLLEGIATE MONTESSORI EARLY,177,ROSCOE COLLEGIATE ISD,14,NOLAN,E,PK - KG,N,N,177901101,ROSCOE EL,Roscoe Collegiate Montessori Early
177902001,177902,SWEETWATER H S,177,SWEETWATER ISD,14,NOLAN,S,09 - 12,N,N, , ,Sweetwater High School
177902004,177902,JP COWEN ACHIEVEMENT CENTER,177,SWEETWATER ISD,14,NOLAN,S,09 - 12,N,Y, , ,Jp Cowen Achievement Center
177902041,177902,SWEETWATER MIDDLE,177,SWEETWATER ISD,14,NOLAN,M,06 - 08,N,N, , ,Sweetwater Middle School
177902101,177902,SOUTHEAST EARLY CHILDHOOD CENTER,177,SWEETWATER ISD,14,NOLAN,E,EE - PK,N,N,177902102,EAST RIDGE EL,Southeast Early Childhood Center
177902102,177902,EAST RIDGE EL,177,SWEETWATER ISD,14,NOLAN,E,02 - 03,N,N, , ,East Ridge Elementary School
177902104,177902,SWEETWATER INT,177,SWEETWATER ISD,14,NOLAN,E,04 - 05,N,N, , ,Sweetwater Intermediate School
177902105,177902,SOUTHEAST EL,177,SWEETWATER ISD,14,NOLAN,E,EE - 01,N,N,177902102,EAST RIDGE EL,Southeast Elementary School
177903001,177903,BLACKWELL SCHOOL,177,BLACKWELL CISD,14,NOLAN,B,EE - 12,N,N, , ,Blackwell School
177905001,177905,HIGHLAND SCHOOL,177,HIGHLAND ISD,14,NOLAN,B,PK - 12,N,N, , ,Highland School
178801001,178801,DR M L GARZA-GONZALEZ CHARTER SCHO,178,DR M L GARZA-GONZALEZ CHARTER SCHO,2,NUECES,E,PK - 08,Y,N, , ,Dr M L Garza-Gonzalez Charter Scho
178807101,178807,CORPUS CHRISTI MONTESSORI SCHOOL,178,CORPUS CHRISTI MONTESSORI SCHOOL,2,NUECES,E,01 - 08,Y,N, , ,Corpus Christi Montessori School
178808041,178808,SEASHORE MIDDLE ACAD,178,SEASHORE CHARTER SCHOOLS,2,NUECES,M,05 - 08,Y,N, , ,Seashore Middle Acad
178808101,178808,SEASHORE LEARNING CENTER,178,SEASHORE CHARTER SCHOOLS,2,NUECES,E,KG - 04,Y,N, , ,Seashore Learning Center
178901001,178901,AGUA DULCE H S,178,AGUA DULCE ISD,2,NUECES,B,06 - 12,N,N, , ,Agua Dulce High School
178901101,178901,AGUA DULCE EL,178,AGUA DULCE ISD,2,NUECES,E,PK - 05,N,N, , ,Agua Dulce Elementary School
178902001,178902,BISHOP H S,178,BISHOP CISD,2,NUECES,S,09 - 12,N,N, , ,Bishop High School
178902041,178902,LILLION E LUEHRS J H,178,BISHOP CISD,2,NUECES,M,06 - 08,N,N, , ,Lillion E Luehrs Junior High
178902101,178902,BISHOP EL,178,BISHOP CISD,2,NUECES,E,03 - 05,N,N, , ,Bishop Elementary School
178902102,178902,BISHOP PRI,178,BISHOP CISD,2,NUECES,E,EE - 02,N,N,178902101,BISHOP EL,Bishop Primary School
178902103,178902,PETRONILA EL,178,BISHOP CISD,2,NUECES,E,PK - 05,N,N, , ,Petronila Elementary School
178903001,178903,CALALLEN H S,178,CALALLEN ISD,2,NUECES,S,09 - 12,N,N, , ,Calallen High School
178903003,178903,NUECES CO J J A E P,178,CALALLEN ISD,2,NUECES,S,12 - 12,N,N, , ,Nueces Co JJAEP
178903041,178903,CALALLEN MIDDLE,178,CALALLEN ISD,2,NUECES,M,06 - 08,N,N, , ,Calallen Middle School
178903103,178903,MAGEE EL,178,CALALLEN ISD,2,NUECES,E,04 - 05,N,N, , ,Magee Elementary School
178903104,178903,CALALLEN EAST EL,178,CALALLEN ISD,2,NUECES,E,PK - 03,N,N, , ,Calallen East Elementary School
178903105,178903,CALALLEN WOOD RIVER EL,178,CALALLEN ISD,2,NUECES,E,EE - 03,N,N, , ,Calallen Wood River Elementary School
178904001,178904,CARROLL H S,178,CORPUS CHRISTI ISD,2,NUECES,S,09 - 12,N,N, , ,Carroll High School
178904002,178904,KING H S,178,CORPUS CHRISTI ISD,2,NUECES,S,09 - 12,N,N, , ,King High School
178904003,178904,ROY MILLER H S AND METRO SCHOOL OF,178,CORPUS CHRISTI ISD,2,NUECES,S,07 - 12,N,N, , ,Roy Miller H S And Metro School Of
