CAMPUS,DISTRICT,CAMPNAME,COUNTY,DISTNAME,REGION,CNTYNAME,GRDTYPE,GRDSPAN,CFLCHART,CFLALTED,PAIRCAMP,PAIRNAME,CAMPNAME_CLEAN,CD1G,CD2G,CD3G,C_RATING
108906112,108906.0,WILSON EL,108.0,MCALLEN ISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Wilson Elementary School,C,B,C,B
108906114,108906.0,FIELDS EL,108.0,MCALLEN ISD,1.0,HIDALGO,E,EE - 05,N,N, , ,Fields Elementary School,C,C,C,C
108906116,108906.0,SEGUIN EL,108.0,MCALLEN ISD,1.0,HIDALGO,E,EE - 05,N,N, , ,Seguin Elementary School,C,B,B,B
108906119,108906.0,ESCANDON EL,108.0,MCALLEN ISD,1.0,HIDALGO,E,EE - 05,N,N, , ,Escandon Elementary School,C,C,C,C
108906120,108906.0,RAYBURN EL,108.0,MCALLEN ISD,1.0,HIDALGO,E,EE - 05,N,N, , ,Rayburn Elementary School,B,B,A,A
108906121,108906.0,ROOSEVELT EL,108.0,MCALLEN ISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Roosevelt Elementary School,C,B,C,C
108906122,108906.0,GARZA EL,108.0,MCALLEN ISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Garza Elementary School,C,B,B,B
108906123,108906.0,MCAULIFFE EL,108.0,MCALLEN ISD,1.0,HIDALGO,E,EE - 05,N,N, , ,McAuliffe Elementary School,C,B,C,B
108906124,108906.0,GONZALEZ EL,108.0,MCALLEN ISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Gonzalez Elementary School,A,A,A,A
108906126,108906.0,CASTANEDA EL,108.0,MCALLEN ISD,1.0,HIDALGO,E,EE - 05,N,N, , ,Castaneda Elementary School,B,A,A,A
108906127,108906.0,BLANCA E SANCHEZ,108.0,MCALLEN ISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Blanca E Sanchez,A,A,A,A
108906128,108906.0,DR PABLO PEREZ,108.0,MCALLEN ISD,1.0,HIDALGO,E,EE - 05,N,N, , ,Dr Pablo Perez,B,B,B,B
108906129,108906.0,LUCILE HENDRICKS EL,108.0,MCALLEN ISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Lucile Hendricks Elementary School,B,B,A,B
108906130,108906.0,THIGPEN-ZAVALA EL,108.0,MCALLEN ISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Thigpen-Zavala Elementary School,C,B,B,B
108906132,108906.0,EARLY CHILDHOOD CENTER,108.0,MCALLEN ISD,1.0,HIDALGO,E,EE - PK,N,N,108906000,MCALLEN ISD,Early Childhood Center,Not Rated: Paired Campus,Not Rated: Paired Campus,Not Rated: Paired Campus,A
108907001,108907.0,MERCEDES H S,108.0,MERCEDES ISD,1.0,HIDALGO,S,09 - 12,N,N, , ,Mercedes High School,B,B,C,B
108907002,108907.0,MERCEDES ACADEMIC ACADEMY,108.0,MERCEDES ISD,1.0,HIDALGO,S,09 - 12,N,Y, , ,Mercedes Academic Academy,C,Not Rated,F,D
108907003,108907.0,JJAEP-SOUTHWEST KEY PROGRAM,108.0,MERCEDES ISD,1.0,HIDALGO,M,08 - 08,N,N, , ,JJAEP-Southwest Key Program,Not Rated,Not Rated,Not Rated,Not Rated
108907006,108907.0,MERCEDES EARLY COLLEGE ACADEMY,108.0,MERCEDES ISD,1.0,HIDALGO,S,09 - 12,N,N, , ,Mercedes Early College Academy,A,A,A,A
108907041,108907.0,SGT MANUEL CHACON MIDDLE,108.0,MERCEDES ISD,1.0,HIDALGO,M,06 - 08,N,N, , ,Sgt Manuel Chacon Middle School,C,B,F,D
108907102,108907.0,TAYLOR EL,108.0,MERCEDES ISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Taylor Elementary School,C,B,C,B
108907103,108907.0,TRAVIS EL,108.0,MERCEDES ISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Travis Elementary School,D,B,C,C
108907107,108907.0,RUBEN HINOJOSA EL,108.0,MERCEDES ISD,1.0,HIDALGO,E,EE - 05,N,N, , ,Ruben Hinojosa Elementary School,C,B,C,C
108907108,108907.0,SGT WILLIAM G HARRELL MIDDLE,108.0,MERCEDES ISD,1.0,HIDALGO,M,06 - 08,N,N, , ,Sgt William G Harrell Middle School,D,C,D,C
108907109,108907.0,JOHN F KENNEDY EL,108.0,MERCEDES ISD,1.0,HIDALGO,E,PK - 05,N,N, , ,John F Kennedy Elementary School,D,C,C,C
108907110,108907.0,MERCEDES EARLY LITERACY PROGRAM,108.0,MERCEDES ISD,1.0,HIDALGO,E,PK - PK,N,N,108907000,MERCEDES ISD,Mercedes Early Literacy Program,Not Rated: Paired Campus,Not Rated: Paired Campus,Not Rated: Paired Campus,B
108908001,108908.0,MISSION H S,108.0,MISSION CISD,1.0,HIDALGO,S,09 - 12,N,N, , ,Mission High School,C,B,C,B
108908002,108908.0,VETERANS MEMORIAL H S,108.0,MISSION CISD,1.0,HIDALGO,S,09 - 12,N,N, , ,Veterans Memorial High School,B,B,C,B
108908004,108908.0,MISSION COLLEGIATE H S,108.0,MISSION CISD,1.0,HIDALGO,S,09 - 12,N,N, , ,Mission Collegiate High School,A,A,A,A
108908038,108908.0,HIDALGO CO J J A E P,108.0,MISSION CISD,1.0,HIDALGO,S,11 - 12,N,N, , ,Hidalgo Co JJAEP,Not Rated,Not Rated,Not Rated,Not Rated
108908039,108908.0,ROOSEVELT ALTERNATIVE SCHOOL,108.0,MISSION CISD,1.0,HIDALGO,B,04 - 12,N,N, , ,Roosevelt Alternative School,Not Rated,Not Rated,Not Rated,Not Rated
108908041,108908.0,MISSION J H,108.0,MISSION CISD,1.0,HIDALGO,M,06 - 08,N,N, , ,Mission Junior High,B,A,C,B
108908042,108908.0,WHITE J H,108.0,MISSION CISD,1.0,HIDALGO,M,06 - 08,N,N, , ,White Junior High,C,B,C,B
108908043,108908.0,ALTON MEMORIAL J H,108.0,MISSION CISD,1.0,HIDALGO,M,06 - 08,N,N, , ,Alton Memorial Junior High,C,B,D,C
108908044,108908.0,RAFAEL A CANTU J H,108.0,MISSION CISD,1.0,HIDALGO,M,06 - 08,N,N, , ,Rafael A Cantu Junior High,C,B,C,B
108908101,108908.0,BRYAN EL,108.0,MISSION CISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Bryan Elementary School,C,B,D,C
108908102,108908.0,CASTRO EL,108.0,MISSION CISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Castro Elementary School,D,C,F,C
108908104,108908.0,MARCELL EL,108.0,MISSION CISD,1.0,HIDALGO,E,EE - 05,N,N, , ,Marcell Elementary School,C,B,C,C
108908105,108908.0,PEARSON EL,108.0,MISSION CISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Pearson Elementary School,C,B,C,B
108908107,108908.0,ALTON EL,108.0,MISSION CISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Alton Elementary School,A,A,A,A
108908108,108908.0,CANTU EL,108.0,MISSION CISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Cantu Elementary School,C,B,C,B
108908109,108908.0,LEAL EL,108.0,MISSION CISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Leal Elementary School,B,A,A,A
108908110,108908.0,MIMS EL,108.0,MISSION CISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Mims Elementary School,A,A,A,A
108908111,108908.0,OLLIE O'GRADY EL,108.0,MISSION CISD,1.0,HIDALGO,E,EE - 05,N,N, , ,Ollie O'Grady Elementary School,C,B,C,B
108908112,108908.0,CARL C WAITZ EL,108.0,MISSION CISD,1.0,HIDALGO,E,EE - 05,N,N, , ,Carl C Waitz Elementary School,C,B,C,B
108908113,108908.0,SALINAS EL,108.0,MISSION CISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Salinas Elementary School,B,A,A,A
108908114,108908.0,RAQUEL CAVAZOS EL,108.0,MISSION CISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Raquel Cavazos Elementary School,C,B,C,B
108908115,108908.0,HURLA M MIDKIFF EL,108.0,MISSION CISD,1.0,HIDALGO,E,EE - 05,N,N, , ,Hurla M Midkiff Elementary School,A,A,A,A
108908116,108908.0,HILDA C ESCOBAR/ALICIA C RIOS EL,108.0,MISSION CISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Hilda C Escobar/Alicia C Rios Elementary School,B,A,C,B
108908121,108908.0,MISSION EARLY LEARNING,108.0,MISSION CISD,1.0,HIDALGO,E,PK - PK,N,N,108908000,MISSION CISD,Mission Early Learning,Not Rated: Paired Campus,Not Rated: Paired Campus,Not Rated: Paired Campus,B
108909001,108909.0,PSJA EARLY COLLEGE H S,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,S,09 - 12,N,N, , ,Psja Early College High School,B,A,B,B
108909002,108909.0,PSJA MEMORIAL EARLY COLLEGE H S,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,S,09 - 12,N,N, , ,Psja Memorial Early College High School,B,B,B,B
108909003,108909.0,PSJA NORTH EARLY COLLEGE H S,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,S,09 - 12,N,N, , ,Psja North Early College High School,B,B,B,B
108909004,108909.0,STUDENT ALTER PROG,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,S,10 - 10,N,N, , ,Student Alter Prog,Not Rated,Not Rated,Not Rated,Not Rated
108909005,108909.0,PSJA SONIA M SOTOMAYOR H S,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,S,09 - 12,N,Y, , ,Psja Sonia M Sotomayor High School,B,C,D,B
108909006,108909.0,ELVIS J BALLEW H S,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,S,10 - 12,N,Y, , ,Elvis J Ballew High School,C,F,D,C
108909007,108909.0,PSJA SOUTHWEST EARLY COLLEGE H S,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,S,09 - 12,N,N, , ,Psja Southwest Early College High School,B,A,C,B
108909009,108909.0,PSJA THOMAS JEFFERSON T-STEM EARLY,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,S,09 - 12,N,N, , ,Psja Thomas Jefferson T-Stem Early,A,A,B,A
108909011,108909.0,BUELL CENTRAL DAEP,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,B,06 - 12,N,N, , ,Buell Central DAEP,Not Rated,Not Rated,Not Rated,Not Rated
108909041,108909.0,AUSTIN MIDDLE,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,M,06 - 08,N,N, , ,Austin Middle School,C,B,C,B
108909042,108909.0,ALAMO MIDDLE,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,M,06 - 08,N,N, , ,Alamo Middle School,C,B,D,B
108909043,108909.0,LYNDON B JOHNSON MIDDLE,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,M,06 - 08,N,N, , ,Lyndon B Johnson Middle School,C,B,D,C
108909044,108909.0,LIBERTY MIDDLE,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,M,06 - 08,N,N, , ,Liberty Middle School,C,B,F,C
108909045,108909.0,R YZAGUIRRE MIDDLE,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,M,06 - 08,N,N, , ,R Yzaguirre Middle School,D,C,D,C
108909046,108909.0,KENNEDY MIDDLE,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,M,06 - 08,N,N, , ,Kennedy Middle School,C,B,C,B
108909047,108909.0,JAIME ESCALANTE MIDDLE,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,M,06 - 08,N,N, , ,Jaime Escalante Middle School,C,B,F,C
108909048,108909.0,AUDIE MURPHY MIDDLE,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,M,06 - 08,N,N, , ,Audie Murphy Middle School,C,B,F,C
108909101,108909.0,JOHN MCKEEVER EL,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,E,EE - 05,N,N, , ,John McKeever Elementary School,C,B,C,B
108909106,108909.0,JOHN DOEDYNS EL,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,E,PK - 05,N,N, , ,John Doedyns Elementary School,C,B,C,B
108909107,108909.0,GERALDINE PALMER EL,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Geraldine Palmer Elementary School,A,A,A,A
108909108,108909.0,HENRY FORD EL,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,E,EE - 05,N,N, , ,Henry Ford Elementary School,B,A,C,B
108909110,108909.0,ZEFERINO FARIAS EL,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Zeferino Farias Elementary School,B,A,A,A
108909112,108909.0,ALFRED SORENSEN EL,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Alfred Sorensen Elementary School,B,A,A,A
108909113,108909.0,AIDA C ESCOBAR EL,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Aida C Escobar Elementary School,B,A,B,B
108909115,108909.0,RAUL LONGORIA EL,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Raul Longoria Elementary School,C,B,C,B
108909116,108909.0,DANIEL RAMIREZ EL,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,E,EE - 05,N,N, , ,Daniel Ramirez Elementary School,C,B,C,B
108909117,108909.0,KELLY-PHARR EL,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Kelly-Pharr Elementary School,B,A,A,A
108909118,108909.0,AMANDA GARZA-PENA EL,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Amanda Garza-Pena Elementary School,C,B,A,A
108909119,108909.0,EDITH & ETHEL CARMAN EL,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,E,EE - 05,N,N, , ,Edith & Ethel Carman Elementary School,C,B,A,A
108909120,108909.0,ARNOLDO CANTU SR EL,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Arnoldo Cantu Sr Elementary School,B,A,B,B
108909121,108909.0,SANTOS LIVAS EL,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Santos Livas Elementary School,B,A,B,A
108909122,108909.0,DRS REED - MOCK EL,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Drs Reed - Mock Elementary School,C,B,C,B
108909123,108909.0,CESAR CHAVEZ EL,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,E,EE - 05,N,N, , ,Cesar Chavez Elementary School,A,A,A,A
108909124,108909.0,DR WILLIAM LONG EL,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Dr William Long Elementary School,B,B,B,B
108909125,108909.0,VIDA N CLOVER EL,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Vida N Clover Elementary School,B,A,C,B
108909126,108909.0,AUGUSTO GUERRA EL,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Augusto Guerra Elementary School,C,B,C,B
108909127,108909.0,GRACIELA GARCIA EL,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Graciela Garcia Elementary School,A,A,A,A
108909128,108909.0,CARMEN ANAYA EL,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Carmen Anaya Elementary School,A,A,A,A
108909129,108909.0,SGT LEONEL TREVINO EL,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Sgt Leonel Trevino Elementary School,C,B,C,B
108909130,108909.0,ALLEN & WILLIAM ARNOLD EL,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Allen & William Arnold Elementary School,C,B,C,B
108909131,108909.0,PSJA EARLY START,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,E,PK - PK,N,N,108909000,PHARR-SAN JUAN-ALAMO ISD,Psja Early Start,Not Rated: Paired Campus,Not Rated: Paired Campus,Not Rated: Paired Campus,B
108909134,108909.0,MARCIA R GARZA,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Marcia R Garza,B,B,C,B
108909136,108909.0,BERTA S PALACIOS EL,108.0,PHARR-SAN JUAN-ALAMO ISD,1.0,HIDALGO,E,EE - 05,N,N, , ,Berta S Palacios Elementary School,C,B,A,A
108910001,108910.0,PROGRESO H S,108.0,PROGRESO ISD,1.0,HIDALGO,S,09 - 12,N,N, , ,Progreso High School,C,B,C,B
108910004,108910.0,DAEP,108.0,PROGRESO ISD,1.0,HIDALGO,B,06 - 10,N,N, , ,DAEP,Not Rated,Not Rated,Not Rated,Not Rated
108910041,108910.0,DOROTHY THOMPSON MIDDLE,108.0,PROGRESO ISD,1.0,HIDALGO,M,06 - 08,N,N, , ,Dorothy Thompson Middle School,D,B,C,C
108910102,108910.0,PROGRESO EARLY CHILDHOOD,108.0,PROGRESO ISD,1.0,HIDALGO,E,PK - 02,N,N, , ,Progreso Early Childhood,C,B,D,C
108910104,108910.0,PROGRESO EL,108.0,PROGRESO ISD,1.0,HIDALGO,E,03 - 05,N,N, , ,Progreso Elementary School,C,B,C,B
108911001,108911.0,SHARYLAND H S,108.0,SHARYLAND ISD,1.0,HIDALGO,S,09 - 12,N,N, , ,Sharyland High School,A,A,B,A
108911003,108911.0,HIDALGO COUNTY J J A E P,108.0,SHARYLAND ISD,1.0,HIDALGO,S,10 - 11,N,N, , ,Hidalgo County JJAEP,Not Rated,Not Rated,Not Rated,Not Rated
108911007,108911.0,SHARYLAND PIONEER H S,108.0,SHARYLAND ISD,1.0,HIDALGO,S,09 - 12,N,N, , ,Sharyland Pioneer High School,A,A,B,A
108911008,108911.0,SHARYLAND ADVANCED ACADEMIC ACADEM,108.0,SHARYLAND ISD,1.0,HIDALGO,S,09 - 12,N,N, , ,Sharyland Advanced Academic Academ,A,A,A,A
108911041,108911.0,B L GRAY J H,108.0,SHARYLAND ISD,1.0,HIDALGO,M,07 - 08,N,N, , ,B L Gray Junior High,A,A,A,A
108911042,108911.0,SHARYLAND NORTH J H,108.0,SHARYLAND ISD,1.0,HIDALGO,M,07 - 08,N,N, , ,Sharyland North Junior High,A,A,A,A
108911101,108911.0,JOHN H SHARY EL,108.0,SHARYLAND ISD,1.0,HIDALGO,E,PK - 06,N,N, , ,John H Shary Elementary School,A,A,A,A
108911102,108911.0,OLIVERO GARZA SR EL,108.0,SHARYLAND ISD,1.0,HIDALGO,E,EE - 06,N,N, , ,Olivero Garza Sr Elementary School,B,A,C,B
108911103,108911.0,JESSIE L JENSEN EL,108.0,SHARYLAND ISD,1.0,HIDALGO,E,PK - 06,N,N, , ,Jessie L Jensen Elementary School,C,B,D,C
108911104,108911.0,ROMULO D MARTINEZ EL,108.0,SHARYLAND ISD,1.0,HIDALGO,E,EE - 06,N,N, , ,Romulo D Martinez Elementary School,B,A,C,B
108911105,108911.0,RUBEN HINOJOSA EL,108.0,SHARYLAND ISD,1.0,HIDALGO,E,PK - 06,N,N, , ,Ruben Hinojosa Elementary School,A,A,A,A
108911107,108911.0,LLOYD & DOLLY BENTSEN EL,108.0,SHARYLAND ISD,1.0,HIDALGO,E,PK - 06,N,N, , ,Lloyd & Dolly Bentsen Elementary School,A,A,A,A
108911108,108911.0,HARRY SHIMOTSU EL,108.0,SHARYLAND ISD,1.0,HIDALGO,E,PK - 06,N,N, , ,Harry Shimotsu Elementary School,A,A,A,A
108911109,108911.0,DONNA WERNECKE EL,108.0,SHARYLAND ISD,1.0,HIDALGO,E,EE - 06,N,N, , ,Donna Wernecke Elementary School,B,A,A,A
108912001,108912.0,LA JOYA H S,108.0,LA JOYA ISD,1.0,HIDALGO,S,09 - 12,N,N, , ,La Joya High School,C,B,C,B
108912004,108912.0,JUAREZ-LINCOLN H S,108.0,LA JOYA ISD,1.0,HIDALGO,S,09 - 12,N,N, , ,Juarez-Lincoln High School,C,B,C,B
108912005,108912.0,HOPE ACADEMY,108.0,LA JOYA ISD,1.0,HIDALGO,B,06 - 12,N,N, , ,Hope Academy,Not Rated,Not Rated,Not Rated,Not Rated
108912007,108912.0,LA JOYA PALMVIEW H S,108.0,LA JOYA ISD,1.0,HIDALGO,S,09 - 12,N,N, , ,La Joya Palmview High School,B,B,C,B
108912008,108912.0,JIMMY CARTER EARLY COLLEGE H S,108.0,LA JOYA ISD,1.0,HIDALGO,S,09 - 12,N,N, , ,Jimmy Carter Early College High School,A,A,B,A
108912010,108912.0,THELMA ROSA SALINAS STEM EARLY COL,108.0,LA JOYA ISD,1.0,HIDALGO,S,09 - 12,N,N, , ,Thelma Rosa Salinas Stem Early Col,A,A,A,A
108912041,108912.0,LORENZO DE ZAVALA MIDDLE,108.0,LA JOYA ISD,1.0,HIDALGO,M,06 - 08,N,N, , ,Lorenzo De Zavala Middle School,C,B,B,B
108912042,108912.0,CESAR CHAVEZ MIDDLE,108.0,LA JOYA ISD,1.0,HIDALGO,M,06 - 08,N,N, , ,Cesar Chavez Middle School,B,A,B,B
108912043,108912.0,DR JAVIER SAENZ MIDDLE,108.0,LA JOYA ISD,1.0,HIDALGO,M,06 - 08,N,N, , ,Dr Javier Saenz Middle School,D,C,C,C
108912044,108912.0,MEMORIAL MIDDLE,108.0,LA JOYA ISD,1.0,HIDALGO,M,06 - 08,N,N, , ,Memorial Middle School,C,A,C,B
108912045,108912.0,ANN RICHARDS MIDDLE,108.0,LA JOYA ISD,1.0,HIDALGO,M,06 - 08,N,N, , ,Ann Richards Middle School,B,A,A,A
108912046,108912.0,IRENE M GARCIA MIDDLE,108.0,LA JOYA ISD,1.0,HIDALGO,M,06 - 08,N,N, , ,Irene M Garcia Middle School,C,B,C,B
108912048,108912.0,JUAN DE DIOS SALINAS MIDDLE,108.0,LA JOYA ISD,1.0,HIDALGO,M,06 - 08,N,N, , ,Juan De Dios Salinas Middle School,C,B,B,B
108912049,108912.0,DOMINGO TREVINO MIDDLE,108.0,LA JOYA ISD,1.0,HIDALGO,M,06 - 08,N,N, , ,Domingo Trevino Middle School,C,B,C,B
108912101,108912.0,LA JOYA ISD HEAD START PROGRAM,108.0,LA JOYA ISD,1.0,HIDALGO,E,EE - PK,N,N,108912000,LA JOYA ISD,La Joya Isd Head Start Program,Not Rated: Paired Campus,Not Rated: Paired Campus,Not Rated: Paired Campus,B
108912102,108912.0,JOHN F KENNEDY EL,108.0,LA JOYA ISD,1.0,HIDALGO,E,EE - 05,N,N, , ,John F Kennedy Elementary School,B,A,B,B
108912104,108912.0,GUILLERMO FLORES EL,108.0,LA JOYA ISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Guillermo Flores Elementary School,B,A,B,B
108912105,108912.0,ROSENDO BENAVIDES EL,108.0,LA JOYA ISD,1.0,HIDALGO,E,EE - 05,N,N, , ,Rosendo Benavides Elementary School,C,B,C,B
108912106,108912.0,LEO J LEO EL,108.0,LA JOYA ISD,1.0,HIDALGO,E,EE - 05,N,N, , ,Leo J Leo Elementary School,B,A,B,B
108912107,108912.0,ELIGIO KIKA DE LA GARZA EL,108.0,LA JOYA ISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Eligio Kika De La Garza Elementary School,C,B,C,B
108912108,108912.0,E B REYNA EL,108.0,LA JOYA ISD,1.0,HIDALGO,E,EE - 05,N,N, , ,E B Reyna Elementary School,A,A,B,A
108912109,108912.0,ELODIA R CHAPA EL,108.0,LA JOYA ISD,1.0,HIDALGO,E,EE - 05,N,N, , ,Elodia R Chapa Elementary School,B,A,B,B
108912110,108912.0,JOSE DE ESCANDON EL,108.0,LA JOYA ISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Jose De Escandon Elementary School,B,A,C,B
108912111,108912.0,DIAZ-VILLARREAL EL,108.0,LA JOYA ISD,1.0,HIDALGO,E,EE - 05,N,N, , ,Diaz-Villarreal Elementary School,C,B,B,B
108912112,108912.0,NARCISO CAVAZOS,108.0,LA JOYA ISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Narciso Cavazos,B,A,C,B
108912113,108912.0,TABASCO EL,108.0,LA JOYA ISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Tabasco Elementary School,B,A,A,A
108912114,108912.0,PATRICIO PEREZ EL,108.0,LA JOYA ISD,1.0,HIDALGO,E,EE - 05,N,N, , ,Patricio Perez Elementary School,C,B,C,B
108912115,108912.0,HENRY B GONZALEZ EL,108.0,LA JOYA ISD,1.0,HIDALGO,E,EE - 05,N,N, , ,Henry B Gonzalez Elementary School,C,B,D,C
108912116,108912.0,LLOYD M BENTSEN EL,108.0,LA JOYA ISD,1.0,HIDALGO,E,EE - 05,N,N, , ,Lloyd M Bentsen Elementary School,B,A,B,B
108912117,108912.0,SAM FORDYCE EL,108.0,LA JOYA ISD,1.0,HIDALGO,E,EE - 05,N,N, , ,Sam Fordyce Elementary School,C,B,C,B
108912118,108912.0,EMILIANO ZAPATA EL,108.0,LA JOYA ISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Emiliano Zapata Elementary School,C,B,C,B
108912120,108912.0,JUAN SEGUIN EL,108.0,LA JOYA ISD,1.0,HIDALGO,E,EE - 05,N,N, , ,Juan Seguin Elementary School,C,B,D,C
108912121,108912.0,ENRIQUE KIKI CAMARENA EL,108.0,LA JOYA ISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Enrique Kiki Camarena Elementary School,B,A,A,A
108912122,108912.0,DR AMERICO PAREDES EL,108.0,LA JOYA ISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Dr Americo Paredes Elementary School,C,B,D,B
108912123,108912.0,WILLIAM J CLINTON EL,108.0,LA JOYA ISD,1.0,HIDALGO,E,PK - 05,N,N, , ,William J Clinton Elementary School,B,A,A,A
108912124,108912.0,CORINA PENA EL,108.0,LA JOYA ISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Corina Pena Elementary School,C,C,C,C
108912126,108912.0,EVANGELINA GARZA EL,108.0,LA JOYA ISD,1.0,HIDALGO,E,PK - 05,N,N, , ,Evangelina Garza Elementary School,C,B,A,A
108912127,108912.0,DR MARIA PALMIRA MENDIOLA EL,108.0,LA JOYA ISD,1.0,HIDALGO,E,EE - 05,N,N, , ,Dr Maria Palmira Mendiola Elementary School,C,B,C,B
108913001,108913.0,WESLACO H S,108.0,WESLACO ISD,1.0,HIDALGO,S,09 - 12,N,N, , ,Weslaco High School,B,B,C,B
108913003,108913.0,SOUTH PALM GARDENS H S,108.0,WESLACO ISD,1.0,HIDALGO,S,10 - 12,N,Y, , ,South Palm Gardens High School,B,Not Rated,Not Rated,A
108913005,108913.0,HIDALGO CO J J A E P,108.0,WESLACO ISD,1.0,HIDALGO,B,06 - 12,N,N, , ,Hidalgo Co JJAEP,Not Rated,Not Rated,Not Rated,Not Rated
108913006,108913.0,WESLACO EAST H S,108.0,WESLACO ISD,1.0,HIDALGO,S,09 - 12,N,N, , ,Weslaco East High School,B,B,C,B
