DISTRICT,CNTYNAME,COUNTY,DA0GS21R,DAD_POST,DASC4X21R,DD1A,DD1AS,DD1B,DD1BS,DD1C,DD1CS,DD1G,DD1S,DD2A,DD2AG,DD2AS,DD2B,DD2BG,DD2BS,DD2G,DD2S,DD3,DD3G,DD3S,DDALLS,DFLALTED,DFLCHART,DFLNEWDIST,DFLRTF,DFLSCD,DISTNAME,DPE0312C,DPE0312P,DPETALLC,DPETECHC,DPETECHP,DPETECOC,DPETECOP,DPETLEPC,DPETLEPP,DPETPTEC,DPETPTEP,DPETSPEC,DPETSPEP,DPETSTEC,DPETSTEP,D_AEABONUS,D_AEABONUS_USED_PCT,D_AEAGRAD_PTS,D_AEASTAAR_PCT,D_AEASTAAR_PTS,D_RATING,REGION,REGNNAME
131001,KENEDY,131,., ,.,58,88,.,.,.,.,B,88,75,B,80,58,B,85,B,85,87,B,82,86,N,N, ,N,Y,KENEDY COUNTY WIDE CSD,.,.,101,0,0.0,51,50.5,4,4.0,.,.,15,14.9,.,.,.,.,.,.,.,B,2,REGION 02: CORPUS CHRISTI
132902,KENT,132,., ,.,63,91,100,100,100,100,A,96,86,A,93,82,A,94,A,94,83,B,85,93,N,N, ,N,Y,JAYTON-GIRARD ISD,.,.,169,0,0.0,68,40.2,0,0.0,.,.,23,13.6,.,.,.,.,.,.,.,A,17,REGION 17: LUBBOCK
133901,KERR,133,64.1,0,63.9,42,73,79,95,100,100,B,87,65,Not Rated: SB 1365,69,61,A,91,A,91,57,C,78,87,N,N,N,N,N,CENTER POINT ISD,377,70.5,535,0,0.0,364,68.0,121,22.6,0,0,90,16.8,0,0,.,.,.,.,.,B,20,REGION 20: SAN ANTONIO
133902,KERR,133,., ,.,64,91,.,.,.,.,A,91,76,B,82,64,A,90,A,90,78,C,78,87,N,N, ,N,Y,HUNT ISD,.,.,208,0,0.0,101,48.6,26,12.5,.,.,24,11.5,.,.,.,.,.,.,.,B,20,REGION 20: SAN ANTONIO
133903,KERR,133,75.5,0,79.9,54,85,53,80,97.7,90,B,84,69,C,79,54,B,85,B,85,86,B,88,86,N,N,N,N,N,KERRVILLE ISD,3577,74.4,4808,0,0.0,2579,53.6,389,8.1,0,0,589,12.3,0,0,.,.,.,.,.,B,20,REGION 20: SAN ANTONIO
133904,KERR,133,98.4,1,98.3,56,87,87,97,100,100,A,94,70,B,80,72,A,94,A,94,100,A,100,96,N,N,N,N,N,INGRAM ISD,849,72.4,1172,0,0.0,810,69.1,200,17.1,355,30.3,175,14.9,0,0,.,.,.,.,.,A,20,REGION 20: SAN ANTONIO
133905,KERR,133,., ,.,47,75,.,.,.,.,C,75,75,B,80,47,C,70,B,80,.,Not Rated,.,80,N,N, ,N,Y,DIVIDE ISD,.,.,32,.,0.0,16,50.0,0,0.0,.,.,7,21.9,.,.,.,.,.,.,.,B,20,REGION 20: SAN ANTONIO
134901,KIMBLE,134,97,0,94.1,47,79,73,93,100,100,B,89,73,B,85,60,A,91,A,91,68,B,82,88,N,N,N,N,N,JUNCTION ISD,436,68.2,639,0,0.0,409,64.0,29,4.5,0,0,88,13.8,0,0,.,.,.,.,.,B,15,REGION 15: SAN ANGELO
135001,KING,135,., ,.,63,91,89,97,100,100,A,95,74,B,84,76,B,85,B,85,100,A,100,97,N,N, ,N,Y,GUTHRIE CSD,.,.,132,0,0.0,26,19.7,4,3.0,.,.,13,9.8,.,.,.,.,.,.,.,A,17,REGION 17: LUBBOCK
136901,KINNEY,136,84.2,0,84.6,50,82,63,91,100,100,B,89,72,B,84,57,A,90,A,90,76,B,85,89,N,N,N,N,N,BRACKETT ISD,381,71.8,531,0,0.0,328,61.8,23,4.3,0,0,80,15.1,0,0,.,.,.,.,.,B,20,REGION 20: SAN ANTONIO
137901,KLEBERG,137,93,0,98.2,32,57,59,89,84,55,Not Rated: SB 1365,69,68,C,76,46,B,82,B,82,29,C,70,78,N,N,N,N,N,KINGSVILLE ISD,2098,75,2799,152,5.4,2223,79.4,99,3.5,0,0,418,14.9,0,0,.,.,.,.,.,C,2,REGION 02: CORPUS CHRISTI
137902,KLEBERG,137,., ,.,56,87,.,.,.,.,B,87,75,B,89,56,A,91,A,91,98,B,89,90,N,N,N,N,N,RICARDO ISD,382,61.4,622,0,0.0,355,57.1,18,2.9,0,0,74,11.9,0,0,.,.,.,.,.,A,2,REGION 02: CORPUS CHRISTI
137903,KLEBERG,137,97.5,0,100,46,78,98,100,100,100,A,91,69,C,79,72,A,94,A,94,70,B,83,91,N,N,N,N,N,RIVIERA ISD,380,79.5,478,193,40.4,326,68.2,7,1.5,0,0,36,7.5,0,0,.,.,.,.,.,A,2,REGION 02: CORPUS CHRISTI
137904,KLEBERG,137,100,0,100,61,90,95,99,100,100,A,96,71,B,82,78,A,94,A,94,88,B,89,94,N,N,N,N,N,SANTA GERTRUDIS ISD,642,82.2,781,0,0.0,336,43.0,9,1.2,0,0,52,6.7,0,0,.,.,.,.,.,A,2,REGION 02: CORPUS CHRISTI
138902,KNOX,138,., ,.,47,75,52,83,100,100,B,83,67,C,76,50,B,82,B,82,94,B,89,85,N,N, ,N,Y,KNOX CITY-O'BRIEN CISD,.,.,228,0,0.0,152,66.7,22,9.6,.,.,39,17.1,.,.,.,.,.,.,.,B,9,REGION 09: WICHITA FALLS
138903,KNOX,138,85.7,0,85.7,50,82,71,93,100,100,A,90,70,B,80,61,A,91,A,91,69,B,82,88,N,N,N,N,N,MUNDAY CISD,257,67.8,379,0,0.0,224,59.1,15,4.0,0,0,58,15.3,0,0,.,.,.,.,.,B,9,REGION 09: WICHITA FALLS
138904,KNOX,138,., ,.,57,86,85,96,100,100,A,93,75,B,85,71,A,92,A,92,100,A,100,95,N,N, ,N,Y,BENJAMIN ISD,.,.,133,0,0.0,100,75.2,2,1.5,.,.,19,14.3,.,.,.,.,.,.,.,A,9,REGION 09: WICHITA FALLS
139905,LAMAR,139,85.7,0,85.3,55,86,58,88,100,100,A,90,71,B,82,57,B,85,B,85,90,A,91,90,N,N,N,N,N,CHISUM ISD,814,71.1,1145,0,0.0,522,45.6,66,5.8,0,0,135,11.8,0,0,.,.,.,.,.,A,8,REGION 08: MT PLEASANT
139909,LAMAR,139,81.6,0,76.1,43,74,60,90,98.4,95,B,85,70,B,80,52,B,89,B,89,64,B,81,87,N,N,N,N,N,PARIS ISD,2613,68.6,3807,0,0.0,2984,78.4,465,12.2,0,0,479,12.6,0,0,.,.,.,.,.,B,8,REGION 08: MT PLEASANT
139911,LAMAR,139,74.7,0,76.2,47,79,53,80,93.3,75,C,79,65,Not Rated: SB 1365,69,50,B,80,B,80,49,C,76,79,N,N,N,N,N,NORTH LAMAR ISD,1729,72.6,2380,0,0.0,1293,54.3,94,3.9,0,0,372,15.6,0,0,.,.,.,.,.,C,8,REGION 08: MT PLEASANT
139912,LAMAR,139,88.7,0,88.7,55,86,72,93,96.3,90,A,90,71,B,82,64,A,91,A,91,62,B,80,88,N,N,N,N,N,PRAIRILAND ISD,791,72.6,1089,0,0.0,565,51.9,34,3.1,0,0,111,10.2,0,0,.,.,.,.,.,B,8,REGION 08: MT PLEASANT
140901,LAMB,140,., ,.,32,57,100,100,100,100,B,83,65,C,73,66,A,91,A,91,65,C,78,87,N,N, ,N,Y,AMHERST ISD,.,.,126,0,0.0,114,90.5,70,55.6,.,.,11,8.7,.,.,.,.,.,.,.,B,17,REGION 17: LUBBOCK
140904,LAMB,140,92, ,91.8,44,75,91,98,100,100,B,89,68,C,76,68,A,93,A,93,62,B,80,89,N,N,N,N,N,LITTLEFIELD ISD,924,74.9,1233,0,0.0,928,75.3,106,8.6,0,0,140,11.4,0,0,.,.,.,.,.,Not Rated: Data Under Review,17,REGION 17: LUBBOCK
140905,LAMB,140,83,0,86.3,41,71,92,98,100,100,B,88,62,Not Rated: SB 1365,59,67,B,89,B,89,56,C,78,86,N,N,N,N,N,OLTON ISD,437,75.1,582,0,0.0,377,64.8,98,16.8,0,0,71,12.2,0,0,.,.,.,.,.,B,17,REGION 17: LUBBOCK
140907,LAMB,140,93.8, ,94.1,46,78,94,99,100,100,A,91,62,Not Rated: SB 1365,59,70,B,89,B,89,58,C,78,87,N,N,N,N,N,SPRINGLAKE-EARTH ISD,226,76.4,296,0,0.0,208,70.3,63,21.3,0,0,34,11.5,0,0,.,.,.,.,.,Not Rated: Data Under Review,17,REGION 17: LUBBOCK
140908,LAMB,140,83.3,1,76.9,55,86,92,98,100,100,A,94,74,B,87,74,A,94,A,94,94,A,95,94,N,N,N,N,N,SUDAN ISD,369,76.4,483,0,0.0,271,56.1,41,8.5,0,0,64,13.3,0,0,.,.,.,.,.,A,17,REGION 17: LUBBOCK
141901,LAMPASAS,141,87.1,1,88.4,52,83,77,94,100,100,A,91,75,B,89,65,A,92,A,92,91,A,92,92,N,N,N,N,N,LAMPASAS ISD,2557,75.1,3403,0,0.0,2054,60.4,131,3.8,0,0,579,17.0,0,0,.,.,.,.,.,A,12,REGION 12: WACO
141902,LAMPASAS,141,100,0,100,36,62,94,99,100,100,B,84,69,C,79,65,A,93,A,93,44,C,74,87,N,N,N,N,N,LOMETA ISD,225,71,317,0,0.0,247,77.9,45,14.2,0,0,36,11.4,0,0,.,.,.,.,.,B,12,REGION 12: WACO
142901,LA SALLE,142,70.7,0,72.7,42,73,64,91,94.1,80,B,82,77,A,90,53,A,90,A,90,62,B,80,87,N,N,N,N,N,COTULLA ISD,885,75.5,1172,0,0.0,1061,90.5,86,7.3,0,0,186,15.9,0,0,.,.,.,.,.,B,20,REGION 20: SAN ANTONIO
143901,LAVACA,143,78.9,0,78.9,56,87,79,95,97.8,90,A,91,76,A,90,68,A,91,A,91,81,B,87,90,N,N,N,N,N,HALLETTSVILLE ISD,871,75.9,1147,0,0.0,457,39.8,37,3.2,0,0,149,13.0,0,0,.,.,.,.,.,A,3,REGION 03: VICTORIA
143902,LAVACA,143,100,1,100,58,88,67,92,100,100,A,92,76,A,90,63,A,91,A,91,90,A,91,92,N,N,N,N,N,MOULTON ISD,204,66.2,308,0,0.0,174,56.5,36,11.7,0,0,55,17.9,0,0,.,.,.,.,.,A,3,REGION 03: VICTORIA
143903,LAVACA,143,92.6,0,94,68,92,66,92,100,100,A,94,74,B,87,67,B,86,B,87,100,A,100,96,N,N,N,N,N,SHINER ISD,518,73.6,704,0,0.0,190,27.0,17,2.4,0,0,96,13.6,0,0,.,.,.,.,.,A,3,REGION 03: VICTORIA
143904,LAVACA,143,., ,.,63,91,.,.,.,.,A,91,75,B,80,63,B,88,B,88,69,C,75,86,N,N, ,N,Y,VYSEHRAD ISD,.,.,111,.,0.0,53,47.7,0,0.0,.,.,8,7.2,.,.,.,.,.,.,.,B,3,REGION 03: VICTORIA
143905,LAVACA,143,., ,.,67,92,.,.,.,.,A,92,89,A,94,67,B,82,A,94,100,A,100,96,N,N, ,N,Y,SWEET HOME ISD,.,.,136,0,0.0,30,22.1,0,0.0,.,.,12,8.8,.,.,.,.,.,.,.,A,3,REGION 03: VICTORIA
143906,LAVACA,143,., ,.,57,86,.,.,.,.,B,86,62,Not Rated: SB 1365,59,57,B,86,B,86,68,C,75,83,N,N, ,N,Y,EZZELL ISD,.,.,94,.,0.0,54,57.4,0,0.0,.,.,6,6.4,.,.,.,.,.,.,.,B,3,REGION 03: VICTORIA
144901,LEE,144,90.2,0,91.5,53,84,63,91,100,100,A,90,76,A,90,58,A,91,A,91,83,B,87,90,N,N,N,N,N,GIDDINGS ISD,1479,77,1920,0,0.0,1315,68.5,423,22.0,0,0,188,9.8,0,0,.,.,.,.,.,A,13,REGION 13: AUSTIN
144902,LEE,144,96,0,86.4,55,86,84,96,100,100,A,93,74,B,87,70,A,91,A,91,82,B,87,91,N,N,N,N,N,LEXINGTON ISD,828,75.8,1093,0,0.0,412,37.7,50,4.6,0,0,145,13.3,0,0,.,.,.,.,.,A,13,REGION 13: AUSTIN
144903,LEE,144,., ,.,38,65,33,65,100,100,C,72,74,B,84,36,Not Rated: SB 1365,69,B,84,19,Not Rated: SB 1365,65,78,N,N, ,N,Y,DIME BOX ISD,.,.,181,0,0.0,126,69.6,27,14.9,.,.,28,15.5,.,.,.,.,.,.,.,C,13,REGION 13: AUSTIN
145901,LEON,145,100,1,100,55,86,98,100,100,100,A,94,74,B,87,77,A,95,A,95,81,B,87,93,N,N,N,N,N,BUFFALO ISD,712,69.5,1024,0,0.0,706,68.9,198,19.3,0,0,113,11.0,0,0,.,.,.,.,.,A,6,REGION 06: HUNTSVILLE
145902,LEON,145,100,0,100,51,82,70,93,96.9,90,B,88,71,B,82,61,A,90,A,90,72,B,83,88,N,N,N,N,N,CENTERVILLE ISD,546,76.8,711,0,0.0,358,50.4,24,3.4,0,0,74,10.4,0,0,.,.,.,.,.,B,6,REGION 06: HUNTSVILLE
145906,LEON,145,91.5,0,94.6,48,80,88,97,100,100,A,91,69,C,79,68,A,92,B,89,63,B,80,88,N,N,N,N,N,NORMANGEE ISD,478,76.5,625,0,0.0,291,46.6,18,2.9,0,0,82,13.1,0,0,.,.,.,.,.,B,6,REGION 06: HUNTSVILLE
145907,LEON,145,93.3,0,92.9,40,70,47,76,100,100,C,78,71,B,82,44,B,81,B,82,69,B,82,82,N,N,N,N,N,OAKWOOD ISD,151,64.8,233,0,0.0,205,88.0,4,1.7,0,0,23,9.9,0,0,.,.,.,.,.,B,6,REGION 06: HUNTSVILLE
145911,LEON,145,87.3,0,90.6,55,86,98,100,97.4,90,A,92,71,B,82,77,A,95,A,95,79,B,86,92,N,N,N,N,N,LEON ISD,517,72.1,717,0,0.0,400,55.8,106,14.8,0,0,67,9.3,0,0,.,.,.,.,.,A,6,REGION 06: HUNTSVILLE
146901,LIBERTY,146,81.8,0,86.8,31,56,60,90,93.6,75,C,73,62,Not Rated: SB 1365,59,46,B,83,B,83,41,C,73,80,N,N,N,N,N,CLEVELAND ISD,7963,73.4,10851,0,0.0,10142,93.5,6216,57.3,0,0,922,8.5,0,0,.,.,.,.,.,B,4,REGION 04: HOUSTON
146902,LIBERTY,146,77.4,0,79.4,39,69,43,73,98.9,95,C,76,61,Not Rated: SB 1365,59,41,C,73,C,73,20,Not Rated: SB 1365,63,72,N,N,N,N,N,DAYTON ISD,4189,74.8,5603,0,0.0,3617,64.6,1207,21.5,0,0,730,13.0,0,0,.,.,.,.,.,C,4,REGION 04: HOUSTON
146903,LIBERTY,146,., ,.,80,95,.,.,.,.,A,95,83,A,93,80,A,94,A,94,99,A,99,96,N,N,N,N,N,DEVERS ISD,133,61.6,216,0,0.0,63,29.2,22,10.2,0,0,19,8.8,0,0,.,.,.,.,.,A,4,REGION 04: HOUSTON
146904,LIBERTY,146,98.6, ,97.1,43,74,93,98,100,100,B,89,65,Not Rated: SB 1365,69,68,A,93,B,89,70,B,83,87,N,N,N,N,N,HARDIN ISD,989,77.3,1280,0,0.0,749,58.5,39,3.0,0,0,143,11.2,0,0,.,.,.,.,.,Not Rated: Data Under Review,5,REGION 05: BEAUMONT
146905,LIBERTY,146,92.9,0,96.3,31,56,57,86,100,100,C,77,68,C,76,44,B,80,B,80,44,C,74,78,N,N,N,N,N,HULL-DAISETTA ISD,318,73.4,433,0,0.0,332,76.7,9,2.1,0,0,69,15.9,0,0,.,.,.,.,.,C,5,REGION 05: BEAUMONT
146906,LIBERTY,146,85.7,0,83.1,45,76,63,91,95.6,85,B,84,73,B,85,54,B,88,B,88,59,C,78,85,N,N,N,N,N,LIBERTY ISD,1646,73.4,2244,0,0.0,1400,62.4,439,19.6,0,0,311,13.9,0,0,.,.,.,.,.,B,5,REGION 05: BEAUMONT
146907,LIBERTY,146,89,0,89.7,49,81,72,93,97.7,90,B,88,71,B,82,61,A,90,A,90,71,B,83,88,N,N,N,N,N,TARKINGTON ISD,1309,72.4,1809,0,0.0,902,49.9,97,5.4,0,0,272,15.0,0,0,.,.,.,.,.,B,4,REGION 04: HOUSTON
147901,LIMESTONE,147,100,0,100,50,82,100,100,100,100,A,93,69,C,79,75,A,95,A,95,82,B,87,93,N,N,N,N,N,COOLIDGE ISD,212,70.2,302,0,0.0,248,82.1,36,11.9,0,0,58,19.2,0,0,.,.,.,.,.,A,12,REGION 12: WACO
147902,LIMESTONE,147,88.9,0,91.3,42,73,44,73,98.1,95,C,77,76,A,90,43,C,75,A,90,34,C,71,84,N,N,N,N,N,GROESBECK ISD,1153,74.7,1543,0,0.0,996,64.5,84,5.4,0,0,196,12.7,0,0,.,.,.,.,.,B,12,REGION 12: WACO
147903,LIMESTONE,147,91.4,0,92.3,37,65,69,92,95,85,B,80,71,B,82,53,A,90,A,90,40,C,73,85,N,N,N,N,N,MEXIA ISD,1317,71,1855,0,0.0,1561,84.2,370,19.9,0,0,272,14.7,0,0,.,.,.,.,.,B,12,REGION 12: WACO
148901,LIPSCOMB,148,76.5,0,76.5,58,88,65,91,100,100,A,92,76,A,90,62,A,92,A,92,84,B,88,91,N,N,N,N,N,BOOKER ISD,255,71.8,355,0,0.0,252,71.0,118,33.2,0,0,35,9.9,0,0,.,.,.,.,.,A,16,REGION 16: AMARILLO
148902,LIPSCOMB,148,., ,.,44,72,84,96,100,100,B,87,60,Not Rated: SB 1365,66,64,B,88,B,88,66,C,79,85,N,N, ,N,Y,FOLLETT ISD,.,.,176,0,0.0,102,58.0,17,9.7,.,.,27,15.3,.,.,.,.,.,.,.,B,16,REGION 16: AMARILLO
148905,LIPSCOMB,148,., ,.,26,52,81,95,100,100,C,79,59,Not Rated: SB 1365,65,54,B,84,B,84,44,C,74,81,N,N, ,N,Y,DARROUZETT ISD,.,.,149,0,0.0,94,63.1,32,21.5,.,.,22,14.8,.,.,.,.,.,.,.,B,16,REGION 16: AMARILLO
149901,LIVE OAK,149,97.2,1,95.7,60,90,69,92,97.5,90,A,91,74,B,87,65,A,92,A,92,90,A,91,92,N,N,N,N,N,GEORGE WEST ISD,734,70.8,1036,0,0.0,581,56.1,44,4.2,0,0,118,11.4,0,0,.,.,.,.,.,A,2,REGION 02: CORPUS CHRISTI
149902,LIVE OAK,149,80.5,0,72.7,48,80,40,71,100,100,B,80,66,C,70,44,C,78,C,78,45,C,75,79,N,N,N,N,N,THREE RIVERS ISD,435,75.9,573,0,0.0,381,66.5,28,4.9,0,0,86,15.0,0,0,.,.,.,.,.,C,2,REGION 02: CORPUS CHRISTI
150901,LLANO,150,95.9,1,100,51,82,87,97,100,100,B,89,74,B,87,69,A,93,A,93,78,B,86,91,N,N,N,N,N,LLANO ISD,1340,71.2,1881,0,0.0,1228,65.3,229,12.2,0,0,236,12.5,0,0,.,.,.,.,.,A,13,REGION 13: AUSTIN
152504,LUBBOCK,152,., ,.,71,93,.,.,.,.,A,93,93,A,97,71,C,73,A,97,100,A,100,98,N,N, ,N,Y,TEXAS TECH UNIVERSITY K-12,.,.,977,.,0.0,0,0.0,0,0.0,.,.,1,0.1,.,.,.,.,.,.,.,A,17,REGION 17: LUBBOCK
152802,LUBBOCK,152,., ,.,70,93,.,.,.,.,A,93,84,A,91,70,A,93,A,93,100,A,100,95,N,Y, ,N,Y,RISE ACADEMY,.,.,305,0,0.0,260,85.2,0,0.0,.,.,39,12.8,.,.,.,.,.,.,.,A,17,REGION 17: LUBBOCK
152803,LUBBOCK,152,., ,.,29,79,32,91,95,85,B,85,57,C,76,.,Not Rated,.,C,76,11,C,71,87,Y,Y, ,N,Y,TRIUMPH PUBLIC HIGH SCHOOLS-LUBBOCK,.,.,178,0,0.0,155,87.1,4,2.2,.,.,29,16.3,.,.,6,93,5,41,1,Not Rated: Data Under Review,17,REGION 17: LUBBOCK
152806,LUBBOCK,152,., ,.,25,51,.,.,.,.,Not Rated: SB 1365,51,58,Not Rated: SB 1365,57,25,Not Rated: SB 1365,51,Not Rated: SB 1365,57,33,Not Rated: SB 1365,64,59,N,Y, ,N,Y,BETTY M CONDRA SCHOOL FOR EDUCATION INNOVATION,.,.,185,0,0.0,134,72.4,0,0.0,.,.,85,45.9,.,.,.,.,.,.,.,Not Rated: SB 1365,17,REGION 17: LUBBOCK
152901,LUBBOCK,152,78.9,0,82.2,44,75,76,94,92.7,70,B,82,68,C,76,60,A,91,B,89,72,B,83,87,N,N,N,N,N,LUBBOCK ISD,18410,72.1,25551,275,1.1,18436,72.2,1511,5.9,0,0,3453,13.5,0,0,.,.,.,.,.,B,17,REGION 17: LUBBOCK
152902,LUBBOCK,152,95.6,1,97.7,46,78,96,99,100,100,B,89,72,B,84,71,A,94,A,94,68,B,82,89,N,N,N,N,N,NEW DEAL ISD,551,76,725,0,0.0,511,70.5,27,3.7,0,0,61,8.4,0,0,.,.,.,.,.,B,17,REGION 17: LUBBOCK
152903,LUBBOCK,152,96.8,0,96.8,41,71,85,96,100,100,B,87,72,B,84,63,A,92,A,92,51,C,76,87,N,N,N,N,N,SLATON ISD,918,71.8,1279,0,0.0,959,75.0,57,4.5,0,0,219,17.1,0,0,.,.,.,.,.,B,17,REGION 17: LUBBOCK
152906,LUBBOCK,152,83.8, ,85.4,58,88,86,97,100,100,A,94,75,B,89,72,A,92,A,92,96,A,96,95,N,N,N,N,N,LUBBOCK-COOPER ISD,5663,74.8,7575,0,0.0,2819,37.2,286,3.8,0,0,843,11.1,0,0,.,.,.,.,.,Not Rated: Data Under Review,17,REGION 17: LUBBOCK
152907,LUBBOCK,152,96.4,1,97.6,57,87,78,95,99,95,A,92,72,B,84,68,A,92,A,92,90,A,91,92,N,N,N,N,N,FRENSHIP ISD,8032,74,10860,0,0.0,5252,48.4,506,4.7,0,0,1112,10.2,0,0,.,.,.,.,.,A,17,REGION 17: LUBBOCK
152908,LUBBOCK,152,83.6,0,83.8,41,71,81,95,98.5,95,B,85,67,C,73,61,A,92,B,89,54,C,77,85,N,N,N,N,N,ROOSEVELT ISD,847,76.3,1110,0,0.0,861,77.6,49,4.4,0,0,157,14.1,0,0,.,.,.,.,.,B,17,REGION 17: LUBBOCK
152909,LUBBOCK,152,99.1,1,99.1,65,91,100,100,100,100,A,96,68,C,76,83,A,95,A,95,100,A,100,97,N,N,N,N,N,SHALLOWATER ISD,1267,72.6,1745,0,0.0,636,36.4,57,3.3,0,0,154,8.8,892,51.1,.,.,.,.,.,A,17,REGION 17: LUBBOCK
152910,LUBBOCK,152,69.7,1,73.4,64,91,89,97,100,100,A,95,77,A,90,77,A,93,A,93,92,A,93,94,N,N,N,N,N,IDALOU ISD,743,74.1,1003,0,0.0,324,32.3,26,2.6,0,0,108,10.8,0,0,.,.,.,.,.,A,17,REGION 17: LUBBOCK
153903,LYNN,153,., ,.,42,71,100,100,100,100,B,88,71,B,81,71,A,92,A,92,66,C,79,88,N,N, ,N,Y,O'DONNELL ISD,.,.,296,0,0.0,206,69.6,18,6.1,.,.,41,13.9,.,.,.,.,.,.,.,B,17,REGION 17: LUBBOCK
153904,LYNN,153,94.3,1,94.1,51,82,89,97,100,100,A,92,73,B,85,70,A,93,A,93,92,A,93,93,N,N,N,N,N,TAHOKA ISD,422,70.7,597,0,0.0,367,61.5,14,2.3,0,0,83,13.9,0,0,.,.,.,.,.,A,17,REGION 17: LUBBOCK
153905,LYNN,153,., ,.,69,92,79,95,100,100,A,95,78,B,88,74,B,81,B,88,100,A,100,97,N,N, ,N,Y,NEW HOME ISD,.,.,586,0,0.0,77,13.1,11,1.9,.,.,25,4.3,.,.,.,.,.,.,.,A,17,REGION 17: LUBBOCK
153907,LYNN,153,., ,.,40,69,75,94,100,100,B,85,67,C,76,58,B,87,B,87,56,C,76,84,N,N, ,N,Y,WILSON ISD,.,.,126,23,18.3,105,83.3,9,7.1,.,.,16,12.7,.,.,.,.,.,.,.,B,17,REGION 17: LUBBOCK
154901,MADISON,154,98.6, ,100,55,86,96,99,100,100,A,94,73,B,85,76,A,95,A,95,88,B,89,93,N,N,N,N,N,MADISONVILLE CISD,1669,72.1,2315,0,0.0,1700,73.4,399,17.2,0,0,222,9.6,0,0,.,.,.,.,.,Not Rated: Data Under Review,6,REGION 06: HUNTSVILLE
154903,MADISON,154,., ,.,56,85,100,100,96.4,90,A,92,68,C,78,78,A,94,A,94,84,B,85,91,N,N, ,N,Y,NORTH ZULCH ISD,.,.,315,0,0.0,200,63.5,7,2.2,.,.,38,12.1,.,.,.,.,.,.,.,A,6,REGION 06: HUNTSVILLE
155901,MARION,155,87.5,0,88.6,37,65,44,73,98.9,95,C,74,60,Not Rated: SB 1365,58,41,C,75,C,75,21,Not Rated: SB 1365,64,72,N,N,N,N,N,JEFFERSON ISD,885,76.3,1160,0,0.0,858,74.0,15,1.3,0,0,214,18.4,0,0,.,.,.,.,.,C,8,REGION 08: MT PLEASANT
156902,MARTIN,156,100, ,98,48,80,100,100,98.5,95,A,91,74,B,87,74,A,94,A,94,59,C,78,89,N,N,N,N,N,STANTON ISD,799,72.6,1101,0,0.0,622,56.5,110,10.0,0,0,103,9.4,0,0,.,.,.,.,.,Not Rated: Data Under Review,18,REGION 18: MIDLAND
156905,MARTIN,156,., ,.,68,92,86,97,100,100,A,96,75,B,85,77,B,85,B,85,100,A,100,97,N,N, ,N,Y,GRADY ISD,.,.,249,0,0.0,49,19.7,13,5.2,.,.,11,4.4,.,.,.,.,.,.,.,A,18,REGION 18: MIDLAND
157901,MASON,157,90.5,1,90.5,65,91,93,98,100,100,A,96,76,A,90,79,A,95,A,95,81,B,87,93,N,N,N,N,N,MASON ISD,550,72.8,755,0,0.0,383,50.7,76,10.1,0,0,69,9.1,0,0,.,.,.,.,.,A,15,REGION 15: SAN ANGELO
158901,MATAGORDA,158,87,0,90.8,41,71,88,97,94.3,80,B,83,74,B,87,65,A,93,A,93,49,C,76,88,N,N,N,N,N,BAY CITY ISD,2530,72.1,3508,35,1.0,2778,79.2,569,16.2,0,0,383,10.9,0,0,.,.,.,.,.,B,3,REGION 03: VICTORIA
158902,MATAGORDA,158,81.8,0,83.1,59,89,64,91,98.6,95,A,91,78,A,91,62,A,91,A,91,82,B,87,90,N,N,N,N,N,TIDEHAVEN ISD,710,70.5,1007,0,0.0,595,59.1,90,8.9,0,0,94,9.3,0,0,.,.,.,.,.,A,3,REGION 03: VICTORIA
158904,MATAGORDA,158,., ,.,44,72,.,.,.,.,C,72,71,C,74,44,C,77,C,77,40,Not Rated: SB 1365,66,74,N,N, ,N,Y,MATAGORDA ISD,.,.,101,0,0.0,73,72.3,5,5.0,.,.,12,11.9,.,.,.,.,.,.,.,C,3,REGION 03: VICTORIA
158905,MATAGORDA,158,92.2,0,95.4,49,81,62,91,95.5,85,B,86,70,B,80,56,A,90,A,90,68,B,82,88,N,N,N,N,N,PALACIOS ISD,966,73.2,1320,0,0.0,930,70.5,221,16.7,0,0,169,12.8,0,0,.,.,.,.,.,B,3,REGION 03: VICTORIA
158906,MATAGORDA,158,87.1,0,88.4,50,82,47,76,100,100,B,83,78,A,91,49,B,80,A,91,70,B,83,89,N,N,N,N,N,VAN VLECK ISD,834,77.4,1077,0,0.0,596,55.3,30,2.8,0,0,100,9.3,0,0,.,.,.,.,.,B,3,REGION 03: VICTORIA
159901,MAVERICK,159,81.9,0,82.9,45,76,43,73,97.7,90,C,78,83,A,93,44,B,80,A,93,37,C,72,87,N,N,N,N,N,EAGLE PASS ISD,10024,75,13358,0,0.0,11099,83.1,5735,42.9,0,0,1434,10.7,0,0,.,.,.,.,.,B,20,REGION 20: SAN ANTONIO
160901,MCCULLOCH,160,90.6,0,91.7,49,81,66,92,100,100,B,89,72,B,84,58,A,91,A,91,84,B,88,90,N,N,N,N,N,BRADY ISD,714,74.4,960,0,0.0,666,69.4,34,3.5,0,0,126,13.1,0,0,.,.,.,.,.,A,15,REGION 15: SAN ANGELO
