DISTRICT,CNTYNAME,COUNTY,DA0GS21R,DAD_POST,DASC4X21R,DD1A,DD1AS,DD1B,DD1BS,DD1C,DD1CS,DD1G,DD1S,DD2A,DD2AG,DD2AS,DD2B,DD2BG,DD2BS,DD2G,DD2S,DD3,DD3G,DD3S,DDALLS,DFLALTED,DFLCHART,DFLNEWDIST,DFLRTF,DFLSCD,DISTNAME,DPE0312C,DPE0312P,DPETALLC,DPETECHC,DPETECHP,DPETECOC,DPETECOP,DPETLEPC,DPETLEPP,DPETPTEC,DPETPTEP,DPETSPEC,DPETSPEP,DPETSTEC,DPETSTEP,D_AEABONUS,D_AEABONUS_USED_PCT,D_AEAGRAD_PTS,D_AEASTAAR_PCT,D_AEASTAAR_PTS,D_RATING,REGION,REGNNAME
112907,HOPKINS,112,., ,.,53,80,84,96,100,100,A,90,79,B,89,69,A,91,A,91,95,A,90,91,N,N, ,N,Y,MILLER GROVE ISD,.,.,299,0,0.0,160,53.5,16,5.4,.,.,34,11.4,.,.,.,.,.,.,.,A,8,REGION 08: MT PLEASANT
112908,HOPKINS,112,., ,.,46,74,70,93,100,100,B,87,72,B,82,58,B,86,B,86,65,C,78,84,N,N, ,N,Y,COMO-PICKTON CISD,.,.,724,0,0.0,473,65.3,171,23.6,.,.,121,16.7,.,.,.,.,.,.,.,B,8,REGION 08: MT PLEASANT
112909,HOPKINS,112,., ,.,52,79,89,97,100,100,A,90,77,B,87,71,A,92,A,92,86,B,86,90,N,N, ,N,Y,SALTILLO ISD,.,.,244,0,0.0,145,59.4,35,14.3,.,.,32,13.1,.,.,.,.,.,.,.,A,8,REGION 08: MT PLEASANT
112910,HOPKINS,112,., ,.,48,76,60,90,100,100,B,86,70,B,80,54,B,80,B,80,61,C,77,83,N,N, ,N,Y,SULPHUR BLUFF ISD,.,.,202,0,0.0,91,45.0,10,5.0,.,.,28,13.9,.,.,.,.,.,.,.,B,8,REGION 08: MT PLEASANT
113901,HOUSTON,113,86.4,0,86.3,36,62,49,77,98.8,95,C,75,66,C,70,43,B,80,B,80,49,C,76,79,N,N,N,N,N,CROCKETT ISD,889,74.7,1190,0,0.0,1101,92.5,229,19.2,0,0,143,12.0,0,0,.,.,.,.,.,C,6,REGION 06: HUNTSVILLE
113902,HOUSTON,113,75.6,0,78.9,44,75,66,92,100,100,B,87,74,B,87,55,B,89,B,89,66,B,81,87,N,N,N,N,N,GRAPELAND ISD,432,68.5,631,0,0.0,403,63.9,5,0.8,0,0,94,14.9,0,0,.,.,.,.,.,B,6,REGION 06: HUNTSVILLE
113903,HOUSTON,113,100,0,100,55,86,66,92,100,100,A,91,77,A,90,61,A,90,A,90,76,B,85,89,N,N,N,N,N,LOVELADY ISD,389,77.2,504,0,0.0,267,53.0,4,0.8,0,0,74,14.7,0,0,.,.,.,.,.,B,6,REGION 06: HUNTSVILLE
113905,HOUSTON,113,83.8,0,82.4,49,81,76,94,97.1,90,B,88,71,B,82,63,A,91,A,91,80,B,86,90,N,N,N,N,N,LATEXO ISD,350,71.7,488,0,0.0,236,48.4,25,5.1,0,0,63,12.9,0,0,.,.,.,.,.,A,6,REGION 06: HUNTSVILLE
113906,HOUSTON,113,., ,.,52,79,63,91,100,100,B,88,86,A,93,58,B,86,A,93,100,A,100,95,N,N, ,N,Y,KENNARD ISD,.,.,246,0,0.0,152,61.8,1,0.4,.,.,39,15.9,.,.,.,.,.,.,.,A,6,REGION 06: HUNTSVILLE
114901,HOWARD,114,65.4,0,69.7,40,70,33,64,83.7,55,Not Rated: SB 1365,65,69,C,79,37,C,70,C,79,28,Not Rated: SB 1365,69,76,N,N,N,N,N,BIG SPRING ISD,2716,74.8,3629,0,0.0,2684,74.0,227,6.3,0,0,588,16.2,0,0,.,.,.,.,.,C,18,REGION 18: MIDLAND
114902,HOWARD,114,94.4,0,95.7,41,71,52,79,100,100,B,80,69,C,79,47,Not Rated: SB 1365,67,C,79,55,C,77,79,N,N,N,N,N,COAHOMA ISD,779,71.9,1084,0,0.0,410,37.8,31,2.9,0,0,115,10.6,0,0,.,.,.,.,.,C,18,REGION 18: MIDLAND
114904,HOWARD,114,95.1,0,92.9,53,84,73,93,100,100,A,91,79,A,91,63,B,85,A,91,88,B,89,90,N,N,N,N,N,FORSAN ISD,565,74,764,0,0.0,258,33.8,18,2.4,0,0,59,7.7,0,0,.,.,.,.,.,A,18,REGION 18: MIDLAND
115901,HUDSPETH,115,86.4,0,86.4,41,71,73,93,100,100,B,86,80,A,92,57,A,91,A,92,68,B,82,89,N,N,N,N,N,FT HANCOCK ISD,305,76.3,400,0,0.0,353,88.3,239,59.8,0,0,38,9.5,0,0,.,.,.,.,.,B,19,REGION 19: EL PASO
115902,HUDSPETH,115,., ,.,43,72,63,91,96.4,90,B,83,80,A,90,53,B,84,A,90,61,C,77,86,N,N, ,N,Y,SIERRA BLANCA ISD,.,.,118,0,0.0,91,77.1,3,2.5,.,.,19,16.1,.,.,.,.,.,.,.,B,19,REGION 19: EL PASO
115903,HUDSPETH,115,., ,.,51,78,60,90,100,100,B,87,80,A,90,56,B,86,A,90,.,Not Rated,.,90,N,N, ,N,Y,DELL CITY ISD,.,.,66,0,0.0,51,77.3,16,24.2,.,.,10,15.2,.,.,.,.,.,.,.,A,19,REGION 19: EL PASO
116901,HUNT,116,99.3,1,99.3,60,90,92,98,99.2,95,A,94,74,B,87,76,A,93,A,93,98,A,98,95,N,N,N,N,N,CADDO MILLS ISD,1639,73.6,2227,0,0.0,779,35.0,108,4.8,0,0,312,14.0,0,0,.,.,.,.,.,A,10,REGION 10: RICHARDSON
116902,HUNT,116,92.3,0,92.1,50,82,92,98,100,100,B,89,70,B,80,71,A,93,B,89,80,B,86,88,N,N,N,N,N,CELESTE ISD,349,72.3,483,0,0.0,266,55.1,27,5.6,0,0,75,15.5,0,0,.,.,.,.,.,B,10,REGION 10: RICHARDSON
116903,HUNT,116,84.9,0,85.2,36,62,84,96,97.2,90,B,81,66,C,70,60,A,91,B,89,40,C,73,84,N,N,N,N,N,COMMERCE ISD,1068,74.2,1440,0,0.0,1024,71.1,155,10.8,0,0,228,15.8,0,0,.,.,.,.,.,B,10,REGION 10: RICHARDSON
116905,HUNT,116,88.3,0,85.8,35,60,50,78,99.2,95,C,74,68,C,76,43,C,78,C,78,30,C,70,76,N,N,N,N,N,GREENVILLE ISD,3778,71,5320,0,0.0,3990,75.0,1302,24.5,95,1.8,744,14.0,0,0,.,.,.,.,.,C,10,REGION 10: RICHARDSON
116906,HUNT,116,95.1,0,92.8,51,82,88,97,100,100,A,92,78,A,91,70,A,92,A,92,90,A,91,92,N,N,N,N,N,LONE OAK ISD,770,75.1,1025,0,0.0,494,48.2,35,3.4,0,0,169,16.5,0,0,.,.,.,.,.,A,10,REGION 10: RICHARDSON
116908,HUNT,116,75.3,0,77.5,42,73,48,76,97.4,90,C,78,71,B,82,45,B,80,B,82,43,C,74,80,N,N,N,N,N,QUINLAN ISD,1900,73.8,2575,0,0.0,1897,73.7,444,17.2,0,0,384,14.9,0,0,.,.,.,.,.,B,10,REGION 10: RICHARDSON
116909,HUNT,116,95.3,0,97.6,50,82,95,99,100,100,A,92,68,C,76,73,A,93,A,93,59,C,78,89,N,N,N,N,N,WOLFE CITY ISD,513,73.2,701,0,0.0,371,52.9,58,8.3,0,0,83,11.8,0,0,.,.,.,.,.,B,10,REGION 10: RICHARDSON
116910,HUNT,116,96.4,0,100,29,55,46,75,100,100,C,72,70,B,80,38,Not Rated: SB 1365,68,B,80,10,Not Rated: SB 1365,51,71,N,N,N,N,N,CAMPBELL ISD,221,72.9,303,0,0.0,191,63.0,41,13.5,0,0,69,22.8,0,0,.,.,.,.,.,C,10,REGION 10: RICHARDSON
116915,HUNT,116,96.2,0,96.2,55,86,62,91,100,100,A,91,75,B,89,59,B,89,B,89,87,B,89,90,N,N,N,N,N,BLAND ISD,564,74.1,761,0,0.0,388,51.0,152,20.0,0,0,114,15.0,0,0,.,.,.,.,.,A,10,REGION 10: RICHARDSON
116916,HUNT,116,91.9,1,91.9,42,73,84,96,100,100,B,88,64,Not Rated: SB 1365,65,63,A,92,A,92,57,C,78,88,N,N,N,N,N,BOLES ISD,404,76.4,529,0,0.0,527,99.6,30,5.7,0,0,77,14.6,0,0,.,.,.,.,.,B,10,REGION 10: RICHARDSON
117901,HUTCHINSON,117,78.7,0,83.5,51,82,50,78,98.9,95,B,83,73,B,85,51,B,81,B,85,65,B,81,84,N,N,N,N,N,BORGER ISD,1810,72.6,2493,0,0.0,1370,55.0,277,11.1,0,0,336,13.5,0,0,.,.,.,.,.,B,16,REGION 16: AMARILLO
117903,HUTCHINSON,117,78.3,0,78.3,46,78,52,79,98.3,95,B,82,70,B,80,49,C,73,B,80,57,C,78,81,N,N,N,N,N,SANFORD-FRITCH ISD,518,74.9,692,0,0.0,280,40.5,4,0.6,0,0,103,14.9,0,0,.,.,.,.,.,B,16,REGION 16: AMARILLO
117904,HUTCHINSON,117,86.3,0,85.3,49,81,95,99,100,100,A,92,72,B,84,72,A,93,A,93,72,B,83,90,N,N,N,N,N,PLEMONS-STINNETT-PHILLIPS CISD,462,74.4,621,0,0.0,282,45.4,8,1.3,0,0,106,17.1,0,0,.,.,.,.,.,A,16,REGION 16: AMARILLO
117907,HUTCHINSON,117,., ,.,49,77,.,.,100,100,C,77,81,A,91,49,C,75,A,91,57,C,77,87,N,N, ,N,Y,SPRING CREEK ISD,.,.,96,0,0.0,42,43.8,6,6.3,.,.,13,13.5,.,.,.,.,.,.,.,B,16,REGION 16: AMARILLO
118902,IRION,118,83.3,0,87,60,90,79,95,100,100,A,94,80,A,92,70,A,91,A,92,96,A,96,95,N,N,N,N,N,IRION COUNTY ISD,224,67.1,334,0,0.0,130,38.9,6,1.8,0,0,41,12.3,0,0,.,.,.,.,.,A,15,REGION 15: SAN ANGELO
119901,JACK,119,., ,.,57,86,81,95,100,100,A,92,80,A,90,69,A,91,A,91,94,B,89,91,N,N, ,N,Y,BRYSON ISD,.,.,252,0,0.0,148,58.7,8,3.2,.,.,25,9.9,.,.,.,.,.,.,.,A,9,REGION 09: WICHITA FALLS
119902,JACK,119,89.5,0,89.5,44,75,79,95,100,100,B,88,61,Not Rated: SB 1365,59,62,B,89,B,89,59,C,78,86,N,N,N,N,N,JACKSBORO ISD,816,75.8,1077,0,0.0,739,68.6,162,15.0,0,0,149,13.8,0,0,.,.,.,.,.,B,9,REGION 09: WICHITA FALLS
119903,JACK,119,96.3,0,96.3,51,82,89,97,100,100,A,92,76,A,90,70,A,93,A,93,74,B,84,90,N,N,N,N,N,PERRIN-WHITT CISD,250,77.6,322,0,0.0,166,51.6,8,2.5,0,0,45,14.0,0,0,.,.,.,.,.,A,9,REGION 09: WICHITA FALLS
120901,JACKSON,120,94.7,1,95.7,52,83,62,91,100,100,A,90,76,A,90,57,A,90,A,90,85,B,88,89,N,N,N,N,N,EDNA ISD,1120,72.3,1549,0,0.0,948,61.2,154,9.9,0,0,187,12.1,0,0,.,.,.,.,.,B,3,REGION 03: VICTORIA
120902,JACKSON,120,95.6,0,95.6,49,81,62,91,100,100,B,89,71,B,82,56,B,88,B,88,72,B,83,87,N,N,N,N,N,GANADO ISD,545,74,736,0,0.0,414,56.3,79,10.7,0,0,58,7.9,0,0,.,.,.,.,.,B,3,REGION 03: VICTORIA
120905,JACKSON,120,83.5,1,84.1,69,92,75,94,100,100,A,94,82,A,93,72,A,91,A,93,100,A,100,96,N,N,N,N,N,INDUSTRIAL ISD,887,76.7,1156,0,0.0,372,32.2,21,1.8,0,0,102,8.8,0,0,.,.,.,.,.,A,3,REGION 03: VICTORIA
121902,JASPER,121,95.5,0,95.2,56,87,77,94,100,100,A,92,80,A,92,67,A,92,A,92,71,B,83,89,N,N,N,N,N,BROOKELAND ISD,269,72.9,369,0,0.0,187,50.7,0,0.0,0,0,47,12.7,0,0,.,.,.,.,.,B,5,REGION 05: BEAUMONT
121903,JASPER,121,79.6,0,79.6,48,80,49,77,97.3,90,B,81,67,C,73,49,C,75,C,75,57,C,78,80,N,N,N,N,N,BUNA ISD,1087,73.3,1483,0,0.0,682,46.0,7,0.5,0,0,196,13.2,0,0,.,.,.,.,.,B,5,REGION 05: BEAUMONT
121904,JASPER,121,91.6,0,91.7,30,56,39,70,96.6,90,Not Rated: SB 1365,68,63,Not Rated: SB 1365,60,35,Not Rated: SB 1365,69,Not Rated: SB 1365,69,19,Not Rated: SB 1365,63,67,N,N,N,N,N,JASPER ISD,1658,76.5,2166,0,0.0,1734,80.1,205,9.5,0,0,293,13.5,0,0,.,.,.,.,.,Not Rated: SB 1365,5,REGION 05: BEAUMONT
121905,JASPER,121,95.2,0,94.2,46,78,54,82,97.7,90,B,82,66,C,70,50,B,85,B,85,60,C,79,83,N,N,N,N,N,KIRBYVILLE CISD,1077,74.3,1450,0,0.0,1003,69.2,29,2.0,0,0,213,14.7,0,0,.,.,.,.,.,B,5,REGION 05: BEAUMONT
121906,JASPER,121,85.7,0,90.9,47,79,60,90,100,100,B,88,85,A,94,54,C,78,A,94,72,B,83,91,N,N,N,N,N,EVADALE ISD,305,76.8,397,0,0.0,158,39.8,7,1.8,0,0,47,11.8,0,0,.,.,.,.,.,A,5,REGION 05: BEAUMONT
122901,JEFF DAVIS,122,., ,.,39,67,54,85,100,100,B,81,71,B,81,47,C,76,B,81,54,C,76,80,N,N, ,N,Y,FT DAVIS ISD,.,.,176,0,0.0,91,51.7,19,10.8,.,.,23,13.1,.,.,.,.,.,.,.,B,18,REGION 18: MIDLAND
122902,JEFF DAVIS,122,., ,.,60,90,.,.,100,100,A,90,64,C,72,60,A,90,A,90,.,Not Rated,.,90,N,N, ,N,Y,VALENTINE ISD,.,.,35,0,0.0,21,60.0,5,14.3,.,.,4,11.4,.,.,.,.,.,.,.,A,18,REGION 18: MIDLAND
123803,JEFFERSON,123,47.2,0,75,36,62,14,45,94.7,80,Not Rated: SB 1365,59,81,B,89,25,Not Rated: SB 1365,56,B,89,33,C,71,84,N,Y,N,N,N,TEKOA ACADEMY OF ACCELERATED STUDIES STEM SCHOOL,192,52.5,366,0,0.0,331,90.4,0,0.0,0,0,7,1.9,50,13.7,.,.,.,.,.,B,5,REGION 05: BEAUMONT
123805,JEFFERSON,123,., ,.,50,77,.,.,.,.,C,77,73,C,77,50,B,86,B,86,64,C,74,82,N,Y, ,N,Y,EHRHART SCHOOL,.,.,507,0,0.0,445,87.8,298,58.8,.,.,48,9.5,.,.,.,.,.,.,.,B,5,REGION 05: BEAUMONT
123807,JEFFERSON,123,100,1,100,49,81,65,91,100,100,B,89,82,A,93,57,A,91,A,93,86,B,88,92,N,Y,N,N,N,BOB HOPE SCHOOL,1410,59.7,2362,0,0.0,2070,87.6,1068,45.2,0,0,89,3.8,0,0,.,.,.,.,.,A,5,REGION 05: BEAUMONT
123905,JEFFERSON,123,99.7,1,99.4,58,88,58,88,97.8,90,B,88,78,A,91,58,B,86,A,91,84,B,88,90,N,N,N,N,N,NEDERLAND ISD,3749,75.2,4983,0,0.0,2281,45.8,560,11.2,0,0,614,12.3,0,0,.,.,.,.,.,A,5,REGION 05: BEAUMONT
123907,JEFFERSON,123,84.6,0,84.7,31,56,47,76,86.9,60,Not Rated: SB 1365,65,72,B,84,39,C,74,B,84,20,Not Rated: SB 1365,63,78,N,N,N,N,N,PORT ARTHUR ISD,5434,69.3,7840,354,4.5,6633,84.6,2214,28.2,0,0,807,10.3,0,0,.,.,.,.,.,C,5,REGION 05: BEAUMONT
123908,JEFFERSON,123,82.9,0,82.8,49,81,48,76,99.7,95,B,82,68,C,76,49,C,71,C,76,54,C,77,81,N,N,N,N,N,PORT NECHES-GROVES ISD,3971,76.6,5186,0,0.0,2043,39.4,391,7.5,0,0,553,10.7,0,0,.,.,.,.,.,B,5,REGION 05: BEAUMONT
123910,JEFFERSON,123,69.8,0,72.6,29,55,38,69,86.3,60,Not Rated: SB 1365,62,67,C,73,34,Not Rated: SB 1365,67,C,73,11,Not Rated: SB 1365,53,67,N,N,N,N,N,BEAUMONT ISD,11974,71.6,16729,0,0.0,13658,81.6,2349,14.0,285,1.7,1533,9.2,0,0,.,.,.,.,.,Not Rated: SB 1365,5,REGION 05: BEAUMONT
123913,JEFFERSON,123,., ,.,56,85,66,92,100,100,A,91,78,B,88,61,B,86,B,88,80,B,84,89,N,N, ,N,Y,SABINE PASS ISD,.,.,365,0,0.0,188,51.5,7,1.9,.,.,11,3.0,.,.,.,.,.,.,.,B,5,REGION 05: BEAUMONT
123914,JEFFERSON,123,99.2,0,99.2,47,79,47,76,96.9,90,B,80,66,C,70,47,Not Rated: SB 1365,69,C,70,44,C,74,78,N,N,N,N,N,HAMSHIRE-FANNETT ISD,1494,76.5,1953,0,0.0,747,38.2,113,5.8,0,0,219,11.2,0,0,.,.,.,.,.,C,5,REGION 05: BEAUMONT
124901,JIM HOGG,124,79.7,1,81.2,46,78,86,97,98.8,95,B,89,80,A,92,66,A,93,A,93,76,B,85,91,N,N,N,N,N,JIM HOGG COUNTY ISD,797,74.1,1076,0,0.0,939,87.3,76,7.1,0,0,114,10.6,0,0,.,.,.,.,.,A,1,REGION 01: EDINBURG
125901,JIM WELLS,125,82.7,0,82.3,33,58,36,67,94.2,80,Not Rated: SB 1365,66,71,B,82,35,Not Rated: SB 1365,69,B,82,20,Not Rated: SB 1365,63,76,N,N,N,N,N,ALICE ISD,3252,74.6,4359,178,4.1,3690,84.7,116,2.7,0,0,565,13.0,0,0,.,.,.,.,.,C,2,REGION 02: CORPUS CHRISTI
125902,JIM WELLS,125,97.1,0,91.7,38,67,82,96,95.9,85,B,82,69,C,79,60,A,91,A,91,69,B,82,88,N,N,N,N,N,BEN BOLT-PALITO BLANCO ISD,368,74.3,495,0,0.0,397,80.2,15,3.0,0,0,53,10.7,0,0,.,.,.,.,.,B,2,REGION 02: CORPUS CHRISTI
125903,JIM WELLS,125,91.4,0,90.4,53,84,87,97,98.4,95,A,91,70,B,80,70,A,93,A,93,94,A,95,94,N,N,N,N,N,ORANGE GROVE ISD,1325,74.9,1770,0,0.0,1061,59.9,45,2.5,0,0,212,12.0,0,0,.,.,.,.,.,A,2,REGION 02: CORPUS CHRISTI
125905,JIM WELLS,125,83.3,0,87.8,35,60,98,100,100,100,B,84,76,A,90,67,A,93,A,93,51,C,76,88,N,N,N,N,N,PREMONT ISD,468,67.3,695,192,27.6,641,92.2,49,7.1,0,0,143,20.6,0,0,.,.,.,.,.,B,2,REGION 02: CORPUS CHRISTI
125906,JIM WELLS,125,., ,.,47,75,.,.,.,.,C,75,85,A,92,47,C,75,A,92,81,C,78,88,N,N, ,N,Y,LA GLORIA ISD,.,.,94,.,0.0,54,57.4,0,0.0,.,.,11,11.7,.,.,.,.,.,.,.,B,2,REGION 02: CORPUS CHRISTI
126901,JOHNSON,126,72.3,0,72.7,43,74,45,74,98.1,95,C,78,61,Not Rated: SB 1365,59,44,C,75,C,75,30,C,70,76,N,N,N,N,N,ALVARADO ISD,2734,76.1,3595,0,0.0,2091,58.2,822,22.9,0,0,353,9.8,0,0,.,.,.,.,.,C,11,REGION 11: FORT WORTH
126902,JOHNSON,126,80.9,0,83.1,51,82,60,90,96.7,90,B,87,71,B,82,56,C,76,B,82,72,B,83,86,N,N,N,N,N,BURLESON ISD,9931,78.2,12693,213,1.7,4113,32.4,910,7.2,0,0,1436,11.3,0,0,.,.,.,.,.,B,11,REGION 11: FORT WORTH
126903,JOHNSON,126,66.5,0,71.3,41,71,73,93,94.7,80,B,82,69,C,79,57,A,91,B,89,51,C,76,85,N,N,N,N,N,CLEBURNE ISD,5143,73.1,7036,0,0.0,4952,70.4,1569,22.3,0,0,821,11.7,0,0,.,.,.,.,.,B,11,REGION 11: FORT WORTH
126904,JOHNSON,126,82.1,0,82.1,61,90,74,94,100,100,A,94,72,B,84,68,A,91,A,91,84,B,88,92,N,N,N,N,N,GRANDVIEW ISD,1016,74.5,1364,0,0.0,534,39.1,76,5.6,0,0,172,12.6,0,0,.,.,.,.,.,A,11,REGION 11: FORT WORTH
126905,JOHNSON,126,98.9,1,98.6,56,87,59,89,98.7,95,B,89,75,B,89,58,B,89,B,89,93,A,94,91,N,N,N,N,N,JOSHUA ISD,4383,74.8,5862,0,0.0,3118,53.2,744,12.7,0,0,665,11.3,0,0,.,.,.,.,.,A,11,REGION 11: FORT WORTH
126906,JOHNSON,126,88.5,0,96.1,50,82,63,91,98.7,95,B,88,73,B,85,57,A,90,A,90,79,B,86,89,N,N,N,N,N,KEENE ISD,785,77.3,1016,0,0.0,676,66.5,188,18.5,0,0,109,10.7,0,0,.,.,.,.,.,B,11,REGION 11: FORT WORTH
126907,JOHNSON,126,66,0,68.6,46,78,64,91,100,100,B,88,75,B,89,55,B,89,B,89,68,B,82,87,N,N,N,N,N,RIO VISTA ISD,588,72,817,0,0.0,516,63.2,43,5.3,0,0,97,11.9,0,0,.,.,.,.,.,B,11,REGION 11: FORT WORTH
126908,JOHNSON,126,86.7,0,87.4,37,65,62,91,96.1,90,B,80,65,Not Rated: SB 1365,69,50,B,86,B,86,45,C,75,83,N,N,N,N,N,VENUS ISD,1734,75.4,2300,0,0.0,1729,75.2,661,28.7,0,0,248,10.8,0,0,.,.,.,.,.,B,11,REGION 11: FORT WORTH
126911,JOHNSON,126,85.7, ,87.8,42,73,72,93,98.6,95,B,85,64,Not Rated: SB 1365,65,57,B,82,B,82,48,C,75,82,N,N,N,N,N,GODLEY ISD,1889,72.7,2598,0,0.0,1063,40.9,317,12.2,0,0,334,12.9,0,0,.,.,.,.,.,Not Rated: Data Under Review,11,REGION 11: FORT WORTH
127901,JONES,127,78.9,0,88,45,76,79,95,100,100,B,88,72,B,84,62,A,91,B,89,64,B,81,87,N,N,N,N,N,ANSON ISD,526,71.2,739,0,0.0,462,62.5,22,3.0,0,0,101,13.7,0,0,.,.,.,.,.,B,14,REGION 14: ABILENE
127903,JONES,127,93.1,0,100,39,69,90,98,100,100,B,87,63,Not Rated: SB 1365,60,65,A,92,B,89,48,C,75,85,N,N,N,N,N,HAMLIN COLLEGIATE ISD,295,68.6,430,0,0.0,293,68.1,20,4.7,117,27.2,55,12.8,0,0,.,.,.,.,.,B,14,REGION 14: ABILENE
127904,JONES,127,71.2,0,71.2,43,74,40,71,100,100,C,78,70,B,80,42,Not Rated: SB 1365,69,B,80,19,Not Rated: SB 1365,63,75,N,N,N,N,N,HAWLEY ISD,561,73.3,765,0,0.0,397,51.9,3,0.4,0,0,107,14.0,0,0,.,.,.,.,.,C,14,REGION 14: ABILENE
127905,JONES,127,83.3, ,83.3,47,79,90,98,100,100,A,91,73,B,85,69,A,94,A,94,68,B,82,90,N,N,N,N,N,LUEDERS-AVOCA ISD,72,75,96,0,0.0,79,82.3,0,0.0,0,0,24,25.0,0,0,.,.,.,.,.,A,14,REGION 14: ABILENE
127906,JONES,127,86.7,0,86.7,52,83,93,98,100,100,A,92,68,C,76,73,A,94,A,94,67,B,82,90,N,N,N,N,N,STAMFORD ISD,454,73.2,620,0,0.0,412,66.5,25,4.0,0,0,76,12.3,0,0,.,.,.,.,.,A,14,REGION 14: ABILENE
128901,KARNES,128,81.8,0,80.6,42,73,71,93,95.9,85,B,83,74,B,87,57,A,91,A,91,33,C,71,85,N,N,N,N,N,KARNES CITY ISD,768,73.3,1048,0,0.0,740,70.6,67,6.4,0,0,153,14.6,0,0,.,.,.,.,.,B,20,REGION 20: SAN ANTONIO
128902,KARNES,128,86.3,0,93.8,41,71,47,76,94.1,80,C,75,80,A,92,44,B,80,A,92,52,C,76,87,N,N,N,N,N,KENEDY ISD,531,72.4,733,0,0.0,605,82.5,51,7.0,0,0,106,14.5,0,0,.,.,.,.,.,B,3,REGION 03: VICTORIA
128903,KARNES,128,69.2,0,69.2,28,54,54,82,100,100,C,74,57,Not Rated: SB 1365,57,41,C,78,C,78,38,C,73,77,N,N,N,N,N,RUNGE ISD,152,70,217,0,0.0,187,86.2,2,0.9,0,0,36,16.6,0,0,.,.,.,.,.,C,3,REGION 03: VICTORIA
128904,KARNES,128,100,1,96,71,93,92,98,100,100,A,96,80,A,92,82,A,94,A,94,100,A,100,97,N,N,N,N,N,FALLS CITY ISD,307,71.7,428,0,0.0,103,24.1,11,2.6,0,0,35,8.2,0,0,.,.,.,.,.,A,20,REGION 20: SAN ANTONIO
129901,KAUFMAN,129,95,0,92.6,44,75,56,85,99.3,95,B,83,70,B,80,50,B,81,B,81,75,B,85,84,N,N,N,N,N,CRANDALL ISD,4089,75.2,5439,0,0.0,3119,57.3,950,17.5,0,0,723,13.3,0,0,.,.,.,.,.,B,10,REGION 10: RICHARDSON
129902,KAUFMAN,129,88.5,0,89.2,47,79,47,76,98.8,95,B,81,71,B,82,47,Not Rated: SB 1365,65,B,82,62,B,80,81,N,N,N,N,N,FORNEY ISD,10933,76.4,14314,0,0.0,5088,35.5,1644,11.5,0,0,1709,11.9,0,0,.,.,.,.,.,B,10,REGION 10: RICHARDSON
129903,KAUFMAN,129,96.1,1,95.8,50,82,90,98,99.7,95,B,89,75,B,89,70,A,94,A,94,70,B,83,91,N,N,N,N,N,KAUFMAN ISD,3062,74.8,4093,0,0.0,3144,76.8,978,23.9,0,0,478,11.7,0,0,.,.,.,.,.,A,10,REGION 10: RICHARDSON
129904,KAUFMAN,129,88.1,0,94.4,39,69,49,77,97.9,90,C,76,67,C,73,44,C,76,C,76,57,C,78,77,N,N,N,N,N,KEMP ISD,1249,73.9,1689,0,0.0,1093,64.7,286,16.9,0,0,267,15.8,0,0,.,.,.,.,.,C,10,REGION 10: RICHARDSON
129905,KAUFMAN,129,98.8,0,99.6,52,83,83,96,99.6,95,A,91,74,B,87,68,A,93,A,93,77,B,85,91,N,N,N,N,N,MABANK ISD,2682,73.4,3653,0,0.0,2433,66.6,246,6.7,0,0,495,13.6,0,0,.,.,.,.,.,A,10,REGION 10: RICHARDSON
129906,KAUFMAN,129,81.7,0,83.3,34,59,84,96,94.2,80,C,78,64,Not Rated: SB 1365,65,59,A,91,B,89,40,C,73,84,N,N,N,N,N,TERRELL ISD,3617,72.9,4962,0,0.0,3711,74.8,1227,24.7,0,0,567,11.4,0,0,.,.,.,.,.,B,10,REGION 10: RICHARDSON
129910,KAUFMAN,129,85.7,0,89,54,85,54,82,98.8,95,B,86,75,B,89,54,C,79,B,89,71,B,83,87,N,N,N,N,N,SCURRY-ROSSER ISD,863,79.7,1083,0,0.0,455,42.0,89,8.2,0,0,151,13.9,0,0,.,.,.,.,.,B,10,REGION 10: RICHARDSON
130801,KENDALL,130,0, ,0,37,65,21,52,90.5,65,Not Rated: SB 1365,60,.,Not Rated,.,29,Not Rated: SB 1365,60,Not Rated: SB 1365,60,.,Not Rated,.,60,N,Y,N,N,N,MEADOWLAND CHARTER DISTRICT,75,94.9,79,0,0.0,69,87.3,5,6.3,0,0,35,44.3,0,0,.,.,.,.,.,Not Rated: SB 1365,20,REGION 20: SAN ANTONIO
130901,KENDALL,130,91.6,0,91.7,65,91,71,93,99.2,95,A,93,76,A,90,68,B,80,A,90,96,A,96,94,N,N,N,N,N,BOERNE ISD,7924,77.2,10268,0,0.0,1734,16.9,632,6.2,0,0,1303,12.7,0,0,.,.,.,.,.,A,20,REGION 20: SAN ANTONIO
130902,KENDALL,130,91.8,0,90.7,43,74,65,91,98.9,95,B,85,69,C,79,54,B,85,B,85,59,C,78,83,N,N,N,N,N,COMFORT ISD,797,74.7,1067,0,0.0,557,52.2,168,15.7,0,0,158,14.8,0,0,.,.,.,.,.,B,13,REGION 13: AUSTIN
