DISTRICT,DD3G,DD3S,COUNTY,CNTYNAME,DDALLS,D_RATING,DFLALTED,DFLCHART,DFLNEWDIST,DISTNAME,REGION,REGNNAME,DD2G,DD2S,DD2AG,DD2AS,DD2BG,DD2BS,DD1G,DD1S,DPE0312C,DPE0312P,DPETALLC,DPETECHC,DPETECHP,DPETECOC,DPETLEPC,DPETLEPP,DPETPTEC,DPETPTEP,DPETSPEC,DPETSPEP,DPETSTEC,DPETSTEP
111902,C,79.0,111,HOOD,82.0,B,N,N,N,LIPAN ISD,11,REGION 11: FORT WORTH,B,82.0,D,68.0,B,82.0,B,83.0,333,71.5,466,0,0.0,255,20,4.3,0,0.0,47,10.1,0,0.0
111903,D,67.0,111,HOOD,76.0,C,N,N,N,TOLAR ISD,11,REGION 11: FORT WORTH,C,71.0,D,68.0,C,71.0,B,80.0,662,75.8,873,0,0.0,313,5,0.6,0,0.0,97,11.1,0,0.0
112901,C,72.0,112,HOPKINS,80.0,B,N,N,N,SULPHUR SPRINGS ISD,8,REGION 08: MT PLEASANT,B,83.0,D,68.0,B,83.0,C,78.0,3198,73.4,4355,0,0.0,2838,685,15.7,0,0.0,647,14.9,0,0.0
112905,D,69.0,112,HOPKINS,73.0,C,N,N,N,CUMBY COLLEGIATE ISD,8,REGION 08: MT PLEASANT,D,69.0,D,63.0,D,69.0,C,74.0,298,69.3,430,0,0.0,242,20,4.7,61,14.2,73,17.0,0,0.0
112906,B,88.0,112,HOPKINS,89.0,B,N,N,N,NORTH HOPKINS ISD,8,REGION 08: MT PLEASANT,A,90.0,C,72.0,A,90.0,B,88.0,379,73.4,516,0,0.0,316,73,14.1,0,0.0,65,12.6,0,0.0
112907,C,79.0,112,HOPKINS,84.0,B,N,N,N,MILLER GROVE ISD,8,REGION 08: MT PLEASANT,B,81.0,F,57.0,B,81.0,B,86.0,213,67.2,317,0,0.0,152,14,4.4,0,0.0,41,12.9,0,0.0
112908,B,82.0,112,HOPKINS,79.0,C,N,N,N,COMO-PICKTON CISD,8,REGION 08: MT PLEASANT,C,77.0,D,65.0,C,77.0,C,78.0,551,75.5,730,0,0.0,471,178,24.4,0,0.0,128,17.5,0,0.0
112909,A,92.0,112,HOPKINS,87.0,B,N,N,N,SALTILLO ISD,8,REGION 08: MT PLEASANT,B,84.0,B,82.0,B,84.0,B,85.0,179,72.2,248,0,0.0,144,28,11.3,0,0.0,36,14.5,0,0.0
112910,B,85.0,112,HOPKINS,84.0,B,N,N,N,SULPHUR BLUFF ISD,8,REGION 08: MT PLEASANT,B,83.0,C,75.0,B,83.0,B,84.0,170,75.6,225,0,0.0,125,12,5.3,0,0.0,27,12.0,0,0.0
113901,F,52.0,113,HOUSTON,61.0,D,N,N,N,CROCKETT ISD,6,REGION 06: HUNTSVILLE,D,65.0,F,59.0,D,65.0,D,61.0,891,74.1,1203,0,0.0,1073,228,19.0,0,0.0,166,13.8,0,0.0
113902,F,50.0,113,HOUSTON,65.0,D,N,N,N,GRAPELAND ISD,6,REGION 06: HUNTSVILLE,D,68.0,D,67.0,D,68.0,C,71.0,421,69.0,610,0,0.0,384,3,0.5,0,0.0,87,14.3,0,0.0
113903,B,82.0,113,HOUSTON,84.0,B,N,N,N,LOVELADY ISD,6,REGION 06: HUNTSVILLE,B,84.0,C,72.0,B,84.0,B,85.0,413,77.1,536,0,0.0,263,7,1.3,0,0.0,72,13.4,0,0.0
113905,C,75.0,113,HOUSTON,77.0,C,N,N,N,LATEXO ISD,6,REGION 06: HUNTSVILLE,C,78.0,C,78.0,C,73.0,C,76.0,350,70.6,496,0,0.0,280,29,5.8,0,0.0,65,13.1,0,0.0
113906,B,81.0,113,HOUSTON,82.0,B,N,N,N,KENNARD ISD,6,REGION 06: HUNTSVILLE,B,83.0,F,57.0,B,83.0,B,82.0,165,64.0,258,0,0.0,172,1,0.4,0,0.0,45,17.4,0,0.0
114901,C,72.0,114,HOWARD,75.0,C,N,N,N,BIG SPRING ISD,18,REGION 18: MIDLAND,C,76.0,C,73.0,C,76.0,C,70.0,2594,73.9,3508,0,0.0,2559,232,6.6,0,0.0,644,18.4,0,0.0
114902,D,63.0,114,HOWARD,70.0,C,N,N,N,COAHOMA ISD,18,REGION 18: MIDLAND,C,71.0,C,71.0,F,59.0,C,73.0,775,71.0,1092,0,0.0,431,38,3.5,0,0.0,132,12.1,0,0.0
114904,B,83.0,114,HOWARD,82.0,B,N,N,N,FORSAN ISD,18,REGION 18: MIDLAND,C,74.0,C,72.0,C,74.0,B,81.0,560,74.5,752,0,0.0,295,24,3.2,0,0.0,64,8.5,0,0.0
115901,C,75.0,115,HUDSPETH,76.0,C,N,N,N,FT HANCOCK ISD,19,REGION 19: EL PASO,C,76.0,C,72.0,C,76.0,C,70.0,292,77.9,375,0,0.0,336,229,61.1,0,0.0,42,11.2,0,0.0
115902,A,90.0,115,HUDSPETH,80.0,B,N,N,N,SIERRA BLANCA ISD,19,REGION 19: EL PASO,C,76.0,D,65.0,C,76.0,C,74.0,79,68.1,116,0,0.0,97,10,8.6,0,0.0,23,19.8,0,0.0
115903,C,77.0,115,HUDSPETH,81.0,B,N,N,N,DELL CITY ISD,19,REGION 19: EL PASO,B,82.0,F,58.0,B,82.0,B,83.0,46,75.4,61,0,0.0,49,17,27.9,0,0.0,12,19.7,0,0.0
116901,B,82.0,116,HUNT,87.0,B,N,N,N,CADDO MILLS ISD,10,REGION 10: RICHARDSON,C,77.0,C,75.0,C,77.0,B,89.0,1914,72.6,2636,0,0.0,792,150,5.7,0,0.0,430,16.3,0,0.0
116902,B,87.0,116,HUNT,86.0,B,N,N,N,CELESTE ISD,10,REGION 10: RICHARDSON,B,86.0,B,82.0,B,86.0,B,86.0,368,71.0,518,0,0.0,318,27,5.2,0,0.0,89,17.2,0,0.0
116903,C,77.0,116,HUNT,75.0,C,N,N,N,COMMERCE ISD,10,REGION 10: RICHARDSON,C,74.0,C,71.0,C,74.0,C,70.0,1117,73.9,1511,0,0.0,1132,192,12.7,0,0.0,262,17.3,0,0.0
116905,D,61.0,116,HUNT,64.0,D,N,N,N,GREENVILLE ISD,10,REGION 10: RICHARDSON,D,64.0,D,61.0,D,64.0,D,65.0,3828,70.7,5417,0,0.0,4073,1454,26.8,101,1.9,806,14.9,0,0.0
116906,B,86.0,116,HUNT,85.0,B,N,N,N,LONE OAK ISD,10,REGION 10: RICHARDSON,B,84.0,B,84.0,B,83.0,B,85.0,810,74.9,1082,0,0.0,490,41,3.8,0,0.0,173,16.0,0,0.0
116908,D,69.0,116,HUNT,74.0,C,N,N,N,QUINLAN ISD,10,REGION 10: RICHARDSON,C,76.0,D,66.0,C,76.0,C,71.0,2017,72.5,2781,0,0.0,2120,542,19.5,0,0.0,447,16.1,0,0.0
116909,B,87.0,116,HUNT,87.0,B,N,N,N,WOLFE CITY ISD,10,REGION 10: RICHARDSON,B,87.0,C,75.0,B,87.0,B,85.0,525,73.0,719,0,0.0,419,74,10.3,0,0.0,99,13.8,0,0.0
116910,D,68.0,116,HUNT,65.0,D,N,N,N,CAMPBELL ISD,10,REGION 10: RICHARDSON,D,61.0,D,61.0,F,59.0,D,63.0,214,72.5,295,0,0.0,198,45,15.3,0,0.0,65,22.0,0,0.0
116915,B,82.0,116,HUNT,85.0,B,N,N,N,BLAND ISD,10,REGION 10: RICHARDSON,B,86.0,C,76.0,B,86.0,B,85.0,566,73.3,772,0,0.0,473,175,22.7,0,0.0,124,16.1,0,0.0
116916,B,80.0,116,HUNT,80.0,B,N,N,N,BOLES ISD,10,REGION 10: RICHARDSON,C,79.0,C,75.0,C,79.0,B,80.0,420,76.8,547,0,0.0,327,34,6.2,0,0.0,85,15.5,0,0.0
117901,C,71.0,117,HUTCHINSON,77.0,C,N,N,N,BORGER ISD,16,REGION 16: AMARILLO,B,80.0,C,70.0,B,80.0,C,78.0,1812,73.4,2470,0,0.0,1469,257,10.4,0,0.0,366,14.8,0,0.0
117903,D,66.0,117,HUTCHINSON,72.0,C,N,N,N,SANFORD-FRITCH ISD,16,REGION 16: AMARILLO,C,72.0,D,61.0,C,72.0,C,75.0,521,75.7,688,0,0.0,337,4,0.6,0,0.0,115,16.7,0,0.0
117904,B,85.0,117,HUTCHINSON,84.0,B,N,N,N,PLEMONS-STINNETT-PHILLIPS CISD,16,REGION 16: AMARILLO,C,77.0,D,67.0,C,77.0,B,84.0,431,75.2,573,0,0.0,223,8,1.4,0,0.0,94,16.4,0,0.0
117907,F,45.0,117,HUTCHINSON,59.0,F,N,N,N,SPRING CREEK ISD,16,REGION 16: AMARILLO,F,59.0,F,59.0,F,58.0,D,65.0,64,69.6,92,0,0.0,36,6,6.5,0,0.0,14,15.2,0,0.0
118902,B,87.0,118,IRION,90.0,A,N,N,N,IRION COUNTY ISD,15,REGION 15: SAN ANGELO,B,86.0,C,76.0,B,86.0,A,91.0,218,65.5,333,0,0.0,122,7,2.1,0,0.0,50,15.0,0,0.0
119901,B,83.0,119,JACK,85.0,B,N,N,N,BRYSON ISD,9,REGION 09: WICHITA FALLS,B,85.0,C,72.0,B,85.0,B,86.0,188,72.6,259,0,0.0,145,7,2.7,0,0.0,28,10.8,0,0.0
119902,C,75.0,119,JACK,81.0,B,N,N,N,JACKSBORO ISD,9,REGION 09: WICHITA FALLS,B,83.0,C,72.0,B,83.0,C,79.0,824,76.4,1079,0,0.0,734,168,15.6,0,0.0,160,14.8,0,0.0
119903,B,88.0,119,JACK,87.0,B,N,N,N,PERRIN-WHITT CISD,9,REGION 09: WICHITA FALLS,B,83.0,C,79.0,B,83.0,B,86.0,237,74.3,319,0,0.0,162,10,3.1,0,0.0,46,14.4,0,0.0
120901,C,78.0,120,JACKSON,81.0,B,N,N,N,EDNA ISD,3,REGION 03: VICTORIA,B,82.0,C,73.0,B,82.0,B,81.0,1124,71.6,1570,0,0.0,973,146,9.3,0,0.0,221,14.1,0,0.0
120902,C,74.0,120,JACKSON,78.0,C,N,N,N,GANADO ISD,3,REGION 03: VICTORIA,C,78.0,C,71.0,C,78.0,C,79.0,525,74.3,707,0,0.0,375,90,12.7,0,0.0,57,8.1,0,0.0
120905,A,92.0,120,JACKSON,91.0,A,N,N,N,INDUSTRIAL ISD,3,REGION 03: VICTORIA,B,88.0,B,85.0,B,88.0,A,90.0,901,76.0,1185,0,0.0,423,28,2.4,0,0.0,118,10.0,0,0.0
121902,C,76.0,121,JASPER,81.0,B,N,N,N,BROOKELAND ISD,5,REGION 05: BEAUMONT,B,83.0,C,78.0,B,83.0,C,77.0,260,76.2,341,0,0.0,209,0,0.0,0,0.0,40,11.7,0,0.0
121903,C,72.0,121,JASPER,78.0,C,N,N,N,BUNA ISD,5,REGION 05: BEAUMONT,C,74.0,C,73.0,C,74.0,B,80.0,1060,72.0,1473,0,0.0,703,8,0.5,0,0.0,256,17.4,0,0.0
121904,D,64.0,121,JASPER,64.0,D,N,N,N,JASPER ISD,5,REGION 05: BEAUMONT,D,64.0,D,63.0,D,64.0,D,61.0,1642,74.3,2209,0,0.0,1841,205,9.3,0,0.0,317,14.4,0,0.0
121905,D,66.0,121,JASPER,74.0,C,N,N,N,KIRBYVILLE CISD,5,REGION 05: BEAUMONT,C,77.0,D,66.0,C,77.0,C,74.0,1086,72.4,1499,0,0.0,973,39,2.6,0,0.0,268,17.9,0,0.0
121906,B,80.0,121,JASPER,86.0,B,N,N,N,EVADALE ISD,5,REGION 05: BEAUMONT,B,88.0,B,88.0,C,75.0,C,78.0,283,76.3,371,0,0.0,165,7,1.9,0,0.0,43,11.6,0,0.0
122901,C,72.0,122,JEFF DAVIS,81.0,B,N,N,N,FT DAVIS ISD,18,REGION 18: MIDLAND,B,85.0,B,85.0,C,70.0,C,74.0,143,78.1,183,0,0.0,108,28,15.3,0,0.0,23,12.6,0,0.0
122902,B,87.0,122,JEFF DAVIS,86.0,B,N,N,N,VALENTINE ISD,18,REGION 18: MIDLAND,B,85.0,D,62.0,B,85.0,B,83.0,35,79.5,44,0,0.0,21,3,6.8,0,0.0,6,13.6,0,0.0
123803,B,87.0,123,JEFFERSON,91.0,A,N,Y,N,TEKOA ACADEMY OF ACCELERATED STUDIES STEM SCHOOL,5,REGION 05: BEAUMONT,A,93.0,A,93.0,C,76.0,C,72.0,157,46.6,337,0,0.0,317,0,0.0,0,0.0,10,3.0,52,15.4
123805,A,92.0,123,JEFFERSON,87.0,B,N,Y,N,EHRHART SCHOOL,5,REGION 05: BEAUMONT,B,85.0,B,81.0,B,85.0,C,76.0,338,63.9,529,0,0.0,468,312,59.0,0,0.0,53,10.0,0,0.0
123807,C,75.0,123,JEFFERSON,80.0,B,N,Y,N,BOB HOPE SCHOOL,5,REGION 05: BEAUMONT,B,82.0,B,81.0,B,82.0,C,77.0,1476,63.8,2313,138,6.0,2081,1075,46.5,17,0.7,119,5.1,0,0.0
123905,B,81.0,123,JEFFERSON,82.0,B,N,N,N,NEDERLAND ISD,5,REGION 05: BEAUMONT,B,83.0,C,76.0,B,83.0,B,82.0,3750,74.9,5006,0,0.0,2476,683,13.6,0,0.0,682,13.6,0,0.0
123907,D,65.0,123,JEFFERSON,67.0,D,N,N,N,PORT ARTHUR ISD,5,REGION 05: BEAUMONT,D,68.0,D,68.0,D,65.0,F,59.0,5524,69.2,7988,381,4.8,6890,2491,31.2,0,0.0,872,10.9,0,0.0
123908,C,72.0,123,JEFFERSON,75.0,C,N,N,N,PORT NECHES-GROVES ISD,5,REGION 05: BEAUMONT,C,74.0,C,74.0,C,71.0,C,76.0,4007,76.7,5222,0,0.0,2471,473,9.1,0,0.0,637,12.2,0,0.0
123910,D,66.0,123,JEFFERSON,66.0,D,N,N,N,BEAUMONT ISD,5,REGION 05: BEAUMONT,D,66.0,D,66.0,D,62.0,D,60.0,11843,70.9,16704,0,0.0,13643,2537,15.2,295,1.8,1709,10.2,0,0.0
123913,B,86.0,123,JEFFERSON,83.0,B,N,N,N,SABINE PASS ISD,5,REGION 05: BEAUMONT,B,82.0,B,82.0,C,78.0,B,80.0,293,79.2,370,0,0.0,218,6,1.6,0,0.0,10,2.7,0,0.0
123914,C,76.0,123,JEFFERSON,77.0,C,N,N,N,HAMSHIRE-FANNETT ISD,5,REGION 05: BEAUMONT,C,78.0,C,78.0,C,72.0,C,76.0,1557,75.6,2060,0,0.0,920,145,7.0,0,0.0,245,11.9,0,0.0
124901,C,79.0,124,JIM HOGG,82.0,B,N,N,N,JIM HOGG COUNTY ISD,1,REGION 01: EDINBURG,B,83.0,D,67.0,B,83.0,C,76.0,811,75.9,1069,0,0.0,919,72,6.7,0,0.0,131,12.3,0,0.0
125901,D,67.0,125,JIM WELLS,69.0,D,N,N,N,ALICE ISD,2,REGION 02: CORPUS CHRISTI,C,75.0,C,75.0,D,67.0,D,62.0,3332,74.0,4502,200,4.4,3741,120,2.7,0,0.0,645,14.3,0,0.0
125902,C,76.0,125,JIM WELLS,76.0,C,N,N,N,BEN BOLT-PALITO BLANCO ISD,2,REGION 02: CORPUS CHRISTI,C,76.0,C,73.0,C,76.0,C,74.0,363,73.8,492,0,0.0,403,19,3.9,31,6.3,64,13.0,0,0.0
125903,B,84.0,125,JIM WELLS,88.0,B,N,N,N,ORANGE GROVE ISD,2,REGION 02: CORPUS CHRISTI,B,89.0,C,77.0,B,89.0,B,86.0,1310,75.0,1746,0,0.0,1105,53,3.0,0,0.0,208,11.9,0,0.0
125905,C,75.0,125,JIM WELLS,79.0,C,N,N,N,PREMONT ISD,2,REGION 02: CORPUS CHRISTI,B,81.0,F,56.0,B,81.0,B,80.0,518,68.4,757,209,27.6,673,60,7.9,0,0.0,168,22.2,0,0.0
125906,D,66.0,125,JIM WELLS,71.0,C,N,N,N,LA GLORIA ISD,2,REGION 02: CORPUS CHRISTI,C,73.0,C,73.0,C,72.0,C,70.0,46,45.1,102,0,0.0,74,0,0.0,0,0.0,18,17.6,0,0.0
126901,D,68.0,126,JOHNSON,70.0,C,N,N,N,ALVARADO ISD,11,REGION 11: FORT WORTH,C,71.0,D,65.0,C,71.0,C,70.0,2815,75.2,3744,0,0.0,2556,907,24.2,0,0.0,390,10.4,0,0.0
126902,B,83.0,126,JOHNSON,82.0,B,N,N,N,BURLESON ISD,11,REGION 11: FORT WORTH,C,79.0,C,79.0,C,74.0,B,81.0,9974,78.0,12795,176,1.4,5297,1007,7.9,0,0.0,1620,12.7,0,0.0
126903,C,73.0,126,JOHNSON,74.0,C,N,N,N,CLEBURNE ISD,11,REGION 11: FORT WORTH,C,75.0,C,71.0,C,75.0,C,72.0,5178,71.8,7207,0,0.0,5146,1662,23.1,0,0.0,891,12.4,0,0.0
126904,B,84.0,126,JOHNSON,86.0,B,N,N,N,GRANDVIEW ISD,11,REGION 11: FORT WORTH,B,84.0,B,84.0,B,82.0,B,87.0,1063,75.9,1400,0,0.0,545,84,6.0,0,0.0,193,13.8,0,0.0
126905,B,81.0,126,JOHNSON,82.0,B,N,N,N,JOSHUA ISD,11,REGION 11: FORT WORTH,B,82.0,C,79.0,B,82.0,B,83.0,4385,74.6,5879,0,0.0,2996,807,13.7,0,0.0,762,13.0,0,0.0
126906,B,80.0,126,JOHNSON,81.0,B,N,N,N,KEENE ISD,11,REGION 11: FORT WORTH,B,82.0,C,74.0,B,82.0,C,79.0,809,77.6,1043,0,0.0,702,223,21.4,0,0.0,136,13.0,0,0.0
126907,C,76.0,126,JOHNSON,79.0,C,N,N,N,RIO VISTA ISD,11,REGION 11: FORT WORTH,B,80.0,B,80.0,C,78.0,C,79.0,672,71.2,944,0,0.0,545,42,4.4,0,0.0,116,12.3,0,0.0
126908,F,54.0,126,JOHNSON,63.0,D,N,N,N,VENUS ISD,11,REGION 11: FORT WORTH,D,67.0,D,66.0,D,67.0,D,63.0,1718,74.4,2310,0,0.0,1820,683,29.6,0,0.0,254,11.0,0,0.0
126911,C,71.0,126,JOHNSON,77.0,C,N,N,N,GODLEY ISD,11,REGION 11: FORT WORTH,C,79.0,C,79.0,C,73.0,C,79.0,2029,72.4,2802,0,0.0,1284,359,12.8,0,0.0,388,13.8,0,0.0
127901,C,73.0,127,JONES,77.0,C,N,N,N,ANSON ISD,14,REGION 14: ABILENE,C,79.0,D,67.0,C,79.0,C,77.0,534,71.0,752,0,0.0,468,20,2.7,0,0.0,106,14.1,0,0.0
127903,C,79.0,127,JONES,78.0,C,N,N,N,HAMLIN COLLEGIATE ISD,14,REGION 14: ABILENE,C,78.0,D,64.0,C,78.0,C,78.0,278,68.8,404,0,0.0,290,22,5.4,118,29.2,60,14.9,0,0.0
127904,D,67.0,127,JONES,71.0,C,N,N,N,HAWLEY ISD,14,REGION 14: ABILENE,D,68.0,D,68.0,D,66.0,C,72.0,606,74.4,815,0,0.0,430,4,0.5,0,0.0,142,17.4,0,0.0
127905,F,59.0,127,JONES,69.0,D,N,N,N,LUEDERS-AVOCA ISD,14,REGION 14: ABILENE,C,73.0,D,61.0,C,73.0,C,72.0,62,61.4,101,0,0.0,80,1,1.0,0,0.0,23,22.8,0,0.0
127906,B,80.0,127,JONES,83.0,B,N,N,N,STAMFORD ISD,14,REGION 14: ABILENE,B,84.0,C,74.0,B,84.0,B,83.0,431,71.4,604,0,0.0,381,28,4.6,0,0.0,87,14.4,0,0.0
128901,F,41.0,128,KARNES,53.0,F,N,N,N,KARNES CITY ISD,20,REGION 20: SAN ANTONIO,F,58.0,F,56.0,F,58.0,F,58.0,3967,82.2,4827,0,0.0,2921,248,5.1,0,0.0,452,9.4,0,0.0
128902,D,62.0,128,KARNES,69.0,D,N,N,N,KENEDY ISD,3,REGION 03: VICTORIA,C,72.0,D,66.0,C,72.0,D,68.0,514,70.7,727,0,0.0,606,49,6.7,0,0.0,122,16.8,0,0.0
128903,F,50.0,128,KARNES,56.0,F,N,N,N,RUNGE ISD,3,REGION 03: VICTORIA,F,59.0,F,50.0,F,59.0,F,58.0,134,64.4,208,0,0.0,179,2,1.0,0,0.0,31,14.9,0,0.0
128904,A,94.0,128,KARNES,94.0,A,N,N,N,FALLS CITY ISD,20,REGION 20: SAN ANTONIO,B,87.0,B,87.0,B,86.0,A,94.0,323,73.7,438,0,0.0,84,9,2.1,0,0.0,50,11.4,0,0.0
129901,C,71.0,129,KAUFMAN,72.0,C,N,N,N,CRANDALL ISD,10,REGION 10: RICHARDSON,C,72.0,C,72.0,D,69.0,C,72.0,4450,74.5,5975,0,0.0,3702,1092,18.3,0,0.0,866,14.5,0,0.0
129902,B,81.0,129,KAUFMAN,80.0,B,N,N,N,FORNEY ISD,10,REGION 10: RICHARDSON,C,79.0,C,79.0,C,71.0,C,78.0,12195,75.4,16180,0,0.0,6978,2064,12.8,0,0.0,2104,13.0,0,0.0
129903,B,88.0,129,KAUFMAN,87.0,B,N,N,N,KAUFMAN ISD,10,REGION 10: RICHARDSON,B,87.0,B,82.0,B,87.0,B,83.0,3244,75.1,4318,0,0.0,3096,1122,26.0,0,0.0,525,12.2,0,0.0
129904,D,64.0,129,KAUFMAN,71.0,C,N,N,N,KEMP ISD,10,REGION 10: RICHARDSON,C,74.0,D,67.0,C,74.0,C,72.0,1332,72.6,1834,0,0.0,1322,333,18.2,0,0.0,299,16.3,0,0.0
129905,B,80.0,129,KAUFMAN,83.0,B,N,N,N,MABANK ISD,10,REGION 10: RICHARDSON,B,84.0,D,66.0,B,84.0,B,80.0,2890,74.1,3899,0,0.0,2547,326,8.4,0,0.0,562,14.4,0,0.0
129906,F,58.0,129,KAUFMAN,63.0,D,N,N,N,TERRELL ISD,10,REGION 10: RICHARDSON,D,65.0,D,65.0,D,62.0,D,62.0,3834,73.7,5203,0,0.0,3294,1352,26.0,0,0.0,607,11.7,0,0.0
129910,B,85.0,129,KAUFMAN,84.0,B,N,N,N,SCURRY-ROSSER ISD,10,REGION 10: RICHARDSON,B,84.0,B,84.0,B,83.0,B,83.0,846,79.5,1064,0,0.0,534,126,11.8,0,0.0,161,15.1,0,0.0
130801,X,,130,KENDALL,,X,N,Y,N,MEADOWLAND CHARTER DISTRICT,20,REGION 20: SAN ANTONIO,X,,X,,X,,X,,68,100.0,68,0,0.0,60,1,1.5,0,0.0,35,51.5,0,0.0
130901,A,92.0,130,KENDALL,91.0,A,N,N,N,BOERNE ISD,20,REGION 20: SAN ANTONIO,B,85.0,B,85.0,B,80.0,A,91.0,8218,76.8,10707,0,0.0,2066,734,6.9,51,0.5,1511,14.1,0,0.0
130902,D,64.0,130,KENDALL,69.0,D,N,N,N,COMFORT ISD,13,REGION 13: AUSTIN,D,67.0,D,66.0,D,67.0,C,71.0,825,74.7,1104,0,0.0,613,182,16.5,0,0.0,175,15.9,0,0.0
131001,D,67.0,131,KENEDY,76.0,C,N,N,N,KENEDY COUNTY WIDE CSD,2,REGION 02: CORPUS CHRISTI,C,75.0,F,59.0,C,75.0,B,80.0,48,49.0,98,0,0.0,40,4,4.1,0,0.0,16,16.3,0,0.0
132902,A,97.0,132,KENT,96.0,A,N,N,N,JAYTON-GIRARD ISD,17,REGION 17: LUBBOCK,A,95.0,C,74.0,A,95.0,A,96.0,131,75.3,174,0,0.0,74,0,0.0,0,0.0,19,10.9,0,0.0
133901,B,81.0,133,KERR,83.0,B,N,N,N,CENTER POINT ISD,20,REGION 20: SAN ANTONIO,B,84.0,C,76.0,B,84.0,B,81.0,387,70.5,549,0,0.0,393,131,23.9,0,0.0,106,19.3,0,0.0
133902,B,83.0,133,KERR,84.0,B,N,N,N,HUNT ISD,20,REGION 20: SAN ANTONIO,B,82.0,C,76.0,B,82.0,B,85.0,129,63.9,202,0,0.0,96,23,11.4,0,0.0,23,11.4,0,0.0
133903,D,67.0,133,KERR,76.0,C,N,N,N,KERRVILLE ISD,20,REGION 20: SAN ANTONIO,C,79.0,D,66.0,C,79.0,B,80.0,3609,74.0,4874,0,0.0,2771,433,8.9,0,0.0,627,12.9,0,0.0
133904,B,88.0,133,KERR,89.0,B,N,N,N,INGRAM ISD,20,REGION 20: SAN ANTONIO,A,90.0,C,79.0,A,90.0,B,88.0,886,71.5,1240,0,0.0,864,220,17.7,381,30.7,190,15.3,0,0.0
133905,C,76.0,133,KERR,77.0,C,N,N,N,DIVIDE ISD,20,REGION 20: SAN ANTONIO,C,77.0,F,56.0,C,77.0,C,77.0,16,43.2,37,0,0.0,20,2,5.4,0,0.0,8,21.6,0,0.0
134901,F,52.0,134,KIMBLE,66.0,D,N,N,N,JUNCTION ISD,15,REGION 15: SAN ANGELO,D,69.0,F,58.0,D,69.0,C,72.0,448,72.4,619,0,0.0,395,32,5.2,0,0.0,90,14.5,0,0.0
135001,A,95.0,135,KING,94.0,A,N,N,N,GUTHRIE CSD,17,REGION 17: LUBBOCK,B,81.0,D,62.0,B,81.0,A,93.0,88,77.2,114,0,0.0,18,4,3.5,0,0.0,10,8.8,0,0.0
136901,C,75.0,136,KINNEY,79.0,C,N,N,N,BRACKETT ISD,20,REGION 20: SAN ANTONIO,B,80.0,C,75.0,B,80.0,C,78.0,399,72.8,548,0,0.0,355,18,3.3,0,0.0,94,17.2,0,0.0
137901,F,55.0,137,KLEBERG,59.0,F,N,N,N,KINGSVILLE ISD,2,REGION 02: CORPUS CHRISTI,D,64.0,F,56.0,D,64.0,F,59.0,2022,75.3,2685,132,4.9,2220,102,3.8,0,0.0,439,16.4,0,0.0
137902,A,91.0,137,KLEBERG,89.0,B,N,N,N,RICARDO ISD,2,REGION 02: CORPUS CHRISTI,B,88.0,B,83.0,B,88.0,B,88.0,416,63.7,653,0,0.0,337,16,2.5,0,0.0,87,13.3,0,0.0
137903,B,83.0,137,KLEBERG,84.0,B,N,N,N,RIVIERA ISD,2,REGION 02: CORPUS CHRISTI,B,83.0,B,83.0,B,83.0,B,85.0,372,77.8,478,135,28.2,243,13,2.7,0,0.0,42,8.8,0,0.0
137904,A,92.0,137,KLEBERG,92.0,A,N,N,N,SANTA GERTRUDIS ISD,2,REGION 02: CORPUS CHRISTI,B,87.0,C,71.0,B,87.0,A,92.0,661,80.3,823,0,0.0,369,11,1.3,22,2.7,63,7.7,0,0.0
138902,A,95.0,138,KNOX,93.0,A,N,N,N,KNOX CITY-O'BRIEN CISD,9,REGION 09: WICHITA FALLS,A,92.0,D,67.0,A,92.0,A,91.0,151,72.2,209,0,0.0,137,14,6.7,0,0.0,43,20.6,0,0.0
138903,B,84.0,138,KNOX,83.0,B,N,N,N,MUNDAY CISD,9,REGION 09: WICHITA FALLS,B,81.0,C,70.0,B,81.0,B,82.0,267,68.3,391,0,0.0,242,20,5.1,0,0.0,65,16.6,0,0.0
138904,B,84.0,138,KNOX,85.0,B,N,N,N,BENJAMIN ISD,9,REGION 09: WICHITA FALLS,B,85.0,D,62.0,B,85.0,B,85.0,102,78.5,130,0,0.0,94,2,1.5,0,0.0,21,16.2,0,0.0
139905,C,75.0,139,LAMAR,80.0,B,N,N,N,CHISUM ISD,8,REGION 08: MT PLEASANT,C,78.0,C,74.0,C,78.0,B,82.0,863,73.3,1177,0,0.0,511,65,5.5,0,0.0,157,13.3,0,0.0
139909,B,81.0,139,LAMAR,80.0,B,N,N,N,PARIS ISD,8,REGION 08: MT PLEASANT,C,79.0,C,76.0,C,79.0,C,75.0,2658,69.0,3854,0,0.0,3026,500,13.0,0,0.0,503,13.1,0,0.0
139911,C,76.0,139,LAMAR,79.0,C,N,N,N,NORTH LAMAR ISD,8,REGION 08: MT PLEASANT,B,80.0,C,78.0,B,80.0,C,77.0,1768,72.2,2448,0,0.0,1406,95,3.9,0,0.0,392,16.0,0,0.0
139912,C,79.0,139,LAMAR,83.0,B,N,N,N,PRAIRILAND ISD,8,REGION 08: MT PLEASANT,B,84.0,C,73.0,B,84.0,B,82.0,793,72.2,1099,0,0.0,592,40,3.6,0,0.0,118,10.7,0,0.0
