CAMPUS,CAMPNAME,DISTRICT,DISTNAME,COUNTY,CNTYNAME,REGION,REGNNAME,C_RATING,CD1G,CD2G,CD2AG,CD2BG,CD3G,CPETALLC,CPE0312C,GRDTYPE,GRDSPAN,CPETECOP,CFLDAEP,CFLJJ,CFLPAIRD,CFLALTED,CFLRTF,PAIRCAMP,CFLPAIRO,CFLPAIR,CD1A,CD1AS,CD1B,CD1BS,CD1C,CD1CS,CD2A,CD2AS,CD2BS,CD2B,CD3,CD3S,CD1S,CD2S,CDALLS,CPETSTEC,CPETECHC,CPETPTEC,CPEMALLC,CPEMALLT,CPEMALLP,CPETECOC,CPETSPEC,GRDLOW,GRDHIGH,CPETLEPC,CPETLEPP,CPETSPEP,CPETECHP,CPETPTEP,CPETSTEP,CPE0312P,CFLCHART,CFLEEK,CFLNEWCAMP,CFLAEC,PAIRNAME,CFLAEATYPE,LAS_SCORE,LAS_WEIGHT
"108912004","JUAREZ-LINCOLN H S","108912","LA JOYA ISD","108","HIDALGO","01","REGION 01: EDINBURG","B","C","B","F","B","B",1974,1974,"S","09 - 12",99.5,"N","N","N","N","N"," ","N","N",38,65,92,93,93.2,65,61,59,83,,68,85,76,83,84,,,39,533,2275,23.4,1964,267,"09","12",1470,74.5,13.5,0,2,0,100,"N","N","N","N"," "," ",,
"108912005","HOPE ACADEMY","108912","LA JOYA ISD","108","HIDALGO","01","REGION 01: EDINBURG","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",51,51,"B","06 - 12",100,"Y","N","N","N","N"," ","N","N",,,,,,,,,,,,,,,,,,0,286,286,100,51,8,"06","12",41,80.4,15.7,0,0,0,100,"N","N","N","N"," "," ",,
"108912007","LA JOYA PALMVIEW H S","108912","LA JOYA ISD","108","HIDALGO","01","REGION 01: EDINBURG","B","C","B","F","B","C",2153,2153,"S","09 - 12",98.6,"N","N","N","N","N"," ","N","N",42,71,90,92,92.1,65,61,59,84,,55,75,78,84,81,,,39,525,2388,22,2122,233,"09","12",1031,47.9,10.8,0,1.8,0,100,"N","N","N","N"," "," ",,
"108912008","JIMMY CARTER EARLY COLLEGE H S","108912","LA JOYA ISD","108","HIDALGO","01","REGION 01: EDINBURG","A","A","A","B","A","A",362,362,"S","09 - 12",97.8,"N","N","N","N","N"," ","N","N",69,92,100,100,100,100,80,85,97,,100,100,97,97,98,,362,0,60,377,15.9,354,10,"09","12",166,45.9,2.8,100,0,0,100,"N","N","N","N"," "," ",,
"108912010","THELMA ROSA SALINAS STEM EARLY COLLEGE H S","108912","LA JOYA ISD","108","HIDALGO","01","REGION 01: EDINBURG","A","A","A","B","A","A",439,439,"S","09 - 12",99.3,"N","N","N","N","N"," ","N","N",69,92,99,99,100,100,75,81,97,,94,98,96,97,97,,439,0,178,493,36.1,436,13,"09","12",157,35.8,3,100,0,0,100,"N","N","N","N"," "," ",,
"108912041","LORENZO DE ZAVALA MIDDLE","108912","LA JOYA ISD","108","HIDALGO","01","REGION 01: EDINBURG","B","C","B","C","B","B",608,608,"M","06 - 08",99.2,"N","N","N","N","N"," ","N","N",44,75,,,,,64,75,88,,65,85,75,88,87,,,,136,655,20.8,603,95,"06","08",301,49.5,15.6,0,0,0,100,"N","N","N","N"," "," ",,
"108912042","CESAR CHAVEZ MIDDLE","108912","LA JOYA ISD","108","HIDALGO","01","REGION 01: EDINBURG","B","C","A","B","A","B",653,653,"M","06 - 08",96.6,"N","N","N","N","N"," ","N","N",47,78,,,,,71,82,90,,69,88,78,90,89,,,,154,725,21.2,631,111,"06","08",300,45.9,17,0,0,0,100,"N","N","N","N"," "," ",,
"108912043","DR JAVIER SAENZ MIDDLE","108912","LA JOYA ISD","108","HIDALGO","01","REGION 01: EDINBURG","B","D","B","C","B","B",594,594,"M","06 - 08",99.7,"N","N","N","N","N"," ","N","N",36,67,,,,,64,75,80,,64,85,67,80,82,,,,220,713,30.9,592,91,"06","08",463,77.9,15.3,0,0,0,100,"N","N","N","N"," "," ",,
"108912044","MEMORIAL MIDDLE","108912","LA JOYA ISD","108","HIDALGO","01","REGION 01: EDINBURG","A","B","A","B","A","A",658,658,"M","06 - 08",98.8,"N","N","N","N","N"," ","N","N",52,83,,,,,71,82,91,,78,92,83,91,91,,,,185,766,24.2,650,96,"06","08",282,42.9,14.6,0,0,0,100,"N","N","N","N"," "," ",,
"108912045","ANN RICHARDS MIDDLE","108912","LA JOYA ISD","108","HIDALGO","01","REGION 01: EDINBURG","B","C","A","C","A","C",736,736,"M","06 - 08",98.9,"N","N","N","N","N"," ","N","N",48,79,,,,,63,73,90,,56,79,79,90,87,,,,191,804,23.8,728,114,"06","08",487,66.2,15.5,0,0,0,100,"N","N","N","N"," "," ",,
"108912046","IRENE M GARCIA MIDDLE","108912","LA JOYA ISD","108","HIDALGO","01","REGION 01: EDINBURG","A","B","A","B","A","A",625,625,"M","06 - 08",98.9,"N","N","N","N","N"," ","N","N",51,82,,,,,70,82,91,,78,92,82,91,91,,,,129,693,18.6,618,88,"06","08",302,48.3,14.1,0,0,0,100,"N","N","N","N"," "," ",,
"108912048","JUAN DE DIOS SALINAS MIDDLE","108912","LA JOYA ISD","108","HIDALGO","01","REGION 01: EDINBURG","B","C","B","C","B","B",665,665,"M","06 - 08",99.7,"N","N","N","N","N"," ","N","N",44,75,,,,,65,76,88,,59,81,75,88,86,,,,181,768,23.6,663,98,"06","08",525,78.9,14.7,0,0,0,100,"N","N","N","N"," "," ",,
"108912049","DOMINGO TREVINO MIDDLE","108912","LA JOYA ISD","108","HIDALGO","01","REGION 01: EDINBURG","A","C","A","B","A","A",594,594,"M","06 - 08",99.8,"N","N","N","N","N"," ","N","N",46,77,,,,,69,81,90,,76,92,77,90,91,,,,194,684,28.4,593,86,"06","08",431,72.6,14.5,0,0,0,100,"N","N","N","N"," "," ",,
"108912102","JOHN F KENNEDY EL","108912","LA JOYA ISD","108","HIDALGO","01","REGION 01: EDINBURG","B","C","B","D","B","C",661,279,"E","PK - 05",94.6,"N","N","N","N","N"," ","N","N",47,75,,,,,59,65,84,,55,78,75,84,82,,,,70,502,13.9,625,75,"PK","05",189,28.6,11.3,0,0,0,42.2,"N","N","N","N"," "," ",,
"108912104","GUILLERMO FLORES EL","108912","LA JOYA ISD","108","HIDALGO","01","REGION 01: EDINBURG","B","C","B","C","B","C",464,205,"E","PK - 05",98.1,"N","N","N","N","N"," ","N","N",49,77,,,,,69,78,86,,55,78,77,86,84,,,,100,367,27.2,455,85,"PK","05",180,38.8,18.3,0,0,0,44.2,"N","N","N","N"," "," ",,
"108912105","ROSENDO BENAVIDES EL","108912","LA JOYA ISD","108","HIDALGO","01","REGION 01: EDINBURG","C","D","C","C","D","C",248,113,"E","PK - 05",98.4,"N","N","N","N","N"," ","N","N",35,60,,,,,65,73,69,,56,78,60,73,75,,,,124,266,46.6,244,62,"PK","05",125,50.4,25,0,0,0,45.6,"N","N","N","N"," "," ",,
"108912106","LEO J LEO EL","108912","LA JOYA ISD","108","HIDALGO","01","REGION 01: EDINBURG","B","C","B","C","B","B",345,130,"E","PK - 05",96.5,"N","N","N","N","N"," ","N","N",46,74,,,,,70,79,83,,65,83,74,83,83,,,,97,272,35.7,333,55,"PK","05",162,47,15.9,0,0,0,37.7,"N","N","N","N"," "," ",,
"108912108","E B REYNA EL","108912","LA JOYA ISD","108","HIDALGO","01","REGION 01: EDINBURG","A","B","B","B","B","A",549,215,"E","EE - 05",91.6,"N","N","N","N","N"," ","N","N",53,80,,,,,76,86,89,,78,92,80,89,90,,,,114,388,29.4,503,122,"EE","05",221,40.3,22.2,0,0,0,39.2,"N","N","N","N"," "," ",,
"108912109","ELODIA R CHAPA EL","108912","LA JOYA ISD","108","HIDALGO","01","REGION 01: EDINBURG","B","C","C","C","C","B",481,192,"E","EE - 05",95.6,"N","N","N","N","N"," ","N","N",42,71,,,,,69,78,79,,64,83,71,79,80,,,,125,340,36.8,460,74,"EE","05",297,61.7,15.4,0,0,0,39.9,"N","N","N","N"," "," ",,
"108912110","JOSE DE ESCANDON EL","108912","LA JOYA ISD","108","HIDALGO","01","REGION 01: EDINBURG","B","C","B","C","B","C",668,251,"E","EE - 05",94.5,"N","N","N","N","N"," ","N","N",49,77,,,,,64,71,86,,55,78,77,86,84,,,,75,462,16.2,631,87,"EE","05",297,44.5,13,0,0,0,37.6,"N","N","N","N"," "," ",,
"108912111","DIAZ-VILLARREAL EL","108912","LA JOYA ISD","108","HIDALGO","01","REGION 01: EDINBURG","A","B","A","A","A","A",584,254,"E","EE - 05",96.9,"N","N","N","N","N"," ","N","N",55,83,,,,,80,90,90,,75,90,83,90,90,,,,166,483,34.4,566,105,"EE","05",381,65.2,18,0,0,0,43.5,"N","N","N","N"," "," ",,
"108912112","NARCISO CAVAZOS","108912","LA JOYA ISD","108","HIDALGO","01","REGION 01: EDINBURG","C","C","C","C","C","D",476,199,"E","PK - 05",97.5,"N","N","N","N","N"," ","N","N",41,70,,,,,64,71,79,,29,68,70,79,76,,,,112,391,28.6,464,75,"PK","05",282,59.2,15.8,0,0,0,41.8,"N","N","N","N"," "," ",,
"108912113","TABASCO EL","108912","LA JOYA ISD","108","HIDALGO","01","REGION 01: EDINBURG","B","C","B","C","B","C",578,220,"E","EE - 05",95.7,"N","N","N","N","N"," ","N","N",50,77,,,,,65,73,87,,49,76,77,87,84,,,,84,409,20.5,553,90,"EE","05",252,43.6,15.6,0,0,0,38.1,"N","N","N","N"," "," ",,
"108912114","PATRICIO PEREZ EL","108912","LA JOYA ISD","108","HIDALGO","01","REGION 01: EDINBURG","C","C","B","C","B","C",418,173,"E","PK - 05",95.9,"N","N","N","N","N"," ","N","N",43,72,,,,,64,71,80,,43,73,72,80,78,,,,110,353,31.2,401,79,"PK","05",260,62.2,18.9,0,0,0,41.4,"N","N","N","N"," "," ",,
"108912115","HENRY B GONZALEZ EL","108912","LA JOYA ISD","108","HIDALGO","01","REGION 01: EDINBURG","B","C","B","B","B","A",429,211,"E","PK - 05",96,"N","N","N","N","N"," ","N","N",50,77,,,,,78,88,87,,74,90,77,88,89,,,,104,391,26.6,412,60,"PK","05",209,48.7,14,0,0,0,49.2,"N","N","N","N"," "," ",,
"108912116","LLOYD M BENTSEN EL","108912","LA JOYA ISD","108","HIDALGO","01","REGION 01: EDINBURG","B","B","A","B","A","C",529,224,"E","EE - 05",90.5,"N","N","N","N","N"," ","N","N",56,85,,,,,71,80,90,,59,79,85,90,87,,,,132,447,29.5,479,86,"EE","05",186,35.2,16.3,0,0,0,42.3,"N","N","N","N"," "," ",,
"108912117","SAM FORDYCE EL","108912","LA JOYA ISD","108","HIDALGO","01","REGION 01: EDINBURG","B","B","A","D","A","C",449,165,"E","EE - 05",97.6,"N","N","N","N","N"," ","N","N",55,83,,,,,58,63,90,,56,78,83,90,86,,,,77,342,22.5,438,67,"EE","05",236,52.6,14.9,0,0,0,36.7,"N","N","N","N"," "," ",,
"108912118","EMILIANO ZAPATA EL","108912","LA JOYA ISD","108","HIDALGO","01","REGION 01: EDINBURG","D","D","D","F","D","D",549,234,"E","PK - 05",98.2,"N","N","N","N","N"," ","N","N",35,60,,,,,55,59,69,,18,63,60,69,67,,,,128,449,28.5,539,69,"PK","05",376,68.5,12.6,0,0,0,42.6,"N","N","N","N"," "," ",,
"108912120","JUAN SEGUIN EL","108912","LA JOYA ISD","108","HIDALGO","01","REGION 01: EDINBURG","D","F","D","D","D","D",584,228,"E","PK - 05",97.9,"N","N","N","N","N"," ","N","N",32,57,,,,,62,69,60,,19,63,57,69,67,,,,156,426,36.6,572,87,"PK","05",416,71.2,14.9,0,0,0,39,"N","N","N","N"," "," ",,
"108912121","ENRIQUE KIKI CAMARENA EL","108912","LA JOYA ISD","108","HIDALGO","01","REGION 01: EDINBURG","A","B","A","A","B","A",751,289,"E","EE - 05",92.1,"N","N","N","N","N"," ","N","N",53,80,,,,,80,90,89,,75,90,80,90,90,,,,85,483,17.6,692,116,"EE","05",279,37.2,15.4,0,0,0,38.5,"N","N","N","N"," "," ",,
"108912122","DR AMERICO PAREDES EL","108912","LA JOYA ISD","108","HIDALGO","01","REGION 01: EDINBURG","B","C","B","C","B","C",458,209,"E","PK - 05",97.4,"N","N","N","N","N"," ","N","N",43,72,,,,,63,70,81,,50,76,72,81,80,,,,132,434,30.4,446,55,"PK","05",255,55.7,12,0,0,0,45.6,"N","N","N","N"," "," ",,
"108912123","WILLIAM J CLINTON EL","108912","LA JOYA ISD","108","HIDALGO","01","REGION 01: EDINBURG","B","C","B","B","B","B",504,227,"E","PK - 05",99.6,"N","N","N","N","N"," ","N","N",45,73,,,,,76,86,83,,68,86,73,86,86,,,,98,431,22.7,502,81,"PK","05",351,69.6,16.1,0,0,0,45,"N","N","N","N"," "," ",,
"108912124","CORINA PENA EL","108912","LA JOYA ISD","108","HIDALGO","01","REGION 01: EDINBURG","D","D","C","C","D","D",517,236,"E","PK - 05",97.5,"N","N","N","N","N"," ","N","N",35,60,,,,,64,71,69,,31,69,60,71,69,,,,118,444,26.6,504,92,"PK","05",297,57.4,17.8,0,0,0,45.6,"N","N","N","N"," "," ",,
"108912126","EVANGELINA GARZA EL","108912","LA JOYA ISD","108","HIDALGO","01","REGION 01: EDINBURG","F","F","D","D","F","F",416,165,"E","PK - 05",98.8,"N","N","N","N","N"," ","N","N",31,56,,,,,58,63,59,,0,30,56,63,53,,,,113,326,34.7,411,54,"PK","05",288,69.2,13,0,0,0,39.7,"N","N","N","N"," "," ",,
"108912127","DR MARIA PALMIRA MENDIOLA EL","108912","LA JOYA ISD","108","HIDALGO","01","REGION 01: EDINBURG","C","D","C","C","C","C",601,273,"E","PK - 05",97.8,"N","N","N","N","N"," ","N","N",38,65,,,,,67,75,74,,38,72,65,75,74,,,,202,486,41.6,588,95,"PK","05",394,65.6,15.8,0,0,0,45.4,"N","N","N","N"," "," ",,
"108913001","WESLACO H S","108913","WESLACO ISD","108","HIDALGO","01","REGION 01: EDINBURG","B","B","A","D","A","B",2703,2703,"S","09 - 12",74.2,"N","N","N","N","N"," ","N","N",46,74,99,99,96.4,80,65,65,91,,64,82,85,91,88,0,342,0,614,2718,22.6,2006,265,"09","12",567,21,9.8,12.7,0,0,100,"N","N","N","N"," "," ",,
"108913003","SOUTH PALM GARDENS H S","108913","WESLACO ISD","108","HIDALGO","01","REGION 01: EDINBURG","A","A","A","Not Rated","A","A",66,66,"S","10 - 12",89.4,"N","N","N","Y","N"," ","N","N",49,92,56,88,100,100,,,94,76,72,95,92,94,94,0,0,0,169,171,98.8,59,3,"10","12",25,37.9,4.5,0,0,0,100,"N","N","N","Y"," ","DROPOUT RECOVERY SCHOOL",,
"108913005","HIDALGO CO J J A E P","108913","WESLACO ISD","108","HIDALGO","01","REGION 01: EDINBURG","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",5,5,"M","08 - 09",100,"N","Y","N","N","N"," ","N","N",,,,,,,,,,,,,,,,0,0,0,59,59,100,5,0,"08","09",2,40,0,0,0,0,100,"N","N","N","N"," "," ",,
"108913006","WESLACO EAST H S","108913","WESLACO ISD","108","HIDALGO","01","REGION 01: EDINBURG","B","C","B","F","B","C",2122,2122,"S","09 - 12",82.9,"N","N","N","N","N"," ","N","N",39,67,94,95,94.9,70,59,58,84,,55,75,79,84,81,0,288,0,985,2233,44.1,1759,218,"09","12",718,33.8,10.3,13.6,0,0,100,"N","N","N","N"," "," ",,
"108913007","HIDALGO COUNTY BOOT CAMP","108913","WESLACO ISD","108","HIDALGO","01","REGION 01: EDINBURG","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",10,10,"S","08 - 11",100,"Y","N","N","N","N"," ","N","N",40,,,,,,,,,,,,,,,0,0,0,,,,10,1,"08","11",3,30,10,0,0,0,100,"N","N","N","N"," "," ",,
"108913041","MARY HOGE MIDDLE","108913","WESLACO ISD","108","HIDALGO","01","REGION 01: EDINBURG","C","D","B","C","B","C",925,925,"M","06 - 08",93.8,"N","N","N","N","N"," ","N","N",37,69,,,,,61,70,80,,53,77,69,80,79,0,0,0,224,1021,21.9,868,118,"06","08",430,46.5,12.8,0,0,0,100,"N","N","N","N"," "," ",,
"108913042","ARMANDO CUELLAR MIDDLE","108913","WESLACO ISD","108","HIDALGO","01","REGION 01: EDINBURG","D","D","C","D","C","D",595,595,"M","06 - 08",87.6,"N","N","N","N","N"," ","N","N",36,67,,,,,57,64,77,,21,63,67,77,69,0,0,0,291,687,42.4,521,90,"06","08",213,35.8,15.1,0,0,0,100,"N","N","N","N"," "," ",,
"108913043","CENTRAL MIDDLE","108913","WESLACO ISD","108","HIDALGO","01","REGION 01: EDINBURG","A","B","A","B","A","A",1085,1085,"M","06 - 08",69.6,"N","N","N","N","N"," ","N","N",53,84,,,,,72,83,90,,78,92,84,90,91,0,0,0,151,1043,14.5,755,119,"06","08",201,18.5,11,0,0,0,100,"N","N","N","N"," "," ",,
"108913044","BEATRIZ G GARZA MIDDLE","108913","WESLACO ISD","108","HIDALGO","01","REGION 01: EDINBURG","B","C","B","C","B","B",938,938,"M","06 - 08",74.6,"N","N","N","N","N"," ","N","N",46,77,,,,,66,78,86,,58,80,77,86,84,0,0,0,199,1034,19.2,700,101,"06","08",276,29.4,10.8,0,0,0,100,"N","N","N","N"," "," ",,
"108913103","SAM HOUSTON EL","108913","WESLACO ISD","108","HIDALGO","01","REGION 01: EDINBURG","B","C","B","B","B","A",755,341,"E","PK - 05",86.8,"N","N","N","N","N"," ","N","N",52,79,,,,,75,85,88,,78,92,79,88,89,0,0,,101,618,16.3,655,81,"PK","05",198,26.2,10.7,0,0,0,45.2,"N","N","N","N"," "," ",,
"108913104","RODOLFO RUDY SILVA JR EL","108913","WESLACO ISD","108","HIDALGO","01","REGION 01: EDINBURG","D","F","D","F","D","D",608,242,"E","PK - 05",82.2,"N","N","N","N","N"," ","N","N",34,59,,,,,50,56,60,,12,60,59,60,60,0,0,,103,473,21.8,500,85,"PK","05",137,22.5,14,0,0,0,39.8,"N","N","N","N"," "," ",,
"108913106","RAUL A GONZALEZ JR EL","108913","WESLACO ISD","108","HIDALGO","01","REGION 01: EDINBURG","B","C","B","B","B","A",630,258,"E","PK - 05",90.5,"N","N","N","N","N"," ","N","N",49,77,,,,,78,88,85,,75,90,77,88,89,0,0,,79,489,16.2,570,69,"PK","05",182,28.9,11,0,0,0,41,"N","N","N","N"," "," ",,
"108913109","DR R E MARGO EL","108913","WESLACO ISD","108","HIDALGO","01","REGION 01: EDINBURG","C","D","C","C","C","C",1058,423,"E","PK - 05",87.1,"N","N","N","N","N"," ","N","N",40,69,,,,,64,71,75,,36,71,69,75,74,0,0,,136,746,18.2,921,118,"PK","05",298,28.2,11.2,0,0,0,40,"N","N","N","N"," "," ",,
"108913110","AIRPORT EL","108913","WESLACO ISD","108","HIDALGO","01","REGION 01: EDINBURG","C","C","B","C","B","C",795,332,"E","PK - 05",87,"N","N","N","N","N"," ","N","N",44,72,,,,,64,71,80,,50,76,72,80,79,0,0,,160,631,25.4,692,103,"PK","05",196,24.7,13,0,0,0,41.8,"N","N","N","N"," "," ",,
"108913111","MEMORIAL EL","108913","WESLACO ISD","108","HIDALGO","01","REGION 01: EDINBURG","A","A","A","B","A","B",1116,478,"E","PK - 05",68.5,"N","N","N","N","N"," ","N","N",60,90,,,,,73,82,90,,73,89,90,90,90,0,0,,68,800,8.5,765,144,"PK","05",147,13.2,12.9,0,0,0,42.8,"N","N","N","N"," "," ",,
"108913112","NORTH BRIDGE EL","108913","WESLACO ISD","108","HIDALGO","01","REGION 01: EDINBURG","B","C","B","B","C","B",748,299,"E","PK - 05",90.2,"N","N","N","N","N"," ","N","N",42,71,,,,,74,83,79,,61,81,71,83,82,0,0,,91,556,16.4,675,103,"PK","05",220,29.4,13.8,0,0,0,40,"N","N","N","N"," "," ",,
"108913113","A N RICO EL","108913","WESLACO ISD","108","HIDALGO","01","REGION 01: EDINBURG","B","C","B","B","B","B",819,329,"E","PK - 05",91.3,"N","N","N","N","N"," ","N","N",45,73,,,,,71,80,82,,63,82,73,82,82,0,0,,99,577,17.2,748,100,"PK","05",266,32.5,12.2,0,0,0,40.2,"N","N","N","N"," "," ",,
"108913114","CLECKLER/HEALD EL","108913","WESLACO ISD","108","HIDALGO","01","REGION 01: EDINBURG","B","B","B","C","B","C",944,410,"E","PK - 05",83.7,"N","N","N","N","N"," ","N","N",54,82,,,,,68,76,89,,52,77,82,89,85,0,0,,97,762,12.7,790,85,"PK","05",169,17.9,9,0,0,0,43.4,"N","N","N","N"," "," ",,
"108913117","PFC MARIO YBARRA EL","108913","WESLACO ISD","108","HIDALGO","01","REGION 01: EDINBURG","C","C","C","D","C","D",495,207,"E","PK - 05",90.7,"N","N","N","N","N"," ","N","N",42,71,,,,,57,62,79,,29,68,71,79,76,0,0,,96,412,23.3,449,64,"PK","05",168,33.9,12.9,0,0,0,41.8,"N","N","N","N"," "," ",,
"108914001","LA VILLA EARLY COLLEGE H S","108914","LA VILLA ISD","108","HIDALGO","01","REGION 01: EDINBURG","B","B","B","C","B","B",175,175,"S","09 - 12",89.1,"N","N","N","N","N"," ","N","N",36,62,96,97,98.1,90,72,77,83,,64,82,82,83,83,0,160,15,30,202,14.9,156,17,"09","12",31,17.7,9.7,91.4,8.6,0,100,"N","N","N","N"," "," ",,
"108914041","LA VILLA MIDDLE","108914","LA VILLA ISD","108","HIDALGO","01","REGION 01: EDINBURG","B","D","B","B","B","A",108,108,"M","06 - 08",92.6,"N","N","N","N","N"," ","N","N",37,69,,,,,74,85,80,,71,90,69,85,87,0,,,30,155,19.4,100,18,"06","08",22,20.4,16.7,0,0,0,100,"N","N","N","N"," "," ",,
"108914101","JOSE BERNABE MUNOZ EL","108914","LA VILLA ISD","108","HIDALGO","01","REGION 01: EDINBURG","C","F","C","C","F","C",255,94,"E","PK - 05",96.9,"N","N","N","N","N"," ","N","N",27,53,,,,,69,78,55,,35,71,53,78,76,,,,26,184,14.1,247,18,"PK","05",55,21.6,7.1,0,0,0,36.9,"N","N","N","N"," "," ",,
"108915001","MONTE ALTO H S","108915","MONTE ALTO ISD","108","HIDALGO","01","REGION 01: EDINBURG","B","C","B","F","B","C",281,281,"S","09 - 12",88.3,"N","N","N","N","N"," ","N","N",39,67,88,90,96.5,80,55,56,82,,58,77,79,82,81,0,22,0,40,318,12.6,248,30,"09","12",92,32.7,10.7,7.8,0,0,100,"N","N","N","N"," "," ",,
"108915041","JOSE BORREGO MIDDLE","108915","MONTE ALTO ISD","108","HIDALGO","01","REGION 01: EDINBURG","D","D","C","F","C","F",180,180,"M","06 - 08",90,"N","N","N","N","N"," ","N","N",34,64,,,,,41,52,74,,11,51,64,74,67,0,,,32,211,15.2,162,27,"06","08",72,40,15,0,0,0,100,"N","N","N","N"," "," ",,
"108915101","ROBERTO GARATE EL","108915","MONTE ALTO ISD","108","HIDALGO","01","REGION 01: EDINBURG","C","D","C","C","D","C",359,161,"E","PK - 05",92.8,"N","N","N","N","N"," ","N","N",36,62,,,,,67,75,69,,40,72,62,75,74,,,,50,302,16.6,333,23,"PK","05",131,36.5,6.4,0,0,0,44.8,"N","N","N","N"," "," ",,
"108916001","VALLEY VIEW H S","108916","VALLEY VIEW ISD","108","HIDALGO","01","REGION 01: EDINBURG","B","B","B","C","B","A",1320,1320,"S","09 - 12",90.8,"N","N","N","N","N"," ","N","N",48,76,81,83,98.6,90,71,75,85,,80,92,82,85,87,0,429,0,84,1206,7,1198,124,"09","12",867,65.7,9.4,32.5,0,0,100,"N","N","N","N"," "," ",,
"108916042","VALLEY VIEW J H","108916","VALLEY VIEW ISD","108","HIDALGO","01","REGION 01: EDINBURG","A","C","B","B","B","A",483,483,"M","07 - 08",92.3,"N","N","N","N","N"," ","N","N",46,77,,,,,70,82,89,,75,91,77,89,90,0,,,36,503,7.2,446,72,"07","08",363,75.2,14.9,0,0,0,100,"N","N","N","N"," "," ",,
"108916102","VALLEY VIEW EL","108916","VALLEY VIEW ISD","108","HIDALGO","01","REGION 01: EDINBURG","B","A","A","C","A","B",426,228,"E","PK - 06",88.5,"N","N","N","N","N"," ","N","N",63,91,,,,,70,79,92,,63,82,91,92,89,0,,,24,315,7.6,377,59,"PK","06",317,74.4,13.8,0,0,0,53.5,"N","N","N","N"," "," ",,
"108916103","VALLEY VIEW NORTH EL","108916","VALLEY VIEW ISD","108","HIDALGO","01","REGION 01: EDINBURG","B","C","B","C","B","C",375,213,"E","PK - 06",99.2,"N","N","N","N","N"," ","N","N",46,74,,,,,63,70,84,,45,74,74,84,81,0,,,48,303,15.8,372,65,"PK","06",292,77.9,17.3,0,0,0,56.8,"N","N","N","N"," "," ",,
"108916104","WILBUR E LUCAS EL","108916","VALLEY VIEW ISD","108","HIDALGO","01","REGION 01: EDINBURG","B","B","A","C","A","B",543,276,"E","PK - 06",90.4,"N","N","N","N","N"," ","N","N",56,85,,,,,68,76,90,,65,83,85,90,88,0,,,30,347,8.6,491,74,"PK","06",434,79.9,13.6,0,0,0,50.8,"N","N","N","N"," "," ",,
"108916105","VALLEY VIEW SOUTH EL","108916","VALLEY VIEW ISD","108","HIDALGO","01","REGION 01: EDINBURG","A","A","A","B","A","A",368,194,"E","PK - 06",93.8,"N","N","N","N","N"," ","N","N",62,91,,,,,75,85,92,,79,92,91,92,92,0,0,0,22,263,8.4,345,54,"PK","06",306,83.2,14.7,0,0,0,52.7,"N","N","N","N"," "," ",,
"109901001","ABBOTT SCHOOL","109901","ABBOTT ISD","109","HILL","12","REGION 12: WACO","A","A","B","D","B","B",284,201,"B","PK - 12",31,"N","N","N","N","N"," ","N","N",58,88,89,91,100,100,67,69,83,,73,89,92,83,91,0,0,0,17,254,6.7,88,43,"PK","12",4,1.4,15.1,0,0,0,70.8,"N","N","N","N"," "," ",,
"109902001","BYNUM SCHOOL","109902","BYNUM ISD","109","HILL","12","REGION 12: WACO","A","A","B","C","B","A",183,139,"B","PK - 12",51.9,"N","N","N","N","N"," ","N","N",49,77,100,100,100,100,71,75,89,,78,92,91,89,91,0,0,0,17,175,9.7,95,45,"PK","12",21,11.5,24.6,0,0,0,76,"N","N","N","N"," "," ",,
"109903001","COVINGTON SCHOOL","109903","COVINGTON ISD","109","HILL","12","REGION 12: WACO","B","B","C","F","C","B",334,242,"B","EE - 12",56.6,"N","N","N","N","N"," ","N","N",37,64,90,92,100,100,60,59,77,,69,86,82,77,83,0,0,0,50,301,16.6,189,65,"EE","12",24,7.2,19.5,0,0,0,72.5,"N","N","N","N"," "," ",,
"109904001","HILLSBORO H S","109904","HILLSBORO ISD","109","HILL","12","REGION 12: WACO","A","B","B","D","B","A",596,596,"S","09 - 12",72.5,"N","N","N","N","N"," ","N","N",53,80,86,88,100,100,63,62,89,,80,92,87,89,90,,,0,107,655,16.3,432,111,"09","12",125,21,18.6,0,0,0,100,"N","N","N","N"," "," ",,
"109904010","HILL CO J J A E P","109904","HILLSBORO ISD","109","HILL","12","REGION 12: WACO","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",4,4,"S","09 - 11",100,"N","Y","N","N","N"," ","N","N",,,,,,,,,,,,,,,,,,0,7,8,87.5,4,0,"09","11",1,25,0,0,0,0,100,"N","N","N","N"," "," ",,
"109904041","HILLSBORO J H","109904","HILLSBORO ISD","109","HILL","12","REGION 12: WACO","A","B","A","A","A","A",274,274,"M","07 - 08",73,"N","N","N","N","N"," ","N","N",57,87,,,,,83,92,91,,73,91,87,92,92,,,,28,283,9.9,200,46,"07","08",48,17.5,16.8,0,0,0,100,"N","N","N","N"," "," ",,
