CAMPUS,CAMPNAME,DISTRICT,DISTNAME,COUNTY,CNTYNAME,REGION,REGNNAME,C_RATING,CD1G,CD2G,CD2AG,CD2BG,CD3G,CPETALLC,CPE0312C,GRDTYPE,GRDSPAN,CPETECOP,CFLDAEP,CFLJJ,CFLPAIRD,CFLALTED,CFLRTF,PAIRCAMP,CFLPAIRO,CFLPAIR,CD1A,CD1AS,CD1B,CD1BS,CD1C,CD1CS,CD2A,CD2AS,CD2BS,CD2B,CD3,CD3S,CD1S,CD2S,CDALLS,CPETSTEC,CPETECHC,CPETPTEC,CPEMALLC,CPEMALLT,CPEMALLP,CPETECOC,CPETSPEC,GRDLOW,GRDHIGH,CPETLEPC,CPETLEPP,CPETSPEP,CPETECHP,CPETPTEP,CPETSTEP,CPE0312P,CFLCHART,CFLEEK,CFLNEWCAMP,CFLAEC,PAIRNAME,CFLAEATYPE,LAS_SCORE,LAS_WEIGHT
"109904109","HILLSBORO INT","109904","HILLSBORO ISD","109","HILL","12","REGION 12: WACO","A","C","A","A","B","A",440,440,"E","04 - 06",76.4,"N","N","N","N","N"," ","N","N",50,77,,,,,80,90,85,,77,91,77,90,90,,,,47,447,10.5,336,83,"04","06",92,20.9,18.9,0,0,0,100,"N","N","N","N"," "," ",,
"109904110","HILLSBORO EL","109904","HILLSBORO ISD","109","HILL","12","REGION 12: WACO","A","B","A","Not Rated","A","A",613,128,"E","EE - 03",71.5,"N","N","N","N","N"," ","N","N",58,88,,,,,,,90,,80,92,88,90,91,,,,53,433,12.2,438,77,"EE","03",164,26.8,12.6,0,0,0,20.9,"N","N","N","N"," "," ",,
"109905001","HUBBARD H S","109905","HUBBARD ISD","109","HILL","12","REGION 12: WACO","B","B","B","D","B","C",208,208,"B","06 - 12",55.3,"N","N","N","N","N"," ","N","N",44,72,86,88,100,100,65,65,80,,59,78,84,80,82,0,0,0,31,245,12.7,115,38,"06","12",10,4.8,18.3,0,0,0,100,"N","N","N","N"," "," ",,
"109905101","HUBBARD EL","109905","HUBBARD ISD","109","HILL","12","REGION 12: WACO","D","F","C","C","F","D",222,101,"E","PK - 05",65.3,"N","N","N","N","N"," ","N","N",32,57,,,,,64,71,56,,23,65,57,71,69,0,0,0,14,158,8.9,145,35,"PK","05",6,2.7,15.8,0,0,0,45.5,"N","N","N","N"," "," ",,
"109907001","ITASCA H S","109907","ITASCA ISD","109","HILL","12","REGION 12: WACO","C","C","B","D","B","C",201,201,"S","09 - 12",62.2,"N","N","N","N","N"," ","N","N",43,72,86,88,88.4,60,63,62,81,,48,70,76,81,78,0,0,0,35,211,16.6,125,22,"09","12",31,15.4,10.9,0,0,0,100,"N","N","N","N"," "," ",,
"109907010","HILL CO J J A E P","109907","ITASCA ISD","109","HILL","12","REGION 12: WACO","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",1,1,"M","07 - 07",100,"N","Y","N","N","N"," ","N","N",,,,,,,,,,,,,,,,0,,,2,2,100,1,0,"07","07",0,0,0,0,0,0,100,"N","N","Y","N"," "," ",,
"109907041","ITASCA MIDDLE","109907","ITASCA ISD","109","HILL","12","REGION 12: WACO","F","F","F","F","F","F",171,171,"M","06 - 08",67.8,"N","N","N","N","N"," ","N","N",30,58,,,,,47,55,57,,14,57,58,57,58,0,0,0,30,181,16.6,116,29,"06","08",37,21.6,17,0,0,0,100,"N","N","N","N"," "," ",,
"109907101","ITASCA EL","109907","ITASCA ISD","109","HILL","12","REGION 12: WACO","D","D","D","D","D","D",282,113,"E","PK - 05",75.9,"N","N","N","N","N"," ","N","N",36,62,,,,,56,60,63,,21,64,62,63,63,0,0,0,39,236,16.5,214,38,"PK","05",50,17.7,13.5,0,0,0,40.1,"N","N","N","N"," "," ",,
"109908101","MALONE EL","109908","MALONE ISD","109","HILL","12","REGION 12: WACO","D","D","C","C","D","D",91,45,"E","PK - 08",82.4,"N","N","N","N","N"," ","N","N",36,62,,,,,66,74,66,,28,67,62,74,69,0,,,20,107,18.7,75,17,"PK","08",43,47.3,18.7,0,0,0,49.5,"N","N","N","N"," "," ",,
"109910010","HILL COUNTY JJAEP","109910","MOUNT CALM ISD","109","HILL","12","REGION 12: WACO","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",1,1,"S","10 - 10",0,"N","Y","N","N","N"," ","N","N",,,,,,,,,,,,,,,,0,0,0,,,,0,1,"10","10",1,100,100,0,0,0,100,"N","N","N","N"," "," ",,
"109910101","MOUNT CALM ISD","109910","MOUNT CALM ISD","109","HILL","12","REGION 12: WACO","C","C","B","B","D","D",157,112,"B","PK - 12",70.7,"N","N","N","N","N"," ","N","N",42,71,45,56,100,100,76,82,67,,39,62,71,82,76,0,0,0,30,152,19.7,111,35,"PK","12",6,3.8,22.3,0,0,0,71.3,"N","N","N","N"," "," ",,
"109911001","WHITNEY H S","109911","WHITNEY ISD","109","HILL","12","REGION 12: WACO","B","B","B","F","B","C",447,447,"S","09 - 12",56.4,"N","N","N","N","N"," ","N","N",54,82,81,83,97,85,57,57,86,,56,76,83,86,83,0,0,0,89,482,18.5,252,65,"09","12",33,7.4,14.5,0,0,0,100,"N","N","N","N"," "," ",,
"109911041","WHITNEY MIDDLE","109911","WHITNEY ISD","109","HILL","12","REGION 12: WACO","B","C","B","C","B","C",322,322,"M","06 - 08",61.2,"N","N","N","N","N"," ","N","N",48,79,,,,,64,75,83,,47,75,79,83,81,0,0,0,55,371,14.8,197,51,"06","08",32,9.9,15.8,0,0,0,100,"N","N","N","N"," "," ",,
"109911101","WHITNEY EL","109911","WHITNEY ISD","109","HILL","12","REGION 12: WACO","C","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",374,0,"E","EE - 02",72.7,"N","N","N","N","N","109911102","N","Y",,,,,,,,,,,,,,,74,0,0,0,30,220,13.6,272,60,"EE","02",25,6.7,16,0,0,0,0,"N","N","N","N","WHITNEY INT"," ",,
"109911102","WHITNEY INT","109911","WHITNEY ISD","109","HILL","12","REGION 12: WACO","C","D","C","C","F","C",324,324,"E","03 - 05",65.1,"N","N","N","N","N"," ","Y","N",36,62,,,,,65,73,59,,50,76,62,73,74,0,0,0,37,360,10.3,211,89,"03","05",27,8.3,27.5,0,0,0,100,"N","N","N","N"," "," ",,
"109912001","AQUILLA SCHOOL","109912","AQUILLA ISD","109","HILL","12","REGION 12: WACO","B","B","B","C","B","B",320,241,"B","PK - 12",44.7,"N","N","N","N","N"," ","N","N",49,77,93,94,100,100,70,74,84,,69,86,88,84,87,0,0,24,47,310,15.2,143,49,"PK","12",16,5,15.3,0,7.5,0,75.3,"N","N","N","N"," "," ",,
"109913001","BLUM ISD","109913","BLUM ISD","109","HILL","12","REGION 12: WACO","C","C","C","C","D","F",331,242,"B","EE - 12",53.2,"N","N","N","N","N"," ","N","N",50,77,32,49,100,100,71,75,65,,34,57,70,75,70,0,0,0,50,329,15.2,176,50,"EE","12",5,1.5,15.1,0,0,0,73.1,"N","N","N","N"," "," ",,
"109914001","PENELOPE SCHOOL","109914","PENELOPE ISD","109","HILL","12","REGION 12: WACO","B","B","B","D","B","B",212,154,"B","PK - 12",49.1,"N","N","N","N","N"," ","N","N",42,71,100,100,100,100,64,64,85,,62,80,88,85,86,0,0,0,19,190,10,104,47,"PK","12",19,9,22.2,0,0,0,72.6,"N","N","N","N"," "," ",,
"110901001","ANTON SCHOOL","110901","ANTON ISD","110","HOCKLEY","17","REGION 17: LUBBOCK","C","B","B","F","B","C",169,123,"B","PK - 12",74.6,"N","N","N","N","N"," ","N","N",30,56,100,100,100,100,57,57,80,,51,72,82,80,79,0,0,0,41,172,23.8,126,29,"PK","12",6,3.6,17.2,0,0,0,72.8,"N","N","N","N"," "," ",,
"110902001","LEVELLAND H S","110902","LEVELLAND ISD","110","HOCKLEY","17","REGION 17: LUBBOCK","A","B","A","B","A","A",759,759,"S","09 - 12",61.5,"N","N","N","N","N"," ","N","N",53,80,92,93,98.3,90,74,80,90,,81,93,87,90,91,,,12,112,793,14.1,467,144,"09","12",73,9.6,19,0,1.6,0,100,"N","N","N","N"," "," ",,
"110902041","LEVELLAND MIDDLE","110902","LEVELLAND ISD","110","HOCKLEY","17","REGION 17: LUBBOCK","D","D","D","F","D","D",775,775,"M","05 - 08",74.5,"N","N","N","N","N"," ","N","N",33,62,,,,,50,57,66,,19,62,62,66,65,,,,63,652,9.7,577,196,"05","08",94,12.1,25.3,0,0,0,100,"N","N","N","N"," "," ",,
"110902104","CAPITOL EL","110902","LEVELLAND ISD","110","HOCKLEY","17","REGION 17: LUBBOCK","C","C","B","F","B","D",280,180,"E","02 - 04",73.2,"N","N","N","N","N"," ","N","N",46,74,,,,,52,57,80,,20,64,74,80,75,,,,33,314,10.5,205,50,"02","04",47,16.8,17.9,0,0,0,64.3,"N","N","N","N"," "," ",,
"110902105","SOUTH EL","110902","LEVELLAND ISD","110","HOCKLEY","17","REGION 17: LUBBOCK","C","C","C","D","C","D",270,180,"E","02 - 04",81.1,"N","N","N","N","N"," ","Y","N",41,70,,,,,56,60,75,,14,61,70,75,71,,,,42,299,14,219,79,"02","04",5,1.9,29.3,0,0,0,66.7,"N","N","N","N"," "," ",,
"110902106","LEVELLAND ACADEMIC BEGINNINGS CENTER","110902","LEVELLAND ISD","110","HOCKLEY","17","REGION 17: LUBBOCK","C","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",519,0,"E","EE - 01",78.2,"N","N","N","N","N","110902105","N","Y",,,,,,,,,,,,,,,71,,,,,,,406,94,"EE","01",57,11,18.1,0,0,0,0,"N","N","N","N","SOUTH EL"," ",,
"110905001","ROPES SCHOOL","110905","ROPES ISD","110","HOCKLEY","17","REGION 17: LUBBOCK","A","A","B","D","B","A",576,403,"B","PK - 12",34.5,"N","N","N","N","N"," ","N","N",51,78,100,100,100,100,64,64,87,,79,92,91,87,91,0,0,0,17,477,3.6,199,37,"PK","12",7,1.2,6.4,0,0,0,70,"N","N","N","N"," "," ",,
"110906001","SMYER SCHOOLS","110906","SMYER ISD","110","HOCKLEY","17","REGION 17: LUBBOCK","A","A","A","D","A","A",434,320,"B","PK - 12",56,"N","N","N","N","N"," ","N","N",51,78,97,98,100,100,65,65,90,,86,95,90,90,92,0,0,0,42,414,10.1,243,64,"PK","12",13,3,14.7,0,0,0,73.7,"N","N","N","N"," "," ",,
"110907001","SUNDOWN H S","110907","SUNDOWN ISD","110","HOCKLEY","17","REGION 17: LUBBOCK","A","A","A","D","A","A",174,174,"S","09 - 12",40.2,"N","N","N","N","N"," ","N","N",61,90,95,96,100,100,66,67,92,,91,97,94,92,95,,,0,15,188,8,70,18,"09","12",5,2.9,10.3,0,0,0,100,"N","N","N","N"," "," ",,
"110907003","RACE (ROUGHNECK ALTERNATIVE CENTER FOR EDUCATION)","110907","SUNDOWN ISD","110","HOCKLEY","17","REGION 17: LUBBOCK","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",3,3,"S","10 - 11",100,"N","N","N","Y","N"," ","N","N",,,,,68.5,55,,,,,,,,,,,,0,4,7,57.1,3,0,"10","11",0,0,0,0,0,0,100,"N","N","N","Y"," ","DROPOUT RECOVERY SCHOOL",,
"110907041","SUNDOWN J H","110907","SUNDOWN ISD","110","HOCKLEY","17","REGION 17: LUBBOCK","B","B","B","B","B","C",132,132,"M","06 - 08",49.2,"N","N","N","N","N"," ","N","N",58,88,,,,,68,80,89,,55,78,88,89,86,,,,6,147,4.1,65,9,"06","08",4,3,6.8,0,0,0,100,"N","N","N","N"," "," ",,
"110907101","SUNDOWN EL","110907","SUNDOWN ISD","110","HOCKLEY","17","REGION 17: LUBBOCK","A","A","A","A","A","A",232,106,"E","PK - 05",48.7,"N","N","N","N","N"," ","N","N",70,93,,,,,90,95,92,,85,94,93,95,95,,,,12,187,6.4,113,32,"PK","05",11,4.7,13.8,0,0,0,45.7,"N","N","N","N"," "," ",,
"110908001","WHITHARRAL SCHOOL","110908","WHITHARRAL ISD","110","HOCKLEY","17","REGION 17: LUBBOCK","A","A","B","C","B","A",213,140,"B","PK - 12",39,"N","N","N","N","N"," ","N","N",57,86,94,95,100,100,70,74,88,,82,93,92,88,92,0,0,0,11,204,5.4,83,21,"PK","12",2,0.9,9.9,0,0,0,65.7,"N","N","N","N"," "," ",,
"111801001","LAKE GRANBURY ACADEMY","111801","LAKE GRANBURY ACADEMY CHARTER SCHOOL","111","HOOD","11","REGION 11: FORT WORTH","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",29,29,"B","06 - 11",100,"N","N","N","Y","Y"," ","N","N",,,,,,,,,,,,,,,,0,0,0,220,221,99.5,29,13,"06","11",0,0,44.8,0,0,0,100,"Y","N","N","N"," ","RESIDENTIAL FACILITY",,
"111901001","GRANBURY H S","111901","GRANBURY ISD","111","HOOD","11","REGION 11: FORT WORTH","B","B","B","D","B","C",2209,2209,"S","09 - 12",43.5,"N","N","N","N","N"," ","N","N",57,86,72,76,96,80,65,65,82,,60,78,81,82,81,,,0,295,2334,12.6,961,292,"09","12",210,9.5,13.2,0,0,0,100,"N","N","N","N"," "," ",,
"111901002","STARS ACCELERATED H S","111901","GRANBURY ISD","111","HOOD","11","REGION 11: FORT WORTH","A","A","A","Not Rated","A","Not Rated",37,37,"S","09 - 12",70.3,"N","N","N","Y","N"," ","N","N",42,90,100,100,100,100,,,92,67,,,96,92,96,,,0,69,75,92,26,2,"09","12",4,10.8,5.4,0,0,0,100,"N","N","N","Y"," ","DROPOUT RECOVERY SCHOOL",,
"111901041","GRANBURY MIDDLE","111901","GRANBURY ISD","111","HOOD","11","REGION 11: FORT WORTH","C","C","C","D","C","D",831,831,"M","06 - 08",61.5,"N","N","N","N","N"," ","N","N",40,72,,,,,58,65,72,,28,66,72,72,70,,,,143,931,15.4,511,164,"06","08",155,18.7,19.7,0,0,0,100,"N","N","N","N"," "," ",,
"111901042","ACTON MIDDLE","111901","GRANBURY ISD","111","HOOD","11","REGION 11: FORT WORTH","B","B","B","C","B","C",916,916,"M","06 - 08",42.5,"N","N","N","N","N"," ","N","N",54,85,,,,,66,78,81,,51,77,85,81,83,,,,117,1054,11.1,389,119,"06","08",75,8.2,13,0,0,0,100,"N","N","N","N"," "," ",,
"111901102","ACTON EL","111901","GRANBURY ISD","111","HOOD","11","REGION 11: FORT WORTH","B","B","B","B","B","A",806,395,"E","KG - 05",43.3,"N","N","N","N","N"," ","N","N",57,86,,,,,74,83,82,,75,90,86,83,87,,,,87,713,12.2,349,129,"KG","05",33,4.1,16,0,0,0,49,"N","N","N","N"," "," ",,
"111901104","EMMA ROBERSON EARLY LEARNING ACADEMY","111901","GRANBURY ISD","111","HOOD","11","REGION 11: FORT WORTH","C","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",344,0,"E","EE - PK",86.3,"N","N","Y","N","N","111901000","N","Y",,,,,,,,,,,,,,,79,,,,,,,297,61,"EE","PK",82,23.8,17.7,0,0,0,0,"N","Y","N","N","GRANBURY ISD"," ",,
"111901105","NETTIE BACCUS EL","111901","GRANBURY ISD","111","HOOD","11","REGION 11: FORT WORTH","C","C","C","C","C","C",468,242,"E","KG - 05",77.6,"N","N","N","N","N"," ","N","N",42,71,,,,,65,73,75,,36,71,71,75,74,,,,97,447,21.7,363,87,"KG","05",63,13.5,18.6,0,0,0,51.7,"N","N","N","N"," "," ",,
"111901106","OAK WOODS SCHOOL","111901","GRANBURY ISD","111","HOOD","11","REGION 11: FORT WORTH","B","A","B","B","B","C",592,317,"E","KG - 05",40.9,"N","N","N","N","N"," ","N","N",61,90,,,,,71,80,84,,58,79,90,84,87,,,,82,600,13.7,242,81,"KG","05",21,3.5,13.7,0,0,0,53.5,"N","N","N","N"," "," ",,
"111901107","MAMBRINO SCHOOL","111901","GRANBURY ISD","111","HOOD","11","REGION 11: FORT WORTH","C","C","C","C","C","C",822,441,"E","KG - 05",50.7,"N","N","N","N","N"," ","N","N",50,77,,,,,67,75,75,,57,78,77,75,77,,,,135,813,16.6,417,197,"KG","05",27,3.3,24,0,0,0,53.6,"N","N","N","N"," "," ",,
"111901108","JOHN AND LYNN BRAWNER EL","111901","GRANBURY ISD","111","HOOD","11","REGION 11: FORT WORTH","B","C","B","B","C","B",886,435,"E","KG - 05",69.5,"N","N","N","N","N"," ","N","N",46,74,,,,,71,80,79,,62,81,74,80,80,,,,121,727,16.6,616,102,"KG","05",304,34.3,11.5,0,0,0,49.1,"N","N","N","N"," "," ",,
"111902003","LIPAN H S","111902","LIPAN ISD","111","HOOD","11","REGION 11: FORT WORTH","C","B","C","F","C","C",226,226,"B","06 - 12",50,"N","N","N","N","N"," ","N","N",49,77,70,74,100,100,60,59,77,,57,76,80,77,79,0,0,0,10,221,4.5,113,17,"06","12",9,4,7.5,0,0,0,100,"N","N","N","N"," "," ",,
"111902102","LIPAN EL","111902","LIPAN ISD","111","HOOD","11","REGION 11: FORT WORTH","B","B","B","C","B","C",221,96,"E","PK - 05",57.5,"N","N","N","N","N"," ","N","N",54,82,,,,,64,71,84,,49,76,82,84,82,0,0,0,37,213,17.4,127,35,"PK","05",13,5.9,15.8,0,0,0,43.4,"N","N","N","N"," "," ",,
"111903001","TOLAR H S","111903","TOLAR ISD","111","HOOD","11","REGION 11: FORT WORTH","B","B","B","C","B","A",289,289,"S","09 - 12",36.3,"N","N","N","N","N"," ","N","N",63,91,72,76,100,100,72,77,83,,77,91,87,83,88,0,0,0,17,290,5.9,105,30,"09","12",1,0.3,10.4,0,0,0,100,"N","N","N","N"," "," ",,
"111903041","TOLAR J H","111903","TOLAR ISD","111","HOOD","11","REGION 11: FORT WORTH","B","B","C","C","C","C",188,188,"M","06 - 08",34.6,"N","N","N","N","N"," ","N","N",54,85,,,,,62,72,75,,35,70,85,75,81,0,,,11,209,5.3,65,24,"06","08",1,0.5,12.8,0,0,0,100,"N","N","N","N"," "," ",,
"111903101","TOLAR EL","111903","TOLAR ISD","111","HOOD","11","REGION 11: FORT WORTH","C","C","C","C","F","C",424,207,"E","EE - 05",42.5,"N","N","N","N","N"," ","N","N",42,71,,,,,70,79,58,,55,78,71,79,79,0,0,0,24,312,7.7,180,51,"EE","05",3,0.7,12,0,0,0,48.8,"N","N","N","N"," "," ",,
"112901002","SULPHUR SPRINGS H S","112901","SULPHUR SPRINGS ISD","112","HOPKINS","08","REGION 08: MT PLEASANT","B","C","B","F","B","B",1276,1276,"S","09 - 12",53.4,"N","N","N","N","N"," ","N","N",50,77,78,80,92.7,65,59,58,81,,68,85,76,81,82,,,0,157,1344,11.7,682,186,"09","12",173,13.6,14.6,0,0,0,100,"N","N","N","N"," "," ",,
"112901003","AUSTIN ACADEMIC CENTER","112901","SULPHUR SPRINGS ISD","112","HOPKINS","08","REGION 08: MT PLEASANT","C","C","Not Rated","Not Rated","Not Rated","Not Rated",20,20,"S","10 - 12",80,"N","N","N","Y","N"," ","N","N",31,81,23,74,0,30,,,,,,,78,,78,,,0,35,40,87.5,16,2,"10","12",2,10,10,0,0,0,100,"N","N","N","Y"," ","DROPOUT RECOVERY SCHOOL",,
"112901041","SULPHUR SPRINGS MIDDLE","112901","SULPHUR SPRINGS ISD","112","HOPKINS","08","REGION 08: MT PLEASANT","B","C","B","C","B","C",969,969,"M","06 - 08",61.3,"N","N","N","N","N"," ","N","N",48,79,,,,,64,75,83,,53,77,79,83,81,,,,95,1029,9.2,594,156,"06","08",180,18.6,16.1,0,0,0,100,"N","N","N","N"," "," ",,
"112901102","BARBARA BUSH PRI","112901","SULPHUR SPRINGS ISD","112","HOPKINS","08","REGION 08: MT PLEASANT","C","C","B","Not Rated","B","C",319,80,"E","KG - 03",71.8,"N","N","N","N","N"," ","N","N",47,75,,,,,,,80,,57,78,75,80,79,,,,45,281,16,229,64,"KG","03",24,7.5,20.1,0,0,0,25.1,"N","N","N","N"," "," ",,
"112901104","ROWENA JOHNSON PRI","112901","SULPHUR SPRINGS ISD","112","HOPKINS","08","REGION 08: MT PLEASANT","C","C","C","Not Rated","C","C",327,81,"E","KG - 03",75.2,"N","N","N","N","N"," ","N","N",45,73,,,,,,,79,,34,70,73,79,76,,,,40,258,15.5,246,60,"KG","03",14,4.3,18.3,0,0,0,24.8,"N","N","N","N"," "," ",,
"112901105","TRAVIS PRI","112901","SULPHUR SPRINGS ISD","112","HOPKINS","08","REGION 08: MT PLEASANT","B","C","B","Not Rated","B","B",253,65,"E","KG - 03",66.8,"N","N","N","N","N"," ","N","N",52,79,,,,,,,84,,67,85,79,84,84,,,,13,201,6.5,169,25,"KG","03",153,60.5,9.9,0,0,0,25.7,"N","N","N","N"," "," ",,
"112901106","BOWIE PRI","112901","SULPHUR SPRINGS ISD","112","HOPKINS","08","REGION 08: MT PLEASANT","D","C","D","Not Rated","D","F",323,82,"E","KG - 03",57.6,"N","N","N","N","N"," ","N","N",43,72,,,,,,,69,,8,51,72,69,66,,,,19,248,7.7,186,63,"KG","03",18,5.6,19.5,0,0,0,25.4,"N","N","N","N"," "," ",,
"112901107","DOUGLASS ECLC","112901","SULPHUR SPRINGS ISD","112","HOPKINS","08","REGION 08: MT PLEASANT","C","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",233,0,"E","EE - PK",94,"N","N","Y","N","N","112901000","N","Y",,,,,,,,,,,,,,,79,,,,,,,219,26,"EE","PK",47,20.2,11.2,0,0,0,0,"N","Y","N","N","SULPHUR SPRINGS ISD"," ",,
"112901108","SULPHUR SPRINGS EL","112901","SULPHUR SPRINGS ISD","112","HOPKINS","08","REGION 08: MT PLEASANT","C","C","C","D","C","D",639,639,"E","04 - 05",63.5,"N","N","N","N","N"," ","N","N",44,72,,,,,59,65,73,,17,62,72,73,70,,,,62,677,9.2,406,140,"04","05",117,18.3,21.9,0,0,0,100,"N","N","N","N"," "," ",,
"112905001","CUMBY COLLEGIATE H S","112905","CUMBY COLLEGIATE ISD","112","HOPKINS","08","REGION 08: MT PLEASANT","C","B","C","D","C","C",151,151,"S","08 - 12",39.1,"N","N","N","N","N"," ","N","N",41,70,81,83,100,100,67,69,72,,55,75,81,72,79,0,0,80,65,250,26,59,23,"08","12",10,6.6,15.2,0,53,0,100,"N","N","N","N"," "," ",,
"112905101","CUMBY COLLEGIATE MIDDLE","112905","CUMBY COLLEGIATE ISD","112","HOPKINS","08","REGION 08: MT PLEASANT","D","D","F","F","F","D",170,170,"E","03 - 07",46.5,"N","N","N","N","N"," ","Y","N",37,64,,,,,53,58,56,,25,66,64,58,65,0,0,0,16,167,9.6,79,36,"03","07",11,6.5,21.2,0,0,0,100,"N","N","N","N"," "," ",,
"112905102","CUMBY COLLEGIATE EL","112905","CUMBY COLLEGIATE ISD","112","HOPKINS","08","REGION 08: MT PLEASANT","D","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",129,0,"E","EE - 02",66.7,"N","N","N","N","N","112905101","N","Y",,,,,,,,,,,,,,,65,0,0,0,,,,86,19,"EE","02",9,7,14.7,0,0,0,0,"N","N","Y","N","CUMBY COLLEGIATE MIDDLE"," ",,
"112906001","NORTH HOPKINS H S","112906","NORTH HOPKINS ISD","112","HOPKINS","08","REGION 08: MT PLEASANT","B","B","B","C","B","A",233,233,"S","07 - 12",63.9,"N","N","N","N","N"," ","N","N",49,77,86,88,100,100,69,72,85,,78,92,86,85,88,0,0,0,33,248,13.3,149,36,"07","12",36,15.5,15.5,0,0,0,100,"N","N","N","N"," "," ",,
"112906101","NORTH HOPKINS EL","112906","NORTH HOPKINS ISD","112","HOPKINS","08","REGION 08: MT PLEASANT","B","B","B","C","B","C",271,139,"E","EE - 06",60.1,"N","N","N","N","N"," ","N","N",56,85,,,,,65,73,86,,54,77,85,86,83,0,0,0,26,238,10.9,163,30,"EE","06",33,12.2,11.1,0,0,0,51.3,"N","N","N","N"," "," ",,
"112907001","MILLER GROVE SCHOOL","112907","MILLER GROVE ISD","112","HOPKINS","08","REGION 08: MT PLEASANT","C","B","C","F","C","C",321,233,"B","PK - 12",43.6,"N","N","N","N","N"," ","N","N",42,71,75,78,100,100,56,57,72,,56,76,80,72,79,0,0,0,34,278,12.2,140,45,"PK","12",16,5,14,0,0,0,72.6,"N","N","N","N"," "," ",,
"112908001","COMO-PICKTON SCHOOL","112908","COMO-PICKTON CISD","112","HOPKINS","08","REGION 08: MT PLEASANT","C","B","C","D","C","C",754,553,"B","EE - 12",62.3,"N","N","N","N","N"," ","N","N",43,72,75,78,100,100,63,62,77,,53,73,80,77,78,0,0,0,85,700,12.1,470,127,"EE","12",192,25.5,16.8,0,0,0,73.3,"N","N","N","N"," "," ",,
"112909001","SALTILLO SCHOOL","112909","SALTILLO ISD","112","HOPKINS","08","REGION 08: MT PLEASANT","A","A","A","C","A","A",252,185,"B","PK - 12",58.3,"N","N","N","N","N"," ","N","N",61,90,100,100,100,100,73,79,96,,92,97,96,96,96,0,0,0,25,226,11.1,147,41,"PK","12",34,13.5,16.3,0,0,0,73.4,"N","N","N","N"," "," ",,
"112910001","SULPHUR BLUFF ISD","112910","SULPHUR BLUFF ISD","112","HOPKINS","08","REGION 08: MT PLEASANT","B","B","B","D","B","C",228,163,"B","EE - 12",59.6,"N","N","N","N","N"," ","N","N",45,73,100,100,100,100,62,60,88,,56,76,89,88,85,0,0,0,22,207,10.6,136,30,"EE","12",11,4.8,13.2,0,0,0,71.5,"N","N","N","N"," "," ",,
"113901002","CROCKETT H S","113901","CROCKETT ISD","113","HOUSTON","06","REGION 06: HUNTSVILLE","C","C","C","C","C","C",389,389,"S","09 - 12",74.8,"N","N","N","N","N"," ","N","N",44,72,63,69,98.8,90,69,72,76,,48,70,74,76,74,0,0,0,53,389,13.6,291,67,"09","12",75,19.3,17.2,0,0,0,100,"N","N","N","N"," "," ",,
"113901041","CROCKETT J H","113901","CROCKETT ISD","113","HOUSTON","06","REGION 06: HUNTSVILLE","D","F","D","D","D","D",273,273,"M","06 - 08",87.5,"N","N","N","N","N"," ","N","N",29,57,,,,,56,62,60,,25,65,57,62,63,0,0,0,41,312,13.1,239,50,"06","08",76,27.8,18.3,0,0,0,100,"N","N","N","N"," "," ",,
"113901102","CROCKETT EL","113901","CROCKETT ISD","113","HOUSTON","06","REGION 06: HUNTSVILLE","D","F","D","D","F","D",400,238,"E","01 - 05",78.5,"N","N","N","N","N"," ","Y","N",22,49,,,,,56,60,49,,30,68,49,60,62,0,0,0,86,440,19.5,314,72,"01","05",67,16.8,18,0,0,0,59.5,"N","N","N","N"," "," ",,
"113901105","EARLY CHILDHOOD CTR","113901","CROCKETT ISD","113","HOUSTON","06","REGION 06: HUNTSVILLE","D","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",120,0,"E","PK - KG",91.7,"N","N","N","N","N","113901102","N","Y",,,,,,,,,,,,,,,62,0,0,0,,,,110,10,"PK","KG",14,11.7,8.3,0,0,0,0,"N","Y","N","N","CROCKETT EL"," ",,
"113902002","GRAPELAND H S","113902","GRAPELAND ISD","113","HOUSTON","06","REGION 06: HUNTSVILLE","D","D","D","D","D","F",159,159,"S","09 - 12",59.1,"N","N","N","N","N"," ","N","N",45,73,33,49,100,100,64,64,63,,22,48,69,64,63,0,0,0,30,177,16.9,94,30,"09","12",3,1.9,18.9,0,0,0,100,"N","N","N","N"," "," ",,
"113902041","GRAPELAND J H","113902","GRAPELAND ISD","113","HOUSTON","06","REGION 06: HUNTSVILLE","D","C","C","F","C","F",124,124,"M","06 - 08",61.3,"N","N","N","N","N"," ","N","N",40,72,,,,,54,59,72,,12,53,72,72,66,0,0,0,17,139,12.2,76,26,"06","08",0,0,21,0,0,0,100,"N","N","N","N"," "," ",,
