CAMPUS,CAMPNAME,DISTRICT,DISTNAME,REGION,REGNNAME,COUNTY,CNTYNAME,GRDTYPE,GRDSPAN,PAIRCAMP,PAIRNAME,CFLALTED,CFLCHART,CAMPNAME_CLEAN
101914129,WOODCREEK EL,101914,KATY ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Woodcreek Elementary School
101914130,MORTON RANCH EL,101914,KATY ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Morton Ranch Elementary School
101914131,BONNIE HOLLAND EL,101914,KATY ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Bonnie Holland Elementary School
101914132,STANLEY C STANLEY EL,101914,KATY ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Stanley C Stanley Elementary School
101914133,TOM WILSON EL,101914,KATY ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Tom Wilson Elementary School
101914134,RAY AND JAMIE WOLMAN EL,101914,KATY ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Ray And Jamie Wolman Elementary School
101914137,FRED AND PATTI SHAFER EL,101914,KATY ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Fred And Patti Shafer Elementary School
101914138,KEIKO DAVIDSON EL,101914,KATY ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Keiko Davidson Elementary School
101914139,JAMES E RANDOLPH EL,101914,KATY ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,James E Randolph Elementary School
101914140,JENKS EL,101914,KATY ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Jenks Elementary School
101914141,BETHKE EL,101914,KATY ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Bethke Elementary School
101914142,BRYANT EL,101914,KATY ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Bryant Elementary School
101914143,CAMPBELL EL,101914,KATY ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Campbell Elementary School
101914144,LEONARD EL,101914,KATY ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Leonard Elementary School
101914145,MCELWAIN EL,101914,KATY ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,McElwain Elementary School
101914146,ROBERTSON EL,101914,KATY ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Robertson Elementary School
101914147,DAVID & TERRI YOUNGBLOOD EL,101914,KATY ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,David & Terri Youngblood Elementary School
101914148,RUSSELL & CINDI FALDYN EL,101914,KATY ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Russell & Cindi Faldyn Elementary School
101915001,KLEIN H S,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,S,09 - 12, , ,N,N,Klein High School
101915002,KLEIN FOREST H S,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,S,09 - 12, , ,N,N,Klein Forest High School
101915003,KLEIN OAK H S,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,S,09 - 12, , ,N,N,Klein Oak High School
101915004,KLEIN COLLINS H S,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,S,09 - 12, , ,N,N,Klein Collins High School
101915005,KLEIN CAIN H S,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,S,09 - 12, , ,N,N,Klein Cain High School
101915037,HARRIS CO JJAEP,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,S,07 - 12, , ,N,N,Harris Co JJAEP
101915038,K E KAUFMAN ALTERNATIVE EDUCATION CENTER,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,B,06 - 12, , ,N,N,K E Kaufman Alternative Education Center
101915041,KLEIN INT,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,M,06 - 08, , ,N,N,Klein Intermediate School
101915042,HILDEBRANDT INT,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,M,06 - 08, , ,N,N,Hildebrandt Intermediate School
101915043,WUNDERLICH INT,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,M,06 - 08, , ,N,N,Wunderlich Intermediate School
101915044,STRACK INT,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,M,06 - 08, , ,N,N,Strack Intermediate School
101915045,KLEB INT,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,M,06 - 08, , ,N,N,Kleb Intermediate School
101915046,DOERRE INT,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,M,06 - 08, , ,N,N,Doerre Intermediate School
101915047,SCHINDEWOLF INT,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,M,06 - 08, , ,N,N,Schindewolf Intermediate School
101915048,KRIMMEL INTERMED,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,M,06 - 08, , ,N,N,Krimmel Intermed
101915049,ULRICH INT,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,M,06 - 08, , ,N,N,Ulrich Intermediate School
101915050,HOFIUS INT,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,M,06 - 08, , ,N,N,Hofius Intermediate School
101915101,KOHRVILLE EL,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,E,PK - 05, , ,N,N,Kohrville Elementary School
101915102,NORTHAMPTON EL,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Northampton Elementary School
101915103,HAUDE EL,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Haude Elementary School
101915104,GREENWOOD FOREST EL,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,E,KG - 05, , ,N,N,Greenwood Forest Elementary School
101915105,EPPS ISLAND EL,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,E,KG - 05, , ,N,N,Epps Island Elementary School
101915106,THEISS EL,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,E,PK - 05, , ,N,N,Theiss Elementary School
101915107,BENFER EL,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Benfer Elementary School
101915108,KAISER EL,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,E,KG - 05, , ,N,N,Kaiser Elementary School
101915109,BRILL EL,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Brill Elementary School
101915110,EHRHARDT EL,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,E,PK - 05, , ,N,N,Ehrhardt Elementary School
101915111,LEMM EL,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,E,PK - 05, , ,N,N,Lemm Elementary School
101915112,NITSCH EL,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,E,KG - 05, , ,N,N,Nitsch Elementary School
101915113,KRAHN EL,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Krahn Elementary School
101915114,ROTH EL,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Roth Elementary School
101915115,KUEHNLE EL,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,E,PK - 05, , ,N,N,Kuehnle Elementary School
101915116,MITTELSTADT EL,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Mittelstadt Elementary School
101915117,KLENK EL,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,E,KG - 05, , ,N,N,Klenk Elementary School
101915118,EILAND EL,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,E,PK - 05, , ,N,N,Eiland Elementary School
101915119,SCHULTZ EL,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,E,PK - 05, , ,N,N,Schultz Elementary School
101915120,HASSLER EL,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Hassler Elementary School
101915121,KREINHOP EL,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Kreinhop Elementary School
101915122,MCDOUGLE EL,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,E,KG - 05, , ,N,N,McDougle Elementary School
101915123,METZLER EL,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Metzler Elementary School
101915124,BENIGNUS EL,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Benignus Elementary School
101915125,FRANK EL,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Frank Elementary School
101915126,MUELLER EL,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,E,PK - 05, , ,N,N,Mueller Elementary School
101915127,BLACKSHEAR EL,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Blackshear Elementary School
101915128,ZWINK EL,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Zwink Elementary School
101915129,BERNSHAUSEN EL,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Bernshausen Elementary School
101915130,THE GRACE ENGLAND EARLY CHILDHOOD/PRE-K CENTER,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - PK,'101915000,KLEIN ISD,N,N,The Grace England Early Childhood/Pre-K Center
101915131,FRENCH EL,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,French Elementary School
101915132,MAHAFFEY EL,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Mahaffey Elementary School
101915133,FOX EL,101915,KLEIN ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Fox Elementary School
101916001,LA PORTE H S,101916,LA PORTE ISD,4,REGION 04: HOUSTON,101,HARRIS,S,09 - 12, , ,N,N,La Porte High School
101916002,THE ACADEMY OF VIOLA DEWALT H S,101916,LA PORTE ISD,4,REGION 04: HOUSTON,101,HARRIS,S,09 - 12, , ,Y,N,The Academy Of Viola Dewalt High School
101916041,LA PORTE J H,101916,LA PORTE ISD,4,REGION 04: HOUSTON,101,HARRIS,M,07 - 08, , ,N,N,La Porte Junior High
101916042,JAMES H BAKER SIXTH GRADE CAMPUS,101916,LA PORTE ISD,4,REGION 04: HOUSTON,101,HARRIS,M,06 - 06, , ,N,N,James H Baker Sixth Grade Campus
101916043,LOMAX J H,101916,LA PORTE ISD,4,REGION 04: HOUSTON,101,HARRIS,M,07 - 08, , ,N,N,Lomax Junior High
101916101,JENNIE REID EL,101916,LA PORTE ISD,4,REGION 04: HOUSTON,101,HARRIS,E,KG - 05, , ,N,N,Jennie Reid Elementary School
101916102,HERITAGE EL,101916,LA PORTE ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Heritage Elementary School
101916103,LA PORTE EL,101916,LA PORTE ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,La Porte Elementary School
101916104,BAYSHORE EL,101916,LA PORTE ISD,4,REGION 04: HOUSTON,101,HARRIS,E,KG - 05, , ,N,N,Bayshore Elementary School
101916105,COLLEGE PARK EL,101916,LA PORTE ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,College Park Elementary School
101916106,LOMAX EL,101916,LA PORTE ISD,4,REGION 04: HOUSTON,101,HARRIS,E,KG - 05, , ,N,N,Lomax Elementary School
101916107,LEO A RIZZUTO EL,101916,LA PORTE ISD,4,REGION 04: HOUSTON,101,HARRIS,E,KG - 05, , ,N,N,Leo A Rizzuto Elementary School
101917001,PASADENA H S,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,S,09 - 12, , ,N,N,Pasadena High School
101917002,SAM RAYBURN H S,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,S,09 - 12, , ,N,N,Sam Rayburn High School
101917003,SOUTH HOUSTON H S,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,S,09 - 12, , ,N,N,South Houston High School
101917004,DOBIE H S,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,S,09 - 12, , ,N,N,Dobie High School
101917007,TEGELER CAREER CENTER,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,S,09 - 12, , ,Y,N,Tegeler Career Center
101917012,EXCEL ACADEMY (JJAEP),101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,S,09 - 12, , ,N,N,Excel Academy (JJAEP)
101917013,PASADENA MEMORIAL H S,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,S,09 - 12, , ,N,N,Pasadena Memorial High School
101917014,THE SUMMIT (HIGH SCHOOL),101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,S,09 - 12, , ,N,N,The Summit (High School)
101917016,DR KIRK LEWIS CAREER AND TECHNICAL H S,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,B,PK - 12, , ,N,N,Dr Kirk Lewis Career And Technical High School
101917041,BEVERLY HILLS INT,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,M,07 - 08, , ,N,N,Beverly Hills Intermediate School
101917042,JACKSON INT,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,M,07 - 08, , ,N,N,Jackson Intermediate School
101917043,PARK VIEW INT,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,M,07 - 08, , ,N,N,Park View Intermediate School
101917044,QUEENS INT,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,M,07 - 08, , ,N,N,Queens Intermediate School
101917045,SAN JACINTO INT,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,M,07 - 08, , ,N,N,San Jacinto Intermediate School
101917046,SOUTH HOUSTON INT,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,M,07 - 08, , ,N,N,South Houston Intermediate School
101917047,SOUTHMORE INT,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,M,07 - 08, , ,N,N,Southmore Intermediate School
101917048,MILLER INT,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,M,07 - 08, , ,N,N,Miller Intermediate School
101917049,THOMPSON INT,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,M,07 - 08, , ,N,N,Thompson Intermediate School
101917051,BONDY INT,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,M,07 - 08, , ,N,N,Bondy Intermediate School
101917055,THE SUMMIT (INTERMEDIATE),101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,M,05 - 08, , ,N,N,The Summit (Intermediate)
101917101,BAILEY EL,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 04, , ,N,N,Bailey Elementary School
101917102,FISHER EL,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 04, , ,N,N,Fisher Elementary School
101917103,FREEMAN EL,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 04, , ,N,N,Freeman Elementary School
101917104,GARDENS EL,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,E,PK - 04, , ,N,N,Gardens Elementary School
101917105,GARFIELD EL,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,E,PK - 04, , ,N,N,Garfield Elementary School
101917106,GENOA EL,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 04, , ,N,N,Genoa Elementary School
101917107,GOLDEN ACRES EL,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 04, , ,N,N,Golden Acres Elementary School
101917108,PEARL HALL EL,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,E,PK - 04, , ,N,N,Pearl Hall Elementary School
101917109,JESSUP EL,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 04, , ,N,N,Jessup Elementary School
101917110,KRUSE EL,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,E,PK - 04, , ,N,N,Kruse Elementary School
101917111,MEADOR EL,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 04, , ,N,N,Meador Elementary School
101917112,PARKS EL,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 04, , ,N,N,Parks Elementary School
101917113,POMEROY EL,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 04, , ,N,N,Pomeroy Elementary School
101917114,RED BLUFF EL,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,E,PK - 04, , ,N,N,Red Bluff Elementary School
101917115,RICHEY EL,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 04, , ,N,N,Richey Elementary School
101917116,L F SMITH EL,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 04, , ,N,N,L F Smith Elementary School
101917117,MAE SMYTHE EL,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 04, , ,N,N,Mae Smythe Elementary School
101917118,SOUTH HOUSTON EL,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 04, , ,N,N,South Houston Elementary School
101917119,SOUTH SHAVER EL,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,E,PK - 04, , ,N,N,South Shaver Elementary School
101917120,WILLIAMS EL,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 04, , ,N,N,Williams Elementary School
101917122,MCMASTERS EL,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 04, , ,N,N,McMasters Elementary School
101917123,STUCHBERY EL,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 04, , ,N,N,Stuchbery Elementary School
101917124,ATKINSON EL,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 04, , ,N,N,Atkinson Elementary School
101917125,JENSEN EL,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,E,PK - 04, , ,N,N,Jensen Elementary School
101917126,BURNETT EL,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 04, , ,N,N,Burnett Elementary School
101917127,FRAZIER EL,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 04, , ,N,N,Frazier Elementary School
101917128,TEAGUE EL,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,E,PK - 04, , ,N,N,Teague Elementary School
101917129,MOORE EL,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,E,PK - 04, , ,N,N,Moore Elementary School
101917130,YOUNG EL,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 04, , ,N,N,Young Elementary School
101917131,SPARKS EL,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 04, , ,N,N,Sparks Elementary School
101917132,TURNER EL,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 04, , ,N,N,Turner Elementary School
101917133,MORALES EL,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 04, , ,N,N,Morales Elementary School
101917134,MATTHYS EL,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 04, , ,N,N,Matthys Elementary School
101917135,MORRIS MIDDLE,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,M,05 - 06, , ,N,N,Morris Middle School
101917136,DE ZAVALA MIDDLE,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,M,05 - 06, , ,N,N,De Zavala Middle School
101917137,LAURA WELCH BUSH EL,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,E,PK - 04, , ,N,N,Laura Welch Bush Elementary School
101917138,SOUTH BELT EL,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 04, , ,N,N,South Belt Elementary School
101917139,CARTER LOMAX MIDDLE,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,M,05 - 06, , ,N,N,Carter Lomax Middle School
101917140,MELILLO MIDDLE,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,M,05 - 06, , ,N,N,Melillo Middle School
101917141,EARNESTEEN MILSTEAD MIDDLE,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,M,05 - 06, , ,N,N,Earnesteen Milstead Middle School
101917142,RICK SCHNEIDER MIDDLE,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,M,05 - 06, , ,N,N,Rick Schneider Middle School
101917143,BOBBY SHAW MIDDLE,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,M,05 - 06, , ,N,N,Bobby Shaw Middle School
101917144,KELLER MIDDLE,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,M,05 - 06, , ,N,N,Keller Middle School
101917145,MARSHALL KENDRICK MIDDLE,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,M,05 - 06, , ,N,N,Marshall Kendrick Middle School
101917146,NELDA SULLIVAN MIDDLE,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,M,05 - 06, , ,N,N,Nelda Sullivan Middle School
101917147,FRED ROBERTS MIDDLE,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,M,05 - 06, , ,N,N,Fred Roberts Middle School
101917148,THOMAS HANCOCK EL,101917,PASADENA ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 04, , ,N,N,Thomas Hancock Elementary School
101919001,SPRING H S,101919,SPRING ISD,4,REGION 04: HOUSTON,101,HARRIS,S,09 - 12, , ,N,N,Spring High School
101919002,WESTFIELD H S,101919,SPRING ISD,4,REGION 04: HOUSTON,101,HARRIS,S,09 - 12, , ,N,N,Westfield High School
101919003,ANDY DEKANEY H S,101919,SPRING ISD,4,REGION 04: HOUSTON,101,HARRIS,S,09 - 12, , ,N,N,Andy Dekaney High School
101919009,SCHOOL FOR ACCELERATED LRN,101919,SPRING ISD,4,REGION 04: HOUSTON,101,HARRIS,S,09 - 11, , ,N,N,School For Accelerated Lrn
101919018,CARL WUNSCHE SR H S,101919,SPRING ISD,4,REGION 04: HOUSTON,101,HARRIS,S,09 - 12, , ,N,N,Carl Wunsche Sr High School
101919019,MOMENTUM H S,101919,SPRING ISD,4,REGION 04: HOUSTON,101,HARRIS,S,08 - 12, , ,Y,N,Momentum High School
101919021,SPRING EARLY COLLEGE ACADEMY,101919,SPRING ISD,4,REGION 04: HOUSTON,101,HARRIS,S,09 - 12, , ,N,N,Spring Early College Academy
101919022,RICHEY ACADEMY,101919,SPRING ISD,4,REGION 04: HOUSTON,101,HARRIS,B,06 - 12, , ,N,N,Richey Academy
101919043,EDWIN M WELLS MIDDLE,101919,SPRING ISD,4,REGION 04: HOUSTON,101,HARRIS,M,06 - 08, , ,N,N,Edwin M Wells Middle School
101919044,DUEITT MIDDLE,101919,SPRING ISD,4,REGION 04: HOUSTON,101,HARRIS,M,06 - 08, , ,N,N,Dueitt Middle School
101919045,TWIN CREEKS MIDDLE,101919,SPRING ISD,4,REGION 04: HOUSTON,101,HARRIS,M,06 - 08, , ,N,N,Twin Creeks Middle School
101919046,BAMMEL MIDDLE,101919,SPRING ISD,4,REGION 04: HOUSTON,101,HARRIS,M,06 - 08, , ,N,N,Bammel Middle School
101919047,STELLE CLAUGHTON MIDDLE,101919,SPRING ISD,4,REGION 04: HOUSTON,101,HARRIS,M,06 - 08, , ,N,N,Stelle Claughton Middle School
101919048,RICKEY C BAILEY MIDDLE,101919,SPRING ISD,4,REGION 04: HOUSTON,101,HARRIS,M,06 - 08, , ,N,N,Rickey C Bailey Middle School
101919050,EDWARD ROBERSON MIDDLE,101919,SPRING ISD,4,REGION 04: HOUSTON,101,HARRIS,M,06 - 08, , ,N,N,Edward Roberson Middle School
101919051,SPRINGWOODS VILLAGE MIDDLE,101919,SPRING ISD,4,REGION 04: HOUSTON,101,HARRIS,M,06 - 08, , ,N,N,Springwoods Village Middle School
101919052,SPRING LEADERSHIP ACADEMY,101919,SPRING ISD,4,REGION 04: HOUSTON,101,HARRIS,M,06 - 08, , ,N,N,Spring Leadership Academy
101919102,BAMMEL EL,101919,SPRING ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Bammel Elementary School
101919103,PONDEROSA EL,101919,SPRING ISD,4,REGION 04: HOUSTON,101,HARRIS,E,PK - 05, , ,N,N,Ponderosa Elementary School
101919104,JOHN WINSHIP EL,101919,SPRING ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,John Winship Elementary School
101919105,PAT REYNOLDS EL,101919,SPRING ISD,4,REGION 04: HOUSTON,101,HARRIS,E,PK - 05, , ,N,N,Pat Reynolds Elementary School
101919106,MEYER EL,101919,SPRING ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Meyer Elementary School
101919107,MILDRED JENKINS EL,101919,SPRING ISD,4,REGION 04: HOUSTON,101,HARRIS,E,PK - 05, , ,N,N,Mildred Jenkins Elementary School
101919108,PEARL M HIRSCH EL,101919,SPRING ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Pearl M Hirsch Elementary School
101919109,ANDERSON EL,101919,SPRING ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Anderson Elementary School
101919110,JOAN LINK EL,101919,SPRING ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Joan Link Elementary School
101919111,SMITH EL,101919,SPRING ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Smith Elementary School
101919112,BENEKE EL,101919,SPRING ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Beneke Elementary School
101919114,DELORAS E THOMPSON EL,101919,SPRING ISD,4,REGION 04: HOUSTON,101,HARRIS,E,PK - 05, , ,N,N,Deloras E Thompson Elementary School
101919115,HERITAGE EL,101919,SPRING ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Heritage Elementary School
101919116,CLARK EL,101919,SPRING ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Clark Elementary School
101919117,SALYERS EL,101919,SPRING ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Salyers Elementary School
101919119,CHET BURCHETT EL,101919,SPRING ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Chet Burchett Elementary School
101919120,MILTON COOPER EL,101919,SPRING ISD,4,REGION 04: HOUSTON,101,HARRIS,E,EE - 05, , ,N,N,Milton Cooper Elementary School
