CAMPUS,CAMPNAME,DISTRICT,DISTNAME,REGION,REGNNAME,COUNTY,CNTYNAME,GRDTYPE,GRDSPAN,PAIRCAMP,PAIRNAME,CFLALTED,CFLCHART,CAMPNAME_CLEAN
057905077,HECTOR P GARCIA MIDDLE,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,M,06 - 08, , ,N,N,Hector P Garcia Middle School
057905079,FRANCISCO PANCHO MEDRANO J H,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,M,06 - 08, , ,N,N,Francisco Pancho Medrano Junior High
057905083,SAM TASBY MIDDLE,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,M,06 - 08, , ,N,N,Sam Tasby Middle School
057905085,KATHLYN JOY GILLIAM COLLEGIATE ACADEMY,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,S,09 - 12, , ,N,N,Kathlyn Joy Gilliam Collegiate Academy
057905088,TRINIDAD GARZA EARLY COLLEGE AT MT VIEW,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,S,09 - 12, , ,N,N,Trinidad Garza Early College At Mt View
057905090,DR WRIGHT L LASSITER JR EARLY COLLEGE H S,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,S,09 - 12, , ,N,N,Dr Wright L Lassiter Jr Early College High School
057905096,JUVENILE JUSTICE AEP,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,S,09 - 11, , ,N,N,Juvenile Justice Aep
057905099,HOSPITAL/HOMEBOUND,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,B,PK - 12, , ,N,N,Hospital/Homebound
057905100,ZAN WESLEY HOLMES JR MIDDLE,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,M,06 - 08, , ,N,N,Zan Wesley Holmes Jr Middle School
057905101,JOHN Q ADAMS EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,John Q Adams Elementary School
057905102,PREK PARTNERSHIP CENTER,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,EE - PK,'057905000,DALLAS ISD,N,N,Prek Partnership Center
057905103,GABE P ALLEN NEW TECH ACADEMY,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 06, , ,N,N,Gabe P Allen New Tech Academy
057905104,WILLIAM M ANDERSON EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,William M Anderson Elementary School
057905105,ARCADIA PARK EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 06, , ,N,N,Arcadia Park Elementary School
057905107,JOSE 'JOE' MAY EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,EE - 06, , ,N,N,Jose 'Joe' May Elementary School
057905108,BAYLES EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Bayles Elementary School
057905109,W A BLAIR EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,W A Blair Elementary School
057905110,ANNIE WEBB BLANTON EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,EE - 05, , ,N,N,Annie Webb Blanton Elementary School
057905112,JAMES BOWIE EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,EE - 05, , ,N,N,James Bowie Elementary School
057905114,JOHN NEELY BRYAN EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 06, , ,N,N,John Neely Bryan Elementary School
057905115,HARRELL BUDD EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 06, , ,N,N,Harrell Budd Elementary School
057905116,DAVID G BURNET EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,EE - 06, , ,N,N,David G Burnet Elementary School
057905117,RUFUS C BURLESON EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Rufus C Burleson Elementary School
057905119,CHAPEL HILL PREPARATORY-A PERSONALIZED LRNING SCH,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Chapel Hill Preparatory-A Personalized Lrning Sch
057905120,F P CAILLET EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,F P Caillet Elementary School
057905121,JOHN W CARPENTER EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,John W Carpenter Elementary School
057905122,C F CARR EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 06, , ,N,N,C F Carr Elementary School
057905125,CASA VIEW EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,EE - 05, , ,N,N,Casa View Elementary School
057905126,CENTRAL EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Central Elementary School
057905128,DR MARTIN LUTHER KING JR ARTS ACADEMY,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 08, , ,N,N,Dr Martin Luther King Jr Arts Academy
057905129,S S CONNER EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,S S Conner Elementary School
057905130,LEILA P COWART EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Leila P Cowart Elementary School
057905131,IGNACIO ZARAGOZA EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,EE - 05, , ,N,N,Ignacio Zaragoza Elementary School
057905133,BARBARA JORDAN EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Barbara Jordan Elementary School
057905134,GEORGE B DEALEY MONTESSORI ACADEMY,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 08, , ,N,N,George B Dealey Montessori Academy
057905135,EVERETTE LEE DEGOLYER EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Everette Lee Degolyer Elementary School
057905136,L O DONALD EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,EE - 05, , ,N,N,L O Donald Elementary School
057905137,JULIUS DORSEY LEADERSHIP ACADEMY,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Julius Dorsey Leadership Academy
057905139,PAUL L DUNBAR LEARNING CENTER,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Paul L Dunbar Learning Center
057905141,JILL STONE EL AT VICKERY MEADOW,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Jill Stone El At Vickery Meadow
057905142,J N ERVIN EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,J N Ervin Elementary School
057905145,STEPHEN C FOSTER EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,EE - 06, , ,N,N,Stephen C Foster Elementary School
057905147,CHARLES A GILL EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Charles A Gill Elementary School
057905148,TOM C GOOCH EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,EE - 05, , ,N,N,Tom C Gooch Elementary School
057905149,HALL PERSONALIZED LEARNING ACADEMY AT OAK CLIFF,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Hall Personalized Learning Academy At Oak Cliff
057905152,MARGARET B HENDERSON EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Margaret B Henderson Elementary School
057905153,VICTOR H HEXTER EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Victor H Hexter Elementary School
057905154,LARRY G SMITH EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Larry G Smith Elementary School
057905155,C A TATUM JR EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,C A Tatum Jr Elementary School
057905156,NATHANIEL HAWTHORNE EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Nathaniel Hawthorne Elementary School
057905157,HOGG NEW TECH CENTER,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Hogg New Tech Center
057905158,LIDA HOOE EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Lida Hooe Elementary School
057905159,L L HOTCHKISS EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 08, , ,N,N,L L Hotchkiss Elementary School
057905160,PERSONALIZED LEARNING PREPARATORY AT SAM HOUSTON,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Personalized Learning Preparatory At Sam Houston
057905161,SYLVIA MENDEZ CREW LEADERSHIP ACADEMY,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,EE - 05, , ,N,N,Sylvia Mendez Crew Leadership Academy
057905162,MOCKINGBIRD EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,KG - 05, , ,N,N,Mockingbird Elementary School
057905163,CEDAR CREST EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,EE - 06, , ,N,N,Cedar Crest Elementary School
057905164,ANSON JONES EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,EE - 06, , ,N,N,Anson Jones Elementary School
057905166,EDWIN J KIEST EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,EE - 05, , ,N,N,Edwin J Kiest Elementary School
057905167,KLEBERG EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,EE - 05, , ,N,N,Kleberg Elementary School
057905168,OBADIAH KNIGHT EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Obadiah Knight Elementary School
057905169,ARTHUR KRAMER EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,EE - 05, , ,N,N,Arthur Kramer Elementary School
057905170,RICHARD LAGOW EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,EE - 05, , ,N,N,Richard Lagow Elementary School
057905171,LAKEWOOD EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,KG - 05, , ,N,N,Lakewood Elementary School
057905172,JIMMIE TYLER BRASHEAR EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Jimmie Tyler Brashear Elementary School
057905173,JESUS MOROLES EXPRESSIVE ARTS VANGUARD,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 08, , ,N,N,Jesus Moroles Expressive Arts Vanguard
057905174,GENEVA HEIGHTS EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Geneva Heights Elementary School
057905175,UMPHREY LEE EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,EE - 05, , ,N,N,Umphrey Lee Elementary School
057905176,JACK LOWE SR EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,EE - 05, , ,N,N,Jack Lowe Sr Elementary School
057905177,WILLIAM LIPSCOMB EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,EE - 05, , ,N,N,William Lipscomb Elementary School
057905178,H I HOLLAND EL AT LISBON,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,H I Holland El At Lisbon
057905180,B H MACON EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,B H MacOn Elementary School
057905181,MAPLE LAWN EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Maple Lawn Elementary School
057905182,MARCUS LEADERSHIP ACADEMY,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Marcus Leadership Academy
057905183,THOMAS L MARSALIS EL STEAM ACADEMY,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Thomas L Marsalis El Steam Academy
057905184,BEN MILAM EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Ben Milam Elementary School
057905185,WILLIAM B MILLER EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 06, , ,N,N,William B Miller Elementary School
057905186,TRINITY HEIGHTS GIFTED AND TALENTED SCHOOL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,01 - 08, , ,N,N,Trinity Heights Gifted And Talented School
057905187,NANCY MOSELEY EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,EE - 05, , ,N,N,Nancy Moseley Elementary School
057905188,MOUNT AUBURN STEAM ACADEMY,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,EE - 05, , ,N,N,Mount Auburn Steam Academy
057905189,CLARA OLIVER EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Clara Oliver Elementary School
057905190,GEORGE PEABODY EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 06, , ,N,N,George Peabody Elementary School
057905191,ELISHA M PEASE EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Elisha M Pease Elementary School
057905192,JOHN F PEELER EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,John F Peeler Elementary School
057905193,JOHN J PERSHING EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,John J Pershing Elementary School
057905194,K B POLK CENTER FOR ACADEMICALLY TALENTED & GIFTED,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 08, , ,N,N,K B Polk Center For Academically Talented & Gifted
057905195,PRESTON HOLLOW EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Preston Hollow Elementary School
057905197,JOHN H REAGAN EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,EE - 05, , ,N,N,John H Reagan Elementary School
057905198,MARTHA TURNER REILLY EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Martha Turner Reilly Elementary School
057905199,REINHARDT EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Reinhardt Elementary School
057905200,JOSEPH J RHOADS LEARNING CENTER,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - PK,'057905000,DALLAS ISD,N,N,Joseph J Rhoads Learning Center
057905201,CHARLES RICE LEARNING CENTER,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Charles Rice Learning Center
057905202,ORAN M ROBERTS EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Oran M Roberts Elementary School
057905203,DAN D ROGERS EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Dan D Rogers Elementary School
057905204,ROSEMONT LOWER - CHRIS V SEMOS BUILDING,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 02,'057905359,ROSEMONT UPPER,N,N,Rosemont Lower - Chris V Semos Building
057905205,CLINTON P RUSSELL EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,EE - 05, , ,N,N,Clinton P Russell Elementary School
057905206,ALEX SANGER PREPARATORY SCHOOL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 08, , ,N,N,Alex Sanger Preparatory School
057905207,SAN JACINTO EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,San Jacinto Elementary School
057905208,SEAGOVILLE EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,EE - 05, , ,N,N,Seagoville Elementary School
057905209,ASCHER SILBERSTEIN EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Ascher Silberstein Elementary School
057905210,LESLIE A STEMMONS EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Leslie A Stemmons Elementary School
057905211,STEVENS PARK EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 06, , ,N,N,Stevens Park Elementary School
057905212,HARRY STONE MONTESSORI ACADEMY,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 08, , ,N,N,Harry Stone Montessori Academy
057905213,T G TERRY EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,T G Terry Elementary School
057905215,OTTO M FRIDIA EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,EE - 05, , ,N,N,Otto M Fridia Elementary School
057905216,EDWARD TITCHE EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Edward Titche Elementary School
057905217,WILLIAM B TRAVIS VANGUARD ACAD OF ACADEMICALLY TAG,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,M,04 - 08, , ,N,N,William B Travis Vanguard Acad Of Academically Tag
057905218,GEORGE W TRUETT EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,EE - 05, , ,N,N,George W Truett Elementary School
057905219,ADELLE TURNER EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Adelle Turner Elementary School
057905220,MARK TWAIN SCHOOL FOR THE TALENTED AND GIFTED,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,KG - 07, , ,N,N,Mark Twain School For The Talented And Gifted
057905222,URBAN PARK STEAM ACADEMY,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Urban Park Steam Academy
057905224,WALNUT HILL INTERNATIONAL LEADERSHIP ACADEMY,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 08, , ,N,N,Walnut Hill International Leadership Academy
057905225,DANIEL WEBSTER EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,EE - 05, , ,N,N,Daniel Webster Elementary School
057905226,MARTIN WEISS EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Martin Weiss Elementary School
057905229,WINNETKA EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Winnetka Elementary School
057905230,HARRY C WITHERS EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Harry C Withers Elementary School
057905232,BUCKNER TERRACE MONTESSORI,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Buckner Terrace Montessori
057905233,NATHAN ADAMS EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Nathan Adams Elementary School
057905234,HENRY B GONZALEZ PERSONALIZED LEARNING ACADEMY,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Henry B Gonzalez Personalized Learning Academy
057905235,BIRDIE ALEXANDER EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,EE - 05, , ,N,N,Birdie Alexander Elementary School
057905236,NANCY J COCHRAN EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Nancy J Cochran Elementary School
057905237,JOHN W RUNYON EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,John W Runyon Elementary School
057905239,ARTURO SALAZAR EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Arturo Salazar Elementary School
057905240,FRANK GUZICK EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,EE - 05, , ,N,N,Frank Guzick Elementary School
057905241,ELEMENTARY' DISCIPLINARY ALTERNATIVE EDUCATION PRG,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,01 - 05, , ,N,N,Elementary' Disciplinary Alternative Education Prg
057905244,SEAGOVILLE NORTH EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Seagoville North Elementary School
057905247,ADELFA BOTELLO CALLEJO EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Adelfa Botello Callejo Elementary School
057905250,WHITNEY M YOUNG JR EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,EE - 05, , ,N,N,Whitney M Young Jr Elementary School
057905260,LORENZO DE ZAVALA EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 06, , ,N,N,Lorenzo De Zavala Elementary School
057905263,J P STARKS EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 08, , ,N,N,J P Starks Elementary School
057905264,RONALD E MCNAIR EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,EE - 05, , ,N,N,Ronald E McNair Elementary School
057905265,ELADIO R MARTINEZ LEARNING CENTER,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 06, , ,N,N,Eladio R Martinez Learning Center
057905266,FREDERICK DOUGLASS EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Frederick Douglass Elementary School
057905270,EDUARDO MATA MONTESSORI SCHOOL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 08, , ,N,N,Eduardo Mata Montessori School
057905271,JULIAN T SALDIVAR EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 06, , ,N,N,Julian T Saldivar Elementary School
057905272,MARIA MORENO STEAM ACADEMY,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Maria Moreno Steam Academy
057905273,PLEASANT GROVE EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Pleasant Grove Elementary School
057905274,MARY MCLEOD BETHUNE EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Mary McLeod Bethune Elementary School
057905275,LOUISE WOLFF KAHN EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 06, , ,N,N,Louise Wolff Kahn Elementary School
057905276,GILBERT CUELLAR SR EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,EE - 05, , ,N,N,Gilbert Cuellar Sr Elementary School
057905277,THOMAS TOLBERT EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Thomas Tolbert Elementary School
057905278,LEONIDES GONZALEZ CIGARROA MD EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,EE - 06, , ,N,N,Leonides Gonzalez Cigarroa Md Elementary School
057905279,JERRY R JUNKINS EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Jerry R Junkins Elementary School
057905280,ANNE FRANK EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,EE - 05, , ,N,N,Anne Frank Elementary School
057905281,CESAR CHAVEZ LEARNING CENTER,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Cesar Chavez Learning Center
057905283,ESPERANZA MEDRANO EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,EE - 05, , ,N,N,Esperanza Medrano Elementary School
057905284,PERSONALIZED LEARNING ACADEMY AT HIGHLAND MEADOWS,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Personalized Learning Academy At Highland Meadows
057905285,N W HARLLEE EARLY CHILDHOOD CENTER,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,EE - 02,'057905000,DALLAS ISD,N,N,N W Harllee Early Childhood Center
057905286,LEE A MCSHAN JR EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Lee A McShan Jr Elementary School
057905287,CELESTINO MAURICIO SOTO JR EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Celestino Mauricio Soto Jr Elementary School
057905289,FELIX G BOTELLO PERSONALIZED LEARNING EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Felix G Botello Personalized Learning Elementary School
057905300,ARLINGTON PARK EARLY CHILDHOOD CENTER,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - PK,'057905000,DALLAS ISD,N,N,Arlington Park Early Childhood Center
057905301,WILMER-HUTCHINS EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Wilmer-Hutchins Elementary School
057905302,CALLIER CENTER PRE-SCHOOL DEAF (0-5),57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,EE - EE, , ,N,N,Callier Center Pre-School Deaf (0-5)
057905303,THELMA ELIZABETH PAGE RICHARDSON EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Thelma Elizabeth Page Richardson Elementary School
057905304,GEORGE HERBERT WALKER BUSH EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,EE - 05, , ,N,N,George Herbert Walker Bush Elementary School
057905305,EBBY HALLIDAY EL,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 05, , ,N,N,Ebby Halliday Elementary School
057905306,SOLAR PREPARATORY SCHOOL FOR GIRLS AT BONHAM,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,PK - 08, , ,N,N,Solar Preparatory School For Girls At Bonham
057905307,H S THOMPSON LEARNING CENTER,57905,DALLAS ISD,10,REGION 10: RICHARDSON,57,DALLAS,E,KG - 05, , ,N,N,H S Thompson Learning Center
