CAMPUS,C20GP14R,C20GV14R,C2CRB13R,C2CRB14R,C2CRM13R,C2CRM14R,C2CRR13R,C2CRR14R,C30GP14R,C30GV14R,C3CRB13R,C3CRB14R,C3CRM13R,C3CRM14R,C3CRR13R,C3CRR14R,C40GP14R,C40GV14R,C4CRB13R,C4CRB14R,C4CRM13R,C4CRM14R,C4CRR13R,C4CRR14R,CA0GP14R,CA0GV14R,CACRB13R,CACRB14R,CACRM13R,CACRM14R,CACRR13R,CACRR14R,CB0GP14R,CB0GV14R,CBCRB13R,CBCRB14R,CBCRM13R,CBCRM14R,CBCRR13R,CBCRR14R,CE0GP14R,CE0GV14R,CECRB13R,CECRB14R,CECRM13R,CECRM14R,CECRR13R,CECRR14R,CF0GP14R,CF0GV14R,CFCRB13R,CFCRB14R,CFCRM13R,CFCRM14R,CFCRR13R,CFCRR14R,CH0GP14R,CH0GV14R,CHCRB13R,CHCRB14R,CHCRM13R,CHCRM14R,CHCRR13R,CHCRR14R,CI0GP14R,CI0GV14R,CICRB13R,CICRB14R,CICRM13R,CICRM14R,CICRR13R,CICRR14R,CL0GP14R,CL0GV14R,CLCRB13R,CLCRB14R,CLCRM13R,CLCRM14R,CLCRR13R,CLCRR14R,CM0GP14R,CM0GV14R,CMCRB13R,CMCRB14R,CMCRM13R,CMCRM14R,CMCRR13R,CMCRR14R,CR0GP14R,CR0GV14R,CRCRB13R,CRCRB14R,CRCRM13R,CRCRM14R,CRCRR13R,CRCRR14R,CS0GP14R,CS0GV14R,CSCRB13R,CSCRB14R,CSCRM13R,CSCRM14R,CSCRR13R,CSCRR14R,CW0GP14R,CW0GV14R,CWCRB13R,CWCRB14R,CWCRM13R,CWCRM14R,CWCRR13R,CWCRR14R
"027903041",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"027903101",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"027903102",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"027903104",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"027904001",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,91.6,79.5,51,50,67,63,60,66,100,2.5,-1,20,-1,40,-1,17,89.9,38.1,38,38,57,51,50,54,92.9,35.6,59,52,68,55,70,77,85.9,26.8,38,32,58,42,49,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90.6,43.9,42,47,65,70,51,57,82.2,23.8,15,13,32,21,27,38,68.2,6.3,20,10,18,18,13,8,94.4,48.5,58,61,72,76,65,75
"027904002",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27.3,9.1,33,46,60,46,31,54,.,.,.,.,.,.,.,.,33.3,9.1,0,50,43,50,0,63,31.6,3,-1,50,50,50,0,50,22.2,3,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21.4,6.1,50,-1,67,-1,50,-1,13.6,3,29,33,50,33,25,33,-1,-1,-1,.,-1,.,-1,.,29.2,6.1,40,45,69,45,36,55
"027904041",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"027904101",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"027904102",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"027904103",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"027904104",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"028902001",50,0.4,60,33,80,50,60,50,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,63.6,30,51,42,65,55,67,56,53.3,2.1,31,29,54,29,54,57,58.5,15.5,44,36,54,46,64,51,71,16.3,50,53,60,61,73,70,60.6,17.3,45,38,56,50,63,55,.,.,-1,.,-1,.,-1,.,33.3,0.7,-1,-1,-1,-1,-1,0,56.6,13.8,53,31,69,48,62,43,31.5,4.9,21,14,29,18,40,29,26.7,2.5,11,5,26,18,32,14,72.8,9.9,64,53,80,68,76,60
"028902004",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"028902038",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6.7,0,14,17,25,33,13,33,.,.,.,.,.,.,.,.,0,0,-1,-1,20,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,17,-1,29,-1,14,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,0,-1,-1,40,-1,-1,-1,0,0,20,-1,17,-1,20,-1,-1,-1,.,.,.,.,.,.,20,0,-1,-1,-1,-1,-1,-1
"028902045",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"028902101",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"028902102",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"028902103",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"028902104",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"028902105",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"028903001",.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52.6,9.5,35,47,50,65,47,61,40,0,-1,30,-1,50,-1,50,44,2.1,31,42,44,61,49,52,47.8,0,36,54,55,67,52,73,40.9,4.2,36,43,45,62,49,53,-1,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,57.1,9.5,34,41,46,63,44,51,28.6,2.1,14,23,24,35,27,46,16.7,1.1,0,-1,0,-1,0,-1,69.2,5.3,33,56,57,72,48,71
"028903041",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"028903101",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"028903104",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"028906001",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,85.7,85.7,40,33,40,42,70,58,-1,-1,.,-1,.,-1,.,-1,85.7,42.9,33,50,33,50,67,83,100,50,33,67,33,67,67,100,83.3,35.7,40,33,40,33,80,50,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,71.4,35.7,-1,0,-1,17,-1,17,80,28.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,28.6,40,-1,40,-1,60,-1
"029901001",-1,-1,-1,-1,-1,-1,-1,-1,73.3,1.3,39,50,61,71,39,57,.,.,.,.,.,.,.,.,87.7,66.7,45,54,76,70,53,68,-1,-1,0,-1,40,-1,40,-1,83.1,26.3,32,39,66,53,38,61,89.4,32.9,47,59,70,70,58,77,85.4,38.2,40,47,74,64,50,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,86.1,33.8,44,48,81,70,49,58,79.5,21.9,22,23,51,38,35,48,63.3,7.9,22,0,56,20,17,21,93.4,25,59,64,86,80,61,73
"029901003",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10.2,3.4,46,22,46,33,54,53,-1,-1,.,-1,.,-1,.,-1,4.9,0,14,18,14,36,29,42,12.9,3.4,33,20,33,40,33,55,7.9,1.7,13,18,13,27,25,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7.1,0,57,25,57,25,71,50,7.3,3.4,33,11,33,11,44,50,0,0,.,.,.,.,.,.,11.1,1.7,100,20,100,40,100,40
"029901043",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"029901101",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"029901102",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"029901105",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"029901107",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"030901001",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,100,60,56,70,71,80,75,.,.,.,.,.,.,.,.,100,41.2,36,50,45,71,73,50,100,47.1,55,63,55,75,91,88,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,52.9,67,50,89,67,67,63,100,29.4,0,-1,17,20,50,-1,.,.,.,.,.,.,.,.,100,100,59,56,71,71,76,75
"030901101",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"030902001",-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,77.8,41.1,54,54,66,71,66,63,-1,-1,.,-1,.,-1,.,-1,65.2,11.1,41,45,61,55,48,64,72.9,17.8,56,52,61,62,76,70,60,4.4,33,64,50,64,33,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,83.3,23.3,52,55,70,80,58,55,36,4.4,13,29,28,35,35,35,33.3,2.2,0,-1,0,-1,0,0,79.7,33.3,55,52,68,71,69,61
"030902041",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"030902101",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"030902103",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"030903001",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,81.5,59.3,56,55,67,64,63,86,.,.,.,.,.,.,.,.,93.3,40.7,83,58,83,67,83,83,84.6,22.2,67,58,75,58,83,100,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78.6,37,33,50,50,70,29,70,71.4,29.6,20,33,20,42,60,83,-1,-1,-1,.,-1,.,-1,.,78.3,44.4,57,58,64,68,60,89
"030903041",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"030903101",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"030906001",-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,55.6,55,89,100,100,46,89,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,17,-1,100,22.2,60,100,100,100,43,100,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,50,-1,100,-1,50,-1,.,.,-1,.,-1,.,20,.,.,.,.,.,.,.,-1,.,100,55.6,55,88,100,100,50,88
"030906041",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"030906101",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"031901001",.,.,.,.,.,.,.,.,100,1.1,60,100,80,100,80,100,.,.,.,.,.,.,.,.,76.9,61.7,55,50,78,60,61,67,-1,-1,-1,-1,-1,-1,-1,-1,75.8,53.9,54,49,78,59,61,65,80,33.3,61,50,80,54,67,72,76.5,60,54,50,78,59,61,66,.,.,.,.,.,.,.,.,42.3,1.5,0,0,50,13,0,4,73.9,28.4,48,51,76,65,55,62,60.4,19.8,29,27,58,35,41,45,53.4,4.4,0,4,19,10,6,14,100,0.5,85,60,92,80,85,60
"031901002",.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,72.8,69.7,53,26,71,52,63,38,.,.,.,.,.,.,.,.,72.9,69.5,52,26,70,52,63,38,70,33.6,52,28,67,45,65,42,72.8,69.7,52,26,70,52,63,38,.,.,.,.,.,.,.,.,40,4.3,0,0,7,16,7,0,75.6,36.1,53,25,73,59,62,32,64.7,42.5,29,14,52,38,45,26,47.5,4.8,5,0,14,7,24,0,.,.,-1,.,-1,.,-1,.
"031901003",.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,74.6,59.6,49,41,69,60,57,53,.,.,.,.,.,.,.,.,74.9,59.1,49,41,70,60,57,54,73.6,30.5,48,45,64,58,57,60,74.3,58.8,48,40,69,59,56,53,.,.,.,.,.,.,.,.,33.3,2.1,0,0,33,22,11,0,75.7,29.1,51,37,74,61,56,47,67.1,35.3,23,22,44,41,35,40,59.3,8,5,8,21,21,5,7,-1,-1,100,-1,100,-1,100,-1
"031901004",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,61.2,40,49,44,76,63,53,53,-1,-1,-1,-1,-1,-1,-1,-1,60.8,39.2,49,43,76,62,54,52,63,18.3,51,46,76,62,58,55,61.6,40,49,44,76,63,53,53,.,.,.,.,.,.,.,.,25.6,1.2,0,6,39,26,0,6,59.5,21.7,47,42,77,64,49,50,46.6,16.7,38,30,69,47,44,41,30.9,3.5,0,4,6,19,5,18,-1,-1,-1,-1,-1,-1,-1,-1
"031901007",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,75.9,44.9,32,38,61,60,39,47,.,.,.,.,.,.,.,.,76.4,44.2,32,39,62,60,39,47,73.5,20.5,36,40,61,58,44,51,75.9,44.6,32,39,61,61,39,47,.,.,.,.,.,.,.,.,52.4,1.8,0,0,60,10,0,0,78.4,24.3,28,37,60,62,34,42,58.3,20.3,9,13,37,33,19,22,42.2,5.8,0,0,0,3,0,0,-1,-1,.,-1,.,-1,.,-1
"031901008",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,96.4,69,76,90,93,76,82,.,.,.,.,.,.,.,.,100,90.9,69,77,90,94,76,83,100,58.2,67,79,86,91,78,88,100,96.4,69,76,90,93,76,82,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,100,38.2,73,73,96,95,73,73,100,21.8,60,58,80,100,76,58,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"031901009",.,.,.,.,.,.,.,.,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,92.9,83.1,39,46,64,60,51,62,.,.,.,.,.,.,.,.,92.7,76.4,39,44,64,59,50,60,94.6,42.1,45,48,65,58,57,69,92.9,80.8,39,46,64,60,50,62,.,.,.,.,.,.,.,.,50,0.9,0,0,25,21,0,0,91.2,41,34,44,62,61,45,54,87.5,35.7,25,17,52,30,40,43,87.5,6.4,0,6,7,11,0,20,91.7,2.1,40,33,40,42,100,58
"031901034",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"031901042",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"031901043",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
