id,name,Campus Number,Campus Name
188901142,WOODLANDS ELEMENTARY,188901142,Woodlands Elementary School
188901143,TRADEWIND EL,188901143,Tradewind Elementary School
188901170,CARVER EL ACADEMY,188901170,Carver Elementary School Academy
188902001,RIVER ROAD H S,188902001,River Road High School
188902101,ROLLING HILLS EL,188902101,Rolling Hills Elementary School
188902102,RIVER ROAD MIDDLE,188902102,River Road Middle School
188902103,WILLOW VISTA INT,188902103,Willow Vista Intermediate School
188903001,HIGHLAND PARK H S,188903001,Highland Park High School
188903041,HIGHLAND PARK MIDDLE,188903041,Highland Park Middle School
188903101,HIGHLAND PARK EL,188903101,Highland Park Elementary School
188904001,BUSHLAND H S,188904001,Bushland High School
188904041,BUSHLAND MIDDLE,188904041,Bushland Middle School
188904101,BUSHLAND EL,188904101,Bushland Elementary School
189901001,MARFA JUNIOR/SENIOR HIGH,189901001,Marfa Junior High School/Senior High School
189901101,MARFA EL,189901101,Marfa Elementary School
189902001,PRESIDIO H S,189902001,Presidio High School
189902041,LUCY REDE FRANCO MIDDLE,189902041,Lucy Rede Franco Middle School
189902101,PRESIDIO EL,189902101,Presidio Elementary School
190903001,RAINS H S,190903001,Rains High School
190903041,RAINS J H,190903041,Rains Junior High School
190903051,RAINS INT,190903051,Rains Intermediate School
190903101,RAINS EL,190903101,Rains Elementary School
191901001,CANYON H S,191901001,Canyon High School
191901002,RANDALL H S,191901002,Randall High School
191901003,YOUTH CTR OF HIGH PLAINS,191901003,Youth Center of the High Plains
191901004,MIDWAY ALTERNATIVE H S,191901004,Midway Alternative High School
191901041,CANYON J H,191901041,Canyon Junior High School
191901043,WESTOVER PARK JR HIGH,191901043,Westover Park Jr High School
191901101,GENE HOWE EL,191901101,Gene Howe Elementary School
191901104,SUNDOWN LANE EL,191901104,Sundown Lane Elementary School
191901105,LAKEVIEW EL,191901105,Lakeview Elementary School
191901106,ARDEN ROAD EL,191901106,Arden Road Elementary School
191901107,CRESTVIEW EL,191901107,Crestview Elementary School
191901108,REEVES-HINGER EL,191901108,Reves-Hinger Elementary School
191901110,GREENWAYS INTERMEDIATE,191901110,Greenways Intermediate School
191901111,CANYON INT,191901111,Canyon Intermediate School
191901112,CITY VIEW EL,191901112,City View Elementary School
191901113,HILLSIDE EL,191901113,Hillside Elementary School
192901001,REAGAN COUNTY H S,192901001,Reagan County High School
192901041,REAGAN COUNTY MIDDLE,192901041,Reagan County Middle School
192901101,REAGAN COUNTY EL,192901101,Reagan County Elementary School
193801001,BIG SPRINGS CHARTER SCHOOL,193801001,Big Springs Charter School (C)
193801101,HILL COUNTRY YOUTH RANCH,193801101,Hill Country Youth Ranch (C)
193902001,LEAKEY SCHOOL,193902001,Leakey School
194902001,AVERY H S,194902001,Avery High School
194902041,AVERY MIDDLE,194902041,Avery Middle School
194902101,AVERY EL,194902101,Avery Elementary School
194903001,RIVERCREST H S,194903001,Rivercrest High School
194903102,RIVERCREST J H,194903102,Rivercrest Junior High School
194903103,RIVERCREST EL,194903103,Rivercrest Elementary School
194904002,CLARKSVILLE H S,194904002,Clarksville High School
194904042,CLARKSVILLE MIDDLE,194904042,Cheatham Middle School
194904103,CHEATHAM EL,194904103,Clarksville Elementary School
194905001,DETROIT H S,194905001,Detroit High School
194905041,DETROIT J H,194905041,Detroit Junior High School
194905101,DETROIT EL,194905101,Detroit Elementary School
195901001,PECOS H S,195901001,Pecos High School
195901042,CROCKETT MIDDLE,195901042,Crockett Middle School
195901101,PECOS KIND,195901101,Pecos Kindergarten
195901106,AUSTIN EL,195901106,Austin Elementary School
195901109,HAYNES EL,195901109,Haynes Elementary School
195902001,BALMORHEA SCHOOL,195902001,Balmorhea School
196901001,AUSTWELL-TIVOLI H S,196901001,Austwell-Tivoli High School
196901102,AUSTWELL-TIVOLI EL,196901102,Austwell-Tivoli Elementary School
196902001,WOODSBORO H S,196902001,Woodsboro High School
196902102,WOODSBORO EL,196902102,Woodsboro Elementary School
196903001,REFUGIO H S,196903001,Refugio High School
196903042,REFUGIO J H,196903042,Refugio J H
196903103,REFUGIO EL,196903103,Refugio Elementary School
197902001,MIAMI SCHOOL,197902001,Miami School
198901001,BREMOND H S,198901001,Bremond High School
198901041,BREMOND MIDDLE,198901041,Bremond Middle School
198901101,BREMOND EL,198901101,Bremond Elementary School
198902101,CALVERT SCHOOL,198902101,Calvert School
198903001,FRANKLIN H S,198903001,Franklin High School
198903041,FRANKLIN MIDDLE,198903041,Franklin Middle School
198903101,REYNOLDS EL,198903101,Reynolds Elementary School
198905002,HEARNE H S,198905002,Hearne High School
198905042,HEARNE J H,198905042,Hearne Junior High School
198905104,HEARNE EL,198905104,Hearne Elementary School
198906001,MUMFORD H S,198906001,Mumford High School
198906101,MUMFORD EL,198906101,Mumford Elementary School
199901001,ROCKWALL H S,199901001,Rockwall High School
199901002,ROCKWALL QUEST ACADEMY,199901002,Rockwall Quest Academy
199901004,ROCKWALL-HEATH H S,199901004,Rockwall-Heath High School
199901042,J W WILLIAMS MIDDLE,199901042,JW Williams Middle
199901043,MAURINE CAIN MIDDLE,199901043,Maurine Cain Middle School
199901044,HERMAN E UTLEY MIDDLE,199901044,Herman E Utley Middle School
199901101,VIRGINIA REINHARDT EL,199901101,Virginia Reinhardt Elementary School
199901102,HOWARD DOBBS EL,199901102,Howard Dobbs Elementary School
199901103,AMANDA ROCHELL EL,199901103,Amanda Rochell Elementary School
199901105,DORIS CULLINS-LAKE POINTE EL,199901105,Doris Cullinslake Pointe Elementary School
199901106,AMY PARKS-HEATH EL,199901106,Amy Parks-Heath Elementary
199901107,NEBBIE WILLIAMS EL,199901107,Nebbie Williams Elementary School
199901108,DOROTHY SMITH PULLEN EL,199901108,Dorothy Smith Pullen Elementary School
199901109,DORRIS A JONES EL,199901109,Dorris A Jones Elementary School
199901110,GRACE HARTMAN EL,199901110,Grace Hartman Elementary School
199901111,OUIDA SPRINGER,199901111,Ouida Springer Elementary
199901112,CELIA HAYS EL,199901112,Celia Hays Elementary School
199901113,SHARON SHANNON EL,199901113,Sharon Shannon Elementary School
199902002,ROYSE CITY H S,199902002,Royse City High School
199902003,HH BROWNING ALTERNATIVE LEARNING,199902003,HH Browning Alternative Learning Center
199902041,ROYSE CITY MIDDLE,199902041,Royse City Middle School
199902042,RUTH CHERRY INT,199902042,Ruth Cherry Intermediate School
199902043,HARRY H HERNDON,199902043,Harry H Herndon
199902102,DAVIS EL,199902102,Davis Elementary School
199902104,ANITA SCOTT EL,199902104,Anita Scott Elementary School
199902105,W R (BILL) FORT EL,199902105,WR (Bill) Fort Elementary School
199902106,MISS MAY VERNON EL,199902106,Miss May Vernon Elementary School
200901001,BALLINGER H S,200901001,Ballinger High School
200901003,FAIRVIEW ACCELERATED,200901003,Fairview Alternative Education Coop
200901041,BALLINGER J H,200901041,Ballinger Junior High School
200901101,BALLINGER EL,200901101,Ballinger Elementary School
200902001,MILES H S,200902001,Miles High School
200902005,FAIRVIEW DAEP,200902005,Fairview Daep
200902101,MILES EL,200902101,Miles Elementary School
200904001,WINTERS H S,200904001,Winters High School
200904041,WINTERS J H,200904041,Winters Junior High School
200904101,WINTERS EL,200904101,Winters Elementary School
200906101,OLFEN EL,200906101,Olfen Elementary School
200906103,WALL SPECIAL PROGRAMS,200906103,Wall Special Programs
201902001,HENDERSON H S,201902001,Henderson High School
201902041,HENDERSON MIDDLE,201902041,Henderson Middle School
201902107,MONNIE MEYER WYLIE PRI,201902107,Monnie Meyer Wylie Primary School
201902108,NORTHSIDE EL,201902108,Northside Elementary School
201902109,WILLIAM E WYLIE EL,201902109,William E Wylie Elementary School
201903001,LANEVILLE SCHOOL,201903001,Laneville School
201904001,LEVERETTS CHAPEL H S,201904001,Leveretts Chapel High School
201904041,LEVERETTS CHAPEL J H,201904041,Leveretts Chapel Junior High School
201904101,LEVERETTS CHAPEL EL,201904101,Leveretts Chapel Elementary School
201907001,MT ENTERPRISE H S,201907001,Mt Enterprise High School
201907101,MT ENTERPRISE ELEMENTARY,201907101,Mt Enterprise Elementary School
201908001,OVERTON H S,201908001,Overton High School
201908101,OVERTON EL,201908101,Overton Elementary School
201910002,TATUM H S,201910002,Tatum High School
201910041,TATUM MIDDLE,201910041,Tatum Middle School
201910102,TATUM EL,201910102,Tatum Elementary School
201910104,TATUM PRI,201910104,Tatum Primary School
201913001,CARLISLE SCHOOL,201913001,Carlisle School
201914001,WEST RUSK H S,201914001,West Rusk High School
201914041,WEST RUSK MIDDLE,201914041,West Rusk Middle School
201914104,WEST RUSK INT,201914104,West Rusk Elementary School
201914105,WEST RUSK EL,201914105,West Rusk El
202903001,HEMPHILL H S,202903001,Hemphill High School
202903041,HEMPHILL MIDDLE,202903041,Hemphill Middle School
202903101,HEMPHILL EL,202903101,Hemphill Elementary School
202905002,WEST SABINE H S,202905002,West Sabine High School
202905102,WEST SABINE EL,202905102,West Sabine Elementary School
203901002,SAN AUGUSTINE H S,203901002,San Augustine High School
203901101,SAN AUGUSTINE MIDDLE,203901101,San Augustine Intermediate School
203901102,SAN AUGUSTINE EL,203901102,San Augustine Elementary School
203902001,BROADDUS H S,203902001,Broaddus High School
203902101,BROADDUS EL,203902101,Broaddus Elementary School
204901001,COLDSPRING-OAKHURST HIGH SCHOOL,204901001,Coldspring-Oakhurst High School
204901041,LINCOLN JUNIOR HIGH,204901041,Lincoln Junior High School
204901102,STREET ELEMENTARY,204901102,Street Elementary School
204901103,COLDSPRING INTERMEDIATE,204901103,Coldspring Intermediate School
204904001,SHEPHERD H S,204904001,Shepherd High School
204904041,SHEPHERD MIDDLE,204904041,Shepherd Middle School
204904101,SHEPHERD PRI,204904101,Shepherd Primary School
204904102,SHEPHERD INT,204904102,Shepherd Intermediate School
205901001,ARANSAS PASS H S,205901001,Aransas Pass High School
205901041,A C BLUNT MIDDLE,205901041,AC Blunt Middle School
205901101,H T FAULK EARLY CHILDHOOD SCHOOL,205901101,HT Faulk Early Childhood School
205901102,W A KIEBERGER EL,205901102,WA Kleberger Elementary
205901104,CHARLIE MARSHALL EL,205901104,Charlie Marshall Elementary School
205902001,GREGORY-PORTLAND H S,205902001,Gregory-Portland High School
205902041,GREGORY-PORTLAND J H,205902041,Gregory-Portland Junior High School
205902101,AUSTIN EL,205902101,Austin Elementary School
205902102,CLARK EL,205902102,Clark Elementary School
205902103,EAST CLIFF EL,205902103,East Cliff Elementary School
205902104,ANDREWS EL,205902104,Andrews Elementary School
205902105,GREGORY-PORTLAND INT,205902105,Gregory-Portland Intermediate School
205903001,INGLESIDE H S,205903001,Ingleside High School
205903042,LEON TAYLOR J H,205903042,Leon Taylor Junior High School
205903102,INGLESIDE PRIMARY SCHOOL,205903102,Ingleside Primary School
205903103,BLASCHKE/SHELDON ELEMENTARY,205903103,Blaschke/Sheldon Elementary School
205903104,GILBERT J MIRCOVICH ELEMENTARY,205903104,Gilbert J Mircovich Elementary School
205904001,MATHIS H S,205904001,Mathis High School
205904041,MATHIS MIDDLE,205904041,Mathis Middle School
205904101,MATHIS EL,205904101,Mathis Elementary School
205904102,MATHIS INT,205904102,Mathis Intermediate School
205905001,ODEM H S,205905001,Odem High School
205905041,ODEM J H,205905041,Odem Junior High School
205905101,ODEM EL,205905101,Odem Elementary School
205906001,SINTON H S,205906001,Sinton High School
205906002,JUVENILE DETENTION CTR,205906002,Juvenile Detention Center
205906041,E MERLE SMITH MIDDLE,205906041,E Merle Smith Middle School
205906103,WELDER EL,205906103,Welder Elementary School
205906105,SINTON EL,205906105,Sinton Elementary School
205907001,TAFT H S,205907001,Taft High School
205907041,TAFT J H,205907041,Taft Junior High School
205907101,WOODROE PETTY EL,205907101,Woodroe Petty Elementary School
206901001,SAN SABA H S,206901001,San Saba High School
206901041,SAN SABA MIDDLE,206901041,San Saba Middle School
206901101,SAN SABA EL,206901101,San Saba Elementary School
206902001,RICHLAND SPRINGS SCHOOL,206902001,Richland Springs School
206903001,CHEROKEE SCHOOL,206903001,Cherokee School
207901001,ELDORADO H S,207901001,Eldorado High School
207901041,ELDORADO MIDDLE,207901041,Eldorado Middle School
207901101,ELDORADO EL,207901101,Eldorado Elementary School
208901001,HERMLEIGH SCHOOL,208901001,Hermleigh School
208902001,SNYDER H S,208902001,Snyder High School
208902004,SNYDER ACADEMY,208902004,Snyder Academy
208902041,SNYDER J H,208902041,Snyder Junior High School
208902106,STANFIELD EL,208902106,Stanfield Elementary School
208902109,SNYDER PRI,208902109,Snyder Pri
208902110,SNYDER INT,208902110,Snyder Int
208903001,IRA SCHOOL,208903001,Ira School
209901001,ALBANY JR-SR H S,209901001,Albany Jrsr High School
209901101,NANCY SMITH EL,209901101,Nancy Smith Elementary School
209902001,MORAN SCHOOL,209902001,Moran School
210901001,CENTER H S,210901001,Center High School
210901041,CENTER MIDDLE,210901041,Center Middle School
210901101,CENTER EL,210901101,Center Elementary School
210901102,CENTER INT,210901102,Center Intermediate School
210901104,F L MOFFETT PRI,210901104,FL Moffett Primary School
210902001,JOAQUIN H S,210902001,Joaquin High School
210902041,JOAQUIN J H SCHOOL,210902041,Joaquin Junior High School
210902102,JOAQUIN EL,210902102,Joaquin Elementary School
210903002,SHELBYVILLE SCHOOL,210903002,Shelbyville School
210904002,TENAHA SCHOOLS,210904002,Tenaha School
210905001,TIMPSON H S,210905001,Timpson High School
210905041,TIMPSON MIDDLE,210905041,Timpson Middle School
210905101,TIMPSON EL,210905101,Timpson Elementary School
210906101,EXCELSIOR EL,210906101,Excelsior Elementary School
211901101,TEXHOMA EL,211901101,Texhoma Elementary School
211902001,STRATFORD H S,211902001,Stratford High School
211902041,STRATFORD J H,211902041,Stratford Junior High School
211902102,MARY ALLEN EL,211902102,Mary Allen Elementary School
212801101,CUMBERLAND ACADEMY,212801101,Cumberland Academy (C)
212803001,AZLEWAY CHARTER SCHOOL,212803001,Azleway Charter School (C)
212803002,AZLEWAY CHARTER SCHOOL WILLOW BEND,212803002,Azleway Charter School Pine Mountain (C)
212804001,UT TYLER INNOVATION ACADEMY,212804001,Ut Tyler Innovation Academy
212804102,LONGVIEW,212804102,Longview
212804103,PALESTINE,212804103,Palestine
212901001,ARP H S,212901001,Arp High School
212901041,ARP J H,212901041,Arp Junior High School
212901101,ARP EL,212901101,Arp Elementary School
212902001,BULLARD H S,212902001,Bullard High School
212902041,BULLARD MS,212902041,Bullard Middle School
212902101,BULLARD EL,212902101,Bullard Elementary School
212902102,BULLARD INT,212902102,Bullard Intermediate School
212902103,BULLARD PRIMARY,212902103,Bullard Primary School
212903001,LINDALE H S,212903001,Lindale High School
212903041,LINDALE JUNIOR HIGH,212903041,Lindale Junior High School
212903101,COLLEGE STREET EL,212903101,Lindale Primary School
212903102,VELMA PENNY EL,212903102,Velma Penny Elementary School
212903103,E J MOSS INT,212903103,EJ Moss Intermediate School
212903104,EARLY CHILDHOOD CENTER,212903104,Early Childhood Center
212904002,TROUP H S,212904002,Troup High School
212904041,TROUP MIDDLE,212904041,Troup Middle School
212904102,TROUP EL,212904102,Troup Elementary School
212905001,ROBERT E LEE H S,212905001,Robert E Lee High School
212905003,JOHN TYLER H S,212905003,John Tyler High School
212905041,BOULTER MIDDLE,212905041,Boulter Middle School
212905042,DOGAN MIDDLE,212905042,Dogan Middle School
212905043,HOGG MIDDLE,212905043,Hogg Middle School
212905044,HUBBARD MIDDLE,212905044,Hubbard Middle School
212905045,MOORE MST MAGNET SCHOOL,212905045,Moore Math Science Technology Magnet School
212905047,STEWART MIDDLE SCHOOL,212905047,Stewart Middle School
212905101,T J AUSTIN ELEMENTARY,212905101,TJ Austin Elementary School
212905102,BELL EL,212905102,Bell Elementary School
212905103,BIRDWELL EL,212905103,Birdwell Elementary School
212905104,BONNER ELEMENTARY,212905104,Bonner Elementary School
212905106,CLARKSTON EL,212905106,Clarkston Elementary School
212905107,DIXIE EL,212905107,Dixie Elementary School
212905108,DOUGLAS ELEMENTARY,212905108,Douglas Elementary School
212905109,OWENS ELEMENTARY,212905109,Owens Elementary School
212905110,CALDWELL EL ARTS ACADEMY,212905110,Caldwell Elementary School Arts Academy
212905111,GRIFFIN EL,212905111,Griffin Elementary School
212905112,JONES EL,212905112,Jones Elementary School
212905114,ORR EL,212905114,Orr Elementary School
212905115,PEETE EL,212905115,Peete Elementary School
212905116,RAMEY EL,212905116,Ramey Elementary School
212905117,RICE EL,212905117,Rice Elementary School
212905118,WAYNE D BOSHEARS CENTER FOR EXCEPT,212905118,St Louis Special Education Elementary School
212905119,WOODS EL,212905119,Woods Elementary School
212905125,DR BRYAN C JACK ELEMENTARY,212905125,Dr Bryan C Jack Elementary School
212905130,ST LOUIS EARLY CHILDHOOD CENTER,212905130,St Louis Early Childhood Center
212906001,WHITEHOUSE H S,212906001,Whitehouse High School
212906041,WHITEHOUSE J H,212906041,Whitehouse Junior High School
212906042,J W HOLLOWAY SIXTH GRADE SCHOOL,212906042,JW Holloway Sixth Grade School
212906111,GUS WINSTON CAIN EL,212906111,Gus Winston Cain Elementary School
212906112,MOZELLE BROWN ELEMENTARY,212906112,Mozelle Brown Elementary School
212906113,H L HIGGINS ELEMENTARY SCHOOL,212906113,HL Higgis Elementary School
212906114,STANTON-SMITH ELEMENTARY,212906114,Stanton-Smith Elementary School
212909001,CHAPEL HILL H S,212909001,Chapel Hill High School
212909042,CHAPEL HILL MIDDLE,212909042,Chapel Hill Middle School
212909101,WISE EL,212909101,Wise Elementary School
212909102,JACKSON EL,212909102,Jackson Elementary School
212909103,W L KISSAM INT,212909103,WL Kissam Intermediate School
212910001,WINONA H S,212910001,Winona High School
212910041,WINONA MIDDLE,212910041,Winona Middle School
212910101,WINONA EL,212910101,Winona Elementary School
212910103,WINONA INT,212910103,Winona Intermediate School
213801001,BRAZOS RIVER CHARTER SCHOOL,213801001,Brazos River Charter School (C)
213901001,GLEN ROSE H S,213901001,Glen Rose High School
213901041,GLEN ROSE J H,213901041,Glen Rose Junior High School
213901101,GLEN ROSE EL,213901101,Glen Rose Elementary School
213901102,GLEN ROSE INT,213901102,Glen Rose Intermediate School
214901001,RIO GRANDE CITY H S,214901001,Rio Grande City High School
214901003,RIO GRANDE CITY CISD GRULLA H S,214901003,Rio Grande City CISD Grulla High School
214901041,GRULLA MIDDLE,214901041,Grulla Middle School
214901042,RINGGOLD MIDDLE,214901042,Ringgold Middle School
214901044,VETERANS MIDDLE,214901044,Veterans Middle School
214901102,GRULLA EL,214901102,Grulla Elementary School
214901103,LA UNION EL,214901103,La Union Elementary School
214901104,NORTH GRAMMAR EL,214901104,North Grammar Elementary School
214901105,JOHN & OLIVE HINOJOSA EL,214901105,John & Olive Hinojosa Elementary School
214901107,RINGGOLD EL,214901107,Ringgold Elementary School
214901108,ROQUE GUERRA JR EL,214901108,Roque Guerra Jr Elementary School
214901110,ALTO BONITO EL,214901110,Alto Bonito Elementary School
214901111,GENERAL RICARDO SANCHEZ EL,214901111,General Ricardo Sanchez Elementary School
214901112,DR MARIO E RAMIREZ EL,214901112,Dr Mario E Ramirez Elementary School
214902001,SAN ISIDRO H S,214902001,San Isidro High School
214902101,SAN ISIDRO EL,214902101,San Isidro Elementary School
214903001,ROMA H S,214903001,Roma High School
214903003,INSTR & GUIDE CTR,214903003,Instructional and Guidance Center
214903041,ROMA MIDDLE,214903041,Roma Middle School
214903042,RAMIRO BARRERA MIDDLE,214903042,Ramiro Barrera Middle School
214903101,YNES B ESCOBAR EL,214903101,Ynes B Escobar Elementary School
214903102,A S CANAVAN EL,214903102,AS Canavan Elementary School
214903103,FJ SCOTT EL,214903103,Scott Elementary School
214903105,RT BARRERA EL,214903105,Barrera Elementary School
214903106,E VERA EL,214903106,Vera Elementary School
214903108,ROEL A & CELIA R SAENZ EL,214903108,Roel A & Celia R Saenz Elementary School
215901001,BRECKENRIDGE H S,215901001,Breckenridge High School
215901041,BRECKENRIDGE J H,215901041,Breckenridge Junior High School
215901101,EAST EL,215901101,East Elementary School
215901102,NORTH EL,215901102,North Elementary
215901103,SOUTH EL,215901103,South Elementary School
216901001,STERLING CITY H S,216901001,Sterling City High School
216901101,STERLING CITY EL,216901101,Sterling City Elementary School
216901180,WALL SPECIAL PROGRAMS,216901180,Wall Special Programs
216901195,FAIRVIEW SPECIAL PROGRAMS,216901195,Fairview Special Programs
217901001,ASPERMONT H S,217901001,Aspermont High School
217901101,ASPERMONT EL,217901101,Aspermont Elementary School
218901001,SONORA H S,218901001,Sonora High School
218901041,SONORA J H,218901041,Sonora Junior High School
218901101,SONORA EL,218901101,Sonora Elementary School
218901103,SONORA INT,218901103,Sonora Intermediate School
219901001,HAPPY H S,219901001,Happy High School
219901101,HAPPY EL,219901101,Happy Elementary School
219903001,TULIA H S,219903001,Tulia High School
219903041,TULIA J H,219903041,Tulia Junior High School
219903101,TULIA HIGHLAND EL,219903101,Tulia High Schoolland Elementary School
219903102,W V SWINBURN EL,219903102,WV Swinburn Elementary
219905001,KRESS H S,219905001,Kress High School
219905101,KRESS EL,219905101,Kress Elementary School
220801001,TREETOPS SCHOOL INTERNATIONAL,220801001,Treetops School International (C)
220802040,ARLINGTON CLASSICS ACADEMY - MIDDL,220802040,Arlington Classics Academy - Middl
220802101,ARLINGTON CLASSICS ACADEMY - PRI,220802101,Arlington Classics Academy (C)
220802102,ARLINGTON CLASSICS ACADEMY -INTERM,220802102,Arlington Classics Academy - Bowen
220804001,FORT WORTH CAN ACADEMY,220804001,Fort Worth Can Academy (C)
220804002,RIVER OAKS,220804002,Ft. Worth Can Academy River Oaks (C)
220809001,FORT WORTH ACADEMY OF FINE ARTS,220809001,Fort Worth Academy Of Fine Arts (C)
220809101,FORT WORTH ACADEMY OF FINE ARTS EL,220809101,Fort Worth Academy Of Fine Arts Elementary School (C)
220810001,WESTLAKE ACADEMY,220810001,Westlake Academy (C)
220811101,EAST FORT WORTH MONTESSORI ACADEMY,220811101,East Fort Worth Montessori Academy (C)
220811102,THE OLIVE TREE MONTESSORI ACADEMY,220811102,The Olive Tree Montessori Academy
220812001,RICHARD MILBURN ACADEMY - FORT WOR,220812001,Richard Milburn Academy - Fort Worth (C)
220813001,HARMONY SCIENCE ACAD-FORT WORTH,220813001,Harmony Science Academy - Fort Worth (C)
220813002,HARMONY SCIENCE ACAD-GRAND PRAIRIE,220813002,Harmony Science Academy - Grand Prairie (C)
220813004,HARMONY SCIENCE ACADEMY - EULESS,220813004,Harmony Science Academy - Euless (C)
220813005,HARMONY SCHOOL OF NATURE & ATHLETI,220813005,Harmony School Of Nature & Athletics (C)
220813006,HARMONY SCHOOL OF INNOVATION - FOR,220813006,Harmony School Of Innovation - For
220814101,NORTH TEXAS EL OF THE ARTS,220814101,North Texas Elementary School Of The Arts (C)
220815101,CHAPEL HILL ACADEMY,220815101,Chapel Hill Academy (C)
220816001,SUMMIT INTERNATIONAL PREPARATORY,220816001,Summit International Upper High School (C)
220816002,UPLIFT MIGHTY PREP,220816002,Uplift Mighty Prep
220816003,UPLIFT EDUCATION - LAUREATE PREP S,220816003,Uplift Education - Laureate Prep S
220816041,MIDDLE CAMPUS,220816041,Summit International Middle School (C)
220816101,PRI CAMPUS,220816101,Summit International Primary School (C)
220816102,UPLIFT EDUCATION - UPLIFT MERIDIAN,220816102,Uplift Education - Uplift Meridian
220817001,NEWMAN INTERNATIONAL ACADEMY OF AR,220817001,Newman International Academy Of Ar
220818001,PRIME PREP ACADEMY,220818001,Prime Prep Academy
220818002,DALLAS PRIME PREP,220818002,Dallas Prime Prep
220901001,ARLINGTON H S,220901001,Arlington High School
220901002,SAM HOUSTON H S,220901002,Sam Houston High School
220901003,LAMAR H S,220901003,Lamar High School
220901004,BOWIE H S,220901004,Bowie High School
220901005,MARTIN H S,220901005,Martin High School
220901006,VENTURE ALTER H S,220901006,Venture Alternative High School
220901007,TURNING POINT ALTER H S,220901007,Turning Point Alternative High School
220901008,NEWCOMER CENTER,220901008,Newcomer Center
220901009,SEGUIN H S,220901009,Seguin High School
220901010,TARRANT CO J J A E P,220901010,Tarrant Co JJAEP
220901041,CARTER J H,220901041,Carter Junior High School
220901045,BAILEY J H,220901045,Bailey Junior High School
220901046,HUTCHESON J H,220901046,Hutcheson Junior High School
220901047,GUNN J H,220901047,Gunn Junior High School
220901048,SHACKELFORD J H,220901048,Shackelford Junior High School
220901049,YOUNG J H,220901049,Young Junior High School
220901050,WORKMAN J H,220901050,Workman Junior High School
220901051,BOLES J H,220901051,Boles Junior High School
220901052,BARNETT J H,220901052,Barnett Junior High School
220901053,NICHOLS J H,220901053,Nichols Junior High School
220901054,TURNING POINT ALTER J H,220901054,Turning Point Alternative Junior High School
220901055,OUSLEY J H,220901055,Ousley Junior High School
220901056,FERGUSON J H,220901056,Ferguson Junior High School
220901101,BERRY EL,220901101,Berry Elementary School
220901102,BLANTON EL,220901102,Blanton Elementary School
220901103,CROW EL,220901103,Crow Elementary School
220901104,DUFF EL,220901104,Duff Elementary School
220901105,COMMUNITY BASED PK,220901105,Community Based Pre-K
220901107,KOOKEN ED CTR,220901107,Kooken Education Center
220901109,RANKIN EL,220901109,Rankin Elementary School
220901110,ROARK EL,220901110,Roark Elementary School
220901111,SOUTH DAVIS EL,220901111,South Davis Elementary School
220901112,SPEER EL,220901112,Speer Elementary School
220901113,SWIFT EL,220901113,Swift Elementary School
220901114,THORNTON EL,220901114,Thornton Elementary School
220901116,WIMBISH EL,220901116,Wimbish Elementary School
220901117,HILL EL,220901117,Hill Elementary School
220901119,GOODMAN EL,220901119,Goodman Elementary School
220901120,POPE EL,220901120,Pope Elementary School
220901121,JOHNS EL,220901121,Johns Elementary School
220901122,ROQUEMORE EL,220901122,Roquemore Elementary School
220901123,SHORT EL,220901123,Short Elementary School
220901124,AMOS EL,220901124,Amos Elementary School
220901125,DUNN EL,220901125,Dunn Elementary School
220901126,FOSTER EL,220901126,Foster Elementary School
220901128,KEY EL,220901128,Key Elementary School
220901129,BUTLER EL,220901129,Butler Elementary School
220901130,DITTO EL,220901130,Ditto Elementary School
220901131,MORTON EL,220901131,Morton Elementary School
220901132,ATHERTON EL,220901132,Atherton Elementary School
220901133,WOOD EL,220901133,Wood Elementary School
220901134,SHERROD EL,220901134,Sherrod Elementary School
220901135,MILLER EL,220901135,Miller Elementary School
220901136,FITZGERALD EL,220901136,Fitzgerald Elementary School
220901137,COREY EL,220901137,Corey Elementary School
220901139,OFF CAMPUS HEALTH SERVICES,220901139,Off Campus Health Services
220901140,STARRETT EL,220901140,Starrett Elementary School
220901141,BEBENSEE EL,220901141,Bebensee Elementary School
220901142,ELLIS EL,220901142,Jane Ellis Elementary School
220901143,FARRELL EL,220901143,JM Farrell Elementary
220901144,MOORE EL,220901144,Mary Moore Elementary School
220901145,WILLIAMS EL,220901145,Tommie Williams Elementary School
220901146,LITTLE EL,220901146,Little Elementary School
220901147,BRYANT EL,220901147,Bryant Elementary School
220901148,WEBB EL,220901148,Webb Elementary School
220901149,ASHWORTH EL,220901149,Ashworth Elementary School
220901150,CROUCH EL,220901150,Crouch Elementary School
220901151,LARSON EL,220901151,Larson Elementary School
220901152,WEST EL,220901152,West Elementary School
220901153,HALE EL,220901153,Lynn Hale Elementary School
220901154,PEARCY EL,220901154,Pearcy Elementary School
220901155,BURGIN EL,220901155,Burgin Elementary School
220901157,KNOX EL,220901157,Knox Elementary School
220901158,BECKHAM EL,220901158,Beckham Elementary School
220901159,REMYNSE EL,220901159,Remynse Elementary School
220901160,ANDERSON EL,220901160,Anderson Elementary School
220902001,HALTOM H S,220902001,Haltom High School
220902002,RICHLAND H S,220902002,Richland High School
220902009,TARRANT CO J J A E P,220902009,Tarrant Co JJAEP
220902010,BIRDVILLE H S,220902010,Birdville High School
220902041,HALTOM MIDDLE,220902041,Haltom Middle School
220902042,NORTH RICHLAND MIDDLE,220902042,North Richland Middle School
