CAMPUS,CAMPNAME,DISTRICT,COUNTY,DISTNAME,REGION,CNTYNAME,GRDTYPE,GRDSPAN,CFLALTED,CFLCHART,PAIRCAMP,PAIRNAME,C_RATING,CAD_PROGRESS,CAD_READ,CAD_MATH
"101917143","BOBBY SHAW MIDDLE","101917","101","PASADENA ISD","04","HARRIS","M","05 - 06","N","N"," "," ","M","0","0","1"
"101917144","KELLER MIDDLE","101917","101","PASADENA ISD","04","HARRIS","M","05 - 06","N","N"," "," ","M","0","0","1"
"101919001","SPRING H S","101919","101","SPRING ISD","04","HARRIS","S","09 - 12","N","N"," "," ","M","0","0","0"
"101919002","WESTFIELD H S","101919","101","SPRING ISD","04","HARRIS","S","09 - 12","N","N"," "," ","M","1","0","0"
"101919003","ANDY DEKANEY H S","101919","101","SPRING ISD","04","HARRIS","S","09 - 12","N","N"," "," ","I","0","0","0"
"101919013","HIGHPOINT NORTH","101919","101","SPRING ISD","04","HARRIS","B","06 - 12","N","N"," "," ","X"," "," "," "
"101919021","EARLY COLLEGE ACADEMY AT SOUTHRIDG","101919","101","SPRING ISD","04","HARRIS","S","09 - 10","N","N"," "," ","M","0","0","0"
"101919043","EDWIN M WELLS MIDDLE","101919","101","SPRING ISD","04","HARRIS","M","06 - 08","N","N"," "," ","M","0","0","0"
"101919044","DUEITT MIDDLE","101919","101","SPRING ISD","04","HARRIS","M","06 - 08","N","N"," "," ","M","1","0","0"
"101919045","TWIN CREEKS MIDDLE","101919","101","SPRING ISD","04","HARRIS","M","06 - 08","N","N"," "," ","M","0","0","0"
"101919046","BAMMEL MIDDLE","101919","101","SPRING ISD","04","HARRIS","M","06 - 08","N","N"," "," ","M","0","0","0"
"101919047","STELLE CLAUGHTON MIDDLE","101919","101","SPRING ISD","04","HARRIS","M","06 - 08","N","N"," "," ","M","1","0","0"
"101919048","RICKY C BAILEY MIDDLE","101919","101","SPRING ISD","04","HARRIS","M","06 - 08","N","N"," "," ","M","1","0","1"
"101919050","EDWARD ROBERSON MIDDLE","101919","101","SPRING ISD","04","HARRIS","M","06 - 08","N","N"," "," ","M","0","0","0"
"101919102","BAMMEL EL","101919","101","SPRING ISD","04","HARRIS","E","EE - 05","N","N"," "," ","I","0","0","0"
"101919103","PONDEROSA EL","101919","101","SPRING ISD","04","HARRIS","E","EE - 05","N","N"," "," ","I","0","0","0"
"101919104","JOHN WINSHIP EL","101919","101","SPRING ISD","04","HARRIS","E","EE - 05","N","N"," "," ","M","1","0","0"
"101919105","PAT REYNOLDS EL","101919","101","SPRING ISD","04","HARRIS","E","EE - 05","N","N"," "," ","M","0","1","0"
"101919106","MEYER EL","101919","101","SPRING ISD","04","HARRIS","E","EE - 05","N","N"," "," ","M","0","0","0"
"101919107","MILDRED JENKINS EL","101919","101","SPRING ISD","04","HARRIS","E","PK - 05","N","N"," "," ","M","1","0","0"
"101919108","PEARL M HIRSCH EL","101919","101","SPRING ISD","04","HARRIS","E","EE - 05","N","N"," "," ","M","0","0","0"
"101919109","ANDERSON EL","101919","101","SPRING ISD","04","HARRIS","E","EE - 05","N","N"," "," ","M","1","0","1"
"101919110","JOAN LINK EL","101919","101","SPRING ISD","04","HARRIS","E","EE - 05","N","N"," "," ","M","0","0","0"
"101919111","SMITH EL","101919","101","SPRING ISD","04","HARRIS","E","EE - 05","N","N"," "," ","M","1","0","0"
"101919112","BENEKE EL","101919","101","SPRING ISD","04","HARRIS","E","EE - 05","N","N"," "," ","M","0","0","0"
"101919114","DELORAS E THOMPSON EL","101919","101","SPRING ISD","04","HARRIS","E","EE - 05","N","N"," "," ","M","0","0","0"
"101919115","HERITAGE EL","101919","101","SPRING ISD","04","HARRIS","E","PK - 05","N","N"," "," ","M","1","1","1"
"101919116","CLARK INT","101919","101","SPRING ISD","04","HARRIS","E","03 - 05","N","N"," "," ","I","0","0","0"
"101919117","SALYERS EL","101919","101","SPRING ISD","04","HARRIS","E","EE - 05","N","N"," "," ","M","0","0","0"
"101919118","CLARK PRI","101919","101","SPRING ISD","04","HARRIS","E","EE - 02","N","N","101919116","CLARK INT","I"," "," "," "
"101919119","CHET BURCHETT EL","101919","101","SPRING ISD","04","HARRIS","E","EE - 05","N","N"," "," ","M","1","0","1"
"101919120","MILTON COOPER EL","101919","101","SPRING ISD","04","HARRIS","E","EE - 05","N","N"," "," ","M","0","1","1"
"101919121","GINGER MCNABB EL","101919","101","SPRING ISD","04","HARRIS","E","EE - 05","N","N"," "," ","M","0","0","0"
"101919122","NORTHGATE ELEMENTARY","101919","101","SPRING ISD","04","HARRIS","E","EE - 05","N","N"," "," ","M","1","1","1"
"101919123","DONNA LEWIS EL","101919","101","SPRING ISD","04","HARRIS","E","PK - 05","N","N"," "," ","I","0","0","0"
"101919124","CAROLEE BOOKER ELEMENTARY","101919","101","SPRING ISD","04","HARRIS","E","PK - 05","N","N"," "," ","M","1","0","0"
"101919125","HOYLAND EL","101919","101","SPRING ISD","04","HARRIS","E","PK - 05","N","N"," "," ","M","1","0","0"
"101919126","RALPH EICKENROHT EL","101919","101","SPRING ISD","04","HARRIS","E","EE - 05","N","N"," "," ","M","0","0","0"
"101919127","HELEN MAJOR EL","101919","101","SPRING ISD","04","HARRIS","E","EE - 05","N","N"," "," ","I","0","0","0"
"101919128","GLORIA MARSHALL EL","101919","101","SPRING ISD","04","HARRIS","E","EE - 05","N","N"," "," ","M","0","0","0"
"101920001","MEMORIAL H S","101920","101","SPRING BRANCH ISD","04","HARRIS","S","09 - 12","N","N"," "," ","M","0","1","1"
"101920003","SPRING WOODS H S","101920","101","SPRING BRANCH ISD","04","HARRIS","S","09 - 12","N","N"," "," ","M","1","0","0"
"101920005","NORTHBROOK H S","101920","101","SPRING BRANCH ISD","04","HARRIS","S","09 - 12","N","N"," "," ","M","1","0","0"
"101920006","STRATFORD H S","101920","101","SPRING BRANCH ISD","04","HARRIS","S","09 - 12","N","N"," "," ","M","0","1","1"
"101920014","WESTCHESTER ACADEMY FOR INTERNATIO","101920","101","SPRING BRANCH ISD","04","HARRIS","B","06 - 12","N","N"," "," ","M","1","0","1"
"101920041","LANDRUM MIDDLE","101920","101","SPRING BRANCH ISD","04","HARRIS","M","05 - 08","N","N"," "," ","M","0","1","0"
"101920042","MEMORIAL MIDDLE","101920","101","SPRING BRANCH ISD","04","HARRIS","M","06 - 08","N","N"," "," ","M","0","0","1"
"101920043","SPRING BRANCH MIDDLE","101920","101","SPRING BRANCH ISD","04","HARRIS","M","06 - 08","N","N"," "," ","M","0","0","0"
"101920044","SPRING WOODS MIDDLE","101920","101","SPRING BRANCH ISD","04","HARRIS","M","06 - 08","N","N"," "," ","M","1","1","0"
"101920045","SPRING FOREST MIDDLE","101920","101","SPRING BRANCH ISD","04","HARRIS","M","06 - 08","N","N"," "," ","M","0","0","0"
"101920046","SPRING OAKS MIDDLE","101920","101","SPRING BRANCH ISD","04","HARRIS","M","06 - 08","N","N"," "," ","M","0","0","0"
"101920047","NORTHBROOK MIDDLE","101920","101","SPRING BRANCH ISD","04","HARRIS","M","06 - 08","N","N"," "," ","M","1","0","1"
"101920048","CORNERSTONE ACADEMY","101920","101","SPRING BRANCH ISD","04","HARRIS","M","06 - 08","N","N"," "," ","M","0","1","1"
"101920049","THE 'MIDDLE SCHOOL' AT THE ACADEMY","101920","101","SPRING BRANCH ISD","04","HARRIS","M","06 - 08","N","N"," "," ","M","1","0","1"
"101920101","BENDWOOD SCHOOL","101920","101","SPRING BRANCH ISD","04","HARRIS","E","EE - EE","N","N"," "," ","X"," "," "," "
"101920102","BUNKER HILL EL","101920","101","SPRING BRANCH ISD","04","HARRIS","E","EE - 05","N","N"," "," ","M","0","0","0"
"101920103","EDGEWOOD EL","101920","101","SPRING BRANCH ISD","04","HARRIS","E","EE - 05","N","N"," "," ","M","0","0","0"
"101920104","FROSTWOOD EL","101920","101","SPRING BRANCH ISD","04","HARRIS","E","KG - 05","N","N"," "," ","M","1","0","1"
"101920105","HOLLIBROOK EL","101920","101","SPRING BRANCH ISD","04","HARRIS","E","PK - 05","N","N"," "," ","M","0","0","0"
"101920106","HOUSMAN EL","101920","101","SPRING BRANCH ISD","04","HARRIS","E","KG - 05","N","N"," "," ","M","0","0","0"
"101920107","HUNTERS CREEK EL","101920","101","SPRING BRANCH ISD","04","HARRIS","E","KG - 05","N","N"," "," ","M","0","0","0"
"101920108","MEADOW WOOD EL","101920","101","SPRING BRANCH ISD","04","HARRIS","E","PK - 05","N","N"," "," ","M","0","0","0"
"101920109","MEMORIAL DRIVE EL","101920","101","SPRING BRANCH ISD","04","HARRIS","E","EE - 05","N","N"," "," ","M","1","1","0"
"101920110","PINE SHADOWS EL","101920","101","SPRING BRANCH ISD","04","HARRIS","E","KG - 05","N","N"," "," ","M","0","0","0"
"101920111","RIDGECREST EL","101920","101","SPRING BRANCH ISD","04","HARRIS","E","KG - 05","N","N"," "," ","M","0","0","0"
"101920112","RUMMEL CREEK EL","101920","101","SPRING BRANCH ISD","04","HARRIS","E","EE - 05","N","N"," "," ","M","0","0","0"
"101920113","SHADOW OAKS EL","101920","101","SPRING BRANCH ISD","04","HARRIS","E","PK - 05","N","N"," "," ","M","0","0","0"
"101920114","SPRING BRANCH EL","101920","101","SPRING BRANCH ISD","04","HARRIS","E","PK - 05","N","N"," "," ","I","0","0","0"
"101920115","VALLEY OAKS EL","101920","101","SPRING BRANCH ISD","04","HARRIS","E","EE - 05","N","N"," "," ","M","0","0","0"
"101920116","WESTWOOD EL","101920","101","SPRING BRANCH ISD","04","HARRIS","E","KG - 05","N","N"," "," ","M","0","0","0"
"101920117","WOODVIEW EL","101920","101","SPRING BRANCH ISD","04","HARRIS","E","PK - 05","N","N"," "," ","M","0","0","0"
"101920118","WILCHESTER EL","101920","101","SPRING BRANCH ISD","04","HARRIS","E","EE - 05","N","N"," "," ","M","0","1","1"
"101920119","SHERWOOD EL","101920","101","SPRING BRANCH ISD","04","HARRIS","E","PK - 05","N","N"," "," ","M","1","0","1"
"101920120","SPRING SHADOW EL","101920","101","SPRING BRANCH ISD","04","HARRIS","E","KG - 05","N","N"," "," ","M","0","0","0"
"101920121","NOTTINGHAM EL","101920","101","SPRING BRANCH ISD","04","HARRIS","E","PK - 05","N","N"," "," ","M","0","0","0"
"101920122","TERRACE EL","101920","101","SPRING BRANCH ISD","04","HARRIS","E","KG - 05","N","N"," "," ","M","0","0","0"
"101920123","THORNWOOD EL","101920","101","SPRING BRANCH ISD","04","HARRIS","E","PK - 05","N","N"," "," ","M","0","1","0"
"101920124","CEDAR BROOK EL","101920","101","SPRING BRANCH ISD","04","HARRIS","E","PK - 05","N","N"," "," ","M","0","0","0"
"101920125","TREASURE FOREST EL","101920","101","SPRING BRANCH ISD","04","HARRIS","E","KG - 05","N","N"," "," ","M","0","0","0"
"101920126","BUFFALO CREEK EL","101920","101","SPRING BRANCH ISD","04","HARRIS","E","KG - 05","N","N"," "," ","M","0","0","0"
"101920128","THE WILDCAT WAY SCHOOL","101920","101","SPRING BRANCH ISD","04","HARRIS","E","PK - PK","N","N","101920102","BUNKER HILL EL","M"," "," "," "
"101920129","THE PANDA PATH SCHOOL","101920","101","SPRING BRANCH ISD","04","HARRIS","E","PK - PK","N","N","101920124","CEDAR BROOK EL","M"," "," "," "
"101920130","THE LION LANE SCHOOL","101920","101","SPRING BRANCH ISD","04","HARRIS","E","PK - PK","N","N","101920111","RIDGECREST EL","M"," "," "," "
"101920131","THE BEAR BLVD SCHOOL","101920","101","SPRING BRANCH ISD","04","HARRIS","E","PK - KG","N","N","101920107","HUNTERS CREEK EL","M"," "," "," "
"101920132","THE TIGER TRAIL SCHOOL","101920","101","SPRING BRANCH ISD","04","HARRIS","E","PK - PK","N","N","101920120","SPRING SHADOW EL","M"," "," "," "
"101921001","TOMBALL H S","101921","101","TOMBALL ISD","04","HARRIS","S","09 - 12","N","N"," "," ","M","1","0","0"
"101921002","TOMBALL MEMORIAL H S","101921","101","TOMBALL ISD","04","HARRIS","S","09 - 11","N","N"," "," ","M","0","0","1"
"101921042","TOMBALL J H","101921","101","TOMBALL ISD","04","HARRIS","M","07 - 08","N","N"," "," ","M","0","0","0"
"101921043","WILLOW WOOD J H","101921","101","TOMBALL ISD","04","HARRIS","M","07 - 08","N","N"," "," ","M","0","0","0"
"101921102","DECKER PRAIRIE EL","101921","101","TOMBALL ISD","04","HARRIS","E","EE - 04","N","N"," "," ","M","0","0","0"
"101921103","LAKEWOOD EL","101921","101","TOMBALL ISD","04","HARRIS","E","EE - 04","N","N"," "," ","M","0","0","0"
"101921105","TOMBALL INT","101921","101","TOMBALL ISD","04","HARRIS","M","05 - 06","N","N"," "," ","M","1","1","1"
"101921107","WILLOW CREEK EL","101921","101","TOMBALL ISD","04","HARRIS","E","KG - 04","N","N"," "," ","M","0","0","0"
"101921108","TOMBALL EL","101921","101","TOMBALL ISD","04","HARRIS","E","PK - 04","N","N"," "," ","M","0","0","0"
"101921109","NORTHPOINTE INT","101921","101","TOMBALL ISD","04","HARRIS","M","05 - 06","N","N"," "," ","M","1","0","1"
"101921110","ROSEHILL EL","101921","101","TOMBALL ISD","04","HARRIS","E","EE - 04","N","N"," "," ","M","0","0","0"
"101921111","CANYON POINTE EL","101921","101","TOMBALL ISD","04","HARRIS","E","PK - 04","N","N"," "," ","M","0","0","0"
"101921112","CREEKSIDE FOREST EL","101921","101","TOMBALL ISD","04","HARRIS","E","KG - 06","N","N"," "," ","M","1","1","1"
"101921113","TIMBER CREEK EL","101921","101","TOMBALL ISD","04","HARRIS","E","KG - 06","N","N"," "," ","M","0","0","0"
"101924001","C E KING H S","101924","101","SHELDON ISD","04","HARRIS","S","09 - 12","N","N"," "," ","M","0","0","0"
"101924010","SHELDON JJAEP","101924","101","SHELDON ISD","04","HARRIS","M","07 - 09","N","N"," "," ","X"," "," "," "
"101924012","KASE ACADEMY","101924","101","SHELDON ISD","04","HARRIS","S","11 - 12","Y","N"," "," ","Z"," "," "," "
"101924014","HIGH POINT EAST","101924","101","SHELDON ISD","04","HARRIS","S","07 - 12","N","N"," "," ","X"," "," "," "
"101924041","C E KING MIDDLE","101924","101","SHELDON ISD","04","HARRIS","M","06 - 08","N","N"," "," ","M","0","0","0"
"101924043","MICHAEL R NULL MIDDLE","101924","101","SHELDON ISD","04","HARRIS","M","06 - 08","N","N"," "," ","M","0","0","0"
"101924102","ROYALWOOD EL","101924","101","SHELDON ISD","04","HARRIS","E","01 - 05","N","N"," "," ","M","0","0","0"
"101924104","L E MONAHAN EL","101924","101","SHELDON ISD","04","HARRIS","E","01 - 05","N","N"," "," ","M","0","0","0"
"101924107","STEPHANIE CRAVENS EARLY CHILDHOOD","101924","101","SHELDON ISD","04","HARRIS","E","PK - KG","N","N","101924104","L E MONAHAN EL","M"," "," "," "
"101924108","SHELDON EL","101924","101","SHELDON ISD","04","HARRIS","E","01 - 05","N","N"," "," ","M","0","0","0"
"101924109","H M CARROLL EL","101924","101","SHELDON ISD","04","HARRIS","E","01 - 05","N","N"," "," ","M","0","0","0"
"101924110","SHELDON EARLY CHILDHOOD ACADEMY","101924","101","SHELDON ISD","04","HARRIS","E","EE - KG","N","N","101924108","SHELDON EL","M"," "," "," "
"101924111","GARRETT EL","101924","101","SHELDON ISD","04","HARRIS","E","01 - 05","N","N"," "," ","M","0","0","0"
"101925001","HARGRAVE HIGH SCHOOL","101925","101","HUFFMAN ISD","04","HARRIS","S","09 - 12","N","N"," "," ","M","0","0","1"
"101925041","HUFFMAN MIDDLE","101925","101","HUFFMAN ISD","04","HARRIS","M","06 - 08","N","N"," "," ","M","0","0","0"
"101925101","BEN BOWEN EARLY CHILDHOOD","101925","101","HUFFMAN ISD","04","HARRIS","E","EE - 01","N","N","101925102","COPELAND EL","M"," "," "," "
"101925102","COPELAND EL","101925","101","HUFFMAN ISD","04","HARRIS","E","02 - 03","N","N"," "," ","M"," ","0","0"
"101925103","HUFFMAN INT SCHL","101925","101","HUFFMAN ISD","04","HARRIS","E","04 - 05","N","N"," "," ","M","0","0","0"
"102901002","KARNACK H S","102901","102","KARNACK ISD","07","HARRISON","S","07 - 12","N","N"," "," ","M","1","1","0"
"102901103","GEORGE WASHINGTON CARVER EL","102901","102","KARNACK ISD","07","HARRISON","E","PK - 06","N","N"," "," ","M","0","1","0"
"102902001","MARSHALL H S","102902","102","MARSHALL ISD","07","HARRISON","S","09 - 12","N","N"," "," ","M","1","0","0"
"102902041","MARSHALL J H","102902","102","MARSHALL ISD","07","HARRISON","M","07 - 08","N","N"," "," ","I","0","0","0"
"102902042","PRICE T YOUNG MIDDLE","102902","102","MARSHALL ISD","07","HARRISON","M","05 - 06","N","N"," "," ","M","1","0","1"
"102902043","SAM HOUSTON MIDDLE","102902","102","MARSHALL ISD","07","HARRISON","M","05 - 06","N","N"," "," ","M","1","0","1"
"102902101","G W CARVER EL","102902","102","MARSHALL ISD","07","HARRISON","E","KG - 04","N","N"," "," ","M","0","0","0"
"102902103","CROCKETT EL","102902","102","MARSHALL ISD","07","HARRISON","E","KG - 04","N","N"," "," ","I","0","0","0"
"102902106","R E LEE EL","102902","102","MARSHALL ISD","07","HARRISON","E","KG - 04","N","N"," "," ","M","0","1","0"
"102902107","SOUTH MARSHALL EL","102902","102","MARSHALL ISD","07","HARRISON","E","KG - 04","N","N"," "," ","M","0","1","0"
"102902108","WM B TRAVIS EL","102902","102","MARSHALL ISD","07","HARRISON","E","KG - 04","N","N"," "," ","M","0","0","0"
"102902110","WASHINGTON ECH CTR","102902","102","MARSHALL ISD","07","HARRISON","E","PK - PK","N","N","102902107","SOUTH MARSHALL EL","M"," "," "," "
"102902116","J H MOORE EL","102902","102","MARSHALL ISD","07","HARRISON","E","KG - 04","N","N"," "," ","I","0","0","0"
"102903002","WASKOM H S","102903","102","WASKOM ISD","07","HARRISON","S","09 - 12","N","N"," "," ","M","0","0","0"
"102903041","WASKOM MIDDLE","102903","102","WASKOM ISD","07","HARRISON","M","05 - 08","N","N"," "," ","M","1","1","0"
"102903103","WASKOM EL","102903","102","WASKOM ISD","07","HARRISON","E","PK - 04","N","N"," "," ","I","0","0","0"
"102904002","HALLSVILLE H S","102904","102","HALLSVILLE ISD","07","HARRISON","S","09 - 12","N","N"," "," ","M","0","0","0"
"102904041","HALLSVILLE J H","102904","102","HALLSVILLE ISD","07","HARRISON","M","06 - 08","N","N"," "," ","M","0","0","1"
"102904102","HALLSVILLE PRI","102904","102","HALLSVILLE ISD","07","HARRISON","E","PK - PK","N","N","102904107","HALLSVILLE EAST EL","M"," "," "," "
"102904104","HALLSVILLE INT","102904","102","HALLSVILLE ISD","07","HARRISON","E","04 - 05","N","N"," "," ","M","0","0","0"
"102904107","HALLSVILLE EAST EL","102904","102","HALLSVILLE ISD","07","HARRISON","E","EE - 03","N","N"," "," ","M"," ","0","0"
"102904108","HALLSVILLE NORTH EL","102904","102","HALLSVILLE ISD","07","HARRISON","E","KG - 03","N","N"," "," ","M"," ","1","0"
"102905001","HARLETON H S","102905","102","HARLETON ISD","07","HARRISON","S","09 - 12","N","N"," "," ","M","0","0","0"
"102905041","HARLETON J H","102905","102","HARLETON ISD","07","HARRISON","M","06 - 08","N","N"," "," ","M","0","1","0"
"102905101","HARLETON EL","102905","102","HARLETON ISD","07","HARRISON","E","PK - 05","N","N"," "," ","M","1","0","0"
"102906001","ELYSIAN FIELDS H S","102906","102","ELYSIAN FIELDS ISD","07","HARRISON","S","09 - 12","N","N"," "," ","M","0","0","0"
"102906041","ELYSIAN FIELDS MIDDLE","102906","102","ELYSIAN FIELDS ISD","07","HARRISON","M","06 - 08","N","N"," "," ","M","0","0","0"
"102906101","ELYSIAN FIELDS EL","102906","102","ELYSIAN FIELDS ISD","07","HARRISON","E","PK - 05","N","N"," "," ","M","1","1","1"
"103901001","CHANNING SCHOOL","103901","103","CHANNING ISD","16","HARTLEY","B","KG - 12","N","N"," "," ","M","0","0","0"
"103902001","HARTLEY SCHOOL","103902","103","HARTLEY ISD","16","HARTLEY","B","PK - 12","N","N"," "," ","M","1","1","1"
"104901001","HASKELL H S","104901","104","HASKELL CISD","14","HASKELL","S","09 - 12","N","N"," "," ","M","0","1","1"
"104901041","HASKELL J H","104901","104","HASKELL CISD","14","HASKELL","M","06 - 08","N","N"," "," ","M","0","1","0"
"104901101","HASKELL EL","104901","104","HASKELL CISD","14","HASKELL","E","EE - 05","N","N"," "," ","M","1","0","1"
"104903001","RULE SCHOOL","104903","104","RULE ISD","14","HASKELL","B","EE - 12","N","N"," "," ","M","0","0","0"
"104907001","PAINT CREEK SCHOOL","104907","104","PAINT CREEK ISD","14","HASKELL","B","PK - 12","N","N"," "," ","M","0","0","0"
"105801001","KATHERINE ANNE PORTER SCHOOL","105801","105","KATHERINE ANNE PORTER SCHOOL","13","HAYS","S","09 - 12","N","Y"," "," ","I","0","0","0"
"105802041","TEXAS PREPARATORY SCHOOL","105802","105","TEXAS PREPARATORY SCHOOL","13","HAYS","E","KG - 06","N","Y"," "," ","M","1","1","1"
"105902001","SAN MARCOS H S","105902","105","SAN MARCOS CISD","13","HAYS","S","09 - 12","N","N"," "," ","M","0","0","0"
"105902004","HAYS CO JUVENILE JUSTICE ALTERNATI","105902","105","SAN MARCOS CISD","13","HAYS","S","09 - 10","N","N"," "," ","X"," "," "," "
"105902041","GOODNIGHT MIDDLE","105902","105","SAN MARCOS CISD","13","HAYS","M","06 - 08","N","N"," "," ","M","0","1","0"
"105902043","MILLER MIDDLE","105902","105","SAN MARCOS CISD","13","HAYS","M","06 - 08","N","N"," "," ","M","0","1","0"
"105902101","BOWIE EL","105902","105","SAN MARCOS CISD","13","HAYS","E","KG - 05","N","N"," "," ","M","0","0","0"
"105902102","CROCKETT EL","105902","105","SAN MARCOS CISD","13","HAYS","E","KG - 05","N","N"," "," ","M","1","1","0"
"105902103","DEZAVALA EL","105902","105","SAN MARCOS CISD","13","HAYS","E","KG - 05","N","N"," "," ","I","0","0","0"
"105902105","TRAVIS EL","105902","105","SAN MARCOS CISD","13","HAYS","E","KG - 05","N","N"," "," ","M","0","0","0"
"105902107","HERNANDEZ EL","105902","105","SAN MARCOS CISD","13","HAYS","E","EE - 05","N","N"," "," ","M","0","1","0"
"105902108","MENDEZ EL","105902","105","SAN MARCOS CISD","13","HAYS","E","KG - 05","N","N"," "," ","M","0","0","0"
"105904001","DRIPPING SPRINGS H S","105904","105","DRIPPING SPRINGS ISD","13","HAYS","S","09 - 12","N","N"," "," ","M","1","1","1"
"105904041","DRIPPING SPRINGS MIDDLE","105904","105","DRIPPING SPRINGS ISD","13","HAYS","M","06 - 08","N","N"," "," ","M","0","0","0"
"105904101","DRIPPING SPRINGS EL","105904","105","DRIPPING SPRINGS ISD","13","HAYS","E","EE - 05","N","N"," "," ","M","0","1","0"
"105904102","WALNUT SPRINGS EL","105904","105","DRIPPING SPRINGS ISD","13","HAYS","E","PK - 05","N","N"," "," ","M","1","0","1"
"105904103","ROOSTER SPRINGS EL","105904","105","DRIPPING SPRINGS ISD","13","HAYS","E","PK - 05","N","N"," "," ","M","0","0","0"
"105905001","WIMBERLEY H S","105905","105","WIMBERLEY ISD","13","HAYS","S","09 - 12","N","N"," "," ","M","1","1","1"
"105905041","DANFORTH J H","105905","105","WIMBERLEY ISD","13","HAYS","M","06 - 08","N","N"," "," ","M","0","0","0"
"105905101","JACOB'S WELL EL","105905","105","WIMBERLEY ISD","13","HAYS","E","02 - 05","N","N"," "," ","M","0","0","0"
"105905102","SCUDDER PRI","105905","105","WIMBERLEY ISD","13","HAYS","E","EE - 01","N","N","105905101","JACOB'S WELL EL","M"," "," "," "
"105906001","JACK C HAYS H S","105906","105","HAYS CISD","13","HAYS","S","09 - 12","N","N"," "," ","M","1","0","0"
"105906003","HAYS CO JUVENILE JUSTICE ALT ED PR","105906","105","HAYS CISD","13","HAYS","S","08 - 10","N","N"," "," ","X"," "," "," "
"105906004","LIVE OAK ACADEMY","105906","105","HAYS CISD","13","HAYS","S","09 - 12","Y","N"," "," ","A"," "," "," "
"105906005","LEHMAN H S","105906","105","HAYS CISD","13","HAYS","S","09 - 12","N","N"," "," ","M","0","0","0"
"105906041","R C BARTON MIDDLE","105906","105","HAYS CISD","13","HAYS","M","06 - 08","N","N"," "," ","M","0","0","0"
"105906043","ERIC DAHLSTROM MIDDLE","105906","105","HAYS CISD","13","HAYS","M","06 - 08","N","N"," "," ","M","0","0","0"
"105906044","LAURA B WALLACE MIDDLE","105906","105","HAYS CISD","13","HAYS","M","06 - 08","N","N"," "," ","M","0","0","0"
"105906045","ARMANDO CHAPA MIDDLE","105906","105","HAYS CISD","13","HAYS","M","06 - 08","N","N"," "," ","M","0","1","0"
"105906046","D J RED SIMON MIDDLE","105906","105","HAYS CISD","13","HAYS","M","06 - 08","N","N"," "," ","M","1","1","0"
"105906101","KYLE EL","105906","105","HAYS CISD","13","HAYS","E","EE - 05","N","N"," "," ","M","1","0","0"
"105906103","TOM GREEN EL","105906","105","HAYS CISD","13","HAYS","E","PK - 05","N","N"," "," ","M","0","0","0"
"105906106","BUDA EL","105906","105","HAYS CISD","13","HAYS","E","EE - 05","N","N"," "," ","M","0","0","0"
"105906107","ELM GROVE EL","105906","105","HAYS CISD","13","HAYS","E","EE - 05","N","N"," "," ","M","0","0","0"
"105906108","SUSIE FUENTES EL","105906","105","HAYS CISD","13","HAYS","E","EE - 05","N","N"," "," ","M","0","0","0"
"105906109","HEMPHILL EL","105906","105","HAYS CISD","13","HAYS","E","EE - 05","N","N"," "," ","M","0","0","0"
"105906110","TOBIAS EL","105906","105","HAYS CISD","13","HAYS","E","EE - 05","N","N"," "," ","M","0","0","0"
"105906111","LAURA B NEGLEY EL","105906","105","HAYS CISD","13","HAYS","E","EE - 05","N","N"," "," ","M","0","0","0"
"105906112","SCIENCE HALL EL","105906","105","HAYS CISD","13","HAYS","E","KG - 05","N","N"," "," ","M","0","0","0"
"105906113","BLANCO VISTA EL","105906","105","HAYS CISD","13","HAYS","E","PK - 05","N","N"," "," ","M","0","0","0"
"105906114","CAMINO REAL EL","105906","105","HAYS CISD","13","HAYS","E","EE - 05","N","N"," "," ","M","0","1","0"
"105906115","CARPENTER HILL EL","105906","105","HAYS CISD","13","HAYS","E","KG - 05","N","N"," "," ","M","0","0","0"
"105906116","RALPH PFLUGER EL","105906","105","HAYS CISD","13","HAYS","E","EE - 05","N","N"," "," ","M","0","0","0"
"106901001","CANADIAN H S","106901","106","CANADIAN ISD","16","HEMPHILL","S","09 - 12","N","N"," "," ","M","0","1","1"
"106901041","CANADIAN MIDDLE","106901","106","CANADIAN ISD","16","HEMPHILL","M","06 - 08","N","N"," "," ","M","0","0","0"
"106901101","BAKER EL","106901","106","CANADIAN ISD","16","HEMPHILL","E","03 - 05","N","N"," "," ","M","0","0","0"
"106901103","CANADIAN EL","106901","106","CANADIAN ISD","16","HEMPHILL","E","EE - 02","N","N","106901101","BAKER EL","M"," "," "," "
"107901001","ATHENS H S","107901","107","ATHENS ISD","07","HENDERSON","S","09 - 12","N","N"," "," ","M","0","0","0"
"107901003","BRIDGES CENTER","107901","107","ATHENS ISD","07","HENDERSON","S","09 - 12","Y","N"," "," ","I"," "," "," "
"107901041","ATHENS MIDDLE","107901","107","ATHENS ISD","07","HENDERSON","M","06 - 08","N","N"," "," ","M","0","0","0"
"107901102","SOUTH ATHENS EL","107901","107","ATHENS ISD","07","HENDERSON","E","PK - 03","N","N"," "," ","M"," ","0","0"
"107901103","ATHENS INT","107901","107","ATHENS ISD","07","HENDERSON","E","04 - 05","N","N"," "," ","M","0","0","0"
"107901104","BEL AIR EL","107901","107","ATHENS ISD","07","HENDERSON","E","EE - 03","N","N"," "," ","M"," ","0","0"
