CAMPUS,DISTRICT,CAMPNAME,COUNTY,DISTNAME,REGION,CNTYNAME,GRDTYPE,GRDSPAN,CFLALTED,CFLCHART,PAIRCAMP,PAIRNAME,C_RATING,CAD_PROGRESS,CAD_GAP,CAD_READ,CAD_MATH,CAD_SCIE,CAD_SOCI,CAD_POST
"086901103","086901","STONEWALL EL","086","FREDERICKSBURG ISD","13","GILLESPIE","E","KG - 05","N","N"," "," ","M","1","1","1","1","1"," ","1"
"086901104","086901","FREDERICKSBURG PRI","086","FREDERICKSBURG ISD","13","GILLESPIE","E","EE - KG","N","N","086901102","FREDERICKSBURG EL","M"," "," "," "," "," "," "," "
"086902001","086902","HARPER H S","086","HARPER ISD","13","GILLESPIE","S","09 - 12","N","N"," "," ","M","0","0","0","0","0","1","1"
"086902041","086902","HARPER MIDDLE","086","HARPER ISD","13","GILLESPIE","M","05 - 08","N","N"," "," ","M","1","0","1","0","0","0","1"
"086902101","086902","HARPER EL","086","HARPER ISD","13","GILLESPIE","E","PK - 04","N","N"," "," ","M","0","0","0","1"," "," ","0"
"087901001","087901","GARDEN CITY H S","087","GLASSCOCK COUNTY ISD","18","GLASSCOCK","S","07 - 12","N","N"," "," ","M","1","1","0","1","1","1","0"
"087901101","087901","GARDEN CITY EL","087","GLASSCOCK COUNTY ISD","18","GLASSCOCK","E","PK - 06","N","N"," "," ","M","0","0","1","0","0"," ","0"
"088902001","088902","GOLIAD H S","088","GOLIAD ISD","03","GOLIAD","S","09 - 12","N","N"," "," ","M","0","0","0","0","0","0","0"
"088902041","088902","GOLIAD MIDDLE","088","GOLIAD ISD","03","GOLIAD","M","07 - 08","N","N"," "," ","M","0","0","0","0","1","0","0"
"088902104","088902","GOLIAD EL","088","GOLIAD ISD","03","GOLIAD","E","EE - 06","N","N"," "," ","M","0","0","0","0","0"," ","0"
"089901001","089901","GONZALES H S","089","GONZALES ISD","13","GONZALES","S","09 - 12","N","N"," "," ","M","0","0","0","0","1","0","0"
"089901042","089901","GONZALES J H","089","GONZALES ISD","13","GONZALES","M","07 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"089901101","089901","GONZALES EAST AVENUE PRI","089","GONZALES ISD","13","GONZALES","E","EE - 01","N","N","089901102","GONZALES EL","M"," "," "," "," "," "," "," "
"089901102","089901","GONZALES EL","089","GONZALES ISD","13","GONZALES","E","02 - 04","N","N"," "," ","M","0","0","0","0"," "," ","0"
"089901103","089901","GONZALES NORTH AVENUE INT","089","GONZALES ISD","13","GONZALES","M","05 - 06","N","N"," "," ","M","0","0","1","0","1"," ","0"
"089901104","089901","GONZALES PRI ACADEMY","089","GONZALES ISD","13","GONZALES","E","PK - PK","N","N","089901102","GONZALES EL","M"," "," "," "," "," "," "," "
"089903001","089903","NIXON-SMILEY H S","089","NIXON-SMILEY CISD","13","GONZALES","S","09 - 12","N","N"," "," ","M","0","0","0","0","0","0","0"
"089903002","089903","FLORESVILLE ALTER ED CTR","089","NIXON-SMILEY CISD","13","GONZALES","M","07 - 08","N","N"," "," ","X"," "," "," "," "," "," "," "
"089903041","089903","NIXON-SMILEY MIDDLE","089","NIXON-SMILEY CISD","13","GONZALES","M","05 - 08","N","N"," "," ","M","1","0","0","0","0","1","0"
"089903101","089903","NIXON SMILEY EL","089","NIXON-SMILEY CISD","13","GONZALES","E","EE - 04","N","N"," "," ","M","0","0","0","0"," "," ","0"
"089905102","089905","WAELDER SCHOOL","089","WAELDER ISD","13","GONZALES","B","EE - 12","N","N"," "," ","M","0","0","0","0","0","0","0"
"090902001","090902","LEFORS SCHOOL","090","LEFORS ISD","16","GRAY","B","PK - 12","N","N"," "," ","M","0","0","0","0","0","1","0"
"090903001","090903","MCLEAN SCHOOL","090","MCLEAN ISD","16","GRAY","B","EE - 12","N","N"," "," ","M","0","0","0","0","0","0","0"
"090904001","090904","PAMPA H S","090","PAMPA ISD","16","GRAY","S","09 - 12","N","N"," "," ","M","0","0","0","0","0","0","0"
"090904002","090904","P L C-PAMPA LEARNING CTR","090","PAMPA ISD","16","GRAY","S","09 - 12","Y","N"," "," ","A"," "," "," "," "," "," "," "
"090904042","090904","PAMPA J H","090","PAMPA ISD","16","GRAY","M","06 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"090904101","090904","AUSTIN EL","090","PAMPA ISD","16","GRAY","E","KG - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"090904105","090904","LAMAR EL","090","PAMPA ISD","16","GRAY","E","EE - 05","N","N"," "," ","M","1","0","0","1","0"," ","0"
"090904107","090904","TRAVIS EL","090","PAMPA ISD","16","GRAY","E","KG - 05","N","N"," "," ","M","1","0","0","0","0"," ","0"
"090904108","090904","WILSON EL","090","PAMPA ISD","16","GRAY","E","KG - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"090905101","090905","GRANDVIEW-HOPKINS EL","090","GRANDVIEW-HOPKINS ISD","16","GRAY","E","KG - 06","N","N"," "," ","M","0","0","0","0"," "," ","0"
"091901001","091901","BELLS H S","091","BELLS ISD","10","GRAYSON","S","09 - 12","N","N"," "," ","M","1","0","0","0","0","1","1"
"091901041","091901","PRITCHARD J H","091","BELLS ISD","10","GRAYSON","M","06 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"091901101","091901","BELLS EL","091","BELLS ISD","10","GRAYSON","E","PK - 05","N","N"," "," ","M","1","1","1","1","1"," ","1"
"091902001","091902","COLLINSVILLE H S","091","COLLINSVILLE ISD","10","GRAYSON","S","07 - 12","N","N"," "," ","M","0","0","0","0","0","0","0"
"091902200","091902","COLLINSVILLE EL","091","COLLINSVILLE ISD","10","GRAYSON","E","PK - 06","N","N"," "," ","M","0","1","1","0","0"," ","1"
"091903001","091903","DENISON H S","091","DENISON ISD","10","GRAYSON","S","09 - 12","N","N"," "," ","M","1","1","1","1","1","1","1"
"091903002","091903","PATHWAYS H S","091","DENISON ISD","10","GRAYSON","S","09 - 12","Y","N"," "," ","A"," "," "," "," "," "," "," "
"091903041","091903","HENRY SCOTT MIDDLE","091","DENISON ISD","10","GRAYSON","M","07 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"091903045","091903","B MCDANIEL INT","091","DENISON ISD","10","GRAYSON","M","05 - 06","N","N"," "," ","M","0","1","1","1","1"," ","1"
"091903103","091903","HOUSTON EL","091","DENISON ISD","10","GRAYSON","E","EE - 04","N","N"," "," ","M","0","0","0","1"," "," ","0"
"091903104","091903","HYDE PARK EL","091","DENISON ISD","10","GRAYSON","E","EE - 04","N","N"," "," ","M","0","1","1","1"," "," ","1"
"091903112","091903","MAYES EL","091","DENISON ISD","10","GRAYSON","E","PK - 04","N","N"," "," ","M","1","1","1","1"," "," ","1"
"091903113","091903","LAMAR EL","091","DENISON ISD","10","GRAYSON","E","PK - 04","N","N"," "," ","M","0","0","0","0"," "," ","0"
"091903114","091903","TERRELL EL","091","DENISON ISD","10","GRAYSON","E","PK - 04","N","N"," "," ","M","0","1","1","1"," "," ","1"
"091905001","091905","HOWE H S","091","HOWE ISD","10","GRAYSON","S","09 - 12","N","N"," "," ","M","1","1","1","1","1","1","1"
"091905041","091905","HOWE MIDDLE","091","HOWE ISD","10","GRAYSON","M","05 - 08","N","N"," "," ","M","1","1","0","0","0","0","1"
"091905101","091905","HOWE EL","091","HOWE ISD","10","GRAYSON","E","EE - 04","N","N"," "," ","M","1","0","0","1"," "," ","0"
"091906002","091906","SHERMAN H S","091","SHERMAN ISD","10","GRAYSON","S","09 - 12","N","N"," "," ","M","0","1","1","1","1","1","1"
"091906004","091906","COOKE/FANNIN/GRAYSON CO JUVENILE P","091","SHERMAN ISD","10","GRAYSON","S","07 - 12","Y","N"," "," ","X"," "," "," "," "," "," "," "
"091906035","091906","TRI CO JUVENILE DETENT","091","SHERMAN ISD","10","GRAYSON","S","08 - 11","Y","N"," "," ","X"," "," "," "," "," "," "," "
"091906037","091906","PERRIN LEARNING CTR","091","SHERMAN ISD","10","GRAYSON","S","09 - 12","Y","N"," "," ","A"," "," "," "," "," "," "," "
"091906042","091906","PINER MIDDLE","091","SHERMAN ISD","10","GRAYSON","M","07 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"091906101","091906","FRED DOUGLASS EARLY CHILDHOOD CENT","091","SHERMAN ISD","10","GRAYSON","E","EE - PK","N","N","091906111","HENRY W SORY EL","M"," "," "," "," "," "," "," "
"091906102","091906","DILLINGHAM INT","091","SHERMAN ISD","10","GRAYSON","M","05 - 06","N","N"," "," ","M","0","0","1","0","1"," ","0"
"091906104","091906","CRUTCHFIELD EL","091","SHERMAN ISD","10","GRAYSON","E","KG - 04","N","N"," "," ","M","0","1","0","1"," "," ","1"
"091906105","091906","FAIRVIEW EL","091","SHERMAN ISD","10","GRAYSON","E","KG - 04","N","N"," "," ","M","1","0","1","1"," "," ","1"
"091906106","091906","JEFFERSON EL","091","SHERMAN ISD","10","GRAYSON","E","KG - 04","N","N"," "," ","M","0","1","0","1"," "," ","1"
"091906108","091906","WAKEFIELD EL","091","SHERMAN ISD","10","GRAYSON","E","KG - 04","N","N"," "," ","M","0","0","1","0"," "," ","0"
"091906109","091906","WASHINGTON EL","091","SHERMAN ISD","10","GRAYSON","E","KG - 04","N","N"," "," ","M","0","1","1","1"," "," ","1"
"091906110","091906","PERCY W NEBLETT EL","091","SHERMAN ISD","10","GRAYSON","E","KG - 04","N","N"," "," ","M","0","0","0","0"," "," ","0"
"091906111","091906","HENRY W SORY EL","091","SHERMAN ISD","10","GRAYSON","E","KG - 04","N","N"," "," ","M","0","1","1","0"," "," ","1"
"091907101","091907","TIOGA SCHOOL","091","TIOGA ISD","10","GRAYSON","B","PK - 12","N","N"," "," ","M","0","1","1","0","0","1","1"
"091908001","091908","VAN ALSTYNE H S","091","VAN ALSTYNE ISD","10","GRAYSON","S","09 - 12","N","N"," "," ","M","0","1","0","0","0","0","1"
"091908041","091908","VAN ALSTYNE J H","091","VAN ALSTYNE ISD","10","GRAYSON","M","05 - 08","N","N"," "," ","M","1","1","0","0","1","1","1"
"091908101","091908","VAN ALSTYNE EL","091","VAN ALSTYNE ISD","10","GRAYSON","E","EE - 04","N","N"," "," ","M","0","0","0","0"," "," ","0"
"091909001","091909","WHITESBORO H S","091","WHITESBORO ISD","10","GRAYSON","S","09 - 12","N","N"," "," ","M","0","0","0","0","1","0","0"
"091909041","091909","WHITESBORO MIDDLE","091","WHITESBORO ISD","10","GRAYSON","M","06 - 08","N","N"," "," ","M","0","1","1","0","0","1","0"
"091909101","091909","WHITESBORO INTERMEDIATE","091","WHITESBORO ISD","10","GRAYSON","E","03 - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"091909110","091909","HAYES PRIMARY SCHOOL","091","WHITESBORO ISD","10","GRAYSON","E","EE - 02","N","N","091909101","WHITESBORO INTERMEDIATE","M"," "," "," "," "," "," "," "
"091910001","091910","WHITEWRIGHT H S","091","WHITEWRIGHT ISD","10","GRAYSON","S","09 - 12","N","N"," "," ","M","1","0","0","1","0","0","0"
"091910041","091910","WHITEWRIGHT MIDDLE","091","WHITEWRIGHT ISD","10","GRAYSON","M","06 - 08","N","N"," "," ","M","0","1","1","1","0","1","1"
"091910101","091910","WHITEWRIGHT EL","091","WHITEWRIGHT ISD","10","GRAYSON","E","PK - 05","N","N"," "," ","M","0","0","0","1","1"," ","1"
"091913001","091913","POTTSBORO H S","091","POTTSBORO ISD","10","GRAYSON","S","09 - 12","N","N"," "," ","M","1","1","1","1","1","1","1"
"091913041","091913","POTTSBORO MIDDLE","091","POTTSBORO ISD","10","GRAYSON","M","05 - 08","N","N"," "," ","M","1","0","1","0","1","0","0"
"091913101","091913","POTTSBORO EL","091","POTTSBORO ISD","10","GRAYSON","E","PK - 04","N","N"," "," ","M","0","0","0","0"," "," ","0"
"091914001","091914","S AND S CONS H S","091","S AND S CISD","10","GRAYSON","S","09 - 12","N","N"," "," ","M","0","0","1","0","0","1","0"
"091914041","091914","S AND S CONS MIDDLE","091","S AND S CISD","10","GRAYSON","M","06 - 08","N","N"," "," ","M","0","1","0","0","1","0","1"
"091914101","091914","S AND S CONS EL","091","S AND S CISD","10","GRAYSON","E","EE - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"091917001","091917","GUNTER H S","091","GUNTER ISD","10","GRAYSON","S","09 - 12","N","N"," "," ","M","1","1","1","1","0","0","0"
"091917041","091917","GUNTER MIDDLE","091","GUNTER ISD","10","GRAYSON","M","05 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"091917101","091917","GUNTER EL","091","GUNTER ISD","10","GRAYSON","E","EE - 04","N","N"," "," ","M","0","1","0","1"," "," ","1"
"091918001","091918","TOM BEAN H S","091","TOM BEAN ISD","10","GRAYSON","S","09 - 12","N","N"," "," ","M","0","0","0","0","0","0","0"
"091918041","091918","TOM BEAN MIDDLE","091","TOM BEAN ISD","10","GRAYSON","M","06 - 08","N","N"," "," ","M","0","0","1","0","1","0","0"
"091918101","091918","TOM BEAN EL","091","TOM BEAN ISD","10","GRAYSON","E","PK - 05","N","N"," "," ","M","1","0","0","0","0"," ","0"
"092801001","092801","DAN CHADWICK CAMPUS","092","EAST TEXAS CHARTER SCHOOLS","07","GREGG","S","09 - 12","Y","Y"," "," ","A"," "," "," "," "," "," "," "
"092901001","092901","GLADEWATER H S","092","GLADEWATER ISD","07","GREGG","S","09 - 12","N","N"," "," ","M","1","0","0","1","0","0","0"
"092901042","092901","GLADEWATER MIDDLE","092","GLADEWATER ISD","07","GREGG","M","06 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"092901102","092901","GAY AVENUE PRI","092","GLADEWATER ISD","07","GREGG","E","EE - 01","N","N","092901104","BROADWAY EL","M"," "," "," "," "," "," "," "
"092901104","092901","BROADWAY EL","092","GLADEWATER ISD","07","GREGG","E","02 - 03","N","N"," "," ","M","0","0","0","0"," "," ","0"
"092901105","092901","WELDON INT","092","GLADEWATER ISD","07","GREGG","E","04 - 05","N","N"," "," ","M","0","0","0","0","1"," ","0"
"092902002","092902","KILGORE H S","092","KILGORE ISD","07","GREGG","S","09 - 12","N","N"," "," ","M","0","0","0","0","0","0","0"
"092902042","092902","KILGORE MIDDLE","092","KILGORE ISD","07","GREGG","M","06 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"092902101","092902","CHANDLER EL","092","KILGORE ISD","07","GREGG","E","02 - 03","N","N"," "," ","M","0","0","0","0"," "," ","0"
"092902106","092902","KILGORE PRI","092","KILGORE ISD","07","GREGG","E","EE - 01","N","N","092902101","CHANDLER EL","M"," "," "," "," "," "," "," "
"092902107","092902","KILGORE INT","092","KILGORE ISD","07","GREGG","E","04 - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"092903001","092903","LONGVIEW H S","092","LONGVIEW ISD","07","GREGG","S","09 - 12","N","N"," "," ","M","1","1","0","1","1","1","1"
"092903004","092903","LEAD ACADEMY H S","092","LONGVIEW ISD","07","GREGG","S","09 - 12","Y","N"," "," ","A"," "," "," "," "," "," "," "
"092903041","092903","FOREST PARK MAGNET SCHOOL","092","LONGVIEW ISD","07","GREGG","M","06 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"092903042","092903","FOSTER MIDDLE","092","LONGVIEW ISD","07","GREGG","M","06 - 08","N","N"," "," ","M","1","1","1","1","1","1","1"
"092903043","092903","JUDSON MIDDLE","092","LONGVIEW ISD","07","GREGG","M","06 - 08","N","N"," "," ","M","1","1","1","1","1","0","1"
"092903110","092903","PLAYING FOR KEEPS EARLY CHILDHOOD","092","LONGVIEW ISD","07","GREGG","E","PK - PK","N","N","092903117","HUDSON EL","M"," "," "," "," "," "," "," "
"092903117","092903","HUDSON EL","092","LONGVIEW ISD","07","GREGG","E","01 - 05","N","N"," "," ","M","0","1","1","1","0"," ","1"
"092903121","092903","BRAMLETTE EL","092","LONGVIEW ISD","07","GREGG","E","PK - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"092903122","092903","J L EVERHART MAGNET EL","092","LONGVIEW ISD","07","GREGG","E","EE - 05","N","N"," "," ","M","0","0","1","0","0"," ","0"
"092903123","092903","JOHNSTON-MCQUEEN EL","092","LONGVIEW ISD","07","GREGG","E","EE - 05","N","N"," "," ","M","1","0","0","0","0"," ","0"
"092903124","092903","SOUTH WARD EL","092","LONGVIEW ISD","07","GREGG","E","EE - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"092903125","092903","WARE EL","092","LONGVIEW ISD","07","GREGG","E","PK - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"092903126","092903","NED E WILLIAMS EL","092","LONGVIEW ISD","07","GREGG","E","EE - 05","N","N"," "," ","M","1","1","1","1","0"," ","1"
"092903200","092903","JUVENILE DETENT CTR","092","LONGVIEW ISD","07","GREGG","S","07 - 12","N","N"," "," ","Z"," "," "," "," "," "," "," "
"092904001","092904","PINE TREE H S","092","PINE TREE ISD","07","GREGG","S","09 - 12","N","N"," "," ","M","0","0","0","1","0","1","1"
"092904003","092904","EXCEL H S OF CHOICE","092","PINE TREE ISD","07","GREGG","S","09 - 12","Y","N"," "," ","A"," "," "," "," "," "," "," "
"092904041","092904","PINE TREE J H","092","PINE TREE ISD","07","GREGG","M","07 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"092904043","092904","PINE TREE MIDDLE","092","PINE TREE ISD","07","GREGG","M","05 - 06","N","N"," "," ","M","0","0","0","0","0"," ","0"
"092904101","092904","PINE TREE EL","092","PINE TREE ISD","07","GREGG","E","01 - 02","N","N","092904102","PINE TREE INT","M"," "," "," "," "," "," "," "
"092904102","092904","PINE TREE INT","092","PINE TREE ISD","07","GREGG","E","03 - 04","N","N"," "," ","M","0","0","0","0"," "," ","0"
"092904103","092904","PINE TREE PRI","092","PINE TREE ISD","07","GREGG","E","EE - KG","N","N","092904102","PINE TREE INT","M"," "," "," "," "," "," "," "
"092906002","092906","SABINE H S","092","SABINE ISD","07","GREGG","S","09 - 12","N","N"," "," ","M","1","0","1","0","0","0","0"
"092906006","092906","SABINE ISD DAEP","092","SABINE ISD","07","GREGG","S","09 - 11","N","N"," "," ","X"," "," "," "," "," "," "," "
"092906041","092906","SABINE MIDDLE","092","SABINE ISD","07","GREGG","M","06 - 08","N","N"," "," ","M","0","0","0","0","1","0","0"
"092906102","092906","SABINE EL","092","SABINE ISD","07","GREGG","E","PK - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"092907001","092907","SPRING HILL H S","092","SPRING HILL ISD","07","GREGG","S","09 - 12","N","N"," "," ","M","1","0","1","1","1","1","1"
"092907042","092907","SPRING HILL J H","092","SPRING HILL ISD","07","GREGG","M","06 - 08","N","N"," "," ","M","0","1","0","0","0","0","0"
"092907101","092907","SPRING HILL INT","092","SPRING HILL ISD","07","GREGG","E","03 - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"092907103","092907","SPRING HILL PRI","092","SPRING HILL ISD","07","GREGG","E","EE - 02","N","N","092907101","SPRING HILL INT","M"," "," "," "," "," "," "," "
"092908001","092908","WHITE OAK H S","092","WHITE OAK ISD","07","GREGG","S","09 - 12","N","N"," "," ","M","0","1","0","0","0","0","0"
"092908041","092908","WHITE OAK MIDDLE","092","WHITE OAK ISD","07","GREGG","M","06 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"092908102","092908","WHITE OAK PRI","092","WHITE OAK ISD","07","GREGG","E","EE - 02","N","N","092908103","WHITE OAK INT","M"," "," "," "," "," "," "," "
"092908103","092908","WHITE OAK INT","092","WHITE OAK ISD","07","GREGG","E","03 - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"093901001","093901","ANDERSON-SHIRO JR/SR H S","093","ANDERSON-SHIRO CISD","06","GRIMES","B","06 - 12","N","N"," "," ","M","0","0","0","0","0","0","0"
"093901101","093901","ANDERSON-SHIRO EL","093","ANDERSON-SHIRO CISD","06","GRIMES","E","PK - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"093903001","093903","IOLA H S","093","IOLA ISD","06","GRIMES","S","07 - 12","N","N"," "," ","M","0","1","1","0","1","0","0"
"093903101","093903","IOLA EL","093","IOLA ISD","06","GRIMES","E","PK - 06","N","N"," "," ","M","0","0","0","1","0"," ","1"
"093904002","093904","NAVASOTA H S","093","NAVASOTA ISD","06","GRIMES","S","09 - 12","N","N"," "," ","M","0","0","0","1","0","1","1"
"093904005","093904","W B BIZZELL ACADEMY","093","NAVASOTA ISD","06","GRIMES","S","09 - 12","Y","N"," "," ","A"," "," "," "," "," "," "," "
"093904042","093904","NAVASOTA J H","093","NAVASOTA ISD","06","GRIMES","M","06 - 08","N","N"," "," ","I","0","0","0","0","0","0","0"
"093904104","093904","JOHN C WEBB EL","093","NAVASOTA ISD","06","GRIMES","E","EE - 05","N","N"," "," ","I","0","0","0","0","0"," ","0"
"093904106","093904","HIGH POINT EL","093","NAVASOTA ISD","06","GRIMES","E","PK - 05","N","N"," "," ","M","0","0","0","0","0"," ","1"
"093904107","093904","BRULE EL","093","NAVASOTA ISD","06","GRIMES","E","PK - 05","N","N"," "," ","I","0","0","0","0","0"," ","0"
"093905001","093905","RICHARDS H S","093","RICHARDS ISD","06","GRIMES","S","07 - 12","N","N"," "," ","M","0","0","0","0","0","0","0"
"093905101","093905","RICHARDS EL","093","RICHARDS ISD","06","GRIMES","E","PK - 06","N","N"," "," ","M","0","0","0","0","0"," ","0"
"094901001","094901","SEGUIN H S","094","SEGUIN ISD","13","GUADALUPE","S","09 - 12","N","N"," "," ","M","0","0","0","0","0","0","0"
"094901002","094901","MERCER & BLUMBERG LRN CTR","094","SEGUIN ISD","13","GUADALUPE","S","09 - 12","Y","N"," "," ","A"," "," "," "," "," "," "," "
"094901041","094901","JIM BARNES MIDDLE","094","SEGUIN ISD","13","GUADALUPE","M","06 - 08","N","N"," "," ","M","0","0","0","0","0","1","0"
"094901042","094901","BRIESEMEISTER MIDDLE","094","SEGUIN ISD","13","GUADALUPE","M","06 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"094901101","094901","BALL EARLY CHILDHOOD CENTER","094","SEGUIN ISD","13","GUADALUPE","E","EE - PK","N","N","094901109","KOENNECKE EL","M"," "," "," "," "," "," "," "
"094901103","094901","JEFFERSON AVE EL","094","SEGUIN ISD","13","GUADALUPE","E","KG - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"094901104","094901","ORALIA R RODRIGUEZ EL","094","SEGUIN ISD","13","GUADALUPE","E","KG - 05","N","N"," "," ","M","1","0","0","0","0"," ","1"
"094901105","094901","WEINERT EL","094","SEGUIN ISD","13","GUADALUPE","E","KG - 05","N","N"," "," ","M","1","0","1","1","0"," ","1"
"094901106","094901","MCQUEENEY EL","094","SEGUIN ISD","13","GUADALUPE","E","KG - 05","N","N"," "," ","M","1","0","0","0","0"," ","0"
"094901108","094901","PATLAN EL","094","SEGUIN ISD","13","GUADALUPE","E","KG - 05","N","N"," "," ","M","0","0","0","0","1"," ","0"
"094901109","094901","KOENNECKE EL","094","SEGUIN ISD","13","GUADALUPE","E","KG - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"094901110","094901","VOGEL EL","094","SEGUIN ISD","13","GUADALUPE","E","KG - 05","N","N"," "," ","M","0","0","0","0","0"," ","0"
"094901111","094901","LIZZIE M BURGES ALTERNATIVE SCHOOL","094","SEGUIN ISD","13","GUADALUPE","B","05 - 12","N","N"," "," ","X"," "," "," "," "," "," "," "
"094901112","094901","JUVENILE DETENTION CENTER","094","SEGUIN ISD","13","GUADALUPE","B","06 - 11","Y","N"," "," ","X"," "," "," "," "," "," "," "
"094902001","094902","SAMUEL CLEMENS H S","094","SCHERTZ-CIBOLO-U CITY ISD","20","GUADALUPE","S","09 - 12","N","N"," "," ","M","0","0","0","0","0","0","0"
"094902002","094902","ALLISON STEELE ENHANCED LEARNING C","094","SCHERTZ-CIBOLO-U CITY ISD","20","GUADALUPE","S","10 - 12","Y","N"," "," ","A"," "," "," "," "," "," "," "
"094902003","094902","BYRON P STEELE II H S","094","SCHERTZ-CIBOLO-U CITY ISD","20","GUADALUPE","S","09 - 12","N","N"," "," ","M","0","0","0","0","0","0","0"
"094902041","094902","RAY D CORBETT J H","094","SCHERTZ-CIBOLO-U CITY ISD","20","GUADALUPE","M","07 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"094902042","094902","DOBIE J H","094","SCHERTZ-CIBOLO-U CITY ISD","20","GUADALUPE","M","07 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"094902101","094902","WIEDERSTEIN EL","094","SCHERTZ-CIBOLO-U CITY ISD","20","GUADALUPE","E","EE - 04","N","N"," "," ","M","0","0","0","0"," "," ","0"
"094902102","094902","ROSE GARDEN EL","094","SCHERTZ-CIBOLO-U CITY ISD","20","GUADALUPE","E","PK - 04","N","N"," "," ","M","0","0","0","0"," "," ","0"
"094902103","094902","SCHERTZ EL","094","SCHERTZ-CIBOLO-U CITY ISD","20","GUADALUPE","E","EE - 04","N","N"," "," ","M","0","0","0","0"," "," ","0"
"094902108","094902","LAURA INGALLS WILDER INT","094","SCHERTZ-CIBOLO-U CITY ISD","20","GUADALUPE","M","05 - 06","N","N"," "," ","M","1","0","1","1","0"," ","0"
"094902109","094902","BARBARA JORDAN INT","094","SCHERTZ-CIBOLO-U CITY ISD","20","GUADALUPE","M","05 - 06","N","N"," "," ","M","0","0","0","0","0"," ","0"
"094902110","094902","WATTS EL","094","SCHERTZ-CIBOLO-U CITY ISD","20","GUADALUPE","E","EE - 04","N","N"," "," ","M","0","0","0","0"," "," ","0"
"094902111","094902","NORMA J PASCHAL EL","094","SCHERTZ-CIBOLO-U CITY ISD","20","GUADALUPE","E","EE - 04","N","N"," "," ","M","0","0","0","0"," "," ","0"
"094902112","094902","GREEN VALLEY EL","094","SCHERTZ-CIBOLO-U CITY ISD","20","GUADALUPE","E","EE - 04","N","N"," "," ","M","0","0","0","0"," "," ","0"
"094902113","094902","JOHN A SIPPEL EL","094","SCHERTZ-CIBOLO-U CITY ISD","20","GUADALUPE","E","EE - 04","N","N"," "," ","M","0","0","0","0"," "," ","0"
"094902114","094902","ELAINE S SCHLATHER INT","094","SCHERTZ-CIBOLO-U CITY ISD","20","GUADALUPE","M","05 - 06","N","N"," "," ","M","0","0","0","0","0"," ","0"
"094902115","094902","CIBOLO VALLEY EL","094","SCHERTZ-CIBOLO-U CITY ISD","20","GUADALUPE","E","EE - 04","N","N"," "," ","M","0","0","0","0"," "," ","0"
"094903001","094903","NAVARRO H S","094","NAVARRO ISD","13","GUADALUPE","S","09 - 12","N","N"," "," ","M","0","0","0","0","0","0","0"
"094903041","094903","NAVARRO J H","094","NAVARRO ISD","13","GUADALUPE","M","07 - 08","N","N"," "," ","M","0","0","0","0","0","0","0"
"094903101","094903","NAVARRO EL","094","NAVARRO ISD","13","GUADALUPE","E","EE - 03","N","N"," "," ","M","0","1","1","0"," "," ","1"
"094903102","094903","NAVARRO INT","094","NAVARRO ISD","13","GUADALUPE","E","04 - 06","N","N"," "," ","M","1","0","1","1","0"," ","1"
"094904001","094904","MARION H S","094","MARION ISD","13","GUADALUPE","S","09 - 12","N","N"," "," ","M","0","0","0","1","1","0","1"
"094904041","094904","MARION MIDDLE","094","MARION ISD","13","GUADALUPE","M","06 - 08","N","N"," "," ","M","1","0","0","0","0","0","1"
"094904101","094904","NORMA KRUEGER EL","094","MARION ISD","13","GUADALUPE","E","EE - 02","N","N","094904102","NORMA KRUEGER EL/BERT KARRER CAMPU","M"," "," "," "," "," "," "," "
"094904102","094904","NORMA KRUEGER EL/BERT KARRER CAMPU","094","MARION ISD","13","GUADALUPE","E","03 - 05","N","N"," "," ","M","0","1","0","0","0"," ","0"
