DISTRICT,DA0GH13N,DA0GR13N,DA0GM13N,DB0GR13N,DH0GR13N,DW0GR13N,DI0GR13N,D30GR13N,D40GR13N,D20GR13N,DS0GR13N,DA0GR13R,DA0GH13R,DA0GM13R,DB0GR13R,DH0GR13R,DW0GR13R,DI0GR13R,D30GR13R,D40GR13R,D20GR13R,DS0GR13R,DPETGEEC,DPETGPKC,DPETGKNC,DPETG01C,DPETG02C,DPETG03C,DPETG04C,DPETG05C,DPETG06C,DPETG07C,DPETG08C,DPETG09C,DPETG10C,DPETG11C,DPETG12C,DPETALLC,DPETSPEC,DPETBILC,DPETVOCC,DPETGIFC,DPETLEPC,DPETECOC,DPETNEDC,DPETRSKC,DPETINDC,DPETASIC,DPETPCIC,DPETTWOC,DPETBLAC,DPETHISC,DPETWHIC,DAPID14D,DAPID14N,DAPID14R,DPETDISD,DPETDISC,DPETDISP,DPERRAKR,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERSAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DAUND13C,DAUND13D,DAUND13R,DPEMALLC,DPEMALLT,DPEMALLP,DPETWHIP,DPETBLAP,DPETHISP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETNEDP,DPETRSKP,DPETLEPP,DPETSPEP,DPETVOCP,DPETBILP,DPETGIFP,DPETGEEP,DPETGPKP,DPETGKNP,DPETG01P,DPETG02P,DPETG03P,DPETG04P,DPETG05P,DPETG06P,DPETG07P,DPETG08P,DPETG09P,DPETG10P,DPETG11P,DPETG12P,DPSTTOFC,DPSUTOFC,DPSSTOFC,DPSCTOFC,DPSETOFC,DPSTTOST,DPSUTOST,DPSSTOST,DPSCTOST,DPST00FC,DPST01FC,DPST06FC,DPST11FC,DPST20FC,DPST00ST,DPST01ST,DPST06ST,DPST11ST,DPST20ST,DPSTNOFC,DPSTBAFC,DPSTMSFC,DPSTPHFC,DPSPCOFC,DPSECOFC,DPSPTOFC,DPSXTOFC,DPSATOFC,DPSOTOFC,DPSTINFC,DPSTPIFC,DPSTASFC,DPSTBLFC,DPSTHIFC,DPSTWHFC,DPSTTWFC,DPSTMAFC,DPSTFEFC,DPSXCOFC,DPSTREFC,DPSTVOFC,DPSTBIFC,DPSTCOFC,DPSTGIFC,DPSTSPFC,DPSTOPFC,DPSTURNN,DPSTURND,DPSTURNR,DPSTTENA,DPSTEXPA,DPSAMIFC,DPCTSOCS,DPCTSOCC,DPCTSCIS,DPCTSCIC,DPCTMATS,DPCTMATC,DPCTG06S,DPCTG06C,DPCTG05S,DPCTG05C,DPCTG04S,DPCTG04C,DPCTG03S,DPCTG03C,DPCTG02S,DPCTG02C,DPCTG01S,DPCTG01C,DPCTGMES,DPCTGMEC,DPCTGKGS,DPCTGKGC,DPCTFLAS,DPCTFLAC,DPCTENGS,DPCTENGC,DPCTSOCA,DPCTSCIA,DPCTMATA,DPCTGMEA,DPCTGKGA,DPCTG06A,DPCTG05A,DPCTG04A,DPCTG03A,DPCTG02A,DPCTG01A,DPCTFLAA,DPCTENGA,DPSPTOFP,DPSTTOFP,DPSUTOFP,DPSSTOFP,DPSCTOFP,DPSETOFP,DPSXTOFP,DPSAMIFP,DPSTNOFP,DPSTBAFP,DPSTMSFP,DPSTPHFP,DPST00FP,DPST01FP,DPST06FP,DPST11FP,DPST20FP,DPSTREFP,DPSTVOFP,DPSTBIFP,DPSTCOFP,DPSTGIFP,DPSTSPFP,DPSTOPFP,DPSTBLFP,DPSTWHFP,DPSTHIFP,DPSTPIFP,DPSTINFP,DPSTASFP,DPSTTWFP,DPSTMAFP,DPSTFEFP,DPSTKIDR,DPST00SA,DPST01SA,DPST06SA,DPST11SA,DPST20SA,DPSTTOSA,DPSUTOSA,DPSSTOSA,DPSCTOSA,DPFEIERP,DPSAINHP
"026901",101,117,16,15,26,72,1,1,0,2,11,100,86.3,13.7,12.8,22.2,61.5,0.9,0.9,0,1.7,9.4,1,75,147,143,108,132,130,119,120,127,143,143,130,122,126,1766,114,216,469,133,207,957,809,724,5,8,0,28,174,618,933,1942,0,0,1943,25,1.3,8.3,9.3,0,3.1,0.9,2.7,2.5,0.7,1.6,66.7,14.3,0,0,0,11.1,0,0,0,0,859,0,189,1679,11.3,52.8,9.9,35,0.3,0.5,0,1.6,54.2,45.8,41,11.7,6.5,26.6,12.2,7.5,0.1,4.2,8.3,8.1,6.1,7.5,7.4,6.7,6.8,7.2,8.1,8.1,7.4,6.9,7.1,140.6155,10.3969,10,2,27.01,6252751.5681,575953.3674,682382,163793,6.0001,25.8921,29.0041,49.003,30.7162,214803.58,972275.76,1174270.1105,2264189.4896,1627212.628,0,124.6139,16.0016,0,0,0,163.0124,76.7269,266.7493,0,0,0,0,4,7.0008,128.6144,1.0003,26.6057,114.0098,0,109.4438,8.3773,2.1429,6.2679,0,10.9768,3.4068,19.8773,137.319,14.475272905,8.8333333333,13.590277778,46.559,753,42,704,42,740,49,85.2558,5.3586,98.6321,5.724,109.9972,7.7365,111.3731,7.8697,126.3,9.9,160.9892,9.7994,0,0,129,7,257,14,1021,68,17.9,16.8,15.1,.,18.4,15.9,17.2,14.2,14.2,12.8,16.4,18.4,15,61.110713318,52.714477601,3.897629722,3.7488383287,0.7497676657,10.125612326,28.763674356,17.454216375,0,88.620315684,11.379684316,0,4.2670260391,18.413403928,20.626531215,34.848932017,21.844106802,77.831960204,5.9575935797,1.5239429508,4.4574744605,0,7.8062518001,2.4227770054,2.8446366155,91.465307879,4.9786830044,0,0,0,0.7113725016,18.9208871,81.0791129,12.559070657,35800,37551.058431,40486.348844,46205.119882,52975.714053,44467.015145,55396.643942,68238.2,81896.5,57.8,59.7
"026902",21,39,18,7,16,15,1,0,0,0,13,100,53.8,46.2,17.9,41,38.5,2.6,0,0,0,33.3,0,39,42,40,45,53,40,31,28,38,30,31,31,33,30,511,60,42,90,23,42,386,125,314,2,0,0,18,127,165,199,582,0,0,559,18,3.2,2.7,2.6,2.6,10.8,5.6,21.7,0,4,8.3,0,0,0,0,0,0,0,0,0,0,222,0,101,475,21.3,38.9,24.9,32.3,0.4,0,0,3.5,75.5,24.5,61.4,8.2,11.7,17.6,8.2,4.5,0,7.6,8.2,7.8,8.8,10.4,7.8,6.1,5.5,7.4,5.9,6.1,6.1,6.5,5.9,43.6322,5.3687,2.957,2,12.9198,1669166.6486,201704.827,187413.815,142531,7.8614,12.6153,5.0001,9.1756,8.9798,222012.1959,404749.4518,183823.892,400244.9962,458336.1127,0,37.1424,6.4898,0,0,0,53.9579,19,85.8777,0,0,0,0,5.4484,4.0005,33.2955,0.8878,11.7075,31.9247,0,34.7536,1.732,0.5806,2.6989,0,3.36,0.5071,13.9993,42.5025,32.937591906,7.54783518,10.68782539,31.4112,178,21,185,17,191,19,25.9187,1.8919,32.739,2.1084,37.758,1.8879,51.4453,3.0001,43.601,2.9734,39,2,0,0,42,2,72,6,228,30,8.5,10.9,10.1,.,21,13.7,15.5,20,17.1,14.7,19.5,12,7.6,62.831095849,50.807369084,6.2515647252,3.4432687415,2.3288932983,15.044417817,22.124486333,36.576666585,0,85.126122451,14.873877549,0,18.017427496,28.912821265,11.459655942,21.029423224,20.580672072,79.651266725,3.9695454275,1.3306686346,6.1855693731,0,7.7007347784,1.1622150614,12.487108145,76.309468695,9.1686873456,0,0,0,2.0347358144,26.832247744,73.167752256,11.711534142,28240.796283,32084.013206,36764.043119,43620.580256,51040.792969,38255.385898,37570.515581,63379.714237,71265.5,54,63.4
"026903",26,31,5,9,5,16,0,0,0,1,3,100,83.9,16.1,29,16.1,51.6,0,0,0,3.2,9.7,0,17,38,37,28,42,39,41,32,44,46,44,40,30,25,503,46,25,114,43,19,333,170,313,1,0,0,6,155,126,215,550,0,0,567,5,0.9,0,0,0,9.7,7.3,0,0,2.4,0,0,0,0,16.7,0,0,0,0,0,0,233,0,60,479,12.5,42.7,30.8,25,0.2,0,0,1.2,66.2,33.8,62.2,3.8,9.1,22.7,5,8.5,0,3.4,7.6,7.4,5.6,8.3,7.8,8.2,6.4,8.7,9.1,8.7,8,6,5,49.2888,3.7142,4,2,10,2007203.01,172921.8744,248924,157185,2.0002,12.0007,13.5049,10.7829,11.0001,67953.884,390054.1002,515547.6184,447862.4018,585785.0056,0,36.0021,13.2867,0,0,0,59.003,22.313,91.316,0,0,0,0,2.9997,2,44.2891,0,7.0001,42.2887,0,38.5397,2.5954,1,2.2287,0.112,3.4331,1.3799,7.0005,46.3876,15.091317507,8.4,12.784615385,20.3662,221,16,232,19,207,18,23.5259,2.1229,40.2857,2.08,39.8512,2.1597,42.0084,3.0006,27.6722,2.0004,37.0074,2.0004,0,0,38,2,55,7,294,25,13.8,12.2,11.5,.,19,11.1,19.4,18.5,14,13.8,18.5,7.9,11.8,64.614087345,53.976083052,4.0674142538,4.3803933593,2.1901966797,10.950983398,24.434929257,22.302991809,0,73.043165993,26.956834007,0,4.0581227378,24.347721998,27.399530928,21.876978137,22.3176462,78.19159728,5.2656993069,2.0288584831,4.5217169012,0.2272321501,6.9652740582,2.7996218208,6.0859667916,89.856316242,4.0577169661,0,0,0,0,14.202212267,85.797787733,10.20515817,33973.544646,32502.612364,38174.856415,41534.503872,53252.698212,40723.308541,46556.963653,62231,78592.5,57.3,58
"027903",187,218,31,5,47,158,2,1,0,5,28,100,85.8,14.2,2.3,21.6,72.5,0.9,0.5,0,2.3,12.8,10,121,261,226,249,251,213,241,236,259,227,266,229,203,226,3218,309,218,904,101,220,1887,1331,1272,15,9,2,65,43,941,2143,3547,1,0,3499,49,1.4,9.1,1.3,1.4,0.5,0,0.5,0.4,0,0,0,16.7,4,0,0,9.4,0,0,0,4,1505,0.3,492,3137,15.7,66.6,1.3,29.2,0.5,0.3,0.1,2,58.6,41.4,39.5,6.8,9.6,28.1,6.8,3.1,0.3,3.8,8.1,7,7.7,7.8,6.6,7.5,7.3,8,7.1,8.3,7.1,6.3,7,198.2998,38.5336,14.5238,6,47,9096256.1407,2047322.7618,1013722.8172,598121,7.8341,34.2897,38.8345,74.4088,42.9327,290821.3,1322414.022,1602110.7859,3579179.064,2301730.9688,0,156.6452,39.655,1.9996,0,0,257.3572,132.8537,437.2109,0,0,0,2,0,8.8768,179.6251,7.7979,45.704,152.5958,0,135.6705,12.0754,4.2634,15.7525,0.075,19.2499,11.2131,24.9991,200.2676,12.482847949,7.1955903513,13.815122337,45.2818,1327,67,1345,64,1416,68,153.1548,6.9626,221.2239,10.2681,199.9072,9.5252,232.5004,11.4524,243.0361,11.7744,204.3703,9.5952,0,0,233.2781,11.5016,572,30,1470,74,19.8,21,20.8,.,20.3,22,21.5,21,20.3,20.6,21.3,19.1,19.9,58.863399792,45.355639578,8.8135039634,3.3219208396,1.3723354107,10.749960717,30.386639491,10.3569696,0,78.994129091,19.997498737,1.0083721718,3.9506343425,17.291848,19.5837313,37.523386307,21.650400051,68.416861742,6.0894665552,2.1499769541,7.9437800744,0.0378215207,9.7074732299,5.654619924,0,90.58259262,4.4764543383,0,0,1.0085738866,3.9323791552,23.047930457,76.952069543,16.227953836,37122.490139,38565.925686,41254.832324,48101.556053,53612.537036,45871.232047,53130.845854,69797.354494,99686.833333,57.1,58.4
"027904",210,266,56,2,87,168,4,1,0,4,24,100,78.9,21.1,0.8,32.7,63.2,1.5,0.4,0,1.5,9,5,126,276,285,302,293,295,287,315,294,325,322,329,271,268,3993,431,532,1010,277,537,2431,1562,1839,15,25,17,47,104,1724,2061,4460,4,0.1,4421,104,2.4,0.8,1.1,0.8,0.8,0.4,0.8,0,0.4,0,8,0,0,0,0,4.8,0,2.2,0,9,1967,0.5,644,3958,16.3,51.6,2.6,43.2,0.4,0.6,0.4,1.2,60.9,39.1,46.1,13.4,10.8,25.3,13.3,6.9,0.1,3.2,6.9,7.1,7.6,7.3,7.4,7.2,7.9,7.4,8.1,8.1,8.2,6.8,6.7,286.1945,46.5,14.8701,8,0,13748478.915,2729624,1069687.5627,784878,20.8185,50.5655,52.002,96.0699,66.7386,809647.1525,2070772.0393,2264998.901,4811443.8674,3791616.9543,1.9998,231.3251,52.8696,0,0,0,355.5646,1,356.5646,0,2,0,0.9998,2,29.0003,251.1942,1.0002,59.2209,226.9736,0,215.6554,13.5727,15.5935,3.5,9.9619,20.9606,6.9504,59.7209,286.5473,20.841550418,7.8338691967,13.145352864,37.0003,1876,86,1700,81,1873,95,218.7777,10.9414,234.5581,12.442,260.2243,15.4906,266.877,15.1512,204.9727,12.3111,295.8816,15.9447,0,0,246.7512,13.0003,712,31,1918,101,21.8,21,19.7,.,19,20,18.9,16.8,17.6,16.6,18.6,23,19,99.719545911,80.264417724,13.04111513,4.1703803462,2.2436327106,0,0.2804540888,10.376885423,0.6987555666,80.827933451,18.473310983,0,7.2742488063,17.668229124,18.170160503,33.568045508,23.31931606,75.352740881,4.7424740867,5.4485673205,1.222944536,3.4808146208,7.3239003545,2.4285582008,0.6988254491,87.770449816,10.133073836,0,0.6988254491,0.349342842,0.3494826071,20.69253602,79.30746398,13.952050092,38890.753537,40952.270605,43555.995942,50082.740457,56812.953138,48038.934761,58701.591398,71935.46531,98109.75,60.8,85.2
"028902",248,320,72,16,191,103,3,1,0,6,29,100,77.5,22.5,5,59.7,32.2,0.9,0.3,0,1.9,9.1,10,242,383,396,400,394,376,383,338,407,356,411,382,327,308,5113,612,591,1526,353,691,3594,1519,2881,19,17,1,79,247,3462,1288,5579,0,0,5406,136,2.5,0.9,2.1,3.5,2.6,2,2.5,0.3,0,0,2.3,6.4,4.9,5.5,0,1.8,0,0,0,2,2264,0.1,663,4692,14.1,25.2,4.8,67.7,0.4,0.3,0,1.5,70.3,29.7,56.3,13.5,12,29.8,11.6,6.9,0.2,4.7,7.5,7.7,7.8,7.7,7.4,7.5,6.6,8,7,8,7.5,6.4,6,324.7439,52.8664,20.5,8,48.3097,15473762.551,3069952.3245,1449808.5,829901,20.9292,81.5745,84.0226,92.2023,46.0153,925363.163,3652218.9569,3831638.89,4457838.304,2606703.237,2,251.823,68.921,1.9999,0,0,406.1103,174.2697,628.6897,1,1.9998,0,2.0001,5.9996,76.4011,235.3694,2.9739,84.4567,240.2872,1.7771125253,215.2927,17.6486,24.9392,9.8776,20.5925,35.4662,0.9271,59.7299,328.0081,18.209885671,7.3878254942,10.468889727,270.0245,2125,92,2069,98,2301,120,263.3978,12.0313,298.9978,12.9999,303.9957,13.9998,324.0087,15.0004,305.9978,13.9999,312.9469,14.2832,24,2,312,14,1063,51,2349,128,23.1,21.1,19.2,12,22.3,21.9,23,21.7,21.6,21.9,21.9,20.8,18.4,64.596302437,51.654083087,8.4089814101,3.2607500966,1.2724878426,7.684188241,27.719509322,42.950361681,0.6158699209,77.545105543,21.223185409,0.6158391274,6.4448323741,25.119640431,25.873496007,28.392311603,14.169719585,66.296149058,5.4346209428,7.6796515654,3.0416583653,6.3411506729,10.921282894,0.2854865018,1.8474865887,72.478466878,23.526569706,0,0.6158083339,0.6159007144,0.9157677789,26.007170573,73.992829427,15.744714527,44213.976788,44771.576374,45602.479452,48348.450136,56648.61985,47649.12459,58070.009013,70722.365854,103737.625,62.2,63.1
"028903",71,78,7,5,48,23,0,0,0,2,6,100,91,9,6.4,61.5,29.5,0,0,0,2.6,7.7,0,76,113,102,102,109,125,109,94,113,92,109,101,87,95,1427,138,184,381,85,179,1035,392,932,3,1,0,18,99,876,430,1542,1,0.1,1544,9,0.6,2.3,1.1,0,1.9,1.2,8.7,0,0,0,15.4,0,0,0,0,0,0,0,0,15,630,2.4,171,1332,12.8,30.1,6.9,61.4,0.2,0.1,0,1.3,72.5,27.5,65.3,12.5,9.7,26.7,12.9,6,0,5.3,7.9,7.1,7.1,7.6,8.8,7.6,6.6,7.9,6.4,7.6,7.1,6.1,6.7,98.6868,7.9047,4.7047,6.0713,18.6004,4454912.7566,424601.562,308113.8747,480889.7058,15.002,22.3308,16.0012,25.4496,19.9032,573076.9,893220.7002,664453.3348,1218768.194,1105393.6276,0,81.1242,17.0626,0.5,0,0,117.3675,43.6523,179.6202,0.9,0,0,1.0003,4.0004,12.4195,80.2667,0.9999,29.8077,68.8791,0,71.353,4.0919,4.7427,6.4456,0.4286,6.1334,5.4916,39.0013,99.9114,39.035885795,6.1206645293,11.103148711,46.6213,573,33,560,31,603,38,55.7632,3.3401,88.3973,4.3095,109.6263,6.1343,85.9484,5.1942,79.6368,3.8085,75.7345,4.7185,0,0,89.302,4.261,272,14,671,36,17.4,18.1,15.9,.,21,16.7,20.5,17.9,16.5,20.9,16.1,19.4,18.6,65.342038368,54.941927467,4.4007856577,2.6192488373,3.3800764057,10.355405461,24.302556171,25.955488303,0,82.203698975,17.289647653,0.5066533721,15.201627776,22.627950243,16.214123875,25.788251316,20.16804679,72.302476116,4.1463498664,4.8058098955,6.5313699502,0.4343032705,6.2150155847,5.5646753163,4.0536322994,81.334788442,12.584763109,0,0,1.0136107362,1.0132054135,30.204343438,69.795656562,14.459887239,38200.033329,39999.493981,41525.219034,47889.483292,55538.48766,45141.931409,53715.076094,65490.6529,79207.040634,60.8,63.5
"028906",9,12,3,0,6,6,0,0,0,0,1,100,75,25,0,50,50,0,0,0,0,8.3,0,15,12,15,12,12,11,19,9,17,10,15,8,7,14,176,23,4,32,22,4,126,50,49,2,0,0,2,14,81,77,193,1,0.5,236,0,0,0,12.5,0,0,0,0,0,0,5.6,0,0,0,0,20,0,0,0,0,0,81,0,34,191,17.8,43.8,8,46,1.1,0,0,1.1,71.6,28.4,27.8,2.3,13.1,18.2,2.3,12.5,0,8.5,6.8,8.5,6.8,6.8,6.3,10.8,5.1,9.7,5.7,8.5,4.5,4,8,15.4497,0,1,2,5,712136.3465,0,67574,138345,0,0.4492,6.0006,3.9996,5.0003,0,25765.4232,243588.6364,186587.9263,256194.3606,0,8.4488,7.0009,0,0,0,18.4497,6.0002,29.4499,0.3,0,0,0,2.0003,1.9997,11.4497,0,6.0001,9.4496,0,12.3522,1.4306,0,0.8763,0,0.7906,0,1.4974,15.9469,9.389912773,11.738316547,15.039458354,11.0001,73,6,58,4,102,10,4.914,0.546,9.4791,0.4989,5.566,0.506,13.7172,1.1431,12,1,15,1,0,0,9.03,0.645,29,4,115,11,12.2,14.5,10.2,.,14,9,19,11,12,12,15,7.3,10.5,62.647750926,52.46095912,0,3.3955972686,6.7911945372,16.977986343,20.374262731,37.351909514,0,54.685851505,45.314148495,0,0,2.907499822,38.839589118,25.887881318,32.365029742,79.951067011,9.2597267261,0,5.6719547952,0,5.1172514677,0,12.947176968,74.109529635,12.943293397,0,0,0,0,38.836352809,61.163647191,11.391806961,.,57358.466607,40594.046662,46651.64674,51235.797972,46093.862437,.,67574,69172.5,54.1,65.4
"029901",212,273,61,5,151,93,1,18,0,5,24,100,77.7,22.3,1.8,55.3,34.1,0.4,6.6,0,1.8,8.8,8,196,306,359,332,273,310,323,333,301,336,352,311,294,244,4278,364,415,1329,320,418,2617,1661,2194,12,220,2,35,77,2656,1276,4682,6,0.1,4584,97,2.1,3,10.3,10.2,2.8,1.8,0.4,2.4,1.7,0.3,4.5,13,12,0,0,2.6,2.6,0,0,16,1963,0.8,555,4023,13.8,29.8,1.8,62.1,0.3,5.1,0,0.8,61.2,38.8,51.3,9.8,8.5,31.1,9.7,7.5,0.2,4.6,7.2,8.4,7.8,6.4,7.2,7.6,7.8,7,7.9,8.2,7.3,6.9,5.7,271.4135,33.9187,14.5,4,25.47,12741650.339,1979485.3271,1134480,435500,16.9993,59.7829,48.7157,88.3293,57.5863,673318.7086,2404225.9173,2110751.7849,4370514.2759,3182839.6522,0,236.0594,35.3541,0,0,0,323.8322,216.9817,566.2839,0.25,0,0,2.9996,4.9999,47.0026,216.4114,0,53.9265,217.487,0,216.8732,9.1317,4.5516,4.5565,5.5652,22.3518,8.3835,41.9998,267.507,15.70044896,8.6375754414,13.160918901,206.7731,2006,113,2121,133,2175,127,272.1112,11.8337,148.6066,7.7423,142.0833,7.9616,122.5697,7.7304,147.7914,7.8041,162.8786,8.656,0,0,283.4546,16,743,39,2903,160,17.8,15.9,17.1,.,17.7,23,19.2,17.8,15.9,18.9,18.8,19.1,18.1,57.185485937,47.928874545,5.9896988066,2.5605531077,0.706359478,4.4977439761,38.316770087,36.514034745,0,86.974081982,13.025918018,0,6.2632477751,22.026501998,17.948886109,32.544180743,21.217183375,79.905089467,3.3644973445,1.6769983807,1.6788037441,2.0504506961,8.2353309618,3.0888294061,1.84217071,79.734943177,17.317708957,0,0,1.1051771559,0,19.868761134,80.131238866,15.761927833,39608.613802,40215.946655,43327.957617,49479.77937,55270.778852,46945.529013,58359.705033,78240,108875,60.8,61.9
"030901",21,21,0,0,4,17,0,0,0,0,0,100,100,0,0,19,81,0,0,0,0,0,3,22,31,20,24,28,16,30,20,26,26,24,29,21,17,337,30,9,115,32,9,213,124,160,3,1,0,2,0,29,302,369,0,0,380,1,0.3,18.2,0,0,5.6,0,0,0,0,0,50,0,0,0,0,0,0,.,0,1,155,0.6,49,321,15.3,89.6,0,8.6,0.9,0.3,0,0.6,63.2,36.8,47.5,2.7,8.9,34.1,2.7,9.5,0.9,6.5,9.2,5.9,7.1,8.3,4.7,8.9,5.9,7.7,7.7,7.1,8.6,6.2,5,38.6534,1.3452,2,-2,5,1560272.1898,65804.4,137136,-2,0,9.0005,10.0005,9.9991,9.6533,0,292102.8628,385657.2693,420391.0654,462120.9923,0,33.9993,4.6541,0,0,0,42.2921,16.8129,64.105,0,0,0,0,0,0,38.6534,0,10.0004,28.653,0,30.3569,3.0756,0,1.4151,0,2.5906,1.2152,2.5002,37.608,6.6480536056,9.975,14.225,1.9733,122,9,152,11,154,14,17.9738,1.8596,22.1156,1.504,14.9206,1.9484,23.5328,1.9796,21.7416,1.8118,16.968,1.6968,0,0,31,2,34,8,205,14,13.6,13.8,11,.,15.5,9.7,14.7,7.7,11.9,12,10,4.3,14.6,65.97316902,60.297012714,2.0984322596,3.1198814445,0.457842602,7.7997036113,26.227127369,3.0782310272,0,87.959403313,12.040596687,0,0,23.285144386,25.872238923,25.868616991,24.9739997,78.536170169,7.9568679599,0,3.6609974802,0,6.7021271091,3.1438372821,0,100,0,0,0,0,0,25.871980214,74.128019786,8.7185085917,.,32454.070641,38563.79874,42042.8904,47871.815058,40365.716594,48917.930419,68568,-2,58.6,63.1
"030902",64,89,25,0,9,77,0,0,0,3,13,100,71.9,28.1,0,10.1,86.5,0,0,0,3.4,14.6,4,37,104,100,104,101,125,99,135,117,118,116,103,95,90,1448,127,6,376,69,6,683,765,663,1,2,1,29,16,203,1196,1586,0,0,1562,19,1.2,3.6,7.5,2.2,0,5.6,0.9,1,1.8,2.9,0,0,0,0,14.3,0,11.1,0,0,1,680,0.1,200,1374,14.6,82.6,1.1,14,0.1,0.1,0.1,2,47.2,52.8,45.8,0.4,8.8,26,0.4,4.8,0.3,2.6,7.2,6.9,7.2,7,8.6,6.8,9.3,8.1,8.1,8,7.1,6.6,6.2,109.0823,10.0857,6.3286,3,28.238,4660145.7639,515620.4622,413052.9046,288558,6.7658,14.0004,23.7493,38.673,25.8938,212114.5201,465957.001,903610.5179,1757950.9096,1320512.8153,0,91.7303,16.5868,0.7652,0,0,128.4966,54.487,211.2216,1,0,0,0,0,5.0007,104.0816,0,28.6506,80.4317,0,91.3735,6.4836,0,4.1751,0.3183,6.7318,0,24.8704,110.8675,22.432543351,8.077946601,13.031167971,10.974,593,34,575,35,688,44,98.326,4.579,74.9925,4.545,73.75,3.54,77.4879,3.8361,131.9378,6.8309,96.8813,5.3426,0,0,131.8324,6.2562,205,14,786,48,17.4,16.4,15.6,.,21.1,21.5,16.5,20.8,20.2,19.3,18.1,14.6,16.4,60.834971423,51.643534563,4.7749377905,2.9961897836,1.4203092866,13.368897878,25.796130699,5.1954913702,0,84.092744652,15.205766655,0.7014886925,6.2024728118,12.834712873,21.771909833,35.453047836,23.737856646,83.765652173,5.9437690624,0,3.8274770517,0.2917980277,6.1713036854,0,0,95.415663219,4.5843367806,0,0,0,0,26.265122756,73.734877244,13.274380903,31350.988811,33281.692023,38047.88006,45456.802151,50997.258622,42721.374264,51123.914275,65267.658661,96186,62.2,63.3
"030903",16,19,3,0,4,15,0,0,0,0,3,100,84.2,15.8,0,21.1,78.9,0,0,0,0,15.8,2,17,23,21,21,17,24,27,22,29,25,23,20,22,30,323,33,5,118,12,5,229,94,156,0,2,0,1,2,71,247,351,0,0,327,0,0,6.3,5.6,10,0,19,5.6,0,0,5.3,.,0,50,.,0,0,0,0,0,1,146,0.7,43,283,15.2,76.5,0.6,22,0,0.6,0,0.3,70.9,29.1,48.3,1.5,10.2,36.5,1.5,3.7,0.6,5.3,7.1,6.5,6.5,5.3,7.4,8.4,6.8,9,7.7,7.1,6.2,6.8,9.3,33.3854,3.0975,2,1,3.9037,1262102.0576,121643.1545,134076,85000,4.8826,3.9998,9.001,8.502,7,134258.5563,120043.939,321702.5457,367632.0166,318465,0,30.8831,2.5023,0,0,0,39.4829,10,53.3866,0,0,0,0,0,2,31.3854,0,10.8827,22.5027,0,23.2472,3.5209,0,1.2826,0,3.7142,1.6205,11.0002,31.0028,35.481311365,6.9773179344,12.624705102,7,144,9,125,11,121,10,12.2007,1.1619,26.9146,1.8538,22.3836,1.7913,15.096,0.9435,20.6914,1.9954,21.0987,1.0047,0,0,23,1,64,7,178,16,16,11.4,12.1,.,23,10.5,14.5,12.5,16,10.4,21,9.1,11.1,73.956573372,62.535168001,5.8020177348,3.7462584244,1.8731292122,7.3121345057,18.731292122,13.111904485,0,92.504807491,7.4951925093,0,14.624955819,11.980686168,26.960887094,25.466221762,20.967249157,69.632833514,10.546226794,0,3.8417991098,0,11.125222403,4.8539181798,0,94.009357384,5.9906426162,0,0,0,0,32.5971832,67.4028168,9.6748878252,27497.349015,30012.485374,35740.756105,43240.651211,45495,37804.011861,39271.39774,67038,85000,59.7,67.1
"030906",11,19,8,0,3,16,0,0,0,0,6,100,57.9,42.1,0,15.8,84.2,0,0,0,0,31.6,0,17,21,38,25,33,30,12,28,26,24,27,25,29,10,345,29,0,103,12,0,168,177,110,1,3,0,14,3,40,284,371,0,0,421,1,0.2,3.2,4,0,0,0,0,0,4.5,3.7,0,0,0,0,0,25,0,0,0,0,157,0,68,359,18.9,82.3,0.9,11.6,0.3,0.9,0,4.1,48.7,51.3,31.9,0,8.4,29.9,0,3.5,0,4.9,6.1,11,7.2,9.6,8.7,3.5,8.1,7.5,7,7.8,7.2,8.4,2.9,35.613,3.9273,1.3881,1,7.49,1404856.2775,201074,79768.7364,88400,0,7.9996,6.0002,13.6124,8.0008,0,244847.949,210985.789,581386.1558,367636.3837,0,30.0013,5.6117,0,0,0,41.9284,18.9708,68.3892,0,0,0,0,0,1,33.6127,1.0003,7.0004,28.6126,0,29.8299,3.1482,0,0.2201,0,2.4148,0,2.4736,34.7714,7.1138924518,9.0416666667,13.291666667,4.9412,134,12,129,12,137,14,24.0044,1.7146,11.358,0.9465,24.648,1.6432,28.809,1.746,21,1.75,38.925,3.3,0,0,21,1,56,6,208,30,11.2,10.8,9.8,.,21,14,12,15,16.5,12,11.8,9.3,6.9,61.308510701,52.074011686,5.7425733888,2.0297064449,1.4622191808,10.952021664,27.739467635,7.2251174162,0,84.242551877,15.757448123,0,0,22.462583888,16.848341898,38.223120771,22.465953444,83.761266953,8.840030326,0,0.6180327409,0,6.7806699801,0,0,94.383230843,2.8079633842,0,0,0,2.8088057732,19.656866874,80.343133126,9.6874736753,.,30607.524001,35163.126062,42710.040537,45949.952967,39447.849872,51199.042599,57466.13097,88400,56.2,64.3
