DISTRICT,DA0GH13N,DA0GR13N,DA0GM13N,DB0GR13N,DH0GR13N,DW0GR13N,DI0GR13N,D30GR13N,D40GR13N,D20GR13N,DS0GR13N,DA0GR13R,DA0GH13R,DA0GM13R,DB0GR13R,DH0GR13R,DW0GR13R,DI0GR13R,D30GR13R,D40GR13R,D20GR13R,DS0GR13R,DPETGEEC,DPETGPKC,DPETGKNC,DPETG01C,DPETG02C,DPETG03C,DPETG04C,DPETG05C,DPETG06C,DPETG07C,DPETG08C,DPETG09C,DPETG10C,DPETG11C,DPETG12C,DPETALLC,DPETSPEC,DPETBILC,DPETVOCC,DPETGIFC,DPETLEPC,DPETECOC,DPETNEDC,DPETRSKC,DPETINDC,DPETASIC,DPETPCIC,DPETTWOC,DPETBLAC,DPETHISC,DPETWHIC,DAPID14D,DAPID14N,DAPID14R,DPETDISD,DPETDISC,DPETDISP,DPERRAKR,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERSAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DAUND13C,DAUND13D,DAUND13R,DPEMALLC,DPEMALLT,DPEMALLP,DPETWHIP,DPETBLAP,DPETHISP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETNEDP,DPETRSKP,DPETLEPP,DPETSPEP,DPETVOCP,DPETBILP,DPETGIFP,DPETGEEP,DPETGPKP,DPETGKNP,DPETG01P,DPETG02P,DPETG03P,DPETG04P,DPETG05P,DPETG06P,DPETG07P,DPETG08P,DPETG09P,DPETG10P,DPETG11P,DPETG12P,DPSTTOFC,DPSUTOFC,DPSSTOFC,DPSCTOFC,DPSETOFC,DPSTTOST,DPSUTOST,DPSSTOST,DPSCTOST,DPST00FC,DPST01FC,DPST06FC,DPST11FC,DPST20FC,DPST00ST,DPST01ST,DPST06ST,DPST11ST,DPST20ST,DPSTNOFC,DPSTBAFC,DPSTMSFC,DPSTPHFC,DPSPCOFC,DPSECOFC,DPSPTOFC,DPSXTOFC,DPSATOFC,DPSOTOFC,DPSTINFC,DPSTPIFC,DPSTASFC,DPSTBLFC,DPSTHIFC,DPSTWHFC,DPSTTWFC,DPSTMAFC,DPSTFEFC,DPSXCOFC,DPSTREFC,DPSTVOFC,DPSTBIFC,DPSTCOFC,DPSTGIFC,DPSTSPFC,DPSTOPFC,DPSTURNN,DPSTURND,DPSTURNR,DPSTTENA,DPSTEXPA,DPSAMIFC,DPCTSOCS,DPCTSOCC,DPCTSCIS,DPCTSCIC,DPCTMATS,DPCTMATC,DPCTG06S,DPCTG06C,DPCTG05S,DPCTG05C,DPCTG04S,DPCTG04C,DPCTG03S,DPCTG03C,DPCTG02S,DPCTG02C,DPCTG01S,DPCTG01C,DPCTGMES,DPCTGMEC,DPCTGKGS,DPCTGKGC,DPCTFLAS,DPCTFLAC,DPCTENGS,DPCTENGC,DPCTSOCA,DPCTSCIA,DPCTMATA,DPCTGMEA,DPCTGKGA,DPCTG06A,DPCTG05A,DPCTG04A,DPCTG03A,DPCTG02A,DPCTG01A,DPCTFLAA,DPCTENGA,DPSPTOFP,DPSTTOFP,DPSUTOFP,DPSSTOFP,DPSCTOFP,DPSETOFP,DPSXTOFP,DPSAMIFP,DPSTNOFP,DPSTBAFP,DPSTMSFP,DPSTPHFP,DPST00FP,DPST01FP,DPST06FP,DPST11FP,DPST20FP,DPSTREFP,DPSTVOFP,DPSTBIFP,DPSTCOFP,DPSTGIFP,DPSTSPFP,DPSTOPFP,DPSTBLFP,DPSTWHFP,DPSTHIFP,DPSTPIFP,DPSTINFP,DPSTASFP,DPSTTWFP,DPSTMAFP,DPSTFEFP,DPSTKIDR,DPST00SA,DPST01SA,DPST06SA,DPST11SA,DPST20SA,DPSTTOSA,DPSUTOSA,DPSSTOSA,DPSCTOSA,DPFEIERP,DPSAINHP
"152903",67,76,9,5,53,17,1,0,0,0,7,100,88.2,11.8,6.6,69.7,22.4,1.3,0,0,0,9.2,16,79,90,107,99,102,94,100,87,90,86,94,84,76,86,1290,162,59,312,72,59,977,313,634,3,1,0,17,65,865,339,1418,0,0,1446,21,1.5,1.2,9,4.7,2.2,0,1.3,0,0,0,6.3,0,0,0,0,0,0,0,0,3,563,0.5,210,1194,17.6,26.3,5,67.1,0.2,0.1,0,1.3,75.7,24.3,49.1,4.6,12.6,24.2,4.6,5.6,1.2,6.1,7,8.3,7.7,7.9,7.3,7.8,6.7,7,6.7,7.3,6.5,5.9,6.7,113.0004,11,6,2.5,31.9999,4711392.4237,581234,452909,248292,10.0001,29.9997,20.5015,29.9991,22.5,332767.1715,975109.9555,806760.159,1373009.2225,1223745.9152,0,87.0007,25.9997,0,8.5,0,132.5004,52.6044,217.1047,0.64,0,0,1,1.9998,16.4997,92.5009,1,31.0014,81.999,1,81.845,6.2757,0.4333,5.7817,0,16.8942,1.7705,21.8991,114.3672,19.148059933,6.1681034483,11.439655172,63.3605,478,27,471,27,499,33,79.7614,4.2673,98,5,89,5,99,5,118.0864,5.5826,125.0857,5.5826,0,0,87,5,172,11,581,31,17.7,17.4,15.1,.,17.4,18.7,19.6,17.8,19.8,21.2,22.4,15.6,18.7,61.030645583,52.048804102,5.0666798093,2.7636435324,1.1515181385,14.739386112,24.229968306,29.184306005,0,76.991497375,23.008502625,0,8.8496146916,26.548313103,18.142856131,26.547782132,19.911433942,72.428947154,5.5536971551,0.3834499701,5.116530561,0,14.950566547,1.5668086131,1.7697282487,81.858913774,14.601452738,0,0,0.8849526196,0.8849526196,27.434770142,72.565229858,11.415888793,33276.384386,32503.990223,39351.274736,45768.347134,54388.707342,41693.590675,52839.454545,75484.833333,99316.8,59,66.1
"152906",183,204,21,1,59,119,0,5,0,20,27,100,89.7,10.3,0.5,28.9,58.3,0,2.5,0,9.8,13.2,18,161,448,457,403,417,405,396,401,369,337,321,323,263,237,4956,375,114,972,166,114,1646,3310,1459,21,74,1,99,65,1651,3045,5309,1,0,5002,65,1.3,7.7,6.8,2.8,2,1.7,0.6,0.9,1,0.3,20,5.9,8.7,0,0,0,0,0,0,0,1852,0,555,4337,12.8,61.4,1.3,33.3,0.4,1.5,0,2,33.2,66.8,29.4,2.3,7.6,19.6,2.3,3.3,0.4,3.2,9,9.2,8.1,8.4,8.2,8,8.1,7.4,6.8,6.5,6.5,5.3,4.8,355.4396,77.7092,17,4,86.065,14661625.405,4048482.7059,1101995,418032,27.5013,110.1056,79.8311,79.0009,59.0007,993104.8739,3926369.1351,3025944.8501,3554232.1082,3161974.4381,0,263.9682,91.4714,0,0,0,454.1488,193.6182,733.832,0,0,0,0,0,30.9161,324.5235,0,61.3576,294.082,0.2914658024,300.0009,12.7377,1.6784,15.7237,1.7527,23.5462,0,48.5159,335.7226,14.451186783,5.9945355191,10.535519126,186.7301,1925,87,1719,81,2178,113,293.1356,14.4848,403.4428,18.4612,452.0998,23.4998,436.7472,21.987,394.3354,20.4705,439.1187,21.0245,0,0,413.189,21.1967,1049,52,2575,137,22.1,21.2,19.3,.,19.5,20.2,21.9,19.2,19.9,19.3,20.9,20.2,18.8,61.887298455,48.436099816,10.589508225,2.3166065257,0.5450838884,11.728161214,26.384540331,25.445892248,0,74.265276013,25.734723987,0,7.7372639402,30.977302473,22.459821584,22.226251661,16.599360341,84.402778981,3.5836468418,0.4722039975,4.423733315,0.4931076897,6.6245291746,0,0,91.302010243,8.6979897569,0,0,0,0,17.262454718,82.737545282,13.943297258,36111.197431,35660.031235,37904.336156,44989.767309,53592.151247,41249.273872,52097.855928,64823.235294,104508,61.1,62.7
"152907",457,484,27,18,165,279,2,8,1,11,30,100,94.4,5.6,3.7,34.1,57.6,0.4,1.7,0.2,2.3,6.2,26,158,722,767,627,642,633,645,636,703,626,625,580,512,461,8363,620,265,2448,763,253,3102,5261,2525,28,244,11,177,306,3164,4433,9147,1,0,8708,153,1.8,3.4,6.7,3.5,1.5,1.1,0.9,0.2,0,0.2,11.1,28.3,1.8,3,0,0,11.5,2.2,2.5,3,3521,0.1,1336,7880,17,53,3.7,37.8,0.3,2.9,0.1,2.1,37.1,62.9,30.2,3,7.4,29.3,3.2,9.1,0.3,1.9,8.6,9.2,7.5,7.7,7.6,7.7,7.6,8.4,7.5,7.5,6.9,6.1,5.5,548.8125,93.2704,31,7,108.2995,23612155.569,4874837.7229,2229498,808774,30.8168,116.888,142.9962,144.9466,113.1649,1085365.182,4266007.2647,5690436.2654,6586061.4096,5984285.4477,3.0002,469.8882,74.924,1.0001,0,0,680.0829,162.9305,951.3129,0,0,0,1.9994,5,43.9346,497.8785,0,101.9809,446.8316,0,428.9894,31.5793,10.1756,16.5741,7.2336,44.0986,10.1619,73.6224,531.7321,13.845769326,7.3803893906,12.345608484,176.742,3482,149,3192,158,3397,172,566.5,28.173,703.3838,29.4671,608.8523,29.8174,619.285,29.9981,722.3481,32.9518,762.5697,36.3686,535.8414,12.6626,703.9581,33.6192,1572,76,3716,178,23.4,20.2,19.8,42.3,20.9,20.1,23.9,20.4,20.6,21.9,21,20.7,20.9,71.488876057,57.690009249,9.804387179,3.2586544343,0.7358251948,11.384214384,17.126909558,18.578745227,0.546671222,85.619077554,13.65202141,0.1822298144,5.6151782257,21.298348707,26.055565425,26.410950917,20.619956725,78.166842045,5.7541145655,1.8541122879,3.0199931671,1.3180457807,8.0352761644,1.8516159891,0.9110579661,90.719234711,8.0053934632,0,0,0.3643138595,0,18.582102266,81.417897734,15.23835554,35219.918421,36496.537409,39794.318069,45437.846832,52881.109317,43024.084855,52265.646152,71919.290323,115539.14286,59.8,69.4
"152908",51,61,10,2,35,24,0,0,0,0,10,100,83.6,16.4,3.3,57.4,39.3,0,0,0,0,16.4,0,38,81,94,85,82,72,84,74,76,86,81,70,68,60,1051,104,38,272,40,38,792,259,678,6,5,2,13,47,570,408,1164,0,0,1256,27,2.1,10.4,6.2,1.3,0,0,1.6,0,0,1.4,40,28.6,0,0,0,0,0,0,0,4,532,0.8,266,1097,24.2,38.8,4.5,54.2,0.6,0.5,0.2,1.2,75.4,24.6,64.5,3.6,9.9,25.9,3.6,3.8,0,3.6,7.7,8.9,8.1,7.8,6.9,8,7,7.2,8.2,7.7,6.7,6.5,5.7,89.27,8.7295,5.5429,3.6096,28.1201,3429871.9308,467483.078,354937.306,300600,10.813,26.0005,20,19.4573,12.9992,333588.9174,827990.9125,737657.3919,886470.2545,644164.4545,0,76.2693,11.0004,2.0003,0,0,107.152,43.1442,178.4163,0,0.9999,1,0,0,9.0002,77.27,0.9999,19.2701,69.9999,0,72.0322,6.1379,0,3,0,8.0999,0,20.0014,89.9999,22.223802471,6.0316072412,9.4926973024,37,341,25,329,26,454,33,61.2444,4.1953,82.4596,5.0001,71.9832,4.0002,80.6107,5,84.9915,4.9995,92.446,5,0,0,84.087,5,149,7,543,37,13.6,12.7,13.8,.,16.8,14.6,16.5,18,16.1,17,18.5,21.3,14.7,60.057292972,50.034666115,4.8927704475,3.1067228723,2.0231335366,15.760947851,24.181759178,20.738015529,0,85.436652851,12.322616781,2.2407303685,12.112691834,29.125686121,22.403943094,21.796012098,14.561666853,80.690265487,6.8756581158,0,3.3605914641,0,9.0734849333,0,0,86.557634144,10.081998432,1.1201971547,1.120085135,0,1.120085135,21.586311191,78.413688809,11.773272096,30850.727587,31845.191919,36882.869595,45559.777282,49554.161371,38421.327779,53552.102411,64034.585867,83277.925532,57.6,64.4
"152909",92,107,15,2,35,69,1,0,0,0,11,100,86,14,1.9,32.7,64.5,0.9,0,0,0,10.3,2,66,118,124,132,144,101,108,111,112,130,114,117,108,98,1585,121,31,434,131,32,646,939,673,6,1,0,20,15,496,1047,1729,1,0.1,1677,19,1.1,3.2,3.4,1.6,6.2,2.2,2.1,0,0,0,0,30,0,0,0,0,0,0,0,0,706,0,170,1455,11.7,66.1,0.9,31.3,0.4,0.1,0,1.3,40.8,59.2,42.5,2,7.6,27.4,2,8.3,0.1,4.2,7.4,7.8,8.3,9.1,6.4,6.8,7,7.1,8.2,7.2,7.4,6.8,6.2,135.3324,14.4549,7.13,2,36,5817840.5836,719613.7501,576307.812,202697,10.0001,18.6294,27.2641,44.4038,35.035,338099.7711,650271.9741,1049601.3965,1972975.4394,1806892.0025,1,109.6386,24.6938,0,12.93,2.7353,158.9173,53.4113,248.3286,2,0,0,0,0,4.0004,131.332,0,26.7979,108.5345,3.4232417888,95.9253,13.7117,0.1098,13.2183,0,10.6191,1.7482,20.5005,134.7654,15.211990615,8.4284582513,14.456137836,21.209,634,37,491,30,645,48,93.5859,5.7355,105.7178,5.9997,87.6188,5.4996,125.1949,6.327,116.4975,6.337,106.2189,6.0658,0,0,118,7,190,16,761,55,17.1,16.4,13.4,.,16.9,16.3,17.6,15.9,19.8,18.4,17.5,11.9,13.8,63.99476339,54.497307197,5.8208760489,2.8711956657,0.8053844785,14.496920612,21.508315997,8.5406997019,0.7389213522,81.014302562,18.246776086,0,7.3892874138,13.765661438,20.146025638,32.810915937,25.888109573,70.881252383,10.131867905,0.0811335645,9.7672841093,0,7.8466797308,1.2917823079,0,97.044019023,2.9559809772,0,0,0,0,19.801540503,80.198459497,11.711903432,33809.639014,34905.68532,38497.562601,44432.580982,51573.911874,42989.266307,49783.377962,80828.585133,101348.5,61.4,71.9
"152910",60,68,8,0,27,41,0,0,0,0,5,100,88.2,11.8,0,39.7,60.3,0,0,0,0,7.4,3,38,81,67,80,69,61,68,64,77,79,57,88,63,87,982,78,19,315,52,19,383,599,309,0,0,0,4,7,422,549,1067,2,0.2,994,19,1.9,3.6,8.2,3.1,2.3,1.6,0,0,4.5,0,25,0,0,0,0,0,0,0,0,0,472,0,95,892,10.7,55.9,0.7,43,0,0,0,0.4,39,61,31.5,1.9,7.9,32.1,1.9,5.3,0.3,3.9,8.2,6.8,8.1,7,6.2,6.9,6.5,7.8,8,5.8,9,6.4,8.9,75.7757,5.9999,3.1212,2,13,3329447.8321,307806.4533,246749.6,216840,1,4.0002,17.8948,30.8794,22.0013,29870,134791.435,674713.4146,1375708.0709,1114364.9116,0,64.895,10.8807,0,0,0,86.8968,16.4155,116.3123,0,0,0,0,0,2.0002,73.7755,0,16.879,58.8967,0,59.9111,4.891,0.5001,3.2195,0.6,6.1111,0.5429,11.0897,73.0948,15.171667478,9.2657143219,16.150279492,17.0681,451,32,402,26,431,29,50.8925,3.1912,70.3571,4.3321,60.207,2.961,65.8126,3.8235,81.4631,4.2153,60.6804,3.6271,0,0,79,4,174,13,653,55,14.1,15.5,14.9,.,19.8,15.9,16.2,20.3,17.2,19.3,16.7,13.4,11.9,74.709897406,65.148483866,5.1584398211,2.6834651193,1.7195085988,11.176805892,14.113296702,14.674372358,0,85.640911268,14.359088732,0,1.3196842787,5.2790010518,23.615486231,40.751058717,29.034769722,79.063736792,6.4545758073,0.6599741078,4.2487235354,0.7918105672,8.0647225958,0.7164565949,0,97.360367506,2.6396324943,0,0,0,0,22.274950941,77.725049059,12.959299617,29870,33696.173941,37704.440094,44550.997458,50649.957575,43938.199609,51301.930582,79056.004101,108420,64.5,73.7
"153903",10,11,1,0,5,6,0,0,0,0,0,100,90.9,9.1,0,45.5,54.5,0,0,0,0,0,1,17,22,28,23,24,21,24,20,20,27,21,14,19,17,298,19,21,94,14,21,239,59,189,1,0,1,0,1,212,83,318,0,0,313,5,1.6,0,0,0,0,0,0,0,0,0,0,.,.,.,.,0,0,.,0,0,119,0,32,265,12.1,27.9,0.3,71.1,0.3,0,0.3,0,80.2,19.8,63.4,7,6.4,31.5,7,4.7,0.3,5.7,7.4,9.4,7.7,8.1,7,8.1,6.7,6.7,9.1,7,4.7,6.4,5.7,29.7836,4,2.0769,2,7.4733,1298951.2244,190826,131382.1697,144926,0,6.0003,6.8609,8.0002,8.9222,0,205927.4009,276764.9808,381329.5991,434929.2436,0,25.7838,3.9998,0,0,0,37.8605,15.067,60.4008,2,0,0,0,0,1.9998,27.7838,0,6.9231,22.8605,0,21.9156,2.7898,0,3.4117,0,1.4998,0.1667,11.9718,34.9032,34.300006876,6.3400395468,14.613791155,20.0721,109,9,95,8,102,10,10.61,1.061,19.0463,0.8281,17.6956,1.7728,19.492,1.6302,19.4373,1.6902,20.2888,1.4492,0,0,23,2,0,0,125,15,12.1,11.9,10.2,.,11.5,10,23,10,12,11.5,14,.,8.3,62.682116793,49.309942915,6.622428842,3.4385306155,3.311214421,12.372849366,24.945033841,33.23151349,0,86.570461596,13.429538404,0,0,20.146322137,23.0358318,26.861091339,29.956754724,73.582777099,9.3668999046,0,11.454961791,0,5.0356572073,0.5597039982,0,93.285566553,6.7144334466,0,0,0,0,23.244671564,76.755328436,10.005506386,.,34319.517507,40339.457039,47665.008262,48746.861043,43612.96903,47706.5,63258.784583,72463,54.5,56.7
"153904",28,29,1,3,14,12,0,0,0,0,1,100,96.6,3.4,10.3,48.3,41.4,0,0,0,0,3.4,1,34,47,69,45,51,40,47,33,44,28,50,43,47,47,626,49,15,219,34,15,408,218,273,2,2,1,10,25,374,212,672,0,0,671,4,0.6,1.6,2.6,2.3,2.7,2.3,6.3,0,0,2.4,0,0,12.5,25,0,0,0,0,0,2,269,0.7,78,549,14.2,33.9,4,59.7,0.3,0.3,0.2,1.6,65.2,34.8,43.6,2.4,7.8,35,2.4,5.4,0.2,5.4,7.5,11,7.2,8.1,6.4,7.5,5.3,7,4.5,8,6.9,7.5,7.5,61.9642,3.95,3.4881,3,8,2715729.7344,186475.25,228286.2748,276246,3.0006,13.4506,15.0005,18.5127,11.9998,104910.6668,479246.844,622520.4273,848903.7453,660148.051,0,56.9638,5.0004,0,0,0,72.4023,26.4384,106.8407,0,0,0,1.0002,0,8.0004,52.9636,0,12.5133,49.4509,0,47.5486,4.3341,0,4.2847,0,1.768,4.0288,7.001,60.2229,11.625145916,7.0128205128,10.935897436,34.9468,231,18,222,18,282,31,24.9084,2.1215,45.1277,2.8849,38.284,2.8407,45.2112,2.8257,42.746,2.9145,75.6664,4.3856,5,1,47,3,107,7,358,34,12.8,12.3,9.1,5,15.7,11.7,15.6,13.5,16,14.7,17.3,15.3,10.5,67.766590822,57.996812076,3.6970929618,3.2647670785,2.8079187051,7.4877832137,24.745625965,32.709257802,0,91.930179039,8.0698209611,0,4.8424735573,21.7070502,24.208333199,29.876444786,19.365698258,76.735598943,6.9945226437,0,6.9147991905,0,2.853260431,6.5018187921,0,85.47451593,12.911326217,0,0,1.6141578524,0,20.194402574,79.805597426,10.102607635,34963.229621,35630.146164,41499.978487,45855.209953,55013.254471,43827.399279,47208.924051,65447.170322,92082,60.2,67.9
"153905",15,15,0,2,2,11,0,0,0,0,0,100,100,0,13.3,13.3,73.3,0,0,0,0,0,0,31,36,31,28,18,18,27,17,14,13,17,19,17,15,301,20,9,68,0,11,103,198,70,1,0,0,3,0,96,201,320,0,0,290,0,0,21.9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,106,0,29,224,12.9,66.8,0,31.9,0.3,0,0,1,34.2,65.8,23.3,3.7,6.6,22.6,3,0,0,10.3,12,10.3,9.3,6,6,9,5.6,4.7,4.3,5.6,6.3,5.6,5,27.9984,0,1,1,7,1116729.909,0,71000,85000,1.9996,4.9995,6.9994,9.0004,4.9995,62134.4188,166748.1999,257329.0232,381863.8186,248654.4485,0,23.9986,3.9998,0,0,0,29.9984,10,46.9984,0,0,0,0,0,0,27.9984,0,5.9994,21.999,0,21.9289,1.0755,0.32,2,0,1.3929,1.2811,3.0001,25.9972,11.540088933,6.5357142857,11.607142857,11,92,6,91,6,148,15,16.2706,0.9683,24.2122,1.8311,16.4178,0.9121,17.5,1,27.64,2,28.6,1.84,0,0,36,2,54,6,127,13,15.3,15.2,9.9,.,18,16.8,13.2,18,17.5,13.8,15.5,9,9.8,63.828555866,59.57309185,0,2.1277320079,2.1277320079,14.894124055,21.277320079,23.405052087,0,85.714183668,14.285816332,0,7.1418366764,17.856377507,24.999285673,32.146122636,17.856377507,78.321975541,3.8412909309,1.1429224527,7.1432653294,0,4.9749271387,4.5756186068,0,100,0,0,0,0,0,21.427653009,78.572346991,10.750614321,31073.424085,33352.975278,36764.440266,42427.427514,49735.863286,39885.490207,.,71000,85000,58.7,71.4
"153907",8,11,3,0,8,3,0,0,0,0,2,100,72.7,27.3,0,72.7,27.3,0,0,0,0,18.2,0,15,8,15,8,9,9,7,11,11,10,9,3,4,16,135,14,13,31,5,14,94,41,88,0,0,0,0,2,95,38,149,0,0,169,1,0.6,0,0,12.5,0,0,0,0,0,0,.,.,.,.,.,0,0,0,0,0,68,0,48,143,33.6,28.1,1.5,70.4,0,0,0,0,69.6,30.4,65.2,10.4,10.4,23,9.6,3.7,0,11.1,5.9,11.1,5.9,6.7,6.7,5.2,8.1,8.1,7.4,6.7,2.2,3,11.9,18.129,0.4705,1,1,2.5,703708.7068,35331.145,58600,70000,2.9997,7.1998,3,2.9294,2.0001,115943.219,240306.3446,106300,142012.886,99146.2572,0,10.7996,7.3294,0,0,0,20.5995,7.9572,31.0567,0,0.9996,0,0,0.4,0.7999,15.9295,0,4.9996,13.1294,0,14.9798,0.7493,0,1.3999,0,1,0,5.3662,18.5666,28.902437711,2.8901098901,7.6703296703,10.0995,60,8,54,8,96,13,11.437,0.967,7,1,9,1,9,1,8,1,15,1,0,0,8,1,0,0,99,13,7.5,6.8,7.4,.,8,11.8,7,9,9,8,15,.,7.6,66.3286827,58.373877456,1.5149710046,3.2199171193,3.2199171193,8.0497927983,25.621524502,32.519552947,0,59.570853329,40.429146671,0,16.546417342,39.714269954,16.54807215,16.158640852,11.032599702,82.628937062,4.1331568206,0,7.7218820674,0,5.5160240499,0,2.2064096199,87.867505102,4.4122676375,0,5.5138176402,0,0,27.57791384,72.42208616,7.4466324673,38651.604827,33376.808328,35433.333333,48478.48911,49570.650067,38816.741508,75092.763018,58600,70000,62.1,62.8
"154901",133,156,23,22,47,84,1,1,0,1,11,100,85.3,14.7,14.1,30.1,53.8,0.6,0.6,0,0.6,7.1,4,177,172,195,157,166,135,171,163,187,164,160,185,141,156,2333,163,321,610,49,324,1740,593,964,5,17,0,52,491,749,1019,2558,1,0,2502,53,2.1,1.8,8.3,3.4,0.9,0,1.4,1.2,3.3,2.1,9.1,23.1,0,0,0,0,0,0,0,0,1066,0,309,2118,14.6,43.7,21,32.1,0.2,0.7,0,2.2,74.6,25.4,41.3,13.9,7,26.1,13.8,2.1,0.2,7.6,7.4,8.4,6.7,7.1,5.8,7.3,7,8,7,6.9,7.9,6,6.7,157.1405,15.8095,10,4,27.9996,7388173.5715,773044.5411,751154,441092,6.9998,32.9478,36.7393,37.0006,43.453,261932.516,1311379.3516,1593044.543,1726944.192,2494872.9689,0.9999,128.1886,27.952,0,0,0,186.95,75.6775,290.6271,0,0,0,0,7.0011,10.0003,140.1391,0,24.0002,133.1403,0,121.3051,12.9158,2.1081,0,0,13.5734,7.2381,15.4757,151.3089,10.22788481,11.229194211,14.823080437,74.467,1003,52,890,50,949,59,138.7258,7.4084,169.5636,7.9328,130.878,7.932,164.5724,7.9312,104.3316,5.3166,119.3682,6.153,0,0,161.594,7.516,442,24,1145,73,19.3,17.8,16.1,.,21.5,18.7,21.4,16.5,20.8,19.6,19.4,18.4,15.7,64.32641691,54.069458767,5.4397886501,3.4408353522,1.3763341409,9.6342013529,26.039381737,25.622868618,0.6363095446,81.575787273,17.787903182,0,4.4544849991,20.967096325,23.379905244,23.546189556,27.652323876,77.195312475,8.2192687436,1.3415383049,0,0,8.637747748,4.6061327284,4.4553122842,89.180764984,6.3639227316,0,0,0,0,15.273083642,84.726916358,14.846586335,37420,39801.727326,43360.7756,46673.410485,57415.436653,47016.355246,48897.469313,75115.4,110273,56.7,63
"154903",11,12,1,0,4,6,1,0,0,1,1,100,91.7,8.3,0,33.3,50,8.3,0,0,8.3,8.3,0,20,27,19,22,18,24,31,23,33,42,37,14,15,26,351,37,9,134,17,10,233,118,152,1,6,0,3,1,41,299,373,0,0,387,3,0.8,0,0,0,0,0,0,0,0,0,50,25,50,0,0,0,0,0,0,2,168,1.2,66,340,19.4,85.2,0.3,11.7,0.3,1.7,0,0.9,66.4,33.6,43.3,2.8,10.5,38.2,2.6,4.8,0,5.7,7.7,5.4,6.3,5.1,6.8,8.8,6.6,9.4,12,10.5,4,4.3,7.4,33.919,0,0.5,1.5,4,1381389.8043,0,57200,138159,4.0001,12.9999,8.0001,6.9187,2.0002,128063.2015,456085.7948,371154.0128,313057.8146,113028.9806,0,32.9191,0.9999,0,0,0,35.919,14.7647,54.6837,0,0,0,1,0,0,32.919,0,9.9992,23.9198,0,25.6997,4.3831,0,1,0,1.7089,1.1273,11.0005,30.0566,36.599282687,3.6262006262,7.7228462432,3,161,9,153,11,145,14,17.8842,1.6003,28.1577,1.8298,22.1172,1.8431,17.145,0.9525,20.9,0.95,18.1944,0.9576,0,0,18.899,1.4995,66,7,179,14,17.9,13.9,10.4,.,12.6,11.2,15.4,12,18,22,19,9.4,12.8,65.685021313,62.027624319,0,0.9143492485,2.7430477455,7.314793988,27.000184699,5.486095491,0,97.052094696,2.9479053038,0,11.793095315,38.32630679,23.585895811,20.397712197,5.8969898877,75.767858722,12.922255963,0,2.9482001238,0,5.0381791916,3.3235059996,0,97.051799876,0,0,0,2.9482001238,0,29.479642678,70.520357322,10.348182435,32015,35083.792552,46393.671679,45248.068944,56508.839416,40726.135921,.,114400,92106,59.6,67
"155901",70,82,12,35,3,43,0,1,0,0,12,100,85.4,14.6,42.7,3.7,52.4,0,1.2,0,0,14.6,4,83,94,102,74,98,87,98,75,78,73,105,87,75,82,1215,115,20,340,75,20,914,301,757,13,10,0,26,455,68,643,1343,0,0,1383,34,2.5,2.3,8.5,0,0,0,6.2,1.4,1.6,0,0,10,0,0,0,0,0,0,7.1,5,564,0.9,204,1161,17.6,52.9,37.4,5.6,1.1,0.8,0,2.1,75.2,24.8,62.3,1.6,9.5,28,1.6,6.2,0.3,6.8,7.7,8.4,6.1,8.1,7.2,8.1,6.2,6.4,6,8.6,7.2,6.2,6.7,98.266,13.3626,6.881,6,22.9786,4330526.1093,568949,448287,420456,2.9048,14.0011,16.0013,27.1224,38.2364,87795.1816,485335.6913,634717.1028,1250986.6786,1871691.455,0,79.9125,16.5559,1.7976,0,0,124.5096,68.2894,215.7776,0,0,0,3.0006,21.002,2.0004,71.263,1,21.0562,77.2098,0,77.2892,5.7434,0.375,5.7824,0,7.4055,1.6705,19.0298,100.5401,18.927572183,9.5148031352,16.661221467,72.2113,503,41,600,46,616,48,70.4708,5.2744,85.3613,5.1253,69.3863,3.2552,80.5863,4.2865,63.4402,3.4292,86.3016,4.2865,0,0,75,4,236,14,692,70,12.3,13,12.8,.,18.8,13.4,16.7,21.3,18.8,18.5,20.1,16.9,9.9,57.70274579,45.540408272,6.1927651434,3.1889315666,2.7806408079,10.649205478,31.648048732,33.465614596,0,81.322634482,16.848045102,1.829320416,2.9560580465,14.248163149,16.283658641,27.601001364,38.9111188,78.653043779,5.8447479291,0.381617243,5.8844361224,0,7.5361773146,1.6999776118,21.3726009,72.520505567,2.035699021,0,0,3.0535485315,1.0176459813,21.427757312,78.572242688,12.364398673,30224.174332,34664.111484,39666.596014,46123.745635,48950.514562,44069.424921,42577.716911,65148.524924,70076,59.2,56.2
