DISTRICT,COUNTY,REGION,DD1A,DD1B,DD1C,DD2B,DGRPRATE21,DELPRATE21,DCCPRATE21,DSTPRATE21,DAAPRATE21,DISTNAME,CNTYNAME,REGNNAME,DPETLEPC,DPETECOC,DPETALLC,DPETSPEC,DPETSTEC,DPETECHC,DPETPTEC,DPE0312C,DPETLEPP,DPETECOP,DPETSPEP,DPETECHP,DPETPTEP,DPETSTEP,DPE0312P,DFLCHART,DFLALTED,DFLRTF,DFLNEWDIST,DFLSCD,DDA00A00T019R,DDA00A00T021R,D_RATING
113902,113,06,37,47,100,42,100,.,50,0,6,GRAPELAND ISD,HOUSTON,REGION 06: HUNTSVILLE,6,410,602,86,0,0,0,424,1.0,68.1,14.3,0.0,0,0,70.4,N,N,N,N,N,98,99,Not Rated: Declared State of Disaster
113903,113,06,52,50,97.5,51,100,.,67,78,69,LOVELADY ISD,HOUSTON,REGION 06: HUNTSVILLE,5,249,510,64,0,0,0,388,1.0,48.8,12.5,0.0,0,0,76.1,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
113905,113,06,45,54,100,50,100,.,100,29,43,LATEXO ISD,HOUSTON,REGION 06: HUNTSVILLE,8,218,464,59,0,0,0,344,1.7,47.0,12.7,0.0,0,0,74.1,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
113906,113,06,39,62,100,51,.,.,.,.,.,KENNARD ISD,HOUSTON,REGION 06: HUNTSVILLE,0,146,223,39,.,0,.,.,0.0,65.5,17.5,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
114901,114,18,34,75,89.5,55,80,0,100,8,9,BIG SPRING ISD,HOWARD,REGION 18: MIDLAND,189,2452,3697,587,0,0,0,2770,5.1,66.3,15.9,0.0,0,0,74.9,N,N,N,N,N,99,96,Not Rated: Declared State of Disaster
114902,114,18,34,59,100,47,100,.,100,0,7,COAHOMA ISD,HOWARD,REGION 18: MIDLAND,29,395,1095,113,0,0,0,790,2.6,36.1,10.3,0.0,0,0,72.1,N,N,N,N,N,99,99,Not Rated: Declared State of Disaster
114904,114,18,48,61,100,55,100,.,100,63,43,FORSAN ISD,HOWARD,REGION 18: MIDLAND,13,293,776,65,0,0,0,572,1.7,37.8,8.4,0.0,0,0,73.7,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
115901,115,19,31,74,100,53,100,100,100,0,17,FT HANCOCK ISD,HUDSPETH,REGION 19: EL PASO,236,377,405,39,0,0,0,302,58.3,93.1,9.6,0.0,0,0,74.6,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
115902,115,19,32,65,96.7,49,.,.,.,.,.,SIERRA BLANCA ISD,HUDSPETH,REGION 19: EL PASO,4,104,128,25,.,0,.,.,3.1,81.3,19.5,0.0,.,.,.,N,N,N, ,Y,99,100,Not Rated: Declared State of Disaster
115903,115,19,41,46,100,44,.,.,.,.,.,DELL CITY ISD,HUDSPETH,REGION 19: EL PASO,17,51,71,7,.,0,.,.,23.9,71.8,9.9,0.0,.,.,.,N,N,N, ,Y,100,99,Not Rated: Declared State of Disaster
116901,116,10,57,89,99.1,73,100,100,100,100,94,CADDO MILLS ISD,HUNT,REGION 10: RICHARDSON,74,580,1991,255,0,0,0,1484,3.7,29.1,12.8,0.0,0,0,74.5,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
116902,116,10,45,57,100,51,100,.,100,33,50,CELESTE ISD,HUNT,REGION 10: RICHARDSON,22,255,494,67,0,0,0,362,4.5,51.6,13.6,0.0,0,0,73.3,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
116903,116,10,34,86,97.2,60,50,100,100,8,5,COMMERCE ISD,HUNT,REGION 10: RICHARDSON,146,993,1457,218,0,0,0,1114,10.0,68.2,15.0,0.0,0,0,76.5,N,N,N,N,N,99,97,Not Rated: Declared State of Disaster
116905,116,10,29,43,98.9,36,71,100,22,0,5,GREENVILLE ISD,HUNT,REGION 10: RICHARDSON,1319,3965,5271,724,0,0,72,3805,25.0,75.2,13.7,0.0,1.4,0,72.2,N,N,N,N,N,100,97,Not Rated: Declared State of Disaster
116906,116,10,45,81,100,63,67,.,100,11,29,LONE OAK ISD,HUNT,REGION 10: RICHARDSON,25,369,965,154,0,0,0,762,2.6,38.2,16.0,0.0,0,0,79,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
116908,116,10,35,44,95.4,40,100,0,50,9,11,QUINLAN ISD,HUNT,REGION 10: RICHARDSON,383,1766,2585,368,0,0,0,1902,14.8,68.3,14.2,0.0,0,0,73.6,N,N,N,N,N,100,96,Not Rated: Declared State of Disaster
116909,116,10,50,88,100,69,100,100,100,78,81,WOLFE CITY ISD,HUNT,REGION 10: RICHARDSON,51,359,638,72,0,0,0,471,8.0,56.3,11.3,0.0,0,0,73.8,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
116910,116,10,27,55,100,41,100,.,100,0,0,CAMPBELL ISD,HUNT,REGION 10: RICHARDSON,27,205,287,69,0,0,0,211,9.4,71.4,24.0,0.0,0,0,73.5,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
116915,116,10,51,39,100,45,100,100,0,78,88,BLAND ISD,HUNT,REGION 10: RICHARDSON,125,380,723,98,0,0,0,556,17.3,52.6,13.6,0.0,0,0,76.9,N,N,N,N,N,100,98,Not Rated: Declared State of Disaster
116916,116,10,42,50,100,46,100,.,67,0,40,BOLES ISD,HUNT,REGION 10: RICHARDSON,20,249,497,69,0,0,0,390,4.0,50.1,13.9,0.0,0,0,78.5,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
117901,117,16,44,51,98.5,48,100,100,86,42,40,BORGER ISD,HUTCHINSON,REGION 16: AMARILLO,265,1418,2466,311,0,0,0,1840,10.7,57.5,12.6,0.0,0,0,74.6,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
117903,117,16,44,53,98.3,49,50,.,67,11,31,SANFORD-FRITCH ISD,HUTCHINSON,REGION 16: AMARILLO,3,297,685,96,0,0,0,502,0.4,43.4,14.0,0.0,0,0,73.3,N,N,N,N,N,99,99,Not Rated: Declared State of Disaster
117904,117,16,44,83,100,64,100,.,100,0,21,PLEMONS-STINNETT-PHILLIPS CISD,HUTCHINSON,REGION 16: AMARILLO,8,230,671,99,0,0,0,513,1.2,34.3,14.8,0.0,0,0,76.5,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
117907,117,16,39,.,.,39,.,.,.,.,.,SPRING CREEK ISD,HUTCHINSON,REGION 16: AMARILLO,6,46,106,16,.,0,.,.,5.7,43.4,15.1,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
118902,118,15,56,70,100,63,100,.,100,86,92,IRION COUNTY ISD,IRION,REGION 15: SAN ANGELO,2,134,323,32,0,0,0,223,0.6,41.5,9.9,0.0,0,0,69,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
119901,119,09,52,73,100,63,.,.,.,.,.,BRYSON ISD,JACK,REGION 09: WICHITA FALLS,8,141,260,30,.,0,.,.,3.1,54.2,11.5,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
119902,119,09,46,80,100,63,100,100,100,10,25,JACKSBORO ISD,JACK,REGION 09: WICHITA FALLS,166,739,1059,125,0,0,0,794,15.7,69.8,11.8,0.0,0,0,75,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
119903,119,09,44,87,100,66,0,.,100,43,50,PERRIN-WHITT CISD,JACK,REGION 09: WICHITA FALLS,6,201,316,50,0,0,0,245,1.9,63.6,15.8,0.0,0,0,77.5,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
120901,120,03,45,49,99.2,47,100,100,67,33,44,EDNA ISD,JACKSON,REGION 03: VICTORIA,135,888,1473,189,0,0,0,1082,9.2,60.3,12.8,0.0,0,0,73.5,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
120902,120,03,43,75,100,59,25,100,100,0,13,GANADO ISD,JACKSON,REGION 03: VICTORIA,72,386,712,57,0,0,0,525,10.1,54.2,8.0,0.0,0,0,73.7,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
120905,120,03,59,67,100,63,100,.,100,100,88,INDUSTRIAL ISD,JACKSON,REGION 03: VICTORIA,19,429,1189,111,0,0,0,913,1.6,36.1,9.3,0.0,0,0,76.8,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
121902,121,05,52,72,100,62,0,.,100,83,55,BROOKELAND ISD,JASPER,REGION 05: BEAUMONT,0,223,368,43,0,0,0,263,0.0,60.6,11.7,0.0,0,0,71.5,N,N,N,N,N,100,98,Not Rated: Declared State of Disaster
121903,121,05,45,37,97.3,41,33,.,0,50,50,BUNA ISD,JASPER,REGION 05: BEAUMONT,9,699,1484,185,0,0,0,1105,0.6,47.1,12.5,0.0,0,0,74.5,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
121904,121,05,29,44,96.6,37,25,0,17,0,0,JASPER ISD,JASPER,REGION 05: BEAUMONT,217,1808,2232,290,0,0,0,1725,9.7,81.0,13.0,0.0,0,0,77.3,N,N,N,N,N,99,96,Not Rated: Declared State of Disaster
121905,121,05,47,46,97.6,47,67,0,0,40,63,KIRBYVILLE CISD,JASPER,REGION 05: BEAUMONT,35,942,1398,159,0,0,0,1057,2.5,67.4,11.4,0.0,0,0,75.6,N,N,N,N,N,100,98,Not Rated: Declared State of Disaster
121906,121,05,34,44,97,39,100,.,0,0,0,EVADALE ISD,JASPER,REGION 05: BEAUMONT,6,146,389,62,0,0,0,294,1.5,37.5,15.9,0.0,0,0,75.6,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
122901,122,18,34,50,100,42,.,.,.,.,.,FT DAVIS ISD,JEFF DAVIS,REGION 18: MIDLAND,22,84,195,24,.,0,.,.,11.3,43.1,12.3,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
122902,122,18,47,.,100,47,.,.,.,.,.,VALENTINE ISD,JEFF DAVIS,REGION 18: MIDLAND,5,20,34,3,.,0,.,.,14.7,58.8,8.8,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
123803,123,05,13,24,89.5,19,100,.,0,0,0,TEKOA ACADEMY OF ACCELERATED STUDI,JEFFERSON,REGION 05: BEAUMONT,0,398,455,12,59,0,0,238,0.0,87.5,2.6,0.0,0,13,52.3,Y,N,N,N,N,100,70,Not Rated: Declared State of Disaster
123805,123,05,43,.,.,43,.,.,.,.,.,EHRHART SCHOOL,JEFFERSON,REGION 05: BEAUMONT,272,429,484,42,.,0,.,.,56.2,88.6,8.7,0.0,.,.,.,Y,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
123807,123,05,37,60,98.9,49,100,100,100,11,25,BOB HOPE SCHOOL,JEFFERSON,REGION 05: BEAUMONT,881,2025,2385,83,0,0,0,1358,36.9,84.9,3.5,0.0,0,0,56.9,Y,N,N,N,N,100,100,Not Rated: Declared State of Disaster
123905,123,05,53,56,97.5,55,60,100,88,62,63,NEDERLAND ISD,JEFFERSON,REGION 05: BEAUMONT,503,2538,4995,589,0,0,0,3786,10.1,50.8,11.8,0.0,0,0,75.8,N,N,N,N,N,100,94,Not Rated: Declared State of Disaster
123907,123,05,23,39,88.5,31,17,100,25,0,0,PORT ARTHUR ISD,JEFFERSON,REGION 05: BEAUMONT,2128,6664,7843,793,0,334,0,5482,27.1,85.0,10.1,4.3,0,0,69.9,N,N,N,N,N,99,85,Not Rated: Declared State of Disaster
123908,123,05,47,58,99.4,53,100,100,88,50,38,PORT NECHES-GROVES ISD,JEFFERSON,REGION 05: BEAUMONT,318,2047,4968,486,0,0,0,3847,6.4,41.2,9.8,0.0,0,0,77.4,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
123910,123,05,23,37,86.8,30,44,0,18,0,4,BEAUMONT ISD,JEFFERSON,REGION 05: BEAUMONT,2236,13297,17089,1522,0,0,335,12521,13.1,77.8,8.9,0.0,2,0,73.3,N,N,N,N,N,98,91,Not Rated: Declared State of Disaster
123913,123,05,51,65,100,58,.,.,.,.,.,SABINE PASS ISD,JEFFERSON,REGION 05: BEAUMONT,6,204,388,9,.,0,.,.,1.5,52.6,2.3,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
123914,123,05,43,45,96.9,44,67,100,25,8,22,HAMSHIRE-FANNETT ISD,JEFFERSON,REGION 05: BEAUMONT,99,673,1893,184,0,0,0,1487,5.2,35.6,9.7,0.0,0,0,78.6,N,N,N,N,N,100,97,Not Rated: Declared State of Disaster
124901,124,01,33,95,98.8,64,100,0,100,0,14,JIM HOGG COUNTY ISD,JIM HOGG,REGION 01: EDINBURG,81,993,1138,111,0,0,0,830,7.1,87.3,9.8,0.0,0,0,72.9,N,N,N,N,N,100,98,Not Rated: Declared State of Disaster
125901,125,02,23,44,94.2,34,25,0,33,0,6,ALICE ISD,JIM WELLS,REGION 02: CORPUS CHRISTI,124,3877,4673,561,0,157,0,3413,2.7,83.0,12.0,3.4,0,0,73,N,N,N,N,N,99,88,Not Rated: Declared State of Disaster
125902,125,02,32,30,100,31,33,.,0,13,25,BEN BOLT-PALITO BLANCO ISD,JIM WELLS,REGION 02: CORPUS CHRISTI,17,442,521,53,0,0,0,396,3.3,84.8,10.2,0.0,0,0,76,N,N,N,N,N,100,97,Not Rated: Declared State of Disaster
125903,125,02,49,58,97.7,54,100,0,100,78,73,ORANGE GROVE ISD,JIM WELLS,REGION 02: CORPUS CHRISTI,41,1056,1713,207,0,0,0,1286,2.4,61.6,12.1,0.0,0,0,75.1,N,N,N,N,N,100,97,Not Rated: Declared State of Disaster
125905,125,02,30,93,100,62,100,0,100,0,0,PREMONT ISD,JIM WELLS,REGION 02: CORPUS CHRISTI,48,658,701,125,0,194,0,471,6.8,93.9,17.8,27.7,0,0,67.2,N,N,N,N,N,99,89,Not Rated: Declared State of Disaster
125906,125,02,32,.,.,32,.,.,.,.,.,LA GLORIA ISD,JIM WELLS,REGION 02: CORPUS CHRISTI,0,60,105,10,.,0,.,.,0.0,57.1,9.5,0.0,.,.,.,N,N,N, ,Y,100,91,Not Rated: Declared State of Disaster
126901,126,11,42,51,98.2,47,75,100,83,17,23,ALVARADO ISD,JOHNSON,REGION 11: FORT WORTH,784,2438,3557,303,0,0,0,2732,22.0,68.5,8.5,0.0,0,0,76.8,N,N,N,N,N,100,96,Not Rated: Declared State of Disaster
126902,126,11,47,56,96.6,52,57,100,90,36,35,BURLESON ISD,JOHNSON,REGION 11: FORT WORTH,808,4110,12510,1365,0,240,0,9828,6.5,32.9,10.9,1.9,0,0,78.6,N,N,N,N,N,97,96,Not Rated: Declared State of Disaster
126903,126,11,37,48,94.6,43,100,100,75,0,8,CLEBURNE ISD,JOHNSON,REGION 11: FORT WORTH,1484,4192,6824,797,0,0,0,5092,21.7,61.4,11.7,0.0,0,0,74.6,N,N,N,N,N,100,97,Not Rated: Declared State of Disaster
126904,126,11,59,78,100,69,100,100,100,91,94,GRANDVIEW ISD,JOHNSON,REGION 11: FORT WORTH,64,509,1332,134,0,0,0,1012,4.8,38.2,10.1,0.0,0,0,76,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
126905,126,11,52,54,98.5,53,100,100,67,69,82,JOSHUA ISD,JOHNSON,REGION 11: FORT WORTH,629,2551,5472,574,0,0,0,4152,11.5,46.6,10.5,0.0,0,0,75.9,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
126906,126,11,44,64,98.7,54,100,100,100,25,26,KEENE ISD,JOHNSON,REGION 11: FORT WORTH,203,798,1075,124,0,0,0,827,18.9,74.2,11.5,0.0,0,0,76.9,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
126907,126,11,35,61,98.5,48,100,0,100,0,0,RIO VISTA ISD,JOHNSON,REGION 11: FORT WORTH,35,421,770,84,0,0,0,555,4.5,54.7,10.9,0.0,0,0,72.1,N,N,N,N,N,99,99,Not Rated: Declared State of Disaster
126908,126,11,35,60,97.7,48,0,100,80,0,5,VENUS ISD,JOHNSON,REGION 11: FORT WORTH,574,1586,2193,229,0,0,0,1662,26.2,72.3,10.4,0.0,0,0,75.8,N,N,N,N,N,100,97,Not Rated: Declared State of Disaster
126911,126,11,41,65,97.4,53,75,100,100,9,5,GODLEY ISD,JOHNSON,REGION 11: FORT WORTH,293,1165,2440,311,0,0,0,1803,12.0,47.7,12.7,0.0,0,0,73.9,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
127901,127,14,38,98,100,68,100,.,100,0,0,ANSON ISD,JONES,REGION 14: ABILENE,17,445,708,93,0,0,0,524,2.4,62.9,13.1,0.0,0,0,74,N,N,N,N,N,99,100,Not Rated: Declared State of Disaster
127903,127,14,35,100,100,68,100,.,100,0,0,HAMLIN COLLEGIATE ISD,JONES,REGION 14: ABILENE,24,304,443,51,0,0,0,309,5.4,68.6,11.5,0.0,0,0,69.8,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
127904,127,14,36,53,98,45,100,.,33,0,0,HAWLEY ISD,JONES,REGION 14: ABILENE,2,429,780,96,0,0,0,579,0.3,55.0,12.3,0.0,0,0,74.2,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
127905,127,14,45,85,100,65,100,.,100,57,50,LUEDERS-AVOCA ISD,JONES,REGION 14: ABILENE,0,80,107,21,0,0,0,74,0.0,74.8,19.6,0.0,0,0,69.2,N,N,N,N,N,100,97,Not Rated: Declared State of Disaster
127906,127,14,51,80,100,66,100,.,100,80,79,STAMFORD ISD,JONES,REGION 14: ABILENE,25,387,595,61,0,0,0,433,4.2,65.0,10.3,0.0,0,0,72.8,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
128901,128,03,37,73,98.8,55,50,0,100,10,13,KARNES CITY ISD,KARNES,REGION 03: VICTORIA,55,903,1308,154,0,85,0,988,4.2,69.0,11.8,6.5,0,0,75.5,N,N,N,N,N,100,50,Not Rated: Declared State of Disaster
128902,128,03,32,56,93.6,44,0,0,100,11,14,KENEDY ISD,KARNES,REGION 03: VICTORIA,43,576,725,115,0,0,0,536,5.9,79.4,15.9,0.0,0,0,73.9,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
128903,128,03,27,43,100,35,100,.,0,0,0,RUNGE ISD,KARNES,REGION 03: VICTORIA,1,193,228,36,0,0,0,166,0.4,84.6,15.8,0.0,0,0,72.8,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
128904,128,20,69,84,100,77,100,.,100,100,100,FALLS CITY ISD,KARNES,REGION 20: SAN ANTONIO,12,83,406,32,0,0,0,294,3.0,20.4,7.9,0.0,0,0,72.4,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
129901,129,10,42,59,99.6,51,83,100,100,9,32,CRANDALL ISD,KAUFMAN,REGION 10: RICHARDSON,738,2672,4853,606,0,0,0,3666,15.2,55.1,12.5,0.0,0,0,75.5,N,N,N,N,N,100,97,Not Rated: Declared State of Disaster
129902,129,10,45,45,99.1,45,83,100,33,21,29,FORNEY ISD,KAUFMAN,REGION 10: RICHARDSON,1283,4257,12724,1470,0,0,0,9822,10.1,33.5,11.6,0.0,0,0,77.2,N,N,N,N,N,100,90,Not Rated: Declared State of Disaster
129903,129,10,43,88,99.7,66,100,100,100,36,23,KAUFMAN ISD,KAUFMAN,REGION 10: RICHARDSON,877,3021,4014,460,0,0,0,3002,21.8,75.3,11.5,0.0,0,0,74.8,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
129904,129,10,37,63,98.3,50,0,0,100,27,11,KEMP ISD,KAUFMAN,REGION 10: RICHARDSON,247,1275,1649,261,0,0,0,1213,15.0,77.3,15.8,0.0,0,0,73.6,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
129905,129,10,47,74,99.3,61,100,100,100,42,53,MABANK ISD,KAUFMAN,REGION 10: RICHARDSON,191,2255,3542,482,0,0,0,2647,5.4,63.7,13.6,0.0,0,0,74.7,N,N,N,N,N,100,98,Not Rated: Declared State of Disaster
129906,129,10,31,88,96,60,43,100,100,0,5,TERRELL ISD,KAUFMAN,REGION 10: RICHARDSON,1084,3470,4722,533,89,0,0,3446,23.0,73.5,11.3,0.0,0,1.9,73,N,N,N,N,N,99,97,Not Rated: Declared State of Disaster
129910,129,10,51,60,98.8,56,100,100,100,64,69,SCURRY-ROSSER ISD,KAUFMAN,REGION 10: RICHARDSON,74,427,1070,138,0,0,0,845,6.9,39.9,12.9,0.0,0,0,79,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
130801,130,20,38,18,90.5,28,0,.,0,0,.,MEADOWLAND CHARTER DISTRICT,KENDALL,REGION 20: SAN ANTONIO,3,79,82,28,0,0,0,79,3.7,96.3,34.1,0.0,0,0,96.3,Y,N,N,N,N,98,98,Not Rated: Declared State of Disaster
130901,130,20,60,70,99.9,65,80,100,100,92,83,BOERNE ISD,KENDALL,REGION 20: SAN ANTONIO,562,1737,9546,1122,0,0,0,7493,5.9,18.2,11.8,0.0,0,0,78.5,N,N,N,N,N,100,97,Not Rated: Declared State of Disaster
130902,130,13,39,40,98.9,40,100,0,0,11,13,COMFORT ISD,KENDALL,REGION 13: AUSTIN,154,525,1063,163,0,0,0,805,14.5,49.4,15.3,0.0,0,0,75.7,N,N,N,N,N,99,98,Not Rated: Declared State of Disaster
131001,131,02,57,.,.,57,.,.,.,.,.,KENEDY COUNTY WIDE CSD,KENEDY,REGION 02: CORPUS CHRISTI,4,47,89,12,.,.,.,.,4.5,52.8,13.5,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
132902,132,17,55,100,100,78,.,.,.,.,.,JAYTON-GIRARD ISD,KENT,REGION 17: LUBBOCK,1,68,176,27,.,0,.,.,0.6,38.6,15.3,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
133901,133,20,44,79,100,62,100,100,100,25,50,CENTER POINT ISD,KERR,REGION 20: SAN ANTONIO,104,346,534,77,0,0,0,401,19.5,64.8,14.4,0.0,0,0,75.1,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
133902,133,20,58,.,.,58,.,.,.,.,.,HUNT ISD,KERR,REGION 20: SAN ANTONIO,22,74,184,22,.,0,.,.,12.0,40.2,12.0,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
133903,133,20,51,48,98.3,50,40,100,29,83,50,KERRVILLE ISD,KERR,REGION 20: SAN ANTONIO,356,2576,4777,572,0,0,0,3550,7.5,53.9,12.0,0.0,0,0,74.3,N,N,N,N,N,100,98,Not Rated: Declared State of Disaster
133904,133,20,51,82,100,67,100,100,100,89,94,INGRAM ISD,KERR,REGION 20: SAN ANTONIO,190,803,1096,146,0,0,0,801,17.3,73.3,13.3,0.0,0,0,73.1,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
133905,133,20,56,.,.,56,.,.,.,.,.,DIVIDE ISD,KERR,REGION 20: SAN ANTONIO,0,0,22,3,.,.,.,.,0.0,0.0,13.6,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
134901,134,15,36,78,100,57,100,.,100,0,0,JUNCTION ISD,KIMBLE,REGION 15: SAN ANGELO,31,392,599,81,0,0,0,428,5.2,65.4,13.5,0.0,0,0,71.5,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
135001,135,17,60,88,100,74,.,.,.,.,.,GUTHRIE CSD,KING,REGION 17: LUBBOCK,1,27,119,10,.,0,.,.,0.8,22.7,8.4,0.0,.,.,.,N,N,N, ,Y,99,100,Not Rated: Declared State of Disaster
136901,136,20,46,59,100,53,100,.,100,50,60,BRACKETT ISD,KINNEY,REGION 20: SAN ANTONIO,25,333,519,86,0,0,0,384,4.8,64.2,16.6,0.0,0,0,74,N,N,N,N,N,99,100,Not Rated: Declared State of Disaster
137901,137,02,23,30,91.1,27,75,100,17,0,0,KINGSVILLE ISD,KLEBERG,REGION 02: CORPUS CHRISTI,97,2337,2850,419,0,86,0,2083,3.4,82.0,14.7,3.0,0,0,73.1,N,N,N,N,N,99,75,Not Rated: Declared State of Disaster
137902,137,02,49,.,.,49,.,.,.,88,64,RICARDO ISD,KLEBERG,REGION 02: CORPUS CHRISTI,21,353,654,62,0,0,0,398,3.2,54.0,9.5,0.0,0,0,60.9,N,N,N,N,N,100,98,Not Rated: Declared State of Disaster
137903,137,02,46,95,100,71,67,.,100,50,58,RIVIERA ISD,KLEBERG,REGION 02: CORPUS CHRISTI,12,306,435,35,0,175,0,350,2.8,70.3,8.0,40.2,0,0,80.5,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
137904,137,02,58,85,100,72,100,.,100,88,92,SANTA GERTRUDIS ISD,KLEBERG,REGION 02: CORPUS CHRISTI,8,316,779,50,0,0,0,635,1.0,40.6,6.4,0.0,0,0,81.5,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
138902,138,09,48,89,100,69,.,.,.,.,.,KNOX CITY-O'BRIEN CISD,KNOX,REGION 09: WICHITA FALLS,25,157,239,43,.,0,.,.,10.5,65.7,18.0,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
138903,138,09,46,83,100,65,100,.,100,44,43,MUNDAY CISD,KNOX,REGION 09: WICHITA FALLS,21,216,379,61,0,0,0,257,5.5,57.0,16.1,0.0,0,0,67.8,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
138904,138,09,48,86,100,67,.,.,.,.,.,BENJAMIN ISD,KNOX,REGION 09: WICHITA FALLS,2,95,131,24,.,0,.,.,1.5,72.5,18.3,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
139905,139,08,53,68,98.3,61,100,0,100,64,61,CHISUM ISD,LAMAR,REGION 08: MT PLEASANT,49,499,1060,124,0,0,0,774,4.6,47.1,11.7,0.0,0,0,73,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
139909,139,08,40,50,97.1,45,100,100,75,38,32,PARIS ISD,LAMAR,REGION 08: MT PLEASANT,427,2863,3857,493,0,0,0,2661,11.1,74.2,12.8,0.0,0,0,69,N,N,N,N,N,100,97,Not Rated: Declared State of Disaster
139911,139,08,47,57,95.8,52,0,100,100,54,42,NORTH LAMAR ISD,LAMAR,REGION 08: MT PLEASANT,89,1170,2361,332,0,0,0,1767,3.8,49.6,14.1,0.0,0,0,74.8,N,N,N,N,N,100,98,Not Rated: Declared State of Disaster
139912,139,08,49,60,96.9,55,100,.,75,60,80,PRAIRILAND ISD,LAMAR,REGION 08: MT PLEASANT,27,524,1034,107,0,0,0,756,2.6,50.7,10.3,0.0,0,0,73.1,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
140901,140,17,27,100,100,64,.,.,.,.,.,AMHERST ISD,LAMB,REGION 17: LUBBOCK,70,113,131,15,.,0,.,.,53.4,86.3,11.5,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
140904,140,17,39,95,100,67,100,0,100,10,17,LITTLEFIELD ISD,LAMB,REGION 17: LUBBOCK,109,971,1267,137,0,0,0,937,8.6,76.6,10.8,0.0,0,0,74,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
140905,140,17,41,98,100,70,100,100,100,0,31,OLTON ISD,LAMB,REGION 17: LUBBOCK,106,399,592,61,0,0,0,438,17.9,67.4,10.3,0.0,0,0,74,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
140907,140,17,50,96,100,73,100,100,100,88,86,SPRINGLAKE-EARTH ISD,LAMB,REGION 17: LUBBOCK,57,215,306,39,0,0,0,231,18.6,70.3,12.7,0.0,0,0,75.5,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
