DISTRICT,COUNTY,REGION,DD1A,DD1B,DD1C,DD2B,DGRPRATE21,DELPRATE21,DCCPRATE21,DSTPRATE21,DAAPRATE21,DISTNAME,CNTYNAME,REGNNAME,DPETLEPC,DPETECOC,DPETALLC,DPETSPEC,DPETSTEC,DPETECHC,DPETPTEC,DPE0312C,DPETLEPP,DPETECOP,DPETSPEP,DPETECHP,DPETPTEP,DPETSTEP,DPE0312P,DFLCHART,DFLALTED,DFLRTF,DFLNEWDIST,DFLSCD,DDA00A00T019R,DDA00A00T021R,D_RATING
140908,140,17,50,89,100,70,100,100,100,88,81,SUDAN ISD,LAMB,REGION 17: LUBBOCK,39,246,479,52,0,0,0,353,8.1,51.4,10.9,0.0,0,0,73.7,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
141901,141,12,47,61,100,54,100,100,100,46,41,LAMPASAS ISD,LAMPASAS,REGION 12: WACO,128,1705,3405,508,0,0,0,2559,3.8,50.1,14.9,0.0,0,0,75.2,N,N,N,N,N,99,97,Not Rated: Declared State of Disaster
141902,141,12,33,100,100,67,100,0,100,0,8,LOMETA ISD,LAMPASAS,REGION 12: WACO,41,257,316,40,0,0,0,219,13.0,81.3,12.7,0.0,0,0,69.3,N,N,N,N,N,100,98,Not Rated: Declared State of Disaster
142901,142,20,35,59,94.1,47,100,0,100,13,13,COTULLA ISD,LA SALLE,REGION 20: SAN ANTONIO,92,990,1265,211,0,0,0,937,7.3,78.3,16.7,0.0,0,0,74.1,N,N,N,N,N,100,96,Not Rated: Declared State of Disaster
143901,143,03,49,89,97.7,69,100,.,100,50,75,HALLETTSVILLE ISD,LAVACA,REGION 03: VICTORIA,31,459,1108,138,0,0,0,854,2.8,41.4,12.5,0.0,0,0,77.1,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
143902,143,03,57,71,100,64,100,.,100,100,93,MOULTON ISD,LAVACA,REGION 03: VICTORIA,33,142,285,49,0,0,0,194,11.6,49.8,17.2,0.0,0,0,68.1,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
143903,143,03,67,50,100,59,100,.,100,91,100,SHINER ISD,LAVACA,REGION 03: VICTORIA,11,192,694,82,0,0,0,522,1.6,27.7,11.8,0.0,0,0,75.2,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
143904,143,03,58,.,.,58,.,.,.,.,.,VYSEHRAD ISD,LAVACA,REGION 03: VICTORIA,0,47,107,9,.,.,.,.,0.0,43.9,8.4,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
143905,143,03,56,.,.,56,.,.,.,.,.,SWEET HOME ISD,LAVACA,REGION 03: VICTORIA,0,28,143,9,.,.,.,.,0.0,19.6,6.3,0.0,.,.,.,N,N,N, ,Y,100,99,Not Rated: Declared State of Disaster
143906,143,03,58,.,.,58,.,.,.,.,.,EZZELL ISD,LAVACA,REGION 03: VICTORIA,0,41,77,4,.,0,.,.,0.0,53.2,5.2,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
144901,144,13,48,40,98.7,44,100,0,17,58,76,GIDDINGS ISD,LEE,REGION 13: AUSTIN,423,1349,1894,205,0,0,0,1453,22.3,71.2,10.8,0.0,0,0,76.7,N,N,N,N,N,100,98,Not Rated: Declared State of Disaster
144902,144,13,49,65,100,57,100,0,100,45,61,LEXINGTON ISD,LEE,REGION 13: AUSTIN,36,438,1058,119,0,0,0,798,3.4,41.4,11.2,0.0,0,0,75.4,N,N,N,N,N,100,98,Not Rated: Declared State of Disaster
144903,144,13,38,70,100,54,.,.,.,.,.,DIME BOX ISD,LEE,REGION 13: AUSTIN,21,117,160,27,.,0,.,.,13.1,73.1,16.9,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
145901,145,06,49,66,100,58,100,100,100,60,63,BUFFALO ISD,LEON,REGION 06: HUNTSVILLE,154,642,946,87,0,0,0,672,16.3,67.9,9.2,0.0,0,0,71,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
145902,145,06,48,56,97.9,52,33,.,100,67,50,CENTERVILLE ISD,LEON,REGION 06: HUNTSVILLE,19,281,641,62,0,0,0,491,3.0,43.8,9.7,0.0,0,0,76.6,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
145906,145,06,46,94,100,70,50,.,100,11,43,NORMANGEE ISD,LEON,REGION 06: HUNTSVILLE,16,291,590,68,0,0,0,457,2.7,49.3,11.5,0.0,0,0,77.5,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
145907,145,06,34,75,100,55,100,.,100,0,20,OAKWOOD ISD,LEON,REGION 06: HUNTSVILLE,3,182,192,24,0,0,0,125,1.6,94.8,12.5,0.0,0,0,65.1,N,N,N,N,N,100,97,Not Rated: Declared State of Disaster
145911,145,06,53,95,97.4,74,100,0,100,88,94,LEON ISD,LEON,REGION 06: HUNTSVILLE,110,419,735,76,0,0,0,534,15.0,57.0,10.3,0.0,0,0,72.7,N,N,N,N,N,99,99,Not Rated: Declared State of Disaster
146901,146,04,30,48,89.7,39,100,0,100,0,5,CLEVELAND ISD,LIBERTY,REGION 04: HOUSTON,4610,8309,8870,736,0,0,0,6576,52.0,93.7,8.3,0.0,0,0,74.1,N,N,N,N,N,99,98,Not Rated: Declared State of Disaster
146902,146,04,37,46,98.3,42,80,100,50,0,9,DAYTON ISD,LIBERTY,REGION 04: HOUSTON,1148,3911,5472,654,0,0,0,4070,21.0,71.5,12.0,0.0,0,0,74.4,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
146903,146,04,75,.,.,75,.,.,.,100,100,DEVERS ISD,LIBERTY,REGION 04: HOUSTON,27,78,205,20,0,0,0,125,13.2,38.0,9.8,0.0,0,0,61,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
146904,146,04,44,38,100,41,100,.,0,27,44,HARDIN ISD,LIBERTY,REGION 04: HOUSTON,25,702,1223,117,0,0,0,948,2.0,57.4,9.6,0.0,0,0,77.5,N,N,N,N,N,99,99,Not Rated: Declared State of Disaster
146905,146,05,29,86,100,58,100,.,100,0,8,HULL-DAISETTA ISD,LIBERTY,REGION 05: BEAUMONT,5,317,460,63,0,0,0,334,1.1,68.9,13.7,0.0,0,0,72.6,N,N,N,N,N,100,94,Not Rated: Declared State of Disaster
146906,146,05,41,49,94.7,45,80,100,75,25,30,LIBERTY ISD,LIBERTY,REGION 05: BEAUMONT,394,1330,2223,285,0,0,0,1615,17.7,59.8,12.8,0.0,0,0,72.6,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
146907,146,04,44,59,100,52,67,100,100,30,41,TARKINGTON ISD,LIBERTY,REGION 04: HOUSTON,64,914,1715,247,0,0,0,1243,3.7,53.3,14.4,0.0,0,0,72.5,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
147901,147,12,38,100,100,69,100,100,100,11,27,COOLIDGE ISD,LIMESTONE,REGION 12: WACO,40,239,308,56,0,0,0,217,13.0,77.6,18.2,0.0,0,0,70.5,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
147902,147,12,34,50,100,42,33,0,50,0,0,GROESBECK ISD,LIMESTONE,REGION 12: WACO,82,976,1521,195,0,0,0,1151,5.4,64.2,12.8,0.0,0,0,75.7,N,N,N,N,N,100,98,Not Rated: Declared State of Disaster
147903,147,12,31,48,95,40,80,100,67,0,5,MEXIA ISD,LIMESTONE,REGION 12: WACO,339,1517,1841,262,0,0,0,1334,18.4,82.4,14.2,0.0,0,0,72.5,N,N,N,N,N,100,97,Not Rated: Declared State of Disaster
148901,148,16,54,63,100,59,0,100,100,88,93,BOOKER ISD,LIPSCOMB,REGION 16: AMARILLO,130,258,362,34,0,0,0,254,35.9,71.3,9.4,0.0,0,0,70.2,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
148902,148,16,48,80,100,64,.,.,.,.,.,FOLLETT ISD,LIPSCOMB,REGION 16: AMARILLO,21,92,170,25,.,0,.,.,12.4,54.1,14.7,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
148905,148,16,23,76,100,50,.,.,.,.,.,DARROUZETT ISD,LIPSCOMB,REGION 16: AMARILLO,27,101,138,21,.,0,.,.,19.6,73.2,15.2,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
149901,149,02,56,60,97.5,58,50,.,100,100,100,GEORGE WEST ISD,LIVE OAK,REGION 02: CORPUS CHRISTI,30,646,1032,117,0,0,0,747,2.9,62.6,11.3,0.0,0,0,72.4,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
149902,149,02,44,37,98.4,41,100,.,0,38,64,THREE RIVERS ISD,LIVE OAK,REGION 02: CORPUS CHRISTI,26,362,565,84,0,0,0,415,4.6,64.1,14.9,0.0,0,0,73.5,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
150901,150,13,46,66,98.4,56,75,100,100,27,37,LLANO ISD,LLANO,REGION 13: AUSTIN,157,1128,1727,224,0,0,0,1278,9.1,65.3,13.0,0.0,0,0,74,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
152802,152,17,62,.,.,62,.,.,.,.,.,RISE ACADEMY,LUBBOCK,REGION 17: LUBBOCK,1,240,277,39,.,0,.,.,0.4,86.6,14.1,0.0,.,.,.,Y,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
152803,152,17,26,20,100,.,.,.,.,.,.,TRIUMPH PUBLIC HIGH SCHOOLS-LUBBOC,LUBBOCK,REGION 17: LUBBOCK,5,161,192,33,.,0,.,.,2.6,83.9,17.2,0.0,.,.,.,Y,Y,N, ,Y,98,87,Not Rated: Declared State of Disaster
152806,152,17,11,.,.,11,.,.,.,.,.,BETTY M CONDRA SCHOOL FOR EDUCATIO,LUBBOCK,REGION 17: LUBBOCK,0,106,148,41,.,0,.,.,0.0,71.6,27.7,0.0,.,.,.,Y,N,N, ,Y,.,100,Not Rated: Declared State of Disaster
152901,152,17,40,75,93.5,58,33,100,100,21,23,LUBBOCK ISD,LUBBOCK,REGION 17: LUBBOCK,1419,19094,26304,3355,0,282,0,19281,5.4,72.6,12.8,1.1,0,0,73.3,N,N,N,N,N,100,97,Not Rated: Declared State of Disaster
152902,152,17,43,100,100,72,100,.,100,11,31,NEW DEAL ISD,LUBBOCK,REGION 17: LUBBOCK,23,531,754,55,0,0,0,582,3.1,70.4,7.3,0.0,0,0,77.2,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
152903,152,17,33,71,98.9,52,100,100,100,0,0,SLATON ISD,LUBBOCK,REGION 17: LUBBOCK,59,944,1320,224,0,0,0,952,4.5,71.5,17.0,0.0,0,0,72.1,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
152906,152,17,53,66,99.7,60,100,100,100,69,75,LUBBOCK-COOPER ISD,LUBBOCK,REGION 17: LUBBOCK,198,2584,7095,733,0,0,0,5310,2.8,36.4,10.3,0.0,0,0,74.8,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
152907,152,17,53,87,99,70,71,100,100,100,71,FRENSHIP ISD,LUBBOCK,REGION 17: LUBBOCK,498,4621,10339,999,0,0,0,7757,4.8,44.7,9.7,0.0,0,0,75,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
152908,152,17,40,67,100,54,75,100,100,18,13,ROOSEVELT ISD,LUBBOCK,REGION 17: LUBBOCK,42,740,1011,130,0,0,0,776,4.2,73.2,12.9,0.0,0,0,76.8,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
152909,152,17,64,98,100,81,100,100,100,100,100,SHALLOWATER ISD,LUBBOCK,REGION 17: LUBBOCK,60,625,1677,129,869,0,0,1234,3.6,37.3,7.7,0.0,0,51.8,73.6,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
152910,152,17,56,83,100,70,100,.,100,88,86,IDALOU ISD,LUBBOCK,REGION 17: LUBBOCK,25,306,959,89,0,0,0,734,2.6,31.9,9.3,0.0,0,0,76.5,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
153903,153,17,41,100,100,71,.,.,.,.,.,O'DONNELL ISD,LYNN,REGION 17: LUBBOCK,16,209,298,41,.,0,.,.,5.4,70.1,13.8,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
153904,153,17,46,53,100,50,100,.,100,63,50,TAHOKA ISD,LYNN,REGION 17: LUBBOCK,16,419,597,74,0,0,0,427,2.7,70.2,12.4,0.0,0,0,71.5,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
153905,153,17,65,77,100,71,.,.,.,.,.,NEW HOME ISD,LYNN,REGION 17: LUBBOCK,11,88,574,33,.,0,.,.,1.9,15.3,5.7,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
153907,153,17,36,73,100,55,.,.,.,.,.,WILSON ISD,LYNN,REGION 17: LUBBOCK,13,111,135,19,.,35,.,.,9.6,82.2,14.1,25.9,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
154901,154,06,52,78,100,65,100,100,100,91,90,MADISONVILLE CISD,MADISON,REGION 06: HUNTSVILLE,357,1690,2290,215,0,0,0,1651,15.6,73.8,9.4,0.0,0,0,72.1,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
154903,154,06,54,77,97.5,66,.,.,.,.,.,NORTH ZULCH ISD,MADISON,REGION 06: HUNTSVILLE,3,184,299,32,.,0,.,.,1.0,61.5,10.7,0.0,.,.,.,N,N,N, ,Y,98,100,Not Rated: Declared State of Disaster
155901,155,08,33,49,100,41,100,.,80,0,0,JEFFERSON ISD,MARION,REGION 08: MT PLEASANT,13,922,1224,209,0,0,0,936,1.1,75.3,17.1,0.0,0,0,76.5,N,N,N,N,N,99,98,Not Rated: Declared State of Disaster
156902,156,18,44,96,100,70,100,100,100,0,13,STANTON ISD,MARTIN,REGION 18: MIDLAND,105,580,1048,84,0,0,0,761,10.0,55.3,8.0,0.0,0,0,72.6,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
156905,156,18,67,91,100,79,.,.,.,.,.,GRADY ISD,MARTIN,REGION 18: MIDLAND,11,41,226,9,.,0,.,.,4.9,18.1,4.0,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
157901,157,15,61,100,100,81,100,100,100,89,75,MASON ISD,MASON,REGION 15: SAN ANGELO,79,339,714,61,0,0,0,526,11.1,47.5,8.5,0.0,0,0,73.7,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
158901,158,03,35,85,93,60,100,100,100,0,0,BAY CITY ISD,MATAGORDA,REGION 03: VICTORIA,573,2857,3532,368,0,12,0,2604,16.2,80.9,10.4,0.3,0,0,73.7,N,N,N,N,N,99,99,Not Rated: Declared State of Disaster
158902,158,03,54,42,98.6,48,100,100,40,78,100,TIDEHAVEN ISD,MATAGORDA,REGION 03: VICTORIA,81,577,950,85,0,0,0,707,8.5,60.7,8.9,0.0,0,0,74.4,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
158904,158,03,28,.,.,28,.,.,.,.,.,MATAGORDA ISD,MATAGORDA,REGION 03: VICTORIA,6,62,106,15,.,.,.,.,5.7,58.5,14.2,0.0,.,.,.,N,N,N, ,Y,99,97,Not Rated: Declared State of Disaster
158905,158,03,43,57,95.5,50,0,100,75,18,33,PALACIOS ISD,MATAGORDA,REGION 03: VICTORIA,206,927,1314,153,0,0,0,956,15.7,70.5,11.6,0.0,0,0,72.8,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
158906,158,03,40,29,100,35,100,.,0,9,18,VAN VLECK ISD,MATAGORDA,REGION 03: VICTORIA,21,591,1053,103,0,0,0,810,2.0,56.1,9.8,0.0,0,0,76.9,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
159901,159,20,29,47,97.9,38,60,100,71,0,0,EAGLE PASS ISD,MAVERICK,REGION 20: SAN ANTONIO,5580,11672,14004,1511,0,0,0,10498,39.8,83.3,10.8,0.0,0,0,75,N,N,N,N,N,100,60,Not Rated: Declared State of Disaster
160901,160,15,47,62,100,55,100,100,100,60,88,BRADY ISD,MCCULLOCH,REGION 15: SAN ANGELO,33,676,989,154,0,0,0,759,3.3,68.4,15.6,0.0,0,0,76.7,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
160904,160,15,64,100,100,82,.,.,.,.,.,ROCHELLE ISD,MCCULLOCH,REGION 15: SAN ANGELO,0,116,195,21,.,0,.,.,0.0,59.5,10.8,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
160905,160,15,13,65,93.3,39,.,.,.,.,.,LOHN ISD,MCCULLOCH,REGION 15: SAN ANGELO,1,63,102,19,.,0,.,.,1.0,61.8,18.6,0.0,.,.,.,N,N,N, ,Y,100,99,Not Rated: Declared State of Disaster
161801,161,12,28,.,.,28,.,.,.,.,.,WACO CHARTER SCHOOL,MCLENNAN,REGION 12: WACO,65,218,223,29,.,0,.,.,29.1,97.8,13.0,0.0,.,.,.,Y,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
161802,161,12,32,94,100,63,100,0,100,10,6,RAPOPORT ACADEMY PUBLIC SCHOOL,MCLENNAN,REGION 12: WACO,71,576,821,127,0,0,108,579,8.6,70.2,15.5,0.0,13.2,0,70.5,Y,N,N,N,N,99,98,Not Rated: Declared State of Disaster
161807,161,12,37,94,98.6,66,75,100,100,7,15,HARMONY SCIENCE ACAD (WACO),MCLENNAN,REGION 12: WACO,2920,6175,10063,965,5134,0,0,7693,29.0,61.4,9.6,0.0,0,51,76.4,Y,N,N,N,N,100,88,Not Rated: Declared State of Disaster
161901,161,12,62,65,100,64,100,.,100,100,100,CRAWFORD ISD,MCLENNAN,REGION 12: WACO,7,99,561,62,0,0,0,431,1.2,17.6,11.1,0.0,0,0,76.8,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
161903,161,12,59,92,99.8,76,83,100,100,92,92,MIDWAY ISD,MCLENNAN,REGION 12: WACO,302,2766,8233,952,0,0,0,6278,3.7,33.6,11.6,0.0,0,0,76.3,N,N,N,N,N,100,98,Not Rated: Declared State of Disaster
161906,161,12,32,47,96.3,40,40,0,57,0,10,LA VEGA ISD,MCLENNAN,REGION 12: WACO,706,2753,3068,249,0,272,0,2190,23.0,89.7,8.1,8.9,0,0,71.4,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
161907,161,12,60,98,100,79,100,100,100,92,100,LORENA ISD,MCLENNAN,REGION 12: WACO,29,439,1738,168,0,0,0,1333,1.7,25.3,9.7,0.0,0,0,76.7,N,N,N,N,N,100,96,Not Rated: Declared State of Disaster
161908,161,12,40,94,100,67,0,.,100,9,6,MART ISD,MCLENNAN,REGION 12: WACO,18,336,540,55,0,0,0,390,3.3,62.2,10.2,0.0,0,0,72.2,N,N,N,N,N,100,96,Not Rated: Declared State of Disaster
161909,161,12,42,49,100,46,100,100,80,10,22,MCGREGOR ISD,MCLENNAN,REGION 12: WACO,184,956,1478,156,0,0,0,1071,12.4,64.7,10.6,0.0,0,0,72.5,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
161910,161,12,38,91,100,65,100,100,100,0,13,MOODY ISD,MCLENNAN,REGION 12: WACO,63,436,663,101,106,0,0,501,9.5,65.8,15.2,0.0,0,16,75.6,N,N,N,N,N,100,98,Not Rated: Declared State of Disaster
161912,161,12,40,98,100,69,100,.,100,0,21,RIESEL ISD,MCLENNAN,REGION 12: WACO,15,302,648,83,0,0,0,507,2.3,46.6,12.8,0.0,0,0,78.2,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
161914,161,12,27,47,83.9,37,86,0,78,0,0,WACO ISD,MCLENNAN,REGION 12: WACO,2997,13148,14399,1477,0,0,0,10290,20.8,91.3,10.3,0.0,0,0,71.5,N,N,N,N,N,99,93,Not Rated: Declared State of Disaster
161916,161,12,51,67,100,59,100,100,100,55,81,WEST ISD,MCLENNAN,REGION 12: WACO,49,536,1258,153,681,0,0,956,3.9,42.6,12.2,0.0,0,54.1,76,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
161918,161,12,47,53,100,50,100,.,67,75,50,AXTELL ISD,MCLENNAN,REGION 12: WACO,8,432,768,119,0,0,0,562,1.0,56.3,15.5,0.0,0,0,73.2,N,N,N,N,N,99,98,Not Rated: Declared State of Disaster
161919,161,12,35,70,100,53,100,.,100,0,7,BRUCEVILLE-EDDY ISD,MCLENNAN,REGION 12: WACO,16,352,613,102,0,0,0,498,2.6,57.4,16.6,0.0,0,0,81.2,N,N,N,N,N,100,97,Not Rated: Declared State of Disaster
161920,161,12,57,77,100,67,100,100,100,92,100,CHINA SPRING ISD,MCLENNAN,REGION 12: WACO,52,893,2864,292,0,0,0,2152,1.8,31.2,10.2,0.0,0,0,75.1,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
161921,161,12,26,83,94.7,55,100,0,100,0,0,CONNALLY ISD,MCLENNAN,REGION 12: WACO,261,1881,2341,227,0,0,51,1726,11.1,80.4,9.7,0.0,2.2,0,73.7,N,N,N,N,N,100,92,Not Rated: Declared State of Disaster
161922,161,12,49,52,100,51,75,0,60,50,55,ROBINSON ISD,MCLENNAN,REGION 12: WACO,55,867,2401,288,0,0,0,1836,2.3,36.1,12.0,0.0,0,0,76.5,N,N,N,N,N,100,98,Not Rated: Declared State of Disaster
161923,161,12,49,74,100,62,100,.,100,70,57,BOSQUEVILLE ISD,MCLENNAN,REGION 12: WACO,27,272,729,115,0,0,0,556,3.7,37.3,15.8,0.0,0,0,76.3,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
161924,161,12,44,.,.,44,.,.,.,.,.,HALLSBURG ISD,MCLENNAN,REGION 12: WACO,8,79,164,10,.,.,.,.,4.9,48.2,6.1,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
161925,161,12,43,85,100,64,.,.,.,.,.,GHOLSON ISD,MCLENNAN,REGION 12: WACO,11,151,218,28,.,0,.,.,5.0,69.3,12.8,0.0,.,.,.,N,N,N, ,Y,99,100,Not Rated: Declared State of Disaster
162904,162,02,61,87,100,74,.,.,.,.,.,MCMULLEN COUNTY ISD,MCMULLEN,REGION 02: CORPUS CHRISTI,3,66,267,19,.,0,.,.,1.1,24.7,7.1,0.0,.,.,.,N,N,N, ,Y,99,100,Not Rated: Declared State of Disaster
163901,163,20,44,35,97.4,40,25,100,0,30,38,DEVINE ISD,MEDINA,REGION 20: SAN ANTONIO,93,1184,1979,289,0,0,0,1476,4.7,59.8,14.6,0.0,0,0,74.6,N,N,N,N,N,100,97,Not Rated: Declared State of Disaster
163902,163,20,56,56,100,56,.,.,.,.,.,D'HANIS ISD,MEDINA,REGION 20: SAN ANTONIO,0,131,315,39,.,0,.,.,0.0,41.6,12.4,0.0,.,.,.,N,N,N, ,Y,99,100,Not Rated: Declared State of Disaster
163903,163,20,31,67,94.6,49,100,0,100,0,6,NATALIA ISD,MEDINA,REGION 20: SAN ANTONIO,85,781,1024,110,0,0,0,743,8.3,76.3,10.7,0.0,0,0,72.6,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
163904,163,20,41,52,97.2,47,75,0,80,0,18,HONDO ISD,MEDINA,REGION 20: SAN ANTONIO,49,1147,1816,217,0,0,0,1355,2.7,63.2,11.9,0.0,0,0,74.6,N,N,N,N,N,100,97,Not Rated: Declared State of Disaster
163908,163,20,53,95,100,74,80,100,100,85,86,MEDINA VALLEY ISD,MEDINA,REGION 20: SAN ANTONIO,356,2873,6109,788,0,0,0,4625,5.8,47.0,12.9,0.0,0,0,75.7,N,N,N,N,N,100,94,Not Rated: Declared State of Disaster
164901,164,15,44,100,100,72,100,.,100,14,27,MENARD ISD,MENARD,REGION 15: SAN ANGELO,15,167,279,26,0,0,0,200,5.4,59.9,9.3,0.0,0,0,71.7,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
165802,165,18,53,.,.,53,.,.,.,.,.,MIDLAND ACADEMY CHARTER SCHOOL,MIDLAND,REGION 18: MIDLAND,20,155,370,15,.,0,.,.,5.4,41.9,4.1,0.0,.,.,.,Y,N,N, ,Y,100,99,Not Rated: Declared State of Disaster
165901,165,18,38,44,92.6,41,44,100,9,0,8,MIDLAND ISD,MIDLAND,REGION 18: MIDLAND,3653,12923,25551,2032,0,384,0,18590,14.3,50.6,8.0,1.5,0,0,72.8,N,N,N,N,N,99,98,Not Rated: Declared State of Disaster
165902,165,18,45,45,99.4,45,100,100,33,10,31,GREENWOOD ISD,MIDLAND,REGION 18: MIDLAND,201,1183,2836,265,0,0,0,2114,7.1,41.7,9.3,0.0,0,0,74.5,N,N,N,N,N,99,99,Not Rated: Declared State of Disaster
166901,166,06,45,72,99,59,50,0,100,45,56,CAMERON ISD,MILAM,REGION 06: HUNTSVILLE,188,1171,1628,143,0,0,0,1203,11.5,71.9,8.8,0.0,0,0,73.9,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
166902,166,06,43,.,.,43,.,.,.,.,.,GAUSE ISD,MILAM,REGION 06: HUNTSVILLE,17,110,166,10,.,0,.,.,10.2,66.3,6.0,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
166903,166,06,57,26,100,42,100,.,0,100,100,MILANO ISD,MILAM,REGION 06: HUNTSVILLE,17,226,396,30,0,0,0,311,4.3,57.1,7.6,0.0,0,0,78.5,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
166904,166,06,44,65,96.9,55,100,0,100,42,39,ROCKDALE ISD,MILAM,REGION 06: HUNTSVILLE,66,1015,1444,123,0,0,0,1101,4.6,70.3,8.5,0.0,0,0,76.2,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
166905,166,13,45,61,100,53,100,100,100,22,38,THORNDALE ISD,MILAM,REGION 13: AUSTIN,47,220,574,57,0,0,0,452,8.2,38.3,9.9,0.0,0,0,78.7,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
166907,166,06,25,30,100,28,.,.,.,.,.,BUCKHOLTS ISD,MILAM,REGION 06: HUNTSVILLE,2,110,141,22,.,0,.,.,1.4,78.0,15.6,0.0,.,.,.,N,N,N, ,Y,100,98,Not Rated: Declared State of Disaster
167901,167,12,62,62,100,62,100,.,100,88,100,GOLDTHWAITE ISD,MILLS,REGION 12: WACO,23,221,514,63,0,0,0,385,4.5,43.0,12.3,0.0,0,0,74.9,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
167902,167,12,41,76,90.6,59,0,.,100,43,33,MULLIN ISD,MILLS,REGION 12: WACO,5,191,216,47,0,0,0,196,2.3,88.4,21.8,0.0,0,0,90.7,N,N,N,N,N,98,92,Not Rated: Declared State of Disaster
167904,167,12,40,83,100,62,.,.,.,.,.,PRIDDY ISD,MILLS,REGION 12: WACO,0,68,116,12,.,0,.,.,0.0,58.6,10.3,0.0,.,.,.,N,N,N, ,Y,99,100,Not Rated: Declared State of Disaster
168901,168,14,40,69,100,55,100,0,100,10,0,COLORADO ISD,MITCHELL,REGION 14: ABILENE,34,486,885,111,0,0,0,607,3.8,54.9,12.5,0.0,0,0,68.6,N,N,N,N,N,99,98,Not Rated: Declared State of Disaster
168902,168,14,41,58,100,50,.,.,.,.,.,LORAINE ISD,MITCHELL,REGION 14: ABILENE,5,98,142,23,.,0,.,.,3.5,69.0,16.2,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
168903,168,14,40,67,100,54,.,.,.,.,.,WESTBROOK ISD,MITCHELL,REGION 14: ABILENE,0,72,227,22,.,0,.,.,0.0,31.7,9.7,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
