DISTRICT,CNTYNAME,COUNTY,DA0GS18R,DAD_POST,DALL_UPDATE,DASC4X18R,DD1A,DD1AS,DD1B,DD1BS,DD1C,DD1CS,DD1G,DD1S,DD2A,DD2AG,DD2AS,DD2B,DD2BG,DD2BS,DD2G,DD2S,DD3,DD3G,DD3S,DDALLS,DFLALTED,DFLCHART,DFLNEWDIST,DFLRTF,DFLSCD,DISTNAME,DPE0312C,DPE0312P,DPETALLC,DPETECHC,DPETECHP,DPETECOC,DPETECOP,DPETLEPC,DPETLEPP,DPETPTEC,DPETPTEP,DPETSPEC,DPETSPEP,DPETSTEC,DPETSTEP,D_AEABONUS,D_AEABONUS_USED_PCT,D_AEAGRAD_PTS,D_AEASTAAR_PCT,D_AEASTAAR_PTS,D_APPEAL_DECISION,D_RATING,D_YRS_IR,REGION,REGNNAME
108808,HIDALGO,108,98.4,1, ,100,57,87,97,99,100,100,A,94,71,B,82,77,A,95,A,95,100,A,100,97,N,Y,N,N,N,VANGUARD ACADEMY,2484,59.4,4180,0,0,3504,83.8,1776,42.5,0,0,193,4.6,0,0,.,.,.,.,., ,A,.,1,REGION 01: EDINBURG
108809,HIDALGO,108,., , ,.,40,69,.,.,.,.,D,69,81,B,89,40,C,74,B,89,74,C,77,85,N,Y, ,N,Y,EXCELLENCE IN LEADERSHIP ACADEMY,.,.,242,0,0,197,81.4,155,64,.,.,20,8.3,.,.,.,.,.,.,., ,B,.,1,REGION 01: EDINBURG
108902,HIDALGO,108,98.7,0, ,99,40,70,63,91,90.5,65,C,77,64,D,65,52,A,90,B,89,43,C,74,85,N,N,N,N,N,DONNA ISD,10943,75.8,14439,0,0,13587,94.1,7352,50.9,0,0,1300,9,451,3.1,.,.,.,.,., ,B,.,1,REGION 01: EDINBURG
108903,HIDALGO,108,94.4,0, ,93.5,40,70,57,86,97.7,90,B,80,64,D,65,49,B,87,B,87,47,C,75,83,N,N,N,N,N,EDCOUCH-ELSA ISD,3677,74.6,4930,467,9.5,4813,97.6,1253,25.4,0,0,457,9.3,0,0,.,.,.,.,., ,B,.,1,REGION 01: EDINBURG
108904,HIDALGO,108,89.6,1, ,93.4,51,82,83,96,92.9,70,B,85,67,C,73,67,A,93,A,93,76,B,85,89,N,N,N,N,N,EDINBURG CISD,25415,74.6,34066,2265,6.6,29445,86.4,11488,33.7,0,0,2128,6.2,0,0,.,.,.,.,., ,B,.,1,REGION 01: EDINBURG
108905,HIDALGO,108,92.6,0, ,93.3,49,81,78,95,98.1,95,B,89,72,B,84,64,A,93,A,93,77,B,85,89,N,N,N,N,N,HIDALGO ISD,2307,71,3250,1053,32.4,2951,90.8,1955,60.2,0,0,224,6.9,0,0,.,.,.,.,., ,B,.,1,REGION 01: EDINBURG
108906,HIDALGO,108,97.6,1, ,98.3,54,85,76,94,95.4,85,B,89,72,B,84,65,A,92,A,92,95,A,95,93,N,N,N,N,N,MCALLEN ISD,17179,75.3,22802,483,2.1,16262,71.3,7607,33.4,0,0,2332,10.2,0,0,.,.,.,.,., ,A,.,1,REGION 01: EDINBURG
108907,HIDALGO,108,94.9,0, ,96,39,69,68,92,99.4,95,B,83,65,D,69,54,A,90,A,90,47,C,75,86,N,N,N,N,N,MERCEDES ISD,3987,75.7,5268,424,8,4781,90.8,1438,27.3,0,0,401,7.6,277,5.3,.,.,.,.,., ,B,.,1,REGION 01: EDINBURG
108908,HIDALGO,108,92.1,0, ,93.7,47,79,75,94,94.5,80,B,85,68,C,76,61,A,92,A,92,58,C,78,88,N,N,N,N,N,MISSION CISD,11229,72.1,15577,672,4.3,13445,86.3,5115,32.8,0,0,1122,7.2,727,4.7,.,.,.,.,., ,B,.,1,REGION 01: EDINBURG
108909,HIDALGO,108,96.4,0, ,96.8,47,79,70,93,96,90,B,87,67,C,73,59,A,91,B,89,70,B,83,87,N,N,N,N,N,PHARR-SAN JUAN-ALAMO ISD,22515,68.9,32677,9001,27.5,30045,91.9,13692,41.9,0,0,2557,7.8,0,0,.,.,.,.,., ,B,.,1,REGION 01: EDINBURG
108910,HIDALGO,108,95.2,0, ,96.7,39,69,77,94,87.9,60,C,77,63,D,60,58,A,91,A,91,41,C,73,86,N,N,N,N,N,PROGRESO ISD,1277,72.8,1753,206,11.8,1748,99.7,974,55.6,0,0,129,7.4,0,0,.,.,.,.,., ,B,.,1,REGION 01: EDINBURG
108911,HIDALGO,108,92.8,1, ,93.7,62,91,83,96,98.6,95,A,94,74,B,87,73,A,94,A,94,100,B,89,93,N,N,N,N,N,SHARYLAND ISD,8041,78.4,10258,385,3.8,6637,64.7,2926,28.5,0,0,682,6.6,0,0,.,.,.,.,., ,A,.,1,REGION 01: EDINBURG
108912,HIDALGO,108,95.1,0, ,95.5,46,78,70,93,90.9,65,B,81,70,B,80,58,A,91,A,91,68,B,82,88,N,N,N,N,N,LA JOYA ISD,20626,73.7,27998,885,3.2,25980,92.8,15451,55.2,0,0,2429,8.7,626,2.2,.,.,.,.,., ,B,.,1,REGION 01: EDINBURG
108913,HIDALGO,108,92,0, ,92.9,48,80,66,92,95,85,B,86,69,C,79,57,A,91,A,91,65,B,81,88,N,N,N,N,N,WESLACO ISD,12346,71.6,17253,783,4.5,14767,85.6,4676,27.1,0,0,1455,8.4,0,0,.,.,.,.,., ,B,.,1,REGION 01: EDINBURG
108914,HIDALGO,108,100,0, ,100,37,65,78,95,95.2,85,B,81,66,C,70,58,A,91,A,91,51,C,76,87,N,N,N,N,N,LA VILLA ISD,434,78.2,555,178,32.1,513,92.4,102,18.4,0,0,37,6.7,0,0,.,.,.,.,., ,B,.,1,REGION 01: EDINBURG
108915,HIDALGO,108,98.7,0, ,100,40,70,81,95,97.4,90,B,84,65,D,69,61,A,92,A,92,58,C,78,88,N,N,N,N,N,MONTE ALTO ISD,699,74,944,249,26.4,887,94,304,32.2,0,0,66,7,0,0,.,.,.,.,., ,B,.,1,REGION 01: EDINBURG
108916,HIDALGO,108,96.3,1, ,95.8,58,88,89,97,96.3,90,A,92,72,B,84,74,A,95,A,95,94,A,95,95,N,N,N,N,N,VALLEY VIEW ISD,3293,74.2,4438,424,9.6,4077,91.9,2838,63.9,0,0,306,6.9,0,0,.,.,.,.,., ,A,.,1,REGION 01: EDINBURG
109901,HILL,109,., , ,.,61,90,83,96,100,100,A,94,70,B,80,72,B,85,B,85,100,A,100,96,N,N, ,N,Y,ABBOTT ISD,.,.,277,0,0,70,25.3,1,0.4,.,.,33,11.9,.,.,.,.,.,.,., ,A,.,12,REGION 12: WACO
109902,HILL,109,., , ,.,44,72,75,94,100,100,B,86,67,C,76,60,B,87,B,87,53,C,76,84,N,N, ,N,Y,BYNUM ISD,.,.,205,0,0,126,61.5,6,2.9,.,.,35,17.1,.,.,.,.,.,.,., ,B,.,12,REGION 12: WACO
109903,HILL,109,., , ,.,45,73,42,73,100,100,C,78,68,C,78,44,C,74,C,78,42,C,73,77,N,N, ,N,Y,COVINGTON ISD,.,.,293,0,0,165,56.3,4,1.4,.,.,38,13,.,.,.,.,.,.,., ,C,.,12,REGION 12: WACO
109904,HILL,109,82.9,0, ,87.3,42,73,54,82,100,100,B,82,69,C,79,48,B,83,B,83,60,C,79,82,N,N,N,N,N,HILLSBORO ISD,1403,70.1,2002,0,0,1451,72.5,270,13.5,0,0,214,10.7,0,0,.,.,.,.,., ,B,.,12,REGION 12: WACO
109905,HILL,109,97,0, ,96.7,43,74,85,96,100,100,B,88,60,F,58,64,B,89,B,89,51,C,76,85,N,N,N,N,N,HUBBARD ISD,310,73.5,422,0,0,248,58.8,5,1.2,0,0,58,13.7,0,0,.,.,.,.,., ,B,.,12,REGION 12: WACO
109907,HILL,109,83,0, ,91.5,40,70,40,71,94.7,80,C,72,59,F,58,40,C,73,C,73,23,D,66,71,N,N,N,N,N,ITASCA ISD,529,76.6,691,0,0,490,70.9,91,13.2,0,0,76,11,0,0,.,.,.,.,., ,C,.,12,REGION 12: WACO
109908,HILL,109,., , ,.,40,69,.,.,.,.,D,69,77,B,83,40,C,74,B,83,69,C,75,81,N,N, ,N,Y,MALONE ISD,.,.,178,0,0,153,86,68,38.2,.,.,22,12.4,.,.,.,.,.,.,., ,B,.,12,REGION 12: WACO
109910,HILL,109,., , ,.,38,65,.,.,100,100,D,65,62,D,69,38,C,74,C,74,33,C,71,73,N,N, ,N,Y,MOUNT CALM ISD,.,.,197,0,0,164,83.2,16,8.1,.,.,25,12.7,.,.,.,.,.,.,., ,C,.,12,REGION 12: WACO
109911,HILL,109,77.2,0, ,80.2,43,74,46,75,100,100,B,80,64,D,65,45,C,78,C,78,25,D,67,76,N,N,N,N,N,WHITNEY ISD,1110,74.5,1490,0,0,931,62.5,83,5.6,0,0,187,12.6,0,0,.,.,.,.,., ,C,.,12,REGION 12: WACO
109912,HILL,109,., , ,.,56,85,79,95,100,100,A,92,73,B,83,68,A,91,A,91,100,A,100,94,N,N, ,N,Y,AQUILLA ISD,.,.,335,0,0,197,58.8,15,4.5,.,.,34,10.1,.,.,.,.,.,.,., ,A,.,12,REGION 12: WACO
109913,HILL,109,., , ,.,52,79,73,93,100,100,B,89,76,B,86,63,B,88,B,88,89,B,87,88,N,N, ,N,Y,BLUM ISD,.,.,362,0,0,216,59.7,9,2.5,.,.,48,13.3,.,.,.,.,.,.,., ,B,.,12,REGION 12: WACO
109914,HILL,109,., , ,.,48,76,47,79,100,100,B,82,72,B,82,48,B,81,B,82,42,C,73,79,N,N, ,N,Y,PENELOPE ISD,.,.,201,0,0,133,66.2,14,7,.,.,32,15.9,.,.,.,.,.,.,., ,C,.,12,REGION 12: WACO
110901,HOCKLEY,110,., , ,.,22,49,100,100,100,100,B,80,45,F,54,61,B,89,B,89,44,C,74,85,N,N, ,N,Y,ANTON ISD,.,.,197,0,0,163,82.7,12,6.1,.,.,27,13.7,.,.,.,.,.,.,., ,B,.,17,REGION 17: LUBBOCK
110902,HOCKLEY,110,91,0, ,95.9,44,75,91,98,93.3,75,B,84,67,C,73,68,A,93,B,89,60,C,79,86,N,N,N,N,N,LEVELLAND ISD,2030,69.9,2904,0,0,2020,69.6,225,7.7,0,0,416,14.3,0,0,.,.,.,.,., ,B,.,17,REGION 17: LUBBOCK
110905,HOCKLEY,110,., , ,.,48,76,96,99,100,100,A,90,65,C,73,72,A,91,A,91,61,C,77,87,N,N, ,N,Y,ROPES ISD,.,.,479,0,0,211,44.1,12,2.5,.,.,32,6.7,.,.,.,.,.,.,., ,B,.,17,REGION 17: LUBBOCK
110906,HOCKLEY,110,100,1, ,100,42,73,98,100,100,100,B,89,61,F,59,70,B,89,B,89,44,C,74,85,N,N,N,N,N,SMYER ISD,332,76.1,436,0,0,265,60.8,11,2.5,0,0,58,13.3,0,0,.,.,.,.,., ,B,.,17,REGION 17: LUBBOCK
110907,HOCKLEY,110,81,1, ,75.6,64,91,90,98,100,100,A,96,71,B,82,77,A,93,A,93,100,A,100,97,N,N,N,N,N,SUNDOWN ISD,455,77.1,590,0,0,215,36.4,19,3.2,0,0,46,7.8,0,0,.,.,.,.,., ,A,.,17,REGION 17: LUBBOCK
110908,HOCKLEY,110,., , ,.,56,85,85,96,97.2,90,A,90,73,B,83,71,A,91,A,91,91,B,88,90,N,N, ,N,Y,WHITHARRAL ISD,.,.,175,0,0,85,48.6,0,0,.,.,15,8.6,.,.,.,.,.,.,., ,A,.,17,REGION 17: LUBBOCK
111801,HOOD,111,., , ,.,.,.,.,.,.,.,Not Rated,.,.,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,.,N,Y, ,Y,Y,LAKE GRANBURY ACADEMY CHARTER SCHO,.,.,77,0,0,0,0,3,3.9,.,.,14,18.2,.,.,.,.,.,.,., ,Not Rated,.,11,REGION 11: FORT WORTH
111901,HOOD,111,84.9,0, ,89.9,48,80,53,80,97.5,90,B,82,63,D,60,51,B,81,B,81,53,C,77,81,N,N,N,N,N,GRANBURY ISD,5457,74.7,7308,0,0,3893,53.3,634,8.7,0,0,844,11.5,0,0,.,.,.,.,., ,B,.,11,REGION 11: FORT WORTH
111902,HOOD,111,82.6,0, ,82.6,51,82,78,95,100,100,A,91,68,C,76,65,A,91,A,91,92,A,93,92,N,N,N,N,N,LIPAN ISD,323,74.3,435,0,0,212,48.7,16,3.7,0,0,28,6.4,0,0,.,.,.,.,., ,A,.,11,REGION 11: FORT WORTH
111903,HOOD,111,96.3,0, ,93,57,87,80,95,100,100,A,93,75,B,89,69,A,91,A,91,96,A,96,94,N,N,N,N,N,TOLAR ISD,593,74.5,796,0,0,309,38.8,4,0.5,0,0,42,5.3,0,0,.,.,.,.,., ,A,.,11,REGION 11: FORT WORTH
112901,HOPKINS,112,96.8,0, ,99.2,49,81,68,92,96.6,90,B,87,72,B,84,59,A,91,B,89,73,B,84,88,N,N,N,N,N,SULPHUR SPRINGS ISD,3199,72.8,4392,0,0,2770,63.1,614,14,0,0,495,11.3,0,0,.,.,.,.,., ,B,.,8,REGION 08: MT PLEASANT
112905,HOPKINS,112,97.1,0, ,97.1,45,76,72,93,96.8,90,B,86,70,B,80,59,A,90,A,90,61,C,79,87,N,N,N,N,N,CUMBY ISD,276,71.5,386,0,0,222,57.5,19,4.9,0,0,53,13.7,0,0,.,.,.,.,., ,B,.,8,REGION 08: MT PLEASANT
112906,HOPKINS,112,95.8,0, ,95.7,47,79,75,94,100,100,B,89,69,C,79,61,A,91,B,89,52,C,76,85,N,N,N,N,N,NORTH HOPKINS ISD,368,71.9,512,0,0,325,63.5,50,9.8,0,0,55,10.7,0,0,.,.,.,.,., ,B,.,8,REGION 08: MT PLEASANT
112907,HOPKINS,112,., , ,.,50,77,59,89,100,100,B,86,71,B,81,55,B,82,B,82,68,C,79,84,N,N, ,N,Y,MILLER GROVE ISD,.,.,334,0,0,177,53,22,6.6,.,.,36,10.8,.,.,.,.,.,.,., ,B,.,8,REGION 08: MT PLEASANT
112908,HOPKINS,112,., , ,.,46,74,77,94,100,100,B,87,69,C,79,62,B,89,B,89,58,C,77,85,N,N, ,N,Y,COMO-PICKTON CISD,.,.,739,0,0,524,70.9,199,26.9,.,.,77,10.4,.,.,.,.,.,.,., ,B,.,8,REGION 08: MT PLEASANT
112909,HOPKINS,112,., ,2,.,53,80,95,99,100,100,A,92,65,C,73,74,A,93,A,93,96,A,92,93,N,N, ,N,Y,SALTILLO ISD,.,.,239,0,0,165,69,23,9.6,.,.,25,10.5,.,.,.,.,.,.,., ,Data Integrity Issues,.,8,REGION 08: MT PLEASANT
112910,HOPKINS,112,., , ,.,51,78,86,97,100,100,A,90,67,C,76,69,A,91,A,91,78,B,83,89,N,N, ,N,Y,SULPHUR BLUFF ISD,.,.,241,0,0,137,56.8,7,2.9,.,.,32,13.3,.,.,.,.,.,.,., ,B,.,8,REGION 08: MT PLEASANT
113901,HOUSTON,113,88.2,0, ,89.3,33,58,52,79,100,100,C,75,61,F,59,43,B,80,B,80,50,C,76,79,N,N,N,N,N,CROCKETT ISD,954,70.9,1345,0,0,1188,88.3,239,17.8,0,0,144,10.7,0,0,.,.,.,.,., ,C,.,6,REGION 06: HUNTSVILLE
113902,HOUSTON,113,79.4,0, ,78.8,39,69,63,91,97.2,90,B,82,62,F,59,51,B,85,B,85,52,C,76,82,N,N,N,N,N,GRAPELAND ISD,407,71.2,572,0,0,368,64.3,7,1.2,0,0,71,12.4,0,0,.,.,.,.,., ,B,.,6,REGION 06: HUNTSVILLE
113903,HOUSTON,113,85.3,0, ,84.4,56,87,74,94,100,100,A,92,71,B,82,65,A,91,A,91,88,B,89,91,N,N,N,N,N,LOVELADY ISD,413,77.3,534,0,0,233,43.6,10,1.9,0,0,58,10.9,0,0,.,.,.,.,., ,A,.,6,REGION 06: HUNTSVILLE
113905,HOUSTON,113,95.2,0, ,95.2,51,82,55,83,100,100,B,86,71,B,82,53,B,80,B,82,66,B,81,85,N,N,N,N,N,LATEXO ISD,330,74.2,445,0,0,209,47,9,2,0,0,39,8.8,0,0,.,.,.,.,., ,B,.,6,REGION 06: HUNTSVILLE
113906,HOUSTON,113,70,0, ,70,47,79,75,94,100,100,B,89,74,B,87,61,A,91,A,91,75,B,85,89,N,N,N,N,N,KENNARD ISD,189,73.8,256,0,0,160,62.5,2,0.8,0,0,32,12.5,0,0,.,.,.,.,., ,B,.,6,REGION 06: HUNTSVILLE
114901,HOWARD,114,82.6,0, ,83.8,34,59,42,72,91.7,65,D,65,63,D,60,38,C,70,C,70,7,F,45,63,N,N,N,N,N,BIG SPRING ISD,3008,74.8,4021,0,0,2813,70,195,4.8,0,0,411,10.2,0,0,.,.,.,.,., ,D,.,18,REGION 18: MIDLAND
114902,HOWARD,114,94.5,0, ,88.3,41,71,61,90,100,100,B,84,66,C,70,51,C,71,C,71,39,C,73,81,N,N,N,N,N,COAHOMA ISD,796,72,1106,0,0,388,35.1,23,2.1,0,0,91,8.2,0,0,.,.,.,.,., ,B,.,18,REGION 18: MIDLAND
114904,HOWARD,114,90,0, ,91.7,53,84,76,94,100,100,A,91,61,F,59,65,B,86,B,86,67,B,82,88,N,N,N,N,N,FORSAN ISD,584,75.7,771,0,0,237,30.7,11,1.4,0,0,54,7,0,0,.,.,.,.,., ,B,.,18,REGION 18: MIDLAND
115901,HUDSPETH,115,100,0, ,100,46,78,71,93,100,100,B,88,67,C,73,59,A,91,A,91,61,C,79,87,N,N,N,N,N,FT HANCOCK ISD,291,73.5,396,0,0,356,89.9,233,58.8,0,0,32,8.1,0,0,.,.,.,.,., ,B,.,19,REGION 19: EL PASO
115902,HUDSPETH,115,., , ,.,40,69,36,68,100,100,C,75,67,C,76,38,C,72,C,76,11,D,60,71,N,N, ,N,Y,SIERRA BLANCA ISD,.,.,113,0,0,95,84.1,3,2.7,.,.,14,12.4,.,.,.,.,.,.,., ,C,.,19,REGION 19: EL PASO
115903,HUDSPETH,115,., , ,.,30,56,7,38,100,100,F,58,63,C,70,19,F,50,C,70,11,D,60,67,N,N, ,N,Y,DELL CITY ISD,.,.,72,0,0,60,83.3,20,27.8,.,.,8,11.1,.,.,.,.,.,.,., ,D,.,19,REGION 19: EL PASO
116901,HUNT,116,91.5,0, ,91.3,62,91,80,95,99.2,95,A,93,72,B,84,71,A,91,A,91,93,A,94,93,N,N,N,N,N,CADDO MILLS ISD,1371,74.5,1840,0,0,642,34.9,66,3.6,0,0,175,9.5,0,0,.,.,.,.,., ,A,.,10,REGION 10: RICHARDSON
116902,HUNT,116,86.7,0, ,96.3,46,78,59,89,100,100,B,87,70,B,80,53,B,85,B,85,67,B,82,86,N,N,N,N,N,CELESTE ISD,383,75.5,507,0,0,288,56.8,12,2.4,0,0,69,13.6,0,0,.,.,.,.,., ,B,.,10,REGION 10: RICHARDSON
116903,HUNT,116,73.1,0, ,65.3,38,67,63,91,97.5,90,B,81,60,F,58,51,B,85,B,85,37,C,72,81,N,N,N,N,N,COMMERCE ISD,1138,75.1,1516,0,0,998,65.8,141,9.3,0,0,189,12.5,0,0,.,.,.,.,., ,B,.,10,REGION 10: RICHARDSON
116905,HUNT,116,87.9,0, ,89.9,38,67,63,91,97.6,90,B,81,60,F,58,51,B,87,B,87,34,C,71,82,N,N,N,N,N,GREENVILLE ISD,3881,70.8,5481,0,0,4044,73.8,1232,22.5,25,0.5,629,11.5,0,0,.,.,.,.,., ,B,.,10,REGION 10: RICHARDSON
116906,HUNT,116,92.4,0, ,94.8,53,84,70,93,100,100,A,91,70,B,80,62,B,89,B,89,73,B,84,89,N,N,N,N,N,LONE OAK ISD,796,79.2,1005,0,0,422,42,18,1.8,0,0,138,13.7,0,0,.,.,.,.,., ,B,.,10,REGION 10: RICHARDSON
116908,HUNT,116,83.4,0, ,86.9,42,73,52,79,93.4,75,C,76,67,C,73,47,B,82,B,82,46,C,75,80,N,N,N,N,N,QUINLAN ISD,1930,71.6,2694,0,0,1922,71.3,328,12.2,0,0,329,12.2,0,0,.,.,.,.,., ,B,.,10,REGION 10: RICHARDSON
116909,HUNT,116,94.1,0, ,90.6,51,82,77,94,100,100,A,90,63,D,60,64,A,92,A,92,83,B,87,91,N,N,N,N,N,WOLFE CITY ISD,509,74.5,683,0,0,406,59.4,38,5.6,0,0,65,9.5,0,0,.,.,.,.,., ,A,.,10,REGION 10: RICHARDSON
116910,HUNT,116,96.2,0, ,96,34,59,69,92,100,100,B,80,63,D,60,52,B,88,B,88,48,C,75,84,N,N,N,N,N,CAMPBELL ISD,227,75.4,301,0,0,213,70.8,16,5.3,0,0,55,18.3,0,0,.,.,.,.,., ,B,.,10,REGION 10: RICHARDSON
116915,HUNT,116,85.7,0, ,83.7,58,88,68,92,100,100,A,92,66,C,70,63,A,91,A,91,87,B,89,91,N,N,N,N,N,BLAND ISD,541,75,721,0,0,404,56,108,15,0,0,67,9.3,0,0,.,.,.,.,., ,A,.,10,REGION 10: RICHARDSON
116916,HUNT,116,78.4,0, ,76.9,46,78,69,92,100,100,B,88,70,B,80,58,A,90,A,90,88,B,89,90,N,N,N,N,N,BOLES ISD,422,77.1,547,0,0,300,54.8,11,2,0,0,62,11.3,0,0,.,.,.,.,., ,A,.,10,REGION 10: RICHARDSON
117901,HUTCHINSON,117,86.8,0, ,89.9,46,78,68,92,97.5,90,B,86,71,B,82,57,A,90,B,89,58,C,78,86,N,N,N,N,N,BORGER ISD,1910,71,2690,0,0,1557,57.9,278,10.3,0,0,316,11.7,0,0,.,.,.,.,., ,B,.,16,REGION 16: AMARILLO
117903,HUTCHINSON,117,97.2,0, ,100,44,75,83,96,96.7,90,B,86,64,D,65,64,A,90,B,89,61,C,79,86,N,N,N,N,N,SANFORD-FRITCH ISD,540,74,730,0,0,306,41.9,0,0,0,0,101,13.8,0,0,.,.,.,.,., ,B,.,16,REGION 16: AMARILLO
117904,HUTCHINSON,117,95.7,0, ,95.7,48,80,84,96,100,100,A,90,70,B,80,66,A,90,A,90,84,B,88,89,N,N,N,N,N,PLEMONS-STINNETT-PHILLIPS CISD,517,73,708,0,0,257,36.3,8,1.1,0,0,69,9.7,0,0,.,.,.,.,., ,B,.,16,REGION 16: AMARILLO
117907,HUTCHINSON,117,., , ,.,54,82,.,.,.,.,B,82,69,C,70,54,C,72,C,72,77,C,77,81,N,N, ,N,Y,SPRING CREEK ISD,.,.,92,0,0,32,34.8,1,1.1,.,.,4,4.3,.,.,.,.,.,.,., ,B,.,16,REGION 16: AMARILLO
118902,IRION,118,95.2,1, ,90.9,56,87,93,98,100,100,A,94,70,B,80,75,A,92,B,89,89,B,89,93,N,N,N,N,N,IRION COUNTY ISD,202,76.8,263,0,0,77,29.3,1,0.4,0,0,21,8,0,0,.,.,.,.,., ,A,.,15,REGION 15: SAN ANGELO
119901,JACK,119,., , ,.,43,72,83,96,100,100,B,87,65,C,73,63,B,87,B,87,43,C,73,83,N,N, ,N,Y,BRYSON ISD,.,.,252,0,0,132,52.4,8,3.2,.,.,27,10.7,.,.,.,.,.,.,., ,B,.,9,REGION 09: WICHITA FALLS
119902,JACK,119,86.4,0, ,86.2,47,79,65,91,100,100,B,88,65,D,69,56,A,90,A,90,72,B,83,88,N,N,N,N,N,JACKSBORO ISD,778,73.9,1053,0,0,680,64.6,159,15.1,0,0,103,9.8,0,0,.,.,.,.,., ,B,.,9,REGION 09: WICHITA FALLS
119903,JACK,119,100,0, ,100,44,75,66,92,100,100,B,87,63,D,60,55,B,89,B,89,57,C,78,86,N,N,N,N,N,PERRIN-WHITT CISD,259,77.5,334,0,0,205,61.4,7,2.1,0,0,43,12.9,0,0,.,.,.,.,., ,B,.,9,REGION 09: WICHITA FALLS
120901,JACKSON,120,72.2,0, ,75.8,47,79,53,80,99,95,B,83,68,C,76,50,B,85,B,85,54,C,77,83,N,N,N,N,N,EDNA ISD,1144,73.4,1559,0,0,1045,67,171,11,0,0,160,10.3,0,0,.,.,.,.,., ,B,.,3,REGION 03: VICTORIA
120902,JACKSON,120,87.2,0, ,89.1,45,76,76,94,100,100,B,88,72,B,84,61,A,90,A,90,43,C,74,85,N,N,N,N,N,GANADO ISD,578,74.9,772,0,0,405,52.5,83,10.8,0,0,65,8.4,0,0,.,.,.,.,., ,B,.,3,REGION 03: VICTORIA
120905,JACKSON,120,92.2,0, ,85.4,60,90,56,85,100,100,A,90,72,B,84,58,B,80,B,84,83,B,87,89,N,N,N,N,N,INDUSTRIAL ISD,911,78.5,1160,0,0,395,34.1,43,3.7,0,0,121,10.4,0,0,.,.,.,.,., ,B,.,3,REGION 03: VICTORIA
121902,JASPER,121,84,0, ,84,53,84,70,93,100,100,A,91,65,D,69,62,A,92,A,92,66,B,81,89,N,N,N,N,N,BROOKELAND ISD,301,76.4,394,0,0,261,66.2,0,0,0,0,43,10.9,0,0,.,.,.,.,., ,B,.,5,REGION 05: BEAUMONT
121903,JASPER,121,90.2,0, ,90.1,47,79,59,89,100,100,B,87,67,C,73,53,B,80,B,80,78,B,86,87,N,N,N,N,N,BUNA ISD,1114,75.1,1483,0,0,671,45.2,10,0.7,0,0,167,11.3,0,0,.,.,.,.,., ,B,.,5,REGION 05: BEAUMONT
121904,JASPER,121,98.6,0, ,99.3,37,65,66,92,97.5,90,B,81,62,F,59,52,B,89,B,89,33,C,71,84,N,N,N,N,N,JASPER ISD,1837,75.2,2442,0,0,1996,81.7,204,8.4,0,0,285,11.7,0,0,.,.,.,.,., ,B,.,5,REGION 05: BEAUMONT
121905,JASPER,121,88.4,0, ,88.1,48,80,71,93,97.9,90,B,87,74,B,87,60,A,91,A,91,58,C,78,87,N,N,N,N,N,KIRBYVILLE CISD,1109,73.6,1507,0,0,971,64.4,36,2.4,0,0,117,7.8,0,0,.,.,.,.,., ,B,.,5,REGION 05: BEAUMONT
121906,JASPER,121,93.8,0, ,96.8,45,76,70,93,100,100,B,88,65,D,69,58,C,79,C,79,53,C,77,85,N,N,N,N,N,EVADALE ISD,331,74.4,445,0,0,143,32.1,6,1.3,0,0,48,10.8,0,0,.,.,.,.,., ,B,.,5,REGION 05: BEAUMONT
122901,JEFF DAVIS,122,., , ,.,42,71,47,79,100,100,B,80,66,C,75,45,C,72,C,75,49,C,75,79,N,N, ,N,Y,FT DAVIS ISD,.,.,228,0,0,112,49.1,33,14.5,.,.,27,11.8,.,.,.,.,.,.,., ,C,.,18,REGION 18: MIDLAND
122902,JEFF DAVIS,122,., , ,.,60,90,.,.,100,100,A,90,76,B,86,60,A,90,A,90,.,Not Rated,.,90,N,N, ,N,Y,VALENTINE ISD,.,.,38,0,0,23,60.5,6,15.8,.,.,4,10.5,.,.,.,.,.,.,., ,A,.,18,REGION 18: MIDLAND
123803,JEFFERSON,123,96.9,1, ,85.7,53,84,23,54,95.2,85,C,72,75,B,89,38,C,74,B,89,56,C,78,86,N,Y,N,N,N,TEKOA ACADEMY OF ACCELERATED STUDI,204,44.3,461,0,0,438,95,0,0,0,0,19,4.1,46,10,.,.,.,.,., ,B,.,5,REGION 05: BEAUMONT
123805,JEFFERSON,123,., , ,.,48,76,.,.,.,.,C,76,77,B,83,48,B,84,B,84,88,B,83,84,N,Y, ,N,Y,EHRHART SCHOOL,.,.,430,0,0,378,87.9,232,54,.,.,28,6.5,.,.,.,.,.,.,., ,B,.,5,REGION 05: BEAUMONT
123807,JEFFERSON,123,100,0, ,100,52,83,67,92,100,100,A,90,70,B,80,60,A,91,A,91,77,B,85,89,N,Y,N,N,N,BOB HOPE SCHOOL,878,60.5,1451,0,0,1167,80.4,663,45.7,0,0,62,4.3,0,0,.,.,.,.,., ,B,.,5,REGION 05: BEAUMONT
123905,JEFFERSON,123,87.5,0, ,88.6,55,86,74,94,96.9,90,A,90,70,B,80,65,A,91,A,91,87,B,89,90,N,N,N,N,N,NEDERLAND ISD,3864,74.6,5183,0,0,2378,45.9,446,8.6,0,0,573,11.1,0,0,.,.,.,.,., ,A,.,5,REGION 05: BEAUMONT
