DISTRICT,DISTNAME,COUNTY,CNTYNAME,REGION,REGNNAME,D_RATING,DD1G,DD2G,DD2AG,DD2BG,DD3G,DD1S,DD2AS,DD2BS,DD3S,DPETLEPC,DPETECOC,DPETALLC,DPETSPEC,DPETECHC,DPETPTEC,DPE0312C,DPETLEPP,DPETSPEP,DPETECHP,DPETPTEP,DPE0312P,DD2S,DDALLS
"109901","ABBOTT ISD","109","HILL","12","REGION 12: WACO","B","B","B","B","C","B",84,80,79,82,9,109,283,44,0,0,209,3.2,15.5,0,0,73.9,80,83
"109902","BYNUM ISD","109","HILL","12","REGION 12: WACO","B","B","B","C","B","A",86,72,81,92,23,87,187,40,0,0,141,12.3,21.4,0,0,75.4,81,88
"109903","COVINGTON ISD","109","HILL","12","REGION 12: WACO","D","C","D","F","D","F",70,55,64,59,29,198,351,74,0,0,250,8.3,21.1,0,0,71.2,64,67
"109904","HILLSBORO ISD","109","HILL","12","REGION 12: WACO","A","B","A","B","A","A",87,84,90,92,456,1454,1981,323,0,0,1485,23,16.3,0,0,75,90,91
"109905","HUBBARD ISD","109","HILL","12","REGION 12: WACO","C","C","C","C","C","B",74,72,70,84,22,249,417,80,0,0,298,5.3,19.2,0,0,71.5,72,77
"109907","ITASCA ISD","109","HILL","12","REGION 12: WACO","D","D","C","D","C","D",69,68,73,63,118,441,635,91,0,0,481,18.6,14.3,0,0,75.7,73,69
"109908","MALONE ISD","109","HILL","12","REGION 12: WACO","B","D","A","A","C","C",65,93,72,75,28,59,63,16,0,0,33,44.4,25.4,0,0,52.4,93,88
"109910","MOUNT CALM ISD","109","HILL","12","REGION 12: WACO","C","C","C","D","C","B",76,67,72,83,12,99,168,35,0,0,121,7.1,20.8,0,0,72,72,78
"109911","WHITNEY ISD","109","HILL","12","REGION 12: WACO","C","C","C","D","C","C",75,62,76,71,101,960,1443,262,0,0,1059,7,18.2,0,0,73.4,76,75
"109912","AQUILLA ISD","109","HILL","12","REGION 12: WACO","A","A","A","B","A","A",91,84,90,95,14,157,332,57,0,33,243,4.2,17.2,0,9.9,73.2,90,92
"109913","BLUM ISD","109","HILL","12","REGION 12: WACO","B","B","B","C","B","B",87,75,83,87,6,167,333,65,0,0,244,1.8,19.5,0,0,73.3,83,87
"109914","PENELOPE ISD","109","HILL","12","REGION 12: WACO","A","A","B","B","B","A",90,85,88,95,31,109,216,42,0,0,159,14.4,19.4,0,0,73.6,88,92
"110901","ANTON ISD","110","HOCKLEY","17","REGION 17: LUBBOCK","B","B","C","C","C","B",81,74,77,80,4,115,175,44,0,0,120,2.3,25.1,0,0,68.6,77,81
"110902","LEVELLAND ISD","110","HOCKLEY","17","REGION 17: LUBBOCK","C","C","C","C","C","D",75,70,77,66,245,1795,2566,580,0,22,1888,9.5,22.6,0,0.9,73.6,77,74
"110905","ROPES ISD","110","HOCKLEY","17","REGION 17: LUBBOCK","B","B","C","C","C","B",87,70,78,82,13,192,622,54,0,0,426,2.1,8.7,0,0,68.5,78,86
"110906","SMYER ISD","110","HOCKLEY","17","REGION 17: LUBBOCK","A","A","B","D","B","A",90,69,88,95,11,198,431,74,0,0,314,2.6,17.2,0,0,72.9,88,92
"110907","SUNDOWN ISD","110","HOCKLEY","17","REGION 17: LUBBOCK","A","A","A","B","A","B",91,84,90,88,19,279,552,81,0,0,423,3.4,14.7,0,0,76.6,90,90
"110908","WHITHARRAL ISD","110","HOCKLEY","17","REGION 17: LUBBOCK","A","A","A","B","A","A",96,80,95,97,5,94,229,26,0,0,156,2.2,11.4,0,0,68.1,95,96
"111801","LAKE GRANBURY ACADEMY CHARTER SCHOOL","111","HOOD","11","REGION 11: FORT WORTH","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",,,,,0,31,44,10,0,0,44,0,22.7,0,0,100,,
"111901","GRANBURY ISD","111","HOOD","11","REGION 11: FORT WORTH","B","B","B","C","B","B",82,76,81,84,1002,4127,7934,1333,0,0,5966,12.6,16.8,0,0,75.2,81,83
"111902","LIPAN ISD","111","HOOD","11","REGION 11: FORT WORTH","B","B","B","D","B","B",86,66,83,81,17,246,478,62,0,0,358,3.6,13,0,0,74.9,83,85
"111903","TOLAR ISD","111","HOOD","11","REGION 11: FORT WORTH","B","B","C","C","C","B",85,75,79,84,4,371,881,97,0,0,676,0.5,11,0,0,76.7,79,85
"112901","SULPHUR SPRINGS ISD","112","HOPKINS","08","REGION 08: MT PLEASANT","B","C","B","D","B","C",78,67,82,79,738,2738,4211,747,0,0,3119,17.5,17.7,0,0,74.1,82,81
"112905","CUMBY COLLEGIATE ISD","112","HOPKINS","08","REGION 08: MT PLEASANT","C","C","D","D","D","D",70,68,64,69,41,236,462,95,0,72,335,8.9,20.6,0,15.6,72.5,68,70
"112906","NORTH HOPKINS ISD","112","HOPKINS","08","REGION 08: MT PLEASANT","B","B","B","C","B","B",84,70,82,86,70,245,494,67,0,0,363,14.2,13.6,0,0,73.5,82,85
"112907","MILLER GROVE ISD","112","HOPKINS","08","REGION 08: MT PLEASANT","B","B","B","B","B","B",86,82,81,88,14,128,310,46,0,0,224,4.5,14.8,0,0,72.3,82,87
"112908","COMO-PICKTON CISD","112","HOPKINS","08","REGION 08: MT PLEASANT","B","B","B","D","B","B",83,62,81,87,198,489,769,139,0,0,564,25.7,18.1,0,0,73.3,81,84
"112909","SALTILLO ISD","112","HOPKINS","08","REGION 08: MT PLEASANT","B","B","B","B","B","A",86,85,84,94,42,141,249,37,0,0,175,16.9,14.9,0,0,70.3,85,88
"112910","SULPHUR BLUFF ISD","112","HOPKINS","08","REGION 08: MT PLEASANT","B","B","B","D","B","A",88,69,87,92,14,116,208,32,0,0,147,6.7,15.4,0,0,70.7,87,89
"113901","CROCKETT ISD","113","HOUSTON","06","REGION 06: HUNTSVILLE","D","D","D","D","D","D",62,63,66,68,206,996,1124,190,0,0,862,18.3,16.9,0,0,76.7,66,67
"113902","GRAPELAND ISD","113","HOUSTON","06","REGION 06: HUNTSVILLE","C","C","C","C","D","C",71,71,68,72,5,311,554,103,0,0,376,0.9,18.6,0,0,67.9,71,71
"113903","LOVELADY ISD","113","HOUSTON","06","REGION 06: HUNTSVILLE","B","B","C","C","C","B",84,78,76,86,5,213,513,73,0,0,398,1,14.2,0,0,77.6,78,85
"113905","LATEXO ISD","113","HOUSTON","06","REGION 06: HUNTSVILLE","C","C","C","C","D","C",75,70,69,77,44,292,548,99,0,0,387,8,18.1,0,0,70.6,70,76
"113906","KENNARD ISD","113","HOUSTON","06","REGION 06: HUNTSVILLE","B","B","C","C","C","A",82,72,79,90,1,156,273,60,0,0,183,0.4,22,0,0,67,79,84
"114901","BIG SPRING ISD","114","HOWARD","18","REGION 18: MIDLAND","C","C","B","C","B","C",75,75,80,77,309,2355,3372,640,0,0,2479,9.2,19,0,0,73.5,80,79
"114902","COAHOMA ISD","114","HOWARD","18","REGION 18: MIDLAND","C","C","C","C","F","C",74,71,57,70,30,339,1082,180,0,0,806,2.8,16.6,0,0,74.5,71,73
"114904","FORSAN ISD","114","HOWARD","18","REGION 18: MIDLAND","B","B","C","C","C","B",83,74,79,82,24,316,691,62,0,0,536,3.5,9,0,0,77.6,79,83
"115901","FT HANCOCK ISD","115","HUDSPETH","19","REGION 19: EL PASO","D","D","D","D","D","C",68,64,69,76,244,337,389,37,0,0,280,62.7,9.5,0,0,72,69,69
"115902","SIERRA BLANCA ISD","115","HUDSPETH","19","REGION 19: EL PASO","C","B","B","F","B","D",82,53,80,65,11,72,100,19,0,0,74,11,19,0,0,74,80,77
"115903","DELL CITY ISD","115","HUDSPETH","19","REGION 19: EL PASO","B","C","B","C","B","B",79,72,85,82,26,58,75,10,0,0,61,34.7,13.3,0,0,81.3,85,84
"116901","CADDO MILLS ISD","116","HUNT","10","REGION 10: RICHARDSON","B","B","C","C","C","B",86,75,74,84,230,964,3063,586,0,0,2287,7.5,19.1,0,0,74.7,75,85
"116902","CELESTE ISD","116","HUNT","10","REGION 10: RICHARDSON","B","B","B","C","B","B",82,79,82,86,28,271,488,101,0,0,354,5.7,20.7,0,0,72.5,82,83
"116903","COMMERCE ISD","116","HUNT","10","REGION 10: RICHARDSON","D","D","D","F","D","D",69,57,69,67,217,1132,1535,367,0,0,1111,14.1,23.9,0,0,72.4,69,68
"116905","GREENVILLE ISD","116","HUNT","10","REGION 10: RICHARDSON","D","D","D","D","D","D",63,60,66,64,1628,4661,5572,981,0,128,3938,29.2,17.6,0,2.3,70.7,66,65
"116906","LONE OAK ISD","116","HUNT","10","REGION 10: RICHARDSON","B","B","B","B","B","B",85,81,83,87,70,532,1137,203,0,0,866,6.2,17.9,0,0,76.2,83,86
"116908","QUINLAN ISD","116","HUNT","10","REGION 10: RICHARDSON","C","D","C","C","D","C",68,71,69,73,713,2135,2933,573,0,0,2121,24.3,19.5,0,0,72.3,71,72
"116909","WOLFE CITY ISD","116","HUNT","10","REGION 10: RICHARDSON","B","B","B","D","B","C",82,64,82,78,72,458,711,113,0,0,544,10.1,15.9,0,0,76.5,82,81
"116910","CAMPBELL ISD","116","HUNT","10","REGION 10: RICHARDSON","C","D","C","C","D","C",69,77,67,76,48,197,268,61,0,0,188,17.9,22.8,0,0,70.1,77,77
"116915","BLAND ISD","116","HUNT","10","REGION 10: RICHARDSON","B","B","A","C","A","B",86,74,90,86,212,541,776,136,0,0,559,27.3,17.5,0,0,72,90,89
"116916","BOLES ISD","116","HUNT","10","REGION 10: RICHARDSON","B","B","C","C","C","B",81,78,78,86,41,274,542,97,0,0,404,7.6,17.9,0,0,74.5,78,83
"117901","BORGER ISD","117","HUTCHINSON","16","REGION 16: AMARILLO","B","C","B","C","B","B",79,73,80,87,245,1344,2321,447,0,0,1718,10.6,19.3,0,0,74,80,82
"117903","SANFORD-FRITCH ISD","117","HUTCHINSON","16","REGION 16: AMARILLO","C","C","C","C","C","C",76,71,74,70,11,397,745,142,0,0,552,1.5,19.1,0,0,74.1,74,74
"117904","PLEMONS-STINNETT-PHILLIPS CISD","117","HUTCHINSON","16","REGION 16: AMARILLO","A","A","B","D","B","A",90,69,82,90,15,197,558,102,0,0,419,2.7,18.3,0,0,75.1,82,90
"118902","IRION COUNTY ISD","118","IRION","15","REGION 15: SAN ANGELO","B","B","C","D","C","B",85,67,74,81,9,95,333,55,0,0,224,2.7,16.5,0,0,67.3,74,84
"119901","BRYSON ISD","119","JACK","09","REGION 09: WICHITA FALLS","B","A","B","C","B","B",91,77,88,81,4,122,267,37,0,0,199,1.5,13.9,0,0,74.5,88,88
"119902","JACKSBORO ISD","119","JACK","09","REGION 09: WICHITA FALLS","B","B","B","C","B","B",81,76,82,81,168,696,1017,169,0,0,801,16.5,16.6,0,0,78.8,82,82
"119903","PERRIN-WHITT CISD","119","JACK","09","REGION 09: WICHITA FALLS","A","A","B","C","B","A",90,74,88,92,10,160,324,61,0,0,244,3.1,18.8,0,0,75.3,88,91
"120901","EDNA ISD","120","JACKSON","03","REGION 03: VICTORIA","B","C","B","C","B","B",79,77,80,85,144,978,1528,220,0,0,1079,9.4,14.4,0,0,70.6,80,82
"120902","GANADO ISD","120","JACKSON","03","REGION 03: VICTORIA","C","C","C","C","C","C",77,70,73,74,116,376,706,83,0,0,539,16.4,11.8,0,0,76.3,73,76
"120905","INDUSTRIAL ISD","120","JACKSON","03","REGION 03: VICTORIA","B","B","B","C","B","B",89,79,85,88,31,386,1148,134,0,0,874,2.7,11.7,0,0,76.1,85,89
"121902","BROOKELAND ISD","121","JASPER","05","REGION 05: BEAUMONT","B","B","B","B","B","B",86,82,86,88,0,222,381,59,0,0,275,0,15.5,0,0,72.2,86,87
"121903","BUNA ISD","121","JASPER","05","REGION 05: BEAUMONT","D","C","D","F","D","F",72,57,64,56,13,724,1470,283,0,0,1084,0.9,19.3,0,0,73.7,64,67
"121904","JASPER ISD","121","JASPER","05","REGION 05: BEAUMONT","D","D","D","D","D","C",68,69,68,75,175,1642,2063,365,0,0,1522,8.5,17.7,0,0,73.8,69,69
"121905","KIRBYVILLE CISD","121","JASPER","05","REGION 05: BEAUMONT","C","C","C","C","C","C",76,75,72,78,40,775,1435,350,0,0,1089,2.8,24.4,0,0,75.9,75,77
"121906","EVADALE ISD","121","JASPER","05","REGION 05: BEAUMONT","B","B","B","B","B","B",85,80,80,86,5,178,428,57,0,0,313,1.2,13.3,0,0,73.1,80,85
"122901","FT DAVIS ISD","122","JEFF DAVIS","18","REGION 18: MIDLAND","D","C","D","D","D","D",70,67,63,64,42,324,681,21,0,0,122,6.2,3.1,0,0,17.9,67,68
"122902","VALENTINE ISD","122","JEFF DAVIS","18","REGION 18: MIDLAND","B","C","B","B","C","B",73,85,76,81,1,19,32,3,0,0,23,3.1,9.4,0,0,71.9,85,84
"123803","TEKOA ACADEMY OF ACCELERATED STUDIES STEM SCHOOL","123","JEFFERSON","05","REGION 05: BEAUMONT","F","F","F","F","F","D",57,54,58,60,0,382,419,14,0,22,188,0,3.3,0,5.3,44.9,58,59
"123805","EHRHART SCHOOL","123","JEFFERSON","05","REGION 05: BEAUMONT","A","B","A","B","A","A",83,81,91,91,276,490,559,68,20,0,370,49.4,12.2,3.6,0,66.2,91,91
"123807","BOB HOPE SCHOOL","123","JEFFERSON","05","REGION 05: BEAUMONT","B","B","B","B","B","B",85,83,89,89,1209,2177,2584,159,312,53,1541,46.8,6.2,12.1,2.1,59.6,89,89
"123905","NEDERLAND ISD","123","JEFFERSON","05","REGION 05: BEAUMONT","B","B","B","B","B","B",88,81,87,89,834,2456,5291,810,0,0,3973,15.8,15.3,0,0,75.1,87,88
"123907","PORT ARTHUR ISD","123","JEFFERSON","05","REGION 05: BEAUMONT","D","F","D","D","D","D",59,65,65,62,2752,6844,7899,1056,400,0,5544,34.8,13.4,5.1,0,70.2,65,64
"123908","PORT NECHES-GROVES ISD","123","JEFFERSON","05","REGION 05: BEAUMONT","B","B","C","C","C","B",82,77,78,86,625,2323,5325,753,0,0,4161,11.7,14.1,0,0,78.1,78,83
"123910","BEAUMONT ISD","123","JEFFERSON","05","REGION 05: BEAUMONT","D","D","D","D","D","D",64,64,68,68,2639,13522,16315,1987,0,321,11634,16.2,12.2,0,2,71.3,68,68
"123913","SABINE PASS ISD","123","JEFFERSON","05","REGION 05: BEAUMONT","B","B","B","B","B","A",83,83,81,94,10,228,372,13,0,0,290,2.7,3.5,0,0,78,83,86
"123914","HAMSHIRE-FANNETT ISD","123","JEFFERSON","05","REGION 05: BEAUMONT","B","B","B","B","C","B",81,81,71,88,129,706,2000,342,0,0,1531,6.5,17.1,0,0,76.6,81,83
"124901","JIM HOGG COUNTY ISD","124","JIM HOGG","01","REGION 01: EDINBURG","C","C","B","D","B","C",76,65,81,75,47,795,962,144,0,0,743,4.9,15,0,0,77.2,81,79
"125901","ALICE ISD","125","JIM WELLS","02","REGION 02: CORPUS CHRISTI","B","C","B","C","B","C",75,72,82,76,122,3788,4275,800,189,0,3199,2.9,18.7,4.4,0,74.8,82,80
"125902","BEN BOLT-PALITO BLANCO ISD","125","JIM WELLS","02","REGION 02: CORPUS CHRISTI","B","B","B","D","B","C",81,61,84,77,11,389,442,83,0,87,332,2.5,18.8,0,19.7,75.1,84,82
"125903","ORANGE GROVE ISD","125","JIM WELLS","02","REGION 02: CORPUS CHRISTI","B","B","B","C","B","B",86,75,89,83,54,1022,1641,240,0,0,1238,3.3,14.6,0,0,75.4,89,87
"125905","PREMONT ISD","125","JIM WELLS","02","REGION 02: CORPUS CHRISTI","C","C","C","D","C","B",76,60,77,82,71,739,793,244,218,0,561,9,30.8,27.5,0,70.7,77,79
"125906","LA GLORIA ISD","125","JIM WELLS","02","REGION 02: CORPUS CHRISTI","B","D","A","A","D","C",69,92,63,78,0,72,119,18,0,0,59,0,15.1,0,0,49.6,92,88
"126901","ALVARADO ISD","126","JOHNSON","11","REGION 11: FORT WORTH","C","C","C","C","C","C",77,71,76,75,1035,2493,3779,528,0,0,2817,27.4,14,0,0,74.5,76,76
"126902","BURLESON ISD","126","JOHNSON","11","REGION 11: FORT WORTH","B","B","C","C","C","B",83,73,77,82,1091,5042,12684,2036,151,0,9923,8.6,16.1,1.2,0,78.2,77,83
"126903","CLEBURNE ISD","126","JOHNSON","11","REGION 11: FORT WORTH","C","C","C","C","C","C",73,71,76,74,1542,4832,6849,1012,0,0,4932,22.5,14.8,0,0,72,76,75
"126904","GRANDVIEW ISD","126","JOHNSON","11","REGION 11: FORT WORTH","B","B","C","C","C","B",87,77,79,85,97,468,1369,220,0,0,1052,7.1,16.1,0,0,76.8,79,86
"126905","JOSHUA ISD","126","JOHNSON","11","REGION 11: FORT WORTH","B","B","B","B","B","B",85,83,82,89,897,2675,6007,974,0,0,4543,14.9,16.2,0,0,75.6,83,86
"126906","KEENE ISD","126","JOHNSON","11","REGION 11: FORT WORTH","B","B","B","C","B","B",82,77,87,87,234,776,1110,169,0,0,840,21.1,15.2,0,0,75.7,87,87
"126907","RIO VISTA ISD","126","JOHNSON","11","REGION 11: FORT WORTH","C","C","C","C","C","C",77,77,76,74,54,559,1027,162,0,0,765,5.3,15.8,0,0,74.5,77,76
"126908","VENUS ISD","126","JOHNSON","11","REGION 11: FORT WORTH","D","D","D","D","D","C",67,65,69,72,710,1705,2281,255,0,89,1726,31.1,11.2,0,3.9,75.7,69,69
"126911","GODLEY ISD","126","JOHNSON","11","REGION 11: FORT WORTH","C","C","C","C","C","C",78,72,72,75,393,1407,3189,593,0,0,2313,12.3,18.6,0,0,72.5,72,77
"127901","ANSON ISD","127","JONES","14","REGION 14: ABILENE","C","C","C","C","C","C",78,72,75,75,24,425,723,151,0,0,505,3.3,20.9,0,0,69.8,75,77
"127903","HAMLIN COLLEGIATE ISD","127","JONES","14","REGION 14: ABILENE","C","C","C","D","C","C",79,63,78,74,23,271,388,67,0,132,270,5.9,17.3,0,34,69.6,78,78
"127904","HAWLEY ISD","127","JONES","14","REGION 14: ABILENE","C","C","C","C","D","C",73,74,65,73,6,351,771,183,0,0,606,0.8,23.7,0,0,78.6,74,74
"127905","LUEDERS-AVOCA ISD","127","JONES","14","REGION 14: ABILENE","C","C","C","C","C","C",71,74,71,77,0,53,88,21,0,0,58,0,23.9,0,0,65.9,74,75
"127906","STAMFORD ISD","127","JONES","14","REGION 14: ABILENE","B","C","B","C","B","B",79,75,81,87,36,374,586,111,0,0,412,6.1,18.9,0,0,70.3,81,83
"128901","KARNES CITY ISD","128","KARNES","20","REGION 20: SAN ANTONIO","C","D","C","C","D","C",65,77,65,71,85,622,1017,178,0,0,741,8.4,17.5,0,0,72.9,77,75
"128902","KENEDY ISD","128","KARNES","03","REGION 03: VICTORIA","C","C","C","C","C","C",72,74,78,76,51,634,754,146,0,0,552,6.8,19.4,0,0,73.2,78,77
"128903","RUNGE ISD","128","KARNES","03","REGION 03: VICTORIA","D","D","D","D","D","D",63,62,65,63,8,127,162,28,0,0,100,4.9,17.3,0,0,61.7,65,64
"128904","FALLS CITY ISD","128","KARNES","20","REGION 20: SAN ANTONIO","A","A","B","B","B","A",93,87,87,95,4,94,440,45,0,0,324,0.9,10.2,0,0,73.6,87,94
"129901","CRANDALL ISD","129","KAUFMAN","10","REGION 10: RICHARDSON","D","C","D","D","D","D",70,64,67,67,1470,4251,6891,1222,0,0,5121,21.3,17.7,0,0,74.3,67,69
"129902","FORNEY ISD","129","KAUFMAN","10","REGION 10: RICHARDSON","C","C","C","D","C","C",79,69,74,79,2468,8998,18524,3092,0,0,13888,13.3,16.7,0,0,75,74,79
"129903","KAUFMAN ISD","129","KAUFMAN","10","REGION 10: RICHARDSON","B","B","B","C","B","B",80,75,85,80,1174,3146,4346,700,0,0,3223,27,16.1,0,0,74.2,85,84
"129904","KEMP ISD","129","KAUFMAN","10","REGION 10: RICHARDSON","D","D","C","D","C","D",67,63,70,62,421,1466,1983,402,0,0,1470,21.2,20.3,0,0,74.1,70,68
"129905","MABANK ISD","129","KAUFMAN","10","REGION 10: RICHARDSON","B","B","B","C","B","B",82,73,86,81,420,2843,4110,770,0,0,3019,10.2,18.7,0,0,73.5,86,85
"129906","TERRELL ISD","129","KAUFMAN","10","REGION 10: RICHARDSON","C","D","C","D","C","C",68,64,72,70,1533,4090,5273,771,0,0,3834,29.1,14.6,0,0,72.7,72,71
"129910","SCURRY-ROSSER ISD","129","KAUFMAN","10","REGION 10: RICHARDSON","B","B","C","D","C","B",82,69,76,84,131,465,1031,167,0,0,806,12.7,16.2,0,0,78.2,76,83
"130801","MEADOWLAND CHARTER DISTRICT","130","KENDALL","20","REGION 20: SAN ANTONIO","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",,,,,2,45,45,20,0,0,42,4.4,44.4,0,0,93.3,,
"130901","BOERNE ISD","130","KENDALL","20","REGION 20: SAN ANTONIO","A","A","B","B","B","A",92,80,80,91,788,2076,11041,1983,0,388,8565,7.1,18,0,3.5,77.6,80,92
"130902","COMFORT ISD","130","KENDALL","20","REGION 20: SAN ANTONIO","C","C","C","C","C","B",77,74,74,80,201,583,1072,218,19,0,826,18.8,20.3,1.8,0,77.1,74,78
"131001","KENEDY COUNTY WIDE CSD","131","KENEDY","02","REGION 02: CORPUS CHRISTI","B","A","B","C","B","C",90,75,85,79,2,55,126,14,0,0,44,1.6,11.1,0,0,34.9,85,87
"132902","JAYTON-GIRARD ISD","132","KENT","17","REGION 17: LUBBOCK","A","A","B","C","B","A",93,72,88,94,1,61,169,23,0,0,140,0.6,13.6,0,0,82.8,88,93
"133901","CENTER POINT ISD","133","KERR","20","REGION 20: SAN ANTONIO","C","C","C","D","C","C",76,65,74,77,147,339,534,121,0,0,380,27.5,22.7,0,0,71.2,74,76
"133902","HUNT ISD","133","KERR","20","REGION 20: SAN ANTONIO","A","A","A","B","A","A",94,88,92,94,13,79,196,26,0,0,114,6.6,13.3,0,0,58.2,92,94
"133903","KERRVILLE ISD","133","KERR","20","REGION 20: SAN ANTONIO","B","B","B","D","B","C",83,67,82,73,452,2548,4593,700,0,0,3442,9.8,15.2,0,0,74.9,82,80
"133904","INGRAM ISD","133","KERR","20","REGION 20: SAN ANTONIO","A","A","A","C","A","A",90,74,92,90,237,865,1348,226,0,402,976,17.6,16.8,0,29.8,72.4,92,91
"133905","DIVIDE ISD","133","KERR","15","REGION 15: SAN ANGELO","B","B","B","C","B","Not Rated",83,70,83,,1,18,35,7,0,0,15,2.9,20,0,0,42.9,83,83
"134901","JUNCTION ISD","134","KIMBLE","15","REGION 15: SAN ANGELO","C","C","D","D","D","D",71,61,68,69,29,364,588,90,0,0,429,4.9,15.3,0,0,73,68,70
"135001","GUTHRIE CSD","135","KING","17","REGION 17: LUBBOCK","A","A","B","B","B","A",94,87,88,95,5,28,92,8,0,0,73,5.4,8.7,0,0,79.3,88,94
"136901","BRACKETT ISD","136","KINNEY","20","REGION 20: SAN ANTONIO","B","B","B","C","B","B",81,72,80,81,22,303,518,105,0,0,395,4.2,20.3,0,0,76.3,80,81
"137901","KINGSVILLE ISD","137","KLEBERG","02","REGION 02: CORPUS CHRISTI","F","F","D","F","D","F",59,56,63,52,93,2123,2529,528,193,0,1922,3.7,20.9,7.6,0,76,63,59
"137902","RICARDO ISD","137","KLEBERG","02","REGION 02: CORPUS CHRISTI","B","B","B","B","B","A",88,88,87,90,23,333,659,91,0,0,423,3.5,13.8,0,0,64.2,88,89
"137903","RIVIERA ISD","137","KLEBERG","02","REGION 02: CORPUS CHRISTI","B","B","C","C","C","B",82,70,79,87,16,255,424,45,181,0,333,3.8,10.6,42.7,0,78.5,79,84
"137904","SANTA GERTRUDIS ISD","137","KLEBERG","02","REGION 02: CORPUS CHRISTI","A","A","B","D","B","A",92,69,87,93,6,339,826,72,0,65,667,0.7,8.7,0,7.9,80.8,87,92
"138902","KNOX CITY-O'BRIEN CISD","138","KNOX","09","REGION 09: WICHITA FALLS","A","A","A","C","A","A",93,72,95,96,10,128,195,42,0,0,140,5.1,21.5,0,0,71.8,95,95
"138903","MUNDAY CISD","138","KNOX","09","REGION 09: WICHITA FALLS","A","B","A","C","A","A",89,72,90,93,28,264,410,74,0,0,290,6.8,18,0,0,70.7,90,91
"138904","BENJAMIN ISD","138","KNOX","09","REGION 09: WICHITA FALLS","B","B","B","F","B","B",84,55,82,84,1,57,94,14,0,0,79,1.1,14.9,0,0,84,82,84
"139905","CHISUM ISD","139","LAMAR","08","REGION 08: MT PLEASANT","B","B","C","C","C","C",82,71,78,77,62,479,1181,188,0,0,882,5.2,15.9,0,0,74.7,78,81
"139909","PARIS ISD","139","LAMAR","08","REGION 08: MT PLEASANT","C","C","C","C","C","B",74,73,78,82,534,2946,3827,587,0,0,2674,14,15.3,0,0,69.9,78,79
"139911","NORTH LAMAR ISD","139","LAMAR","08","REGION 08: MT PLEASANT","C","C","C","D","C","C",77,69,71,73,147,1214,2391,430,0,28,1752,6.1,18,0,1.2,73.3,71,76
"139912","PRAIRILAND ISD","139","LAMAR","08","REGION 08: MT PLEASANT","B","B","C","C","C","B",81,78,79,87,50,541,1105,167,0,0,806,4.5,15.1,0,0,72.9,79,83
"140901","AMHERST ISD","140","LAMB","17","REGION 17: LUBBOCK","C","C","C","F","C","C",79,53,75,70,53,96,101,15,0,0,82,52.5,14.9,0,0,81.2,75,76
"140904","LITTLEFIELD ISD","140","LAMB","17","REGION 17: LUBBOCK","C","C","B","D","B","D",77,62,80,69,111,931,1230,209,0,0,903,9,17,0,0,73.4,80,77
"140905","OLTON ISD","140","LAMB","17","REGION 17: LUBBOCK","C","C","C","D","C","D",73,68,74,67,108,410,610,95,0,0,443,17.7,15.6,0,0,72.6,74,72
"140907","SPRINGLAKE-EARTH ISD","140","LAMB","17","REGION 17: LUBBOCK","A","A","B","F","B","A",91,57,89,95,62,175,231,47,0,0,177,26.8,20.3,0,0,76.6,89,92
"140908","SUDAN ISD","140","LAMB","17","REGION 17: LUBBOCK","B","B","B","C","B","B",86,76,84,87,41,199,452,79,0,0,342,9.1,17.5,0,0,75.7,84,86
"141901","LAMPASAS ISD","141","LAMPASAS","12","REGION 12: WACO","B","B","B","C","B","B",84,77,83,84,175,1789,3621,756,0,0,2746,4.8,20.9,0,0,75.8,83,84
"141902","LOMETA ISD","141","LAMPASAS","12","REGION 12: WACO","B","B","B","F","B","C",84,56,83,77,45,242,315,53,0,0,220,14.3,16.8,0,0,69.8,83,82
"142901","COTULLA ISD","142","LA SALLE","20","REGION 20: SAN ANTONIO","C","C","B","C","B","C",73,72,80,74,88,993,1155,249,0,0,873,7.6,21.6,0,0,75.6,80,78
"143901","HALLETTSVILLE ISD","143","LAVACA","03","REGION 03: VICTORIA","B","B","C","C","C","B",84,72,79,80,46,408,1158,174,0,0,873,4,15,0,0,75.4,79,83
"143902","MOULTON ISD","143","LAVACA","03","REGION 03: VICTORIA","B","B","B","B","B","B",83,84,80,88,33,146,290,56,0,0,214,11.4,19.3,0,0,73.8,84,85
"143903","SHINER ISD","143","LAVACA","03","REGION 03: VICTORIA","A","A","B","B","B","A",94,82,88,90,15,193,709,101,0,0,529,2.1,14.2,0,0,74.6,88,93
"143904","VYSEHRAD ISD","143","LAVACA","03","REGION 03: VICTORIA","B","C","B","B","C","B",77,86,70,81,1,33,74,17,0,0,41,1.4,23,0,0,55.4,86,85
"143905","SWEET HOME ISD","143","LAVACA","03","REGION 03: VICTORIA","B","B","B","B","D","B",85,87,65,83,0,35,155,20,0,0,85,0,12.9,0,0,54.8,87,86
"143906","EZZELL ISD","143","LAVACA","03","REGION 03: VICTORIA","B","B","B","F","B","B",84,59,81,81,0,66,128,17,0,0,88,0,13.3,0,0,68.8,81,83
"144901","GIDDINGS ISD","144","LEE","13","REGION 13: AUSTIN","B","B","B","B","B","B",83,81,84,83,459,1113,1875,264,0,0,1449,24.5,14.1,0,0,77.3,84,84
