Region Code,TEA Region,County Number,County Name,gender,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
16,Amarillo,33,CARSON,Male,53,52,0.98,48,0.91,3,0.06,46,0.87,12,0.23,17,0.32,29,0.55, -   ,0.00,11,0.21
16,Amarillo,35,CASTRO,Female,46,43,0.93,44,0.96,2,0.04,38,0.83,10,0.22,13,0.28,23,0.50,1,0.02,12,0.26
16,Amarillo,35,CASTRO,Male,64,58,0.91,56,0.88,3,0.05,50,0.78,13,0.20,13,0.20,26,0.41,1,0.02,11,0.17
16,Amarillo,38,CHILDRESS,Female,32,28,0.88,28,0.88,1,0.03,25,0.78,4,0.13,14,0.44,18,0.56,1,0.03,10,0.31
16,Amarillo,38,CHILDRESS,Male,46,41,0.89,42,0.91, -   ,0.00,40,0.87,12,0.26,8,0.17,20,0.43, -   ,0.00,8,0.17
16,Amarillo,44,COLLINGSWORTH,Female,23,22,0.96,19,0.83, -   ,0.00,17,0.74,8,0.35,6,0.26,14,0.61,1,0.04,7,0.30
16,Amarillo,44,COLLINGSWORTH,Male,26,23,0.88,22,0.85,2,0.08,21,0.81,7,0.27,7,0.27,14,0.54,1,0.04,8,0.31
16,Amarillo,56,DALLAM,Female,65,59,0.91,57,0.88,2,0.03,49,0.75,11,0.17,17,0.26,28,0.43,1,0.02,12,0.18
16,Amarillo,56,DALLAM,Male,74,66,0.89,63,0.85,4,0.05,57,0.77,19,0.26,11,0.15,30,0.41,2,0.03,15,0.20
16,Amarillo,59,DEAF SMITH,Female,114,109,0.96,59,0.52,49,0.43,92,0.81,24,0.21,38,0.33,62,0.54,4,0.04,26,0.23
16,Amarillo,59,DEAF SMITH,Male,161,152,0.94,84,0.52,67,0.42,112,0.70,27,0.17,35,0.22,62,0.39,4,0.02,25,0.16
16,Amarillo,65,DONLEY,Female,25,24,0.96,23,0.92,1,0.04,24,0.96,5,0.20,16,0.64,21,0.84,1,0.04,9,0.36
16,Amarillo,65,DONLEY,Male,27,26,0.96,25,0.93, -   ,0.00,23,0.85,3,0.11,10,0.37,13,0.48,1,0.04,8,0.30
16,Amarillo,90,GRAY,Female,142,134,0.94,131,0.92,6,0.04,123,0.87,32,0.23,56,0.39,88,0.62,4,0.03,43,0.30
16,Amarillo,90,GRAY,Male,141,129,0.91,122,0.87,4,0.03,100,0.71,33,0.23,31,0.22,64,0.45,2,0.01,30,0.21
16,Amarillo,96,HALL,Female,32,30,0.94,30,0.94, -   ,0.00,30,0.94,11,0.34,14,0.44,25,0.78,1,0.03,11,0.34
16,Amarillo,96,HALL,Male,33,33,1.00,31,0.94, -   ,0.00,32,0.97,12,0.36,7,0.21,19,0.58, -   ,0.00,6,0.18
16,Amarillo,98,HANSFORD,Female,51,48,0.94,47,0.92,1,0.02,46,0.90,18,0.35,11,0.22,29,0.57, -   ,0.00,17,0.33
16,Amarillo,98,HANSFORD,Male,41,37,0.90,37,0.90,1,0.02,33,0.80,6,0.15,11,0.27,17,0.41,1,0.02,7,0.17
16,Amarillo,103,HARTLEY,Female, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
16,Amarillo,103,HARTLEY,Male, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
16,Amarillo,106,HEMPHILL,Female,24,23,0.96,21,0.88, -   ,0.00,19,0.79,10,0.42,4,0.17,14,0.58, -   ,0.00,10,0.42
16,Amarillo,106,HEMPHILL,Male,35,31,0.89,29,0.83,2,0.06,27,0.77,13,0.37,6,0.17,19,0.54, -   ,0.00,9,0.26
16,Amarillo,117,HUTCHINSON,Female,146,134,0.92,129,0.88,3,0.02,118,0.81,27,0.18,57,0.39,84,0.58,7,0.05,34,0.23
16,Amarillo,117,HUTCHINSON,Male,177,171,0.97,163,0.92,5,0.03,136,0.77,22,0.12,65,0.37,87,0.49,5,0.03,31,0.18
16,Amarillo,148,LIPSCOMB,Female,26,26,1.00,20,0.77,1,0.04,19,0.73,4,0.15,9,0.35,13,0.50,1,0.04,3,0.12
16,Amarillo,148,LIPSCOMB,Male,30,29,0.97,24,0.80, -   ,0.00,21,0.70,6,0.20,6,0.20,12,0.40,1,0.03,5,0.17
16,Amarillo,171,MOORE,Female,146,141,0.97,101,0.69,33,0.23,117,0.80,17,0.12,64,0.44,81,0.55,4,0.03,45,0.31
16,Amarillo,171,MOORE,Male,181,175,0.97,128,0.71,36,0.20,146,0.81,27,0.15,65,0.36,92,0.51,3,0.02,40,0.22
16,Amarillo,179,OCHILTREE,Female,82,78,0.95,71,0.87,6,0.07,70,0.85,8,0.10,34,0.41,42,0.51,2,0.02,17,0.21
16,Amarillo,179,OCHILTREE,Male,74,69,0.93,57,0.77,13,0.18,54,0.73,8,0.11,17,0.23,25,0.34,1,0.01,8,0.11
16,Amarillo,180,OLDHAM,Female,21,18,0.86,17,0.81, -   ,0.00,14,0.67,6,0.29,8,0.38,14,0.67,2,0.10,7,0.33
16,Amarillo,180,OLDHAM,Male,45,41,0.91,39,0.87,1,0.02,36,0.80,9,0.20,14,0.31,23,0.51,1,0.02,5,0.11
16,Amarillo,185,PARMER,Female,82,74,0.90,68,0.83,4,0.05,62,0.76,15,0.18,16,0.20,31,0.38, -   ,0.00,17,0.21
16,Amarillo,185,PARMER,Male,92,81,0.88,78,0.85,5,0.05,73,0.79,20,0.22,27,0.29,47,0.51,1,0.01,22,0.24
16,Amarillo,188,POTTER,Female,1174,1081,0.92,982,0.84,120,0.10,945,0.80,166,0.14,562,0.48,728,0.62,37,0.03,295,0.25
16,Amarillo,188,POTTER,Male,1185,1077,0.91,955,0.81,152,0.13,892,0.75,172,0.15,417,0.35,589,0.50,32,0.03,204,0.17
16,Amarillo,191,RANDALL,Female,311,292,0.94,275,0.88,9,0.03,255,0.82,95,0.31,127,0.41,222,0.71,16,0.05,120,0.39
16,Amarillo,191,RANDALL,Male,353,335,0.95,317,0.90,10,0.03,287,0.81,80,0.23,123,0.35,203,0.58,2,0.01,82,0.23
16,Amarillo,197,ROBERTS,Female, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
16,Amarillo,197,ROBERTS,Male, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
16,Amarillo,211,SHERMAN,Female, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
16,Amarillo,211,SHERMAN,Male, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
16,Amarillo,219,SWISHER,Female,51,49,0.96,48,0.94,1,0.02,44,0.86,15,0.29,13,0.25,28,0.55, -   ,0.00,16,0.31
16,Amarillo,219,SWISHER,Male,56,55,0.98,52,0.93,1,0.02,42,0.75,5,0.09,18,0.32,23,0.41,3,0.05,3,0.05
16,Amarillo,242,WHEELER,Female,29,28,0.97,28,0.97, -   ,0.00,25,0.86,14,0.48,5,0.17,19,0.66,1,0.03,13,0.45
16,Amarillo,242,WHEELER,Male,22,18,0.82,17,0.77,2,0.09,14,0.64,3,0.14,6,0.27,9,0.41,1,0.05,2,0.09
17,Lubbock,9,BAILEY,Female,48,46,0.96,42,0.88,3,0.06,39,0.81,10,0.21,11,0.23,21,0.44, -   ,0.00,7,0.15
17,Lubbock,9,BAILEY,Male,54,50,0.93,46,0.85,3,0.06,42,0.78,10,0.19,8,0.15,18,0.33, -   ,0.00,5,0.09
17,Lubbock,17,BORDEN,Female, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
17,Lubbock,17,BORDEN,Male, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
17,Lubbock,40,COCHRAN,Female,30,30,1.00,27,0.90,2,0.07,26,0.87,2,0.07,18,0.60,20,0.67,2,0.07,8,0.27
17,Lubbock,40,COCHRAN,Male,16,15,0.94,15,0.94, -   ,0.00,13,0.81,1,0.06,6,0.38,7,0.44, -   ,0.00,3,0.19
17,Lubbock,51,COTTLE,Female, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
17,Lubbock,51,COTTLE,Male, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
17,Lubbock,54,CROSBY,Female,41,41,1.00,39,0.95, -   ,0.00,38,0.93,10,0.24,8,0.20,18,0.44, -   ,0.00,6,0.15
17,Lubbock,54,CROSBY,Male,40,35,0.88,36,0.90, -   ,0.00,32,0.80,8,0.20,8,0.20,16,0.40, -   ,0.00,6,0.15
17,Lubbock,58,DAWSON,Female,82,78,0.95,72,0.88,5,0.06,65,0.79,16,0.20,34,0.41,50,0.61, -   ,0.00,16,0.20
17,Lubbock,58,DAWSON,Male,86,79,0.92,78,0.91,4,0.05,67,0.78,14,0.16,29,0.34,43,0.50,2,0.02,17,0.20
17,Lubbock,63,DICKENS,Female,13,12,0.92,11,0.85, -   ,0.00,9,0.69,2,0.15,4,0.31,6,0.46, -   ,0.00,5,0.38
17,Lubbock,63,DICKENS,Male,12,11,0.92,10,0.83,1,0.08,8,0.67,2,0.17,3,0.25,5,0.42, -   ,0.00,1,0.08
17,Lubbock,77,FLOYD,Female,63,60,0.95,56,0.89,1,0.02,52,0.83,21,0.33,18,0.29,39,0.62,2,0.03,18,0.29
17,Lubbock,77,FLOYD,Male,54,53,0.98,46,0.85,4,0.07,41,0.76,8,0.15,11,0.20,19,0.35, -   ,0.00,10,0.19
17,Lubbock,83,GAINES,Female,92,83,0.90,80,0.87,3,0.03,76,0.83,21,0.23,16,0.17,37,0.40,2,0.02,21,0.23
17,Lubbock,83,GAINES,Male,114,101,0.89,93,0.82,7,0.06,89,0.78,19,0.17,27,0.24,46,0.40,1,0.01,19,0.17
17,Lubbock,85,GARZA,Female,31,31,1.00,30,0.97, -   ,0.00,25,0.81,8,0.26,6,0.19,14,0.45,1,0.03,8,0.26
17,Lubbock,85,GARZA,Male,48,42,0.88,32,0.67,6,0.13,27,0.56,3,0.06,13,0.27,16,0.33,3,0.06,2,0.04
17,Lubbock,95,HALE,Female,246,230,0.94,215,0.87,11,0.04,199,0.81,69,0.28,62,0.25,131,0.53,6,0.02,50,0.20
17,Lubbock,95,HALE,Male,295,285,0.97,256,0.87,26,0.09,236,0.80,61,0.21,54,0.18,115,0.39,7,0.02,41,0.14
17,Lubbock,110,HOCKLEY,Female,155,149,0.96,140,0.90,6,0.04,139,0.90,17,0.11,86,0.55,103,0.66, -   ,0.00,53,0.34
17,Lubbock,110,HOCKLEY,Male,191,186,0.97,167,0.87,13,0.07,156,0.82,23,0.12,79,0.41,102,0.53,4,0.02,57,0.30
17,Lubbock,132,KENT,Female, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
17,Lubbock,132,KENT,Male, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
17,Lubbock,135,KING,Female, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
17,Lubbock,135,KING,Male, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
17,Lubbock,140,LAMB,Female,125,119,0.95,115,0.92,5,0.04,104,0.83,27,0.22,48,0.38,75,0.60,1,0.01,35,0.28
17,Lubbock,140,LAMB,Male,98,90,0.92,79,0.81,12,0.12,78,0.80,22,0.22,25,0.26,47,0.48, -   ,0.00,20,0.20
17,Lubbock,152,LUBBOCK,Female,1482,1420,0.96,1338,0.90,62,0.04,1204,0.81,366,0.25,490,0.33,856,0.58,46,0.03,393,0.27
17,Lubbock,152,LUBBOCK,Male,1539,1454,0.94,1340,0.87,99,0.06,1196,0.78,318,0.21,437,0.28,755,0.49,25,0.02,297,0.19
17,Lubbock,153,LYNN,Female,42,40,0.95,38,0.90, -   ,0.00,36,0.86,12,0.29,15,0.36,27,0.64,1,0.02,16,0.38
17,Lubbock,153,LYNN,Male,45,41,0.91,40,0.89,2,0.04,37,0.82,11,0.24,12,0.27,23,0.51, -   ,0.00,10,0.22
17,Lubbock,173,MOTLEY,Female, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
17,Lubbock,173,MOTLEY,Male, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
17,Lubbock,223,TERRY,Female,63,59,0.94,58,0.92,2,0.03,53,0.84,20,0.32,17,0.27,37,0.59,1,0.02,23,0.37
17,Lubbock,223,TERRY,Male,74,73,0.99,69,0.93,1,0.01,63,0.85,10,0.14,20,0.27,30,0.41, -   ,0.00,6,0.08
17,Lubbock,251,YOAKUM,Female,69,65,0.94,61,0.88,1,0.01,57,0.83,12,0.17,25,0.36,37,0.54,1,0.01,20,0.29
17,Lubbock,251,YOAKUM,Male,72,68,0.94,62,0.86,2,0.03,58,0.81,9,0.13,20,0.28,29,0.40,1,0.01,10,0.14
18,Midland,2,ANDREWS,Female,103,100,0.97,91,0.88,5,0.05,87,0.84,20,0.19,31,0.30,51,0.50,2,0.02,23,0.22
18,Midland,2,ANDREWS,Male,123,117,0.95,100,0.81,12,0.10,96,0.78,21,0.17,21,0.17,42,0.34,3,0.02,15,0.12
18,Midland,22,BREWSTER,Female,37,35,0.95,34,0.92, -   ,0.00,31,0.84,20,0.54,5,0.14,25,0.68,1,0.03,11,0.30
18,Midland,22,BREWSTER,Male,48,45,0.94,39,0.81,3,0.06,37,0.77,12,0.25,9,0.19,21,0.44, -   ,0.00,9,0.19
18,Midland,52,CRANE,Female,44,43,0.98,40,0.91,2,0.05,35,0.80,13,0.30,14,0.32,27,0.61,3,0.07,13,0.30
18,Midland,52,CRANE,Male,41,40,0.98,34,0.83,4,0.10,33,0.80,5,0.12,13,0.32,18,0.44,1,0.02,6,0.15
18,Midland,55,CULBERSON,Female,18,16,0.89,16,0.89, -   ,0.00,14,0.78,4,0.22,4,0.22,8,0.44, -   ,0.00,1,0.06
18,Midland,55,CULBERSON,Male,20,19,0.95,18,0.90,2,0.10,16,0.80,6,0.30,3,0.15,9,0.45, -   ,0.00,2,0.10
18,Midland,68,ECTOR,Female,933,879,0.94,799,0.86,61,0.07,660,0.71,126,0.14,388,0.42,514,0.55,45,0.05,203,0.22
18,Midland,68,ECTOR,Male,958,885,0.92,728,0.76,136,0.14,548,0.57,88,0.09,241,0.25,329,0.34,25,0.03,104,0.11
18,Midland,87,GLASSCOCK,Female, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
18,Midland,87,GLASSCOCK,Male, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
18,Midland,114,HOWARD,Female,185,163,0.88,152,0.82,17,0.09,144,0.78,30,0.16,80,0.43,110,0.59,7,0.04,56,0.30
18,Midland,114,HOWARD,Male,190,168,0.88,152,0.80,16,0.08,138,0.73,19,0.10,64,0.34,83,0.44,4,0.02,35,0.18
18,Midland,122,JEFF DAVIS,Female,13,13,1.00,12,0.92, -   ,0.00,11,0.85,4,0.31,1,0.08,5,0.38, -   ,0.00,3,0.23
18,Midland,122,JEFF DAVIS,Male,15,15,1.00,13,0.87, -   ,0.00,10,0.67,2,0.13,3,0.20,5,0.33, -   ,0.00,1,0.07
18,Midland,156,MARTIN,Female,32,29,0.91,28,0.88,1,0.03,27,0.84,6,0.19,15,0.47,21,0.66, -   ,0.00,8,0.25
18,Midland,156,MARTIN,Male,31,29,0.94,29,0.94,1,0.03,26,0.84,5,0.16,13,0.42,18,0.58,2,0.06,9,0.29
18,Midland,165,MIDLAND,Female,834,794,0.95,740,0.89,59,0.07,672,0.81,141,0.17,351,0.42,492,0.59,33,0.04,222,0.27
18,Midland,165,MIDLAND,Male,838,785,0.94,663,0.79,107,0.13,583,0.70,114,0.14,277,0.33,391,0.47,31,0.04,132,0.16
18,Midland,186,PECOS,Female,94,89,0.95,79,0.84,8,0.09,70,0.74,20,0.21,21,0.22,41,0.44,2,0.02,17,0.18
18,Midland,186,PECOS,Male,112,106,0.95,97,0.87,7,0.06,82,0.73,23,0.21,19,0.17,42,0.38,1,0.01,17,0.15
18,Midland,189,PRESIDIO,Female,58,55,0.95,50,0.86,1,0.02,46,0.79,22,0.38,13,0.22,35,0.60, -   ,0.00,15,0.26
18,Midland,189,PRESIDIO,Male,79,69,0.87,56,0.71,13,0.16,61,0.77,26,0.33,11,0.14,37,0.47,2,0.03,11,0.14
18,Midland,192,REAGAN,Female,28,25,0.89,23,0.82,2,0.07,22,0.79,5,0.18,6,0.21,11,0.39,1,0.04,5,0.18
18,Midland,192,REAGAN,Male,19,19,1.00,19,1.00, -   ,0.00,17,0.89,3,0.16,6,0.32,9,0.47, -   ,0.00,5,0.26
18,Midland,195,REEVES,Female,90,86,0.96,75,0.83,9,0.10,74,0.82,24,0.27,28,0.31,52,0.58, -   ,0.00,21,0.23
18,Midland,195,REEVES,Male,82,81,0.99,77,0.94,4,0.05,69,0.84,18,0.22,23,0.28,41,0.50, -   ,0.00,8,0.10
18,Midland,222,TERRELL,Female, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
18,Midland,222,TERRELL,Male, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
18,Midland,231,UPTON,Female,14,14,1.00,12,0.86,1,0.07,13,0.93,2,0.14,7,0.50,9,0.64,1,0.07,2,0.14
18,Midland,231,UPTON,Male,18,17,0.94,15,0.83,1,0.06,14,0.78,2,0.11,5,0.28,7,0.39, -   ,0.00,3,0.17
18,Midland,238,WARD,Female,76,73,0.96,66,0.87,10,0.13,66,0.87,17,0.22,25,0.33,42,0.55,1,0.01,25,0.33
18,Midland,238,WARD,Male,76,67,0.88,61,0.80,7,0.09,57,0.75,13,0.17,16,0.21,29,0.38, -   ,0.00,13,0.17
18,Midland,248,WINKLER,Female,53,50,0.94,48,0.91,1,0.02,43,0.81,9,0.17,25,0.47,34,0.64,3,0.06,17,0.32
18,Midland,248,WINKLER,Male,70,68,0.97,64,0.91,2,0.03,57,0.81,12,0.17,21,0.30,33,0.47,1,0.01,11,0.16
19,El Paso,999,El Paso&Hudsp,Female,6287,5850,0.93,4964,0.79,811,0.13,5064,0.81,1581,0.25,2367,0.38,3948,0.63,168,0.03,1486,0.24
19,El Paso,999,El Paso&Hudsp,Male,6484,5996,0.92,4677,0.72,1239,0.19,4902,0.76,1400,0.22,2174,0.34,3574,0.55,210,0.03,1032,0.16
20,San Antonio,7,ATASCOSA,Female,324,313,0.97,277,0.85,30,0.09,263,0.81,67,0.21,111,0.34,178,0.55,4,0.01,83,0.26
20,San Antonio,7,ATASCOSA,Male,318,301,0.95,273,0.86,27,0.08,260,0.82,54,0.17,70,0.22,124,0.39,5,0.02,45,0.14
20,San Antonio,10,BANDERA,Female,102,98,0.96,96,0.94,2,0.02,89,0.87,38,0.37,26,0.25,64,0.63,2,0.02,35,0.34
20,San Antonio,10,BANDERA,Male,113,104,0.92,94,0.83,11,0.10,87,0.77,20,0.18,25,0.22,45,0.40,5,0.04,15,0.13
20,San Antonio,15,BEXAR,Female,10628,9882,0.93,8699,0.82,1098,0.10,8233,0.77,2344,0.22,3695,0.35,6039,0.57,346,0.03,2784,0.26
20,San Antonio,15,BEXAR,Male,11341,10474,0.92,8772,0.77,1657,0.15,8394,0.74,1955,0.17,3376,0.30,5331,0.47,297,0.03,1964,0.17
20,San Antonio,64,DIMMIT,Female,74,69,0.93,66,0.89,2,0.03,61,0.82,10,0.14,41,0.55,51,0.69,2,0.03,17,0.23
20,San Antonio,64,DIMMIT,Male,95,89,0.94,79,0.83,10,0.11,69,0.73,7,0.07,41,0.43,48,0.51,1,0.01,21,0.22
20,San Antonio,82,FRIO,Female,110,107,0.97,94,0.85,11,0.10,92,0.84,23,0.21,33,0.30,56,0.51,1,0.01,28,0.25
20,San Antonio,82,FRIO,Male,121,119,0.98,103,0.85,15,0.12,92,0.76,8,0.07,31,0.26,39,0.32,2,0.02,16,0.13
20,San Antonio,130,KENDALL,Female,238,229,0.96,219,0.92,5,0.02,211,0.89,99,0.42,58,0.24,157,0.66,4,0.02,97,0.41
20,San Antonio,130,KENDALL,Male,270,257,0.95,244,0.90,5,0.02,238,0.88,103,0.38,77,0.29,180,0.67,9,0.03,107,0.40
20,San Antonio,133,KERR,Female,247,221,0.89,206,0.83,21,0.09,190,0.77,90,0.36,39,0.16,129,0.52,9,0.04,72,0.29
20,San Antonio,133,KERR,Male,259,243,0.94,212,0.82,32,0.12,204,0.79,49,0.19,39,0.15,88,0.34,5,0.02,46,0.18
20,San Antonio,136,KINNEY,Female,15,13,0.87,13,0.87,1,0.07,11,0.73,4,0.27,5,0.33,9,0.60,1,0.07,4,0.27
20,San Antonio,136,KINNEY,Male,15,14,0.93,11,0.73,1,0.07,13,0.87,1,0.07,8,0.53,9,0.60, -   ,0.00,3,0.20
20,San Antonio,142,LA SALLE,Female,41,39,0.95,38,0.93,2,0.05,36,0.88,11,0.27,14,0.34,25,0.61, -   ,0.00,11,0.27
20,San Antonio,142,LA SALLE,Male,46,42,0.91,33,0.72,12,0.26,36,0.78,6,0.13,13,0.28,19,0.41, -   ,0.00,7,0.15
20,San Antonio,159,MAVERICK,Female,494,471,0.95,432,0.87,37,0.07,412,0.83,118,0.24,219,0.44,337,0.68,9,0.02,186,0.38
20,San Antonio,159,MAVERICK,Male,560,528,0.94,449,0.80,73,0.13,422,0.75,91,0.16,208,0.37,299,0.53,15,0.03,119,0.21
20,San Antonio,163,MEDINA,Female,312,296,0.95,277,0.89,13,0.04,248,0.79,90,0.29,96,0.31,186,0.60,9,0.03,99,0.32
20,San Antonio,163,MEDINA,Male,346,330,0.95,289,0.84,30,0.09,272,0.79,74,0.21,80,0.23,154,0.45,4,0.01,73,0.21
20,San Antonio,193,REAL,Female,15,15,1.00,12,0.80,1,0.07,11,0.73,1,0.07,7,0.47,8,0.53,1,0.07,2,0.13
20,San Antonio,193,REAL,Male,12,12,1.00,11,0.92,1,0.08,11,0.92,2,0.17,5,0.42,7,0.58, -   ,0.00,1,0.08
20,San Antonio,232,UVALDE,Female,207,201,0.97,187,0.90,9,0.04,173,0.84,40,0.19,107,0.52,147,0.71,6,0.03,74,0.36
20,San Antonio,232,UVALDE,Male,208,196,0.94,170,0.82,25,0.12,160,0.77,23,0.11,92,0.44,115,0.55,9,0.04,45,0.22
20,San Antonio,247,WILSON,Female,302,294,0.97,270,0.89,15,0.05,266,0.88,105,0.35,102,0.34,207,0.69,7,0.02,118,0.39
20,San Antonio,247,WILSON,Male,332,322,0.97,273,0.82,41,0.12,271,0.82,85,0.26,82,0.25,167,0.50,5,0.02,94,0.28
20,San Antonio,254,ZAVALA,Female,103,98,0.95,86,0.84,11,0.11,76,0.74,8,0.08,56,0.54,64,0.62,1,0.01,28,0.27
20,San Antonio,254,ZAVALA,Male,94,89,0.95,71,0.76,18,0.19,65,0.69,7,0.07,41,0.44,48,0.51,3,0.03,23,0.24
