CAMPUS,CAMPNAME,DISTRICT,DISTNAME,COUNTY,CNTYNAME,REGION,REGNNAME,C_RATING,CD1G,CD2G,CD2AG,CD2BG,CD3G,CPETALLC,CPE0312C,GRDTYPE,GRDSPAN,CPETECOP,CFLDAEP,CFLJJ,CFLPAIRD,CFLALTED,CFLRTF,PAIRCAMP,CFLPAIRO,CFLPAIR,CD1A,CD1AS,CD1B,CD1BS,CD1C,CD1CS,CD2A,CD2AS,CD2BS,CD2B,CD3,CD3S,CD1S,CD2S,CDALLS,CPETECHC,CPETPTEC,CPEMALLC,CPEMALLT,CPEMALLP,CPETECOC,CPETSPEC,GRDLOW,GRDHIGH,CPETLEPC,CPETLEPP,CPETSPEP,CPETECHP,CPETPTEP,CPE0312P,CFLCHART,CFLEEK,CFLNEWCAMP,CFLAEC,PAIRNAME,CFLAEATYPE,LAS_SCORE,LAS_WEIGHT
"101917104","GARDENS EL","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","C","D","B","B","C","C",382,137,"E","PK - 04",92.1,"N","N","N","N","N"," ","N","N",40,69,,,,,72,81,75,,44,74,69,81,79,0,0,77,336,22.9,352,85,"PK","04",170,44.5,22.3,0,0,35.9,"N","N","N","N"," "," ",,
"101917105","GARFIELD EL","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","C","D","C","D","C","C",537,213,"E","PK - 04",87.5,"N","N","N","N","N"," ","N","N",40,69,,,,,59,65,75,,49,76,69,75,75,0,0,94,439,21.4,470,99,"PK","04",260,48.4,18.4,0,0,39.7,"N","N","N","N"," "," ",,
"101917106","GENOA EL","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","C","D","C","C","D","C",535,198,"E","EE - 04",89,"N","N","N","N","N"," ","N","N",36,62,,,,,63,70,69,,40,72,62,70,71,0,0,70,420,16.7,476,89,"EE","04",244,45.6,16.6,0,0,37,"N","N","N","N"," "," ",,
"101917107","GOLDEN ACRES EL","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","C","C","C","D","C","D",390,152,"E","EE - 04",87.4,"N","N","N","N","N"," ","N","N",42,71,,,,,62,69,78,,32,69,71,78,75,0,0,49,305,16.1,341,73,"EE","04",197,50.5,18.7,0,0,39,"N","N","N","N"," "," ",,
"101917108","PEARL HALL EL","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","C","D","C","C","C","C",571,208,"E","EE - 04",94.7,"N","N","N","N","N"," ","N","N",40,69,,,,,70,79,76,,56,78,69,79,79,0,0,94,459,20.5,541,100,"EE","04",260,45.5,17.5,0,0,36.4,"N","N","N","N"," "," ",,
"101917109","JESSUP EL","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","D","D","C","D","C","D",326,121,"E","EE - 04",96.6,"N","N","N","N","N"," ","N","N",37,64,,,,,58,63,72,,25,66,64,72,69,0,0,74,290,25.5,315,65,"EE","04",141,43.3,19.9,0,0,37.1,"N","N","N","N"," "," ",,
"101917110","KRUSE EL","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","B","C","B","C","B","A",407,151,"E","PK - 04",94.6,"N","N","N","N","N"," ","N","N",49,77,,,,,69,78,86,,75,90,77,86,87,0,0,94,366,25.7,385,57,"PK","04",191,46.9,14,0,0,37.1,"N","N","N","N"," "," ",,
"101917111","MEADOR EL","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","C","C","B","C","B","C",443,136,"E","EE - 04",91.6,"N","N","N","N","N"," ","N","N",43,72,,,,,64,71,80,,44,74,72,80,78,0,0,82,352,23.3,406,81,"EE","04",146,33,18.3,0,0,30.7,"N","N","N","N"," "," ",,
"101917112","PARKS EL","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","B","C","B","B","B","A",379,145,"E","EE - 04",90.2,"N","N","N","N","N"," ","N","N",49,77,,,,,74,83,85,,76,91,77,85,87,0,0,113,361,31.3,342,100,"EE","04",138,36.4,26.4,0,0,38.3,"N","N","N","N"," "," ",,
"101917113","POMEROY EL","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","B","C","A","A","B","B",769,255,"E","EE - 04",92.3,"N","N","N","N","N"," ","N","N",46,74,,,,,80,90,83,,71,88,74,90,89,0,0,109,596,18.3,710,127,"EE","04",445,57.9,16.5,0,0,33.2,"N","N","N","N"," "," ",,
"101917114","RED BLUFF EL","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","C","D","C","C","C","D",476,176,"E","PK - 04",91,"N","N","N","N","N"," ","N","N",39,67,,,,,63,70,74,,25,66,67,74,72,0,0,65,396,16.4,433,85,"PK","04",193,40.5,17.9,0,0,37,"N","N","N","N"," "," ",,
"101917115","RICHEY EL","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","B","C","B","B","B","B",505,183,"E","EE - 04",96.8,"N","N","N","N","N"," ","N","N",45,73,,,,,73,82,82,,65,83,73,82,82,0,0,73,398,18.3,489,86,"EE","04",333,65.9,17,0,0,36.2,"N","N","N","N"," "," ",,
"101917116","L F SMITH EL","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","B","C","B","B","B","B",564,223,"E","EE - 04",91.3,"N","N","N","N","N"," ","N","N",47,75,,,,,77,87,84,,70,87,75,87,87,0,0,74,463,16,515,100,"EE","04",256,45.4,17.7,0,0,39.5,"N","N","N","N"," "," ",,
"101917117","MAE SMYTHE EL","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","C","D","C","C","C","C",710,257,"E","PK - 04",88.9,"N","N","N","N","N"," ","N","N",37,64,,,,,67,75,70,,45,74,64,75,75,0,0,95,583,16.3,631,120,"PK","04",303,42.7,16.9,0,0,36.2,"N","N","N","N"," "," ",,
"101917118","SOUTH HOUSTON EL","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","B","C","B","B","B","B",422,143,"E","EE - 04",94.5,"N","N","N","N","N"," ","N","N",44,72,,,,,73,82,81,,60,80,72,82,81,0,0,58,355,16.3,399,72,"EE","04",238,56.4,17.1,0,0,33.9,"N","N","N","N"," "," ",,
"101917119","SOUTH SHAVER EL","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","B","C","B","C","B","C",527,193,"E","PK - 04",95.3,"N","N","N","N","N"," ","N","N",46,74,,,,,70,79,83,,58,79,74,83,82,0,0,115,459,25.1,502,90,"PK","04",316,60,17.1,0,0,36.6,"N","N","N","N"," "," ",,
"101917120","WILLIAMS EL","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","B","C","B","C","B","B",455,170,"E","EE - 04",92.1,"N","N","N","N","N"," ","N","N",47,75,,,,,70,79,84,,65,83,75,84,84,0,0,60,353,17,419,99,"EE","04",204,44.8,21.8,0,0,37.4,"N","N","N","N"," "," ",,
"101917122","MCMASTERS EL","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","A","B","A","A","A","A",339,116,"E","EE - 04",88.5,"N","N","N","N","N"," ","N","N",55,83,,,,,83,92,90,,78,92,83,92,92,0,0,37,276,13.4,300,82,"EE","04",119,35.1,24.2,0,0,34.2,"N","N","N","N"," "," ",,
"101917123","STUCHBERY EL","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","C","C","C","D","C","D",604,228,"E","EE - 04",84.4,"N","N","N","N","N"," ","N","N",42,71,,,,,57,62,77,,21,64,71,77,73,0,0,92,471,19.5,510,110,"EE","04",195,32.3,18.2,0,0,37.7,"N","N","N","N"," "," ",,
"101917124","ATKINSON EL","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","A","C","A","A","B","B",454,176,"E","EE - 04",81.7,"N","N","N","N","N"," ","N","N",46,74,,,,,84,92,82,,70,87,74,92,91,0,0,40,362,11,371,77,"EE","04",179,39.4,17,0,0,38.8,"N","N","N","N"," "," ",,
"101917125","JENSEN EL","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","B","C","B","D","B","C",567,192,"E","PK - 04",83.2,"N","N","N","N","N"," ","N","N",48,76,,,,,57,62,84,,34,70,76,84,80,0,0,110,464,23.7,472,88,"PK","04",220,38.8,15.5,0,0,33.9,"N","N","N","N"," "," ",,
"101917126","BURNETT EL","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","D","D","C","D","C","D",534,195,"E","EE - 04",87.3,"N","N","N","N","N"," ","N","N",39,67,,,,,59,65,73,,29,68,67,73,69,0,0,91,433,21,466,103,"EE","04",170,31.8,19.3,0,0,36.5,"N","N","N","N"," "," ",,
"101917127","FRAZIER EL","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","B","B","A","C","A","B",439,168,"E","EE - 04",71.3,"N","N","N","N","N"," ","N","N",58,88,,,,,65,73,90,,72,88,88,90,89,0,0,31,349,8.9,313,85,"EE","04",89,20.3,19.4,0,0,38.3,"N","N","N","N"," "," ",,
"101917128","TEAGUE EL","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","B","C","B","B","C","C",709,263,"E","EE - 04",80.5,"N","N","N","N","N"," ","N","N",43,72,,,,,71,80,78,,58,79,72,80,80,0,0,60,579,10.4,571,108,"EE","04",244,34.4,15.2,0,0,37.1,"N","N","N","N"," "," ",,
"101917129","MOORE EL","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","A","B","A","A","B","A",353,128,"E","EE - 04",67.4,"N","N","N","N","N"," ","N","N",57,86,,,,,85,93,89,,84,94,86,93,93,0,0,26,291,8.9,238,72,"EE","04",106,30,20.4,0,0,36.3,"N","N","N","N"," "," ",,
"101917130","YOUNG EL","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","B","F","B","B","D","C",534,219,"E","EE - 04",94.8,"N","N","N","N","N"," ","N","N",32,57,,,,,76,86,60,,48,75,57,86,83,0,0,168,532,31.6,506,76,"EE","04",338,63.3,14.2,0,0,41,"N","N","N","N"," "," ",,
"101917131","SPARKS EL","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","A","C","A","A","B","A",370,133,"E","EE - 04",92.4,"N","N","N","N","N"," ","N","N",51,78,,,,,91,96,87,,79,92,78,96,95,0,0,56,274,20.4,342,98,"EE","04",173,46.8,26.5,0,0,35.9,"N","N","N","N"," "," ",,
"101917132","TURNER EL","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","C","C","C","C","C","C",525,201,"E","EE - 04",64.6,"N","N","N","N","N"," ","N","N",46,74,,,,,67,75,77,,46,75,74,77,76,0,0,70,436,16.1,339,87,"EE","04",38,7.2,16.6,0,0,38.3,"N","N","N","N"," "," ",,
"101917133","MORALES EL","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","B","C","B","B","B","A",374,133,"E","EE - 04",94.4,"N","N","N","N","N"," ","N","N",51,78,,,,,78,88,88,,78,92,78,88,89,0,0,55,318,17.3,353,73,"EE","04",170,45.5,19.5,0,0,35.6,"N","N","N","N"," "," ",,
"101917134","MATTHYS EL","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","C","D","C","C","C","C",457,156,"E","EE - 04",89.7,"N","N","N","N","N"," ","N","N",40,69,,,,,70,79,75,,49,76,69,79,78,0,0,53,372,14.2,410,84,"EE","04",240,52.5,18.4,0,0,34.1,"N","N","N","N"," "," ",,
"101917135","MORRIS MIDDLE","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","A","B","A","B","A","B",603,603,"M","05 - 06",81.6,"N","N","N","N","N"," ","N","N",50,81,,,,,72,83,90,,70,89,81,90,90,0,0,103,699,14.7,492,101,"05","06",159,26.4,16.7,0,0,100,"N","N","N","N"," "," ",,
"101917136","DE ZAVALA MIDDLE","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","D","D","C","F","C","D",457,457,"M","05 - 06",94.1,"N","N","N","N","N"," ","N","N",32,60,,,,,47,55,72,,21,63,60,72,69,0,0,95,558,17,430,87,"05","06",218,47.7,19,0,0,100,"N","N","N","N"," "," ",,
"101917137","LAURA WELCH BUSH EL","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","A","A","A","B","A","A",555,198,"E","PK - 04",67.9,"N","N","N","N","N"," ","N","N",61,90,,,,,74,83,91,,78,92,90,91,91,0,0,16,425,3.8,377,64,"PK","04",260,46.8,11.5,0,0,35.7,"N","N","N","N"," "," ",,
"101917138","SOUTH BELT EL","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","B","B","B","B","B","A",687,270,"E","EE - 04",48.3,"N","N","N","N","N"," ","N","N",56,85,,,,,77,87,83,,78,92,85,87,89,0,0,62,534,11.6,332,123,"EE","04",149,21.7,17.9,0,0,39.3,"N","N","N","N"," "," ",,
"101917139","CARTER LOMAX MIDDLE","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","C","C","B","D","B","C",552,552,"M","05 - 06",70.1,"N","N","N","N","N"," ","N","N",43,75,,,,,58,65,81,,45,74,75,81,79,0,0,65,630,10.3,387,78,"05","06",166,30.1,14.1,0,0,100,"N","N","N","N"," "," ",,
"101917140","MELILLO MIDDLE","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","B","B","B","B","B","B",612,612,"M","05 - 06",64.7,"N","N","N","N","N"," ","N","N",52,83,,,,,68,80,89,,63,84,83,89,88,0,0,60,604,9.9,396,98,"05","06",130,21.2,16,0,0,100,"N","N","N","N"," "," ",,
"101917141","EARNESTEEN MILSTEAD MIDDLE","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","C","C","B","C","B","C",641,641,"M","05 - 06",85.8,"N","N","N","N","N"," ","N","N",38,70,,,,,64,75,80,,54,78,70,80,79,0,0,135,716,18.9,550,104,"05","06",336,52.4,16.2,0,0,100,"N","N","N","N"," "," ",,
"101917142","RICK SCHNEIDER MIDDLE","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","B","C","B","C","B","B",500,500,"M","05 - 06",92.8,"N","N","N","N","N"," ","N","N",41,73,,,,,63,73,84,,61,82,73,84,83,0,0,111,590,18.8,464,89,"05","06",242,48.4,17.8,0,0,100,"N","N","N","N"," "," ",,
"101917143","BOBBY SHAW MIDDLE","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","C","D","B","D","B","C",655,655,"M","05 - 06",93.4,"N","N","N","N","N"," ","N","N",37,69,,,,,56,62,80,,48,75,69,80,79,0,0,127,740,17.2,612,117,"05","06",322,49.2,17.9,0,0,100,"N","N","N","N"," "," ",,
"101917144","KELLER MIDDLE","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","D","D","C","F","C","D",522,522,"M","05 - 06",89.5,"N","N","N","N","N"," ","N","N",36,67,,,,,54,59,77,,23,64,67,77,69,0,0,109,625,17.4,467,104,"05","06",179,34.3,19.9,0,0,100,"N","N","N","N"," "," ",,
"101917145","MARSHALL KENDRICK MIDDLE","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","C","C","B","D","B","C",652,652,"M","05 - 06",83.3,"N","N","N","N","N"," ","N","N",41,73,,,,,56,62,82,,34,70,73,82,78,0,0,135,750,18,543,122,"05","06",249,38.2,18.7,0,0,100,"N","N","N","N"," "," ",,
"101917146","NELDA SULLIVAN MIDDLE","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","B","C","B","C","B","B",479,479,"M","05 - 06",91,"N","N","N","N","N"," ","N","N",44,75,,,,,65,76,87,,61,82,75,87,86,0,0,80,551,14.5,436,87,"05","06",204,42.6,18.2,0,0,100,"N","N","N","N"," "," ",,
"101917147","FRED ROBERTS MIDDLE","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","C","C","B","C","B","C",493,493,"M","05 - 06",75.5,"N","N","N","N","N"," ","N","N",40,72,,,,,63,73,80,,49,76,72,80,79,0,0,63,565,11.2,372,84,"05","06",174,35.3,17,0,0,100,"N","N","N","N"," "," ",,
"101917148","THOMAS HANCOCK EL","101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","D","F","D","D","D","C",335,129,"E","EE - 04",94.6,"N","N","N","N","N"," ","N","N",34,59,,,,,57,62,66,,34,70,59,66,67,0,0,71,314,22.6,317,60,"EE","04",111,33.1,17.9,0,0,38.5,"N","N","N","N"," "," ",,
"101919001","SPRING H S","101919","SPRING ISD","101","HARRIS","04","REGION 04: HOUSTON","F","F","D","F","D","F",2593,2593,"S","09 - 12",69.1,"N","N","N","N","N"," ","N","N",33,58,44,56,89.6,60,55,56,60,,15,42,58,60,55,0,0,755,3191,23.7,1791,317,"09","12",413,15.9,12.2,0,0,100,"N","N","N","N"," "," ",,
"101919002","WESTFIELD H S","101919","SPRING ISD","101","HARRIS","04","REGION 04: HOUSTON","F","F","D","F","D","F",2264,2264,"S","09 - 12",75,"N","N","N","N","N"," ","N","N",30,56,47,57,82.4,55,42,50,60,,4,33,56,60,52,0,0,579,2587,22.4,1697,298,"09","12",578,25.5,13.2,0,0,100,"N","N","N","N"," "," ",,
"101919003","ANDY DEKANEY H S","101919","SPRING ISD","101","HARRIS","04","REGION 04: HOUSTON","F","F","D","F","D","F",2484,2484,"S","09 - 12",79.7,"N","N","N","N","N"," ","N","N",30,56,50,59,79.6,55,54,56,61,,16,43,57,61,56,0,195,799,2884,27.7,1979,259,"09","12",805,32.4,10.4,0,7.9,100,"N","N","N","N"," "," ",,
"101919018","CARL WUNSCHE SR H S","101919","SPRING ISD","101","HARRIS","04","REGION 04: HOUSTON","A","A","A","B","A","A",1503,1503,"S","09 - 12",66.5,"N","N","N","N","N"," ","N","N",72,93,86,88,99.7,95,77,83,91,,96,98,91,91,93,0,0,26,1537,1.7,1000,34,"09","12",136,9,2.3,0,0,100,"N","N","N","N"," "," ",,
"101919019","MOMENTUM H S","101919","SPRING ISD","101","HARRIS","04","REGION 04: HOUSTON","D","D","D","D","F","D",176,176,"S","09 - 12",90.9,"N","N","N","Y","N"," ","N","N",23,73,10,56,44,40,47,67,59,27,10,61,65,67,65,0,0,15,15,100,160,14,"09","12",29,16.5,8,0,0,100,"N","N","N","Y"," ","DROPOUT RECOVERY SCHOOL",,
"101919021","SPRING EARLY COLLEGE ACADEMY","101919","SPRING ISD","101","HARRIS","04","REGION 04: HOUSTON","A","A","A","B","A","A",391,391,"S","09 - 12",65,"N","N","N","N","N"," ","N","N",76,94,96,97,100,100,77,83,96,,100,100,96,96,97,390,0,9,368,2.4,254,7,"09","12",52,13.3,1.8,99.7,0,100,"N","N","N","N"," "," ",,
"101919022","RICHEY ACADEMY","101919","SPRING ISD","101","HARRIS","04","REGION 04: HOUSTON","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",56,56,"B","06 - 12",89.3,"Y","N","N","N","N"," ","N","N",,,,,,,,,,,,,,,,0,0,601,601,100,50,4,"06","12",8,14.3,7.1,0,0,100,"N","N","N","N"," "," ",,
"101919043","EDWIN M WELLS MIDDLE","101919","SPRING ISD","101","HARRIS","04","REGION 04: HOUSTON","C","D","C","C","C","C",796,796,"M","06 - 08",91.6,"N","N","N","N","N"," ","N","N",33,62,,,,,64,75,72,,38,72,62,75,74,0,0,420,1098,38.3,729,143,"06","08",234,29.4,18,0,0,100,"N","N","N","N"," "," ",,
"101919044","DUEITT MIDDLE","101919","SPRING ISD","101","HARRIS","04","REGION 04: HOUSTON","D","F","D","D","F","C",720,720,"M","06 - 08",83.1,"N","N","N","N","N"," ","N","N",28,56,,,,,55,60,59,,42,73,56,60,64,0,0,231,912,25.3,598,124,"06","08",173,24,17.2,0,0,100,"N","N","N","N"," "," ",,
"101919045","TWIN CREEKS MIDDLE","101919","SPRING ISD","101","HARRIS","04","REGION 04: HOUSTON","C","D","C","D","C","C",848,848,"M","06 - 08",81.1,"N","N","N","N","N"," ","N","N",34,64,,,,,59,67,70,,38,72,64,70,71,0,0,269,1048,25.7,688,153,"06","08",201,23.7,18,0,0,100,"N","N","N","N"," "," ",,
"101919046","BAMMEL MIDDLE","101919","SPRING ISD","101","HARRIS","04","REGION 04: HOUSTON","F","F","F","F","F","F",783,783,"M","06 - 08",93,"N","N","N","N","N"," ","N","N",22,51,,,,,47,55,54,,13,55,51,55,55,0,0,410,1044,39.3,728,113,"06","08",275,35.1,14.4,0,0,100,"N","N","N","N"," "," ",,
"101919047","STELLE CLAUGHTON MIDDLE","101919","SPRING ISD","101","HARRIS","04","REGION 04: HOUSTON","C","F","C","C","C","C",896,896,"M","06 - 08",95,"N","N","N","N","N"," ","N","N",31,59,,,,,61,70,70,,35,70,59,70,70,0,0,311,1088,28.6,851,117,"06","08",392,43.8,13.1,0,0,100,"N","N","N","N"," "," ",,
"101919048","RICKEY C BAILEY MIDDLE","101919","SPRING ISD","101","HARRIS","04","REGION 04: HOUSTON","F","F","F","F","F","F",982,982,"M","06 - 08",79.7,"N","N","N","N","N"," ","N","N",23,52,,,,,42,53,53,,5,40,52,53,49,0,0,281,1204,23.3,783,143,"06","08",333,33.9,14.6,0,0,100,"N","N","N","N"," "," ",,
"101919050","EDWARD ROBERSON MIDDLE","101919","SPRING ISD","101","HARRIS","04","REGION 04: HOUSTON","A","A","A","A","A","A",872,872,"M","06 - 08",67,"N","N","N","N","N"," ","N","N",68,92,,,,,81,91,93,,83,94,92,93,93,0,0,16,823,1.9,584,31,"06","08",214,24.5,3.6,0,0,100,"N","N","N","N"," "," ",,
"101919051","SPRINGWOODS VILLAGE MIDDLE","101919","SPRING ISD","101","HARRIS","04","REGION 04: HOUSTON","D","D","D","F","D","D",590,590,"M","06 - 08",62.7,"N","N","N","N","N"," ","N","N",37,69,,,,,51,57,66,,26,65,69,66,68,0,0,106,556,19.1,370,75,"06","08",117,19.8,12.7,0,0,100,"N","N","N","N"," "," ",,
"101919052","SPRING LEADERSHIP ACADEMY","101919","SPRING ISD","101","HARRIS","04","REGION 04: HOUSTON","B","C","B","C","B","B",502,502,"M","06 - 08",77.5,"N","N","N","N","N"," ","N","N",44,75,,,,,63,73,85,,61,82,75,85,84,0,0,12,411,2.9,389,58,"06","08",219,43.6,11.6,0,0,100,"N","N","N","N"," "," ",,
"101919102","BAMMEL EL","101919","SPRING ISD","101","HARRIS","04","REGION 04: HOUSTON","F","F","F","F","F","D",697,315,"E","EE - 05",90.5,"N","N","N","N","N"," ","N","N",27,53,,,,,53,58,55,,30,68,53,58,59,0,0,245,646,37.9,631,63,"EE","05",118,16.9,9,0,0,45.2,"N","N","N","N"," "," ",,
"101919103","PONDEROSA EL","101919","SPRING ISD","101","HARRIS","04","REGION 04: HOUSTON","F","F","F","F","F","D",740,338,"E","EE - 05",87.2,"N","N","N","N","N"," ","N","N",20,47,,,,,47,55,48,,12,60,47,55,57,0,0,176,643,27.4,645,109,"EE","05",308,41.6,14.7,0,0,45.7,"N","N","N","N"," "," ",,
"101919104","JOHN WINSHIP EL","101919","SPRING ISD","101","HARRIS","04","REGION 04: HOUSTON","B","C","B","B","C","C",524,238,"E","EE - 05",70,"N","N","N","N","N"," ","N","N",42,71,,,,,76,86,72,,48,75,71,86,83,0,0,71,401,17.7,367,102,"EE","05",70,13.4,19.5,0,0,45.4,"N","N","N","N"," "," ",,
"101919105","PAT REYNOLDS EL","101919","SPRING ISD","101","HARRIS","04","REGION 04: HOUSTON","D","D","D","D","D","D",876,393,"E","EE - 05",79.6,"N","N","N","N","N"," ","N","N",36,62,,,,,60,66,65,,13,60,62,66,64,0,0,140,679,20.6,697,136,"EE","05",280,32,15.5,0,0,44.9,"N","N","N","N"," "," ",,
"101919106","MEYER EL","101919","SPRING ISD","101","HARRIS","04","REGION 04: HOUSTON","B","D","B","B","C","C",680,301,"E","EE - 05",88.4,"N","N","N","N","N"," ","N","N",39,67,,,,,71,80,74,,58,79,67,80,80,0,0,258,699,36.9,601,82,"EE","05",249,36.6,12.1,0,0,44.3,"N","N","N","N"," "," ",,
"101919107","MILDRED JENKINS EL","101919","SPRING ISD","101","HARRIS","04","REGION 04: HOUSTON","B","D","B","B","C","C",603,281,"E","PK - 05",83.9,"N","N","N","N","N"," ","N","N",38,65,,,,,72,81,70,,56,78,65,81,80,0,0,116,527,22,506,134,"PK","05",193,32,22.2,0,0,46.6,"N","N","N","N"," "," ",,
"101919108","PEARL M HIRSCH EL","101919","SPRING ISD","101","HARRIS","04","REGION 04: HOUSTON","C","D","C","C","D","C",630,288,"E","EE - 05",81.1,"N","N","N","N","N"," ","N","N",36,62,,,,,66,74,66,,44,74,62,74,74,0,0,124,575,21.6,511,85,"EE","05",147,23.3,13.5,0,0,45.7,"N","N","N","N"," "," ",,
"101919109","ANDERSON EL","101919","SPRING ISD","101","HARRIS","04","REGION 04: HOUSTON","D","F","D","D","F","C",634,288,"E","EE - 05",79.2,"N","N","N","N","N"," ","N","N",32,57,,,,,60,66,58,,34,70,57,66,67,0,0,95,565,16.8,502,96,"EE","05",186,29.3,15.1,0,0,45.4,"N","N","N","N"," "," ",,
"101919110","JOAN LINK EL","101919","SPRING ISD","101","HARRIS","04","REGION 04: HOUSTON","D","F","D","D","F","C",556,249,"E","EE - 05",86.3,"N","N","N","N","N"," ","N","N",32,57,,,,,60,66,59,,47,75,57,66,69,0,0,77,441,17.5,480,89,"EE","05",277,49.8,16,0,0,44.8,"N","N","N","N"," "," ",,
"101919111","SMITH EL","101919","SPRING ISD","101","HARRIS","04","REGION 04: HOUSTON","F","F","F","F","F","F",624,281,"E","EE - 05",80.1,"N","N","N","N","N"," ","N","N",31,56,,,,,52,57,57,,10,56,56,57,57,0,0,106,509,20.8,500,145,"EE","05",169,27.1,23.2,0,0,45,"N","N","N","N"," "," ",,
"101919112","BENEKE EL","101919","SPRING ISD","101","HARRIS","04","REGION 04: HOUSTON","C","D","C","D","C","C",572,277,"E","EE - 05",83.7,"N","N","N","N","N"," ","N","N",40,69,,,,,61,68,74,,46,75,69,74,74,0,0,85,489,17.4,479,73,"EE","05",291,50.9,12.8,0,0,48.4,"N","N","N","N"," "," ",,
"101919114","DELORAS E THOMPSON EL","101919","SPRING ISD","101","HARRIS","04","REGION 04: HOUSTON","D","F","D","D","F","D",634,293,"E","PK - 05",80.6,"N","N","N","N","N"," ","N","N",31,56,,,,,59,65,57,,27,67,56,65,66,0,0,111,538,20.6,511,71,"PK","05",211,33.3,11.2,0,0,46.2,"N","N","N","N"," "," ",,
"101919115","HERITAGE EL","101919","SPRING ISD","101","HARRIS","04","REGION 04: HOUSTON","F","F","F","F","F","D",805,370,"E","PK - 05",88.8,"N","N","N","N","N"," ","N","N",27,53,,,,,54,58,54,,25,66,53,58,59,0,0,305,768,39.7,715,82,"PK","05",331,41.1,10.2,0,0,46,"N","N","N","N"," "," ",,
"101919116","CLARK EL","101919","SPRING ISD","101","HARRIS","04","REGION 04: HOUSTON","D","F","D","D","F","C",828,387,"E","EE - 05",86.7,"N","N","N","N","N"," ","N","N",26,52,,,,,62,69,54,,34,70,52,69,69,0,0,275,752,36.6,718,54,"EE","05",394,47.6,6.5,0,0,46.7,"N","N","N","N"," "," ",,
"101919117","SALYERS EL","101919","SPRING ISD","101","HARRIS","04","REGION 04: HOUSTON","F","F","F","F","F","C",482,195,"E","EE - 05",86.1,"N","N","N","N","N"," ","N","N",24,50,,,,,54,58,52,,45,74,50,58,59,0,0,233,507,46,415,84,"EE","05",82,17,17.4,0,0,40.5,"N","N","N","N"," "," ",,
